το	را
δυτικά	غربی
καλά	خوبی
καλά	good
καλά	خوب
καλά	خوبش
ανατολικά	شرق
ανατολικά	شرقی
ανατολικά	شرق
ανατολικά	شرقی
απέναντι	مخالف
συνεργασία	همکاری
επιτροπή	تصدی
επιτροπή	کمیسیون
επιτροπή	کمیته
επιτροπή	کمیسیون
νίκος	نیکوس
άνθρωποι	انسانها
άνθρωποι	بشر
άνθρωποι	افراد
άνθρωποι	مردمان
άνθρωποι	آدمها
άνθρωποι	مردم
έφτασε	رسیدن
έφτασε	آمد
έφτασε	رسید
αρχηγός	لیدر
αρχηγός	رهبر
σύνθεση	انشاء
σύνθεση	ترکیب
σύνθεση	سنتز
προσπάθεια	تلاش
προσπάθεια	تلاش
προσπάθεια	کوشش
τελευταίο	آخری
τελευταίο	لست
τελευταίο	واپسین
τελευταίο	آخرین
τελευταίο	اخرین
απόφαση	تصمیم
απόφαση	فیصله
αυτοκράτορα	امپراتور
αυτοκράτορα	امپراطور
αγορά	خریدار
αγορά	خرید
αγορά	خریداری
αγορά	بازار
αγορά	مارکت
αγορά	بازار
αγορά	مارکیت
αγορά	بازاری
πρόταση	خواستگاری
πρόταση	فرمایشات
ταυτόχρονα	همزمان
μέρες	روزها
μέρες	روزگار
μέρες	روزهایی
μέρες	روزای
μέρες	روزهای
ανακαλύφθηκε	کشف
ποσοστό	درصد
ποσοστό	درصدی
ποσοστό	نرخ
τελική	نهائی
τελική	نهایی
τελική	پایانی
τελική	آخرین
τελική	فاینال
καθηγητής	سخنران
καθηγητής	پروفسور
καθηγητής	پرفسور
καθηγητής	معلم
καθηγητής	معلمی
καθηγητής	teacher
καθηγητής	آموزگار
συμβούλιο	شورای
συμβούλιο	شورا
συμβούλιο	انجمن
μέσο	ساز
μέσο	متوسط
συνέχισε	ادامه
σταθμός	پاسگاه
σταθμός	ایستگاه
έρευνα	تحقیق
έρευνα	تحقیقات
έρευνα	سروی
έρευνα	نظرسنجی
έρευνα	تحقیق
έρευνα	تحقیقاتی
έρευνα	تحقیقات
έρευνα	پژوهش
γέννησης	تولد
γέννησης	birth
γέννησης	ولادت
δυτική	وست
δυτική	باختر
δυτική	غرب
δυτική	غربی
δυτική	وسترن
δυτική	غربی
κωνσταντινούπολη	قسطنطنیه
κωνσταντινούπολη	استانبول
έννοια	معنای
έννοια	معنی
έννοια	معنا
έννοια	مفهومی
έννοια	مفهوم
απο	از
χαρακτήρα	شخصیت
χαρακτήρα	نویسه
αλέξανδρος	الکساندروس
αλέξανδρος	اسکندر
αλέξανδρος	الکساندر
δυνατότητα	احتمال
δυνατότητα	امکان
θερμοκρασία	دما
σπουδές	مطالعات
γενική	عمومی
γενική	ژنرال
γενική	جنرال
οργάνωση	سازمان
οργάνωση	سازماندهی
οργάνωση	سازمان
οργάνωση	سازماندهی
μερικά	بعضیها
μερικά	برخی
χρειάζεται	نیاز
όμιλος	گروهبندی
όμιλος	گروپ
όμιλος	گروه
επιφάνεια	سطح
επιφάνεια	سطحی
αγγλία	انگلستان
αγγλία	انگلیس
μετάφραση	ترجمه
ρωσία	روسیه
ρώμη	رُم
ρώμη	رم
ρώμη	روم
κορυφή	بالا
κορυφή	top
κορυφή	تاپ
κορυφή	اوج
κορυφή	فاعل
κορυφή	اوج
κορυφή	قله
βιβλιοθήκη	کتابخانه
λόγους	دلایل
σημαία	پرچم
ενδιαφέρον	جالب
ενδιαφέρον	جالبی
ενδιαφέρον	جالبه
έξω	بیرون
έξω	برون
ισπανία	اسپانیای
ισπανία	اسپانیا
ρωσίας	روسیه
μιχαήλ	میخائیل
μιχαήλ	میکائیل
μιχαήλ	مایکل
πέρασε	بگذشت
πέρασε	گذشت
διοίκηση	فرمان
διοίκηση	مدیریت
καμία	هیچکدام
εφαρμογή	اپ
εφαρμογή	برنامه
εφαρμογή	کاربردی
εφαρμογή	کاربرد
σύζυγος	همسری
σύζυγος	همسر
σύζυγος	همسر
σύζυγος	شوهر
σύζυγος	شوهری
σύζυγος	شوهرش
σύζυγος	زن
σύζυγος	همسر
σύζυγος	عیال
σύζυγος	wife
βραβεία	جوایز
βραβεία	جوایز
ημερομηνία	تاریخ
ανατολική	شرق
ανατολική	شرقی
ανατολική	شرق
ανατολική	شرقی
υπουργείο	وزارت
μέρη	قطعات
μέρη	عورت
μέρη	مکانهایی
μέρη	مکانها
μέρη	مساجد
μέρη	احزاب
αγγλική	انگلیسی
αγγλική	english
λόγος	دلیلی
λόγος	علت
λόγος	دلیل
λόγος	سخنرانی
λόγος	گفتار
παιχνίδι	بازی
παιχνίδι	گیم
παιχνίδι	پخش
παιχνίδι	بازی
διοργάνωση	سازمان
διοργάνωση	سازماندهی
γαλλική	فرنچ
γαλλική	فرانسه
γαλλική	فرانسوی
σχήμα	شکل
σχήμα	شکل
δημοτικό	ابتدایی
δημοτικό	مقدماتی
φεστιβάλ	عیدی
φεστιβάλ	جشنواره
φεστιβάλ	جشنهای
ονόματα	نامها
ονόματα	نامهای
επίσημα	رسما
επιχείρηση	عملیات
επιχείρηση	عمل
επιχείρηση	انترپرایز
επιχείρηση	سازمانی
αποφάσισε	تصمیم
λονδίνο	لندن
λονδίνο	london
συνθήκη	عهدنامه
συνθήκη	معاهده
συνθήκη	پیمان
μακεδονίας	مقدونیه
πρόσωπο	شخص
πρόσωπο	چهره
πρόσωπο	صورت
πρόσωπο	face
εξέλιξη	توسعه
εξέλιξη	تکامل
εξέλιξη	فرگشت
εξέλιξη	تحول
εξέλιξη	evolution
εξέλιξη	اوولوشن
κοινότητας	اجتماع
κοινότητας	ملتی
κοινότητας	جامعه
κοινότητας	انجمن
κοινότητας	امت
κίνηση	حرکت
κίνηση	ترافیک
κίνηση	ترافیکی
κίνηση	جنبش
κίνηση	تحرک
κίνηση	نهضت
μέρα	روز
μέρα	روزی
κομμάτι	تکه
κομμάτι	قطعه
ώρα	زمان
ώρα	تایم
ώρα	time
συμφωνία	توافقنامه
συμφωνία	موافقتنامه
συμφωνία	قرارداد
συμφωνία	توافق
λοιπόν	خب
λοιπόν	خوب
μεγάλα	بزرگ
μεγάλα	درشت
μεγάλα	بیگ
μεγάλα	big
μεγάλα	بزرگ
μεγάλα	بزرگی
ιστορικά	تاریخی
σκηνοθεσία	کارگردانی
σκηνοθεσία	کارگردانی
συγγραφείς	نویسندگان
πλοία	قایقهای
πλοία	قایقها
πλοία	کشتیها
πλοία	کشتی
πλοία	رگها
συστήματα	سیستمها
σημεία	نقاط
σημεία	امتیاز
αλλαγή	تغییر
σημασία	اهمیت
λέει	میگه
λέει	میگوید
χαρακτηριστικό	ویژگی
χαρακτηριστικό	خصیصه
χαρακτηριστικό	صفت
διαίρεση	تقسیم
διαίρεση	واحد
διαίρεση	شکافتن
διαίρεση	تفرقه
διαίρεση	تقسیم
διευθυντής	director
διευθυντής	کارگردان
διευθυντής	مدیر
τέχνη	art
τέχνη	هنر
τέχνη	آرت
διεθνές	اینترنشنال
διεθνές	بینالمللی
διεθνές	جهانی
δικαιώματα	حقوق
διαφορά	تفاوت
διαφορά	فرق
κώστας	کوستاس
κατ	cat
κατ	گربه
επίδραση	تاثیر
επίδραση	تأثیر
επίδραση	نفوذ
επίδραση	اثر
επίδραση	جلوه
επίδραση	تأثیر
βάρος	سربار
βάρος	باری
βάρος	وزنش
βάρος	وزنه
βάρος	وزن
ναό	پرستشگاه
ναό	عبادتگاه
ναό	معبد
ναό	تمپل
τροχιά	شیار
τροχιά	مسیر
τροχιά	مدار
τομ	تام
τομ	tom
πρόσωπα	اشخاص
πρόσωπα	چهره
πρόσωπα	رخسار
ιδέα	ایده
ιστορική	تاریخی
ιστορική	تاریخی
αντίθεση	اپوزیسیون
αντίθεση	مخالف
αντίθεση	مخالفین
αντίθεση	مخالفت
αντίθεση	کنتراست
πίνακα	نقاشی
υπηρεσία	سازمان
υπηρεσία	نمایندگی
υπηρεσία	آژانس
υπηρεσία	خدمت
υπηρεσία	سرویس
υπηρεσία	خدمات
σύντομα	بزودی
διεθνή	اینترنشنال
διεθνή	بینالمللی
διεθνή	جهانی
στοιχείο	فقره
στοιχείο	عنصر
ταχύτητα	سرعت
ταχύτητα	سرعت
όρους	شروط
όρους	اصطلاحات
όρους	شرایط
αττικής	آتیک
αεκ	aek
αεκ	img
ολυμπιακός	المپیک
ολυμπιακός	olympiakos
λιγότερο	کمتر
λιγότερο	less
κυκλοφορία	ترافیک
κυκλοφορία	ترافیکی
κυκλοφορία	گردش
αλλαγές	تغییرات
πειραιά	پیره
μυθολογία	اساطیر
μυθολογία	اسطوره
παντρεύτηκε	married
παντρεύτηκε	متاهل
παντρεύτηκε	ازدواج
αντικείμενο	فقره
αντικείμενο	شئ
αντικείμενο	مفعول
αντικείμενο	شیء
τρίτο	سومین
τρίτο	سومی
τρίτο	سوم
πραγματικότητα	واقعیت
στρατιωτική	ارتش
στρατιωτική	نظامی
στρατιωτική	ارتشی
μετάλλιο	مدال
χρονικό	کرونیکل
ίδρυση	موسسه
ίδρυση	تاسیس
ίδρυση	تأسیس
καλή	خوبی
καλή	good
καλή	خوب
καλή	خوبش
πλαίσιο	چارچوب
πλαίσιο	چهارچوب
πλαίσιο	متن
έδαφος	خاک
έδαφος	قلمروی
έδαφος	قلمرو
έδαφος	ناهمواری
έδαφος	عوارض
έδαφος	زمینی
αυτοκράτορας	امپراتور
αυτοκράτορας	امپراطور
έδρες	صندلی
αναφορές	درخواستها
αναφορές	مراجع
αναφορές	گزارشها
αγωνίζεται	کشمکش
αγωνίζεται	تقلا
εκπαίδευση	آموزش
εκπαίδευση	تمرین
εκπαίδευση	تمرینات
εκπαίδευση	آموزشی
εκπαίδευση	تعلیم
εκπαίδευση	اموزش
εκπαίδευση	آموزش
εκπαίδευση	تحصیلات
γάλλος	فرنچ
γάλλος	فرانسه
γάλλος	فرانسوی
δημήτριος	دیمیتریوس
δημήτριος	دیمتریوس
δέκα	ده
δεύτερος	دوم
δεύτερος	ثانیه
δεύτερος	دومی
επόμενο	بعدی
επόμενο	next
ανθρώπους	انسانها
ανθρώπους	بشر
ανθρώπους	افراد
ανθρώπους	مردمان
ανθρώπους	آدمها
ανθρώπους	مردم
φυσική	طبیعی
φυσική	natural
φυσική	فیزیک
φυσική	جسمی
φυσική	بدنی
φυσική	فیزیکی
τομέα	بخش
τομέα	سکتور
πρωταθλητής	قهرمان
πρωταθλητής	قهرمان
πρωταθλητής	پهلوان
πρωταθλητής	champion
χρυσό	زرین
χρυσό	طلایی
χρυσό	گلدن
χρυσό	طلائی
χρυσό	طلای
χρυσό	gold
χρυσό	طلا
χρυσό	طلایی
χρυσό	گلد
χρυσό	زرین
πεδίο	دامنه
πεδίο	فیلد
πεδίο	حوزه
ενότητα	همبستگی
ενότητα	وحدت
ενότητα	اتحاد
ενότητα	بخش
ενότητα	پیمانه
ενότητα	ماژول
ερμηνεία	تعبیر
ερμηνεία	تفسیر
παγκόσμια	سراسری
παγκόσμια	جهانی
παγκόσμια	گلوبال
κίνημα	جنبش
κίνημα	تحرک
κίνημα	نهضت
λεπτά	دقیقه
λεπτά	دقایقی
φέρει	آوردن
φέρει	بیاورد
φέρει	بیاورید
ρεκόρ	ضبط
κιθάρα	گیتار
έναρξη	شروع
έναρξη	آغاز
έναρξη	اغاز
οκτώβριο	اکتبر
οκτώβριο	october
ιανουάριο	ژانویه
αποστολή	فرستادن
αποστολή	ارسال
αποστολή	ارسال
αποστολή	مأموریت
αποστολή	ماموریت
χρώματα	رنگها
χρώματα	رنگهای
χρώματα	رنگها
μορφές	شکلهای
πειραιώς	پیره
αρχική	آغازی
αρχική	آغازین
αρχική	اصیل
αρχική	اصلی
αρχική	اوریجینال
έμεινε	ماند
έμεινε	درنگ
ύπαρξη	وجود
ακολουθεί	following
ακολουθεί	ذیل
ήττα	شکست
διεθνείς	اینترنشنال
διεθνείς	بینالمللی
διεθνείς	جهانی
νέος	تازه
νέος	نو
νέος	جدید
νέος	نیو
νέος	جوان
νέος	یانگ
νέος	جوون
νέος	یونگ
γερμανική	آلمان
γερμανική	آلمانی
δημήτρης	دیمیتریوس
δημήτρης	دیمیتریس
σκορ	نمره
σκορ	امتیاز
σκορ	امتیازهای
σκορ	امتیازات
σκορ	نمرات
σκορ	نمره
φωνητικά	آوازی
εσωτερικό	interior
εσωτερικό	داخلی
εσωτερικό	درونی
εσωτερικό	داخلی
εσωτερικό	درونی
εσωτερικό	درونی
ενέργεια	انرژی
μοντέλο	model
μοντέλο	مدل
στρατιώτες	سربازها
