から	od
兄弟	braće
兄弟	braća
戦隊	sentai
戦隊	eskadrila
戦隊	eskadrile
メジャー	major
イメージ	slike
イメージ	imidžu
イメージ	imidž
イメージ	slika
違い	razlika
違い	razlike
違い	razlika
軍事	vojska
創設	osnivački
創設	osnivanja
ハン	han
カラー	boja
カラー	boji
カラー	boje
カラー	boje
カラー	boju
カラー	boja
カラー	boje
チャンネル	kanali
チャンネル	kanala
チャンネル	kanale
チャンネル	kanal
チャンネル	kanalu
チャンネル	channel
ドラフト	nacrtu
ドラフト	nacrt
川崎	kawasaki
西部	zapadu
西部	zapad
オランダ	holandija
オランダ	holandija
セット	setu
セット	set
セット	postavio
セット	postavljeni
セット	seta
動物	životinje
動物	životinje
住民	stanovnici
住民	stanovništvo
住民	stanovnika
住民	stanovnik
住民	stanovništvo
民族	etnički
民族	etnička
資本	kapital
テンプレート	templates
あなた	vi
あなた	ti
あなた	you
あなた	te
選択	selekcija
選択	izbor
選択	izbor
選択	odabrao
選択	biraju
選択	birati
選択	izabere
選択	izabrao
選択	biraju
選択	odabir
ジョージ	george
失敗	neuspjeh
失敗	propao
失敗	propali
標準	standardni
ワン	jedan
ワン	jedna
清水	shimizu
購入	nabavku
購入	kupovina
購入	kupi
購入	kupiti
購入	kupovne
購入	kupovinom
ライ	raž
ライ	rai
終点	terminus
タレント	talenata
タレント	talenat
リア	lear
リア	lir
リア	lia
階級	redove
階級	predavanje
レッド	crvena
市長	gradonačelnik
コーチ	treneri
コーチ	trener
コーチ	selektor
建物	zgrada
ジュニア	juniorsko
ジュニア	juniorska
ジュニア	junior
ジュニア	mlađi
候補	kandidata
候補	kandidat
朝鮮	koreja
自動	auto
自動	automatsko
モード	modu
モード	mode
モード	mod
皇帝	imperator
皇帝	careva
皇帝	carevi
認定	certificirani
認定	priznanja
認定	priznavanje
認定	priznanje
分離	razdvajanje
挑戦	izazovi
挑戦	izazove
挑戦	izazov
挑戦	challenge
改革	reforme
改革	reformi
改革	reformama
改革	reforma
集団	grupa
魔法	sihr
修正	korekcija
修正	popravi
継続	nastavljena
継続	nastavila
継続	nastavljen
継続	nastavio
継続	nastavak
地下鉄	underground
地下鉄	podzemni
地下鉄	podzemna
地下鉄	metro
地下鉄	metro
井上	inoue
ブログ	blog
ブログ	blogs
部屋	sobu
部屋	soba
部屋	sobe
部屋	sobe
既に	već
トラック	track
トラック	stazi
トラック	kamion
トラック	kamione
トラック	kamioni
トラック	kamiona
東部	istok
東部	istočnim
東部	istočni
東部	istočnoj
東部	istočna
東部	istočne
美術館	muzeji
美術館	muzej
合計	sum
合計	suma
合計	ukupno
貢献	doprinos
貢献	doprinosi
古代	drevni
古代	drevno
古代	drevna
古代	drevne
エンディング	okončanju
エンディング	zaključka
エンディング	zaključak
ユーザー	korisnički
ユーザー	korisnik
ユーザー	korisnici
ユーザー	korisnika
バン	van
父親	očeva
父親	otac
バック	bak
批判	kritika
批判	kritike
原因	prouzrokovati
原因	uzrok
植物	biljke
植物	biljke
ショー	shaw
ショー	sho
ショー	show
ショー	emisiju
ショー	nastup
ショー	šou
ショー	sou
ボーカル	vokal
ボーカル	glasni
コミック	strip
コミック	strip
毎週	sedmični
毎週	sedmičnjak
エネルギー	energija
ルール	pravila
ルール	pravilo
未来	budućnost
移行	migracije
移行	migracija
ユース	omladina
三菱	mitsubishi
週刊	sedmični
週刊	sedmičnjak
まだ	ipak
ランキング	rang
ランキング	rang
ダイ	dai
金曜	petkom
処理	obrade
処理	obradu
処理	obradi
年齢	uzrast
年齢	godište
年齢	doba
年齢	age
年齢	starost
年齢	vijek
年齢	godišta
エリア	elia
形態	morfologija
形態	forme
形態	formama
形態	oblici
形態	oblike
ポーランド	poljska
シン	shin
シン	grijeha
シン	grijeh
作曲家	kompozitor
精神	duh
精神	džibril
拠点	uporište
日付	datum
日付	datira
日付	datuma
日付	datumi
スタート	početak
スタート	start
スタート	početka
範囲	rasponu
範囲	opseg
範囲	domet
範囲	dometa
自治体	općina
自治体	općine
宣伝	promocija
宣伝	promovisanje
宣伝	promoviranja
宣伝	promovira
宣伝	jačaju
宣伝	jačanje
哲学	filozofija
財団	foundation
財団	fondacija
財団	temelj
反応	reakcija
教師	nastavnik
教師	učitelj
教師	nastavnike
教師	nastavnika
教師	nastavnici
教師	profesori
宗教	religija
武器	oružje
武器	oružja
武器	oružje
住宅	stambeni
住宅	stambene
住宅	stanovanje
住宅	stambeni
住宅	domova
住宅	domovi
住宅	domove
保存	spasi
保存	spašavanje
保存	očuvanje
辞典	rječnik
機関車	lokomotiva
緊急	hitna
緊急	vanredna
地下	underground
地下	podzemni
地下	podzemna
連隊	regimenta
連隊	puk
ウィキペディア	wikipedia
連結	consolidated
連結	concatenation
ストーリー	priča
ストーリー	priče
ストーリー	price
太陽	sunce
交換	razmjenu
交換	razmjena
保険	osiguranje
保険	osiguranja
制限	ograničenja
制限	ograničenjima
制限	ograničenja
制限	zabranjen
制限	ograničavaju
制限	ograničenje
キー	ključeve
キー	ključa
キー	ključni
キー	ključ
責任	odgovornost
責任	odgovornost
児童	dijete
フル	pun
フル	full
フル	puna
フル	punom
フル	puni
フル	punu
ボール	lopta
ボール	jaja
ボール	lopte
ボール	kugle
急行	express
電力	elektricitet
医学	medicina
医学	medicinska
医学	medicinski
医学	medical
所有	vlasništvu
ブラック	crni
ブラック	crna
サー	sir
サー	ser
シーン	scena
シーン	scene
憲法	ustav
支店	ogranak
支店	grana
管理者	admin
管理者	administrators
管理者	administrator
略称	skraćenica
オープニング	otvaranje
ロン	ron
カリフォルニア	kalifornija
タウン	grad
カバー	pokriti
カバー	pokrivaju
カバー	pokriće
コンピュータ	računar
コンピュータ	računari
取引	transakcija
取引	trgovanje
取引	transakcija
取引	trgovina
長い	dugi
長い	dug
長い	dugu
長い	long
長い	dugo
禁止	zabranjeno
禁止	prohibicije
統計	statistika
統計	statistika
統計	stats
フォー	četiri
フォー	pho
強化	ojačati
強化	jačanje
強化	jačanju
パン	pan
パン	hljeb
物理	fizički
物理	fizičko
物理	fizičke
インターネット	internet
管轄	nadležnosti
管轄	nadležnost
アフリカ	afrika
アフリカ	afrički
アフリカ	afričke
アフリカ	afričkih
アフリカ	afrička
先生	sensei
先生	nastavnik
先生	učitelj
先生	doktor
訓練	obuke
訓練	trening
訓練	obuka
訓練	treninga
訓練	obuku
ハウス	kuća
展示	izložba
展示	izložba
展示	izložbe
展示	izložbe
徳川	tokugava
月刊	mjesečna
月刊	mjesečni
検索	pretrage
検索	potraga
検索	pretraga
ホー	haw
ポール	paul
会員	član
会員	članica
会員	članstvo
リスト	spisak
リスト	lista
リスト	liste
トンネル	tunel
トンネル	tunela
共通	zajednički
共通	zajedničkim
共通	zajedničku
ケン	ken
内部	enterijera
内部	unutrašnje
内部	unutrašnja
内部	unutrašnji
グリーン	zelena
竣工	završetak
竣工	završetku
竣工	završetka
カール	rotor
戦車	tenk
戦車	tenkova
戦車	tenkovi
スキー	ski
スキー	skijanje
愛称	nadimak
消滅	lapse
消滅	izumiranje
ミニ	mini
機器	uređaj
機器	uređaji
機器	oprema
機器	uređajima
機器	uređaji
プロダクション	proizvodnja
スタッフ	osoblje
いくつか	neki
プログラム	program
プログラム	program
プログラム	programima
プログラム	programi
アカデミー	akademija
司会	moderator
合意	konsenzus
合意	složio
合意	složili
合意	sporazum
二人	dva
改善	unaprijediti
改善	poboljšaju
改善	improve
改善	poboljšanje
文書	dokument
文書	dokumentima
文書	dokumenata
文書	dokumenti
文書	dokumente
世代	generacija
世代	generacija
世代	generacije
ブラジル	brazil
ブラジル	brazilski
ネットワーク	mrežu
ネットワーク	mreže
ネットワーク	mreža
ネットワーク	mreže
ネットワーク	mreža
審査	pregled
ダン	dan
ダン	den
重量	težina
観測	posmatrala
観測	posmatrao
観測	posmatra
観測	posmatranje
観測	posmatranja
木村	kimura
会場	lokacijama
プレイヤー	igrač
プレイヤー	igrači
河川	rijeka
河川	rijekama
クイズ	kviz
巨大	ogromni
巨大	div
伝統	tradicija
伝統	tradicije
伝統	tradicija
ナイト	vitez
ナイト	skakač
ナイト	viteza
ナイト	night
区分	kategoriju
区分	kategorija
命令	nastavu
命令	nastava
命令	naređenje
命令	naređenja
ジャン	jean
旅行	putovanje
旅行	trip
旅行	putovanje
旅行	putovanje
旅行	putujući
旅行	putovanja
旅行	putovanju
旅行	putovanja
ルー	lew
ルー	lu
ルー	lou
要求	zahtjevi
一郎	ichiro
少ない	manje
比較	poređenje
比較	porede
比較	comparisons
貴族	plemstvo
向上	unaprijediti
向上	poboljšaju
向上	improve
バトル	bitka
日曜	nedjeljom
ダンス	ples
ダンス	plesu
ダンス	ples
資格	kvalifikacije
資格	kvalifikacija
資格	kvalifikacije
プロデュース	proizvoditi
実現	shvatio
実現	shvatanje
実現	realizacija
ミサイル	rakete
ミサイル	projektila
ミサイル	projektile
ミサイル	projektil
ミサイル	raketa
セント	centi
セント	cent
文章	kaznu
文章	rečenica
文章	kazna
文章	presudom
ルート	pravci
ルート	pravaca
ルート	put
ルート	ruta
ルート	rute
わずか	blagi
わずか	blagog
到着	dolazak
到着	stiže
到着	dolazaka
トラ	tigar
平和	mira
平和	miran
平和	mirne
平和	mirni
注意	oprezom
注意	pažnja
ドラゴン	zmajevi
ドラゴン	zmaj
ドラゴン	dragon
一度	jednom
今日	danas
集合	setu
集合	set
集合	postavio
集合	postavljeni
集合	seta
コンサート	koncert
コンサート	koncerti
回転	rotacije
回転	rotacija
回転	rotate
ロボット	robot
歩兵	pješadija
青年	omladina
小惑星	asteroidi
小惑星	asteroide
小惑星	asteroida
小惑星	asteroidi
用語	mandat
用語	izraz
用語	termin
用語	pojmove
用語	uslovi
用語	terminologija
前身	prethodnik
前身	prethodnika
姉妹	sestre
姉妹	sestra
小さな	male
小さな	mali
テン	deset
秘密	tajne
秘密	tajni
秘密	tajna
秘密	tajnosti
操作	operacija
操作	operacijama
操作	operacija
残り	preostali
残り	preostalih
残り	preostala
残り	preostale
一致	mečevi
一致	mečevima
一致	mečeva
一致	mečeve
一致	meč
オーストリア	austrijski
オーストリア	austrija
イオン	ion
イオン	iona
仲間	drug
ジャック	jack
ソロ	solo
フィールド	polje
フィールド	polja
キロ	kilometara
論文	teze
論文	teza
諸島	ostrva
休止	obustave
メキシコ	meksički
メキシコ	meksiko
フォード	ford
福祉	dobrobiti
属する	pripadaju
レポート	izveštaj
レポート	izvještaj
レポート	javlja
レポート	izvještavanje
レポート	izvještaje
レポート	izvještajima
レポート	izveštaji
レポート	izvještaji
要素	elemenata
要素	elementima
要素	elementa
要素	elemente
要素	elementi
要素	elemenat
要素	element
市町村	općina
市町村	općine
市町村	općina
ブラ	bra
地図	karta
地図	mapa
地図	mape
違反	kršenje
違反	proboj
違反	kršenje
違反	kršenja
衛星	sateliti
性能	nastup
カメラ	kamera
カメラ	kamere
役割	uloga
役割	uloge
十分	dovoljno
十分	dovoljan
十分	dosta
ティー	tee
改良	poboljšanja
改良	poboljšanje
改良	poboljšan
ワイド	wide
ワイド	široki
ワイド	široko
ワイド	široka
講師	predavač
講師	instruktora
講師	instruktori
講師	predavač
ルイ	louis
ルイ	rui
ルイ	louie
曖昧	nejasna
録音	snimanje
ニッポン	nippon
読み	čita
指名	nominaciju
指名	nominacija
冒険	avanturu
冒険	avantura
冒険	avanture
コレクション	kolekcije
コレクション	zbirke
コレクション	zbirka
コレクション	kolekcija
コレクション	collection
犯罪	kriminal
大陸	kontinent
大陸	kontinente
大陸	kontinenti
画面	ekran
画面	ekrana
医師	ljekar
医師	doktori
医師	ljekari
医師	ljekari
医師	doktor
国会	parlament
国会	ishrana
インタビュー	intervju
インタビュー	intervjue
ワシントン	washington
ワシントン	vašington
マガジン	magazin
生命	život
執行	pogubljenje
コミュニティ	zajednica
コミュニティ	zajednica
弁護士	advokati
弁護士	advokata
弁護士	advokat
危険	opasnu
危険	opasna
危険	opasne
危険	opasan
危険	opasni
危険	opasno
危険	opasnost
健康	zdrave
健康	zdravi
健康	zdrava
健康	zdrav
健康	zdravlje
設備	objekti
わか	waka
価格	cijene
価格	cijena
アニメーション	animacija
アニメーション	animations
対立	sukob
対立	konflikt
参考	referenca
香川	kagawa
カン	kang
工学	inženjerstvo
タン	tan
母親	majke
母親	majki
母親	majka
ベン	benu
ベン	bene
ベン	ben
専攻	major
ドア	vrata
ドア	vrata
ドア	doors
数学	matematika
数学	matematike
数学	matematička
数学	matematici
数学	matematika
信号	signali
信号	signale
信号	signal
ドン	don
ダイレクト	direktni
ダイレクト	direktna
ダイレクト	direktan
ゴール	ciljevi
ゴール	gol
ゴール	cilj
金融	finansije
スウェーデン	švedska
ミス	mis
ミス	miss
ロバート	robert
動画	video
動画	videa
動画	snimke
わら	straw
広告	ads
広告	oglašavanje
広告	oglas
ユダヤ	judeja
佐賀	saga
実行	izvrši
実行	pogubljenje
始める	početak
始める	start
始める	početka
始める	počinju
入口	ulaz
チャンピオン	šampion
チャンピオン	šampioni
日記	žurnal
日記	dnevnika
日記	dnevniku
日記	dnevnik
日記	dnevnici
セル	ćelija
セル	ćelije
有効	omogućena
有効	omogućio
有効	važeći
フラン	franak
フラン	fran
歌詞	teksta
歌詞	tekstova
歌詞	tekstove
歌詞	lirika
歌詞	stihovima
サイ	nosorog
パワー	power
パワー	vlast
アーティスト	umjetnici
アーティスト	umjetnik
食品	hrana
サポート	podrška
午後	popodne
午後	popodnevnim
ステーション	stanica
騎士	vitez
騎士	skakač
騎士	viteza
騎士	vitezova
音声	glas
音声	audio
音声	govor
うた	uta
遺産	naslijeđe
遺産	baština
遺産	nasljeđe
権利	prava
トロ	toro
学習	naučila
学習	naučili
学習	saznao
学習	naučio
学習	učenje
学習	uče
学習	nauči
学習	uči
学習	learn
バンク	banka
スコア	rezultat
スコア	rezultatom
スコア	desetine
スコア	skor
スペース	prostori
スペース	prostora
スペース	spaces
スペース	prostore
スペース	prostor
四国	šikoku
潜水艦	podmornica
潜水艦	podmornice
人生	život
ウェブサイト	web
大和	yamato
コピー	kopija
コピー	copy
コピー	kopiju
コピー	kopija
コピー	kopije
ステークス	ulozi
エピソード	epizode
エピソード	epizoda
エピソード	epizode
エピソード	epizoda
イラスト	illustrations
イラスト	ilustracija
空軍	vazduhoplovna
中山	nakayama
すでに	već
収容	opredjeljenje
収容	opredjeljenja
収容	posvećenost
収容	obaveza
希望	nade
希望	nada
希望	nade
マリア	marija
マリア	maria
航空機	aviona
ジェイ	jay
マシン	mašina
練習	praksu
練習	praksi
練習	praksom
練習	praksa
ソフトウェア	softver
燃料	gorivo
再生	puštanje
再生	obnovu
ウィン	wynn
古い	stare
古い	stara
古い	staro
古い	stari
撤退	povlači
撤退	povlačenje
司令官	komadant
司令官	komandant
防御	odbrana
防御	odbranu
防御	odbrana
歴代	uzastopne
天使	meleki
天使	anđeli
天使	meleka
天使	anđeo
無料	free
教室	učionice
ビジネス	preduzeća
ビジネス	poslovni
ビジネス	poslovanje
ジャンプ	jump
ジャンプ	skok
ジャンプ	skokova
友人	prijatelj
友人	drug
ソウル	seulu
ソウル	duša
滋賀	shiga
期待	očekivanja
期待	očekivao
期待	očekivali
