den	die
vanliga	common
vanliga	gemeenskaplike
viktig	belangrik
viktig	belangrike
florida	florida
dig	julle
dig	jy
match	speletjie
match	spel
match	pas
match	passing
match	ooreenstem
match	ooreenstemming
sierra	sierra
föreningen	vereniging
föreningen	assosiasie
parc	parc
kompositör	komponis
kompositör	samesteller
henri	henri
arthur	arthur
hotad	bedreigde
hotad	gedreig
hotad	bedreig
värmland	värmland
livet	lewe
minnesota	minnesota
sar	sar
regional	streek
datum	datum
datum	datums
tekniska	tegniese
leon	leon
djup	diepte
djup	diep
castle	kasteel
johnson	johnson
höga	hoë
höga	hoog
tills	tot
tills	totdat
alberta	alberta
villa	villa
lätt	maklik
lätt	maklike
kairo	kaïro
titel	lêername
flygplats	lughawe
makedonska	macedoniese
köping	köping
krig	oorlog
krig	oorloë
krig	wars
skog	woods
skog	woud
skog	bos
beroende	afhanklik
beroende	dependence
beroende	afhanklikheid
beroende	verslaaf
bygga	gebou
bygga	bou
leder	leidrade
domingo	domingo
bayern	bavaria
bayern	bayern
texten	teksboodskap
texten	teks
utveckling	ontwikkeling
utveckling	evolusie
utveckling	evolution
utveckling	ontwikkelings
spanska	spaanse
spanska	spaans
historik	geskiedenis
historik	history
övre	boonste
nedan	onder
nedan	hieronder
nedan	onderstaande
indien	india
indien	indië
läst	lees
läst	gelees
lee	lee
music	musiek
dagen	dag
pris	prys
pris	prys
prefektur	prefektuur
centre	sentreer
song	liedjie
song	lied
prag	prague
prag	praag
öarna	eilande
bengt	bengt
frågan	vraag
nusa	nusa
michigan	michigan
arkitekt	argitek
arkitekt	architect
tasmanien	tasmanië
vem	wie
tack	dankie
final	finale
final	finaal
fel	verkeerd
fel	verkeerde
fel	foute
fel	fout
fjärilar	butterflies
fjärilar	vlinders
medverkade	bygedra
medverkade	deelgeneem
gård	plaas
sidor	bladsye
sidor	blaaie
sidor	bladsy
sovjetunionen	ussr
jorden	aarde
yngre	jonger
yngre	jonk
yngre	jong
yngre	junior
såg	spotted
såg	gevlekte
såg	gekyk
såg	saag
producent	vervaardiger
producent	producer
drottning	queen
drottning	dame
utbildning	oefening
utbildning	opvoeding
utbildning	opvoedkunde
utbildning	onderwys
utbildning	opleiding
utbildning	onderrig
konst	kunste
konst	kuns
jones	jones
hall	saal
jacques	jacques
italienska	italiaanse
italienska	italiaans
hermann	hermann
landskap	natuurskoon
landskap	landskap
allmänna	herhaal
allmänna	algemene
allmänna	generaal
virginia	virginia
virginia	virginië
eric	eric
eric	erik
återvände	teruggestuur
mästare	meester
mästare	kampioen
mästare	champions
emellertid	egter
station	stasie
fågel	voël
minuter	minute
sports	sportsoorte
sports	sport
kungariket	koninkryk
röst	stem
sofia	sofia
sofia	sophia
oblast	oblast
lokala	lokale
lokala	plaaslike
lokala	plaaslik
precis	presies
piano	klavier
hölls	behou
spring	hardloop
uppslagsbok	ensiklopedie
uppslagsbok	encyclopedia
samarbete	samewerking
samarbete	samewerking
hockey	hokkie
free	gratis
free	vry
free	free
försök	probeer
oss	oss
eritrea	eritrea
följd	aanspraakmakers
tjänst	diens
bidrag	subsidies
bidrag	toelaes
bidrag	bydrae
bidrag	bydraes
frank	frank
jesus	jesus
angeles	angeles
priset	prys
visa	aansig
visa	besigtig
visa	bekyk
visa	vertoon
visa	aansig
visa	gewys
visa	wys
kalmar	kalmar
tagit	geneem
kontrakt	kontrak
fråga	vra
fråga	navraag
fråga	vraag
vår	ons
vår	vår
vår	ours
wilson	wilson
bäst	beste
projekt	projek
projekt	projekte
tur	lucky
tur	gelukkig
bor	bor
bor	boron
militär	militêre
uppgifter	informasie
uppgifter	inligting
uppgifter	take
uppgifter	data
piper	piper
umeå	umeå
blue	blou
prince	vors
prince	prinse
prince	prince
prince	prins
nordiska	nordic
eriksson	eriksson
sucre	sucre
frågor	kwessies
frågor	vrae
frågor	navrae
floden	rivier
menar	gemeen
menar	bedoel
menar	beteken
hills	hills
björn	bjorn
björn	beer
björn	björn
code	kode
nationella	nasionale
nationella	national
nationella	nasionaal
alpes	alpes
domare	judge
domare	regter
domare	regters
domare	skeidsregter
premiär	premiere
journalist	joernalis
journalist	verslaggewer
ridge	rif
bukit	bukit
följer	volg
följer	volg
följer	volgelinge
estland	estland
saknar	mejuffrou
saknar	miss
saknar	mej
saknar	ontbreek
saknar	vermis
saknar	afwesig
myror	miere
zagreb	zagreb
tour	toer
tour	tour
arbeten	jobs
arbeten	werksgeleenthede
arbeten	werke
arbeten	betrekkings
arbeten	poste
ferdinand	ferdinand
ferdinand	ferdi
indian	indiër
indian	indiese
skalbaggar	beetle
slog	getref
slog	tref
png	png
bodde	geleef
bodde	gebly
svarta	swart
svarta	blacks
haute	haute
byggnader	geboue
baserad	gebaseer
baserad	gebasseer
spår	volg
spår	snit
spår	baan
spår	spoor
spår	trail
spår	spoor
spår	snitte
spår	trace
kraft	kraft
kraft	force
kraft	forseer
kraft	krag
kraft	dwing
kraft	krag
kraft	elektrisiteit
jack	boer
jack	jack
idaho	idaho
franz	franz
skapad	gegenereerde
skapad	gegenereer
skapad	geskep
unga	jonk
unga	jong
relativt	relatief
relativt	relatiewe
relativt	relatively
våren	lente
bana	runway
bana	wentelbaan
francisco	francisco
eva	eva
eva	eva
eva	eve
beslut	besluit
beslut	besluite
gabon	gaboen
georgien	georgië
georgien	georgia
scott	scott
lunds	lund
american	amerikaans
american	american
american	amerikaanse
hustru	vrou
moskva	moskou
guvernör	goewerneur
dos	dos
dos	dose
jackson	jackson
slutligen	uiteindelik
olsson	olsson
vanlig	gemeen
vanlig	common
vanlig	gemeenskaplike
utgiven	gepubliseer
italiensk	italiaanse
italiensk	italiaans
suva	suva
range	gewysig
range	omvang
hitta	bevinding
hitta	vind
forskning	navorsing
jonas	jonas
klart	skoonmaak
klart	skoon
klart	duidelik
öppna	ope
öppna	oopmaak
öppna	oop
grundade	gestig
haiti	haiti
haiti	haïti
viktigaste	hoof
följde	gevolg
skola	skool
hertig	duke
hertig	hertog
tidiga	vroeg
tidiga	vroeë
ledning	bestuur
litteratur	letterkunde
litteratur	literatuur
rysk	russies
rysk	russiese
metal	metaal
viktiga	belangrik
viktiga	belangrike
upplagan	uitgawe
nio	nege
fungerar	werksaam
läkare	dokters
läkare	dokter
läkare	doctor
vunnit	gewen
lago	lago
warren	warren
hot	dreigemente
hot	hot
hot	warm
hot	bedreiging
resultatet	uitslag
resultatet	resultaat
försöker	tries
försöker	gepoog
yrke	beroep
yrke	besetting
katanga	katanga
fartyg	vaartuig
fartyg	skip
fartyg	skeep
fartyg	skepe
fartyg	vaartuie
västerås	västerås
japanska	japannese
japanska	japannees
västergötland	västergötland
universitetet	universiteit
svt	svt
cape	kaap
arbetar	werksaam
motsvarande	ekwivalente
motsvarande	ekwivalent
motsvarande	ooreenstemmend
riksdagen	reichstag
riksdagen	parlement
klass	klas
fru	mrs
fru	vrou
filippinerna	filippyne
filippinerna	philippines
etikett	etiketteer
etikett	etiket
royal	koninklike
royal	royal
rapids	rapids
euphorbia	euphorbia
saknas	ontbreek
saknas	vermis
saknas	afwesig
cypern	cyprus
herrar	gentlemen
herrar	menere
herrar	lords
herrar	masters
françois	francois
françois	françois
antonio	antonio
politisk	politieke
speciellt	veral
speciellt	spesiaal
höll	behou
ghana	ghana
bad	gebid
bad	sleg
bad	bad
bad	bath
media	media
damaskus	damaskus
paulo	paulo
perioden	periode
manus	draaiboek
manus	manus
manus	manuscript
skapade	geskep
pass	paspoort
gått	gone
gått	gegaan
gått	verby
gått	geslaag
press	pers
press	druk
tränare	afrigters
tränare	afrigter
kultur	kultuur
blå	blou
intresse	belangstelling
intresse	rente
tävling	ras
tävling	resies
tävling	kompetisie
tävling	wedstryd
tävling	kompetisie
karelen	karelië
walter	walter
lägre	laer
lägre	kleinletters
lägre	verlaag
lägre	sagter
lägre	elektrisiteit
författaren	skrywer
författaren	outeur
inklusive	insluitende
inklusive	insluitend
bestående	permanente
bestående	permanent
bestående	langdurige
pyrénées	pyrénées
kvinna	vrou
kvinna	vroulik
kvinna	wyfie
outaouais	outaouais
andreas	andreas
andreas	andrew
nunavut	nunavut
victor	victor
uppgift	taak
air	air
air	lug
persiska	persies
persiska	persiese
översatt	vertaalde
baker	baker
baker	bakker
georgia	georgië
georgia	georgia
bytte	verwissel
bytte	gewissel
bytte	oorgeskakel
döda	doodmaak
döda	dooie
döda	dood
döda	killing
samuel	samuel
teater	teater
teater	teater
rosa	pienk
rosa	rosa
loire	loire
kvinnliga	vroulik
kvinnliga	wyfie
hamilton	hamilton
vice	adjunk
vice	vice
anne	anne
ekonomisk	ekonomiese
östergötland	östergötland
veckor	weke
resa	reis
resa	journey
resa	uitstappie
resa	reis
moore	moore
helst	verkieslik
helst	verkieslik
öppen	ope
öppen	oopmaak
öppen	oop
deltagare	gaste
deltagare	deelnemers
deltagare	deelnemer
gruva	myne
gruva	myne
lämna	los
lämna	verlof
lämna	verlaat
bangui	bangui
illinois	illinois
pengar	geld
julius	julius
nyland	uusimaa
priser	pryse
din	din
din	jou
din	joune
slag	slag
slag	battles
alfabetisk	alfabeties
ägare	eienaar
ägare	eienaars
ägare	eienaarskap
kasai	kasai
azerbajdzjan	azerbeidjan
norrbotten	norrbotten
taylor	taylor
museet	museum
vänster	gelaat
spelas	gespeel
regissör	direkteur
storlek	groote
sweden	swede
grad	grad
grad	rang
grad	rank
grad	graad
oslo	oslo
lån	lening
lån	lenings
extra	ekstra
cuanza	cuanza
halvtid	halftyd
valley	valley
valley	vallei
levde	geleef
levde	gebly
rid	ontslae
rid	uid
rid	rit
rid	ride
kör	uitvoer
kör	hardloop
kör	bestuur
kör	driving
kör	aandrywer
kör	hardloop
albanien	albanië
maja	maja
högt	hoë
högt	hoog
högt	loud
image	prent
image	beelde
stark	sterk
stark	stark
morne	morne
katolska	katolieke
katolska	katoliek
minas	minas
militära	militêre
bangladesh	bangladesj
regering	regering
kristna	christian
kristna	christene
kristna	christen
kristna	christiaan
douglas	douglas
rubriken	headline
rubriken	opskrif
spelaren	speler
okänt	onbekend
yaoundé	yaoundé
utvecklades	ontwikkel
lewis	lewis
romersk	romeinse
syster	suster
syster	nurse
syster	verpleegster
münchen	münchen
münchen	munich
ludvig	ludvig
ludvig	louis
ludvig	lodewyk
enkelt	eenvoudige
enkelt	eenvoudig
enkelt	maklik
enkelt	maklike
vän	vriend
young	jonk
young	jong
not	nota
not	aantekeninge
house	house
house	huis
vit	white
aux	aux
puerto	puerto
syfte	aspris
typer	soorte
typer	tipes
slottet	kasteel
rowspan	rowspan
arbeta	werk
arbeta	werksaam
andré	andre
andré	andré
slätt	gewoon
slätt	eenvoudig
slätt	glad
fallet	kas
fallet	geval
stycken	paragrawe
framgång	sukses
framgång	suksesvol
exemplar	specimen
exemplar	afskrifte
exemplar	kopieë
college	kollege
ash	ash
wisconsin	wisconsin
jacob	jakob
jacob	jacob
davis	davis
officiellt	amptelik
officiellt	amptenaar
officiellt	amptelike
afrika	africa
afrika	afrika
systemet	lêerstelsel
systemet	sisteem
systemet	stelsel
prins	vors
prins	prinse
prins	prince
prins	prins
bank	banking
bank	bank
drog	dwelm
drog	drug
eau	eau
professionell	professioneel
professionell	professionele
rollen	rol
anton	anton
ung	jonk
ung	jong
nicaragua	nicaragua
ton	ton
ton	skakering
ton	tone
ton	ton
doktor	dokter
doktor	doctor
marken	grond
marken	ground
mats	mats
inflytande	invloed
inflytande	beïnvloed
mile	myl
gabriel	gabriel
fria	gratis
fria	vry
fria	free
fri	gratis
fri	vry
fri	free
serier	comics
serier	strokiesverhaal
serier	reeks
serier	series
fred	vrede
fred	fred
bakgrund	agtergrond
seger	oorwinning
höger	regterkant
höger	regs
mina	mina
mina	myne
maine	maine
plan	vliegtuig
plan	plan
plan	planes
day	dag
litet	small
litet	klein
litet	bietjie
vanligtvis	gewoonlik
vanligtvis	gewoonlik
vanligtvis	normaalweg
gott	goeie
gott	goed
gott	gott
data	data
adam	adam
betydligt	grootliks
steg	step
steg	stap
steg	stappe
svensson	svensson
svensson	smith
hugo	hugo
rör	touch
rör	aanraking
rör	pyp
rör	pype
rör	tube
rör	buis
infördes	ingestel
fort	fort
ljus	lig
ljus	ligte
ljus	kerse
ljus	kers
möjlighet	moontlikheid
möjlighet	opportunity
möjlighet	opsie
charlotte	charlotte
satt	sa
ponta	ponta
make	man
romerska	romeinse
high	hoë
high	hoog
bois	bois
biskop	biskop
biskop	loper
sådant	wyl
sådant	sulke
tillstånd	magtiging
tillstånd	permit
tillstånd	toelating
tillstånd	toestemming
inledde	geloop
inledde	sedert
inledde	geloods
sitter	sitting
sitter	sit
real	regte
real	egte
högst	hoogste
rhône	rhône
vecka	week
vecka	vakansie
vecka	daagliks
vecka	weekliks
vecka	weeklikse
normandie	normandië
släppte	gegooi
karlsson	karlsson
anges	gelys
bob	bob
skapades	geskep
normalt	gewoonlik
normalt	normaalweg
normalt	normale
normalt	normal
normalt	normaal
direktör	direkteur
kap	kaap
funktion	kommentaar
sachsen	sachsen
sachsen	sakse
administrativa	administratiewe
administrativa	verrig
israel	israel
stanley	stanley
major	major
major	majoor
major	hoofvak
utmärkelser	toekennings
utmärkelser	toekenings
utmärkelser	versierings
utmärkelser	wapens
utmärkelser	kentekens
vinna	wen
vinna	winning
målare	skilders
saker	dinge
saker	goeters
bureau	bureau
projektet	projek
motor	masjien
motor	engine
motor	enjin
motor	motor
användning	gebruik
användning	gebruik
brunswick	brunswick
vänner	vriende
joe	joe
roger	roger
skrifter	writings
förenade	vereenigde
förenade	united
förenade	verenigde
greve	tel
internet	internet
huvudstad	hoofstad
emil	emil
ilha	ilha
polska	pools
polska	polish
polska	poolse
tecken	teken
tecken	onderteken
tecken	karakters
tecken	tekens
föräldrar	ouers
tillräckligt	sufficiently
tillräckligt	genoeg
tillräckligt	voldoende
open	ope
open	oopmaak
open	oop
teatern	teater
shi	shi
sjöar	mere
sjöar	meer
ämnen	onderwerpe
ämnen	vakke
ämnen	stowwe
forskare	wetenskaplike
forskare	navorsers
forskare	scientists
barcelona	kaapstad
barcelona	barcelona
väst	wes
väst	vest
permanent	permanente
permanent	permanent
permanent	permanent
sånger	liedere
sånger	liedjies
politiskt	politieke
theodor	theodor
theodor	theodore
theodor	fjodor
theodor	theodorus
anledning	rede
etc	ens
avsnittet	seksie
avsnittet	afdeling
krav	vereistes
commons	commons
amt	amt
brott	oortredings
brott	misdrywe
brott	misdade
brott	misdrywe
brott	misdaad
användaren	gebruiker
anderson	anderson
harris	harris
rekord	rekord
rekord	opneem
laurentides	laurentides
nedre	laer
nedre	kleinletters
nedre	verlaag
nedre	sagter
nedre	elektrisiteit
nedre	bodem
nedre	onder
nedre	onderkant
nedre	bottom
bill	noot
bil	kar
bil	motor
bil	motorvoertuig
khor	khor
annars	andersins
bilden	prent
bilden	prent
bilden	beelde
prix	prix
ökade	toegeneem
ökade	verhoogde
bär	geklee
bär	dra
bär	carry
bär	wear
bär	bessie
bär	berry
budapest	budapest
kapten	kaptein
röd	rooi
lord	here
turkiet	turkye
nelson	nelson
vasa	vasa
känner	voel
känner	feels
känner	voel
känner	voel
produktion	afvoer
produktion	produksie
omfattning	tuis
internationell	internasionaal
internationell	internasionale
utom	behalwe
utom	except
utom	uitgesonderd
portugal	portugal
förhållande	betrekking
förhållande	verwantskap
förhållande	ratio
förhållande	verhouding
förhållande	verhouding
romanen	roman
timmar	ure
gilbert	gilbert
nationalitet	nasionaliteit
frederick	frederik
frederick	frederick
post	plasing
post	plaas
post	inskrywing
sund	gesonde
sund	strait
bissau	bissau
föremål	items
föremål	voorwerp
föremål	item
föremål	voorwerpe
föremål	objekte
föremål	onderwerp
relevant	toepaslikheid
relevant	relevante
relevant	relevant
relevant	gepas
ledande	voorste
ledande	leidende
ishockey	hokkie
total	totale
sammanhang	konteks
röster	stemme
placering	plasing
mali	mali
lagoa	lagoa
lopp	races
lopp	ras
lopp	resies
linje	lyn
sociala	maatskaplike
sociala	sosiale
sociala	sosiaal
undantag	uitsonderings
undantag	uitsondering
dur	dur
sydafrika	africa
sydafrika	afrika
kraftigt	heavily
horn	horings
horn	horing
internationellt	internasionaal
internationellt	internasionale
kanaler	kanale
visst	seker
beskriver	beskryf
talen	speeches
gordon	gordon
vetenskapliga	wetenskaplike
vetenskapliga	wetenskaplik
norrköping	norrköping
programledare	aanbieder
flygplan	vliegtuie
flygplan	vliegtuig
flygplan	vliegtuig
burundi	burundi
allmänt	herhaal
allmänt	algemene
allmänt	generaal
förening	vereniging
förening	assosiasie
förening	saamgestelde
förening	compound
riktigt	regte
riktigt	egte
soldater	soldiers
pedro	pedro
nordisk	nordic
nordisk	nordisk
senast	last
senast	laas
senast	laaste
senast	jongste
senast	nuutste
senast	jongste
bryssel	brussels
bryssel	brusselse
bryssel	brussel
viktigt	belangrik
viktigt	belangrike
läsning	lees
carlos	carlos
politik	beleid
politik	politiek
politik	beleide
sonen	seun
vikt	gewig
levande	leef
levande	tuiste
levande	regstreekse
levande	lewendige
levande	gepubliseer
levande	regstreeks
levande	lewendig
börja	start
börja	begin
gösta	gösta
karin	karin
kroppen	lyf
kroppen	liggaam
närvarande	hede
närvarande	tans
närvarande	voordra
närvarande	teenwoordig
pennsylvania	pennsilvanië
massachusetts	massachusetts
can	kan
serbien	serwies
serbien	serwië
någonsin	ooit
redaktör	redakteur
sammanlagt	totale
anställda	werknemers
snarare	nogal
snarare	liewer
flytta	beweeg
flytta	beweeg
dikter	poems
dikter	gedigte
damer	dames
korta	kort
korta	kortliks
korta	sorteer
stå	staan
representerade	verteenwoordig
jakob	jakob
jakob	jacob
jakob	jakobus
jakob	james
psychotria	psychotria
instrument	instruments
instrument	instrumente
instrument	instrument
klara	herlaai
klara	gereed
klara	klara
stater	provinsies
stater	deelstate
stater	state
leda	leda
leda	lei
leda	lood
leda	aanvoer
länk	skakel
bolag	korporasies
bolag	maatskappy
bolag	maatskappye
bolag	companies
brev	briewe
brev	letters
brev	brief
brev	letter
opera	opera
opera	sepie
sen	laat
sen	then
sen	dan
sen	sen
sen	sep
chicago	chicago
yukon	yukon
sir	sir
sir	meneer
former	vorms
former	vorms
regel	heers
regel	reël
miljarder	biljoen
miljarder	miljarde
artiklarna	artikels
begrepp	bepalings
begrepp	voorwaardes
begrepp	konsepte
åbo	turku
yttre	outer
yttre	eks
yttre	eksterne
upphörde	verstryk
upphörde	verstreke
faktiskt	eintlik
otillräckligt	onvoldoende
midi	midi
individer	individue
bluff	bedrog
bluff	bedrogspul
bluff	hoax
bluff	poets
bluff	bluff
ulf	ulf
oberoende	independent
oberoende	onafhanklike
oberoende	onafhanklik
oberoende	selfstandige
oberoende	onafhanklik
oberoende	onafhanklikheid
sällan	selde
stephen	stephen
stephen	stefanus
sårbar	kwesbare
varv	rondte
varv	omwentelinge
mikael	mikael
mikael	michael
thunder	donderweer
latin	latyns
blekinge	blekinge
steve	steve
säsonger	seisoene
släkten	genera
alternativ	alternatief
alternativ	alternatiewe
alternativ	alternatiewe
alternativ	opsies
alternativ	opsie
skäl	redes
skäl	rede
skäl	gronde
byggnad	gebou
återigen	weer
träd	boom
träd	bome
www	www
offentliga	openbare
offentliga	openbaar
offentliga	publieke
offentliga	publiek
colspan	colspan
clark	clark
ansvar	aanspreeklikheid
ansvar	verantwoordelikhede
ansvar	verantwoordelikheid
havanna	havana
syftar	poog
populär	gewild
populär	gewilde
vilhelm	willem
vilhelm	william
vilhelm	vilhelm
chihuahua	chihuahua
närmare	nader
ordinarie	gewoon
ordinarie	gereelde
helsingborg	helsingborg
josef	joseph
