dhe	at
burime	pinagmumulan
burime	pagkukunan
burime	springs
burime	mapagkukunan
burime	yaman
burime	kayamanan
çështje	isyu
çështje	issue
çështje	problema
private	pribado
private	pribadong
shkroi	sinulat
shkroi	wrote
shkroi	nagsulat
çka	anong
çka	anu
çka	anung
çka	ano
këshilli	konseho
këshilli	konsilyo
wiki	wiki
lëvizje	galaw
lëvizje	mosyon
lëvizje	gumagalaw
lëvizje	paggalaw
lëvizje	kilusan
rock	bato
rock	rock
muzika	sinauna
muzika	tugtog
muzika	musika
muzika	tugtugin
muzika	music
aktore	aktres
aktore	artista
aktore	actress
malet	bundok
drita	liwanag
drita	magaan
drita	ilaw
drita	ilaw
flamuri	bandila
flamuri	watawat
kthyer	ibabalik
kthyer	binalik
gjermania	germany
gjermania	alemanya
gjermania	mikrobyo
nevojshme	kailangan
muzikore	musikal
muzikore	musical
historik	makasaysayang
historik	makasaysayang
përdorimi	paggamit
përdorimi	gamitin
letërsi	panitikan
letërsi	panitikang
artë	golden
artë	ginintuang
lëvizja	galaw
lëvizja	mosyon
lëvizja	gumagalaw
lëvizja	lilipat
lëvizja	gumagalaw
lëvizja	paggalaw
lëvizja	kilusan
veprave	gawa
national	national
national	pambansa
national	pambansang
national	nasyonal
sulltan	sultan
link	link
can	chan
ndihmuar	assisted
zbuluar	natuklasan
zbuluar	natukoy
kërkuar	requested
kërkuar	hiniling
kërkuar	humiling
kërkuar	hiningi
alias	alyas
loire	loire
elizabeth	elizabeth
zhvillimi	development
zhvillimi	pagpapaunlad
zhvillimi	unlad
finale	finale
finale	pinal
finale	pangwakas
finale	final
finale	panghuling
finale	finals
monument	monumento
duka	duke
romë	rome
romë	roma
romë	roma
liga	league
liga	liga
liga	liga
lidhjet	kaugnayan
lidhjet	relasyon
lidhjet	alloys
lidhjet	links
lidhjet	ties
ishujt	kapuluang
round	round
round	bilog
kënga	awitin
kënga	kanta
kënga	awit
vazhdim	sequel
serie	serie
materiale	materyal
materiale	materyales
materiale	materyales
dhjetë	sampung
dhjetë	sampu
anëtarë	miyembro
anëtarë	members
anëtarë	kasapi
dite	araw
spanja	espanya
spanja	spain
futbollist	putbolista
rritje	pagtaas
rritje	dagdagan
rritje	taasan
rritje	paglago
rritje	paglaki
josé	jose
josé	josé
kufizohet	bordered
alpes	alpes
katërt	ikaapat
katërt	fourth
lojtari	player
lojtari	manlalaro
kultura	kultura
kultura	nok
tjeter	kasunod
tjeter	susunod
tjeter	next
nder	advertise
nder	karangalan
titull	caption
titull	paliwanag
titull	titulo
titull	pamagat
titull	title
klasike	sosyal
klasike	classic
klasike	klasikong
klasike	klasiko
hasan	hassan
hasan	hasan
dashur	dear
kuvendi	assembly
kuvendi	pagpupulong
kuvendi	pagtitipon
artikull	artikulo
artikull	item
haute	haute
mendohet	presumed
ligji	batas
tuaj	iyong
tuaj	your
popullor	popular
popullor	sikat
mbeti	nanatiling
mbeti	naiiwan
nëna	nanay
nëna	ina
lart	high
lart	mataas
lart	taas
qytete	lungsod
hyri	inilagay
hyri	pinasok
hyri	naipasok
plot	busog
plot	full
plot	buo
plot	buong
pashë	saw
pashë	nakita
grupin	grupo
grupin	pangkat
grupin	group
ndodh	mangyayari
ndodh	nangyayari
dihet	kilala
dihet	alam
dihet	kilala
vdekje	kamatayan
shtete	states
shtete	estado
shtete	unidos
shtete	bansang
xix	xix
struktura	pasilidad
struktura	istruktura
struktura	istraktura
struktura	pasilidad
struktura	facility
foto	itrato
foto	larawan
foto	litrato
foto	litratong
foto	picture
foto	larawan
foto	photos
foto	larawan
mark	mark
ngjyrë	kulay
ngjyrë	kulay
ngjyrë	paint
ngjyrë	pintura
ngjyrë	tinta
ngjyrë	ink
aktiv	active
aktiv	aktibong
aktiv	aktibo
jete	habambuhay
jete	lifetime
jete	buhay
nivel	antas
nivel	level
marrëdhëniet	kaugnayan
marrëdhëniet	relasyon
marrëdhëniet	pinagsamahan
marrëdhëniet	kaugnayan
marrëdhëniet	relasyon
marrëdhëniet	ugnayang
marrëdhëniet	ugnayan
marrëdhëniet	relasyon
tetë	walong
tetë	otso
tetë	walo
png	png
ndihmë	tulong
ndihmë	tulungan
qëndron	stands
qëndron	mananatiling
krijoi	ginawa
krijoi	nilikha
joseph	joseph
zgjedhjet	eleksyon
zgjedhjet	halalan
diellit	sun
diellit	araw
radhë	pila
radhë	queue
skuadrës	teammate
mbretëria	kaharian
michael	michael
ruse	russian
ruse	ruso
aktori	artista
aktori	actor
aktori	aktor
thjesht	simply
thjesht	lng
thjesht	nalang
thjesht	basta
vlerë	halaga
njëkohësisht	sabay
pjesët	parts
ndryshime	pagbabago
ndryshime	nagbabago
ndryshime	nababago
euro	euro
ebu	abu
faqen	pahinang
faqen	pahina
faqen	page
nationalcaps	nationalcaps
huaja	foreign
huaja	dayuhang
rrallë	madalang
rrallë	bihira
rrallë	bihirang
rrallë	bihira
territorin	teritoryo
ndahet	naibahagi
ndahet	ibinahagi
ndahet	nagbahagi
orë	oras
orë	oras
minuta	minuto
anglez	tagalog
anglez	ingles
cdo	kada
cdo	tuwing
cdo	bawat
qendror	central
qendror	gitnang
vii	vii
britanike	british
martin	martin
karl	karl
karl	carl
këmbë	paa
këmbë	binti
këmbë	hita
këmbë	binti
këmbë	leg
masë	sukatin
masë	masukat
ati	ama
ati	tatay
ati	father
ati	ati
nevojë	need
nevojë	kailangan
zhvillim	development
zhvillim	pagpapaunlad
zhvillim	unlad
kombit	nation
solli	nagdala
solli	dinala
etnike	etniko
gjysmë	semi
gjysmë	kalahati
gjysmë	kalahating
gjysmë	half
fitues	nagwagi
fitues	winner
fitues	pagandahan
kanada	canada
modern	makabagong
modern	modern
modern	modernong
modern	makabago
shihet	seen
shihet	nakita
shihet	tiningnan
xvi	xvi
malore	bundok
rrit	pagtaas
rrit	dagdagan
rrit	taasan
rrit	tataas
rrit	pinatataas
tradicionale	tradisyunal
tradicionale	tradisyonal
regjisor	direktor
regjisor	director
fifa	fifa
ndikim	epekto
ndikim	impluwensiya
ndikim	impluwensya
angli	inglatera
angli	england
van	van
rajon	rehiyon
socialiste	soviet
dërguar	naipadala
dërguar	ipinadala
dërguar	naipadala
dërguar	ipinadala
dërguar	nagpadala
ndjekur	sinusubaybayan
ndjekur	sumunod
ndjekur	sinundan
ndjekur	hinabol
lidhet	nauugnay
probleme	problema
probleme	trouble
probleme	suliranin
probleme	problema
ekzistojnë	umiiral
vajza	daughter
vajza	girls
map	mapa
afërsi	paligid
duart	kamay
duart	hands
verës	summer
hapësirë	space
hapësirë	kalawakan
hapësirë	puwang
hapësirë	espasyo
ndryshuar	nagbago
ndryshuar	binago
ndryshuar	pinalitan
ndryshuar	binago
sasi	halaga
qëllimi	layunin
nationalgoals	nationalgoals
ortodokse	ortodoksong
shum	napaka
shum	shum
stamboll	istanbul
ngjyra	kulay
ngjyra	kulay
ngjyra	kulay
përreth	paligid
ura	tulay
ura	ura
ura	tulay
mbrojtës	defender
mbrojtës	kalaban
mbrojtës	protector
peshkopi	bishop
peshkopi	obispo
albania	albanya
albania	albania
londër	london
londër	londres
ahmet	ahmet
ahmet	ahmad
pune	trabaho
pune	magtrabaho
pune	work
pune	working
pune	pagtatrabaho
pune	gumagana
pune	nagtatrabaho
stadium	stadium
jan	jan
banorëve	residente
beteja	labanan
beteja	battles
mustafa	mustafa
udhëheqës	lider
gjakut	blood
gjakut	dugo
fillimi	simula
los	los
haxhi	pilgrimage
haxhi	hajj
fitore	manalo
fitore	tagumpay
albert	albert
shumicën	majority
shumicën	karamihan
shumicën	nakararami
html	html
bar	damo
bar	hadlangan
bar	bar
fakulteti	faculty
kushtuar	nakatutok
kushtuar	dedikado
dikur	kapag
detyrë	duty
detyrë	tungkulin
detyrë	assignment
detyrë	pagtatalaga
detyrë	gawain
turk	turk
turk	turko
cup	tasa
cup	kopa
ekipi	team
fetar	relihiyoso
detyruar	pinilit
detyruar	sapilitang
black	itim
rritet	lumalaki
rritet	lumalaki
rritet	lumalaking
rritet	lumago
rritet	paglaki
rritet	paramihin
latine	latina
#ddd	#ddd
profesionale	professional
profesionale	propesyonal
liqeni	lawa
përmendet	nabanggit
përmendet	binanggit
album	album
teatri	sinehan
teatri	theater
teatri	teatro
teatri	tanghalan
albumi	album
lindor	silangang
ndonjëherë	minsa
ndonjëherë	minsan
press	pindutin
kategorinë	kategorya
web	web
seksioni	section
seksioni	seksyon
seksioni	seksiyon
live	mabuhay
live	mamuhay
live	live
version	bersyon
version	bersiyon
turqi	turkey
turqi	turkiya
milionë	milyon
arabe	arab
bashkia	munisipalidad
bashkia	munisipyo
lufte	digmaan
lufte	digmaang
komandant	commander
pushtimit	conquest
regjistruar	nakarehistro
regjistruar	recorded
regjistruar	naitala
procesi	maproseso
procesi	prosesong
procesi	proseso
den	den
trupi	katawan
international	internasyonal
international	international
international	internasyunal
international	pandaigdig
juan	juan
bëhen	maging
ofron	offers
ofron	inaalok
bashkimin	unification
organizata	organisasyon
person	taong
person	person
person	tao
objekte	bagay
youthclubs	youthclubs
fuqishëm	powerful
fuqishëm	makapangyarihang
aktive	active
aktive	aktibong
aktive	aktibo
bujqësore	agrikultura
bujqësore	pagsasaka
pranuar	tinanggap
takon	nakakatugon
takon	meets
revista	magazine
revista	magasin
revista	magasin
gruaja	babae
gruaja	asawa
qafë	leeg
shërbim	serbisyo
shërbim	paglilingkod
ministër	ministro
ministër	minister
man	mann
man	lalaking
man	lalaki
man	man
jashtëm	panlabas
pyrénées	pyrénées
burg	kulungan
burg	bilangguan
dinastia	awan
france	pransiya
france	france
debutimin	debut
romak	roman
romak	romano
peter	pedro
peter	peter
franca	pransiya
franca	france
kimike	chemical
kimike	kemikal
ndërtimi	konstruksiyon
ndërtimi	construction
ndërtimi	konstruksyon
arkitektura	architecture
arkitektura	arkitektura
degë	sanga
degë	sangay
degë	saksakan
degë	sangay
khan	khan
ndodhi	nangyari
përtej	lampas
përtej	beyond
përtej	kabila
allahu	allah
allahu	god
allahu	diyos
serbisë	serbiya
louis	louis
ajrore	aerial
përkthyer	isinalin
këngët	kanta
këngët	songs
gurë	bato
gurë	bato
gurë	bato
shoqata	association
përcaktuar	tinukoy
përcaktuar	itinalagang
përcaktuar	designated
king	king
king	hari
king	haring
program	aplikasyon
program	program
program	programa
humbje	kawalan
humbje	pagkawala
humbje	daig
humbje	pagkatalo
humbje	pagkalugi
humbje	pagkatalo
valencia	valencia
lindja	silangan
lindja	east
lindja	kapanganakan
vdekja	kamatayan
fjalët	salita
les	les
sjellë	nagdala
sjellë	dinala
sjellë	magdala
sjellë	magdadala
sjellë	dalhin
femra	babae
femra	female
femra	kababaihan
mbyllur	locked
mbyllur	nakasara
mbyllur	sarado
mbyllur	saradong
first	unang
first	muna
marrëveshje	kasunduan
marrëveshje	pakikitungo
marrëveshje	deal
shfaq	ipakita
shfaq	ipapakita
shfaq	display
shfaq	magpakita
shfaq	ipakita
shfaq	pakita
shfaq	show
arkeologjike	archaeological
mit	mit
mit	mito
mit	myth
pranoi	inamin
pranoi	tinanggap
rezultatet	resulta
krejt	all
krejt	puro
krejt	lahat
antike	antique
antike	ancient
antike	sinaunang
antike	antigo
zyrtarisht	officially
zyrtarisht	opisyal
titulli	headline
titulli	titulo
titulli	pamagat
titulli	title
rilindjes	renaissance
santa	santa
tregime	kuwento
bashkëpunim	collaboration
bashkëpunim	pakikipagtulungan
bashkëpunim	kolaborasyon
bashkëpunim	pagtutulungan
bashkëpunim	kooperasyon
jugosllavisë	yugoslavia
shpella	cave
shpella	kuweba
shpella	tabon
elektronike	elektronika
elektronike	electronics
elektronike	elektronikong
elektronike	electronic
maleve	bundok
shërben	naglilingkod
kilometra	kilometres
kilometra	kilometro
kulla	tore
kulla	tower
kulla	toreng
shkëmb	bato
shkëmb	rock
shkëmb	bangin
shkëmb	cliff
zot	god
zot	diyos
zot	sus
zot	lord
zot	panginoon
funksion	tungkulin
funksion	punsiyon
sipër	tuktok
sipër	nangunguna
sipër	itaas
sipër	taas
financiare	pinansyal
financiare	financial
zëri	tunog
zëri	boses
zëri	audio
malin	bundok
malin	malin
forcë	lakas
forcë	tibay
forcë	puwersa
përbëjnë	pose
xhami	masjid
xhami	baso
xhami	salamin
xhami	pampalaki
xhami	moske
xhami	mosque
komunist	komunista
perëndimor	kanluranin
perëndimor	western
tim	tim
magnetike	magnetic
proces	maproseso
proces	prosesong
proces	proseso
xiv	xiv
ballkan	balkan
flet	talking
flet	nagsasalita
festivali	festival
kombeve	nations
holandë	netherlands
holandë	holland
përmendur	nabanggit
përmendur	binanggit
përmendur	cited
fotografi	itrato
fotografi	larawan
fotografi	litrato
fotografi	litratong
fotografi	photography
fotografi	photos
fotografi	larawan
fotografi	picture
prodhimi	output
prodhimi	produksyon
prodhimi	production
vazhduar	ipinagpatuloy
vazhduar	nagpatuloy
dashuri	nagmahal
dashuri	love
dashuri	nagmamahal
temperatura	temperatura
serbia	serbiya
youthyears	youthyears
roma	rome
roma	roma
këngëtar	singer
kalaja	mangarap
kalaja	kastilyo
kalaja	muog
rilindja	renaissance
rilindja	rebirth
përpjekje	attempt
përpjekje	susubukan
përpjekje	pagtatangka
përpjekje	susubukang
përpjekje	effort
përpjekje	pagsisikap
banuar	pinamumugaran
detare	marine
detare	naval
secili	bawat
kudo	saanman
kudo	dako
mbështetur	sinusuportahan
mbështetur	suportado
gratë	kababaihan
kulturor	pangkultura
kulturor	cultural
sistemet	systems
sistemet	sistema
pierre	pierre
famshme	famous
famshme	sikat
shtuar	naidagdag
shtuar	idinagdag
kompania	kumpanya
kompania	kompanya
kategoria	kategorya
herët	maagang
herët	maaga
vendim	desisyon
social	panlipunan
social	social
social	sosyal
saktë	tumpak
saktë	tama
saktë	tama
saktë	correct
saktë	itama
gol	gol
gol	layunin
sjell	nagdadala
britanik	british
përfunduar	nakumpleto
përfunduar	natapos
përfunduar	tapos
ben	ben
instituti	institute
instituti	suriang
njëjtë	parehong
njëjtë	same
online	online
shërbeu	served
shërbeu	nagsilbi
shërbeu	hinahatid
letër	papel
letër	sulat
letër	liham
letër	letter
problemet	problema
formula	formula
formula	formulas
njësia	yunit
njësia	unit
njësia	utilidad
njësia	utility
energji	enerhiya
rregullt	regular
diskutimet	talakayan
diskutimet	talakayan
druri	kahoy
druri	wood
druri	puno
librat	libro
librat	aklat
spanjës	espanya
spanjës	spain
kujdes	atensyon
kujdes	pansin
kujdes	watch
kujdes	panoorin
kujdes	relo
mbuluar	sakop
përfundimisht	eventually
përfundimisht	kalaunan
tema	paksa
tema	theme
tema	tema
kufizuar	limitado
kufizuar	limitadong
kufizuar	limited
kufizuar	nililimitahan
kufizuar	limitado
kufizuar	nilimitahan
pavarësinë	independence
pavarësinë	kalayaan
utc+	utc+
red	pula
red	red
tom	tom
rusia	rusya
rusia	russia
shkaktuar	dulot
zezë	itim
ftohtë	malamig
ftohtë	sipon
ftohtë	lamig
kokë	head
kokë	ulo
udhëhequr	humantong
udhëhequr	led
muret	pader
zhvillohet	bumuo
zhvillohet	evolve
armë	sandata
armë	armas
armë	sandata
armë	baril
armë	baril
teknike	teknikal
formimin	pagbabalangkas
deti	dagat
trupin	katawan
sud	sud
lojtar	player
lojtar	manlalaro
shkuar	gone
shkuar	mawala
problem	problema
objekt	bagay
objekt	object
brendshëm	panloob
metal	metal
nis	simula
nis	simulan
nis	magsimula
nis	ilulunsad
nis	nis
përfaqësues	kinatawan
armatosur	hukbong
armatosur	armadong
armatosur	sandatahang
martuar	kasal
martuar	ikinasal
martuar	pinakasalan
zënë	abala
zënë	busy
kan	cannes
kan	kan
studimi	aral
perandor	emperador
familjet	kabahayan
bregu	shore
bregu	baybayin
bregu	baybayin
termi	term
termi	termino
termi	kataga
maja	maya
maja	maja
maja	lebadura
programi	program
programi	programa
japoni	japan
japoni	hapon
britania	britanya
britania	britain
britania	britannia
krijimi	paglikha
krijimi	paggawa
krijimi	creation
sipërme	itaas
sipërme	upper
india	india
fiton	nanalo
fiton	panalo
kuvendin	kumbento
roli	tungkulin
element	item
google	google
rrethuar	napapaligiran
rrethuar	kinubkob
qindra	daang
dritë	liwanag
dritë	magaan
dritë	ilaw
nëntë	siyam
nëntë	ikasiyam
llojet	uri
rexhep	recep
thomas	thomas
vendoset	matatagpuan
vendoset	lumawak
letrar	pampanitikan
max	max
sportive	palakasan
sportive	isports
sportive	sports
egër	wild
egër	ligaw
egër	lupit
egër	matindi
mbrojtje	ipagtanggol
mbrojtje	depensa
mbrojtje	defense
mbrojtje	pagtatanggol
mbrojtje	proteksyon
faza	phase
faza	yugto
faza	entablado
faza	yugto
faza	stage
gjithsej	kabuuang
gjithsej	kabuuan
manchester	manchester
shprehje	pagpapahayag
shprehje	expression
princ	prinsipe
princ	prince
baza	base
ndonëse	bagaman
ndonëse	although
normale	normal
shpirtërore	espirituwal
shpirtërore	spiritual
shërbyer	served
shërbyer	nagsilbi
shërbyer	hinahatid
park	liwasan
park	park
shah	shah
shah	ahedres
shah	chess
valign	valign
festa	partido
festa	party
festa	pagdiriwang
festa	pagtitipon
festa	pista
festa	holiday
organizimin	aayos
politikë	patakaran
politikë	politika
politikë	pulitika
mësimet	lessons
mundi	matalo
mundi	natalo
mundi	bagsak
teoria	panukala
teoria	teoriya
teoria	teorya
psh	parang
psh	like
psh	gustuhin
hershëm	maagang
hershëm	maaga
autorit	copyright
mbaroi	tapos
term	term
term	termino
term	kataga
hyrje	pasukan
hyrje	access
hyrje	entry
hyrje	pagpasok
hyrje	login
sri	sri
detyra	duty
detyra	tungkulin
detyra	gawain
detyra	assignment
detyra	pagtatalaga
detyra	gawain
gjendja	status
gjendja	katayuan
shkenca	science
shkenca	agham
end	matatapos
end	katapusan
end	pagtatapos
end	tapusin
end	dulo
mod	mod
ballkanit	balkan
muhammad	muhammad
trup	katawan
lojë	game
lojë	laro
barabartë	pantay
poet	makata
finlandë	finland
kuptim	kahulugan
kuptim	sense
bayern	bayern
ndryshon	pagbabago
ndryshon	nagbabago
ndryshon	nababago
krijon	lumilikha
përballë	kabaliktaran
sali	sali
sëmundje	karamdaman
sëmundje	sakit
dega	sangay
projekti	project
projekti	proyekto
projekti	taumbayan
mbante	bore
imam	imam
dëshmi	ebidensya
dëshmi	katibayan
dëshmi	patotoo
dëshmi	katibayan
dëshmi	patunay
popull	tao
popull	ummah
popull	nation
kryen	nagsasagawa
kryen	nakatuon
australia	australia
australia	australya
rhône	rhône
sheh	seer
sheh	makita
sheh	see
sheh	makakita
sheh	tingnan
javë	linggo
javë	lingguhan
javë	lingo
javë	linggo
alexander	alejandro
alexander	alexander
prindërit	parents
prindërit	magulang
ndryshimet	pagbabago
ndryshimet	nagbabago
ndryshimet	nababago
mbretërore	regal
mbretërore	royal
org	org
henry	enrique
henry	henry
donte	wanted
mijëra	libo
energjia	enerhiya
simbol	simbolo
simbol	sagisag
atdheut	fatherland
lejuar	pinahintulutan
lejuar	pinayagan
lejuar	pinapayagang
lejuar	pinapayagan
lejuar	pinahihintulutang
anët	panig
shtesë	dagdag
shtesë	extra
shtesë	supplement
shtesë	madagdagan
shtesë	karagdagang
listë	listahang
listë	listahan
origjinal	orihinal
europian	europeo
europian	european
kongresit	kongreso
abdullah	abdullah
lejon	nagpapahintulot
rënë	bagsak
shënime	notes
shënime	tala
artist	artista
artist	artist
vazhdueshme	constant
vazhdueshme	tuloy
shekuj	siglo
shekuj	daantaon
gjata	mahaba
gjata	matagal
gjata	haba
muzikë	sinauna
muzikë	tugtog
muzikë	musika
muzikë	tugtugin
muzikë	music
lidhjen	koneksyon
ide	ideya
ide	idea
ide	ideya
liri	kalayaan
shkrimet	writings
shkrimet	log
shkrimet	kasulatan
vëllezërit	brothers
sekretar	sekretarya
sekretar	kalihim
final	pinal
final	pangwakas
final	final
final	panghuling
shpellat	tabon
përkatësisht	respectively
rrugët	daan
rrugët	kalye
agim	dawn
agim	liwayway
agim	sunrise
varet	depends
varet	depende
est	est
est	tinatayang
windows	windows
date	date
date	petsa
tituj	pamagat
kongresi	kongreso
jugor	katimugang
jugor	southern
xiii	xiii
amerika	amerika
amerika	america
vdes	die
vdes	mamatay
vdes	mamamatay
vdes	dying
vdes	naghihingalo
vdes	dies
vdes	namatay
manastirit	monasteryo
pjesërisht	bahagyang
pjesërisht	medyo
kishë	kapilya
kishë	iglesia
kishë	simbahan
kishë	church
model	model
metoda	paraan
metoda	pamamaraan
kina	tsina
kina	china
nxënës	estudyante
nxënës	pupil
nxënës	studyante
nxënës	student
nxënës	estudyante
interes	interes
interes	patubo
antonio	antonio
viii	viii
relativisht	relatibong
trupave	hukbo
trupave	tropa
ministria	ministry
hapi	hakbang
hapi	step
shprehur	ipinahayag
shprehur	nagpahayag
shprehur	nakiramay
mbahet	hinawakan
mbahet	gaganapin
mbahet	pinananatili
ndahen	hiwalay
ndahen	hiwalay
ndërtesa	gusali
italisht	italian
italisht	italyano
muzeu	museo
klima	klima
vlerësuar	appreciated
christian	christian
christian	kristiyano
greqia	gresya
baba	baba
baba	dad
baba	itay
baba	tatay
baba	ama
baba	tatay
baba	father
rumani	romania
mësuar	natutunan
mësuar	natuto
porta	gate
porta	porta
ushtri	hukbo
ushtri	army
gazetar	mamamahayag
gazetar	reporter
detyrën	duty
detyrën	tungkulin
krahasim	paghahambing
abu	abu
krahina	probinsya
krahina	province
krahina	probinsiya
krahina	lalawigan
richard	richard
ndryshim	palitan
ndryshim	magbabago
ndryshim	pagbabago
ndryshim	baguhin
ndryshim	change
ndryshim	pagkakaiba
ekonomi	economics
ekonomi	ekonomiya
sytë	mata
rus	russian
rus	ruso
rus	rus
kodër	burol
veprim	aksiyon
veprim	pagkilos
veprim	aksyon
ndaluar	forbidden
ndaluar	ipinagbabawal
ndaluar	pinagbawalan
shoqëria	lipunan
shoqëria	pagkakaibigan
shoqëria	pakikipagkaibigan
master	master
punimet	gumagana
themelues	amang
themelues	tagapagtatag
themelues	founder
dobët	malamlam
dobët	mahina
lokal	lokal
moment	sandali
moment	moment
direkt	direktang
direkt	direct
direkt	direkta
direkt	direkta
politika	politika
politika	pulitika
kryeqytet	capital
kryeqytet	kabisera
kryeqytet	kapital
besim	pananampalataya
besim	tiwala
besim	kagitingan
besim	magtiwala
besim	pinagkakatiwalaan
besim	tiwala
besim	trust
besim	paniniwala
