бухгалтер	محاسب
віддзеркалення	تڑاقا
віддзеркалення	پھٹکارنا.
віддзеркалення	چٹکی
віддзеркалення	چٹاخا.
віддзеркалення	الٹاکرنا.
диспетчер	دفتری
відколи	چونکہ
злидні	کمی.
злидні	کمتری
злидні	کمینگی.
злидні	مفلسی
злидні	کمی.
злидні	غریبی
злидні	ناداری
злидні	کمتری
злидні	کمینگی.
злидні	مفلسی
столяр	نجّار
столяр	بڑھئی
столяр	انجمنوں
столяр	ترکھان
дружній	ہمدرد
дружній	مربّیانہ.
дружній	موافق.
дружній	مہربان
дружній	ہمدرد
дружній	مربّیانہ.
дружній	موافق.
дружній	دوستانہ
дружній	مہربان
контрабас	double-bass
соя	تیل
соя	دہی
бастер	ساتھی.
бастер	جھکّڑ.
святості	تقدس
святості	متبرک
боковий	ذیلی
мікробіологія	جراثیم
зникнути	نایاب
чесний	واقعی.
чесний	مخلص.
чесний	دھوکے
чесний	خالص
чесний	مخلصانہ
логістики	قیام
ароматом	مہک
перекриваються	چھانا
шевальє	سورما
шевальє	بہادرآدمی
прочитайте	پانا-
прочитайте	aloud
прочитайте	جانچنا
прочитайте	out
прочитайте	بھانپنا
кишечник	امعائ.
півники	عینیہ.
півники	سوسنی.
рідкість	خوشگوار-
рідкість	طُرفہ.
рідкість	لطیف
рідкість	غیرمعمولی
рідкість	خوشگوار-
рідкість	طُرفہ.
рідкість	نایاب
рідкість	لطیف
рідкість	غیرمعمولی
розкривати	دکھانا
густе	قریبی
густе	دقیق
густе	معمور.
густе	بیوقوف
густе	گہرے
густе	گدلا
густе	قریبی
густе	دقیق
густе	معمور.
густе	دبیز
густе	بیوقوف
густе	گہرے
густе	گدلا
вена	لکڑی
вена	رجحان
вимовляти	گفتگو
вимовляти	بولنا
вимовляти	(بندوق
пневматична	فشارزدہ
явний	جداگانہ
явний	بّین
явний	یقینی
обрізання	سنوارنا.
обрізання	تکمیل
обрізання	تیار
обрізання	تیاری
обрізання	لباس
обрізання	بال
обрізання	پارچہ.
обрізання	کپڑا
обрізання	کاٹنا
обрізання	بال
обрізання	پارچہ.
обрізання	کپڑا
обрізання	کاٹنا
обрізання	فصل
обрізання	مثلہ
ниркова	کلوی.
комаха	کرم
комаха	کیڑا
скандали	رچانا
капот	قصابے
капот	چھولداری.
капот	شامیانہ
кредитний	ماننا
кредитний	اعتماد
кредитний	ساکھ.
похмурий	بیزار.
похмурий	افسردہ
похмурий	پژمردہ
похмурий	پریشان
похмурий	اُداس
похмурий	اندھیرا.
похмурий	دلگیر.
похмурий	تاریک
інтерпретатор	ترجمان
космологія	کونیات
космологія	سماویات.
космологія	آفاقیات
космологія	آفاق
носоріг	کرگدن
носоріг	گینڈا
носоріг	کرگدن
збій	قلیل
збій	کمزور
збій	ناکامیاب
збій	ناقص
ідеальні	بالکل
ідеальні	سالم
ідеальні	نرا
ідеальні	کامل
шпигун	جاسوس
шпигун	مخبر
талісман	تنتر.
талісман	تنتر.
талісман	تعویذ
талісман	مُبارک
талісман	شخص
фільтрація	تقطیر
фільтрація	پالائش
фільтрація	تقطیر
порожнім	ویران
порожнім	تھوتھا
порожнім	عبث
порожнім	بھوکا
порожнім	نرا
порожнім	ویران
порожнім	تہی
порожнім	تھوتھا
порожнім	عبث
порожнім	بھوکا
порожнім	نرا
порожнім	سُونا
порожнім	خالی
порожнім	کھوکھلا
знайдуться	دلکش
знайдуться	راغب
знайдуться	رجھانا.
жнива	حاصل.
жнива	اجر
віртуоз	نوادرشناس
подих	دم
всякі	into
всякі	بعدہ
всякі	معلومات
всякі	گھسانا
всякі	(بعدہ
замінник	with
замінник	(بعدہ
замінник	عوض
замінник	بدل
замінник	عوض.
розумним	ممتاز.
розумним	تیزی
розумним	درست
розумним	ہوشیار
розумним	پھرتیلا.
розумним	پھرتی
розумним	طرار
розумним	وضعدار
розумним	تیز
розумним	خلش.
розумним	عیار
розумним	طرحدار
розумним	زوردار.
спровокувати	اکسانا.
спровокувати	چھیڑنا
спровокувати	لبھانا
спровокувати	تحقیقات
лютеранство	لُوتھریت
каяття	خجالت
каяття	خجالت
каяття	ندامت
довговічність	پائیداری
покупку	خریداری.
покупку	خریدنا
покупку	خریداری.
стрибати	from
стрибати	اچھلنا
стрибати	کدانا
стрибати	اضطراب.
стрибати	چھلانگ.
стрибати	in
стрибати	چڑھنا
стрибати	قیمتوں
стрибати	چڑھانا.
стрибати	from
стрибати	اچھلنا
стрибати	کدانا
стрибати	زقند
стрибати	اضطراب.
стрибати	چھلانگ.
стрибати	in
стрибати	چڑھنا
стрибати	قیمتوں
стрибати	چڑھانا.
доросле	فحش
доросле	جوان
доросле	فحش
доросле	بالغ
губка	over
губка	پیوٹ.
губка	on
губка	out
губка	اسفنج
алкалоїди	کونین.
брудно	کمینہ
брудно	رکیک
брудно	میلا
брудно	مبتذل
брудно	ناپسندیدہ
брудно	ذلیل
брудно	مکروہ
брудно	ناصاف
брудно	دُھندلا
брудно	جھّکڑی
брудно	فحش
брудно	مٹیالا
брудно	کمینہ
брудно	رکیک
брудно	میلا
брудно	مبتذل
брудно	ناپسندیدہ
брудно	ذلیل
брудно	مکروہ
брудно	ناصاف
брудно	دُھندلا
брудно	جھّکڑی
брудно	فحش
брудно	گندا
брудно	ناپاک
брудно	مٹیالا
кліматологія	موسمیات
кинджал	نکیلا
кинджал	طباعت
екг	electrocardiogram
скажи	ظاہر
скажи	ظاہر
скажи	کہنا
звичний	(my
значки	اہلیت
значки	ذہانت
тендер	معذرت
тендер	گداز
тендер	خیال
тендер	بودا
тендер	ٹینڈر
тендер	پیشکش
тендер	رکھوالا
тендер	مانوس
тендер	کچّی
тендер	کمزور.
тендер	نگراں.
тендер	معذرت
тендер	گداز
тендер	خیال
тендер	بودا
тендер	ٹینڈر
тендер	نازک
тендер	پیشکش
тендер	رکھوالا
тендер	مانوس
тендер	کچّی
тендер	کمزور.
тендер	نگراں.
звинувачувати	تہمت
звинувачувати	الزام
онкології	سلعیات
нота	پیغام
нота	پرزہ.
нота	نوعیت
нота	رقعہ
нота	مشاہدہ
нота	لہجہ
