категорија	kategooria
грб	tagasi
египет	egiptus
радио	raadio
радио	radio
негова	tema
поддршка	toetus
поддршка	tugi
поддршка	toetamine
управување	haldus
управување	juhtkond
управување	juhtimine
управување	haldamine
управување	valitsemine
управување	juhtimine
покраината	provints
истовремено	samaaegselt
истовремено	üheaegselt
религија	religioon
индекс	indeks
индекс	index
остров	saart
остров	saar
граница	piir
граница	piir
граница	piiri
езерото	järve
езерото	järv
езерото	lake
видео	video
поет	luuletaja
поет	poeet
ќерка	tütar
албуми	albumid
слично	sarnased
слично	sarnane
слично	sarnaselt
слично	samamoodi
текст	tekst
текст	teksti
берлин	berliin
берлин	berlin
берлин	berliini
коса	karvad
коса	soeng
коса	juuksed
сонцето	päikest
сонцето	päike
сака	soovib
сака	tahab
сака	armastab
директно	otse
директно	otseselt
истите	sama
истите	samad
зеланд	meremaa
ирска	iirimaa
семејства	perekonnad
семејства	pered
писатели	kirjanikud
одбрана	kaitse
одбрана	kaitse
одбрана	riigikaitse
римски	roman
национално	siseriiklikud
национално	riiklik
национално	riiklikud
национално	siseriiklik
национално	riiklikult
независност	iseseisvus
независност	sõltumatus
броеви	numbrid
администрација	administratsioon
администрација	haldus
администрација	manustamine
помали	väiksemaks
помали	väiksem
помали	väiksemad
помали	alaealine
македонско	makedoonia
српски	serbia
имиња	nimetused
имиња	nimed
површината	pinnale
површината	pind
услуги	teenused
услуги	teeneid
услуги	teenindus
услуги	teenus
сателит	satelliit
општество	ühiskond
хенри	henry
притисок	surve
притисок	rõhu
притисок	rõhk
веројатно	arvatavasti
веројатно	ilmselt
веројатно	tõenäoliselt
луис	lewis
луис	luis
луис	louis
основан	asutatud
основан	rajatud
третиот	kolmas
третиот	kolmanda
медали	medalid
гледа	näeb
христијански	christian
христијански	kristlane
глава	pea
политичка	poliitilised
политичка	poliitiline
избори	valimised
избори	valimised
недела	nädal
недела	pühapäev
национални	siseriiklikud
национални	riiklik
национални	riiklikud
национални	siseriiklik
растенија	taimi
растенија	taimed
бугарски	bulgaaria
членовите	liikmed
членовите	parlamendiliikmed
напишал	kirjutasin
напишал	kirjutasid
напишал	kirjutas
академија	akadeemia
екипа	meeskond
екипа	tiim
екипа	meeskond
чест	au
чест	au
северно	põhi
северно	põhja
северно	põhjas
кирил	cyril
кирил	kirill
бог	jumal
денови	päevad
денови	päeva
денови	päevi
порано	varasem
порано	varem
институт	instituut
институт	instituto
резултати	tulemused
чија	kelle
високо	high
високо	kõrgele
високо	kõrged
високо	kõrgel
високо	kõrge
мексико	mehhiko
директор	direktor
директор	režissöör
директор	lavastaja
директор	direktor
проект	projekt
проект	projekti
план	plaan
план	plaani
план	kava
театар	teater
театар	teater
природата	loodus
босна	bosnia
починати	surnud
мечка	mõmmi
мечка	karu
мекленбург	mecklenburg
истото	sama
истото	samad
корисници	kasutajad
негов	tema
зависност	sõltuvust
зависност	sõltuvus
зависност	sõltuvus
покажува	etendused
покажува	näitab
избор	valimine
избор	valik
избор	valik
добра	tubli
добра	hea
зголемување	suurenemine
зголемување	suurendamine
зголемување	suurenda
ван	wan
ван	van
ван	kaubik
хамбург	hamburgi
најверојатно	arvatavasti
најверојатно	ilmselt
најверојатно	tõenäoliselt
лесно	kergesti
лесно	kergelt
лесно	lihtne
лесно	kerge
косово	kosovo
претежно	peamiselt
претежно	enamjaolt
претежно	enamasti
брзина	kiirus
брзина	pöörlemiskiirus
брзина	kiirus
настапи	esitus
настапи	sooritatud
настапи	läbiviidud
настапи	teostas
настапи	teostatud
долго	pikad
долго	pikka
долго	pikk
дојде	tuli
јунајтед	united
јунајтед	ühinenud
класа	klass
класа	klassi
пазар	turgu
пазар	turu
пазар	turg
играчи	mängijad
можно	võimalikud
можно	võimalik
британски	briti
прашања	küsimused
прашања	küsimused
температура	temperatuur
температура	temperatuuri
папа	paavst
папа	pope
месец	kuu
започна	alustatud
започна	alanud
започна	käivitatud
започна	algas
започна	hakkas
започна	alustas
згради	ehitised
згради	hooned
битка	lahing
следи	follow
следи	järgi
следи	järgne
бела	bela
бела	valge
бела	valged
бела	bella
голови	eesmärgid
швајцарија	šveits
проблем	probleem
проблем	probleemi
проблем	probleemiks
лидерите	liidrid
лидерите	juhid
национална	siseriiklikud
национална	riiklik
национална	riiklikud
национална	siseriiklik
тешко	raske
тешко	kõva
тешко	raskel
тешко	keeruline
тешко	raske
бразил	brasiilia
општински	omavalitsuste
степен	kraadi
степен	kraad
анализа	analüüsi
анализа	analüüs
реки	jõed
материјали	materjalid
покраини	provintsid
шпански	hispaania
данска	taani
основана	asutatud
основана	rajatud
револуционерна	revolutsiooniline
финансиски	rahaliselt
финансиски	rahaline
финансиски	finants
финансиски	rahalised
филмски	filmi
филмски	kile
филмски	film
министер	minister
ист	sama
ист	samad
род	rod
причини	põhjused
предмети	kirjed
предмети	elemendid
предмети	esemed
предмети	objektid
знае	teab
поранешен	endised
поранешен	endine
револуција	revolutsioon
хронолошки	kronoloogilises
