το	на
δημιουργήθηκε	създаде
δημιουργήθηκε	създаден
μικρά	малка
μικρά	малки
μικρά	малък
μικρά	дребен
σχέσεις	връзки
σχέσεις	взаимоотношения
σχέσεις	връзките
σχέσεις	отношения
σχέσεις	взаимоотношения
σχέσεις	отношения
εμφάνιση	покажи
εμφάνιση	показване
εμφάνιση	показване
τέσσερα	четири
τέσσερα	четирима
εγκυκλοπαίδεια	енциклопедия
αυτοκρατορία	империята
αυτοκρατορία	емпайър
αυτοκρατορία	империя
ώρες	часове
τίτλος	заглавие
τίτλος	дял
τίτλος	титла
συνθήκες	състояния
συνθήκες	условията
συνθήκες	условия
συνθήκες	обстоятелства
συνθήκες	обстоятелствата
μελέτη	учене
μελέτη	учи
μελέτη	проучване
μελέτη	изучаване
μελέτη	изследване
σχολείο	училището
σχολείο	школа
σχολείο	училище
ειδικά	особено
υλικό	материал
υλικό	материали
υλικό	материално
κάστρο	замъка
κάστρο	замъкът
κάστρο	замък
κάστρο	касъл
κάστρο	кастро
βουλευτές	депутатите
βουλευτές	депутати
δυτικά	запад
δυτικά	западно
δυτικά	западна
δυτικά	западен
δυτικά	уест
δυτικά	западна
δυτικά	западни
δυτικά	западен
δυτικά	западните
δυτικά	уестърн
δυτικά	western
καλά	добър
καλά	добро
καλά	добре
ανατολικά	източно
ανατολικά	изток
ανατολικά	източна
ανατολικά	източно
ανατολικά	източни
ανατολικά	изток
ανατολικά	източен
απέναντι	обратното
συνεργασία	съдействие
συνεργασία	сътрудничество
επιτροπή	комисионна
επιτροπή	комисия
επιτροπή	комитет
επιτροπή	комисия
νίκος	никос
άνθρωποι	човеци
άνθρωποι	човеците
άνθρωποι	народ
άνθρωποι	хора
άνθρωποι	хората
έφτασε	пристигнал
έφτασε	пристигна
αρχηγός	шефе
αρχηγός	началник
αρχηγός	лидер
αρχηγός	водач
σύνθεση	състав
σύνθεση	композиция
σύνθεση	синтез
προσπάθεια	усилие
προσπάθεια	старание
προσπάθεια	усилия
προσπάθεια	усилието
τελευταίο	последно
τελευταίο	последен
τελευταίο	последни
τελευταίο	последна
απόφαση	решението
απόφαση	решение
αυτοκράτορα	императорът
αυτοκράτορα	император
αυτοκράτορα	императора
αγορά	покупка
αγορά	закупуване
αγορά	купуване
αγορά	пазар
αγορά	пазарна
αγορά	пазар
αγορά	пазарен
πρόταση	предложение
ταυτόχρονα	едновременно
μέρες	дни
μέρες	дена
ανακαλύφθηκε	открит
ανακαλύφθηκε	открита
ανακαλύφθηκε	открити
ποσοστό	проценти
ποσοστό	процент
ποσοστό	ставка
τελική	финал
τελική	краен
τελική	окончателно
καθηγητής	преподавател
καθηγητής	лектор
καθηγητής	професор
καθηγητής	учителка
καθηγητής	учител
συμβούλιο	съветът
συμβούλιο	съвет
