ve	in
ifade	pričanje
ifade	izraz
ifade	izražanje
ifade	izrazi
şey	stvar
rol	vloga
rol	vloge
rol	vlog
islam	islamske
islam	islamski
islam	islam
rapor	prijavi
rapor	poročilo
kullanılır	uporabljen
kullanılır	uporabljena
kullanılır	uporabljeno
kullanılır	uporabljene
kullanılır	uporabljeni
yerel	krajevna
yerel	krajevni
yerel	lokalni
yerel	krajevno
yerel	lokalno
yönetim	upravljanje
yönetim	obvladovanje
yönetim	dajanje
yönetim	uprave
yönetim	upravljanje
yönetim	vodenje
video	posnetek
video	video
video	videoposnetek
video	videi
video	videe
kurulan	ustanovljena
kurulan	ustanovljen
kurulan	ugotovljena
kurulan	vzpostavljen
kurulan	ustanovljena
kurulan	ustanovljeno
kurulan	ustanovljen
kurulan	osnovana
kurulan	ustanovil
beş	pet
beş	five
altı	šest
altı	six
final	finale
final	končna
final	končni
final	finale
forma	uniforma
forma	enotna
forma	uniformo
forma	dres
forma	jersey
dizi	serijo
dizi	serije
dizi	serija
dizi	zaporedje
şeklinde	oblikovano
şeklinde	oblikovan
gerekli	potrebno
gerekli	zahtevana
gerekli	zahtevani
gerekli	zahtevan
gerekli	zahtevano
gerekli	bistveno
gerekli	bistvene
gerekli	bistvena
iklim	podnebje
ayrı	ločena
ayrı	ločeni
ayrı	ločen
ayrı	ločeno
ayrı	ločena
ayrı	ločeni
ayrı	ločeno
ayrı	narazen
veri	podatki
şampiyonası	prvenstvo
yerleşim	stanovanjske
yerleşim	stanovanjska
yerleşim	stanovanjsko
yerleşim	stanovanjskih
yerleşim	stanovanjski
yerleşim	poravnave
yerleşim	poravnava
yerleşim	postavitev
yerleşim	razpored
yerleşim	razporeditev
kariyeri	kariera
kariyeri	kariere
kariyeri	kariero
adet	menstruacije
adet	menstruacija
adet	obdobje
yaz	napiši
yaz	piši
yaz	pisanje
yaz	summer
yaz	poletna
yaz	poletni
yaz	poletno
yaz	poleti
yaz	poletje
kuvvetleri	sile
tespit	zaznavanje
tespit	zaznava
tespit	odkrivanje
tespit	odkrite
tespit	ugotovljena
tespit	odkrita
göz	brskanje
göz	oci
göz	oči
göz	očesu
göz	eye
göz	oko
televizyon	televizijo
televizyon	televizija
galatasaray	liverpool
sezonu	sezono
sezonu	sezona
yayın	oddajanje
yayın	oddaja
yayın	objava
yayın	objavo
yayın	objavljanje
yayın	izdajanje
yayın	objavo
yayın	objavljanje
karasal	kopenski
karasal	kopenske
karasal	kopenskih
durum	status
durum	stanje
durum	razmere
durum	položaj
durum	situacijo
durum	situacija
durum	stanje
durum	pogoj
durum	stanje
yıldız	stellar
yıldız	zvezdno
yıldız	zvezdica
yıldız	zvezdica
yıldız	zvezdo
yıldız	zvezda
yıldız	zvezde
yıldız	zvezdice
yıldız	zvezd
gelenek	tradicije
gelenek	tradicijo
gelenek	tradicije
gelenek	tradicijo
gelenek	tradicija
nasıl	kako
tip	type
tip	vrsta
tip	tip
city	city
city	mesto
city	mestu
mücadele	pretep
mücadele	pretepanje
mücadele	bojevanje
mücadele	pretep
mücadele	boj
mücadele	borba
mücadele	boj
yeri	lokacija
yeri	lokacijo
yardımcı	pomočnika
yardımcı	pomočnik
yardımcı	asistent
yardımcı	asistentka
yardımcı	pomočnica
yardımcı	namestnica
yardımcı	namestnik
yıllık	letno
yıllık	letna
yıllık	letne
yıllık	letno
yıllık	letna
yıllık	letni
yıllık	letopis
kız	sestre
kız	sestri
kız	punca
kız	deklica
kız	dekle
kız	punco
kız	gal
cumhuriyet	commonwealtha
cumhuriyet	republikanski
cumhuriyet	republikanec
cumhuriyet	republike
cumhuriyet	republiko
cumhuriyet	republika
bağımsız	indie
bağımsız	neodvisen
bağımsız	samostojna
bağımsız	samostojno
bağımsız	neodvisni
bağımsız	neodvisno
bağımsız	neodvisna
bunlar	teh
bunlar	te
bunlar	tele
bunlar	tiste
yanlış	nepravilno
yanlış	nepravilna
yanlış	narobe
yanlış	napačno
yanlış	napačen
yanlış	lažno
al	vzemite
al	vzemi
al	dobil
al	dobi
kurulu	desko
kurulu	krovu
kurulu	deska
kurulu	tabla
kurulu	vgrajena
kurulu	nameščeni
kurulu	vgrajeni
kurulu	nameščena
kurulu	nameščen
kurulu	vgrajen
gerçek	resničen
gerçek	resnično
gerçek	resnična
gerçek	prava
gerçek	realno
gerçek	res
gerçek	resnično
gerçek	true
gerçek	resnična
gerçek	resnica
gerçek	dejstvo
gerçek	resnico
gerçek	resnice
gerçek	resnica
ses	zvok
ses	zvoka
ses	glas
ses	zvok
ses	avdio
ses	hrup
ses	volumen
ses	glasnost
ses	prostornina
ses	zvezek
ses	obseg
david	david
rock	rockin
rock	skalo
rock	rock
rock	kamen
rock	skala
milli	nacionalna
milli	nacionalno
milli	nacionalni
kitap	knjigo
kitap	knjiga
kitap	knjige
kitap	knjig
uefa	uefa
temsil	zastopanje
temsil	ponazoritev
temsil	predstavništvo
temsil	zastopati
temsil	predstavljajo
temsil	predstavništva
ten	koža
ten	koži
ten	kože
ten	kožo
world	svet
world	svetovna
world	svetovno
world	world
ödülleri	nagrade
ödülleri	nagrade
ödülleri	nagrade
saat	ure
saat	urami
saat	uro
saat	ura
saat	urice
saat	ura
güneş	sonca
güneş	soncem
güneş	sonce
güneş	soncu
güneş	sonček
güneş	sončna
güneş	sončni
güneş	sončne
güneş	sončno
yazarı	avtor
san	san
kaldı	preostali
kaldı	preostale
kaldı	preostalo
kaldı	ostal
kaldı	ostala
iii	iii
bakanı	ministrica
bakanı	minister
modern	moderna
modern	sodobno
modern	sodobna
modern	sodobni
modern	moderno
siyasi	politični
siyasi	politično
siyasi	politična
benzer	podobni
benzer	podoben
benzer	podobna
benzer	podobne
benzer	podobnih
benzer	podobno
krallık	kraljestvo
krallık	kraljevina
doğal	naravnega
doğal	naravni
doğal	naraven
doğal	naravno
doğal	naravna
doğal	naravne
inşa	zgradba
inşa	stavba
inşa	zgradi
inşa	zgraditi
inşa	zgradil
inşa	ustvari
inşa	zgrajeno
inşa	zgrajen
inşa	zgrajeni
inşa	zgradil
inşa	zgrajena
doğdu	rojen
doğdu	rojena
doğdu	rojene
doğdu	rojeni
doğdu	rodil
yeterli	ustrezno
yeterli	ustrezna
yeterli	ustrezen
yeterli	zadostno
yeterli	zadostna
ortak	partnerji
ortak	partnerja
ortak	partnerjev
ortak	partnerje
ortak	partnerja
ortak	partner
ortak	partnerka
michael	mihael
michael	michael
londra	london
türü	zvrst
türü	type
türü	vrsta
türü	tip
başkanlığı	predsedstvo
başkanlığı	predsedovanje
başkanlığı	predsedovanje
göç	izseljevanje
göç	eksodus
göç	migracije
göç	selitev
göç	migracija
göç	priseljevanje
göç	priseljevanja
james	james
as	asi
as	obesili
as	obesi
as	as
as	ace
bakanlığı	ministrstvo
kurulmuştur	ustanovljena
kurulmuştur	ustanovljen
kurulmuştur	ugotovljena
kurulmuştur	vzpostavljen
van	kombi
van	van
logo	logo
logo	logotip
logo	logotipi
örnek	vzorec
örnek	zgled
örnek	primer
kemal	kamal
kemal	kemal
durumu	status
durumu	stanje
durumu	pogoj
durumu	stanje
israil	izrael
israil	izraelski
israil	izraelsko
kırmızı	rdeča
kırmızı	rdeči
kırmızı	rdeč
kırmızı	rdeče
kırmızı	red
yönetmen	direktor
yönetmen	direktorica
yönetmen	režiser
yönetmen	režiral
yönetmen	usmerjeno
yönetmen	usmerjeni
yönetmen	usmerjena
yönetmen	filmar
ön	fronta
ön	spredaj
tamamen	popolnoma
tamamen	totalno
tamamen	popolnoma
atatürk	atatürka
tipi	type
tipi	vrsta
tipi	tip
tipi	metež
araştırma	preiskava
araştırma	poizvedbe
araştırma	preiskave
araştırma	raziskave
araştırma	raziskava
araştırma	raziskovanje
orijinal	prvotna
orijinal	izvirnik
orijinal	izvirno
orijinal	prvotni
orijinal	original
orijinal	izvirniki
avusturya	avstrijo
avusturya	avstrija
yardım	pomoč
yardım	pomagaj
yardım	pomoč
yardım	pomagajte
serbest	izpust
serbest	izpusti
serbest	sproščanje
serbest	sprostitev
serbest	freestyle
serbest	svoboden
serbest	prosto
serbest	free
serbest	svobodna
serbest	brezplačno
serbest	brezplačna
serbest	sproščeno
serbest	izpuščeni
serbest	izpuščen
serbest	izpuščena
değer	vrednosti
değer	vrednote
değer	vreden
değer	vredna
değer	vredno
değer	vredne
değer	vrednosti
değer	vrednost
oranı	mera
oranı	stopnja
oranı	razmerje
şarkıcı	pevka
şarkıcı	singer
şarkıcı	pevec
destek	podpira
destek	podporo
destek	podpore
destek	podpora
destek	okrepitev
destek	okrepitve
destek	podpiranje
katıldı	udeležili
katıldı	združeni
katıldı	pridružil
katıldı	združena
bugün	danes
single	enotnega
single	single
single	samski
single	samska
hafta	teden
hafta	tedne
hafta	tednov
hafta	tedni
hafta	tednih
ekonomik	ekonomski
ekonomik	gospodarski
ekonomik	gospodarsko
ekonomik	ekonomske
ekonomik	ekonomska
ekonomik	varčno
ekonomik	ekonomija
ekonomik	gospodarstvo
adam	guy
adam	tip
adam	adam
adam	moški
adam	mož
adam	človek
it	pritisni
it	potisni
etkili	učinkoviti
etkili	učinkovita
etkili	učinkovit
etkili	učinkovito
etkili	vplivni
etkili	vpliven
etkili	vplivna
etkili	vplivne
etkili	učinkoviti
etkili	učinkovita
etkili	učinkovit
etkili	učinkovito
yayınları	publikacije
resmî	uradnik
resmî	uradna
resmî	uradno
resmî	uradni
nehri	reka
nehri	reki
nehri	river
nehri	reke
hizmet	storitve
hizmet	služil
hizmet	servis
hizmet	služi
hizmet	storitve
hizmet	storitev
hizmet	servis
düzenlenen	držal
düzenlenen	potekala
güçlü	močnejši
güçlü	močnejša
güçlü	močnejše
güçlü	močan
güçlü	močni
güçlü	močno
güçlü	močna
güçlü	močan
güçlü	močni
güçlü	močno
güçlü	mogočna
güçlü	močna
güçlü	pogon
arası	med
asya	azijske
asya	azijskih
asya	azijski
asya	azija
yolu	pot
girdi	vhodna
girdi	vnos
girdi	vložek
girdi	vnesene
girdi	vneseni
girdi	vstop
girdi	vnos
sayı	zadetek
sayı	rezultat
sayı	številka
sayı	število
çalışma	študija
çalışma	dela
çalışma	delo
yıllar	leta
yıllar	letih
yıllar	let
başlar	prične
hukuk	pravo
hukuk	zakon
roman	rimljan
roman	rimska
roman	roman
roman	romana
roman	rimske
roman	roman
roman	romana
roman	fikcija
ilan	oglas
başlık	naslovnica
başlık	glavo
başlık	glava
başlık	napis
başlık	naslov
başlık	naziv
robert	robert
sürekli	konstantno
sürekli	nenehno
sürekli	neprekinjen
sürekli	neprekinjeno
kral	king
kral	kralj
sonrasında	po
hatta	celo
aile	druzina
aile	družina
metre	meter
metre	metrov
metre	metrov
metre	meter
metre	merilnik
basketbol	košarka
basketbol	košarko
kullanımı	uporaba
kullanımı	uporaba
kullanımı	use
kullanımı	uporabi
vardı	imelo
vardı	imeli
vardı	imel
vardı	imela
sovyet	sovjeti
sovyet	sovjetski
sovyet	sovjetska
sovyet	sovjetske
sovyet	sovjetsko
bursa	bursa
kıbrıs	ciper
kıbrıs	cipru
ticaret	trgovina
ticaret	trgovanje
ticaret	poslovanje
ticaret	posel
ticaret	posli
ticaret	trgovanje
ticaret	trgovina
ticaret	menjava
üzerinden	via
can	lahko
can	zvonec
can	zvon
can	bell
kardeş	sestra
kardeş	sestrica
kardeş	bratec
kardeş	brat
benim	moj
benim	moja
benim	rudnik
benim	moje
belli	očitno
belli	očiten
belli	očitna
öldü	umrla
öldü	umrl
öldü	mrtev
hızlı	hitrejše
hızlı	hitrejši
hızlı	hitreje
hızlı	hitri
hızlı	hiter
hızlı	hitra
hızlı	hitro
hızlı	hitri
hızlı	hitro
hızlı	hitrosti
hızlı	hitrost
yabancı	nezemeljsko
yabancı	neznanka
yabancı	tujec
yabancı	neznanec
yabancı	tujec
yabancı	tuje
yabancı	tuja
yabancı	tuji
yabancı	tujca
yabancı	neznanci
yabancı	tujci
der	der
yerli	domači
yerli	domačih
yerli	domače
yerli	domača
yerli	indijansko
yerli	indijsko
yerli	indijski
yerli	indijanec
yerli	indijska
yerli	krajevna
yerli	krajevni
yerli	lokalni
yerli	krajevno
yerli	lokalno
yerli	domačin
yerli	materni
ağır	težka
ağır	težki
ağır	težke
ağır	težko
ağır	tehtajo
ağır	tehtanje
oynadı	igral
oynadı	igrala
oynadı	igralo
kiralık	najemnine
kiralık	izposoja
kiralık	izposoja
kiralık	najem
kiralık	najemnino
kiralık	najem
ticari	komercialni
ticari	komercialna
ticari	komercialne
ticari	reklama
ticari	komercialno
aslında	pravzaprav
aslında	dejansko
avustralya	avstralijo
avustralya	avstralije
avustralya	avstraliji
avustralya	avstralija
enerji	energija
enerji	energijo
enerji	energije
enerji	energetika
yunan	grški
yunan	grško
yunan	grk
yunan	grška
yunan	helenska
zaten	ze
zaten	že
madalya	medaljo
madalya	medalja
madalya	medalje
mevcut	razpoložljivi
mevcut	razpoložljiva
mevcut	tok
mevcut	trenutni
mevcut	trenutna
mevcut	sedanji
mevcut	prisotna
mevcut	prisotni
mevcut	prisotno
mevcut	sedanjost
mevcut	prisoten
mevcut	obstoječa
mevcut	obstoječo
mevcut	obstoječe
mevcut	obstoječi
yarışması	tekmovanje
yarışması	natečaj
yarışması	natečaja
akdeniz	sredozemski
akdeniz	sredozemlju
akdeniz	sredozemsko
akdeniz	sredozemlje
azerbaycan	azerbajdžan
güç	jakost
güç	trdnost
güç	moč
güç	sila
güç	force
güç	silo
güç	power
güç	moč
milletvekili	kongresnik
ileri	naprej
ileri	napredno
ileri	napredna
ileri	napredni
ileri	napreden
yüzyıl	stoletje
hakları	pravice
sol	levica
sol	levi
sol	levo
sol	leva
sayfası	stran
çalışmalar	študij
çalışmalar	študije
italyan	italijanske
italyan	italijanski
italyan	italijansko
italyan	italijanska
italyan	italijan
değişiklik	sprememba
değişiklik	spremembe
değişiklik	spremembe
değişiklik	spremeni
değişiklik	sprememba
saha	field
saha	polje
beşiktaş	beşiktaş
tur	tur
tur	ogled
tur	turneja
japon	japonski
japon	japonsko
japon	japonci
japon	japonec
japon	japonska
dili	jezik
dili	jezikovno
dili	jezikovna
dili	jezik
yüzey	površine
yüzey	površino
yüzey	površje
yüzey	ploskev
başkan	predsednik
başkan	predsednica
başkan	predsednik
ek	dodajanje
ek	dodatna
ek	dodatno
ek	dodatni
ek	prilogo
ek	priloga
konusu	predmet
konusu	osebek
konusu	subjekt
metal	kovinska
metal	kovine
metal	kovina
metal	kovinsko
metal	kovinski
metal	kovin
metal	kovine
metal	kovin
metal	kovinski
metal	kovinsko
maddeler	učinkovine
maddeler	snovi
yaygın	pogosti
yaygın	pogosto
kulübü	klub
kulübü	club
tanımlar	definicije
tanımlar	opredelitve
tanımlar	definira
tanımlar	opredeljuje
fark	opažena
fark	opažen
fark	opazili
fark	opaženo
fark	obvestilo
fark	spoznanje
fark	razlika
fark	razliko
fark	razlike
şampiyon	šampion
şampiyon	prvak
şampiyon	šampion
şampiyon	prvak
şampiyon	prvaki
yunanistan	grčija
ölüm	smrt
bizans	bizanc
bizans	bizantinski
radyo	radia
radyo	radio
hasan	hassan
hasan	hasan
bölgede	regiji
bölgede	regija
kanada	kanada
kanada	kanado
ilçesi	okrožje
gitar	kitara
gitar	kitare
gitar	kitaro
gitar	kitare
yayınlanan	objavljene
yayınlanan	objavljena
yayınlanan	objavljeno
yayınlanan	objavljeni
yayınlanan	objavljen
arap	arabska
arap	arabski
arap	arabec
arap	arabski
arap	arabsko
arap	arabska
posta	mail
posta	pošta
posta	poštno
posta	poštna
posta	poštnih
yalnızca	le
yalnızca	samo
yapı	strukturo
yapı	zgradba
yapı	struktura
yapı	konstrukcija
eyalet	stanje
eyalet	država
eyalet	državno
not	opomba
not	opombe
not	opombi
not	zapiski
güncelleme	posodobi
güncelleme	posodabljanje
güncelleme	posodobitev
güncelleme	posodabljanje
hüseyin	hossein
hüseyin	husein
hüseyin	hussain
sanatçı	umetniki
sanatçı	umetnik
sanatçı	izvajalec
sanatçı	umetnica
tartışma	razprave
tartışma	debata
tartışma	razpravo
tartışma	razprava
tartışma	razprave
tartışma	pogovor
tartışma	spor
tartışma	utemeljitev
tartışma	argument
tartışma	debata
tartışma	razprava
kapak	pokrovček
kapak	pokrov
kapak	pokrovom
kapak	kritje
kapak	loputo
kapak	loputa
paul	paul
paul	pavel
baş	glavo
baş	glava
baş	head
barış	mir
barış	peace
düşünüyorum	razmišljanje
düşünüyorum	razmišljanja
tan	tan
yaşam	zivljenje
yaşam	life
yaşam	življenje
black	črno
black	črne
black	črn
black	črni
black	črna
ibrahim	ibrahim
ibrahim	abraham
mevcuttur	razpoložljivi
mevcuttur	razpoložljiva
kanal	kanal
kanal	kanali
kanal	kanal
para	denar
para	kovance
para	kovanci
para	testo
para	kovanci
para	kovanec
kötü	hudo
kötü	slaba
kötü	slabo
kötü	bad
kötü	slab
kötü	zlobna
kötü	zlo
kötü	hudoben
kötü	zloben
kötü	zlobno
kötü	zlobna
kötü	hudobna
geçmişi	ozadje
kızı	hčerka
kızı	hči
genelde	običajno
genelde	navadno
genelde	ponavadi
festivali	festival
festivali	praznik
festivali	praznovanje
festivali	fest
yahudi	judovski
yahudi	židovski
yahudi	žid
yahudi	judje
yahudi	jud
yahudi	žid
yahudi	židje
yahudi	judje
çalışmaları	študij
çalışmaları	študije
normal	redno
normal	redni
normal	redna
normal	normalno
normal	običajno
normal	normalen
normal	normalna
normal	običajna
sona	soni
han	khan
han	kan
han	hana
han	han
gerek	potrebo
gerek	potreba
sayfa	stran
karşısında	počez
karşısında	čez
isim	samostalnik
isim	ime
uzay	vesolje
uzay	prostor
uzay	space
uzay	vesoljska
murat	murat
pop	pop
sonrası	po
verir	daje
rowspan	rowspan
mezun	diplomiral
mezun	diplomirala
mezun	diplomantov
mezun	matura
mezun	maturo
mezun	diplomiral
berlin	berlin
hale	hale
george	george
jean	jean
derece	stopinje
derece	stopinj
derece	stopnja
gece	noč
emin	samozavesten
emin	samozavestna
emin	samozavestno
emin	samozavestni
emin	emin
united	združeni
united	združena
united	združene
united	united
united	združeno
kent	kent
charles	karel
charles	charles
muhammed	mohammad
muhammed	muhammad
muhammed	mohamed
muhammed	mohammed
muhammed	mohamed
muhammed	muhamed
muhammed	mohamed
bilgiler	info
bilgiler	informacije
bilgiler	obveščanje
bilgiler	podatki
bilgiler	informacija
bilgiler	informacije
bilgiler	podatek
von	von
herschel	herschel
çift	par
çift	para
çift	podvoji
çift	dvojni
çift	dvakrat
çift	dvojno
çift	dvojna
çift	par
olay	incident
olay	dogodek
olay	prireditev
olay	dogodka
çalışan	zaposleni
çalışan	uslužbenec
çalışan	delavec
çalışan	zaposleni
çalışan	zaposlene
çalışan	uslužbenci
çalışan	dela
çalışan	delovna
çalışan	delovno
çalışan	delovni
peter	peter
peter	petra
trabzon	trabzon
suriye	sirija
suriye	sirijo
suriye	siriji
suriye	sirije
sonuç	rezultati
sonuç	izidi
sonuç	rezultat
sonuç	izid
sonuç	zaključek
sonuç	sklep
sonuç	ugotovitev
kişisel	osebno
kişisel	osebne
kişisel	osebni
kişisel	osebna
yüzde	odstotek
yüzde	odstotek
halen	vseeno
halen	še
site	namizno
site	namizje
sınıf	učilnici
sınıf	razred
sınıf	pouk
eurovision	evrovizije
dizisi	zaporedje
seçildi	izbrano
seçildi	izbrani
seçildi	izbrana
seçildi	izbran
seçildi	izvoljeni
seçildi	izvoljen
seçildi	izvoljena
seçildi	izbrano
seçildi	izbranih
seçildi	izbrani
seçildi	izbrane
seçildi	izbrana
seçildi	izbran
yapılmış	narejena
yapılmış	narejeni
yapılmış	narejen
yapılmış	narejeno
oyunları	tekme
oyunları	igre
oyunları	igrah
oyunları	igrice
oyunları	iger
general	splošno
general	splošni
general	splošna
antik	starina
antik	starinski
antik	starodavni
antik	starodavnih
antik	starodavna
antik	starodavne
antik	starodavno
sivas	sivas
yukarıda	zgoraj
yukarıda	zgoraj
yapmak	izdelovanje
teşekkürler	zahvala
teşekkürler	hvala
hollanda	rotterdam
hollanda	amsterdam
hollanda	amsterdamu
hollanda	nizozemsko
hollanda	nizozemski
hollanda	nizozemskem
hollanda	nizozemska
hollanda	nizozemsko
hollanda	holland
hollanda	nizozemska
kategori	kategorijo
kategori	kategorija
geleneksel	tradicionalna
geleneksel	tradicionalni
geleneksel	tradicionalne
geleneksel	tradicionalen
geleneksel	tradicionalno
altına	pod
kazanan	zmagovalec
kazanan	zmagovalka
savunma	obramba
savunma	obramba
savunma	obrambno
savunma	obrambna
savunma	obrambne
savunma	obrambni
savunma	zagovarjanje
yedi	seven
yedi	sedem
yedi	pojedel
yedi	jedli
yedi	jedla
yedi	pojedla
yedi	jedel
belediyesi	občina
polonya	poljsko
polonya	poljski
polonya	poljska
los	los
yaş	starost
yapıldı	narejena
yapıldı	narejeni
yapıldı	narejen
yapıldı	narejeno
yapıldı	storjeno
yapıldı	končano
yapıldı	opravljeno
yapıldı	narejeno
bilinir	znana
bilinir	znane
bilinir	znan
bilinir	znani
bilinir	znano
bilinir	poznan
yoğun	intenzivne
yoğun	intenzivni
yoğun	intenzivno
yoğun	intenzivna
yoğun	zaseden
yoğun	zaposlen
yoğun	zasedeno
yoğun	zasedena
yoğun	zaposlena
yoğun	gosto
yoğun	intenzivno
yoğun	napeto
yoğun	intenzivna
yoğun	intenzivno
yoğun	intenzivna
park	parkiraj
park	park
park	parkiranje
isveç	švedska
siyasetçi	politik
edebiyat	literarni
edebiyat	literaturo
edebiyat	književnost
edebiyat	literatura
müzesi	muzej
et	mesa
et	meso
et	mesni
et	goveji
et	goveja
et	govedina
et	goveje
haber	novica
haber	novice
tarihli	hodila
annesi	mater
annesi	mamo
annesi	mati
all	vsi
all	vsem
all	vse
all	vseh
kupa	pokal
kupa	trofeja
kupa	vrček
kupa	skodelico
kupa	pokal
kupa	skodelico
kupa	skodelica
kupa	lonček
verildi	dano
verildi	danih
klasik	vintage
klasik	letnik
klasik	klasike
klasik	klasične
klasik	klasično
klasik	klasična
klasik	klasika
klasik	klasično
klasik	klasična
klasik	klasičen
klasik	klasični
çalıştı	delovalo
çalıştı	obdelani
çalıştı	delal
yönetimi	upravljanje
yönetimi	obvladovanje
yönetimi	dajanje
yönetimi	uprave
doğan	rojen
doğan	rojena
doğan	rojene
doğan	rojeni
doğan	rodil
doğan	falcon
doğan	sokol
bulundu	najdeno
bulundu	najdeni
bulundu	najdena
bulundu	najden
sağ	desno
sağ	right
sağ	pravica
sağ	prav
dakika	zapisnik
