категорія	category
дітьми	children
татари	tatars
містами	towns
науковець	scientist
подібний	similar
виробник	vendor
виробник	producer
виробник	manufacturer
дах	roof
вивчає	studies
учень	pupil
західні	western
відвідувачів	visitors
подвійна	double
згоди	consent
згоди	concord
шахти	shafts
жила	lived
науковців	scientists
слава	slava
слава	glory
доступні	available
коледжі	colleges
коледжі	college
передній	front
напрям	direction
відсоток	percentage
відсоток	percent
парафії	parish
прості	simple
врятувати	rescue
задоволення	satisfaction
задоволення	pleasure
опубліковано	published
опубліковано	posted
робили	did
множини	plural
розглядати	treat
китайський	chinese
енциклопедичний	encyclopedic
укріплення	fortifications
удмуртія	udmurtia
дебют	debut
пояснити	explain
ґрунт	soil
ґрунт	grunt
герман	hermann
герман	german
герман	herman
гітарист	guitarist
обставин	circumstance
поверх	floor
волинь	volhynia
волинь	volyn
святкування	celebration
колії	gauge
чорногорії	montenegro
олімпіади	olympic
повільно	slow
повільно	slowly
частинки	particles
частинки	particle
стівен	stephen
стівен	steven
рано	early
китайські	chinese
кривий	crippled
очки	points
мен	meng
мен	maine
черв	worm
музиці	music
подія	incidence
подія	event
створюється	generating
хвороба	disease
хвороба	sickness
продовжували	continued
гармата	cannon
