और	et
लेखक	écrivains
लेखक	auteure
लेखक	auteur
संस्करण	edition
संस्करण	édition
संस्करण	versions
संस्करण	version
संस्करण	éditions
खिलाड़ी	joueurs
खिलाड़ी	athlètes
खिलाड़ी	athlète
खिलाड़ी	joueurs
खिलाड़ी	joueur
खिलाड़ी	lecteur
ट्रेन	train
ट्रेन	trains
आकार	formes
आकार	shape
आकार	forme
आकार	grandeurs
आकार	tailles
आकार	taille
आकार	taille
आकार	pointure
आकार	tailles
उत्तरी	septentrionale
उत्तरी	nordique
उत्तरी	septentrional
उत्तरी	northern
उत्तरी	nord
सीमा	limite
सीमा	limites
सीमा	limiter
सीमा	sima
सीमा	frontière
सीमा	frontalier
सीमा	frontières
सीमा	border
सीमा	bordure
सीमा	gamme
सीमा	portée
सीमा	limite
सीमा	limites
पश्चिमी	occidentale
पश्चिमी	occidental
पश्चिमी	ouest
पश्चिमी	western
व्यवस्था	arrangement
आर्थिक	économique
आर्थिक	economiques
आर्थिक	economique
राजधानी	majuscules
राजधानी	capitales
राजधानी	majuscule
राजधानी	capitaux
राजधानी	capitale
राजधानी	capital
दर्शन	darshan
दर्शन	philosophique
दर्शन	philosophie
दर्शन	vision
वहाँ	là
विधि	méthodes
विधि	loi
विधि	droit
विधि	méthode
विधि	mode
अवधि	duree
अवधि	durée
अवधि	période
अवधि	périodes
दृष्टि	visuelle
दृष्टि	visuels
दृष्टि	visuel
दृष्टि	visuelles
दृष्टि	vision
सिद्धांत	théories
सिद्धांत	théorie
सिद्धांत	principes
सिद्धांत	tenet
सिद्धांत	dogme
कलाकार	artistes
कलाकार	artiste
कलाकार	artistes
बैंक	banques
बैंक	banques
बैंक	banque
ज्यादा	davantage
ज्यादा	plus
अंतिम	dernier
अंतिम	dernière
अंतिम	derniers
अंतिम	dernières
अंतिम	définitif
अंतिम	finale
अंतिम	final
अंतिम	définitive
विशिष्ट	spécifiques
विशिष्ट	spécifique
विशिष्ट	distinguées
विशिष्ट	distingués
विशिष्ट	distinguée
विशिष्ट	distingué
हिन्दू	hindou
हिन्दू	hindous
हिन्दू	hindoue
लाल	rouges
लाल	rouges
लाल	roux
लाल	rouge
रहने	rester
पूर्वी	orientale
पूर्वी	est
पूर्वी	orient
पूर्वी	orientale
पूर्वी	oriental
समर्थन	soutien
समर्थन	assistance
समर्थन	appui
व्यापार	négoce
व्यापार	trading
व्यापार	négociation
व्यापार	affaires
व्यापार	entreprise
व्यापार	entreprises
व्यापार	commerce
व्यापार	échange
व्यापार	échanges
प्रयास	tentatives
प्रयास	effort
महिला	femme
महिला	madame
महिला	dame
महिला	femelle
महिला	femelles
महिला	féminin
महिला	femmes
महिला	femme
परियोजना	projet
जीवित	vivante
जीवित	vivants
जीवित	vivant
जीवित	vivantes
जीवित	alive
जीवित	survivent
जीवित	survivre
नामांकन	nomination
नामांकन	désignation
नामांकन	dénomination
नामांकन	appellation
अभिनेता	acteurs
अभिनेता	comédiens
अभिनेता	comédien
अभिनेता	acteur
क्षमता	capacité
क्षमता	capacités
क्षमता	capacité
क्षमता	aptitude
क्षमता	capacités
क्षमता	capacité
क्षमता	potentialités
क्षमता	potentiels
क्षमता	potentielle
क्षमता	potentiel
पाया	trouvée
पाया	trouvé
पाया	trouvées
पाया	retrouvé
पाया	trouvés
स्पष्ट	évident
स्पष्ट	évidence
स्पष्ट	évidente
वो	she
वो	elle
पृथ्वी	earth
पृथ्वी	terre
गति	motion
गति	mouvement
गति	vitesse
गति	vitesses
गति	rapidité
गति	vitesse
गति	semis
गति	ensemencement
गति	mouvements
गति	movement
गति	mouvement
परिणाम	résultat
परिणाम	résultats
राजस्थान	rajasthan
लेने	prendre
लेने	prenant
होगा	will
होगा	volonté
होगा	fera
होगा	sera
भर	remplies
भर	remplis
भर	remplie
भर	rempli
पुत्र	fils
पुत्र	fiston
सहित	incluant
सहित	comprenant
शासन	règne
शासन	régner
शासन	règle
शासन	gouvernance
शासन	régime
नियंत्रण	contrôler
नियंत्रण	contrôle
नियंत्रण	contrôles
नियंत्रण	commandes
प्रभावित	affectée
प्रभावित	affectés
प्रभावित	touchés
प्रभावित	touchée
प्रभावित	affecté
प्रभावित	touché
प्रभावित	impressionné
प्रभावित	impressionnés
प्रभावित	impressionnée
प्रभावित	épater
प्रभावित	impressionne
प्रभावित	impressionner
छत्तीसगढ़	chhattisgarh
वर्णन	descriptif
वर्णन	description
क्रिकेट	criquets
क्रिकेट	cricket
क्रिकेट	criquet
योजना	planifier
योजना	plan
आरम्भ	commencement
आरम्भ	début
एशिया	asie
एशिया	asiatique
सन	dim
सन	soleil
प्राकृतिक	naturel
प्राकृतिक	naturelles
प्राकृतिक	naturels
प्राकृतिक	naturelle
स्थानीय	locale
स्थानीय	local
स्थानीय	locales
स्थानीय	locaux
स्थानीय	locaux
कहानी	récit
कहानी	récit
वृद्धि	rise
वृद्धि	augmenter
वृद्धि	accroître
वृद्धि	augmentation
वृद्धि	accroissement
वृद्धि	soulever
वृद्धि	ascenseur
वृद्धि	élévateur
वृद्धि	croissance
वृद्धि	accroissement
सुरक्षा	securité
सुरक्षा	sûreté
सुरक्षा	sécurité
सुरक्षा	protection
सुरक्षा	sûreté
सुरक्षा	sécurité
सुरक्षा	securite
लोकप्रिय	populaires
लोकप्रिय	populaire
कवि	poète
कवि	poètes
हिस्सा	partie
पद	position
पद	terme
पद	grade
पद	rang
पद	classer
हाथ	mains
हाथ	main
हाथ	hand
जनता	publics
जनता	publiques
जनता	public
जनता	publique
विस्तार	agrandissement
विस्तार	extension
विस्तार	expansion
विस्तार	rallonges
विस्तार	extensions
विस्तार	prolongement
विस्तार	prolongation
विस्तार	extension
विस्तार	vulgarisation
विस्तार	étendre
विस्तार	agrandir
विस्तार	développez
विस्तार	élargir
पूरे	entiers
पूरे	entier
युग	yuga
युग	époque
द्वितीय	second
द्वितीय	deuxième
द्वितीय	deuxieme
द्वितीय	seconde
चुनाव	élections
चुनाव	elections
चुनाव	choix
चुनाव	élection
चुनाव	election
चुनाव	élections
चुनाव	choix
व्यक्तिगत	personnel
व्यक्तिगत	personnelle
व्यक्तिगत	personnelles
