per	for
mixta	混合
gules	グール
mosaic	モザイク
proa	ボウ
proa	お辞儀
proa	おじぎ
proa	船首
sostenir	サステイン
desenes	tens
agnès	アグネス
evans	エヴァンス
evans	エヴァンズ
evans	エバンス
utrecht	ユトレヒト
olivier	オリヴィエ
genèric	ジェネリック
successives	歴代
slam	スラム
graham	グラハム
graham	グレアム
prosperitat	繁栄
tràcia	トラキア
savi	英明
andes	アンデス
gutiérrez	グティエレス
gutiérrez	グティエレス
belgrad	ベオグラード
ingredients	材料
ingredients	食材
ingredients	成分
advocats	弁護士
fuga	フーガ
fuga	エスケープ
fuga	脱出
rom	rom
rom	ラム
hospitals	病院
obligació	義務
obligació	債務
trastorn	無秩序
sara	sara
imam	イマーム
oslo	オスロ
prevenció	予防
prevenció	防止
comparar	比較
vespre	夕方
morales	モラレス
jeff	ジェフ
descans	休憩
descans	ブレーク
descans	区切り
descans	安静
descans	休む
actuant	演技
radar	レーダー
sopar	ディナー
sopar	夕食
sopar	夜食
sopar	夕食
residencial	住宅
residencial	住宅地
lisa	リサ
plasma	プラズマ
ratolí	ねずみ
ratolí	マウス
folk	フォーク
basilea	バーゼル
corbes	カーブ
corbes	曲線
correcció	修正
correcció	補正
correcció	訂正
àvia	おばあさん
àvia	祖母
cooper	クーパー
guillermo	ギリェルモ
guillermo	ギレルモ
néta	孫娘
folklore	伝承
gant	ヘント
raïm	ブドウ
raïm	ぶどう
solo	ソロ
hot	熱い
hot	ホット
hot	暑い
conqueridor	征服者
werner	ヴェルナー
bust	バスト
amfibis	両生類
sts	sts
mikhaïl	ミハイル
caledònia	カレドニア
detenció	逮捕
detenció	拘禁
detenció	勾留
detenció	留置
detenció	収容
entrevistes	インタビュー
sofre	硫黄
hopkins	ホプキンス
haia	ハーグ
melbourne	メルボルン
jerry	ジェリー
namíbia	ナミビア
ramos	ラモス
timbre	ベル
acumulació	集積
magatzems	倉庫
mali	マリ
pous	ウェルズ
taverna	居酒屋
true	トゥルー
true	true
true	本当
impost	租税
impost	税金
aurora	オーロラ
terrat	屋上
terrat	屋根
darwin	ダーウィン
lugo	ルーゴ
romàntic	ロマンチック
precipitació	降水
precipitació	沈殿
executiva	エグゼクティブ
matthew	マシュー
acb	acb
intermedi	中間
intermedi	中級
polígon	多角形
corregir	正解
corregir	正しい
traspàs	移転
traspàs	転送
traspàs	乗り換え
traspàs	譲渡
compartit	共有
pero	ペロペロ
butlletí	ニュースレター
butlletí	会報
butlletí	掲示
butlletí	公報
hercegovina	ヘルツェゴヴィナ
maquinari	金物
maquinari	ハードウェア
oceania	オセアニア
studio	スタジオ
nadiu	ネイティブ
shadow	シャドー
shadow	シャドウ
toro	トロ
basar	バザール
ron	ロン
migració	移行
carro	カート
carro	荷車
solana	サンシャイン
solana	日光
solana	日差し
turner	ターナー
palaus	宮殿
mesopotàmia	メソポタミア
vestuari	コスチューム
vestuari	衣装
vestuari	装束
renúncia	辞表
renúncia	辞任
renúncia	辞職
disset	seventeen
circumferència	サークル
epidèmia	伝染病
prehistòria	先史時代
prehistòria	前史
divulgació	開示
naturalista	博物学
moderat	中道
abolició	廃止
guillaume	ギヨーム
meca	メッカ
tve	tve
visitant	ビジター
visitant	訪問
dolç	スウィート
dolç	甘い
torrents	torrent
larry	ラリー
patent	特許
twitter	twitter
twitter	ツイッター
wayne	ウェイン
escates	スケール
escates	ウロコ
vocabulari	語彙
pila	パイル
pila	スタック
dick	ディック
edimburg	エディンバラ
narbona	ナルボンヌ
motocicletes	オートバイ
arsenal	アーセナル
arsenal	工廠
transformacions	変換
acusació	告発
ortiz	オルティス
cia	cia
pink	ピンク
pink	ナデシコ
iglesias	イグレシアス
dave	デーヴ
dave	デイヴ
ventre	子宮
hannover	ハノーバー
hannover	ハノーファー
submarí	潜水艦
llibertats	自由
servidors	サーバ
servidors	サーバー
excepcions	例外
zwick	ズウィック
jamaica	ジャマイカ
letó	ラトビア
ken	ケン
observador	オブザーバー
observador	オブザーバ
tiberi	ティベリウス
almeria	アルメリア
valoració	査定
valoració	評定
interaccions	相互作用
pesant	重い
pesant	ヘビー
atlanta	アトランタ
substitueix	置換
recomana	おすすめ
recomana	すすめる
recomana	薦める
houston	ヒューストン
singapur	シンガポール
deure	義務
aprenent	見習い
rubí	ルビ
rubí	ルビー
northern	ノーザン
northern	北方
northern	北部
sul	スル
fritz	フリッツ
cantatas	cantatas
edgar	エドガー
fallida	破産
fallida	倒産
pietat	慈悲
pietat	マーシー
phil	フィル
andreas	アンドレアス
joies	宝石
antecedents	背景
antecedents	バックグラウンド
ryan	ライアン
versalles	ヴェルサイユ
murals	壁画
qualificació	評価
qualificació	格付
búlgar	ブルガリア
albacete	アルバセテ
repúbliques	共和制
susan	スーザン
convidats	ゲスト
bàrbara	バーバラ
infern	ヘル
infern	地獄
infern	インフェルノ
lost	ロスト
mini	ミニ
consonants	子音
buits	隙間
buits	ギャップ
permanents	パーマネント
segments	セグメント
nikolai	ニコライ
marcos	マルコス
gestionar	管理
amplitud	振幅
inter	inter
especialitzats	専門
banca	ベンチ
llars	世帯
gall	雄鶏
desnivell	スロープ
desnivell	斜面
desnivell	傾き
piscina	プール
atles	アトラス
clars	クリア
acusats	被告
artesans	職人
suplent	交互
participacions	株式
participacions	シェア
marató	マラソン
ànimes	霊魂
cec	ブラインド
cec	盲人
dissenyats	工学
secretària	秘書
feliç	ハッピー
feliç	幸せ
distribuïts	分散
madame	マダム
emigració	移住
multimèdia	マルチメディア
creades	作成
ipa	ipa
ferrara	フェラーラ
mag	マグ
mag	mag
act	アクト
act	act
autobusos	バス
ovelles	ヒツジ
confirma	確認
mariner	船員
matilde	マチルダ
gloria	グロリア
logotip	ロゴ
infinit	インフィニット
infinit	無限
infinit	infinity
infinit	無限大
guerrer	戦士
revestiment	コーティング
perfecta	パーフェクト
perfecta	完璧
charlotte	シャルロット
actualització	アップデート
actualització	更新
rectes	まっすぐ
rectes	ストレート
diccionaris	辞書
diccionaris	辞典
coca	コーク
coca	コーラ
coca	コカ
inundacions	洪水
salts	ダイビング
salts	ジャンプ
gregorio	グレゴリオ
milícia	民兵
helen	エレーヌ
helen	ヘレン
sergent	軍曹
narrador	語り手
ambulància	救急車
excavació	掘削
excavació	発掘
barons	男爵
kosovo	コソボ
emès	発行
vaca	カウ
sebastián	セバスティアン
sebastián	セバスティアヌス
sebastián	セバスチャン
ciment	セメント
cadira	いす
cadira	チェア
cadira	椅子
transbordador	フェリー
làser	レーザー
claudio	クラウディオ
apòstol	使徒
progressiva	プログレッシブ
quaderns	ノート
adhesió	会員
fum	スモーク
consolat	領事館
masters	マスターズ
wallace	ウォレス
amos	アモス
amos	マスターズ
mon	mon
erosió	侵食
verona	ヴェローナ
sabor	フレーバー
civilitzacions	文明
hugh	ヒュー
butaca	アームチェア
simpson	シンプソン
implementació	実装
implementació	実施
guido	グイド
robinson	ロビンソン
cabells	ヘアー
cabells	髪の毛
cabells	ヘア
cabells	毛髪
bemoll	フラット
arturo	アルトゥーロ
divuit	十八
divuit	eighteen
bobby	ボビー
consonant	子音
revelació	啓示
estrasburg	ストラスブール
horda	大群
horda	horde
ajuntaments	市町村
ajuntaments	自治体
budisme	仏教
volant	飛ぶ
volant	フライング
sostingut	シャープ
sostingut	鋭い
oceans	大洋
consorci	コンソーシアム
otan	nato
honda	本多
honda	ホンダ
honda	本田
pastures	牧草
pastures	牧草
empat	引き分け
empat	ネクタイ
aguda	急性
aguda	アキュート
morris	モーリス
morris	モリス
side	サイド
consentiment	同意
consentiment	承諾
pàdua	パドヴァ
paradís	パラダイス
paradís	楽園
caserna	バラック
presentant	提示
presentant	プレゼン
múltiple	倍数
múltiple	複数
laos	ラオス
kara	カラ
llegendari	伝説
fires	縁日
adaptada	適応
cristall	crystal
cristall	結晶
cristall	クリスタル
duo	デュオ
musa	ムサ
musa	ムーサ
musa	ミューズ
musa	muse
transparent	透明
martiri	殉教
acusacions	告発
potassi	カリウム
espiral	スパイラル
espiral	渦巻
feminista	フェミニズム
feminista	フェミニスト
einstein	アインシュタイン
bitllets	切符
bitllets	チケット
companya	コンパニオン
escolta	聴く
warren	ウォーレン
quars	石英
garantia	担保
garantia	保証
garantia	保証書
garantia	保証
garantia	保証書
garantia	保障
eficient	効率
tonalitat	色相
tonalitat	フエ
destacable	著しい
forjat	鍛造
palerm	パレルモ
mòduls	モジュール
publ	publ
arrebossat	バッター
arrebossat	打者
arrebossat	生地
pedrera	採石場
nenes	ガールズ
xbox	xbox
gaudeix	楽しむ
correus	メール
llenç	キャンバス
atòmica	アトミック
atòmica	原子
exiliat	流罪
compliment	コンプライアンス
vladimir	ウラジーミル
adolescent	ティーンエイジャー
mònaco	モナコ
estalvis	貯蓄
estalvis	貯金
estalvis	節約
estalvis	預金
erik	エリック
firma	署名
diversa	多様
conversa	会話
conversa	スレッド
müller	ミュラー
palmas	パルマス
bari	バリウム
estratègies	戦略
concedida	付与
homo	ホモ
esprint	スプリント
conducció	運転
xocolata	チョコレート
disposicions	条文
disposicions	規定
rèptils	爬虫類
edita	編集
torreta	タレット
vacant	欠員
vacant	モーテル
quintet	クインテット
bossa	バッグ
bossa	かばん
processador	プロセッサ
nan	nan
nan	ナン
württemberg	ヴュルテンベルク
capitalisme	資本主義
prešov	プレショフ
begudes	飲み物
begudes	飲物
begudes	飲み物
begudes	ドリンク
challenge	チャレンジ
challenge	挑戦
cilindres	シリンダー
amants	恋人
hàbit	習慣
afer	情事
afer	浮気
argila	クレイ
argila	粘土
tunis	チュニス
gremi	ギルド
oblidar	忘却
dallas	ダラス
immediat	即時
dennis	デニス
etimologia	語源
rotterdam	ロッテルダム
panteó	pantheon
ronald	ロナルド
fórmules	数式
fórmules	数式
antàrtida	南極大陸
antàrtida	南極
intèrprets	演者
eddie	エディー
eddie	エディ
sentits	感覚
calent	熱い
calent	ホット
calent	暑い
bateries	電池
montgomery	モンゴメリー
trencat	壊れた
irene	イレーネ
irene	アイリーン
positius	陽性
positius	ポジティブ
núñez	ヌニェス
strauss	シュトラウス
cerro	セロ
fabricat	製造
jacint	ヒヤシンス
rècords	レコード
ecologia	エコロジー
ecologia	生態学
baltimore	ボルチモア
nantes	ナント
plomes	羽毛
tit	ティトゥス
tit	タイタス
combinacions	組み合わせ
colin	コリン
lliura	パウンド
lliura	ポンド
rita	リタ
cries	子孫
finalitats	目的
transformada	変換
transformada	変形
simètrica	対称
wellington	ウェリントン
frescos	フレッシュ
admetre	認める
bush	ブッシュ
recompensa	報酬
romàntica	ロマンチック
cavitat	虫歯
fontaine	フォンテーヌ
salsa	ソース
granit	花崗岩
corredors	ランナー
reorganització	更生
vinci	ヴィンチ
iris	アイリス
harrison	ハリソン
nicholas	ニコラス
sastre	仕立て屋
retard	ディレイ
retard	遅延
pascal	パスカル
salzburg	ザルツブルク
brooklyn	ブルックリン
pipí	ピピン
repeteix	繰り返す
repeteix	繰り返し
repeteix	ループ
acceleració	加速度
acceleració	加速
antíoc	アンティオコス
continents	大陸
cohen	コーヘン
cohen	コーエン
embarcacions	ボート
ravenna	ラヴェンナ
degà	ディーン
glasgow	グラスゴー
disposades	編曲
vancouver	バンクーバー
mixt	ミックス
mixt	混合
abel	アーベル
abel	アベル
mod	mod
copiar	コピー
copiar	複写
formals	フォーマル
caracas	カラカス
pelegrinatge	巡礼
convocatòria	通話
convocatòria	コール
bombai	ボンベイ
bombai	ムンバイ
direccions	方向
direccions	道順
cher	シェール
escàndol	スキャンダル
escàndol	不祥事
làmines	シート
làmines	シーツ
bucarest	ブカレスト
concursos	コンテスト
blaus	ブルース
polinomi	多項式
espases	刀剣
reg	灌漑
regal	ギフト
regal	贈り物
diploma	ディプロマ
ntupdate	ntupdate
wikidata	wikidata
matt	マット
abi	abi
sortides	出力
supervisió	監督
progressiu	プログレッシブ
bots	ボット
poderosos	パワフル
deep	ディープ
deep	深い
botó	ボタン
plens	いっぱい
plens	フル
calvo	ハゲ
hampshire	ハンプシャー
màntua	マントヴァ
facultats	学部
veterans	退役軍人
julián	ジュリアン
guàrdies	衛兵
bridge	ブリッジ
dijous	木曜日
dijous	木曜
baby	ベイビー
baby	赤ちゃん
assignar	割り当てる
assignar	割り当て
mercader	マーチャント
mercader	商人
invasions	侵攻
vestíbul	ロビー
gala	ガーラ
cabana	キャビン
cabana	船室
extensions	拡張
darmstadt	ダルムシュタット
integrats	統合
cilindre	円柱
cilindre	シリンダー
pesos	重み
celler	地下室
ploma	pen
ploma	ペン
ploma	フェザー
ploma	羽根
ploma	羽毛
oman	オマーン
innovacions	イノベーション
continuat	続き
continuat	継続
nits	ナイツ
pendents	イヤリング
donades	与えられた
mani	マニ
express	エクスプレス
express	急行
carnaval	カーニバル
desfer	取り消し
desfer	取り消す
cartells	ポスター
ametlla	アーモンド
resurrecció	復活
ucd	ucd
quadrangular	foursquare
domèstic	国内
teclats	キーボード
mill	ミル
llavor	種子
llavor	シード
armstrong	アームストロング
sky	sky
sky	スカイ
reconstruït	再建
esborrany	ドラフト
esborrany	下書き
esborrany	イレイザー
esborrany	消しゴム
tesis	テーゼ
tesis	論文
tor	tor
ordena	sort
ordena	ソート
grams	グラム
schneider	シュナイダー
plantacions	プランテーション
subdivisió	細分
subdivisió	区画
subdivisió	支店
subdivisió	支社
subdivisió	ブランチ
subdivisió	支部
meyer	マイヤー
meyer	メイヤー
localment	ローカル
localment	地元
segells	切手
valent	ブレイブ
valent	勇者
valent	勇敢
feixista	ファシズム
nòmades	遊牧民
escalada	登山
escalada	クライミング
studios	スタジオ
atributs	属性
berg	ベルク
banks	バンクス
pensant	考え
pensant	思考
entorns	環境
discografia	作品
discografia	ディスコグラフィ
òptic	光学
ressonància	共鳴
embaràs	妊娠
alegria	joy
alegria	ジョイ
alegria	喜び
mineria	鉱業
siena	シエナ
hegemonia	覇権
demandes	要求
cadascú	それぞれ
judicis	トライアル
judicis	試練
closca	ゼスト
apollo	アポロ
plànol	飛行機
patates	ポテト
patates	ジャガイモ
patates	じゃがいも
metabolisme	代謝
caos	カオス
caos	混沌
hunter	狩人
hunter	ハンター
jefferson	ジェファーソン
obligacions	義務
obligacions	債務
polo	ポロ
yes	はい
floyd	フロイド
seients	座席
frau	詐欺
llimona	レモン
sentia	フェルト
tolerància	許容
tolerància	寛容
phoenix	フェニックス
mollet	モレ
abandonament	廃棄
definicions	定義
directori	ディレクトリ
funeral	葬式
funeral	葬儀
felicitat	ハピネス
felicitat	幸福
felicitat	幸せ
rares	レア
jura	ジュラ
bonn	ボン
plegat	折りたたみ
tallat	cut
tallat	カット
tallat	切り取り
pronunciació	発音
intencions	意図
porxo	ポーチ
estrets	海峡
conill	ウサギ
conill	うさぎ
navegador	ブラウザー
navegador	ブラウザ
tia	ひよこ
tia	叔母
tia	おば
tia	ティア
banco	バンコ
textura	テクスチャー
textura	テクスチャ
ismail	イスマーイール
successius	歴代
júlia	ジュリア
júlia	ユリア
violació	強姦
violació	レイプ
heavy	重い
heavy	ヘビー
fantasma	お化け
fantasma	幽霊
fantasma	ゴースト
after	アフター
cuir	レザー
cuir	皮革
thorell	thorell
vegas	vegas
vegas	ベガス
peticions	リクエスト
àlies	別名
àlies	偽名
àlies	エイリアス
àlies	aka
àlies	偽名
àlies	エイリアス
mites	神話
cometa	彗星
nervi	神経
detroit	デトロイト
perdó	許す
perdó	許し
determinant	行列式
harvey	ハービー
harvey	ハーヴィー
harvey	ハーヴェイ
julian	ジュリアン
batallons	軍隊
electró	電子
disputada	申し立て
arkansas	アーカンソー
horitzó	地平線
horitzó	ホライズン
horitzó	水平線
honorífic	敬語
racional	rational
autobús	バス
congost	渓谷
congost	峡谷
fàrmacs	ドラッグ
fàrmacs	薬物
dimoni	悪魔
dimoni	悪魔
dimoni	悪霊
brava	brava
philadelphia	フィラデルフィア
fòssil	化石
lucre	営利
lucre	収益
lucre	利益
sintaxi	構文
mandíbula	あご
soto	ソト
leningrad	レニングラード
ombres	シャドウズ
entusiasme	熱意
terrible	ひどい
atletes	選手
atletes	アスリート
emocions	感情
pib	gdp
hubert	ヒューバート
veterinari	獣医
veterinari	獣医
finalitza	終了
finalitza	フィニッシュ
gabon	ガボン
chan	チャン
mason	メイソン
benín	ベナン
championship	チャンピオンシップ
championship	選手権
amagat	隠し
suaus	やわらかい
suaus	柔らかい
suaus	ソフト
subtropicals	亜熱帯
pce	pce
rex	レックス
vita	ヴィータ
teràpia	治療
teràpia	セラピー
compilació	編纂
compilació	コンパイル
nòrdic	ノルディック
stade	スタッド
boris	ボリス
bahadur	バハードゥル
bey	ベグ
boles	ボール
hotels	ホテル
hotels	hotels
ensenyaments	レッスン
ensenyaments	授業
jordània	ヨルダン
jordània	ジョーダン
dante	ダンテ
ballarina	バレリーナ
ballarina	ダンサー
dedicació	献身
dedicació	奉納
automàtic	自動
automàtic	オートマチック
suggerit	おすすめ
genoma	ゲノム
hàbits	習慣
neil	ニール
tradueix	翻訳
magnífic	雄大
platí	プラチナ
platí	白金
sonates	ソナタ
trípoli	トリポリ
lliçons	レッスン
lliçons	授業
datació	デート
datació	出会い
datació	交際
vincenzo	ヴィンチェンツォ
pells	スキン
olimpíades	オリンピック
domèstics	国内
xeic	シャイフ
terminals	端末
dames	チェッカー
hard	一生懸命
hard	ハード
hard	難しい
mayer	メイヤー
danny	ダニー
gimnàstica	体操
let	let
let	レット
node	ノード
elegant	エレガント
inversions	投資
madonna	マドンナ
heli	ヘリウム
caçador	狩人
caçador	ハンター
educat	丁寧
perillós	危険
caracteritzar	特徴付ける
llicències	ライセンス
millorat	改良
millorat	強化された
pròxima	next
leon	レオン
distintiu	バッジ
debats	ディスカッション
ferrari	フェラーリ
cripta	クリプト
keith	キース
repetició	繰り返す
repetició	繰り返し
repetició	反復
repetició	繰り返し
salvació	救済
diàlegs	ダイアログ
oracle	oracle
oracle	オラクル
oracle	神託
