மற்றும்	ve
அடுத்து	sonraki
அடுத்து	sırada
அடுத்து	sıradaki
சேவை	servis
சேவை	servisi
சேவை	hizmet
கருத்து	yorumda
கருத்து	yorumu
கருத்து	yorum
கருத்து	yoruma
கருத்து	görüşler
கருத்து	görüş
கருத்து	görüşleriniz
கருத்து	tema
காரணம்	sebep
காரணம்	sebebi
காரணம்	nedeni
காரணம்	sebebi
காரணம்	nedeni
காரணம்	çünkü
தனி	özele
தனி	er
தனி	private
தனி	özel
தனி	ayrı
தனி	ayırın
தனி	ayri
அவருக்கு	onu
நீண்ட	boing
நீண்ட	uzun
நீண்ட	long
பள்ளி	okula
பள்ளி	okulumuz
பள்ளி	okulu
பள்ளி	okul
பள்ளி	school
மகன்	oğul
மகன்	evlat
மகன்	oğlum
சர்வதேச	international
சர்வதேச	yurtdışı
சர்வதேச	uluslararası
எல்லா	all
எல்லா	hepsini
எல்லா	tamamı
எல்லா	hepsi
எல்லா	tümü
பொருட்கள்	nesneler
பொருட்கள்	nesne
பொருட்கள்	nesneleri
பொருட்கள்	eşyalar
பொருட்கள்	ürünler
பொருட்கள்	ürün
பொருட்கள்	ürünler
பொருட்கள்	ürünleri
பொருட்கள்	erzak
பொருட்கள்	malzeme
பொருட்கள்	malzemeler
மின்	elektrikli
மின்	elektrik
என்றால்	anlamı
என்றால்	demek
ஏழு	seven
ஏழு	yedi
நடைபெற்ற	tutulan
நடைபெற்ற	düzenlenen
முன்னர்	önceden
முன்னர்	önceki
முன்னர்	önceden
முன்னர்	önce
முன்னர்	öncesi
முன்னர்	öncesinde
பொறியியல்	mühendisliği
பொறியியல்	mühendislik
கா	kha
அமைப்புகள்	kuruluşlar
அமைப்புகள்	organizasyon
அமைப்புகள்	ayarlar
அமைப்புகள்	ayarları
மொழிகள்	dil
மொழிகள்	diller
மொழிகள்	dilleri
அத்துடன்	ayrica
அத்துடன்	ayrıca
முழு	tam
முழு	ful
முழு	full
முழு	dolu
முதன்மை	üst
முதன்மை	üstü
முதன்மை	top
முதன்மை	üstte
முதன்மை	birincil
முதன்மை	main
முதன்மை	ana
மணி	mani
மணி	saat
மணி	çan
மணி	zil
மணி	can
மணி	bell
தொகுப்பு	paketi
தொகுப்பு	paket
தொகுப்பு	koleksiyon
தொகுப்பு	toplama
தொகுப்பு	koleksiyonu
தொகுப்பு	kompozisyon
தொலைவில்	far
தொலைவில்	uzakta
தொலைவில்	uzağa
தொலைவில்	uzak
தொலைவில்	uzakta
தொலைவில்	uzağa
தொலைவில்	uzak
தொலைவில்	uzaklara
மருத்துவ	sağlık
மருத்துவ	medikal
மருத்துவ	tıbbi
மருத்துவ	tıp
வணிக	ticari
வணிக	reklam
திருமணம்	evlen
திருமணம்	evlenmek
திருமணம்	evli
திருமணம்	evlendi
திருமணம்	evlilik
திருமணம்	düğün
திருமணம்	nikah
திருமணம்	evlilik
நீங்கள்	sen
நீங்கள்	seni
நீங்கள்	siz
இயேசு	isa
நடித்த	başrol
நடித்த	başrolde
பொதுவான	yaygın
பொதுவான	kamu
பொதுவான	halk
பொதுவான	genel
பொதுவான	general
சமயம்	din
சமயம்	dinin
சமயம்	dini
சமயம்	topluluk
சமயம்	toplum
சமயம்	ümmet
சமயம்	cemaat
எதிராக	karsi
எதிராக	aleyhinde
எதிராக	karşı
ஸ்ரீ	shree
ஸ்ரீ	sri
ஸ்ரீ	shri
விட்டு	terk
பக்கம்	sayfaya
பக்கம்	sayfa
பக்கம்	sayfada
பக்கம்	sayfası
பக்கம்	sayfayı
உள்ளிட்ட	girdi
உள்ளிட்ட	girilen
அதிகம்	high
அதிகம்	yükseklerde
அதிகம்	çak
அதிகம்	yükseğe
அதிகம்	yüksek
அதிகம்	daha
அதிகம்	devamı
அதிகம்	more
நாட்கள்	günler
நாட்கள்	günlerden
நாட்கள்	günleri
நாட்கள்	günlerce
திருத்தந்தை	papa
திருத்தந்தை	pope
மாற்றம்	dönüştürme
மாற்றம்	dönüşüm
மாற்றம்	değişim
மாற்றம்	değiştir
மாற்றம்	değişiklik
மாற்றம்	değiştirme
கழகம்	dernek
கழகம்	derneği
வேண்டிய	havasız
இறுதி	bitir
இறுதி	son
இறுதி	sonu
இறுதி	bitiş
இறுதி	final
இணைய	internet
வகைகள்	çeşitleri
வகைகள்	türler
வகைகள்	tipler
வகைகள்	türleri
வகைகள்	modları
வகைகள்	kategorileri
சீன	çinliler
சீன	çinli
சீன	çince
பொருளாதார	ekonomik
பொருளாதார	ekonomik
பொருளாதார	ekonomi
இயற்கை	doğal
இயற்கை	dogal
இயற்கை	tabiat
இயற்கை	doğa
தலைமை	şef
தலைமை	reis
தலைமை	liderlik
வேதியியல்	kimya
நிதி	finansman
நிதி	maliye
நிதி	finans
நிதி	finanse
போக்குவரத்து	ulaştırma
போக்குவரத்து	taşıma
போக்குவரத்து	taşımacılık
போக்குவரத்து	ulaşım
போக்குவரத்து	taşıt
போக்குவரத்து	ulaştırma
போக்குவரத்து	taşıma
போக்குவரத்து	nakliye
போக்குவரத்து	ulaşım
புகழ்	bahaneler
புகழ்	bahane
புகழ்	şöhret
புகழ்	ün
புகழ்	övgü
புகழ்	hamd
புகழ்	övgüler
முன்பு	önceki
முன்பு	önceden
முன்பு	önce
முன்பு	öncesi
முன்பு	öncesinde
அதிகமான	high
அதிகமான	yükseklerde
அதிகமான	çak
அதிகமான	yükseğe
அதிகமான	yüksek
அதிகமான	maksimum
அதிகமான	max
அதிகமான	azami
கீழே	down
கீழே	aşağıya
கீழே	aşağı
கீழே	aşağıda
கீழே	aşağı
கீழே	aşağıya
கீழே	aşağıdan
கீழே	altta
கீழே	alt
கீழே	alttaki
கீழே	dibi
கீழே	dibe
பிப்ரவரி	şubat
செய்தி	hikâye
செய்தி	hikaye
செய்தி	öykü
செய்தி	masal
செய்தி	haberler
செய்தி	haberleri
செய்தி	haber
செய்தி	ileti
செய்தி	mesajınız
செய்தி	mesaj
செய்தி	mesajı
உதவி	yardım
உதவி	imdat
உதவி	yardim
பிரெஞ்சு	fransızlar
பிரெஞ்சு	fransız
பிரெஞ்சு	fransızca
மலை	mountain
மலை	dağ
உடன்	with
உடன்	ile
செயலாளர்	sekreter
செயலாளர்	bakan
செயலாளர்	sekreteri
வெவ்வேறு	belirgin
வெவ்வேறு	farklı
வெவ்வேறு	farkli
வெவ்வேறு	değişik
படைகள்	zorla
படைகள்	force
படைகள்	kuvvet
படைகள்	güç
படைகள்	birlikler
படைகள்	askerler
தேர்தலில்	seçim
தேர்தலில்	seçimler
என்ன	ne
பால்	paul
பால்	süt
பால்	milk
பால்	sütlü
பால்	samanyolu
பால்	sütlü
வீரர்கள்	oyuncular
வீரர்கள்	askerler
அழைக்கப்படும்	aradı
தன்மை	davranışlar
தன்மை	davranış
தன்மை	davranışı
தன்மை	davranışlar
தன்மை	davranış
தன்மை	davranışları
மிகப்பெரிய	geniş
மிகப்பெரிய	büyük
மிகப்பெரிய	kocaman
மிகப்பெரிய	devasa
மிகப்பெரிய	büyük
விடுதலைப்	kurtuluş
கணினி	bilgisayar
கணினி	sistem
கணினி	sistemi
வரலாற்று	tarihi
வரலாற்று	tarihsel
இத்தகைய	alışkın
இத்தகைய	alışık
தேவையான	gerekli
தேவையான	gerekiyor
தேவையான	zorunlu
தேவையான	gereklidir
நவீன	modern
நவீன	çağdaş
நவீன	serin
நவீன	süper
நவீன	havalı
நவீன	cool
சிகிச்சை	tedavi
சிகிச்சை	terapi
சிகிச்சை	tedavi
சிகிச்சை	tedavisi
சிகிச்சை	muamele
தொகுதிகள்	engeller
தொகுதிகள்	blok
ஒன்றாக	beraber
ஒன்றாக	beraberce
ஒன்றாக	birlikte
மாநிலம்	state
மாநிலம்	eyalet
மாநிலம்	devlet
தற்போதைய	güncel
தற்போதைய	akım
தற்போதைய	şimdiki
தற்போதைய	mevcut
தற்போதைய	akıntı
தற்போதைய	hediye
தற்போதைய	şimdiki
தற்போதைய	mevcut
வருகின்றன	geliyor
வருகின்றன	geliyorum
தேர்வு	seçim
தேர்வு	seçimi
தேர்வு	seçme
தேர்வு	seç
தேர்வு	seçin
தேர்வு	seçiniz
தேர்வு	seçim
தேர்வு	tercih
தேர்வு	seçenek
பலர்	birçok
ஊர்	town
ஊர்	kasaba
ஊர்	şehir
அல்ல	olmaz
அல்ல	değil
தூதரகம்	büyükelçiliği
தூதரகம்	elçilik
நோபல்	noble
நோபல்	asil
நோபல்	soylu
நோபல்	nobel
முடிவு	bitir
முடிவு	son
முடிவு	sonu
முடிவு	bitiş
முடிவு	sonuç
முடிவு	sonuç
பத்து	on
கிடைக்கும்	mevcuttur
கிடைக்கும்	müsait
கிடைக்கும்	mevcut
கிடைக்கும்	kullanılabilir
வானூர்தி	havacılık
வானூர்தி	uçaklar
வானூர்தி	uçak
தோற்றம்	tarz
தோற்றம்	stil
தோற்றம்	tarzı
தோற்றம்	biçim
தோற்றம்	bak
தோற்றம்	görünüşü
தோற்றம்	görünümü
தோற்றம்	görünüş
தோற்றம்	görünüm
தோற்றம்	bakıyor
தோற்றம்	bakmak
தோற்றம்	bakıyorum
தோற்றம்	görünüyor
நன்றி	tesekkurler
நன்றி	teşekkürler
நன்றி	sağol
வயது	age
வயது	yaş
வயது	yaşı
அவரை	onu
சிங்	singh
சிங்	xing
