och	и
använda	используемые
använda	использован
fransk	французский
fransk	французы
fransk	французское
fransk	французская
guvernementet	мухафазе
ungefär	about
ungefär	о
ungefär	приблизительно
ungefär	примерно
ungefär	приблизительно
ungefär	примерно
tal	таль
tal	речь
tal	речи
tal	число
tal	номер
tal	количество
tal	цифры
tal	номера
tal	числа
shan	шань
gäller	применяет
gäller	применяется
iii	iii
sarajevo	сараево
människor	люди
människor	народ
människor	людей
människor	люди
slutade	перестал
slutade	остановилось
slutade	прекратил
slutade	остановились
slutade	остановился
slutade	закончилось
slutade	закончилась
slutade	закончился
world	world
world	мир
august	августа
august	август
zeeland	зеландии
visar	отображение
visar	показ
visar	отображение
visar	отображает
visar	отображение
visar	отображается
visar	показывает
head	head
head	головка
head	голова
head	голову
flyttade	переехал
flyttade	перенесено
nästan	практически
nästan	почти
nästan	почти
egna	собственная
egna	собственных
egna	собственные
egna	собственный
egna	собственное
ursprungligen	изначально
ursprungligen	первоначально
ursprungligen	изначально
ursprungligen	первоначально
nytt	новые
nytt	новинка
nytt	новая
nytt	новый
nytt	новых
nytt	новое
sheng	шэн
brittiska	британское
brittiska	британская
brittiska	британские
brittiska	великобритании
brittiska	британцы
brittiska	британский
etiopien	эфиопия
etiopien	эфиопию
etiopien	эфиопии
grande	гранде
vars	чьи
vars	чей
vars	чье
vars	чья
grottor	пещеры
grottor	пещеры
christian	кристиан
christian	христианин
christian	христиане
christian	христианство
christian	христиан
labrador	лабрадора
newfoundland	ньюфаундленд
klubben	club
klubben	клуб
yta	поверхность
yta	поверхности
yta	область
yta	район
yta	площадь
livskraftig	жизнеспособность
aires	айресе
vatten	вода
vatten	воды
vatten	воду
vatten	водах
spelare	игрок
spelare	проигрыватель
spelare	игроки
spelare	игрокам
spelare	игроков
buenos	буэнос
andersson	андерссон
igen	опять
igen	вновь
igen	снова
start	начинайте
start	начать
start	начало
start	старт
start	стартап
oftast	обычно
oftast	преимущественно
true	true
true	правда
richard	ричард
reservoar	водохранилище
berlin	берлин
byte	байт
studerade	изучал
studerade	изучил
studerade	учился
studerade	изучен
studerade	училась
medlem	участник
medlem	член
jan	джен
jan	ян
jan	яна
jan	джан
liten	маленькая
liten	маленькие
liten	малых
liten	маленький
liten	мелкие
liten	малые
liten	little
liten	маленький
liten	маленькая
liten	мало
liten	маленькие
liten	крошечный
liten	крошечные
guatemala	гватемале
guatemala	гватемалы
guatemala	гватемала
version	версии
version	версия
manitoba	манитобы
information	информация
guyana	гвиана
guyana	гайана
stränder	берега
stränder	берегов
stränder	пляжи
stränder	пляжей
love	любить
love	love
love	люблю
love	любовь
love	любим
national	национальные
national	национальных
