och	in
ungefär	približno
tal	tal
tal	govor
tal	številka
tal	število
tal	številke
tal	števila
shan	shan
iii	iii
sarajevo	sarajevo
människor	ljudje
människor	ljudje
människor	ljudstvo
människor	osebe
människor	ljudi
slutade	ustavil
slutade	ustavljen
slutade	končalo
world	svet
world	svetovna
world	svetovno
world	world
august	avgusta
august	august
august	avgust
zeeland	zelandija
zeeland	zelandijo
zeeland	zelandije
zeeland	zeeland
visar	prikazovanje
visar	prikaže
visar	prikazovanje
visar	pokaže
visar	prikaže
visar	oddaje
visar	oddaj
head	glavo
head	glava
head	head
flyttade	preselil
flyttade	prestavljen
flyttade	premaknjena
nästan	skoraj
nästan	skoraj
egna	lastno
egna	lastne
egna	lastna
egna	lastni
ursprungligen	sprva
ursprungligen	prvotno
ursprungligen	prvotno
nytt	novo
nytt	nov
nytt	novi
nytt	nove
nytt	nova
sheng	sheng
brittiska	britanski
brittiska	britanci
brittiska	britansko
etiopien	etiopiji
grande	grande
vars	čigav
vars	čigava
vars	čigavo
grottor	jame
grottor	votline
christian	christian
christian	krščanski
christian	kristjan
labrador	labrador
newfoundland	newfoundland
klubben	klub
klubben	club
yta	površino
yta	površje
yta	ploskev
yta	območje
yta	površina
yta	področje
aires	airesu
vatten	vode
vatten	vodo
vatten	voda
vatten	vode
vatten	waters
spelare	igralec
spelare	predvajalnik
spelare	igralca
spelare	igralci
spelare	igralca
spelare	igralce
spelare	akterji
buenos	buenos
andersson	andersson
igen	spet
igen	znova
igen	ponovno
start	začetek
start	start
start	štart
start	začni
start	zagon
start	zagonu
oftast	običajno
oftast	navadno
oftast	ponavadi
oftast	večinoma
oftast	največkrat
true	res
true	resnično
true	true
true	resnična
true	resnica
richard	richard
reservoar	rezervoar
reservoar	zbiralnik
berlin	berlin
byte	bajt
studerade	raziskano
studerade	študiral
medlem	članica
medlem	član
medlem	poslanec
ännu	še
jan	jan
liten	majhno
liten	majhni
liten	majhen
liten	majhne
liten	majhna
liten	male
liten	mali
liten	majcen
liten	drobna
liten	drobni
liten	droben
guatemala	gvatemali
version	različica
version	različice
manitoba	manitoba
information	obveščanje
information	podatki
information	informacija
information	informacije
information	podatek
guyana	gvajana
guyana	gvajani
stränder	plaže
love	ljubezni
love	love
love	ljubezen
national	nacionalna
national	nacionalno
national	nacionalni
sur	kisli
sur	kisla
sur	kislo
sur	sur
använder	uporabe
typ	type
typ	vrsta
typ	tip
spelades	igral
spelades	igrala
spelades	igralo
arbete	dela
arbete	delo
bättre	boljša
bättre	boljši
bättre	bolje
bättre	boljše
problem	problem
problem	težava
problem	težavo
problem	težave
problem	problemi
problem	težave
problem	težave
problem	izdaj
problem	vprašanja
grand	jurja
grand	grand
são	sao
irland	irsko
irland	irska
irland	irski
säga	povej
alltså	zato
alltså	zatorej
edward	edvard
edward	edward
bst	bst
grundades	ustanovljena
grundades	ustanovljeno
grundades	ustanovljen
grundades	osnovana
grundades	ustanovil
varmt	vroče
varmt	vroč
varmt	vroča
varmt	topla
varmt	topel
varmt	topli
varmt	toplo
laget	ekipno
laget	ekipa
laget	team
botten	dno
botten	spodaj
lilla	male
lilla	mali
dog	umrla
dog	umrl
year	leto
year	letnica
bror	bratec
bror	brat
washington	washington
hög	visoko
hög	visoka
vuxna	odrasle
vuxna	odrasli
vuxna	odraslih
vuxna	odrasel
vuxna	odrasli
stod	stal
stod	stala
internationella	mednarodne
internationella	mednarodni
internationella	mednarodna
internationella	mednarodno
daniel	danijel
daniel	daniela
daniel	daniel
mark	označi
mark	mark
arbetade	delovalo
arbetade	obdelani
arbetade	delal
marie	marie
japan	japonska
japan	japonsko
förutom	razen
ville	ville
dagar	dnevi
dagar	dni
dagar	dneve
församlingen	kongregacija
församlingen	skupščina
församlingen	sklop
församlingen	sestavljanje
församlingen	sestav
direkt	neposredni
direkt	neposreden
direkt	neposredna
direkt	neposredne
direkt	neposredno
direkt	direktno
direkt	neposredno
records	evidenca
records	zapisi
records	evidence
stift	pin
stift	škofije
lund	lund
politiska	politični
politiska	politično
politiska	politična
bezirk	bezirk
haft	imelo
haft	imeli
haft	imel
haft	imela
mitten	sredina
mitten	srednji
mitten	srednja
mitten	središče
mitten	center
georg	george
georg	georg
alltid	vedno
alltid	zmeraj
otto	otto
united	združeni
united	združena
united	združene
united	united
united	združeno
aktiv	aktivna
aktiv	dejavno
aktiv	aktiven
aktiv	aktivni
aktiv	aktivno
inget	nič
silver	srebrn
silver	srebro
silver	srebrno
silver	srebrna
silver	silver
henrik	henrik
henrik	gašper
henrik	henry
walker	walker
walker	walkerja
karriär	kariera
karriär	kariere
karriär	kariero
karriär	kariera
karriär	kariere
president	predsednik
president	predsednica
federationen	federacija
federationen	federacije
mitt	rokavica
mitt	rokavico
mitt	moj
mitt	moja
mitt	rudnik
mitt	moje
kungliga	kraljevi
kungliga	kraljevsko
kungliga	royal
kungliga	kraljevo
kungliga	royals
alto	alto
nils	nils
slut	konec
liknande	podobni
liknande	podoben
liknande	podobna
liknande	podobne
liknande	podobnih
liknande	podobno
belägen	nahaja
högre	glasneje
högre	višja
högre	višji
högre	višje
league	league
league	ligo
league	liga
johannes	johannes
johannes	john
johannes	janez
johannes	janeza
person	oseba
person	osebi
person	osebo
anspråk	trdil
anspråk	trditve
anspråk	terjatve
anspråk	zahtevek
anspråk	terjatev
anspråk	trditev
pointe	pointe
komma	vejica
komma	vejico
komma	prihaja
små	majhno
små	majhni
små	majhen
små	majhne
små	majhna
spela	igraj
spela	igrajo
spela	predvajanje
spela	igranje
bilder	podobe
bilder	slike
bilder	slik
bilder	slike
bilder	slik
bilder	fotografije
bilder	slike
bilder	fotografij
nummer	številka
nummer	število
nummer	številke
nummer	števila
länge	dolge
länge	dolg
länge	dolgo
länge	dolgi
länge	dolga
hand	roki
hand	roka
slaget	bitka
slaget	bitko
spelet	igro
spelet	tekma
spelet	tekmo
spelet	igra
väg	pot
väg	pot
väg	cesta
rum	sobe
rum	sob
rum	sobo
rum	soba
rum	sobi
pierre	pierre
djur	živali
djur	živalsko
djur	živalska
djur	žival
djur	živali
central	osrednje
central	centralne
central	centralno
central	osrednji
central	centralni
färg	barve
färg	barvni
färg	barvo
färg	barvno
färg	barva
färg	barve
färg	barvni
färg	barvo
färg	barva
färg	barve
färg	barvo
färg	barva
strand	shore
strand	obalo
strand	obala
strand	plaža
strand	plažo
strand	obala
strand	beach
strand	sklop
strand	pramen
säsong	sezono
säsong	sezona
företaget	družbo
företaget	četa
företaget	podjetje
företaget	družba
regi	režiral
regi	usmerjeno
regi	usmerjeni
regi	usmerjena
regi	usmerjanje
regi	vodenju
punkt	odstavek
punkt	dot
punkt	piko
punkt	pika
punkt	točka
punkt	point
punkt	točko
big	velika
big	veliki
big	velike
big	velik
områden	regije
områden	regij
områden	območja
områden	področja
områden	površine
gifte	poročeni
gifte	poročen
gifte	poročena
europeiska	evropski
europeiska	evropska
europeiska	evropsko
skriva	napiši
skriva	piši
skriva	pisanje
skriva	tipkanje
skriva	pisanje
international	mednarodne
international	mednarodni
international	mednarodna
international	mednarodno
börjar	prične
börjar	zagon
börjar	začetek
avsnitt	poglavji
avsnitt	oddelki
avsnitt	odsek
avsnitt	poglavje
avsnitt	razdelek
avsnitt	oddelek
avsnitt	epizodo
avsnitt	epizode
avsnitt	epizoda
avsnitt	epizode
avsnitt	epizod
bas	baza
bas	osnova
bas	oporišče
bas	bas
bas	bas
bas	bass
sankt	sveti
sankt	svetnik
sankt	svetnica
sankt	saint
serra	serra
eget	lastno
eget	lastne
eget	lastna
eget	lastni
sulawesi	sulawesi
fotboll	nogomet
fotboll	football
fotboll	nogomet
fotboll	fuzbal
bok	knjigo
bok	knjiga
bok	bok
lyckades	uspela
lyckades	uspelo
lyckades	uspeli
lyckades	uspela
lyckades	uspelo
lyckades	uspel
#aaa	#aaa
sven	sven
île	île
white	bel
white	bela
white	belo
white	beli
white	bele
ord	beseda
ord	besedo
ord	besed
ord	besede
referens	referenca
referens	sklic
referens	sklicevanje
tall	visoki
tall	visok
tall	visoka
tall	bor
tall	pine
fortsatte	nadaljevanje
fortsatte	nadaljevalo
delvis	delne
delvis	delno
delvis	delna
delvis	delni
delvis	delno
delvis	deloma
delvis	delno
delvis	deloma
museum	muzej
sju	seven
sju	sedem
unit	enota
verksamhet	operacije
verksamhet	dejavnosti
verksamhet	aktivnosti
verksamhet	dejavnost
verksamhet	dejavnosti
verksamhet	aktivnost
verksamhet	aktivnosti
lever	jeter
lever	jetra
position	položaj
position	lega
position	stališče
position	pozicija
minst	minimalno
minst	najmanj
minst	najmanjša
minst	najmanj
adolf	adolf
adolf	adolf
albert	albert
betyder	pomeni
utflöde	odliv
utflöde	iztok
ned	ned
ned	neda
belgien	belgijo
belgien	belgija
böcker	knjige
böcker	knjig
olof	olof
texas	teksas
texas	texas
victoria	viktorija
victoria	victoria
officiella	uradnik
officiella	uradna
officiella	uradno
officiella	uradni
bakom	iza
rev	grebeni
rev	rev
rev	greben
rev	čeri
långa	ling
långa	dolge
långa	dolg
långa	dolgo
långa	dolgi
långa	dolga
heinrich	heinrich
fotbollsspelare	nogometaši
fotbollsspelare	nogometaš
solid	trdna
solid	trdni
solid	trdne
solid	trden
solid	trdno
magnus	magnus
slott	gradove
slott	castle
slott	grad
slott	dvorec
slott	palačo
slott	palača
familj	druzina
familj	družina
huset	house
huset	hiša
huset	hisa
huset	hiška
regeringen	omarica
regeringen	omara
regeringen	kabinet
regeringen	vladna
regeringen	vlado
regeringen	vladno
regeringen	vlada
regeringen	vladni
regeringen	vlade
trummor	bobni
spel	igro
spel	tekma
spel	tekmo
spel	igra
spel	tekme
spel	igre
spel	igrah
spel	igrice
spel	iger
aten	atene
aten	atenah
svenskt	švedska
svenskt	švedsko
svenskt	švedski
rad	črta
rad	vrstica
rad	rad
rad	vrstica
sett	videli
sett	videl
sett	viden
sett	videna
länet	okrožni
länet	okrožje
länet	okraj
länet	okrožju
johansson	johansson
hus	house
hus	hiša
hus	hisa
hus	hiška
hus	hiš
hus	hiške
hus	hiše
långt	daleč
långt	dolge
långt	dolg
långt	dolgo
långt	dolgi
långt	dolga
förlorade	izgubljena
förlorade	izgubljeni
förlorade	izgubil
förlorade	izgubljeno
förlorade	izgubljen
tio	ten
par	par
par	pari
par	parov
par	pari
par	parov
par	par
par	para
enbart	le
enbart	samo
stefan	stephen
stefan	štefan
stefan	stephena
stefan	stefan
fast	zataknilo
fast	zataknil
fast	obtičal
fast	zataknila
fast	popravljeno
fast	fiksno
fast	popravil
fast	fiksna
åtta	osmica
åtta	osem
arabiska	arabska
arabiska	arabski
arabiska	arabec
arabiska	arabski
arabiska	arabsko
arabiska	arabska
santo	santo
bern	bernu
bern	bernski
tror	verjemi
tror	misli
peru	peruja
peru	peru
peru	peruju
sungai	sungai
côte	côte
costa	costa
chef	upravnik
chef	upravitelj
chef	upravljalnik
chef	menedžer
chef	poglavar
chef	načelnik
chef	šefica
chef	boss
chef	šef
system	sistem
system	sistemi
stöd	pomoč
stöd	pomoči
stöd	podporo
stöd	podpore
stöd	podpora
stöd	pomoč
gridcolor	gridcolor
nilsson	nilsson
brukar	običajno
brukar	navadno
brukar	ponavadi
innehåll	vsebnost
innehåll	vsebina
innehåll	vsebine
innehåll	vsebina
innehåll	vsebine
mellersta	sredina
mellersta	srednji
mellersta	srednja
mellersta	osrednje
mellersta	centralne
mellersta	centralno
mellersta	osrednji
mellersta	centralni
låtar	melodije
låtar	pesmi
varför	zakaj
brdo	brdo
axel	rame
axel	ramo
axel	rama
axel	rami
axel	axel
axel	os
axel	osi
axel	os
omfattar	zajema
omfattar	prevleke
omfattar	pokrovi
ackumulerade	kumulativno
ackumulerade	kumulativna
skolan	šole
skolan	šolo
skolan	šola
kontinent	celina
kontinent	celini
kontinent	celino
roman	rimljan
roman	rimska
roman	roman
roman	romana
roman	rimske
roman	roman
roman	romana
stadium	stadion
stadium	faza
stadium	oder
gränsen	meja
gränsen	mejo
gränsen	meje
gränsen	meji
les	les
radio	radia
radio	radio
dansk	dansko
dansk	danske
dansk	danski
dansk	dane
företag	poslovanje
företag	posel
företag	posli
företag	družbo
företag	četa
företag	podjetje
företag	družba
företag	podjetja
företag	družbe
företag	podjetja
företag	podjetji
företag	podjetja
företag	enterprise
företag	podjetništvo
startade	začel
startade	začela
gunnar	gunnar
orten	city
orten	mesto
orten	mestu
tillhörde	pripadal
tillhörde	pripadala
nere	dol
nere	navzdol
rom	rimu
rom	rim
rom	rima
rom	rom
rom	ruma
rom	rum
betydelse	pomembnost
betydelse	pomeni
betydelse	pomen
betydelse	pomen
betydelse	pomembnost
imagesize	imagesize
saskatchewan	saskatchewan
timeaxis	timeaxis
plotarea	plotarea
scalemajor	scalemajor
starkt	odločno
starkt	močan
starkt	močni
starkt	močno
starkt	močna
johann	johann
insee	insee
dateformat	dateformat
textcolor	textcolor
alignbars	alignbars
josé	jose
josé	josé
finska	finska
finska	finsko
finska	finski
köpenhamn	københavnu
skapa	ustvarjati
skapa	ustvariti
skapa	ustvarjanje
skapa	ustvari
skapa	ustvarjanje
musiker	glasbenik
musiker	glasbenikov
musiker	glasbeniki
musiker	glasbenika
musiker	glasbenike
sångare	pevke
sångare	pevci
sångare	pevka
sångare	singer
sångare	pevec
mont	mont
hem	domača
hem	doma
hem	domov
hem	dom
ursprung	izvor
ursprung	poreklo
ursprung	poreklo
vet	ve
polen	poljsko
polen	poljski
polen	poljska
håller	držala
håller	gospodarstvu
håller	držanje
håller	holding
håller	gospodarstvo
bulgarien	bolgarija
bulgarien	bolgarijo
längs	vzdolž
ordning	naročila
ordning	naroči
ordning	red
ordning	naročilo
srpska	srpska
förslag	predlogi
förslag	predlog
förslag	predloga
förslag	predloge
förslag	predlogi
förslag	predlog
förlag	založnik
förlag	izdajatelj
förlag	izdajanje
förlag	objavo
förlag	objavljanje
förlag	založniki
parti	zabava
parti	zabavo
parti	žur
parti	party
parti	pošiljko
parti	pošiljka
parti	serije
parti	serija
parti	lot
äldsta	najstarejša
äldsta	najstarejši
äldsta	najstarejša
äldsta	najstarejši
singel	enotnega
singel	single
singel	samski
singel	samska
behöver	potrebo
behöver	potreba
behöver	rabi
behöver	potrebe
behöver	potrebuje
behöver	potreb
alfred	alfred
jar	kozarec
icke	non
vanligen	običajno
vanligen	navadno
vanligen	ponavadi
danska	dansko
danska	danske
danska	danski
genre	zvrst
colorado	koloradu
colorado	kolorado
colorado	colorado
kali	kali
procent	odstotki
procent	odstotek
procent	odstotek
ernst	ernst
territorium	ozemlje
live	živi
live	živeti
live	živel
live	live
live	živeli
live	živela
ludwig	ludwig
ludwig	ludvik
sul	sul
vägen	pot
vägen	cesta
gammal	stare
gammal	star
gammal	staro
gammal	stara
gammal	stari
tryckta	tiskani
tryckta	tiskane
tryckta	natisnjeno
tryckta	tiskano
modern	moderna
modern	sodobno
modern	sodobna
modern	sodobni
modern	moderno
centrum	centrum
centrum	središče
centrum	center
centrum	središče
centrum	center
spelat	igral
spelat	igrala
spelat	igralo
sådana	takšne
sådana	takšna
sådana	take
studier	študija
studier	študij
studier	študije
filmer	filmi
filmer	kino
filmer	filmi
filmer	filme
byn	vasi
byn	vasica
carolina	karolini
carolina	karolina
ben	bones
ben	kosti
ben	kosteh
ben	noge
ben	nog
ben	nogice
ben	nogi
ben	bena
ben	ben
ben	kosti
ben	kost
ben	bone
ben	nogo
ben	noga
ben	nogi
snart	kmalu
montana	montana
fylke	shire
roller	roller
roller	vloge
roller	vlog
skopje	skopje
uppdrag	misije
uppdrag	dodeljevanje
uppdrag	naloga
uppdrag	dodelitev
uppdrag	misija
uppdrag	misijo
uppdrag	poslanstvo
uppdrag	naloga
uppdrag	zadolžitve
rivière	rivière
francis	franc
francis	francis
vita	bel
vita	bela
vita	belo
vita	beli
vita	bele
vita	vita
kanal	kanal
kanal	kanal
ålder	starost
emot	proti
emot	zoper
fjärde	četrto
fjärde	četrta
fjärde	četrtič
fjärde	četrti
club	klub
club	club
flertal	večkratno
flertal	večkratni
morro	morro
tidigt	zgodnje
tidigt	zgodnja
tidigt	zgodnji
tidigt	zgodaj
konstnär	slikar
konstnär	umetnik
konstnär	izvajalec
konstnär	umetnica
stil	stil
stil	slog
troligen	verjetno
troligen	vrjetno
troligen	verjeten
troligen	verjetna
senaste	nedavne
senaste	nedavno
senaste	nedavna
senaste	zadnji
senaste	nazadnje
senaste	poslednje
senaste	zadnje
senaste	zadnja
senaste	najnovejši
senaste	najnovejše
sådan	takšne
sådan	takšna
sådan	take
ändå	vseeno
ändå	še
ändå	še
kastilien	castile
brazzaville	brazzaville
die	umri
die	umreti
die	umrl
tidningen	časopis
tidningen	časopisi
tidningen	revije
tidningen	revijo
tidningen	revija
isla	isla
juan	juan
juan	juana
gräs	lonec
gräs	travo
gräs	trava
gräs	trave
gräs	travo
gräs	trava
gräs	trave
gräs	travo
port	pristanišče
port	pristanišča
port	port
mine	moj
mine	moja
mine	rudnik
mine	moje
beirut	bejrutu
ledare	vodniki
ledare	vodja
ledare	leader
ledare	uredniške
ledare	vodje
ledare	voditelji
dalarna	dolin
dalarna	doline
mst	mst
material	materialno
material	material
material	gradivo
material	materiali
material	material
material	materialov
don	dona
don	don
norska	norveško
norska	norveške
norska	norveška
norska	norveški
folk	folk
folk	ljudje
folk	ljudstvo
folk	osebe
folk	ljudi
nästa	naslednji
nästa	naslednja
skogar	gozdovi
skogar	gozda
skogar	woods
skogar	gozd
skogar	gozdov
skogar	gozdovi
monte	monte
cup	pokal
cup	skodelico
cup	skodelica
cup	lonček
skottland	škotske
skottland	škotski
skottland	škotsko
skottland	škotska
norte	norte
historiska	zgodovinski
historiska	zgodovinska
historiska	zgodovinsko
historiska	zgodovinski
historiska	zgodovinsko
historiska	zgodovinska
historiska	zgodovinske
norsk	norveško
norsk	norveške
norsk	norveška
norsk	norveški
norsk	norsk
längd	trajanje
längd	dolžina
längd	višina
längd	višine
brown	rjavo
brown	rjavi
brown	rjave
brown	rjava
kungen	king
kungen	kralj
skillnad	razlika
skillnad	razliko
skillnad	razlike
petit	petit
bgcolor	bgcolor
skåne	scania
togs	slikano
togs	vzet
omfattande	celovite
omfattande	celovit
omfattande	celovito
omfattande	izčrpno
omfattande	izčrpen
omfattande	obsežna
omfattande	obširno
omfattande	obsežno
omfattande	obsežne
karta	zemljevid
insekter	insekti
insekter	žuželke
insekter	hrošče
insekter	žuželke
insekter	hrošči
möjligt	možen
möjligt	možna
möjligt	možne
möjligt	možni
möjligt	možno
grekiska	grški
grekiska	grško
grekiska	grk
grekiska	grška
snabbt	hitro
snabbt	hitri
snabbt	hiter
snabbt	hitra
snabbt	hitro
snabbt	hitro
armén	armada
armén	vojska
armén	vojsko
program	programe
program	programi
program	program
program	program
program	programe
program	programi
program	programov
egentligen	pravzaprav
egentligen	dejansko
und	und
programmet	program
programmet	program
venezuela	venezueli
visade	prikazana
visade	prikazanih
visade	prikazano
visade	prikazane
visade	prikazan
visade	predstavljeni
visade	predstavljeno
visade	predstavljene
visade	predstavljena
visade	predstavljenih
visade	predstavljen
visade	obravnavati
gud	boga
gud	bog
sommaren	summer
sommaren	poletna
sommaren	poletni
sommaren	poletno
