את	te
בעיות	problémákkal
בעיות	problémák
בעיות	kérdések
מערב	nyugat
מערב	nyugati
מערב	nyugati
מערב	nyugat
מערב	western
שום	fokhagyma
עברה	elköltözött
עברה	költözött
לוח	tábla
לוח	deszka
לוח	fedélzeten
לוח	tábla
לוח	tabletta
לוח	tábla
לוח	panel
חושב	gondolkodás
חושב	gondolkodik
חושב	gondolkodom
חושב	gondolkodó
לידה	születés
לידה	születési
לידה	szülés
תחילת	korán
תחילת	korai
הבינלאומי	international
הבינלאומי	nemzetközi
בדיוק	pontosan
שעות	órákban
שעות	óra
שעות	órák
מאות	szád
מאות	száj
מאות	évszázadok
מאות	évszázadokkal
מאות	száz
הצעיר	legfiatalabb
הצטרף	csatlakozz
הצטרף	csatlakozás
הצטרף	csatlakozott
נכתב	megírva
נכתב	írásbeli
נכתב	írta
נכתב	írott
השאר	pihenés
השאר	többi
השאר	pihenő
דרור	veréb
הקשר	összefüggés
הקשר	összefüggésben
ממש	tényleg
ממש	igazán
האוניברסיטה	university
האוניברסיטה	egyetem
אמר	said
אמר	mondta
עובד	alkalmazott
עובד	alkalmazottak
עובד	munkavállaló
עובד	munkatárs
עובד	működik
עובד	dolgozó
עובד	munkavállaló
עובד	munkás
עובד	dolgozó
עובד	dolgozik
עובד	dolgozom
עובד	dolgozok
גילגמש	gilgames
פולין	lengyelország
אנגליה	anglia
אנגליה	england
אנגליה	angliai
התמונה	kép
התמונה	képet
התמונה	képet
התמונה	kép
התמונה	fénykép
הימים	napok
הימים	napokban
הימים	napokat
הימים	napokon
חדשות	hírek
חדשות	hír
סיפור	sztori
סיפור	történet
סיפור	story
סיפור	története
סיפור	mese
הנוער	fiatalok
הנוער	ifjúsági
הנוער	fiatalság
הנוער	ifjúság
אנג	ange
אנג	aang
מיוחד	különleges
מיוחד	speciális
חינוך	oktatási
חינוך	oktatás
הצי	flotta
תרגום	fordítás
פרסם	poszt
פרסם	posta
פרסם	post
פרסם	bejegyzést
פרסם	bejegyzésre
פרסם	bejegyzés
פרסם	közzétette
פרסם	kiküldött
פרסם	közzétett
פרסם	hirdetni
פרסם	kihirdetik
פרסם	közzététel
פרסם	közzétette
פרסם	publikált
פרסם	közzétett
לבסוף	végre
מישהו	bárkinek
מישהו	valaki
מישהו	bárkit
מישהו	bárki
מישהו	valaki
מישהו	valakit
מישהו	valaki
מישהו	bárki
קרן	alap
קרן	alapítvány
קרן	karen
קרן	keren
קרן	alap
הסכם	megállapodás
הסכם	egyetértés
הסכם	megegyezés
הסכם	egyezség
הסכם	szerződéssel
הסכם	szerződés
חברים	barátokkal
חברים	barátok
חברים	barátaim
חברים	ismerősök
מלא	full
מלא	teljes
גוף	test
גוף	testem
גוף	holttest
גוף	holttestek
גוף	hullák
גוף	testek
גוף	szervek
לוי	levi
לוי	levy
לוי	illeték
רואה	lásd
קיימים	léteznek
קיימים	létezni
קיימים	létezik
קיימים	meglévő
קיימים	meglevő
קיימים	létező
ערב	este
ערב	estét
לונדון	londoni
לונדון	londonban
לונדון	london
לונדון	londonba
ימין	jobbra
קול	hang
קול	hangot
קול	hangja
קול	hang
קול	cole
מעמד	állapot
מעמד	státusz
מעמד	óra
מעמד	osztály
מספיק	elég
יהדות	zsidó
יהדות	zsidók
יהדות	judaizmus
יהדות	zsidók
המועצה	tanács
סופר	író
סופר	super
סופר	szuper
סופר	író
סופר	szerző
דוגמה	dogma
דוגמה	példa
עץ	fa
עץ	wood
עץ	erdő
עץ	fát
עץ	fán
עץ	fa
עץ	fája
עץ	fák
חזרה	próba
חזרה	próbára
חזרה	ismétlés
חזרה	vissza
הציבור	nyilvános
הציבור	nyilvánosság
הציבור	nyilvánosan
הציבור	publikus
הרפובליקה	köztársaság
שחקנים	játékosok
שחקנים	szereplők
שחקנים	szereplők
שחקנים	színészek
אירועים	események
אירועים	esemény
אירועים	rendezvények
יחידות	egységek
יחידות	egység
אלף	alf
אלף	ezer
מנהל	admin
מנהל	adminisztrátor
מנהל	rendező
מנהל	igazgató
מנהל	menedzser
מנהל	vezető
מנהל	kezelő
מנהל	igazgató
מנהל	végrehajtó
מנהל	ügyvezető
מנהל	adminisztrátor
מנהל	ügyvezető
מנהל	ügyintéző
מנהל	tisztviselő
מפה	térkép
מפה	térképet
בעיה	gond
בעיה	probléma
בעיה	baj
נתן	nathan
נתן	adta
נתן	adott
דמויות	számadatok
דמויות	számok
דמויות	figurák
דמויות	karakterek
דמויות	szereplők
דברים	dolgok
דברים	dolgokat
דברים	cucc
דברים	cuccok
להוסיף	hozzáadás
להוסיף	hozzáadása
אריה	oroszlán
אריה	aria
בראשית	genesis
קטנה	kis
קטנה	kicsik
קטנה	kicsi
קטנה	kis
קטנה	kicsi
קטנה	kevés
סן	sen
סן	szan
סן	san
יוני	júniusi
יוני	june
יוני	június
יוני	júniusban
אודות	kb
אודות	nagyjából
אודות	körülbelül
מוזיאון	múzeumok
מוזיאון	múzeum
מוזיאון	múzeumi
מוזיאון	múzeum
מוזיאון	museum
כנסת	zsinagóga
ספרו	mondd
יחסי	relatív
יחסי	viszonylagos
יחסי	rokon
יחסי	kapcsolatok
יכולת	lehetne
יכולת	képesség
יכולת	képességek
הגיעה	megérkezett
הגיעה	megérkeztek
רחוב	utca
גברים	hímek
גברים	férfi
גברים	férfiak
גברים	emberek
דן	dan
השואה	holokauszt
הגוף	test
הגוף	testem
הגוף	holttest
אדום	piros
אדום	piroska
אדום	vörös
קבע	szett
קבע	set
קבע	beállítva
קבע	forgatás
חד	sharp
חד	éles
ההיסטוריה	történelme
ההיסטוריה	előzmények
ההיסטוריה	történelem
אומר	mondás
אומר	mondja
המערכת	rendszer
המערכת	system
תבניות	sablonok
תבניות	minták
תבניות	mintákat
תבניות	formátumok
עברית	héber
כולם	mindenki
כולם	mindenkinek
כולם	mindegyik
כולם	mind
כולם	minden
כולם	mindenki
כולם	mindenkinek
קטנים	kis
קטנים	kicsik
קטנים	kicsi
אפשרות	opció
אפשרות	lehetőség
אפשרות	lehetőség
עמד	állt
עמד	álltam
נוצר	létrehozott
נוצר	létrehozva
נוצר	teremtett
נוצר	kialakult
נוצר	alakított
נוצר	alakult
נוצר	keletkező
נוצר	generált
נוצר	keletkezett
מקורות	forrás
מקורות	források
מקורות	eredet
בפועל	tényleges
ספרות	számjegye
ספרות	számjegy
ספרות	irodalom
קבוע	állandó
קבוע	végleges
קבוע	tartós
קבוע	maradandó
קבוע	állandó
קבוע	folyamatos
קבוע	rendszeresen
קבוע	rendszeres
קבוע	normál
קבוע	rögzített
קבוע	fix
קבוע	rögzítve
תפקידים	szerepei
לחלוטין	abszolút
לחלוטין	teljesen
לחלוטין	teljesen
עולה	költség
עולה	költségek
עולה	emelkedő
עולה	emelkedik
עולה	emelkedő
מפלגת	party
מפלגת	buli
מפלגת	parti
מקרה	ügy
מקרה	case
מקרה	eset
כיצד	hogyan
ויליאם	william
ויליאם	vilmos
ברק	villámlás
ברק	barak
ברק	villámlás
ברק	villám
פנים	belső
פנים	belseje
פנים	arcokat
פנים	arcok
פנים	arcát
פנים	arc
פנים	arca
מגיע	jövök
מגיע	jön
כמות	mennyiség
צבאי	katonaság
צבאי	katonai
צבאי	hadsereg
ועדת	bizottság
סין	porcelán
סין	kína
סין	china
העיקרי	elsődleges
העיקרי	primer
תוכניות	programok
תוכניות	tervek
תוכניות	programok
ואז	akkor
ואז	aztán
מיד	azonnal
אלוף	bajnok
אלוף	bajnok
הנושא	téma
סדר	megrendelés
סדר	rendelés
סדר	rend
סדר	parancs
התרבות	tenyésztés
התרבות	kultúra
התרבות	civilizációt
התרבות	civilizáció
חוסר	hiánya
חוסר	hiány
ניסיון	élmény
ניסיון	tapasztalat
ניסיון	tapasztalatok
ניסיון	tapasztalattal
ישראלית	izraeli
ישראלית	izraeliek
חומר	anyagok
חומר	anyag
חומר	anyaga
חומר	cucc
חומר	cuccok
חומר	alapanyagok
חומר	anyagok
חומר	anyag
גרסה	verzió
גרסה	változat
כאלה	ilyen
פרי	perry
פרי	gyümölcs
פרי	gyümölcsök
פרי	gyümölcsöt
כפר	település
כפר	falusi
כפר	falu
רד	piros
רד	piroska
רד	vörös
ההצבעה	szavazás
ההצבעה	szavazati
ההצבעה	szavazó
עניין	érdeklődés
עניין	kamat
עניין	érd
עניין	kamatok
דם	vér
דם	véres
דם	blood
הכפר	település
הכפר	falusi
הכפר	falu
יפן	japán
נשק	fegyver
נשק	fegyverek
נשק	fegyver
נשק	fegyvert
נשק	karok
נשק	fegyvert
נשק	karokat
נשק	kar
נשק	fegyverek
נשק	lőfegyver
מיני	mini
מיני	szexualitás
מיני	szexuális
מיני	minnie
מיני	szexuálisan
מבנים	épületek
מבנים	struktúrák
מבנים	szerkezetek
המשנה	helytartó
המועדון	klub
המועדון	club
מלבד	kivéve
אמנות	művészet
אמנות	art
הממלכה	királyság
יפה	gyönyörű
דיון	vita
דיון	megbeszélés
דיון	beszélgetés
דיון	vita
בשימוש	használt
בשימוש	felhasznált
מרדכי	mordecai
אש	tűz
אש	hamu
אש	ash
מרכזי	központi
מרכזי	központok
עשרות	tízes
עשרות	tucatnyi
השירים	dalok
השירים	dalokat
משמעות	jelentősége
רוברט	robert
רוברט	róbert
אישי	személyes
אישי	személyi
תושבים	lakói
תושבים	lakosok
תושבים	lakos
תושבים	lakói
תושבים	lakók
תושבים	lakosok
קרוב	szoros
קרוב	közel
קרוב	bezárása
קרוב	közeli
עכשיו	most
שמונה	nyolc
רשמי	hivatalos
רשמי	tisztviselő
רשמי	formális
אורי	uri
אורי	jurij
אורי	ori
מאי	may
מאי	május
מאי	májusi
מאי	májusban
מאי	mai
שירת	szolgálta
שירת	szolgált
פיתוח	fejlesztés
פיתוח	fejlődés
פיתוח	fejlesztési
פיתוח	fejlődő
פיתוח	fejlesztése
חנה	hannah
חנה	hanna
חנה	hana
חנה	hanna
הקיסר	uralkodó
הקיסר	császár
הקריירה	karrier
מאמרים	árucikkek
מאמרים	cikkek
הכי	legtöbb
גבי	gabi
גבי	gaby
פעולות	műveletek
פעולות	üzemeltetés
פעולות	műveletek
פעולות	fellépések
פעולות	akciók
פעולות	intézkedések
פעולות	cselekvések
דמות	jellem
דמות	karakter
דמות	figura
דמות	ábra
השאלה	kérdés
הטבע	jelleg
הטבע	természet
חלקים	alkatrész
חלקים	alkatrészek
חלקים	részek
חלקים	szakaszok
חלקים	szelvény
חלקים	darabok
חלקים	darabjai
חלקים	darab
חלקים	darabokban
חמש	öt
חמש	öten
מילים	szöveget
מילים	szöveg
מילים	szövegek
מילים	szavakat
מילים	szavak
סדרה	sorozat
סדרה	szekvencia
סדרה	sorrend
הופיעה	megjelent
שפה	nyelv
אוויר	levegő
אוויר	air
סיימה	elkészült
סיימה	befejezett
סיימה	kész
השיחה	társalgás
השיחה	beszélgetés
השיחה	beszélgetést
אבי	avi
אבי	abby
קישור	hivatkozás
קישור	kapcsolat
קישור	link
קישור	linket
קישור	hivatkozást
לקרוא	olvasott
ערוץ	csatorna
זכות	kiváltság
כבוד	tiszteletet
כבוד	tisztelet
כבוד	méltóság
חמישה	öt
חמישה	öten
במקור	eredetileg
הקדוש	saint
הקדוש	szent
מיזם	projekt
מיזם	project
מיזם	venture
טיפול	kezelés
טיפול	terápia
טיפול	kezelés
טיפול	kezelésre
טיפול	kezelése
המכונה	gépezet
המכונה	gép
אוסטרליה	ausztrália
תנועה	mozgás
תנועה	indítvány
תנועה	közlekedés
תנועה	forgalom
תנועה	dugó
תנועה	mozgás
ידע	tudtam
ידע	tudta
ידע	tudás
ידע	ismeretek
זאב	farkas
זאב	wolf
החמישי	ötödik
זוכה	győz
זוכה	nyert
זוכה	győztes
זוכה	nyertes
משני	középfokú
משני	másodlagos
הוועדה	bizottság
מנחם	menachem
מנחם	megnyugtató
יחיד	egyedülálló
יחיד	single
יחיד	egyetlen
יחיד	szingli
כוכב	csillagos
כוכב	csillag
כוכב	sztár
פרופ	kellék
תחנת	állomás
תחנת	pályaudvar
ראשית	először
ראשית	első
הנרי	henrik
הנרי	henry
המערבי	nyugati
המערבי	nyugat
המערבי	western
במהירות	gyorsan
בנימין	benjamin
פול	paul
פול	pál
ביטוי	mondat
ביטוי	kifejezés
ביטוי	kifejezés
המזרחי	kelet
המזרחי	keleti
כבש	lamb
כבש	bárány
פרופסור	professzor
דעת	vélemény
דעת	véleményt
דעת	vélemények
שחור	fekete
שחור	black
לבנון	libanoni
לבנון	libanon
לבנון	libanoni
באמת	tényleg
באמת	igazán
לכיוון	felé
האלה	istennő
חודש	hónap
חודש	hónapja
ארד	arad
ארד	bronz
בסמוך	szomszédos
שכתב	felülírja
חוקי	jogi
חוקי	legális
חוקי	törvényes
בתחילה	kezdetben
בתחילה	eleinte
עלי	ali
לאומי	nemzeti
לאומי	országos
לאומי	national
שמעון	simon
שמעון	simeon
הכולל	teljes
הכולל	összesen
יוצא	kimenő
יוצרים	képező
יוצרים	alkotók
הטובה	tuba
להביא	hozz
להביא	hozd
להביא	hozd
שינויים	módosítások
שינויים	változtatások
שינויים	változás
שינויים	változások
שינויים	változtatás
הצליחו	sikerült
הבעיה	gond
הבעיה	probléma
הבעיה	baj
נתונים	adatok
נתונים	adat
נתונים	adatforgalom
יולי	júliusban
יולי	júliusi
יולי	július
מזון	étel
מזון	élelem
מזון	élelmiszerek
מזון	táplálék
מזון	élelmiszer
מזון	élelmiszerek
מזון	ételek
ואן	furgon
בא	jövök
בא	jön
חבל	kötelet
חבל	kötél
חבל	szánalom
בניין	épület
עומד	áll
עומד	állva
עומד	áll
עזרה	segíteni
עזרה	segítség
פרקים	epizódjainak
פרקים	epizódok
פרקים	epizód
מקובל	elfogadhatónak
מקובל	elfogadható
מקובל	elfogadva
מקובל	elfogadott
מקובל	elfogadta
השמש	napsütés
השמש	sun
השמש	nap
השמש	napfény
גורם	okoz
גורם	faktor
גורם	tényező
גורם	teszi
גורם	okok
גורם	okozza
גורם	okoz
שבת	szombati
שבת	szombaton
שבת	szombat
שבת	sabbath
עדכון	frissítés
עדכון	frissítése
נכנס	belép
מנסה	próbálom
מקומות	helyszínek
מקומות	helyek
מעולם	sosem
מעולם	soha
הגנה	védelmet
הגנה	védelme
הגנה	védelem
הגנה	oltalom
הגנה	védelem
הגנה	védekezés
הגנה	védelmi
הגנה	védelem
הגנה	védekezés
הגנה	védelmi
קל	könnyű
אלפי	alfie
גובה	magasság
גובה	emelkedés
גובה	magassága
גובה	magasság
זוג	páros
זוג	pár
מיכאל	michael
מיכאל	mihály
תקשורת	kommunikáció
תקשורת	közlemény
תקשורת	kommunikációs
תקשורת	media
תקשורת	média
תקשורת	kommunikáció
תקשורת	távközlés
תקשורת	kommunikációs
לס	les
המזרח	keletre
המזרח	keleti
המזרח	kelet
משקל	súlya
משקל	súly
משקל	testtömeg
משקל	testsúly
משקל	tömeg
חולים	páciensek
חולים	betegek
אלי	ellie
אלי	eli
אלי	szövetséges
אלי	szövetségesek
אלי	ally
אלי	ali
השפעה	ütközés
השפעה	becsapódás
השפעה	hatás
השפעה	hatása
השפעה	befolyásos
השפעה	befolyása
השפעה	befolyással
השפעה	befolyás
השפעה	hatása
השפעה	hatás
השפעה	effektus
יצירות	alkotások
יצירות	működik
המחוז	megyei
המחוז	megye
חטיבת	brigád
טען	terhelés
טען	igényelt
טען	állította
תחילה	először
תחילה	első
נבנה	épült
נבנה	épített
נבנה	felépített
נבנה	beépített
מכון	intézet
מכון	intézmény
נערך	szerkesztett
שווה	forró
שווה	hot
שווה	meleg
שווה	dögös
שווה	egyenlők
שווה	egyenlő
שווה	egyenlők
שווה	egyenlőek
שווה	egyenlő
שווה	érdemes
שווה	megéri
שווה	worth
כוללת	tartalmazza
כוכבים	bolygók
כוכבים	csillagok
כוכבים	sztárok
כוכבים	csillag
תוצאות	eredmény
תוצאות	eredmények
תוצאות	eredményei
תוצאות	eredmény
פארק	park
החוף	beach
החוף	part
החוף	tengerpart
החוף	tengerparton
החוף	strand
תחרות	versengés
תחרות	konkurencia
תחרות	verseny
תחרות	pályázat
