மற்றும்	un
வேலை	darbiņš
இருக்கலாம்	varbūt
சமய	reliģisko
சமய	reliģiskās
பணி	darbs
பணி	darbiņš
பணி	darbs
பணி	uzdevumu
பணி	uzdevums
கதை	stāsts
அதிகமாக	knapi
இடையே	starp
பட்டம்	izlaidums
பட்டம்	izlaiduma
பட்டம்	grādu
பட்டம்	grāds
பட்டம்	klija
வழி	taka
வழி	liecības
அப்போது	tad
விடுதலை	atbrīvošanas
விடுதலை	atbrīvošana
விடுதலை	atbrīvošanās
விடுதலை	brīvība
விடுதலை	brīvības
ஆகஸ்ட்	augusts
ஆகஸ்ட்	augustā
தேதி	datums
பிறந்த	dzimšanas
பிறந்த	dzemdības
இன்னும்	un
இன்னும்	vēl
இன்னும்	vēljoprojām
இன்னும்	joprojām
ஜான்	džons
ஜான்	jon
ஜான்	jaan
அடுத்து	next
அடுத்து	nākamais
அடுத்து	nākamā
அடுத்து	nākamo
அடுத்து	nākošais
சேவை	serviss
சேவை	apkalpošana
சேவை	pakalpojumu
சேவை	dienests
சேவை	pakalpojums
கருத்து	komentārs
கருத்து	komentēt
கருத்து	atsauksmes
கருத்து	tēma
காரணம்	iemesls
காரணம்	cēlonis
காரணம்	izraisīt
தனி	privāti
தனி	privāta
தனி	privātie
தனி	private
தனி	privātais
தனி	privāts
தனி	atsevišķu
தனி	atsevišķs
தனி	atsevišķie
தனி	atsevišķa
தனி	atsevišķi
அவருக்கு	viņam
அவருக்கு	viņu
நீண்ட	ilgi
நீண்ட	garais
நீண்ட	gara
நீண்ட	garas
நீண்ட	garš
பள்ளி	skola
பள்ளி	skolas
பள்ளி	skolu
பள்ளி	skolā
மகன்	dēls
சர்வதேச	international
சர்வதேச	starptautiskā
சர்வதேச	starptautiski
எல்லா	visiem
எல்லா	visu
எல்லா	visas
எல்லா	visi
எல்லா	visa
பொருட்கள்	objekti
பொருட்கள்	priekšmeti
பொருட்கள்	priekšmeti
பொருட்கள்	posteņi
பொருட்கள்	izstrādājumi
பொருட்கள்	produkti
பொருட்கள்	ražojumi
பொருட்கள்	piegādes
மின்	elektriskais
மின்	elektriskās
மின்	elektriskie
மின்	elektriskā
மின்	elektrisko
என்றால்	līdzekļi
என்றால்	nozīmē
ஏழு	septiņi
ஏழு	septiņas
நடைபெற்ற	turēti
நடைபெற்ற	turēts
நடைபெற்ற	turētas
முன்னர்	iepriekš
முன்னர்	agrāk
முன்னர்	agrāk
முன்னர்	pirms
பொறியியல்	inženierijas
அமைப்புகள்	organizācijas
அமைப்புகள்	iestatījumi
அமைப்புகள்	uzstādījumi
மொழிகள்	valodas
அத்துடன்	arī
முழு	pilnu
முழு	pilnas
முழு	pilns
முழு	pilnā
முழு	pilni
முழு	pilna
முதன்மை	top
முதன்மை	tops
முதன்மை	augšējā
முதன்மை	augšējais
முதன்மை	primārās
முதன்மை	primāra
முதன்மை	primārie
முதன்மை	primārā
முதன்மை	primārais
முதன்மை	galvenais
முதன்மை	galvenās
முதன்மை	galvenā
மணி	stunda
மணி	stundu
மணி	zvans
தொகுப்பு	pakete
தொகுப்பு	pakotne
தொகுப்பு	savākšanas
தொகுப்பு	kolekcijas
தொகுப்பு	vākšana
தொகுப்பு	savākšana
தொகுப்பு	kolekcija
தொகுப்பு	sastāvs
தொலைவில்	tālu
தொலைவில்	prom
மருத்துவ	medicīnas
மருத்துவ	medicīniskā
வணிக	komerciāls
வணிக	komerciālais
வணிக	komerciālie
வணிக	komerciālā
வணிக	komerciāli
திருமணம்	precēties
திருமணம்	precējusies
திருமணம்	precējies
திருமணம்	laulība
திருமணம்	laulībā
திருமணம்	laulību
திருமணம்	laulības
திருமணம்	kāzas
திருமணம்	kāzām
திருமணம்	kāzu
நீங்கள்	tu
நீங்கள்	tevi
நீங்கள்	jums
நீங்கள்	tev
நீங்கள்	jūs
இயேசு	jēzus
கருதப்படுகிறது	uzskatīja
கருதப்படுகிறது	uzskatīts
கருதப்படுகிறது	apsvērta
கருதப்படுகிறது	uzskatīta
பொதுவான	kopējo
பொதுவான	bieži
பொதுவான	publiski
பொதுவான	publiskais
பொதுவான	publiska
பொதுவான	vispārējā
பொதுவான	vispārējais
பொதுவான	vispārīgi
பொதுவான	vispārēji
சமயம்	reliģija
சமயம்	kopienu
சமயம்	kopienas
சமயம்	kopiena
எதிராக	pret
ஸ்ரீ	šrī
விட்டு	atstāt
விட்டு	atvaļinājumu
விட்டு	atvaļinājums
விட்டு	atvaļinājuma
பக்கம்	lappuse
பக்கம்	lapa
உள்ளிட்ட	ierakstīts
உள்ளிட்ட	ievadīti
அதிகம்	augstā
அதிகம்	augstu
அதிகம்	augsts
அதிகம்	augsta
அதிகம்	vairāk
அதிகம்	vairak
நாட்கள்	dienām
நாட்கள்	dienās
நாட்கள்	dienas
திருத்தந்தை	pāvests
மாற்றம்	pārveidošana
மாற்றம்	pārvēršana
மாற்றம்	konversija
மாற்றம்	konvertēšana
மாற்றம்	mainīt
மாற்றம்	maiņa
மாற்றம்	izmaiņas
மாற்றம்	pārmaiņas
கழகம்	apvienība
கழகம்	biedrība
கழகம்	asociācija
இறுதி	beigas
இறுதி	galīgais
இறுதி	galīgo
இறுதி	gala
இறுதி	galīgā
இணைய	interneta
இணைய	internets
வகைகள்	tipi
வகைகள்	veidi
வகைகள்	režīmi
வகைகள்	režīmus
வகைகள்	kategorijās
வகைகள்	kategorijām
வகைகள்	kategorijas
சீன	ķīnas
சீன	ķīnieši
சீன	ķīnietis
சீன	ķīniešu
பொருளாதார	ekonomikas
பொருளாதார	ekonomiskais
பொருளாதார	ekonomiskā
பொருளாதார	ekonomiska
பொருளாதார	ekonomiska
பொருளாதார	ekonomika
பொருளாதார	ekonomikā
இயற்கை	dabīgais
இயற்கை	dabas
இயற்கை	dabīgs
இயற்கை	dabiskā
இயற்கை	dabīgi
இயற்கை	daba
இயற்கை	raksturs
இயற்கை	dabu
தலைமை	priekšnieks
தலைமை	vadība
வேதியியல்	ķīmija
வேதியியல்	ķīmijas
நிதி	finansējums
நிதி	finanses
நிதி	finanšu
போக்குவரத்து	transportēšana
போக்குவரத்து	transports
போக்குவரத்து	pārvadāšana
போக்குவரத்து	pārvadājumi
போக்குவரத்து	transports
போக்குவரத்து	transportēšana
போக்குவரத்து	pārvadāšana
புகழ்	slava
புகழ்	slavas
புகழ்	fame
புகழ்	uzslavas
புகழ்	uzslavu
முன்பு	pirms
அதிகமான	augstā
அதிகமான	augstu
அதிகமான	augsts
அதிகமான	augsta
அதிகமான	max
அதிகமான	maks
அதிகமான	makss
அதிகமான	lielāka
அதிகமான	lielāki
அதிகமான	lielāks
கீழே	leju
கீழே	lejā
கீழே	lejup
கீழே	zemāk
கீழே	zem
கீழே	apakšējais
கீழே	apakšējā
கீழே	dibens
கீழே	grunts
கீழே	lejas
கீழே	apakšā
பிப்ரவரி	februārī
பிப்ரவரி	februāra
பிப்ரவரி	februāris
செய்தி	stāsts
செய்தி	jaunumi
செய்தி	ziņas
செய்தி	ziņojums
செய்தி	vēstule
செய்தி	ziņu
செய்தி	vēstījums
செய்தி	ziņa
அமெரிக்காவின்	amerika
அமெரிக்காவின்	americas
உதவி	palīgā
உதவி	palīdzība
உதவி	palīdzēt
உதவி	help
பிரெஞ்சு	francijas
பிரெஞ்சு	franču
மலை	kalns
மலை	kalnu
உடன்	ar
செயலாளர்	sekretāre
செயலாளர்	sekretārs
வெவ்வேறு	atšķirīgi
வெவ்வேறு	dažādi
வெவ்வேறு	atšķirīgs
வெவ்வேறு	dažādas
படைகள்	piespiest
படைகள்	spēkā
படைகள்	spēka
படைகள்	spēks
படைகள்	karaspēku
படைகள்	karaspēks
தேர்தலில்	ievēlēšana
தேர்தலில்	vēlēšanās
தேர்தலில்	vēlēšanas
என்ன	kas
என்ன	kāda
என்ன	kāds
என்ன	ko
பால்	pauls
பால்	pols
பால்	piens
வீரர்கள்	spēlētāji
வீரர்கள்	atskaņotāji
வீரர்கள்	kareivji
வீரர்கள்	karavīri
வீரர்கள்	karavīru
அழைக்கப்படும்	saucās
அழைக்கப்படும்	saukts
தன்மை	uzvedība
தன்மை	izturēšanās
தன்மை	uzvedību
தன்மை	uzvedība
தன்மை	izturēšanās
தன்மை	uzvedību
மிகப்பெரிய	lielie
மிகப்பெரிய	liels
மிகப்பெரிய	lielas
மிகப்பெரிய	lieli
மிகப்பெரிய	liela
மிகப்பெரிய	lielā
மிகப்பெரிய	milzīgi
மிகப்பெரிய	milzīgas
மிகப்பெரிய	milzīga
மிகப்பெரிய	milzīgs
மிகப்பெரிய	lielākais
விடுதலைப்	atbrīvošanas
விடுதலைப்	atbrīvošana
விடுதலைப்	atbrīvošanās
கணினி	datoram
கணினி	datoru
கணினி	dators
கணினி	sistēmu
கணினி	sistēma
கணினி	sistēmas
வரலாற்று	vēsturisks
வரலாற்று	vēsturiska
வரலாற்று	vēsturisko
வரலாற்று	vēsturiski
வரலாற்று	vēsturiskais
வரலாற்று	vēsturiskas
வரலாற்று	vēsturisks
வரலாற்று	vēsturiskā
வரலாற்று	vēsturisko
வரலாற்று	vēsturiski
வரலாற்று	vēsturiskais
வரலாற்று	vēsturiskas
இத்தகைய	tādi
இத்தகைய	tāda
