and	un
oak	ozolkoka
oak	ozola
warner	warner
quote	citāts
separated	nodala
separated	atdalīta
separated	atdalītas
separated	atdalīts
bishops	bīskapi
glasgow	glāzgovas
essentially	būtībā
wait	pagaidi
wait	gaidi
wait	gaidīt
input	ievade
input	ievades
input	ieejas
battery	baterija
battery	baterijas
battery	akumulators
favor	pakalpojums
benjamin	bendžamins
shopping	iepirkšanās
shopping	iepirkties
patrol	patruļa
eagle	ērglis
angel	eņģelis
restoration	atjaunošana
restoration	atjaunošanu
delhi	deli
hans	hans
hans	hanss
indicated	norādītas
indicated	norādītā
indicated	norādīts
morris	morris
railways	dzelzceļš
mills	dzirnavas
helpful	noderīga
helpful	noderīgi
delivered	piegādāts
delivered	piegādātas
components	komponenti
components	sastāvdaļas
components	komponentes
victorian	viktorijas
legislature	likumdevējs
legislature	likumdevēja
tourism	tūrisms
tourism	tūrismā
treated	ārstēti
treated	apstrādāta
treated	apstrādāts
treated	apstrādāti
kids	bērni
barbara	barbara
essay	eseju
circumstances	apstākļi
repeated	atkārtota
repeated	atkārtoti
repeated	atkārtots
plain	plain
plain	vienkārša
plain	vienkāršs
superior	pārāka
strategic	stratēģisks
strategic	stratēģiskā
strategic	stratēģiska
strategic	stratēģiski
strategic	stratēģiskais
similarly	līdzīgi
duties	nodokļi
duties	nodevas
duties	pienākumi
effectively	efektīvi
considering	apsver
considering	apsverot
ken	ken
amendment	grozījums
amendment	grozījumi
alleged	apgalvots
alleged	apgalvoja
relation	saistība
habitat	dzīvotnes
habitat	biotopu
spoken	runājis
spoken	runāja
spoken	runāts
shell	shell
shell	čaulas
mounted	uzstādīts
entries	ieraksti
conflicts	konflikti
philippine	filipīnu
montana	montana
triple	trīskāršā
boundary	robeža
caribbean	karību
hosts	saimnieki
signs	pazīmes
signs	zīmes
seriously	nopietni
bristol	bristoles
mitchell	mitchell
industries	nozares
colombia	kolumbija
colombia	kolumbijas
comparison	salīdzinājums
comparison	salīdzināšana
basin	baseins
basin	baseina
eleven	vienpadsmit
ill	slims
pradesh	pradēša
charity	labdarības
output	izvades
output	izlaide
output	izvadi
output	produkcija
output	izvada
dna	dns
carbon	oglekļa
carbon	oglekli
carbon	ogleklis
boats	laivas
desc	desc
architectural	arhitektūras
representation	pārstāvību
representation	pārstāvniecība
representation	pārstāvība
representation	atveidojums
commentary	komentārs
rising	aug
rising	celšanās
rising	pieaug
visitors	apmeklētājiem
visitors	apmeklētāji
visitors	ciemiņi
markets	tirgus
markets	tirgi
plate	plate
plate	plāksne
plate	plātne
plate	plāksnes
giants	giganti
processing	pārstrāde
processing	apstrāde
landscape	ainava
landscape	ainavu
landscape	ainavas
hunt	medības
summit	samitā
summit	samits
psychology	psiholoģija
ride	brauciens
ride	braucamais
guardian	sargs
losses	zudumi
losses	zaudējumi
balance	bilance
balance	atlikums
balance	līdzsvars
balance	līdzsvaru
democracy	demokrātija
submarine	zemūdens
nicholas	nikolajs
nicholas	nikolass
usual	parastās
usual	parastā
usual	parastie
usual	parasti
peru	peru
eighth	astotā
eighth	astotais
defender	aizstāvis
defender	aizstāvi
riding	jāšanas
riding	braukšana
arrival	ierašanās
evans	evans
turning	pagrieziena
prose	proza
cargo	kravas
cargo	kravai
cargo	krava
hidden	noslēpt
hidden	slēptas
hidden	slēpta
hidden	slēptās
volunteer	brīvprātīgais
volunteer	brīvprātīgā
volunteer	brīvprātīgie
volunteer	brīvprātīgo
bio	bio
holder	turētājs
holder	īpašnieks
sugar	cukura
sugar	cukurs
sugar	cukuru
daughters	meitas
wildlife	savvaļas
fun	jautrība
fun	jautri
fun	prieki
integrated	integrētu
integrated	integrētas
integrated	integrēta
integrated	integrētā
integrated	integrēts
integrated	integrēti
partners	partneri
partners	partneriem
rates	likmes
grace	greisa
feed	barības
feed	barību
feed	barībai
feed	barība
childhood	bērnība
childhood	bērnībā
childhood	bērnības
milan	milānas
milan	milāna
photographs	fotogrāfijas
honour	gods
honour	goda
soil	augsne
soil	augsnes
server	servera
server	serveris
server	serveri
manual	manuāla
manual	rokasgrāmatā
manual	rokasgrāmata
concrete	konkrētais
concrete	konkrētus
concrete	betona
concrete	konkrēts
concrete	konkrēta
possibility	iespēja
ghost	spoks
ghost	spoku
ghost	rēgs
confused	apjucis
confused	sajaukt
tunnel	tunelis
larry	lerijs
styles	stili
elevation	pacēluma
elevation	pacēlums
muhammad	muhameds
considerable	ievērojams
lose	pazaudēt
lose	zaudē
lose	zaudēt
phoenix	phoenix
sweet	saldais
sweet	salds
sweet	saldā
waste	atkritumiem
waste	atkritumi
operational	operatīvā
operational	operatīvais
tall	garš
constitutional	konstitucionālais
constitutional	satversmes
constitutional	konstitucionālā
constitutional	konstitucionālās
sporting	sporta
peoples	tautas
peoples	tautām
peoples	tautu
acceptable	pieņemama
acceptable	pieņemami
acceptable	pieņemamas
acceptable	pieņemams
fruit	augļi
fruit	auglis
decisions	lēmumi
decisions	lēmumus
depression	depresijas
depression	depresija
depression	depresiju
perspective	perspektīva
perspective	perspektīvas
midfielder	pussargs
crystal	kristāla
crystal	kristālu
monastery	klostera
resident	rezidentu
resident	rezidents
resident	iedzīvotājs
cincinnati	sinsinati
tied	piesaistīta
tied	piesaistīti
tied	piesaistīts
surgery	ķirurģija
surgery	operācijas
surgery	operācija
steps	pakāpieni
steps	soļi
steps	posmi
carrier	pārvadātājs
carrier	kabīne
carrier	nesējs
stream	straumes
stream	straume
stream	stream
alice	alise
kick	sitienu
strange	savādi
strange	dīvaini
strange	dīvaina
predecessor	priekšgājējs
bernard	bernard
nigeria	nigērija
nigeria	nigērijā
pain	sāpes
influential	ietekmīgi
suggestion	ieteikums
suggestion	ierosinājums
interaction	mijiedarbība
interaction	mijiedarbības
achievement	sasniegšanas
achievement	sasniegšanu
achievement	sasniegums
achievement	sasniegumu
achievement	sasniegšana
mechanical	mehāniskais
mechanical	mehāniskās
mechanical	mehāniska
mechanical	mehāniskā
drugs	medikamenti
drugs	narkotikas
missed	izlaista
missed	pietrūka
trinity	trīsvienība
classified	klasificēti
classified	klasificētas
classified	klasificēta
classified	klasificēts
minority	mazākums
minority	minoritāte
minority	minoritāšu
businessman	uzņēmējs
grown	audzēti
grown	auguši
grown	audzē
grown	audzētas
coat	mētelis
powered	darbina
alive	dzīvs
alive	dzīva
nbc	nbc
nhl	nhl
keith	kīts
bobby	bobijs
behaviour	uzvedība
behaviour	izturēšanās
behaviour	uzvedību
croatian	horvātijas
croatian	horvātu
maritime	piejūras
maritime	jūrniecības
virtual	virtuālā
virtual	virtuālo
indoor	iekštelpu
indoor	telpās
periods	periodi
spiritual	garīgais
spiritual	garīgā
croatia	horvātija
lions	lauvas
archbishop	arhibīskapu
luis	luiss
luis	luis
azerbaijan	azerbaidžāna
lots	daudz
lots	partijas
lots	izlozes
contested	apstrīdēta
contested	apstrīdēts
contested	apstrīdēja
editorial	redakcijas
initiative	iniciatīva
initiative	iniciatīvu
charlotte	šarlote
pure	tīra
pure	tīri
pure	tīrs
pure	pure
borders	robežas
persian	persiešu
persian	persijas
marks	atzīmes
marks	zīmes
armenian	armēnijas
armenian	armēņu
romantic	romantiski
replacing	nomainot
talent	talantu
talent	talanti
talent	talants
panel	panelis
panel	žūrija
panel	paneļa
jump	lec
animation	animācijas
animation	animācija
agents	aģenti
employment	nodarbinātība
employment	nodarbinātības
trading	trading
trading	tirdzniecība
statue	statuja
dated	datēts
wonder	brīnums
wonder	brīnos
filed	iesniegts
provinces	provincēs
provinces	provinces
provinces	provincēm
friday	piektdienas
friday	piektdienā
friday	piektdiena
jobs	darbi
jobs	darbavietas
cuba	kubu
cuba	kubā
cuba	kuba
aside	malā
scientist	zinātnieks
schedule	grafiks
waiting	gaidu
waiting	gaidot
waiting	gaida
waiting	gaidām
familiar	pazīstami
suspect	aizdomas
disagree	nepiekrītu
disagree	nepiekrīt
disagree	nepiekrist
suggestions	ieteikumi
suggestions	ierosinājumi
suggestions	priekšlikumi
turner	tērnera
formally	formāli
locomotives	lokomotīves
barcelona	barselonas
barcelona	barselona
consistent	konsekventi
recommended	ieteikts
recommended	ieteicams
recommended	ieteikta
recommended	ieteica
desire	vēlme
desire	vēlmi
happens	notiek
happens	gadās
patient	pacients
patient	pacientam
bulgaria	bulgārija
vincent	vincents
hear	dzird
hear	dzirdu
hear	dzirdēt
texts	teksti
texts	tekstus
visitor	apmeklētāju
visitor	ciemiņš
vessels	kuģi
vessels	trauki
basically	pamatā
basically	būtībā
continental	kontinentālā
continental	kontinentālās
hole	caurumu
hole	caurums
fail	neizdodas
fail	neizdosies
wedding	kāzas
wedding	kāzām
wedding	kāzu
archaeological	arheoloģijas
layer	slānis
designation	apzīmējums
clan	klans
revenue	ienākumi
revenue	ieņēmumi
seeking	meklē
couples	pāru
couples	pāriem
suit	uzvalks
suit	uzvalku
soft	mīksto
soft	mīksti
soft	maiga
soft	mīkstie
soft	mīksta
soft	mīksts
weekend	brīvdienas
approval	apstiprināšana
approval	apstiprinājums
democrats	demokrātu
democrats	demokrātiem
democrats	demokrāti
crimes	noziegumi
collins	kolinss
horses	zirgi
horses	zirgus
wear	valkā
wear	uzvilkt
visiting	apmeklē
visiting	viesos
visiting	ciemos
supporters	atbalstītājiem
supporters	atbalstītāji
cash	nauda
dennis	deniss
resource	resursi
resource	resursa
resource	resurss
resource	resursu
sculpture	skulptūru
practical	praktiska
practical	praktisks
practical	praktiski
harrison	harisons
pink	rozā
oliver	olivers
limits	limiti
limits	robežas
limits	ierobežojumi
illustrated	ilustrēta
sur	sur
hell	ellē
hell	elle
statistical	statistikas
statistical	statistiskais
wolf	vilka
wolf	vilks
wolf	vilku
warriors	warriors
warriors	kareivji
incidents	starpgadījumiem
incidents	incidentiem
incidents	incidenti
fresh	svaiga
fresh	svaigas
fresh	svaigs
fresh	svaigi
roots	saknes
signature	paraksta
signature	parakstīšana
signature	paraksts
clinical	klīniskā
volumes	apjomi
worst	sliktākajā
worst	sliktākā
worst	sliktākais
adults	pieaugušajiem
adults	pieaugušiem
adults	pieaugušie
immediate	tūlītēji
immediate	tūlītēja
immediate	tūlītējas
immediate	nekavējoties
feeling	sajūtas
feeling	sajūta
theories	teorijas
essential	būtiska
essential	būtiski
essential	būtisks
essential	būtiskas
completion	pabeigšana
completion	pabeigšanas
conclusion	noslēgšana
conclusion	secinājums
technologies	tehnoloģijas
strip	lentes
strip	sloksnes
praised	slavēja
stayed	palika
hull	korpuss
hull	korpusa
hull	korpusu
diamond	dimanta
diamond	dimants
diamond	dimantu
origins	izcelsmi
origins	izcelsme
empty	tukši
empty	tukšs
empty	tukšas
empty	tukša
valuable	vērtīga
valuable	vērtīgs
valuable	vērtīgu
valuable	vērtīgi
cite	minēt
doubles	dubultspēles
branches	filiāles
branches	zarus
brick	ķieģeļu
experiences	pieredzes
beijing	pekinas
beijing	pekinā
tie	kaklasaite
lgbt	lgbt
liberty	brīvība
repeatedly	atkārtoti
baptist	baptistu
ron	ron
hebrew	ebreju
affect	ietekmēt
decline	kritums
coaching	treniņi
alpha	alfa
equipped	aprīkotas
equipped	aprīkota
equipped	aprīkoti
equipped	aprīkots
identical	identiskas
identical	identiska
identical	identisks
identical	identiski
submitted	iesniegts
submitted	iesniegtie
submitted	iesniegti
submitted	iesniegta
enterprise	uzņēmums
enterprise	uzņēmējdarbība
touch	pieskarties
transmission	transmisija
transmission	nosūtīšana
transmission	pārraide
transmission	pārvades
transmission	pārsūtīšana
platforms	platformas
cave	alas
cave	alā
cave	ala
filmed	filmēja
inch	collu
cool	forša
cool	forši
cool	cool
bulgarian	bulgāru
liga	liga
manhattan	manhetenas
destruction	iznīcināšana
weapon	ieroča
weapon	ierocis
clay	mālu
clay	māla
keyboards	tastatūras
dangerous	bīstamas
dangerous	bīstams
dangerous	bīstama
dangerous	bīstamā
dangerous	bīstami
viewed	apskatāma
biology	bioloģija
bold	treknrakstā
bold	drosmīgi
bowling	boulinga
compare	salīdzina
compare	salīdzināt
treaties	līgumi
affiliated	saistīts
sock	zeķu
assault	uzbrukums
monthly	ikmēneša
monthly	mēneša
foster	veicinātu
cousin	brālēns
cousin	māsīca
urls	url
logic	loģiku
logic	loģika
logic	loģikas
craig	kreigs
pioneer	pioneer
muslims	musulmaņi
muslims	musulmaņiem
rated	nominālais
rated	nominālā
rated	vērtēts
absence	neesamība
amsterdam	amsterdamā
amsterdam	amsterdamas
publishers	izdevēji
publishers	izdevējiem
tribes	ciltis
percussion	sitamie
runners	stīgas
themes	tēmas
benefits	ieguvumi
benefits	pabalsti
benefits	ieguvums
benefits	labumi
guards	apsardze
guards	aizsargi
guards	sargi
flows	plūsmas
stubs	stubs
athens	atēnās
athens	atēnu
herbert	herbert
sponsored	sponsorēja
raf	raf
delaware	delavēra
neil	nils
neil	nīls
neil	nilu
pole	polis
pole	pole
ref	ref
historically	vēsturiski
tail	aste
tail	astes
tours	ekskursijas
tours	braucienos
stable	stabila
stable	stabils
stable	stabilas
stable	stabili
stable	stabilu
decides	izlemj
decides	lemj
decides	nolemj
vessel	kuģis
identification	identifikācijas
identification	identifikācija
identification	identificēšana
delta	delta
writes	raksta
mediterranean	vidusjūras
mediterranean	vidusjūra
volunteers	brīvprātīgie
reply	atbildēt
reply	atbildi
reply	atbilde
reply	replikas
marvel	marvel
grave	kapu
grave	kapa
odd	dīvaini
odd	nepāra
hearing	dzirde
uss	uss
mall	mola
mall	molu
penalty	sods
penalty	soda
solutions	šķīdumi
solutions	risinājumi
secure	drošas
secure	drošs
secure	droša
hugh	hjū
steven	stīvens
sole	vienīgais
sole	vienīgā
architects	arhitektu
characteristics	īpašības
characteristics	raksturojums
characteristics	raksturlielumi
falling	krīt
spin	spin
clinton	klintons
villa	villa
select	izvēlēties
metric	metriskās
roberts	roberts
biological	bioloģisko
biological	bioloģiskā
biological	bioloģiskais
biological	bioloģiski
lloyd	lloyd
munich	minhenē
munich	minhenes
adelaide	adelaide
harold	harold
norfolk	norfolk
butler	batlers
acoustic	akustisko
posts	amati
posts	ieraksti
posts	amatu
adaptation	pielāgošanās
adaptation	pielāgošana
greg	gregs
url	url
absolutely	absolūti
absolutely	pilnīgi
nobody	neviens
scholarship	stipendiju
vast	plašajos
exit	izvešanas
exit	izeja
exit	iziešanas
exit	izbraukšana
facing	saskaras
dual	dubultā
belt	josta
belt	jostu
noticed	pamanīju
patent	patents
mathematical	matemātisko
rarely	reti
submission	iesniegšana
submission	iesniegums
demographics	demogrāfija
crowd	pūļa
crowd	pūlis
rick	riks
governments	valdības
bonus	bonus
bonus	bonusu
tourist	tūristu
tourist	tūrisma
mystery	noslēpumainā
click	spied
click	nospiest
click	klikšķis
settlements	norēķini
walking	ejot
walking	staigā
voters	vēlētāji
voters	vēlētājiem
voters	vēlētājus
rifle	šautene
component	komponente
component	sastāvdaļa
component	komponents
civilian	civilā
civilian	civilās
civilian	civilie
civilian	civilais
civilian	civiliem
partial	daļēja
partial	daļēji
partial	daļējs
partial	daļējas
encouraged	jāveicina
eddie	edijs
christians	kristiešiem
christians	kristiešus
christians	kristieši
denver	denvera
researchers	pētniekiem
researchers	pētnieki
partly	daļēji
photographer	fotogrāfs
jon	jon
obama	obamas
obama	obama
seemed	likās
clock	pulkstenis
clock	pulksteni
violin	vijole
highways	lielceļiem
holiday	brīvdiena
holiday	brīvdienu
artwork	zīmējumi
artwork	noformējums
makeup	kosmētika
catherine	katrīna
font	fonts
font	fontu
farmers	lauksaimnieki
farmers	zemnieki
photograph	fotogrāfiju
photograph	fotogrāfija
struggle	cīņa
produces	ražo
yale	yale
options	iestatījumi
options	iespējas
options	opcijas
pen	pen
procedure	tiesvedība
procedure	procedūru
procedure	procedūra
convicted	notiesāti
convicted	notiesāts
touring	viesizrādes
transition	pārejas
transition	pāreja
anglo	anglo
legacy	legacy
legacy	mantojums
denied	liegts
denied	noraidīts
denied	liegta
denied	atteikts
denied	atteikta
relationships	attiecības
ottawa	otavas
derby	derby
surrounded	ieskauj
libraries	bibliotēkas
competing	konkurējoši
competing	konkurē
competing	sacenšas
speakers	runātāji
grades	pakāpes
hudson	hadsona
administrators	administratori
administrators	administratoriem
sacred	svēta
signing	parakstīšana
signing	parakstīšanas
rob	rob
citizen	pilsoņa
citizen	pilsonis
dogs	suņiem
dogs	suņi
cardinal	kardināls
nepal	nepālas
nepal	nepālā
intersection	krustojumā
intersection	krustošanās
discussing	apspriešana
discussing	apspriest
reveals	atklājas
reveals	atklāj
disputes	strīdus
disputes	domstarpības
disputes	strīdi
overseas	aizjūras
nickname	iesauka
syria	sīrija
syria	sīrijā
wells	akas
ultimate	galējais
ultimate	galīgais
ranks	ierindojas
ranks	rindās
danny	denijs
retail	mazumtirdzniecība
favorite	mīļākie
favorite	mīļākās
favorite	mīļākais
favorite	mīļākā
begun	sākusies
begun	sākts
begun	sācies
begun	sākta
download	lejupielādes
download	lejupielādēt
download	lejupielāde
trusted	uzticamo
trusted	uzticama
trusted	uzticams
appointment	iecelšana
appointment	tikšanās
appointment	iecelšanu
ballet	baleta
jefferson	džefersons
anywhere	nekur
anywhere	jebkur
sand	smilts
sand	smilšu
sand	smiltis
angle	leņķis
sessions	sesijas
recreation	atpūta
wearing	mugurā
kenya	kenijas
kenya	kenija
kenya	kenijā
ralph	ralfs
thread	pavediens
thread	pavedieni
thread	pavedienu
spend	pavadīt
spend	tērēt
spend	pavadām
ninth	devītajā
ninth	devītais
ninth	devītā
arrest	arests
arrest	apcietināšanas
choir	koris
trials	izmēģinājumi
mines	mīnas
mines	raktuves
injuries	ievainojumi
injuries	traumas
rapidly	strauji
rounds	kārtas
rounds	kārtās
competitive	konkurētspējīgs
competitive	konkurētspējīga
opportunities	iespējas
meetings	sanāksmju
meetings	sanāksmes
meetings	tikšanās
meetings	sanāksmēs
meetings	sēdes
commented	komentēja
wang	vana
woods	mežā
woods	meži
exercise	vingrinājumi
jacques	žaks
jacques	jacques
objective	mērķis
demolished	nojaukta
preferred	priekšroka
preferred	vēlamā
preferred	vēlamais
resort	resort
pedro	pedro
robot	robotu
robot	robots
venezuela	venecuēlas
venezuela	venecuēla
segment	segments
studying	studē
studying	mācās
studying	pēta
aim	mērķis
dancing	dejas
dancing	dejo
dancing	dejošana
eagles	ērgļu
eagles	ērgļi
demonstrated	pierādīts
demonstrated	pierādīta
continuous	nepārtrauktu
continuous	nepārtraukts
continuous	nepārtrauktā
continuous	nepārtraukti
encourage	iedrošināt
encourage	mudināt
spider	zirneklis
acted	rīkojās
acted	rīkojies
acted	darbojās
convinced	pārliecināts
convinced	pārliecināja
convinced	pārliecināta
heroes	varoņi
heroes	varoņiem
rocks	klintis
rocks	akmeņi
bed	gultu
bed	gulta
bed	gultas
gap	plaisu
gap	llp
reflect	atspoguļot
reflect	atspoguļo
mars	mars
participating	piedalās
cooperation	sadarbības
cooperation	sadarbība
gothic	gotiskais
protest	protestu
protest	protests
hunting	medību
hunting	medībās
hunting	medības
conversion	pārveidošana
conversion	pārvēršana
conversion	konversija
conversion	konvertēšana
stress	stress
manufacturers	ražotāji
manufacturers	izgatavotāji
checkuser	checkuser
traditionally	tradicionāli
jose	jose
jose	hosē
adventures	piedzīvojumiem
adventures	piedzīvojumi
tiger	tīģeris
tiger	tīģeri
totally	pilnīgi
voyage	pārgājiena
voyage	reiss
concentration	koncentrācijas
concentration	koncentrēšanās
concentration	koncentrācija
sing	dziedāt
sing	dziedam
sing	dziedi
rocket	raķešu
rocket	raķete
electricity	elektroenerģija
electricity	elektrība
shadow	ēnas
shadow	ēnu
shadow	ēna
boxing	boksa
boxing	bokss
senators	senatoriem
doc	dok
doc	doktors
doc	doc
machines	mašīnas
saved	saglabāta
saved	saglabāts
saved	izglāba
jury	žūrijas
jury	žūrija
calendar	kalendārs
calendar	kalendāra
calendar	kalendārā
noble	cēli
tommy	tomijs
guilty	vainīgs
guilty	vainīgi
guilty	vainīga
leo	leo
handle	rokturi
handle	rokturis
handle	apstrādāt
responded	atbildēja
shares	akcijas
manufacturer	izgatavotājs
manufacturer	ražotājs
tales	pasakas
implementation	īstenošana
implementation	ieviešana
truck	auto
truck	mašīna
spelling	pareizrakstības
item	postenis
load	slodze
load	slodzes
load	krava
load	ielādēt
customers	klienti
customers	klientiem
adds	piebilst
spaces	atstarpes
spaces	telpas
cap	cap
cap	klp
cap	cokols
cap	vāciņš
ferry	prāmja
push	push
lie	meli
lie	melo
berkeley	bērklijas
lebanon	libānas
lebanon	libāna
madison	medisona
throne	troni
attracted	piesaistīja
lion	lauva
manor	muiža
promoting	veicinot
saudi	saūda
abroad	ārvalstīs
abroad	ārzemēm
abroad	ārvalstīm
abroad	ārzemēs
lights	gaismas
grandfather	vectēvs
concerts	koncerti
elder	vecākais
renaissance	renesanses
uniform	vienādu
uniform	vienoti
uniform	vienāda
computers	datoriem
computers	datorus
computers	datori
brisbane	brisbena
susan	žuža
raymond	raymond
flower	zieds
flower	ziedu
col	col
thai	taizemes
thai	thai
disaster	katastrofu
disaster	katastrofa
survive	izdzīvo
survive	izdzīvot
involves	iesaista
clothing	apģērbi
clothing	apģērbs
murphy	mērfijs
sharp	ass
sharp	asas
sharp	krasas
sharp	asu
explains	izskaidro
explains	paskaidro
explains	skaidro
yugoslavia	dienvidslāvijas
buddhist	budistu
publicly	publiski
meat	gaļas
meat	gaļa
meat	gaļai
literally	burtiski
spam	spams
telephone	telefons
telephone	tālrunis
moral	morālais
moral	morālā
moral	morālo
sung	sung
partially	daļēji
lawyers	juristi
lawyers	advokāti
citing	citējot
interviews	intervijas
radar	radara
radar	radaru
spending	tēriņi
grove	audžu
tea	tēja
tea	tējas
tea	tēju
elite	elite
elite	elites
bright	koši
bright	spilgti
bright	gaišs
improving	uzlabošana
improving	uzlabo
sierra	sierra
heaven	debesīm
heaven	debesis
heaven	debesīs
heaven	paradīze
athlete	sportists
aspect	aspekts
answers	atbildes
ted	ted
consumer	patērētājs
consumer	patērētāju
consumer	patērētājam
funded	finansētā
funded	finansēts
funded	finansē
exclusive	ekskluzīvā
exclusive	ekskluzīva
exclusive	ekskluzīvas
exclusive	ekskluzīvi
ibn	ibn
manuel	manuel
manuel	manuels
allies	sabiedrotajiem
allies	sabiedrotie
mechanism	mehānisms
helen	helēna
withdrawn	atsaukts
withdrawn	izņemti
withdrawn	anulēta
intention	nodoms
intention	nolūks
mini	mini
diseases	slimības
diseases	slimībām
rhythm	ritms
rhythm	ritmā
pat	pat
catch	nozvejas
catch	noķert
catch	noķer
catch	loms
catch	nozveja
poll	aptauja
listclass	listclass
deck	klāju
deck	klāja
newcastle	ņūkāslas
antarctic	antarktikas
leeds	leeds
lasted	ilga
ranges	diapazoni
ranges	diapazons
insects	kukaiņu
insects	kukaiņi
suffering	ciešanām
suffering	cieš
suffering	ciešanas
flash	flash
worship	dievkalpojumu
boundaries	robežas
blind	akla
blind	akls
blind	akli
pakistani	pakistānas
assuming	pieņemot
interstate	starpvalstu
patterns	modeļi
patterns	modeļus
patterns	ievirzes
arrangement	izvietojums
arrangement	vienošanās
arrangement	izkārtojums
honours	godā
gross	bruto
gilbert	gilbert
applies	piemēro
gradually	pakāpeniski
experiment	izmēģinājums
experiment	eksperimentu
experiment	eksperiments
experiment	eksperimentā
experiment	eksperimenta
radical	radikāli
radical	radikālas
gov	gov
legs	kājas
legs	kājiņas
opponent	pretinieku
opponent	pretinieks
diameter	diametrs
supplies	piegādes
pitch	piķis
cleanup	uzkopšanas
cleanup	sakopšana
opponents	pretiniekiem
opponents	pretinieki
regime	režīms
revised	pārskatīta
revised	pārskatīti
revised	pārskatīts
genera	ģinšu
diplomatic	diplomātisko
diplomatic	diplomātiskās
diplomatic	diplomātiskā
germans	vācieši
seal	zīmogs
seal	ronis
seal	roņu
gregory	gregorijs
corresponding	atbilstošās
concepts	jēdzieni
concepts	koncepcijas
sword	zobens
sword	zobenu
purple	purpura
purple	lillā
pending	gaidot
virus	vīrusu
virus	vīrusa
virus	vīrusam
virus	vīruss
populations	populācijas
bull	vērsis
bull	bull
presents	iepazīstina
presents	dāvanas
holland	holland
holland	holande
congressional	kongresa
bias	novirzes
merger	apvienošana
merger	apvienošanās
remote	attālās
remote	attālināti
messages	vēstules
messages	ziņojumi
rebellion	sacelšanās
rebellion	dumpis
premiere	pirmatskaņojums
physician	ārsts
physician	ārstam
victim	upuris
victim	upuri
victim	cietušais
con	con
cloud	mākoņi
cloud	mākoņu
cloud	mākonis
angels	eņģeļi
noise	troksnis
noise	trokšņi
noise	troksni
heading	virsraksts
heading	pozīcija
duo	duo
beer	alu
beer	alus
palestinian	palestīniešu
palestinian	palestīnas
palestinian	palestīnieši
us$	usd
copper	vara
copper	varš
jurisdiction	piekritības
jurisdiction	jurisdikcija
implemented	ieviests
implemented	īstenota
implemented	īstenots
implemented	īstenoti
improvements	uzlabojumi
ski	slēpju
ski	slēpošanas
hms	hms
loop	cilpas
loop	cilpu
renaming	pārdēvējot
drum	bungas
drum	tvertne
dramatic	dramatiski
dramatic	dramatiska
dramatic	krasa
saskatchewan	saskačevanas
talks	sarunas
earthquake	zemestrīces
earthquake	zemestrīce
rhode	rhode
hat	cepure
hat	cepuri
requirement	prasība
den	den
tanks	tanku
tanks	tvertnes
tanks	tanki
tanks	cisternas
presidents	priekšsēdētāji
presidents	prezidenti
societies	biedrības
societies	sabiedrības
min	min
defending	aizstāvot
defending	aizstāvēt
defending	aizstāv
alcohol	alkoholu
alcohol	alkohols
alcohol	spirts
dominated	dominē
dominated	dominēja
sang	dziedāja
eat	ēst
eat	jāēd
eat	apēd
eat	ēd
graphics	grafikas
graphics	grafika
asp	asp
coffee	kafiju
coffee	kafija
chancellor	kanclere
destroy	iznīcināt
tons	tonnas
cruz	cruz
warsaw	varšavas
warsaw	varšavā
exclusively	ekskluzīvi
connections	savienojumi
rush	steigas
playstation	playstation
outcome	rezultāts
outcome	iznākums
apartment	dzīvoklis
apartment	dzīvoklī
fill	aizpildīt
recipient	saņēmējs
recipient	saņēmēja
correctly	pareizi
traditions	tradīcijas
traditions	tradīcijām
fundamental	fundamentāli
thin	plānas
chan	chan
resolved	atrisināta
resolved	atrisināts
resolved	atrisināti
resolved	atrisinātas
mario	mario
departments	departamenti
departments	struktūrvienības
departments	departamentiem
dame	dame
shield	vairogs
fighters	cīnītāji
ivan	ivans
bosnia	bosnija
sentenced	notiesāts
sentenced	notiesāja
violent	vardarbīgi
violent	vardarbīgu
harbour	ostu
harbour	harbour
margin	starpība
margin	rezerve
auckland	oklendas
pirates	pirāti
collective	kolektīvu
collective	kolektīvi
collective	kolektīva
collective	kolektīvs
collective	kolektīvā
diesel	dīzeļdegviela
diesel	dīzeļdegvielas
liberation	atbrīvošanas
liberation	atbrīvošana
liberation	atbrīvošanās
confederate	konfederātu
devil	velns
activists	aktīvistus
activists	aktīvistiem
activists	aktīvisti
sultan	sultāns
rider	jātnieks
amazon	amazon
florence	florence
marc	marks
arnold	arnolds
shah	shah
reduction	samazinājums
reduction	samazināšanas
reduction	samazināšana
contents	satura
contents	saturs
genetic	ģenētisko
genetic	ģenētiskā
somerset	somerset
locally	lokāli
locally	vietēji
milk	piens
romance	romantika
intellectual	intelektuālais
intellectual	intelektuālā
latino	latino
mason	meisons
advisory	padomdevēja
advisory	padomdevēju
arbitration	šķīrējtiesa
arbitration	arbitrāžas
interface	saskarne
hitler	hitlers
hitler	hitlera
default	noklusētā
default	noklusētais
default	noklusējuma
sheffield	sheffield
departure	izbraukšana
departure	aiziešana
departure	izlidošanas
hindi	hindi
anglican	anglikāņu
embassy	vēstniecības
embassy	vēstniecība
embassy	vēstniecībā
sox	sox
sleep	miegs
sleep	miega
sleep	gulēt
suspended	apturēts
suspended	apturēta
suspended	apturēti
sum	sum
sum	summa
mythology	mitoloģija
bengal	bengālijas
confusion	apjukums
oscar	oskars
