and	un
capital	galvaspilsēta
valley	ieleja
bank	banka
gave	iedeva
ground	zeme
ground	malti
ground	zemes
reached	sasniegts
reached	sasniedza
reached	sasniegta
reached	sasniegtas
italy	itālija
energy	enerģētika
energy	enerģija
believe	noticēt
believe	tici
believe	ticu
leader	vadītājs
leader	vadonis
leader	līderi
leader	leader
leader	līderis
active	aktīvais
active	aktīvs
active	aktīvi
active	aktīva
active	aktīvā
online	tiešsaistes
online	tiešsaistē
online	online
block	bloku
block	blokam
block	bloka
block	bloks
block	bloķēt
bridge	tilts
bridge	tilta
families	ģimeņu
families	ģimenes
families	ģimenēm
changes	izmaiņas
changes	pārmaiņas
followed	sekoja
industry	nozare
industry	rūpniecība
industry	industrija
collection	savākšanas
collection	kolekcijas
collection	vākšana
collection	savākšana
collection	kolekcija
request	pieprasījums
request	lūgums
request	pieprasīt
soon	drīzumā
soon	drīz
leading	vadošie
leading	vadošais
olympic	olympic
olympic	olimpiskā
olympic	olimpiskajā
olympic	olimpiskais
sold	pārdoti
sold	pārdod
sold	pārdots
writers	rakstnieki
professor	profesore
professor	profesors
studio	studijā
studio	studija
studio	studio
studio	studijas
mexico	meksika
mexico	meksikas
mexico	meksikā
competition	konkurence
campaign	kampaņa
campaign	kampaņā
org	org
theatre	teātris
theatre	teātra
empire	impērija
length	garums
islands	salas
islands	salām
singer	dziedātāja
singer	dziedātājs
create	izveidot
create	radīt
create	veidot
redirect	novirzīt
additional	papildu
additional	papildus
soviet	padomju
market	tirgus
market	tirgū
words	vārdi
producer	ražotājs
notes	piezīmes
notes	atzīmē
hockey	hokejs
hockey	hokeja
novel	romāns
code	kods
fourth	ceturtais
fourth	ceturtajā
fourth	ceturtā
sport	sport
sport	sporta
sport	sports
van	van
mary	marija
mary	mērija
airport	lidosta
airport	lidostā
airport	lidostas
sound	skaņu
sound	skaņa
sound	skaņas
status	statuss
irish	īrijas
irish	īru
child	bērns
perhaps	varbūt
idea	doma
idea	ideja
foreign	ārvalstu
foreign	ārzemju
municipality	novads
municipality	pašvaldība
register	reģistrā
register	reģistrēties
register	reģistrs
eight	astoņas
eight	astoņi
eight	astoņus
eight	astoņiem
problems	problēmas
native	dzimtā
native	vietējais
native	vietējo
coverage	pārklājums
coverage	segums
channel	kanāls
parliament	parlaments
username	lietotājvārdu
username	lietotājvārds
edition	edition
edition	izdevums
minor	maznozīmīgi
minor	nelielas
says	saka
whose	kuru
whose	kura
foundation	foundation
foundation	pamats
foundation	fonds
units	mērvienības
units	vienības
movie	filma
movie	filmu
ice	ledu
ice	ice
ice	ledus
simply	vienkārši
limited	ierobežots
limited	limited
limited	ierobežota
limited	ierobežoti
unit	vienība
student	students
student	studenta
student	studentu
previously	iepriekš
previously	agrāk
governor	regulators
governor	gubernators
complete	aizpildīt
complete	pabeigt
complete	pabeigts
complete	pabeigta
complete	pilnīga
test	testa
test	tests
test	pārbaude
nominated	izvirza
nominated	izvirzīts
bill	rēķinu
bill	bils
parts	daļas
parts	detaļas
vocals	vocals
theory	teorija
regional	reģionālie
regional	reģionāla
regional	reģionāli
regional	reģionālā
regional	reģionālās
regional	reģionālais
account	konts
vote	balso
vote	balsošana
vote	balsojums
vote	balsot
vote	balsojam
computer	datoram
computer	datoru
computer	dators
none	nav
none	neviena
carolina	karolīna
tournament	turnīrs
poland	polija
poland	polijas
poland	polijā
behind	aiz
wales	velsā
wales	velsa
winning	uzvara
winning	uzvaras
winning	uzvaru
lot	partija
hospital	slimnīcā
hospital	slimnīca
taking	ņemot
taking	ņemšana
mountain	kalns
mountain	kalnu
higher	augstāks
higher	augstāk
higher	augstākas
higher	augstāki
cases	lietas
cases	gadījumi
cases	korpusi
cases	gadījumos
angeles	angeles
editing	rediģēšanas
replaced	nomainīts
replaced	aizstāts
food	pārtika
food	ēdiens
multiple	vairāku
multiple	vairāki
likely	visticamāk
terms	apzīmējumi
terms	termini
sir	kungs
sir	ser
square	kvadrātveida
square	laukumā
try	mēģini
try	pamēģini
try	mēģināt
topic	temats
topic	tēma
woman	sieviete
woman	sievieti
officer	amatpersona
officer	virsnieks
officer	virsnieka
categories	kategorijās
categories	kategorijām
categories	kategorijas
greek	grieķijas
greek	grieķu
recent	nesenā
recent	nesen
sent	nosūtīta
sent	nosūtīja
sent	nosūtīti
sent	nosūtīts
copyright	autortiesības
copyright	autortiesību
speed	ātrums
speed	ātrumu
speed	apgriezieni
templates	veidnes
templates	sagataves
money	naudu
money	nauda
money	naudas
saw	redzēju
saw	redzēja
saw	ieraudzīju
senior	vecākais
selected	izvēlētais
selected	izraudzīts
selected	izvēlēts
selected	izvēlēta
introduced	ieviesa
introduced	ieviests
introduced	ieviestie
politician	politiķis
true	patiesība
true	taisnība
true	patiess
true	patiesa
required	nepieciešami
required	nepieciešama
required	prasīts
required	pieprasīts
required	nepieciešams
regular	regulārā
regular	regulārs
regular	regulāras
regular	regulāri
regular	regulāra
commercial	komerciāls
commercial	komerciālais
commercial	komerciālie
commercial	komerciālā
commercial	komerciāli
cities	pilsētu
cities	pilsētas
contains	satur
trade	tirdzniecība
trade	tirdzniecības
degree	grādu
degree	grāds
anti	anti
birth	dzimšanas
birth	dzemdības
sun	saule
sun	sun
sun	saulē
sun	saules
finished	pabeigti
finished	pabeigts
finished	pabeigta
finished	gatavo
rugby	regbija
earth	zemi
earth	zeme
earth	zemes
access	piekļūt
access	pieeja
access	piekļuve
seasons	sezonas
journal	dienasgrāmata
beginning	sākums
software	programmatūru
software	programmatūra
software	programmatūrai
software	programmatūras
famous	slavena
famous	slavens
famous	slavenais
famous	slaveno
religious	reliģisko
religious	reliģiskās
martin	martin
martin	mārtiņš
martin	martins
god	dievs
bit	bitu
hours	stundas
hours	stundām
running	braukšana
brought	atnesa
brought	atvedis
brought	atveda
missing	pietrūkst
missing	trūkst
missing	pazudusi
missing	pazudis
economic	ekonomikas
economic	ekonomiskais
economic	ekonomiskā
economic	ekonomiska
structure	struktūra
structure	uzbūve
rural	lauku
remained	palika
decision	lēmums
hit	hit
minutes	minūtes
minutes	protokols
minutes	protokoli
spain	spānija
whole	vesels
whole	veseli
whole	veselas
whole	vesela
joseph	džozefs
joseph	joseph
lord	pavēlnieks
lord	kungs
web	web
web	tīmekļa
decided	izlēma
decided	nolēma
decided	nolēmusi
decided	izlemts
decided	nolemts
operations	darbības
operations	operācijas
operations	ekspluatācija
function	amats
function	funkcija
louis	luiss
louis	luis
assembly	montāža
assembly	asamblejas
assembly	asambleja
queen	dāma
queen	karaliene
queen	queen
queen	karalienes
security	drošība
security	drošības
uses	lietojumi
ohio	ohaio
jan	jan
jan	jans
operation	darbība
operation	operācija
operation	ekspluatācija
call	saukt
successful	veiksmīga
successful	sekmīga
successful	veiksmīgs
successful	veiksmīgu
successful	veiksmīgi
legal	likumīgi
legal	juridiskais
russia	krievija
prince	princis
jewish	ebreju
staff	personāls
staff	darbinieki
establishments	uzņēmumi
goal	mērķis
agree	vienoties
agree	piekrītu
agree	piekrist
agree	vienojas
bad	slikts
bad	slikta
bad	slikti
attendance	piedalīšanās
attendance	dalība
attendance	apmeklējums
populated	apdzīvota
nature	daba
nature	raksturs
nature	dabu
allowed	atļauti
allowed	atļauta
allowed	atļauts
allowed	atļautas
captain	kapteinis
captain	kapteini
mount	kalna
calculated	aprēķinātais
calculated	aprēķinātas
calculated	aprēķināts
calculated	aprēķinātā
calculated	aprēķināta
structures	konstrukcijas
structures	struktūras
hard	cieto
hard	smagi
hard	cietās
hard	grūti
hard	cietais
saying	sakot
saying	saka
saying	teiciens
manager	pārvaldnieks
manager	vadītājs
earlier	agrāk
elections	vēlēšanās
elections	vēlēšanas
meet	satiekas
meet	tiekas
meet	sanāk
box	kaste
box	aile
box	kārba
lines	līnijas
lines	rindas
democratic	demokrātiskas
democratic	demokrātisko
democratic	demokrātiskā
democratic	demokrātiska
success	veiksme
success	veiksmes
success	panākumi
success	veiksmīgi
success	panākumus
success	veiksmīga
associated	saistīts
traditional	tradicionāls
traditional	tradicionālie
traditional	tradicionālais
traditional	tradicionālā
traditional	tradicionālo
traditional	tradicionāli
rest	atpūta
highway	šosejas
highway	šoseja
particularly	īpaši
wide	plašs
wide	plaša
month	mēnesis
month	mēnesi
care	kopšana
care	aprūpe
care	aprūpi
admin	administrators
admin	administratora
commission	komisijas
commission	komisija
plan	plāna
plan	plāns
plan	plānā
practice	prakse
practice	praksi
command	pavēlniecība
command	komanda
command	vadība
nomination	izvirzīšanas
nomination	nominācijas
nomination	izvirzīšana
nomination	nomināciju
parties	puses
michigan	mičiganā
anyone	jebkurš
anyone	ikviens
anyone	kādam
overlaps	pārklājas
overlaps	pārklāšanās
approximately	aptuveni
approximately	apmēram
master	kapteinis
master	meistars
master	saimnieks
noted	atzīmēja
usa	asv
usa	usa
stop	pietura
stop	apstāties
stop	apturēt
stop	beidz
feature	motīvs
feature	īpašība
engine	dzinējs
engine	motors
engine	motora
response	reakcija
response	atbilde
needed	nepieciešami
needed	vajadzīgs
needed	nepieciešams
illinois	ilinoisas
afd	afd
experience	pieredze
experience	pieredzes
engineering	inženierijas
silver	sudrabs
silver	sudraba
silver	silver
separate	atsevišķu
separate	atsevišķs
separate	atsevišķie
separate	atsevišķa
separate	atsevišķi
secretary	sekretāre
secretary	sekretārs
dutch	holandiešu
dutch	nīderlandiešu
lee	lī
recording	ierakstīšana
recording	reģistrēšana
recording	ierakstīšanas
recording	reģistrācija
themselves	paši
rules	noteikumi
trying	mēģina
trying	cenšamies
trying	cenšos
trying	centies
trying	cenšas
youth	jaunatne
youth	jaunieši
youth	jaunība
scotland	skotijas
scotland	skotija
iii	iii
houses	mājas
houses	mājiņas
heart	sirds
heart	heart
room	istaba
room	istabā
room	istabas
room	telpa
room	istabu
stone	akmens
deal	darījums
drama	drāma
scores	punkti
dead	mirusi
dead	miris
dead	beigts
dead	miruši
key	galvenais
key	atslēga
key	taustiņš
shot	šāviens
shot	sitiens
shot	sašāva
turn	kārta
occupation	profesija
occupation	nodarbošanās
occupation	okupācijas
scottish	skotijas
executive	izpildvaras
executive	izpildu
plant	rūpnīca
plant	iekārta
plant	augs
plant	augu
languages	valodas
internet	interneta
internet	internets
feel	jūtu
feel	jūtos
feel	justies
feel	sajust
feel	just
merge	apvienojas
merge	apvienot
merge	apvienoties
mostly	pārsvarā
mostly	galvenokārt
mostly	lielākoties
ancient	senas
ancient	senā
ancient	senās
ancient	senie
attempt	mēģinājumi
attempt	mēģinājums
property	īpašums
property	īpašība
programs	programmas
picture	attēls
picture	bildē
picture	bilde
picture	bildei
finally	beidzot
ships	kuģi
ships	kuģiem
ships	kuģus
fiction	fantastikas
looking	izskaties
secondary	sekundārā
secondary	sekundārais
secondary	sekundārie
secondary	sekundārās
secondary	sekundāri
nations	nācijas
nations	nāciju
majority	vairākums
majority	vairākumu
edward	edvard
edward	edvards
annual	ikgadēja
annual	ikgadēji
annual	ikgadējais
annual	gada
digital	ciparu
digital	digitālā
digital	digitālais
mission	misijas
mission	misija
lived	dzīvoja
lived	dzīvojis
claim	apgalvojums
claim	prasība
seat	sēdekļa
seat	sēdeklis
bbc	bbc
profile	profilu
profile	profila
profile	profils
dance	dejas
dance	dejo
dance	deju
dance	dejot
dance	deja
prize	balva
prize	balvu
doing	dari
doing	darām
doing	dara
georgia	gruzija
port	ostas
port	portu
port	ostā
port	osta
pacific	klusais
castle	pili
castle	pils
pass	padod
transport	pārvadājumi
transport	transports
transport	transportēšana
transport	pārvadāšana
organizations	organizācijas
ratio	attiecība
recently	nesen
fall	krist
fall	kritiens
fall	kritums
fall	krīt
global	globālā
global	globālie
global	globāli
global	globālais
global	globāla
era	laikmets
era	ēra
era	era
wing	spārna
wing	spārnu
opinion	atzinums
commander	kapteinis
commander	komandiera
commander	komandieris
commander	komandieri
fort	fortu
effect	efekts
effect	ietekme
opening	atvēršanās
opening	atvēršana
opening	atvēršanas
fine	smalki
fine	skaistie
fine	smalks
fine	smalka
purpose	nolūks
purpose	mērķis
winter	ziemā
winter	ziema
winter	ziemai
genus	ģints
congress	kongresa
congress	kongress
activities	darbības
activities	aktivitātes
met	ter
met	satikās
income	ienākumus
income	ienākums
income	ienākuma
income	ienākumi
income	ieņēmumi
massachusetts	masačūsetsas
comes	nāk
comes	atnāk
older	vecāki
older	vecāks
older	vecāka
peak	maksimums
peak	pīķa
bass	bass
super	super
complex	komplekss
complex	sarežģīts
complex	kompleksā
complex	sarežģīti
complex	sarežģīta
academic	akadēmiskā
academic	akadēmiskais
stars	zvaigznes
accounts	konti
accounts	pārskati
appearance	izskats
asian	āzijas
asked	lūdza
friends	draugi
friends	draugiem
financial	finansiālā
financial	finansiālais
financial	finansiāls
financial	finanšu
entry	ieraksts
asia	āzija
sense	jēga
sense	saprāts
meaning	nozīme
meaning	jēga
actress	aktrise
map	kartē
map	karte
intended	paredzēts
bishop	bīskaps
boston	bostonas
rate	likme
literature	literatūra
literature	literatūrā
literature	literatūras
forest	meža
forest	meži
forest	mežs
voice	balsi
voice	balss
jack	džeks
jack	jack
pre	pre
justice	tieslietas
justice	taisnīgums
justice	tiesiskums
champion	čempions
double	dubulta
double	dubultā
double	dubults
polish	poļu
polish	polijas
numbers	numuri
numbers	skaitļi
columbia	kolumbija
columbia	kolumbijas
temple	templi
defeated	pieveica
administration	ievadīšana
administration	administrācija
ended	beidzās
claims	apgalvojumi
claims	prasības
claims	pieprasījumi
jones	džounss
jones	džouns
jones	džonss
parish	pagasts
israel	izraēla
actors	dalībnieki
actors	aktieri
sister	māsa
nine	deviņas
nine	deviņiem
nine	deviņi
nine	deviņu
scored	guva
table	galds
table	galdiņš
table	tabula
table	galda
pop	iemet
pop	pop
newspaper	laikraksts
newspaper	avīze
newspaper	laikraksta
newspaper	avīzē
friend	draugs
unknown	nezināma
unknown	nezināms
winner	ieguvējs
winner	uzvarētājs
winner	uzvarētāja
chart	diagramma
initially	sākumā
initially	sākotnēji
loss	zudums
loss	zaudējums
loss	zudumi
loss	zaudējumi
sites	vietnes
starting	sāk
starting	sākot
starting	sākas
architecture	arhitektūra
relations	attiecības
supported	atbalstīti
supported	atbalstīta
supported	atbalstītie
supported	atbalstīts
tracks	celiņi
tracks	pēdas
tracks	sliedes
contract	līgums
contract	līguma
face	seju
face	seja
directly	tieši
spent	iztērēti
spent	iztērēts
spent	izlietota
spent	izlietoti
spent	pavadīts
girl	meitiņa
girl	meitene
girl	meitenei
clearly	skaidri
junior	junioru
junior	junior
junior	jaunākais
francisco	francisco
politics	politika
