மற்றும்	and
சிலை	statue
வெள்ளி	fri
வெள்ளி	friday
வெள்ளி	silver
இலத்தீன்	latin
சோழன்	chola
நேச	allied
நேரடி	live
நேரடி	direct
சுற்றுலா	tourist
சுற்றுலா	tour
சுற்றுலா	tours
சுற்றுலா	tourism
கிராமத்தில்	village
நமது	our
புலிகள்	tigers
அவர்களை	them
அனுமதி	appointment
அனுமதி	permission
அனுமதி	unblock
அனுமதி	allow
அனுமதி	approve
பயன்	usage
பயன்	benefit
நிகழ்வு	event
ஆதி	adi
மைல்	miles
மைல்	mile
வளரும்	growing
வளரும்	grows
வளரும்	developing
கால்பந்து	football
உடலில்	body
பக்க	side
சான்	chan
சான்	san
உயரத்தில்	height
கொண்டுள்ள	containing
அமிலம்	acid
விண்டோஸ்	windows
கூட்டமைப்பு	federation
கூட்டமைப்பு	confederation
உத்தரப்	uttar
தொழிலாளர்	labor
விலங்குகள்	animals
மறு	decline
மறு	deny
மறு	reject
முடிவுகள்	results
மனிதன்	human
மனிதன்	man
மாணவர்	student
பேசும்	speaking
குறிப்பிடுகிறது	specifies
நோக்கம்	objective
நோக்கம்	mission
கடந்து	passing
உருவாக்கி	generator
உருவாக்கி	creator
உருவாக்கி	composer
உருவாக்கி	developer
பாண்டிய	pandya
ஒத்த	similar
பச்சை	green
அலகு	unit
உள்நாட்டு	domestic
நகராட்சி	municipality
உறவு	relation
உறவு	relationship
நூலகம்	library
சண்டை	battle
சண்டை	fighting
சண்டை	fight
நிறம்	color
நிறம்	colour
விமானம்	airplane
விமானம்	flight
விமானம்	aircraft
பதில்	answer
பதில்	reply
திருவிழா	festival
திருவிழா	carnival
நான்காம்	fourth
வெளியிடப்பட்ட	published
கூடாது	not
காலை	morning
சமூகம்	society
சமூகம்	community
சமூகம்	social
புற்றுநோய்	cancer
சு	chu
ஆன்	ann
மெய்யியல்	philosophy
மெய்யியல்	secularism
மெய்யியல்	devotion
நாட்களில்	days
பயணிகள்	passengers
அறுவை	surgery
இணை	join
இணை	connect
இணை	associate
அழுத்தம்	thrust
அழுத்தம்	pressure
அழுத்தம்	emphasis
அழுத்தம்	compression
கல்லூரிகள்	colleges
மன்றம்	club
மன்றம்	council
மன்றம்	forum
இஸ்லாமிய	islamic
உண்மை	true
உண்மை	fact
உண்மை	truth
உண்மை	reality
அவனது	his
இத்தாலிய	italian
இனங்கள்	breeds
இனங்கள்	species
தலைவன்	chief
நடக்கும்	happens
டைம்ஸ்	times
பிரிட்டிஷ்	british
நிகழ்ச்சிகள்	events
புதிதாக	new
புதிதாக	newly
புதிதாக	freshly
புதிதாக	fresh
வரைபடம்	map
வரைபடம்	chart
வரைபடம்	maps
தாவரங்கள்	plants
தண்ணீர்	water
கர்நாடக	karnataka
விளையாட்டுகள்	games
விளையாட்டுகள்	sports
கட்டப்பட்டது	built
உள்	internal
உள்	local
உள்	inner
மொழிபெயர்ப்பு	translation
மொழிபெயர்ப்பு	translate
வின்	vin
வின்	winn
விளையாட்டுக்கள்	games
விளையாட்டுக்கள்	sports
நிமிடங்கள்	mins
நிமிடங்கள்	minutes
கருப்பு	black
குறுகிய	short
தொடங்கப்பட்டது	started
நம்	our
அரசர்கள்	kings
பொருளியல்	economics
நிறைய	lots
நிறைய	lot
கொடி	flag
எப்போதும்	always
எப்போதும்	forever
எப்போதும்	ever
எழுத்துக்கள்	alphabet
எழுத்துக்கள்	letters
எழுத்துக்கள்	characters
சுருக்கம்	recap
சுருக்கம்	summary
அரசாங்கம்	government
மாறி	variable
பாதை	path
வென்று	won
சரியாக	exactly
மாகாண	provincial
நாடகம்	drama
ஓவியம்	painting
இறந்த	dead
உள்ளே	inside
கோ	coe
கூட்டணி	alliance
அதிகாரப்பூர்வ	official
அப்துல்	abdul
செலவு	spend
செலவு	spent
சுழற்சி	rotation
சுழற்சி	spiral
சுழற்சி	loop
சுழற்சி	cycle
மனம்	mind
மனம்	souls
நோய்கள்	diseases
அண்மையில்	recently
எளிதில்	easily
எளிதில்	easy
அதிகாரம்	empower
அதிகாரம்	power
தானே	thane
நகைச்சுவை	comedy
கணித	math
விநாயகர்	ganesh
விநாயகர்	ganesha
சரி	okay
சரி	well
பக்கங்கள்	pages
நீதிமன்றம்	court
செயல்படும்	active
அதிபர்	president
அதிபர்	pres
அலுவலர்	officer
அமைவிடம்	location
லீக்	league
லீக்	leek
நிர்வாகம்	management
நிர்வாகம்	administration
நிர்வாகம்	administrative
முறையை	method
ஆசியா	asia
ஓய்வு	recreation
ஓய்வு	retirement
ஓய்வு	rest
