年	jaar
建築	architectuur
道路	wegen
道路	weg
發表	publicatie
發表	uitgeverijen
發表	publiceren
發表	uitgeverij
發表	publiceer
發表	publiceren
發表	gepubliceerd
發表	verschenen
發表	gepubliceerde
發表	uitgegeven
低	lager
低	lagere
低	laag
低	low
低	lage
庫	coop
色	kleuren
色	kleur
樂	lok
轉	turn
轉	draaien
轉	draai
轉	beurt
仍然	nog
來自	van
來自	uit
來自	vanaf
每年	jaarlijks
天津	tianjin
技術	technische
技術	technisch
技術	technologieën
技術	techniek
技術	technologie
技術	technieken
主任	directeur
主任	director
主任	regisseur
畢業	afgestudeerd
畢業	geslaagd
畢業	afstuderen
畢業	afstuderen
畢業	afgestudeerd
畢業	afgestudeerde
設	instellen
設	set
設	ingesteld
機場	vliegveld
機場	luchthaven
機場	vliegvelden
機場	luchthavens
威廉	willem
威廉	william
館	paviljoen
天主教	katholicisme
天主教	katholieke
天主教	katholiek
富	rijk
富	rijken
富	rich
千	duizend
芬	fen
芬	vin
芬	fin
大部分	meesten
大部分	most
大部分	meeste
大部分	meest
程	cheng
房	kamer
柏	por
最早	vroegst
最早	vroegste
她的	haar
太平洋	pacific
費	vergoeding
費	honorarium
情況	situatie
情況	toestand
最初	aanvankelijk
來源	bron
來源	bronnen
首都	kapitaal
首都	hoofdstad
首都	hoofdletter
杯	kopje
杯	beker
廣告	advertenties
廣告	advertenties
廣告	aankondigingen
廣告	reclame
廣告	reclame
廣告	adverteren
廣告	reclame
廣告	advertentie
深	diepte
深	diepgang
深	diep
深	diepe
深	deep
描述	omschrijf
描述	beschrijf
描述	beschrijven
描述	beschrijving
描述	signalement
描述	omschrijving
描述	beschrijvende
描述	beschrijvingen
描述	omschrijvingen
皇帝	keizer
侯	hou
域	domein
域	domeinen
團體	groepen
流行	populaire
流行	populair
流行	pop
潘	pam
潘	pan
計畫	plan
計畫	plannen
列車	trein
列車	treinen
環	ring
環	rings
環	ringen
環	lus
環	loop
父	vader
不明	onbekende
不明	onbekend
取代	vervangen
取代	vervangen
取代	vervang
兄弟	broeder
兄弟	broer
兄弟	broertje
物理	natuurkunde
物理	fysica
物理	lichamelijk
物理	lichamelijke
物理	fysieke
物理	fysiek
底	bodem
底	onderkant
底	bottom
右	juist
右	recht
右	rechts
武器	wapens
武器	wapen
顯示	toont
顯示	shows
顯示	weergave
顯示	weergeven
顯示	display
顯示	toon
顯示	tonen
顯示	weergeven
顯示	show
制度	regime
報告	verslag
報告	rapporteren
報告	rapport
報告	rapportage
報告	verslaglegging
報告	rapporteren
報告	rapporten
報告	verslagen
秒	seconden
秒	tweede
秒	sec
第五	vijfde
雲	wolken
雲	bewolking
雲	wolk
雲	cloud
雲	wolken
雲	yun
小說	roman
小說	romans
小說	fictie
風	wind
程度	graad
導演	directeur
導演	director
導演	regisseur
父親	vader
和平	vrede
和平	peace
西北	northwestern
西北	noordwestelijke
西北	noordwest
西北	noordwesten
西北	noordwest
產生	genereren
圈	rondjes
圈	cirkels
圈	kringen
圈	kring
圈	cirkel
修改	aanpassen
修改	wijzigen
修改	gemodificeerd
修改	gewijzigd
修改	aangepast
修改	wijziging
修改	modificatie
直	rechtdoor
直	straight
直	recht
生產	vervaardiging
生產	fabricage
生產	produktie
生產	productie
申請	toepassingen
申請	applicaties
申請	aanvragen
申請	aanvraag
申請	toepassing
申請	applicatie
單	alleenstaande
單	single
單	alleenstaand
單	vrijgezel
谷	vallei
谷	tani
魏	wei
巴黎	parijs
家庭	families
家庭	gezinnen
家庭	familie
家庭	gezin
流域	stroomgebied
流域	bekken
流域	keerpunt
宗教	religie
宗教	godsdienst
宗教	religieuze
宗教	religieus
宗教	religies
表演	optreden
表演	uitvoeren
表演	presteren
英格蘭	engeland
英格蘭	england
拜	doei
拜	dag
拜	daag
聯合	joint
聯合	gezamenlijke
聯合	gewricht
當地	plaatselijk
當地	lokaal
當地	lokale
當地	plaatselijk
當地	lokaal
不久	snel
不久	spoedig
不久	binnenkort
不久	soon
不久	weldra
作用	rol
作用	rollen
改革	hervormingen
改革	hervorming
改革	hervormen
改革	hervormingen
改革	hervorming
改革	hervormd
改革	hervormde
改革	hervorming
改革	hervormen
藝術	kunsten
藝術	kunst
藝術	kunst
藝術	artistieke
藝術	artistiek
球員	speler
球員	player
球員	spelers
教區	parish
教區	freguesia
教區	parochie
教區	bisdom
處理	afhandeling
處理	hantering
處理	handvat
處理	verwerking
處理	verwerken
香	wierook
先生	meneer
寧	ning
建議	adviezen
建議	advies
建議	aanbevelingen
建議	suggesties
建議	suggestie
建議	aanbeveling
建議	voorstel
旅	brigades
旅	brigade
全國	nationaal
人員	personeel
人員	personeelszaken
虎	tijger
超級	super
土地	grond
土地	land
彭	peng
四川	sichuan
曹	cao
展	tentoonstelling
展	expositie
特色	functies
特色	kenmerken
特色	kenmerk
特色	functie
公園	parkeren
公園	park
公園	parken
包	zakje
包	zak
包	tas
包	pakketje
包	pakje
包	pakket
包	arrangement
包	bao
包	roedel
包	verpakking
包	inpakken
包	pack
中部	midlands
西南	zuidwest
西南	zuidwestelijke
西南	southwestern
西南	zuidwest
西南	zuidwesten
韋	wei
翼	tsubasa
翼	vleugel
翼	wing
翼	wings
翼	vleugels
孔	kong
孔	hole
孔	gat
孔	kuil
麥	mak
盧	lou
十一	eleven
十一	elf
研究所	instituut
研究所	instituten
協會	vereniging
協會	associatie
文學	literair
文學	literaire
文學	literatuur
頻道	kanalen
頻道	kanaal
少年	teen
少年	tiener
少年	jeugdige
少年	junior
舊	ouwe
舊	oude
舊	oud
大家	iedereen
股份	aandelen
泉	izumi
紀錄	record
紀錄	records
影片	films
影片	filmpje
影片	film
影片	filmpje
影片	video
影片	film
身份	identiteiten
身份	identiteit
身份	identiteit
義	gerechtigheid
義	rechtvaardigheid
基地	honken
基地	bases
基地	basen
基地	grondslagen
基地	base
基地	basis
必須	moeten
必須	moet
文件	bestanden
文件	dossiers
文件	dossier
文件	bestand
電視劇	drama
更多	more
更多	meer
藍	blue
藍	blauw
藍	blauwe
居住	verblijfplaats
居住	residentie
居住	woonplaats
居住	residentie
力量	sterkte
力量	kracht
板	borden
板	nummerplaten
板	platen
板	kenteken
板	plaat
板	bord
板	boards
板	planken
秦	qin
浙江	zhejiang
禁	verboden
船	schip
船	boot
文章	artikelen
文章	artikels
意見	adviezen
意見	meningen
意見	opinies
意見	opmerkingen
意見	commentaren
意見	reacties
意見	commentaar
意見	advies
意見	mening
公主	prinsesje
公主	prinses
公主	princess
同意	akkoord
同意	afgesproken
同意	overeengekomen
同意	akkoord
果	vruchten
果	fruit
果	vrucht
最多	meesten
最多	most
最多	meeste
最多	meest
最多	max
地下	ondergronds
地下	ondergrondse
地下	underground
十	tien
銀行	banks
銀行	banken
銀行	bank
非洲	afrika
非洲	afrikaanse
非洲	afrikaans
媒體	media
支援	ondersteuning
支援	steun
支援	support
支援	ondersteunen
支援	backup
陵	mausoleum
第十	tenth
第十	tiende
拍攝	shoot
拍攝	schieten
拍攝	schiet
拍攝	filmen
拍攝	schieten
拍攝	schietpartij
拍攝	schoten
還有	en
西藏	tibetaanse
西藏	tibet
俄羅斯	rusland
節	festival
分析	analytisch
分析	analytics
分析	analyses
分析	analyse
榮	rong
偉	wai
旗	vlaggen
旗	vlag
旗	banner
旗	vaandel
旗	spandoek
行星	planet
行星	planeet
行星	planetaire
行星	planeten
作者	schrijver
作者	schrijfster
作者	auteurs
作者	schrijvers
作者	schrijvers
作者	auteur
作者	schrijver
北海道	hokkaido
皇家	koninklijke
皇家	royal
皇家	koninklijk
皇家	royals
電子	elektron
電子	elektronisch
電子	elektronica
電子	electronica
三十	dertig
三十	thirty
倫敦	londen
範圍	marges
範圍	bereik
黨	feest
黨	partij
黨	feestje
黨	party
微	micro
教堂	kerken
教堂	kerk
警察	politie
絲	silk
絲	zijden
絲	zijde
趙	zhao
趙	cho
帝國	keizerrijk
帝國	rijk
帝國	imperium
帝國	empire
原本	oorspronkelijk
娛樂	ontspanning
娛樂	recreatie
娛樂	onderhoudend
娛樂	vermakelijk
娛樂	vermaak
娛樂	amusement
娛樂	entertainment
坡	helling
坡	poe
方案	programma
方案	programmeren
方案	programma
屋	huis
部隊	troepen
詞	woord
詞	woorden
洞	hole
洞	gat
洞	kuil
洞	grot
洞	dong
宮	paleis
影	schaduwen
影	schaduw
影	shadow
影	schaduw
速	snelheid
速	speed
速	toerental
黎	lai
會議	conferentie
會議	meetings
會議	ontmoetingen
會議	vergaderingen
會議	bijeenkomsten
會議	ontmoeting
會議	vergadering
會議	meeting
會議	bijeenkomst
會議	vergaderen
資訊	gegevens
資訊	informatie
豐	yutaka
戰鬥	battle
戰鬥	slag
戰鬥	strijd
戰鬥	gevecht
戰鬥	veldslag
戰鬥	vechten
戰鬥	vechten
戰鬥	strijd
戰鬥	gevecht
戰鬥	vecht
項目	project
項目	items
項目	projecten
項目	item
玩家	speler
玩家	player
玩家	gamer
玩家	spelers
限制	beperkingen
限制	restricties
限制	beperkingen
限制	beperking
限制	begrenzing
限制	restrictie
限制	beperking
限制	beperken
限制	limiet
限制	limieten
電腦	computer
電腦	computers
如何	hoe
創作	creaties
創作	schepping
創作	creatie
創作	creatief
創作	creatieve
引擎	engine
引擎	motor
引擎	motoren
執行	uitvoeren
執行	executeren
執行	uitvoering
執行	terechtstelling
執行	executie
英雄	heroes
英雄	helden
英雄	held
英雄	hero
下午	middag
下午	namiddag
反對	bezwaren
反對	bezwaar
反對	bezwaarschrift
反對	tegenstand
反對	oppositie
興	xing
小時	openingstijden
小時	uren
小時	uur
小時	uurtje
小時	uur
昂	ang
昂	aung
不足	ontoereikend
不足	onvoldoende
不足	ontoereikende
不足	ontoereikend
不足	onvoldoende
不足	ontoereikende
體育	sport
體育	sporten
洲	chau
投入	input
投入	invoer
投入	inputs
投入	productiemiddelen
投入	input
有些	enkele
有些	sommigen
有些	sommige
元素	elementen
元素	ingrediënten
元素	elementaire
元素	elementair
元素	element
宇	woo
任命	benoemingen
任命	afspraken
任命	afspraak
任命	benoeming
任命	aanstelling
解	oplossen
跨	trans
王朝	dynastie
王朝	dynasty
區域	gebied
區域	zone
區域	gebied
區域	oppervlakte
區域	regio
區域	streken
以前	voordat
以前	vóór
報	krant
報	kranten
報	dagblad
分子	moleculair
分子	moleculaire
分子	molecuul
分子	molecule
分子	moleculen
隧道	tunnel
隧道	tunnels
孫	zon
崔	choi
崔	cui
禮	rite
申	scheenbeen
申	shin
湖南	hunan
雜誌	tijdschrift
雜誌	magazine
雜誌	tijdschriften
雜誌	magazines
有效	valide
有效	geldig
有效	geldige
有效	effectief
有效	doeltreffend
有效	effectieve
平台	perron
平台	platform
平台	platforms
平台	platformen
概念	concept
概念	notie
概念	concepten
概念	begrippen
議會	parlement
議會	parlementen
傳統	traditioneel
傳統	traditionele
傳統	traditie
傳統	tradities
傳統	tradities
夏季	zomer
照片	foto
照片	fotograferen
照片	foto
照片	plaatjes
照片	fotos
照片	foto
核	nucleaire
核	nucleair
停止	stop
停止	stoppen
公開	publiek
公開	openbaar
仙	feeën
仙	fee
仙	elfje
仙	xian
劍	zwaarden
劍	degen
劍	zwaard
機構	bureau
機構	agentschap
機構	instellingen
機構	instelling
帶	breng
帶	brengen
帶	riem
帶	gordel
操作	operation
操作	bewerking
操作	operatie
操作	exploitatie
取消	afzeggen
取消	annuleren
取消	annulering
人類	mensjes
人類	mensen
人類	menselijk
人類	menselijke
人類	mens
市場	marketplace
市場	marktplaats
市場	marktplein
市場	markten
市場	markt
接近	naderen
接近	nadert
飛	fly
飛	vliegen
飛	vlieg
飛	vliegend
飛	vliegen
軍事	militairen
軍事	militair
軍事	militaire
軍事	krijgsmacht
協助	assisteren
協助	assistentie
協助	bijstand
協助	assisteren
協助	bijgestaan
橋	brug
橋	bridge
橋	bruggen
調查	enquêtes
調查	enquete
調查	enquête
調查	onderzoekingen
調查	onderzoeken
投	gegoten
投	cast
投	gips
投	worp
投	pek
投	werpen
投	pitch
忠	chung
澳洲	australiër
澳洲	australisch
澳洲	australische
主教	loper
主教	bisschop
主教	bishop
孟	meng
紀念	herdenking
紀念	memorial
紀念	gedenkteken
紀念	souvenir
紀念	gedenken
紀念	herdenking
地點	plaats
地點	lokatie
地點	locatie
地點	ligging
地點	plaatsen
地點	locaties
颱風	tyfoons
颱風	tyfoon
決賽	definitief
決賽	finale
決賽	finale
決賽	finales
大臣	minister
柳	yoo
柳	ryu
沈	shen
沈	shim
人工	kunstmatige
人工	kunstmatig
守	mamoru
移動	verplaatsen
移動	bewegen
移動	beweeg
移動	verplaats
陸軍	leger
陸軍	landmacht
法院	hof
法院	gerechtsgebouw
法院	rechtbank
法院	rechtbanken
留	blijven
留	blijf
電	elektriciteit
電	electriciteit
電	elektrische
電	electrische
電	elektrisch
運動員	sporter
運動員	atlete
運動員	atleet
運動員	atleten
運動員	sporters
運動員	sportman
效力	potentie
夢	droom
夢	dromen
夢	dream
夢	dromen
夢	dreams
祥	xiang
羅馬	rome
科學	wetenschap
科學	wetenschappen
科學	wetenschappelijk
東北	northeastern
東北	noordoostelijke
東北	noordoost
東北	noordoosten
烏克蘭	oekraïne
啟用	activeren
啟用	inschakelen
啟用	ingeschakeld
啟用	activeren
皇后	keizerin
皇后	koningin
皇后	queen
肯	ken
九龍	kowloon
柱	column
柱	zuil
柱	kolom
柱	zuil
柱	pilaar
柱	pijler
動物	dieren
動物	dier
佛教	boeddhisme
佛教	boeddhistische
佛教	boeddhist
精神	geestelijke
精神	spirituele
精神	spiritueel
精神	geestelijk
精神	geest
精神	spirit
精神	mentaal
精神	mentale
精神	geestelijk
精神	geestelijke
企業	ondernemingen
企業	bedrijven
企業	bedrijf
企業	zakelijk
企業	enterprise
企業	onderneming
核心	kern
核心	core
核心	kernel
環境	omgeving
環境	milieu
環境	omgevingen
河南	henan
冰	ijs
冰	ice
第七	zevende
第七	seventh
甘	gan
飛機	vliegtuig
飛機	vliegtuigen
飛機	luchtvaartuigen
飛機	luchtvaartuig
飛機	vliegtuig
飛機	vliegtuig
詹	zhan
應該	moet
太陽	zon
太陽	zonne
太陽	solar
深圳	shenzhen
瑞典	zweden
廳	hal
廳	zaal
廳	hall
關	guan
關	af
竹	bamboe
福建	fujian
選擇	selectie
選擇	kies
選擇	kiezen
選擇	kies
選擇	selecteren
選擇	selecteer
選擇	keuze
選擇	keus
陶	tao
珠	kralen
比較	vergelijking
比較	vergelijken
比較	vergelijk
比較	vergelijkende
比較	vergelijkend
比較	vergelijkingen
類似	vergelijkbaar
類似	vergelijkbare
類似	soortgelijk
類似	soortgelijke
類似	gelijkaardig
眼	ogen
眼	oogjes
眼	oog
眼	eye
澤	chak
妻子	vrouw
妻子	echtgenote
秋	herfst
秋	najaar
雨	regen
編號	nummering
編號	nummer
編號	aantal
編號	getal
亭	kiosk
溫	wen
思想	dacht
思想	dachten
思想	gedacht
思想	gedachten
思想	gedachtes
破壞	sabotage
破壞	saboteren
破壞	verwoesting
破壞	vernietiging
破壞	destructie
破壞	vernieling
重建	herbouwen
重建	wederopbouw
重建	heropbouw
重建	herbouwen
重建	wederopbouw
重建	heropbouw
重建	reconstructie
第六	sixth
第六	zesde
基督教	christelijke
基督教	christen
基督教	christelijk
基督教	christian
基督教	christenen
基督教	christendom
南方	zuidelijk
南方	zuid
南方	zuiden
洋	hiroshi
洋	oceaan
公民	civic
公民	burgers
公民	staatsburgers
公民	burger
公民	citizen
燕	doorslikken
燕	inslikken
燕	slik
燕	slikken
燕	yan
改善	verbetering
改善	verbeteren
改善	verbeteringen
改善	verbetering
改善	verbeterde
改善	verbeterd
改善	verbeter
改善	verbeteren
改善	verbetering
鐵道	spoorweg
鐵道	spoorwegen
鐵道	spoorlijnen
鐵道	spoorwegen
鐵道	spoorweg
蘇聯	ussr
製造	vervaardiging
製造	fabricage
製造	vervaardigde
製造	gefabriceerd
製造	geproduceerd
製造	vervaardigd
製造	fabricage
敏	min
網路	web
網路	internet
網路	netwerken
網路	netwerk
網路	netwerken
炮	kanonnen
炮	kanon
炮	wapen
炮	pistool
炮	geweer
岩	rotsen
岩	stenen
岩	rotsen
岩	rots
岩	steen
岩	rock
排	peloton
排	rij
排	roei
排	roeien
排	row
朋友	vrienden
朋友	friends
朋友	vriendin
朋友	vriend
離開	verlof
離開	verlaat
離開	vertrek
離開	verlaten
十六	xvi
十六	zestien
十六	sixteen
有人	iemand
生命	life
生命	leven
找到	gevonden
找到	vinden
找到	zoek
找到	vind
十五	fifteen
十五	vijftien
油	olieverf
油	aardolie
油	olie
油	oliën
狀態	status
調	deuntje
調	tune
賢	hyun
更新	geactualiseerd
更新	bijgewerkt
更新	updaten
更新	update
更新	bijwerken
更新	updaten
更新	bijwerking
更新	bijwerken
更新	updates
降	dalende
降	afdalen
降	dalen
彈	speel
彈	spelen
彈	afspelen
艦	schip
層	lagen
層	laag
主題	topic
主題	onderwerp
主題	thema
主題	onderwerpen
主題	onderwerp
主題	proefpersoon
主題	subject
球場	stadion
球場	stadium
返回	retourneren
返回	retour
返回	geeft
返回	terugkeer
返回	retour
返回	return
返回	terugkeren
宇宙	universe
宇宙	heelal
宇宙	universum
宇宙	kosmische
宇宙	kosmisch
醫院	ziekenhuis
醫院	ziekenhuis
醫院	ziekenhuizen
平方	vierkante
平方	vierkant
平方	plein
平方	kwadraat
批准	erkenningen
批准	bekrachtiging
批准	ratificatie
批准	ratificeren
批准	goedkeuring
批准	goedkeuren
批准	goedgekeurde
批准	goedgekeurd
瑞士	zwitserland
大道	boulevard
大道	laan
大道	avenue
旅客	passagier
旅客	reiziger
旅客	passagiers
旅客	reizigers
旅客	reizigers
順	shun
西方	west
西方	westen
西方	westelijk
西方	western
西方	westelijk
現代	modern
現代	moderne
未來	toekomstige
未來	toekomstig
未來	toekomst
未來	mirai
營	bataljon
營	kamp
芳	fang
著作	geschriften
鯉	karper
鯉	karpers
金融	financieel
任務	opdracht
任務	taak
任務	taken
任務	missie
任務	mission
商業	handel
商業	commerciële
商業	commercieel
商業	bedrijf
商業	zakelijk
基金	fonds
基金	fondsen
空間	ruimtes
空間	spaties
空間	ruimten
空間	ruimte
空間	spatie
亮	ryo
零	zero
零	nul
詩	gedicht
詩	poëzie
詩	gedichten
詩	gedichten
慶	kyung
慶	khánh
巨	giant
巨	reus
巨	reuze
過去	voorbij
過去	verleden
董	tung
董	dong
國民	onderdanen
國民	staatsburgers
存	storten
存	deposito
存	storting
提高	verhoging
提高	vergroten
提高	verhoog
提高	verhogen
提高	stijging
嚴重	ernstig
嚴重	ernstige
嚴重	serieuze
嚴重	serieus
嚴重	streng
嚴重	ernstige
