மற்றும்	in
பள்ளி	šole
பள்ளி	šolo
பள்ளி	šola
மகன்	sinko
மகன்	sine
மகன்	sin
மகன்	son
சர்வதேச	mednarodne
சர்வதேச	mednarodni
சர்வதேச	mednarodna
சர்வதேச	mednarodno
எல்லா	vsi
எல்லா	vsem
எல்லா	vse
எல்லா	vseh
பொருட்கள்	objekti
பொருட்கள்	predmete
பொருட்கள்	predmeti
பொருட்கள்	predmetov
பொருட்கள்	postavk
பொருட்கள்	predmeti
பொருட்கள்	postavke
பொருட்கள்	produkti
பொருட்கள்	proizvodi
பொருட்கள்	izdelki
பொருட்கள்	zaloge
பொருட்கள்	potrebščine
மின்	električno
மின்	električna
மின்	električni
என்றால்	pomeni
ஏழு	seven
ஏழு	sedem
நடைபெற்ற	držal
நடைபெற்ற	potekala
முன்னர்	predhodno
முன்னர்	prej
முன்னர்	prej
முன்னர்	pred
முன்னர்	preden
முன்னர்	prej
பொறியியல்	inženiring
பொறியியல்	inženiringa
கா	kha
அமைப்புகள்	organizacije
அமைப்புகள்	organizacijami
அமைப்புகள்	organizacij
அமைப்புகள்	nastavitve
மொழிகள்	jezike
மொழிகள்	jeziki
அத்துடன்	tudi
முழு	poln
முழு	full
முழு	polno
முழு	polni
முழு	polna
முதன்மை	top
முதன்மை	vrh
முதன்மை	primarno
முதன்மை	primarne
முதன்மை	primarna
முதன்மை	primarni
முதன்மை	glavne
முதன்மை	main
முதன்மை	glavni
முதன்மை	glavno
முதன்மை	glavna
மணி	mani
மணி	uro
மணி	ura
மணி	urice
மணி	zvonec
மணி	zvon
மணி	bell
தொகுப்பு	sveženj
தொகுப்பு	paket
தொகுப்பு	pobiranje
தொகுப்பு	zbirka
தொகுப்பு	kolekcija
தொகுப்பு	zbirko
தொகுப்பு	zbiranje
தொகுப்பு	sestavi
தொகுப்பு	sestava
தொலைவில்	daleč
தொலைவில்	stran
மருத்துவ	medicinski
மருத்துவ	medicinsko
வணிக	komercialni
வணிக	komercialna
வணிக	komercialne
வணிக	reklama
வணிக	komercialno
திருமணம்	poročeni
திருமணம்	poročen
திருமணம்	poročena
திருமணம்	poroka
திருமணம்	zakon
திருமணம்	poroka
திருமணம்	poroke
திருமணம்	poroko
நீங்கள்	si
நீங்கள்	ti
இயேசு	jezus
பொதுவான	pogosti
பொதுவான	pogosto
பொதுவான	javnosti
பொதுவான	javna
பொதுவான	javnost
பொதுவான	javno
பொதுவான	splošno
பொதுவான	splošni
பொதுவான	splošna
சமயம்	religija
சமயம்	religije
சமயம்	religijo
சமயம்	vera
சமயம்	vere
சமயம்	skupnost
சமயம்	skupnosti
எதிராக	proti
எதிராக	zoper
விட்டு	dopust
விட்டு	zapusti
பக்கம்	stran
உள்ளிட்ட	vnesene
உள்ளிட்ட	vneseni
அதிகம்	visoko
அதிகம்	visoka
அதிகம்	več
அதிகம்	bolj
நாட்கள்	dnevi
நாட்கள்	dni
நாட்கள்	dneve
திருத்தந்தை	pope
திருத்தந்தை	papež
மாற்றம்	pretvorba
மாற்றம்	preusmeritev
மாற்றம்	pretvorbe
மாற்றம்	spremembe
மாற்றம்	spremeni
மாற்றம்	sprememba
கழகம்	združenje
இறுதி	konec
இறுதி	končna
இறுதி	končni
இணைய	internetni
இணைய	internetno
இணைய	internet
வகைகள்	tipi
வகைகள்	vrste
வகைகள்	načini
வகைகள்	kategorije
சீன	kitajske
சீன	kitajski
சீன	kitajsko
சீன	kitajska
சீன	kitajci
பொருளாதார	ekonomski
பொருளாதார	gospodarski
பொருளாதார	gospodarsko
பொருளாதார	ekonomske
பொருளாதார	ekonomska
பொருளாதார	varčno
பொருளாதார	ekonomija
இயற்கை	naravnega
இயற்கை	naravni
இயற்கை	naraven
இயற்கை	naravno
இயற்கை	naravna
இயற்கை	naravne
இயற்கை	narave
இயற்கை	narava
தலைமை	poglavar
தலைமை	načelnik
தலைமை	vodstvo
தலைமை	vodenje
வேதியியல்	kemija
வேதியியல்	kemijo
நிதி	finance
நிதி	financiranje
போக்குவரத்து	prevoz
போக்குவரத்து	prevozi
போக்குவரத்து	prevozno
போக்குவரத்து	prevoz
போக்குவரத்து	transport
போக்குவரத்து	promet
இருந்தன	bili
புகழ்	izgovori
புகழ்	slava
புகழ்	slavo
புகழ்	pohvala
புகழ்	pohvale
முன்பு	pred
முன்பு	preden
முன்பு	prej
அதிகமான	visoko
அதிகமான	visoka
அதிகமான	max
அதிகமான	največ
அதிகமான	maks
அதிகமான	večja
அதிகமான	večje
கீழே	dol
கீழே	navzdol
கீழே	spodaj
கீழே	dno
கீழே	spodaj
பிப்ரவரி	februarja
பிப்ரவரி	februar
செய்தி	zgodba
செய்தி	zgodbo
செய்தி	novica
செய்தி	novice
செய்தி	sporočilo
உதவி	pomagaj
உதவி	pomoč
உதவி	pomagajte
பிரெஞ்சு	francosko
பிரெஞ்சு	francoska
பிரெஞ்சு	francoščina
பிரெஞ்சு	francoski
மலை	gora
மலை	gorsko
மலை	gorski
மலை	planina
மலை	goro
செயலாளர்	tajnik
செயலாளர்	sekretarka
செயலாளர்	sekretar
செயலாளர்	tajnica
செயலாளர்	minister
வெவ்வேறு	drugačna
வெவ்வேறு	drugačen
வெவ்வேறு	drugačni
வெவ்வேறு	drugačno
படைகள்	sila
படைகள்	force
படைகள்	silo
படைகள்	čet
படைகள்	čete
தேர்தலில்	izvolitev
தேர்தலில்	volitve
என்ன	kaj
பால்	paul
பால்	pavel
பால்	mlečni
பால்	mleka
பால்	mleko
பால்	mlečna
பால்	mlečno
வீரர்கள்	igralci
வீரர்கள்	igralca
வீரர்கள்	igralce
வீரர்கள்	akterji
வீரர்கள்	vojaki
அழைக்கப்படும்	poklical
தன்மை	vedenje
தன்மை	obnašanje
தன்மை	vedenje
தன்மை	obnašanje
மிகப்பெரிய	velika
மிகப்பெரிய	velike
மிகப்பெரிய	ogromen
மிகப்பெரிய	ogromno
மிகப்பெரிய	ogromna
மிகப்பெரிய	ogromne
மிகப்பெரிய	največji
மிகப்பெரிய	največja
விடுதலைப்	osvoboditev
விடுதலைப்	osvoboditve
கணினி	računalnik
கணினி	računalniško
கணினி	računalniška
கணினி	sistem
வரலாற்று	zgodovinski
வரலாற்று	zgodovinska
வரலாற்று	zgodovinsko
வரலாற்று	zgodovinski
வரலாற்று	zgodovinsko
வரலாற்று	zgodovinska
வரலாற்று	zgodovinske
இத்தகைய	takšne
இத்தகைய	takšna
இத்தகைய	take
இத்தகைய	vajen
தேவையான	zahtevana
தேவையான	zahtevani
தேவையான	zahtevan
தேவையான	zahtevano
நவீன	moderna
நவீன	sodobno
நவீன	sodobna
நவீன	sodobni
நவீன	moderno
நவீன	kul
நவீன	fajn
நவீன	cool
சிகிச்சை	terapija
சிகிச்சை	terapije
சிகிச்சை	terapijo
சிகிச்சை	zdravljenje
சிகிச்சை	zdravljenja
சிகிச்சை	obdelava
சிகிச்சை	zdravljenje
சிகிச்சை	obravnava
தொகுதிகள்	bloki
தொகுதிகள்	bloke
ஒன்றாக	skupaj
மாநிலம்	stanje
மாநிலம்	država
மாநிலம்	državno
தற்போதைய	tok
தற்போதைய	trenutni
தற்போதைய	trenutna
தற்போதைய	sedanji
தற்போதைய	prisotna
தற்போதைய	prisotni
தற்போதைய	prisotno
தற்போதைய	sedanjost
தற்போதைய	prisoten
வருகின்றன	prihaja
தேர்வு	izbira
தேர்வு	izbor
தேர்வு	izbiranje
தேர்வு	izberi
தேர்வு	izbira
பலர்	številni
பலர்	mnogi
பலர்	veliko
ஊர்	mestu
ஊர்	mesto
அல்ல	ni
அல்ல	ne
தூதரகம்	veleposlaništva
தூதரகம்	veleposlaništvo
நோபல்	plemenite
நோபல்	plemenit
நோபல்	plemenito
நோபல்	plemenita
நோபல்	plemeniti
நோபல்	nobelovo
நோபல்	nobel
முடிவு	konec
முடிவு	rezultat
முடிவு	izid
முடிவு	zaključek
முடிவு	sklep
முடிவு	ugotovitev
பத்து	ten
கிடைக்கும்	razpoložljivi
கிடைக்கும்	razpoložljiva
வானூர்தி	letalsko
வானூர்தி	letalstvo
வானூர்தி	aviation
வானூர்தி	letalski
வானூர்தி	letalo
வானூர்தி	zrakoplovi
வானூர்தி	zrakoplov
வானூர்தி	letala
தோற்றம்	stil
தோற்றம்	slog
தோற்றம்	poglej
தோற்றம்	videz
நன்றி	zahvala
நன்றி	hvala
வயது	starost
அவரை	njega
அவரை	ga
சிங்	singh
சிங்	xing
இதழ்கள்	cvetove
இதழ்கள்	revije
