年	año
蔡	choy
蔡	chae
葉	hoja
葉	hojas
葉	leaf
葉	yip
單位	unidades
單位	unit
單位	unidad
惠	megumi
修	fix
修	arreglar
修	fijar
科技	tecnologia
科技	tecnológico
科技	tecnología
科技	tecnológica
科技	técnico
科技	tech
科技	tecnología
青年	juventud
青年	jovenes
青年	jóvenes
流	streaming
流	transmitiendo
流	caudal
流	fluir
流	flow
流	flujo
流	arroyos
流	stream
流	arroyo
蒙古	mongoles
蒙古	mongol
蒙古	mongolia
蒙古	mongolia
結果	desenlace
結果	resultado
結果	resultados
結果	resultado
教	docencia
教	enseñar
教	enseñanza
教	enseñando
教	enseñe
教	enseñas
教	enseñar
教	enseña
教	profe
解放	emancipación
解放	liberación
解放	liberada
解放	liberados
解放	liberadas
解放	liberado
解放	liberó
祖	joe
體	cuerpo
體	corporal
體	cadáver
體	body
體	carrocería
球隊	equipos
球隊	equipo
球隊	team
昌	cheong
左	izquierda
左	izquierdo
戴	dai
戴	desgaste
自然	naturalmente
自然	naturalidad
自然	natural
自然	naturales
自然	naturaleza
自然	nature
台北	taipei
澳門	macao
澳門	macao
新的	novedad
新的	nuevas
新的	nuevos
新的	nuevo
新的	novedades
新的	nueva
經濟	económico
經濟	economía
經濟	económicas
經濟	económicas
經濟	económicos
經濟	económico
經濟	economico
經濟	económica
經濟	economia
經濟	economía
經濟	económica
傑	jie
傑	jay
切	corta
切	cut
切	cortar
切	corte
切	corten
一起	juntos
一起	juntas
一起	together
越南	vietnam
越南	vietnamitas
越南	vietnamita
權	kwon
快速	rapidez
快速	quick
快速	rápido
快速	rapido
快速	rápida
快速	rapidez
快速	rápido
快速	rapido
快速	fast
快速	ayuno
學	aprender
學	aprendizaje
學	aprendiendo
學	aprenda
學	aprendan
學	aprender
學	aprende
職業	profesiones
職業	ocupaciones
職業	carrera
職業	profesión
職業	carreras
職業	ocupación
職業	profesión
團	regimiento
百	cien
百	centenar
百	hundred
廣	wide
廣	amplio
廣	ancho
廣	amplia
廣	amplias
廣	amplia
廣	amplio
相同	idéntica
相同	idénticas
相同	idénticos
相同	idéntico
相同	mismo
相同	misma
相同	igual
類	clase
類	class
類	clases
兵	soldados
兵	soldado
億	billón
億	billones
分鐘	actas
分鐘	minutos
分鐘	minuto
松	pinus
松	pino
松	pinos
發	cabello
發	pelo
發	cabellos
發	peinado
超過	exceder
政策	políticas
政策	póliza
政策	politica
政策	política
政策	pólizas
政策	politicas
政策	políticas
銀	plata
銀	plateado
日期	cita
日期	fecha
日期	date
日期	fechas
單曲	singles
單曲	sencillos
單曲	solteros
單曲	individuales
普通	ordinario
普通	ordinarios
普通	ordinarias
普通	ordinaria
鰭	aletas
鰭	aleta
鰭	fin
男子	men
男子	hombres
共和國	republic
共和國	republica
共和國	república
理由	motivos
理由	razones
理由	razón
理由	motivo
理由	razon
南京	nanking
南京	nanjing
交流	canje
交流	cambio
交流	intercambio
交流	intercambios
總統	president
總統	presidenta
總統	presidente
公分	centímetro
標準	criterios
標準	criterio
標準	normas
標準	estándares
標準	criterio
標準	estándar
標準	norma
標準	estandar
標準	standard
排名	ranking
排名	clasificación
排名	ranking
排名	rankings
排名	clasificaciones
排名	rango
排名	clasificado
表	cuadro
表	mesa
表	tabla
韓國	coreanos
韓國	corea
韓國	coreano
韓國	coreana
韓國	corea
韓國	korea
行動	action
行動	acción
行動	accion
行動	operación
行動	funcionamiento
行動	acciones
桑	mulberry
博士	medico
博士	médico
博士	doctora
博士	doctor
立法	legislación
尾	rabo
尾	cola
尾	cruz
尾	colas
熱帶	tropical
熱帶	trópico
熱帶	tropicales
熱帶	trópico
熱帶	trópicos
議員	senador
議員	senadora
議員	concejal
議員	congresista
議員	diputado
漫畫	historietas
漫畫	comics
漫畫	historieta
漫畫	cómics
漫畫	cómic
漫畫	viñetas
漫畫	caricaturas
漫畫	cómico
漫畫	comic
漫畫	historieta
漫畫	cómic
漫畫	manga
漫畫	caricatura
短	corta
短	short
短	cortos
短	corto
短	breve
坑	pozos
坑	foso
坑	fosa
坑	pit
坑	pozo
坑	hoyo
大型	large
大型	grande
大型	grandes
凱	kai
凱	kay
生物	biológica
生物	biológicas
生物	biológicos
生物	biológico
生物	biología
生物	criaturas
生物	organismos
生物	criatura
城鎮	pueblo
城鎮	ciudad
城鎮	ciudades
城鎮	pueblos
春	manantial
春	primavera
春	resorte
海軍	marina
海軍	armada
海軍	navales
海軍	naval
公路	carreteras
公路	caminos
公路	carreteras
公路	autopistas
公路	road
公路	camino
公路	carretera
公路	autovía
公路	autopista
公路	carretera
冠	corona
作家	escritora
作家	escritor
作家	writer
作家	guionistas
作家	escritores
作家	redactores
空	vacías
空	vacío
空	vacíos
空	vaciar
空	vacio
空	vacía
雪	nieves
雪	nevado
雪	nieve
牛	ganado
牛	bovino
牛	bovinos
牛	vaca
牛	toro
牛	bull
火	incendio
火	fuego
攻擊	ataca
攻擊	atentados
攻擊	ataques
攻擊	atacar
攻擊	ataquen
攻擊	ataque
攻擊	atentado
攻擊	ataca
攻擊	agresión
攻擊	asalto
值	valora
值	valores
值	valorar
值	value
值	valor
十二	twelve
十二	doce
新加坡	singapur
琳	lynn
西部	occidental
西部	west
西部	occidente
西部	oeste
西部	occidental
西部	occidente
西部	western
西部	occidentales
西部	oeste
土	suciedad
土	mugre
土	suelos
土	tierra
土	suelo
早期	early
早期	primeros
早期	temprano
速度	velocidad
速度	rapidez
速度	celeridad
速度	speed
速度	velocidad
合併	fusión
合併	fusionar
合併	fusión
合併	combinar
合併	fusionar
合併	fusión
合併	fusionado
合併	consolidación
合併	fusiones
合併	concentraciones
建築	edificio
建築	edificación
建築	construcción
建築	construyendo
建築	edificaciones
建築	construcciones
建築	edificios
建築	inmuebles
建築	construcción
建築	construcciones
建築	construccion
建築	arquitectura
道路	carreteras
道路	caminos
道路	road
道路	camino
道路	carretera
發表	publicaciones
發表	publicación
發表	editorial
發表	publicar
發表	publicando
發表	publico
發表	publicar
發表	publique
發表	publicados
發表	publicadas
發表	publicada
發表	publicado
低	bajar
低	inferior
低	baja
低	bajos
低	bajas
低	low
低	bajo
庫	coop
色	color
樂	lok
轉	turn
轉	turno
轉	girar
仍然	todavia
仍然	still
仍然	todavía
仍然	aún
來自	from
來自	de
來自	desde
每年	anualmente
每年	anual
每年	anuales
天津	tianjin
技術	tecnica
技術	técnicos
技術	técnico
技術	técnica
技術	technologies
技術	tecnologías
技術	tecnología
技術	tecnica
技術	técnica
技術	tecnologia
技術	tecnológico
技術	tecnología
技術	tecnológica
技術	técnicas
主任	directora
主任	director
畢業	graduada
畢業	graduado
畢業	graduación
畢業	postgrado
畢業	graduado
畢業	graduados
畢業	licenciado
設	conjunto
設	set
設	fijado
設	plató
機場	aeropuertos
機場	aeropuerto
機場	aeropuertos
威廉	william
威廉	guillermo
館	pabellón
天主教	catolicismo
天主教	católico
天主教	católicos
天主教	católica
富	rico
富	ricas
富	rich
富	ricos
富	rica
千	mil
芬	fen
芬	aleta
芬	fin
大部分	most
程	cheng
房	cuarto
房	sala
房	habitación
她的	ella
她的	su
她的	her
太平洋	pacífico
太平洋	pacifico
費	cuota
費	honorarios
費	tasa
情況	situacion
情況	situación
最初	inicialmente
來源	procedencia
來源	fuente
來源	origen
來源	source
來源	fuentes
首都	capitales
首都	capital
牌	cartas
牌	naipes
牌	baraja
牌	tarjetas
杯	taza
杯	copa
杯	cup
廣告	anuncios
廣告	publicidad
廣告	anuncios
廣告	publicidad
廣告	anuncio
廣告	publicidad
深	profundidad
深	profundo
深	profunda
深	deep
描述	describe
描述	describir
描述	describa
描述	descripción
描述	descriptiva
描述	descriptivos
描述	descriptivo
描述	descripciones
皇帝	emperador
侯	hou
域	dominios
域	dominio
域	dominios
團體	grupos
團體	agrupa
團體	agrupaciones
流行	popular
流行	populares
流行	pop
潘	pam
潘	cacerola
潘	sartén
潘	pan
計畫	plano
計畫	plan
列車	train
列車	trenes
列車	entreno
列車	entrenar
列車	tren
列車	trenes
環	anillo
環	ring
環	anillos
環	loop
環	bucle
父	padre
不明	desconocida
不明	desconocidos
不明	desconocidas
不明	desconocido
取代	sustituido
取代	sustituyó
取代	reemplazados
取代	sustituye
取代	reemplazado
取代	sustituya
取代	sustituir
取代	reemplazar
取代	reemplazo
兄弟	hermano
兄弟	brother
物理	física
物理	fisica
物理	físicas
物理	física
物理	físicas
物理	fisico
物理	físicos
物理	físico
底	inferior
右	derecho
右	correcto
右	derecha
武器	armamento
武器	armas
武器	arma
顯示	mostrando
顯示	espectáculos
顯示	muestra
顯示	shows
顯示	pantalla
顯示	display
顯示	visualización
顯示	mostrar
顯示	espectáculo
顯示	show
顯示	mostrar
制度	régimen
報告	reporte
報告	denuncia
報告	reportar
報告	denunciar
報告	informe
報告	denunciar
報告	reportar
報告	informes
報告	informes
報告	reportajes
報告	reportes
秒	segundos
秒	segundos
秒	segunda
秒	segundas
秒	segundo
秒	seg
秒	sec
第五	quinto
第五	quinta
雲	nubes
雲	nube
雲	cloud
雲	nubes
雲	yun
小說	novela
小說	novelas
小說	ficción
風	viento
程度	grado
程度	licenciatura
導演	directora
導演	director
父親	padre
和平	paz
和平	peace
西北	northwestern
西北	noroeste
西北	noroeste
產生	generando
產生	generar
圈	círculos
圈	circunferencia
圈	círculo
圈	circle
圈	circulo
修改	modificar
修改	modifique
修改	modifica
修改	modificada
修改	modificados
修改	modificadas
修改	modificado
修改	modificaciones
修改	modificación
直	recto
直	directo
直	recta
直	directamente
直	heterosexual
生產	manufactura
生產	fabricación
生產	produccion
生產	producción
申請	aplicaciones
申請	solicitudes
申請	aplicacion
申請	solicitud
申請	aplicación
單	soltero
單	soltera
單	sencillo
單	single
谷	valle
谷	tani
魏	wei
巴黎	paris
巴黎	parís
家庭	familias
家庭	familia
家庭	familiar
家庭	familiares
家庭	famila
家庭	familia
流域	cuenca
流域	cuenca
宗教	religion
宗教	religiones
宗教	religión
宗教	religiosos
宗教	religioso
宗教	religiosa
宗教	religiosas
宗教	religiones
表演	realizar
表演	realizando
英格蘭	inglaterra
拜	bye
拜	adiós
拜	adios
聯合	articulación
聯合	joint
聯合	porro
聯合	articulaciones
聯合	conjunta
當地	localmente
當地	local
當地	locales
不久	pronto
不久	soon
不久	próximamente
作用	rol
作用	papeles
作用	roles
改革	reformar
改革	reforma
改革	reformas
改革	reformas
改革	reformado
改革	reformada
改革	reformado
改革	reformando
藝術	arts
藝術	arte
藝術	artes
藝術	arte
藝術	artísticas
藝術	artística
藝術	artístico
藝術	artísticos
球員	player
球員	reproductor
球員	jugador
球員	jugadora
球員	jugadores
球員	reproductores
教區	parroquia
教區	diócesis
處理	manejo
處理	manejando
處理	manipulación
處理	manija
處理	asa
處理	manejar
處理	procesamiento
處理	procesando
處理	tramitación
處理	transformación
處理	procesado
香	incienso
先生	sir
先生	senor
先生	señor
寧	ning
建議	consejos
建議	asesoramiento
建議	consejo
建議	recomendaciones
建議	sugerencias
建議	sugerencia
建議	sugestión
建議	sugerencias
建議	sugerencia
建議	recomendación
建議	propuesta
建議	proposición
旅	brigadas
旅	brigada
人員	personal
虎	tiger
虎	tigres
虎	tigre
超級	super
超級	súper
土地	tierras
土地	aterriza
土地	terrenos
土地	land
土地	terreno
土地	tierra
土地	tierras
彭	peng
四川	sichuan
曹	cao
展	exposiciones
展	exhibición
展	exposición
特色	características
特色	rasgos
特色	caracteristicas
特色	funciones
特色	característica
特色	rasgo
特色	largometraje
公園	parques
公園	parque
公園	park
公園	parques
包	bolso
包	bolsa
包	paquete
包	bulto
包	bao
包	envase
包	paquete
包	manada
包	pack
中部	midlands
西南	sudoeste
西南	suroeste
西南	sudoeste
西南	suroeste
韋	wei
翼	tsubasa
翼	wing
翼	ala
翼	alas
翼	wings
翼	alitas
孔	confucio
孔	kong
孔	agujero
孔	hole
孔	hueco
孔	hoyo
麥	mak
盧	lou
十一	eleven
十一	once
研究所	institute
研究所	instituto
研究所	institutos
協會	asociación
協會	association
主演	protagonizado
主演	protagonistas
主演	protagonizada
主演	protagonista
文學	literaria
文學	literarios
文學	literario
文學	literatura
頻道	canales
頻道	canal
頻道	canalizar
頻道	canales
頻道	channel
少年	teen
少年	adolescente
少年	adolescentes
少年	juvenil
少年	juveniles
少年	júnior
少年	junior
舊	viejo
舊	antiguo
舊	viejos
舊	antigua
舊	vieja
大家	todos
股份	comparte
股份	acciones
泉	izumi
紀錄	registro
紀錄	récord
紀錄	grabar
紀錄	actas
紀錄	registros
紀錄	discos
紀錄	records
影片	films
影片	peliculas
影片	cine
影片	películas
影片	pelicula
影片	cine
影片	movie
影片	película
影片	vídeo
影片	video
影片	pelicula
影片	cine
影片	película
影片	film
身份	identidades
身份	identidad
身份	identidad
義	justicia
義	rectitud
基地	bases
基地	fundamentos
基地	base
必須	deben
必須	debe
必須	mosto
文件	files
文件	archivos
文件	expedientes
文件	ficheros
文件	fichero
文件	expediente
文件	archivo
電視劇	drama
電視劇	dramática
電視劇	dramático
更多	más
更多	mas
更多	more
藍	azules
藍	blue
藍	azul
居住	residence
居住	residencia
居住	residencia
力量	fortaleza
力量	fuerza
板	planchas
板	placas
板	chapas
板	platos
板	placa
板	placas
板	plato
板	tableros
板	tablas
秦	qin
浙江	zhejiang
禁	prohibida
禁	prohibido
禁	prohibidas
禁	prohibidos
船	barco
船	nave
船	buque
船	barca
船	barco
船	embarcación
船	bote
船	lancha
文章	articulos
文章	artículos
意見	dictámenes
意見	opiniones
意見	observaciones
意見	comenta
意見	comentarios
意見	comentario
意見	opinion
意見	dictamen
意見	opinión
公主	infanta
公主	princesas
公主	princess
公主	princesa
同意	acordado
同意	acordadas
同意	convenido
同意	coincidir
同意	acordar
同意	convenir
果	frutos
果	fruto
果	fruta
果	frutas
最多	most
最多	máx
最多	maximo
最多	máximo
最多	max
地下	subterránea
地下	subsuelo
地下	subterráneo
地下	subterráneos
地下	underground
十	diez
十	rte
十	ten
銀行	banks
銀行	bancos
銀行	banca
銀行	banco
銀行	bank
非洲	africa
非洲	áfrica
非洲	africana
非洲	africanos
非洲	africanas
非洲	africano
媒體	media
媒體	medios
支援	apoyo
支援	soporte
支援	refuerzos
支援	respaldo
陵	mausoleo
第十	décima
第十	décimo
拍攝	disparar
拍攝	dispara
拍攝	disparen
拍攝	filmando
拍攝	filmación
拍攝	grabando
拍攝	rodaje
拍攝	disparos
拍攝	disparo
拍攝	tiroteo
拍攝	tiro
拍攝	rodaje
還有	y
西藏	tíbet
西藏	tibet
俄羅斯	rusia
節	festival
節	festivales
分析	analítico
分析	analíticas
分析	analíticos
分析	analítica
分析	analytics
分析	análisis
分析	analítica
分析	analisis
分析	análisis
榮	rong
偉	espe
偉	wai
旗	pabellones
旗	banderas
旗	flag
旗	bandera
旗	pancarta
旗	estandarte
旗	bandera
旗	banner
行星	planet
行星	planeta
行星	planetaria
行星	planetario
行星	planetarios
行星	planetas
作者	escritora
作者	escritor
作者	writer
作者	autores
作者	guionistas
作者	escritores
作者	redactores
作者	autor
作者	autora
北海道	hokkaido
皇家	real
皇家	royal
皇家	reales
皇家	realeza
電子	electrones
電子	electrón
電子	electrónicos
電子	electrónico
電子	electrónica
