है	hai
अस्तित्व	išgyvenimo
अस्तित्व	egzistencinis
गंभीर	rimti
गंभीर	rimta
गंभीर	rimtas
गंभीर	rimtų
गंभीर	esminė
समझ	supratimas
किस	bučinys
प्रशासन	administravimas
आदेश	įgaliojimai
आदेश	mandatas
सैन्य	karinė
सैन्य	karinis
सैन्य	karinės
अंदर	viduje
ग्रन्थ	tekstai
भाषाएँ	kalbos
भुगतान	išmokėjimo
भुगतान	mokėjimai
उनसे	jais
उनसे	jas
उनसे	joms
उनसे	jiems
उनसे	jomis
उनसे	juos
ध्वनि	garsas
ध्वनि	skamba
ध्वनि	garsus
ध्वनि	garsai
निवास	gyventi
हत्या	žudo
हत्या	žudymas
पवित्र	šventa
पवित्र	švento
इकाई	vienetai
अम्ल	rūgštis
आए	atėjau
आए	atėjo
प्रबंधक	valdytojai
प्रबंधक	vadovai
संग्रहालय	muziejus
संग्रहालय	muziejų
जीता	laimėjo
मुद्रा	valiuta
युवा	jaunimo
युवा	jaunimas
शहरों	miestai
अंतरिक्ष	kosmosas
प्रसारण	transliacijas
प्रसारण	transliavimas
प्रसारण	transliavimo
फुटबॉल	futbolas
फुटबॉल	futbolo
व्याख्या	išaiškinimas
व्याख्या	aiškinimo
व्याख्या	aiškinimas
व्याख्या	paaiškinimas
शेष	paliko
मोबाइल	mobilusis
मोबाइल	saugojimo
मोबाइल	mobilus
संभावना	šansai
तर्क	loginis
तर्क	logika
आपके	tavo
आपके	savo
आपके	jūsų
परीक्षा	bandymo
परीक्षा	bandomoji
परीक्षा	bandymas
परीक्षा	egzaminas
परीक्षा	egzamino
पाई	pyragas
पाई	pie
महाभारत	mahabharata
खाद्य	valgomieji
भविष्य	ateitis
बिक्री	pardavimai
बिक्री	pardavimas
बिक्री	parduotas
इंटरनेट	interneto
इंटरनेट	internetas
कर्नाटक	karnataka
सम्मेलन	konferencija
रानी	karaliene
रानी	karalienė
रानी	queen
अच्छे	gerai
अच्छे	geras
अच्छे	puikiai
अच्छे	gera
तुम	tu
सिर	galvos
दबाव	slėgis
दबाव	slėgio
बोर्ड	skydai
बोर्ड	lentos
ख़ान	khan
ख़ान	chanatas
नियुक्त	paskirtas
फरवरी	vasaris
उर्दू	urdu
संसार	pasauliai
विचारों	idėjų
विचारों	idėjos
समारोह	ceremonijoje
समारोह	ceremonijos
समारोह	ceremonija
मस्तिष्क	smegenys
मस्तिष्क	smegenų
जेम्स	james
जेम्स	džeimsas
मौसम	orai
मौसम	oras
मौसम	sezonas
भावना	emocija
भावना	emocijos
भावना	jausmas
भावना	dvasios
भावना	dvasia
छात्र	studentų
छात्र	studentė
छात्र	studentas
खाना	maistas
निर्वाचित	išrinkti
निर्वाचित	išrinktas
निर्वाचित	išrinkta
कैंसर	vėžys
कैंसर	vėžio
सिद्धान्त	teorijos
सिद्धान्त	teorija
विरोधी	antagonistas
विरोधी	priešingybės
राजवंश	dinastija
घाटी	slėnis
नियंत्रित	kontroliuojamų
नियंत्रित	kontroliuojami
नियंत्रित	kontroliuojama
उद्यान	park
उद्यान	parkas
होगी	bus
पशु	gyvūnai
पशु	gyvuliai
पशु	gyvūnų
पशु	gyvūnai
पशु	gyvuliai
पशु	gyvūnas
पशु	gyvūno
पशु	gyvūnų
प्रमाण	įrodymai
प्रमाण	įrodymas
याद	prisiminti
कंपनियों	bendrovės
कंपनियों	įmonėse
कंपनियों	bendrovių
मानसिक	psichinės
मानसिक	psichikos
मानसिक	protiškai
रसायन	cheminis
रसायन	cheminė
रसायन	chemija
विज्ञापन	reklamas
विज्ञापन	reklama
विज्ञापन	reklamos
विज्ञापन	reklamuoti
ईश्वर	dievas
अमरीका	amerikoje
अमरीका	amerika
अमरीका	amerikos
शिकार	grobis
शिकार	medžioti
शिकार	medžioklė
शिकार	medžioklės
शिकार	aukai
शिकार	auka
रोगी	pacientas
क्रांति	revoliucijos
क्रांति	revoliucija
गुप्त	gupta
मंडल	mandala
ब्राह्मण	brahmanai
ब्राह्मण	brahmanas
माने	manas
हृदय	širdies
हृदय	širdy
हृदय	širdies
हृदय	širdis
हिंदू	indu
शुद्ध	grynas
शुद्ध	aiški
चर्च	bažnyčios
चर्च	bažnyčių
अपेक्षा	lūkesčių
कार्यालय	darbas
कार्यालय	biurų
कार्यालय	biurai
कार्यालय	tarnyba
कार्यालय	biuro
कार्यालय	biuras
परिवहन	transportas
स्टार	žvaigždės
स्टार	žvaigždė
स्टार	star
वर्षा	kritulių
वर्षा	lietus
वर्षा	teritorijoms
जनरल	gen
जनरल	bendri
जनरल	bendra
जनरल	bendrieji
मार	nužudyti
परिचय	apie
परिचय	intro
उत्पत्ति	kilmė
उत्पत्ति	kilme
उत्पत्ति	genesis
उत्पत्ति	plūduras
देवता	dievybė
सोवियत	sovietų
सोवियत	tsrs
संचालन	eksploatavimas
संचालन	veikimas
संचालन	operacija
भौगोलिक	geografiniai
भौगोलिक	geografinis
भौगोलिक	geografinė
अस्पताल	ligoninė
अस्पताल	ligoninės
अस्पताल	nebuvimą
अस्पताल	ligoninės
स्वर	balses
स्वर	vokalinių
स्वर	balsis
लघु	logaritmas
लघु	nedideli
लाइन	linija
आलोचना	kritika
आलोचना	kritikos
आलोचना	kritiką
पहाड़ी	kalvos
जालस्थल	svetainė
पुरानी	senas
पसंद	patinka
पसंद	mėgsta
सुझाव	rekomendacijos
खेती	ūkininkavimo
खेती	derliaus
लिखने	rašant
विभाजन	kvadratas
विभाजन	skyriai
विभाजन	kvadratai
प्रशासनिक	administracinis
प्रशासनिक	administracinės
विशेषता	atributas
विशेषता	požymis
कठिन	kieta
कड़ी	nuorodos
कड़ी	grandinės
कड़ी	grandinė
ईरान	iranas
क्षेत्रीय	regionų
अंश	tfrac
रोड	kelias
रोड	kelių
रोड	kelio
प्रस्तावित	siūlomas
गायक	dainininkė
इस्लाम	islamas
समुद्री	jūrų
समुद्री	jūrinė
उनको	jais
उनको	jas
उनको	joms
उनको	jiems
उनको	jomis
उनको	juos
उपयोगी	naudinga
उपयोगी	naudingumo
उपयोगी	naudingumas
कोशिका	ląstelių
सत्र	užsiėmimai
सत्र	sesijas
सत्र	posėdžiai
सत्र	sesijos
नारायण	narajana
नारायण	narayan
मिश्र	egipte
मिश्र	egipto
मिश्र	egiptas
मिश्र	egiptas
मिश्र	egipto
पहुँच	prieiga
पहुँच	prieinamumo
पहुँच	prieinamumas
पहुँच	pasiekia
मेरा	mano
मिस्र	egipte
मिस्र	egipto
मिस्र	egiptas
मिस्र	egiptas
मिस्र	egipto
पुराना	senas
जम्मू	džamu
तेज	greitas
तेज	greita
तेज	greiti
तेज	greitai
तेज	greit
सम्राट	imperatorius
नवंबर	nov
प्रवाह	srauto
प्रवाह	srautas
अपराध	išpažinties
अमेरिकन	amerikos
व्यक्तित्व	asmenybė
व्यक्तित्व	asmenybės
यूनाइटेड	jungtinės
यूनाइटेड	jungtinė
जापानी	japonija
जापानी	japonijos
जापानी	japonijos
जापानी	japonų
रॉक	akmuo
रॉक	rokas
रॉक	rock
लंबी	ilgai
लंबी	ilga
लंबी	ilgas
गेम	žaidimai
गेम	lošimų
गेम	žaidimas
गेम	žaidimų
गेम	žaidimai
अन्दर	viduje
संपत्ति	savybė
संपत्ति	turtas
संपत्ति	nuosavybė
संपत्ति	turtas
संक्षिप्त	trumpalaikis
संक्षिप्त	trumpas
गलत	neteisingas
गलत	netinkamas
गलत	klaidingai
वर्मा	varma
सर्वोच्च	aukščiausiasis
लेना	lena
भौतिकी	fizikos
भौतिकी	fizika
फ़िल्में	filmai
फ़िल्में	filmus
सैनिक	kareivis
सैनिक	karys
सैनिक	karinė
सैनिक	karinis
सैनिक	karinės
स्थिर	ramiai
स्थिर	pastovus
अशोक	ašoka
उपस्थिति	dalyvavimą
उपस्थिति	dalyvavimas
उपस्थिति	buvimas
आये	atėjau
आये	atėjo
साहित्यिक	literatūros
पुरुषों	vyrai
वृक्ष	medžio
वृक्ष	medžiai
निवेश	investavimas
निवेश	senėjimas
निवेश	investuotojų
निवेश	investuotojai
निवेश	investuotojas
निवेश	investicijos
निवेश	investicija
निवेश	investicijos
तत्वों	elementai
सत्य	tiesa
सत्य	tiesos
दार्शनिक	filosofas
पुराण	purana
पुराण	puranos
सौ	šimtai
आंतरिक	interjero
आंतरिक	vidaus
मित्र	draugus
मित्र	draugų
मित्र	draugės
मित्र	draugai
मित्र	draugė
मित्र	draugo
मित्र	drauge
मित्र	draugas
दर्द	skausmas
बिजली	elektra
बिजली	elektros
बिजली	žaibas
बिजली	žaibo
कार्ड	korteles
कार्ड	kortos
कार्ड	styga
कार्ड	kortelės
कार्ड	kortelė
स्टेडियम	stadionuose
स्टेडियम	stadionas
हजार	tūkst
शांति	taikos
शांति	taikai
शांति	fredas
शांति	taika
वितरण	pristatymo
वितरण	pristatymas
वितरण	platinimas
वितरण	paskirstymo
वितरण	paskirstymas
वितरण	pasiskirstymas
आय	pajamos
रन	krypsta
रन	valdo
फाइनल	galutiniai
फाइनल	galutinis
फाइनल	galutinė
फाइनल	finalas
फाइनल	finalo
टेलीविजन	televizijos
टेलीविजन	televizija
फूल	gėlės
फूल	gėlių
फूल	gėlė
कल्पना	vizualizacijos
कल्पना	vaizduotę
प्राप्ति	įsigijimų
प्राप्ति	įsigijimo
प्राप्ति	įsigijimas
प्राप्ति	įgijimas
दिल	dil
दिल	širdy
दिल	širdies
दिल	širdis
दिल	širdys
गाने	dainas
गाने	dainos
गाने	dainų
सुंदर	graži
सुंदर	gražu
सुंदर	gan
