மற்றும்	et
தொகுப்பு	recueil
தொகுப்பு	collection
தொகுப்பு	collecte
தொகுப்பு	composition
தொலைவில்	far
தொலைவில்	loin
தொலைவில்	loin
மருத்துவ	médicaux
மருத்துவ	médicale
மருத்துவ	médical
வணிக	commercial
வணிக	commerciaux
வணிக	commerciales
வணிக	commerciale
திருமணம்	marier
திருமணம்	épouser
திருமணம்	mariées
திருமணம்	mariés
திருமணம்	mariée
திருமணம்	marié
திருமணம்	mariage
திருமணம்	mariage
திருமணம்	noces
திருமணம்	mariages
நீங்கள்	vous
நீங்கள்	tu
நீங்கள்	toi
நீங்கள்	you
இயேசு	jésus
இயேசு	jesus
கருதப்படுகிறது	considérée
கருதப்படுகிறது	considéré
கருதப்படுகிறது	considérées
கருதப்படுகிறது	considérés
பொதுவான	commune
பொதுவான	fréquent
பொதுவான	fréquents
பொதுவான	commun
பொதுவான	publics
பொதுவான	publiques
பொதுவான	public
பொதுவான	publique
பொதுவான	généraux
பொதுவான	généralités
பொதுவான	générale
பொதுவான	général
சமயம்	religion
சமயம்	religieux
சமயம்	communaute
சமயம்	communautaire
சமயம்	communauté
சமயம்	collectivité
எதிராக	contre
எதிராக	against
ஸ்ரீ	sri
ஸ்ரீ	shri
விட்டு	congés
விட்டு	quitter
விட்டு	laisser
விட்டு	partir
விட்டு	congé
பக்கம்	pages
பக்கம்	page
உள்ளிட்ட	entré
உள்ளிட்ட	entrés
அதிகம்	élevée
அதிகம்	hautes
அதிகம்	haut
அதிகம்	haute
அதிகம்	élevé
அதிகம்	davantage
அதிகம்	plus
நாட்கள்	jours
நாட்கள்	journées
திருத்தந்தை	pape
திருத்தந்தை	papes
மாற்றம்	conversion
மாற்றம்	reconversion
மாற்றம்	modifier
மாற்றம்	changements
மாற்றம்	changer
மாற்றம்	changement
கழகம்	association
இறுதி	end
இறுதி	fin
இறுதி	définitif
இறுதி	finale
இறுதி	final
இறுதி	définitive
இணைய	internet
வகைகள்	types
வகைகள்	modes
வகைகள்	catégories
ஒருநாள்	odi
சீன	chinois
சீன	chinoise
பொருளாதார	économique
பொருளாதார	economiques
பொருளாதார	economique
பொருளாதார	économique
பொருளாதார	economique
பொருளாதார	economiques
பொருளாதார	économie
பொருளாதார	economie
இயற்கை	naturel
இயற்கை	naturelles
இயற்கை	naturels
இயற்கை	naturelle
இயற்கை	nature
தலைமை	chef
தலைமை	leadership
வேதியியல்	chimie
நிதி	financement
நிதி	finances
நிதி	finance
போக்குவரத்து	transports
போக்குவரத்து	transport
போக்குவரத்து	transports
போக்குவரத்து	transport
இருந்தன	étaient
புகழ்	excuses
புகழ்	célébrité
புகழ்	renommée
புகழ்	gloire
புகழ்	fame
புகழ்	louanges
புகழ்	éloge
புகழ்	louange
புகழ்	éloges
முன்பு	auparavant
முன்பு	avant
அதிகமான	élevée
அதிகமான	hautes
அதிகமான	haut
அதிகமான	haute
அதிகமான	élevé
அதிகமான	max
அதிகமான	maxi
அதிகமான	maxime
அதிகமான	maximum
கீழே	down
கீழே	descendre
கீழே	déclasser
கீழே	dessous
கீழே	fond
பிப்ரவரி	fevrier
பிப்ரவரி	février
செய்தி	récit
செய்தி	nouveautés
செய்தி	actualité
செய்தி	nouvelles
செய்தி	actualités
செய்தி	message
அமெரிக்காவின்	amérique
அமெரிக்காவின்	amériques
உதவி	aidez
உதவி	aider
உதவி	aide
பிரெஞ்சு	francais
பிரெஞ்சு	française
பிரெஞ்சு	français
பிரெஞ்சு	françaises
மலை	montagne
மலை	montagnes
உடன்	avec
செயலாளர்	secrétaire
வெவ்வேறு	distinctes
வெவ்வேறு	distinct
வெவ்வேறு	distincte
வெவ்வேறு	distincts
வெவ்வேறு	différentes
வெவ்வேறு	différente
வெவ்வேறு	différents
வெவ்வேறு	différent
படைகள்	force
படைகள்	forcer
படைகள்	troupes
தேர்தலில்	élection
தேர்தலில்	election
தேர்தலில்	élections
என்ன	quoi
என்ன	quel
என்ன	quelle
பால்	paul
பால்	lait
பால்	lactée
பால்	laiteux
வீரர்கள்	joueurs
வீரர்கள்	soldats
அழைக்கப்படும்	appelée
அழைக்கப்படும்	appelé
அழைக்கப்படும்	appelés
தன்மை	comportements
தன்மை	comportement
தன்மை	comportement
மிகப்பெரிய	grands
மிகப்பெரிய	grande
மிகப்பெரிய	grandes
மிகப்பெரிய	grand
மிகப்பெரிய	énormes
மிகப்பெரிய	immense
மிகப்பெரிய	énorme
மிகப்பெரிய	enorme
விடுதலைப்	liberation
விடுதலைப்	libération
கணினி	ordinateurs
கணினி	ordinateur
கணினி	système
வரலாற்று	historique
வரலாற்று	historiques
வரலாற்று	historique
வரலாற்று	historiques
இத்தகைய	tels
இத்தகைய	tel
இத்தகைய	telle
இத்தகைய	telles
இத்தகைய	accoutumée
இத்தகைய	habitués
இத்தகைய	habituée
இத்தகைய	habitué
தேவையான	exigée
தேவையான	exigé
தேவையான	requise
தேவையான	nécessaire
தேவையான	obligatoire
தேவையான	requis
நவீன	modernité
நவீன	moderne
நவீன	modernes
நவீன	cool
சிகிச்சை	thérapie
சிகிச்சை	thérapeutiques
சிகிச்சை	thérapies
சிகிச்சை	traitement
தொகுதிகள்	blocages
தொகுதிகள்	blocs
ஒன்றாக	ensemble
ஒன்றாக	together
மாநிலம்	etat
மாநிலம்	état
நோக்கி	vers
தற்போதைய	actuel
தற்போதைய	courant
தற்போதைய	actuels
தற்போதைய	actuelle
தற்போதைய	actuel
தற்போதைய	présent
தற்போதைய	présents
தற்போதைய	présente
தற்போதைய	présenter
வருகின்றன	venir
தேர்வு	choix
தேர்வு	sélections
தேர்வு	sélection
தேர்வு	choisissez
தேர்வு	choisir
தேர்வு	sélection
தேர்வு	sélectionnez
தேர்வு	sélectionner
தேர்வு	choix
பலர்	nombreux
பலர்	beaucoup
பலர்	nombreuses
பலர்	plusieurs
ஊர்	ville
அல்ல	not
அல்ல	non
அல்ல	pas
தூதரகம்	ambassade
தூதரகம்	ambassades
நோபல்	noble
நோபல்	nobles
