категорија	loại
генерал	gen
генерал	tướng
генерал	chung
овозможи	bật
вера	vera
вилхелм	wilhelm
рани	rani
хрватски	croat
датум	ngày
струга	struga
арена	arena
специјални	cống
галерија	gallery
силен	mạnh
силен	strong
рекол	nói
рекол	bảo
рекол	said
баба	baba
баба	margo
баба	bà
баба	bà
баба	granny
баба	ngoại
кулата	tower
кулата	tháp
женска	chica
женска	nữ
женска	chick
граѓанска	civil
граѓанска	civic
двор	yard
двор	sân
двор	tun
бенд	ban
бенд	band
рипка	goldfish
шампиони	champions
објавено	đăng
дух	ghost
дух	ma
загуби	mất
загуби	thua
пораст	rise
пораст	gai
хајнрих	heinrich
антонио	antonio
држи	giữ
околните	quây
гвинеја	guinea
фердинанд	ferdinand
јордан	jordan
победник	thang
победник	thắng
основното	tiểu
медиуми	media
произведува	produce
али	aly
али	ali
елена	helena
елена	elena
елена	helen
посветен	viet
интервју	phỏng
независни	lập
набрзо	sớm
набрзо	sắp
вика	vika
турци	thổ
турци	turks
љубовта	love
љубовта	yêu
став	stance
централен	trung
централен	central
ерик	erik
ерик	eric
киселина	axit
киселина	acid
киселина	axít
казна	câu
давид	david
постигне	đạt
јорк	york
тракија	thrace
џексон	jackson
водач	leader
црни	đen
рамка	khung
боливија	bolivia
бугарска	bun
критика	critique
иднина	lai
шампионите	champions
целина	toàn
целина	hẹt
целина	whole
потреби	nhu
одржа	chức
улица	phố
улица	street
важи	lệ
широк	rộng
широк	vid
рече	nói
рече	bảo
рече	said
проширување	bung
најдобри	nhất
изврши	chạy
спречи	ngăn
богатство	fortune
богатство	lường
вест	tin
вест	tây
грешки	lỗi
електронски	electron
лидер	leader
питер	peter
питер	phêrô
часови	tiếng
часови	giờ
часови	hạng
различна	khác
виктор	victor
виктор	viktor
освојување	conquest
чин	rang
чин	rank
чин	act
богови	thần
пост	đăng
девојка	girlfriend
девојка	bồ
девојка	girl
девојка	gái
тата	tata
месечината	nen
месечината	nguyệt
месечината	trăng
месечината	moon
слободни	free
слободни	rảnh
влез	entry
влез	mục
нивна	nhị
баварија	bayern
баварија	bavaria
бран	bran
бран	sóng
бран	wave
крило	sườn
крило	wing
крило	cánh
крило	winger
изработка	crafting
хан	hahn
хан	khan
хан	hàn
хан	han
хан	hán
забележани	đốm
забележани	spotted
општа	tướng
општа	chung
хемија	hóa
хемија	lờ
шах	shah
шах	chiếu
џез	jazz
различен	khác
илјади	nghìn
илјади	ngàn
правило	luật
животно	vật
кале	kale
кале	calais
мајката	mẹ
достапни	rảnh
полицијата	cảnh
реките	sông
реките	rivers
нивоа	cấp
задачи	jobs
бас	bass
бас	bas
обединување	reunion
српска	srpska
српска	serbia
желба	ước
рио	rio
заменик	phó
заменик	vice
заменик	phó
час	chas
час	tiếng
час	giờ
зашто	sao
позадина	nền
позадина	background
шампион	champ
шампион	cọc
шампион	champion
викторија	victoria
драмски	drama
драмски	kịch
демир	demir
празник	holiday
писма	thư
писма	chữ
сет	đặt
сет	set
сет	seth
силна	mạnh
силна	strong
тројца	tre
тројца	ba
тројца	three
природно	chích
луксембург	luxemburg
луксембург	luxembourg
џек	bồi
џек	jack
месо	thịt
месо	thịt
чекор	bước
простори	khoảng
плоча	tablet
реон	huyện
реон	huyệt
наведува	cites
продолжение	sequel
нба	nba
принцот	hoàng
принцот	prince
соединенија	compounds
слободата	do
расте	mọc
расте	trồng
расте	mọc
расте	grow
врховниот	supreme
супер	awesome
супер	super
супер	siêu
супер	tuyệt
коњ	ngựa
гранки	cành
тешки	nặng
тешки	mẫn
тешки	khó
раце	tay
постапка	proceedings
човечки	human
британскиот	british
круна	vương
затворен	đóng
наредба	lệnh
наредба	huy
наредба	lềnh
санта	trã
санта	santa
смит	smith
мари	marie
мраз	băng
мраз	đá
мраз	is
плоштад	đc
плоштад	square
плоштад	vuông
четвртата	mùng
приватни	tư
сирија	syria
снимка	footage
дозволено	phép
одговара	fits
одговара	hợp
одговара	khớp
поврзано	related
меч	gươm
меч	kiếm
клептон	clapton
мозокот	óc
мозокот	não
вилијамс	williams
филмска	phim
филмска	film
посета	khách
посета	thăm
пјер	pierre
нашите	plr
операција	thao
тест	test
тест	thử
холандски	bản
холандски	hoà
холандски	dutch
инаку	kẻo
земјиште	đáp
огромен	huge
искачување	ascent
фрагменти	fragments
милион	triệu
реал	real
реал	thực
реал	thật
реал	thiệt
чикаго	chicago
василиј	basil
војводство	voivodeship
блиску	close
блиску	đóng
блиску	gần
блиску	kín
блиску	gần
тврдат	cãi
хаџи	hadji
хаџи	hagi
судир	đốp
судир	clash
автомобили	oto
автомобили	ôtô
потребна	thiết
потребна	ấp
канали	kênh
ирак	iraq
леон	león
леон	leon
југословенски	yugoslav
петка	dập
петка	dap
словенски	slavonic
полски	polish
кожа	da
кожа	skin
кожа	da
концепт	concept
кипар	síp
фази	fuzzy
фази	nhòe
хуан	juan
даниел	daniel
диск	đĩa
диск	đĩa
користени	phơi
нил	neal
нил	neil
нил	nile
исламот	islam
германска	đức
словачка	slovakia
исти	cùng
балканска	balkan
кралеви	kings
кралеви	vua
табелата	chart
користен	phơi
недостаток	vitamin
едната	xả
едната	một
едната	one
идентитет	identity
силни	mạnh
силни	strong
исланд	iceland
франкфурт	frankfurt
орган	organ
отвори	download
отвори	mở
отвори	má
широка	rộng
широка	vid
широка	rộng
грчко	greco
мерка	đo
вила	fairy
вила	fee
вила	tiên
вила	villa
дин	din
дин	dean
епархија	phận
вози	chạy
вози	cán
бело	trắng
