और	és
प्रयास	erőfeszítés
प्रयास	erőfeszítések
महिला	nő
महिला	asszony
महिला	nö
महिला	hölgy
महिला	nőnemű
महिला	nő
महिला	női
महिला	nőstény
परियोजना	projekt
परियोजना	project
जीवित	élve
जीवित	életben
जीवित	él
जीवित	túlélni
नामांकन	jelölés
नामांकन	jelölést
नामांकन	megjelölés
नामांकन	megnevezés
नामांकन	kijelölés
अभिनेता	szereplők
अभिनेता	színészek
अभिनेता	színésznek
अभिनेता	színész
क्षमता	kapacitások
क्षमता	kapacitás
क्षमता	képesség
क्षमता	képességek
क्षमता	képességek
क्षमता	képesség
क्षमता	potenciális
क्षमता	lehetséges
क्षमता	potenciál
क्षमता	lehetőség
पाया	megtalált
पाया	megtaláltam
पाया	talált
स्पष्ट	nyilvánvaló
पृथ्वी	föld
गति	mozgás
गति	indítvány
गति	sebesség
गति	sebesség
गति	fordulatszám
गति	gyorsaság
गति	mozgás
परिणाम	eredmény
परिणाम	eredmény
परिणाम	eredmények
परिणाम	eredményei
लेने	szed
होगा	will
होगा	fog
होगा	akarat
भर	betöltötte
भर	megtelt
भर	töltött
पुत्र	fiam
पुत्र	fiuk
सहित	beleértve
शासन	uralma
शासन	uralom
शासन	szabály
शासन	kormányzás
शासन	irányítás
शासन	rezsim
नियंत्रण	kontroll
नियंत्रण	irányítás
नियंत्रण	vezérlő
नियंत्रण	ellenőrzési
नियंत्रण	ellenőrzés
नियंत्रण	ellenőrzések
प्रभावित	érintett
प्रभावित	érintettek
प्रभावित	nyűgözve
वर्णन	megnevezés
वर्णन	leírása
वर्णन	leírás
क्रिकेट	krikett
क्रिकेट	tücsök
योजना	séma
योजना	terv
आरम्भ	kezdetek
आरम्भ	kezdete
आरम्भ	eleje
आरम्भ	kezdet
एशिया	ázsiai
एशिया	ázsia
सन	napsütés
सन	sun
सन	nap
सन	napfény
राजनीतिक	politikai
राजनीतिक	politika
प्राकृतिक	természetes
स्थानीय	helyi
स्थानीय	helyiek
कहानी	sztori
कहानी	történet
कहानी	story
कहानी	története
कहानी	mese
कहानी	elbeszélés
वृद्धि	emelkedés
वृद्धि	növekedés
वृद्धि	növelése
वृद्धि	emelkedés
वृद्धि	növelje
वृद्धि	emelés
वृद्धि	növekedés
वृद्धि	növekedés
सुरक्षा	biztonsági
सुरक्षा	biztonság
सुरक्षा	védelmet
सुरक्षा	védelme
सुरक्षा	védelem
सुरक्षा	oltalom
सुरक्षा	biztonsági
सुरक्षा	biztonság
लोकप्रिय	népszerű
लोकप्रिय	népszerűek
कवि	költő
हिस्सा	részben
हिस्सा	rész
हिस्सा	része
पद	állás
पद	pozíció
पद	álláspont
पद	távú
पद	kifejezés
पद	rang
पद	rangja
हाथ	kéz
हाथ	kezek
हाथ	kezét
हाथ	kéz
जनता	nyilvános
जनता	nyilvánosság
जनता	nyilvánosan
जनता	publikus
विस्तार	terjeszkedés
विस्तार	bővítés
विस्तार	meghosszabbítás
विस्तार	kiterjesztés
विस्तार	kiterjesztések
विस्तार	meghosszabbítás
विस्तार	kiterjesztés
विस्तार	kiterjesztése
विस्तार	bővítés
विस्तार	terjeszkedni
पूरे	egészben
पूरे	egész
युग	epoch
युग	korszak
द्वितीय	másodszor
द्वितीय	másodperc
द्वितीय	második
चुनाव	választások
चुनाव	döntések
चुनाव	választási
चुनाव	választás
चुनाव	választások
चुनाव	döntés
चुनाव	választás
व्यक्तिगत	személyes
व्यक्तिगत	személyi
व्यक्तिगत	egyén
व्यक्तिगत	egyéni
मेल	mail
मेल	levél
मेल	levelek
मेल	posta
दूसरा	másodszor
दूसरा	másodperc
दूसरा	második
आता	jön
प्रवेश	felvételi
प्रवेश	belépő
प्रवेश	bejárat
प्रवेश	belép
प्रवेश	belépni
यूरोप	európa
यूरोप	europe
यूरोप	európában
शुरुआत	kezdetek
शुरुआत	kezdete
शुरुआत	eleje
शुरुआत	kezdet
दूरी	távolság
दूरी	távolság
निर्मित	épült
निर्मित	épített
निर्मित	felépített
निर्मित	beépített
निर्मित	létrehozott
निर्मित	létrehozva
निर्मित	teremtett
सामग्री	tartalma
सामग्री	tartalom
सामग्री	anyagok
सामग्री	anyag
सामग्री	anyaga
सामग्री	tartalma
सामग्री	tartalmát
सामग्री	tartalom
सामग्री	alapanyagok
सामग्री	anyagok
ऊर्जा	energia
घटनाएँ	események
घटनाएँ	esemény
घटनाएँ	rendezvények
ली	lee
वैज्ञानिक	tudós
वैज्ञानिक	tudományos
वैज्ञानिक	tudósok
वैज्ञानिक	kutatók
कुमार	kumar
उद्देश्य	célkitűzések
उद्देश्य	célok
उद्देश्य	célzás
उद्देश्य	célja
उद्देश्य	cél
उद्देश्य	cél
उद्देश्य	objektív
उद्देश्य	cél
उद्देश्य	célkitűzés
प्रस्तुत	bemutatott
प्रान्त	tartomány
प्रान्त	tartományban
ऐतिहासिक	történelmi
ऐतिहासिक	történelmi
ऐतिहासिक	történeti
सर्वश्रेष्ठ	legjobbak
सर्वश्रेष्ठ	legjobb
सर्वश्रेष्ठ	best
धार्मिक	vallásos
धार्मिक	vallás
धार्मिक	vallási
द्वीप	sziget
द्वीप	szigeten
केंद्र	középre
केंद्र	központ
केंद्र	center
केंद्र	középre
केंद्र	központ
केंद्र	centrum
जनसंख्या	populáció
जनसंख्या	népesség
जनसंख्या	lakosság
यही	precedens
दर	mérték
दर	kamatláb
दर	arány
सामने	front
सामने	eleje
रेल	vasút
रेल	vasutak
रेल	vasútvonal
रेल	vasút
रेल	vasúti
रेल	sín
रेल	vasút
रेल	vasúti
रेल	vonatok
दिए	megadott
दिए	adva
दिए	megadva
दिए	adott
पदार्थ	számít
पदार्थ	anyagok
पदार्थ	anyag
पदार्थ	anyaga
पदार्थ	anyag
पदार्थ	alapanyagok
पदार्थ	anyagok
तथ्य	tények
तथ्य	tényállás
तथ्य	tény
लाभ	juttatások
लाभ	előnyök
लाभ	ellátások
लाभ	előny
लाभ	profit
लाभ	haszon
लाभ	nyereség
लाभ	haszon
लाभ	előny
लाभ	előnyök
लाभ	előnyei
लाभ	nyereség
साम्राज्य	birodalom
साम्राज्य	empire
साम्राज्य	monarchia
सदस्यों	tagjai
सदस्यों	tagok
सदस्यों	tagoknak
सदस्यों	képviselők
देवी	istennő
देवी	devi
भूमि	föld
भूमि	földterület
भूमि	szárazföld
भूमि	telek
भूमि	földterületek
व्यापक	átfogó
व्यापक	kidolgozott
व्यापक	széles
व्यापक	tág
व्यापक	széles
किमी	mph
प्रबंधन	kezelése
प्रबंधन	menedzsment
प्रबंधन	irányítás
प्रबंधन	vezetőség
प्रबंधन	gazdálkodás
प्रबंधन	irányítási
परीक्षण	vizsgálati
परीक्षण	vizsgálat
परीक्षण	próba
परीक्षण	teszt
परीक्षण	vizsgálatok
परीक्षण	tesztek
परीक्षण	tesztelés
परीक्षण	vizsgálati
परीक्षण	vizsgálat
परीक्षण	próba
परीक्षण	teszt
अनुसंधान	kutatás
अनुसंधान	kutatások
अनुसंधान	kutatási
गीत	dalok
गीत	dalokat
गीत	szöveget
गीत	szöveg
गीत	szövegek
गीत	dal
गीत	dalt
गीत	song
गणना	gróf
गणना	számítási
गणना	számítások
गणना	számítás
गणना	számított
गणना	kiszámított
गणना	számítások
गणना	számítás
निम्न	alacsonyan
निम्न	alacsony
खोज	keresések
खोज	keresés
खोज	felfedezés
खोज	felfedezés
खोज	felfedezni
खोज	felfedezése
खोज	felfedezés
खोज	discovery
सांस्कृतिक	humánus
सांस्कृतिक	kulturális
जाति	műfajok
