dhe	e
pikërisht	esattamente
mbetet	resti
mbetet	rimane
mbetet	gal
mbetet	lag
portal	portale
çmimi	prezzo
çfarë	cosa
kthehet	restituisce
kthehet	ritorna
kthehet	rendimenti
treguar	mostrati
treguar	mostrato
treguar	narrato
page	retribuzione
page	salario
page	stipendio
page	stipendi
finlanda	finlandia
mbas	dopo
mbas	after
fizike	fisico
fizike	fisiche
fizike	fisica
fizike	fisici
mesatare	intermedio
mesatare	intermedi
mesatare	media
mesatare	medio
mesatare	media
mesatare	medium
mesatare	medio
serb	serbo
serb	serbi
serb	serba
serb	serbo
serb	serbi
përbërë	composito
përbërë	compositi
përbërë	composte
përbërë	composta
përbërë	consistenti
lloje	varietà
lloje	tipi
lloje	tipologie
guvernator	governatori
guvernator	governatore
vështirë	duro
vështirë	difficile
vështirë	hard
vështirë	duri
vështirë	dura
vështirë	duro
vështirë	duri
vështirë	dura
vështirë	difficile
vështirë	ardua
vështirë	difficili
shkallë	scala
shkallë	scale
uji	acqua
uji	liquido
uji	fluido
uji	fluidi
ndeshjet	fiammiferi
ndeshjet	corrispondenze
ngjashme	simile
ngjashme	simili
ngjashme	analoga
mbrojtur	protetti
mbrojtur	protetta
mbrojtur	protette
mbrojtur	protetto
guri	stone
guri	pietre
guri	pietra
guri	guri
guri	rocce
guri	roccia
guri	sasso
guri	rock
ekziston	esisto
ekziston	esistere
ekziston	esistono
ekziston	esisti
ekziston	esiste
njerëzore	umane
njerëzore	umano
njerëzore	umani
njerëzore	human
njerëzore	umana
lidhja	connessione
lidhja	collegamento
lidhja	link
lidhja	collegamento
prodhuar	prodotta
prodhuar	fabbricato
prodhuar	fabbricati
premier	premier
thellë	profonda
thellë	profondo
thellë	deep
numrin	numero
organizuar	organizzata
organizuar	organizzati
organizuar	organizzato
organizuar	organizzate
organizuar	organizzata
organizuar	organizzati
organizuar	organizzato
organizuar	organizzate
prof	prof
mësues	insegnante
mësues	docente
kushtet	termini
kushtet	condizioni
kryeqyteti	capitali
kryeqyteti	capitale
kryeqyteti	capital
cest	cest
zyrtar	funzionario
zyrtar	ufficiali
zyrtar	official
zyrtar	ufficiale
art	arte
krishterë	liturgia
krishterë	liturgico
krishterë	cristiano
krishterë	christian
krishterë	cristiani
krishterë	cristiana
krishterë	cristiani
drejtor	regista
drejtor	direttore
drejtor	preside
internet	internet
shkup	skopje
nord	nord
shkruan	scrive
shkruan	scrittura
shkruan	scrivere
shkoi	andò
paul	paolo
djali	boy
djali	maschietto
djali	ragazzo
maria	maria
one	una
one	one
one	uno
mijë	mille
mijë	migliaia
paraqitur	presentate
paraqitur	presentato
paraqitur	inviato
paraqitur	presentati
grupe	gruppi
burimet	fonti
burimet	sorgenti
burimet	risorse
personale	personal
personale	personali
personale	personale
ditët	giorni
ditët	giornate
ditët	days
lartësi	altitudine
lartësi	elevazione
lartësi	altitudine
lartësi	altezza
gjergj	giorgio
gjergj	gjergj
mehmet	mehmet
mehmet	mehmet
mehmet	mehmed
mehmet	maometto
trupit	body
trupit	corpo
trupit	carrozzeria
islam	islam
evropë	europa
ditën	giornata
ditën	giorno
frashëri	frashëri
franceze	francesi
franceze	francese
sociale	sociale
sociale	social
biri	figlio
biri	figliolo
ilir	ilir
sezoni	stagione
ibrahim	ibrahim
diçka	something
diçka	qualcosa
james	giacomo
james	james
kuq	rosso
kuq	rossa
kuq	red
keni	kenny
keni	hanno
keni	avere
drejtimin	regia
pasojë	conseguenza
politikan	politici
politikan	politico
bie	caduta
bie	cadendo
bie	cadere
bie	cadi
bie	caduta
bie	fall
bie	cascate
bie	cadute
bie	falls
studime	studi
zonë	zona
zonë	zone
zonë	zona
zonë	area
kërkon	richiede
don	don
hap	step
hap	passo
hap	gradino
hap	aprite
hap	apri
hap	aprire
hap	aperto
hap	open
hap	aperti
nisi	iniziato
nisi	iniziati
nisi	avviato
nisi	nisi
nisi	varato
nisi	lanciata
nisi	lanciato
nisi	varata
nisi	lanciati
filma	pellicole
filma	film
filma	filmati
filma	film
filma	cinema
trupat	nude
trupat	nudi
trupat	truppe
trupat	corpi
trupat	carrozzerie
keq	cattiva
keq	bad
keq	pessimo
keq	cattivi
keq	male
keq	cattivo
keq	scusate
keq	scusa
ruajtur	memorizzato
ruajtur	memorizzati
ruajtur	memorizzate
ruajtur	immagazzinato
ruajtur	conservato
ruajtur	conservati
ruajtur	conservate
ruajtur	conservata
ruajtur	salvato
ruajtur	salvati
ruajtur	salvate
ruajtur	salvata
trashëgimisë	eredità
trashëgimisë	heritage
ngushtë	stretta
ngushtë	bff
ngushtë	stretta
ngushtë	stretto
rrjedh	steli
rrjedh	flussi
video	video
famshëm	celebrità
famshëm	famosi
famshëm	famosa
famshëm	celebre
famshëm	famose
famshëm	famoso
ngritur	elevato
ngritur	elevata
ngritur	elevati
ngritur	eretta
ngritur	eretto
plotësisht	pienamente
plotësisht	totalmente
plotësisht	completamente
plotësisht	totalmente
plotësisht	completamente
utc	utc
skuadra	plotone
skuadra	squad
skuadra	squadrone
skuadra	squadra
skuadra	squadra
skuadra	team
civile	civili
civile	civile
civile	civili
civile	civile
forca	forza
forca	forza
forca	force
sovjetik	soviet
sovjetik	sovietici
sovjetik	sovietico
sovjetik	sovietica
punon	funziona
punon	opere
punon	works
punon	lavorare
përdor	uso
përdor	utilizzo
përdor	usi
përdor	utilizzare
përdor	utilizzi
pavarësisht	nonostante
pavarësisht	malgrado
humbur	lost
humbur	perduto
humbur	perduti
humbur	persi
humbur	perso
humbur	persa
arti	arte
libra	libri
kuvendit	assemblea
kuvendit	assemblaggio
kuvendit	montaggio
bota	mondo
bota	world
përdorim	uso
përdorim	utilizzo
përdorim	usi
përdorim	utilizzare
burime	fonti
burime	sorgenti
burime	molle
burime	sorgenti
burime	risorse
çështje	questioni
zonat	zone
zonat	aree
private	privati
private	privato
private	privata
private	private
private	soldato
shkroi	scritto
çka	cosa
këshilli	concilio
këshilli	consiglio
wiki	wiki
lëvizje	motion
lëvizje	movimenti
lëvizje	movimento
rock	rocce
rock	roccia
rock	sasso
rock	rock
muzika	musiche
muzika	musica
aktore	attrici
aktore	attrice
malet	montagne
malet	montagna
malet	monti
drita	light
drita	luce
drita	leggero
drita	leggeri
drita	leggera
drita	luci
flamuri	bandiere
flamuri	flag
flamuri	bandiera
kthyer	restituita
kthyer	restituito
kthyer	restituiti
kthyer	ritornata
kthyer	ritornato
gjermania	germania
nevojshme	necessari
nevojshme	necessario
nevojshme	necessaria
muzikore	musicale
muzikore	musical
muzikore	musicali
historik	storico
historik	storiche
historik	storica
historik	storici
historik	storico
historik	storiche
historik	storica
përdorimi	utilizzo
përdorimi	uso
përdorimi	uso
përdorimi	utilizzo
përdorimi	usi
përdorimi	utilizzare
letërsi	letteratura
artë	golden
artë	dorata
artë	dorato
lëvizja	motion
lëvizja	trasloco
lëvizja	movimenti
lëvizja	movimento
veprave	gesta
national	nazionale
national	national
sulltan	sultano
sulltan	sultan
link	link
link	collegamento
can	chan
ndihmuar	assistiti
ndihmuar	assistito
ndihmuar	assistita
ndihmuar	assistite
vlorë	vlora
zbuluar	scoperti
zbuluar	scoperta
zbuluar	scoperto
zbuluar	scoperte
zbuluar	rilevata
zbuluar	individuata
zbuluar	individuate
zbuluar	rilevato
zbuluar	individuato
kërkuar	richiesto
kërkuar	richiesti
grek	greco
grek	greca
grek	greci
alias	alias
alias	pseudonimo
loire	loira
loire	loire
elizabeth	elisabetta
zhvillimi	sviluppo
finale	finale
finale	finale
finale	final
finale	finali
finale	finali
monument	monumento
duka	duke
duka	duchi
duka	duca
romë	roma
romë	rom
realizuar	realizzata
realizuar	realizzato
liga	lega
liga	league
liga	liga
lidhjet	relazioni
lidhjet	leghe
lidhjet	collegamenti
lidhjet	link
lidhjet	links
lidhjet	connessioni
lidhjet	collegamenti
lidhjet	cravatte
ishujt	isole
round	tondo
round	rotondo
round	round
kënga	canto
kënga	canzone
kënga	song
vazhdim	proseguimento
vazhdim	continuazione
vazhdim	prosecuzione
vazhdim	sequel
serie	serie
materiale	materiali
materiale	materiale
materiale	materiali
dhjetë	dieci
dhjetë	ten
skënderbeut	skanderbeg
berisha	berisha
mënyra	modi
anëtarë	membri
dite	giornata
dite	giorno
spanja	spagna
futbollist	calciatore
rritje	aumento
rritje	aumentate
rritje	aumenta
rritje	aumentare
rritje	crescita
josé	josè
josé	josé
alpes	alpes
katërt	quarta
katërt	quarto
lojtari	player
lojtari	riproduttore
lojtari	giocatore
kultura	cultura
kultura	culture
kultura	colture
tjeter	prossimo
tjeter	prossimi
tjeter	prossima
nder	onore
nder	onore
nder	honor
titull	didascalia
titull	titolo
titull	title
klasike	classica
klasike	classic
klasike	classiche
klasike	classici
klasike	classico
hasan	hassan
hasan	hasan
dashur	carissimi
dashur	cara
dashur	caro
dashur	cari
kuvendi	assemblea
kuvendi	assemblaggio
kuvendi	montaggio
artikull	articolo
skënderbeu	skanderbeg
haute	haute
mendohet	presunta
mendohet	presunto
mendohet	presunte
ligji	legge
ligji	diritto
popullor	popolare
popullor	popolari
mbeti	rimasero
mbeti	rimaneva
mbeti	rimase
nëna	madre
nëna	mamma
nëna	mother
lart	alto
lart	alte
lart	alta
lart	high
lart	elevata
lart	elevato
qytete	città
keto	queste
keto	questi
hyri	inserito
plot	piena
plot	full
plot	pieno
pashë	saw
pashë	sega
grupin	gruppo
ndodh	succede
ndodh	accade
ndodh	succedendo
enver	enver
dihet	conosciuto
dihet	conosciuta
dihet	noto
dihet	noti
dihet	know
vdekje	death
vdekje	decesso
vdekje	morte
shtete	stati
shtete	paesi
xix	xix
struktura	strutture
struktura	struttura
foto	foto
foto	picture
foto	immagine
foto	fotografie
foto	foto
mark	segna
mark	marco
mark	contrassegna
mark	mark
ngjyrë	colori
ngjyrë	colore
ngjyrë	colore
ngjyrë	vernice
ngjyrë	dipingere
ngjyrë	inchiostro
shkencor	scientifico
shkencor	scientifica
aktiv	active
aktiv	attivo
aktiv	attivi
aktiv	attive
aktiv	attiva
jete	vita
jete	life
nivel	livello
marrëdhëniet	relazioni
marrëdhëniet	relazione
marrëdhëniet	relazioni
tetë	eight
tetë	otto
png	png
ndihmë	aiutare
ndihmë	aiuto
qëndron	stand
qëndron	soggiorni
krijoi	creato
krijoi	create
krijoi	creati
krijoi	creata
joseph	giuseppe
joseph	joseph
zgjedhjet	elezioni
zgjedhjet	elezione
zgjedhjet	elezioni
diellit	sun
diellit	sole
radhë	coda
mbretëria	kingdom
mbretëria	regno
michael	michele
michael	michael
michael	michela
ruse	russi
ruse	russo
ruse	russa
ruse	stratagemma
aktori	attore
aktori	attori
thjesht	semplicemente
thjesht	solo
thjesht	just
vlerë	valore
njëkohësisht	simultaneamente
njëkohësisht	contemporaneamente
pjesët	parti
pjesët	ricambi
ndryshime	modifiche
ndryshime	cambiamenti
ndryshime	variazioni
euro	euros
euro	euro
euro	euro
ebu	uer
ebu	abu
faqen	pagine
faqen	pagina
faqen	page
huaja	straniera
huaja	straniero
huaja	stranieri
rrallë	rado
rrallë	raramente
rrallë	rari
rrallë	rara
rrallë	rare
rrallë	raro
artistik	artistico
artistik	artistiche
artistik	artistici
artistik	artistica
territorin	territorio
ndahet	condivisi
ndahet	condivisa
ndahet	condiviso
beratit	berat
will	will
will	testamento
will	volontà
orë	ore
orë	orari
minuta	minuti
anglez	inglese
anglez	inglesi
anglez	english
cdo	ogni
qendror	central
qendror	centrale
vii	vii
britanike	britannico
britanike	british
britanike	inglesi
britanike	britannici
martin	martino
martin	martina
martin	martin
tokat	terreni
tokat	terre
karl	carlo
karl	karl
karl	carlo
karl	carl
këmbë	foot
këmbë	piede
këmbë	piedi
këmbë	zampe
këmbë	gambe
këmbë	gamba
masë	misurare
masë	misura
ati	padre
ati	ati
nevojë	bisogno
nevojë	necessità
zhvillim	sviluppo
kombit	nazione
kombit	nation
emrat	nomi
prizren	prizren
solli	portato
etnike	etnica
etnike	etnico
etnike	etnici
gjysmë	semi
gjysmë	mezzo
gjysmë	metà
gjysmë	mezza
fitues	vincitore
fitues	vincitrice
fitues	vincente
kanada	canada
modern	moderna
modern	moderne
modern	moderni
modern	modern
modern	moderno
modern	modernità
shihet	visto
shihet	visualizzato
shihet	visualizzati
xvi	xvi
malore	montagna
rrit	aumento
rrit	aumentate
rrit	aumenta
rrit	aumentare
rrit	aumenti
rrit	aumenta
rrit	incrementa
tradicionale	tradizionale
tradicionale	tradizionali
regjisor	regista
regjisor	direttore
fifa	fifa
ndikim	impact
ndikim	impatto
ndikim	influsso
ndikim	influenzare
ndikim	influenza
ndikim	influenze
angli	england
angli	inghilterra
van	van
van	furgone
rajon	regione
socialiste	socialista
socialiste	socialisti
dërguar	spediti
dërguar	spedito
dërguar	inviato
dërguar	inviata
dërguar	inviati
ndjekur	seguito
ndjekur	seguì
ndjekur	seguita
ndjekur	seguiti
ndjekur	inseguito
ndjekur	inseguita
probleme	problemi
probleme	guai
ekzistojnë	esisto
ekzistojnë	esistere
ekzistojnë	esistono
ekzistojnë	esisti
vajza	figlia
vajza	girls
vajza	ragazze
bej	bey
map	mappa
map	cartina
duart	mani
duart	hands
verës	estate
hapësirë	spazi
hapësirë	spazio
hapësirë	space
ndryshuar	cambiata
ndryshuar	cambiato
ndryshuar	cambiati
ndryshuar	modificata
ndryshuar	modificate
ndryshuar	modificati
ndryshuar	modificato
sasi	quantitativi
sasi	quantità
sasi	ammontare
sasi	importo
qëllimi	gol
qëllimi	goal
qëllimi	obiettivo
ortodokse	ortodossi
ortodokse	ortodosso
ortodokse	ortodossa
shpall	proclama
shpall	dichiara
shum	molto
shum	shum
stamboll	istanbul
karakter	carattere
karakter	personaggio
ngjyra	colori
ngjyra	colore
ngjyra	colori
ngjyra	colore
ngjyra	colori
përreth	intorno
përreth	attorno
përreth	around
ura	ponte
ura	ura
ura	ponti
mbrojtës	difensore
mbrojtës	defender
mbrojtës	protettore
mbrojtës	protettrice
asgjë	nothing
asgjë	nulla
asgjë	niente
peshkopi	vescovi
peshkopi	alfiere
peshkopi	vescovo
albania	albania
londër	londra
ahmet	ahmet
ahmet	ahmad
pune	lavoro
pune	lavorare
pune	lavori
pune	lavora
pune	lavorare
stadium	stadio
stadium	stadium
jan	jan
banorëve	residenti
ngjarjet	manifestazioni
ngjarjet	eventi
beteja	battle
beteja	battaglia
beteja	battaglie
mustafa	mustafa
udhëheqës	leader
gjakut	sangue
gjakut	blood
fillimi	inizio
los	los
bizantine	bizantina
bizantine	bizantino
haxhi	pellegrinaggio
haxhi	hajj
haxhi	hagi
fitore	vinci
fitore	win
fitore	vittoria
fitore	vincere
fitore	vittoria
albert	albert
albert	alberto
shumicën	maggioranza
html	html
bar	erba
bar	bar
fakulteti	facoltà
fakulteti	docenti
kushtuar	dedicati
kushtuar	dedicata
kushtuar	dedicate
kushtuar	dedicato
dikur	once
detyrë	dazio
detyrë	doveri
detyrë	dovere
detyrë	duty
detyrë	incarico
detyrë	assegnazione
detyrë	task
turk	turco
turk	turk
turk	turco
turk	turche
turk	turca
turk	turchi
cup	tazza
cup	coppa
cup	cup
ekipi	squadra
ekipi	team
fetar	religiosa
fetar	religioso
fetar	religiosi
detyruar	forzato
detyruar	forzata
detyruar	obbligato
black	neri
black	nera
black	black
black	nero
rritet	cresce
rritet	coltiva
rritet	crescente
rritet	crescere
rritet	cresce
rritet	crescono
rritet	cresci
latine	latina
profesionale	professionale
profesionale	professionisti
profesionale	professionista
profesionale	professional
liqeni	lago
përmendet	menzionato
përmendet	menzionata
album	album
teatri	teatro
teatri	teatro
albumi	album
lindor	orientale
lindor	orientali
lindor	eastern
ndonjëherë	talvolta
press	stampa
press	premere
press	premi
press	pressa
kategorinë	categoria
web	web
seksioni	sezione
live	vivi
live	live
live	vivere
version	versione
version	version
turqi	tacchino
turqi	turchia
arabe	arabi
arabe	araba
arabe	arabo
bashkia	municipalità
lufte	guerra
komandant	comandante
komandant	commendatore
pushtimit	conquista
shkollat	scuole
regjistruar	registrati
regjistruar	registrato
regjistruar	registrata
regjistruar	registrate
regjistruar	registrato
regjistruar	registrate
procesi	process
procesi	processo
den	den
trupi	body
trupi	corpo
trupi	carrozzeria
international	internazionali
international	internazionale
international	international
juan	juan
bëhen	diventano
bëhen	divenire
bëhen	diventa
bëhen	diventare
ofron	offerte
bashkimin	unificazione
organizata	organizzazione
organizata	organizzazione
organizata	organizzazioni
person	persona
objekte	oggetti
objekte	oggetti
fuqishëm	potente
fuqishëm	potenti
aktive	active
aktive	attivo
aktive	attivi
aktive	attive
aktive	attiva
pranuar	accettata
pranuar	accettate
pranuar	accettati
pranuar	accettato
takon	incontra
revista	rivista
revista	magazine
revista	riviste
revista	caricatore
revista	riviste
gruaja	donna
gruaja	moglie
qafë	collo
shërbim	servizio
ministër	ministro
man	mann
man	uomo
man	man
jashtëm	esterno
jashtëm	esterni
jashtëm	esterna
burg	galera
burg	prigione
burg	carcere
burg	prigione
burg	carcere
burg	prison
dinastia	dinastia
france	francia
debutimin	debutto
debutimin	esordio
romak	roman
romak	romana
romak	romano
romak	romani
peter	pietro
peter	piero
franca	francia
kimike	chemical
kimike	chimico
kimike	chimiche
kimike	chimica
ndërtimi	costruzioni
ndërtimi	edilizia
ndërtimi	costruzione
arkitektura	architettura
arkitektura	architetture
degë	filiali
degë	branche
degë	succursali
degë	rami
degë	sbocchi
degë	succursale
degë	ramo
degë	filiale
degë	branca
khan	khan
ndodhi	accadde
greqisht	greco
greqisht	greca
greqisht	greci
përtej	aldilà
përtej	beyond
përtej	oltre
allahu	allah
allahu	god
allahu	dio
serbisë	serbia
louis	luigi
elemente	elementi
ajrore	aerea
ajrore	antenna
përkthyer	tradotta
përkthyer	tradotte
përkthyer	tradotto
këngët	brani
këngët	canzoni
këngët	canti
këngët	songs
gurë	pietre
gurë	stone
gurë	pietre
gurë	pietra
gurë	rocce
gurë	scogli
shoqata	associazione
përcaktuar	definita
përcaktuar	definiti
përcaktuar	definite
përcaktuar	definito
përcaktuar	designati
përcaktuar	designata
përcaktuar	designato
king	re
king	king
program	applicazione
program	programma
humbje	perdita
humbje	smarrimento
humbje	perdite
humbje	sconfitte
humbje	perdite
humbje	disfatta
humbje	sconfitta
valencia	valenza
valencia	valencia
lindja	orientale
lindja	east
lindja	est
lindja	oriente
lindja	nascita
lindja	parto
vdekja	death
vdekja	decesso
vdekja	morte
fjalët	parole
fjalët	words
les	les
sjellë	portato
sjellë	portate
femra	femmine
femra	femmina
femra	donna
femra	femmine
femra	femminile
femra	donne
mbyllur	bloccato
mbyllur	chiusi
mbyllur	chiusa
mbyllur	chiuse
mbyllur	chiuso
first	primi
first	primo
first	prima
marrëveshje	accordo
marrëveshje	deal
shfaq	visualizzazione
shfaq	display
shfaq	spettacolo
shfaq	mostra
shfaq	show
siguruar	assicurate
siguruar	assicurati
siguruar	assicurato
siguruar	assicurata
arkeologjike	archeologici
arkeologjike	archeologico
arkeologjike	archeologici
arkeologjike	archeologico
arkeologjike	archeologica
mit	mit
mit	mito
pranoi	confessato
pranoi	riconosciuto
pranoi	riconosciuta
pranoi	riconosciuti
pranoi	ammessi
pranoi	ammesso
pranoi	accettata
pranoi	accettate
pranoi	accettati
pranoi	accettato
rezultatet	risultati
krejt	tutto
krejt	tutte
krejt	tutti
antike	antico
antike	antica
antike	antichi
antike	antiquariato
antike	antico
antike	antiche
antike	antichi
antike	antica
antike	antiquariato
antike	antichità
zyrtarisht	ufficialmente
titulli	titolo
titulli	title
rilindjes	rinascimentale
rilindjes	rinascimento
humbi	lost
humbi	perduto
humbi	perduti
humbi	persi
humbi	perso
humbi	persa
santa	santa
santa	babbo
tregime	storie
bashkëpunim	collaborazioni
bashkëpunim	collaborazione
bashkëpunim	cooperazione
bashkëpunim	complicità
jugosllavisë	jugoslavia
jugosllavisë	iugoslavia
shpella	grotta
shpella	cave
shpella	caverna
shpella	grotte
elektronike	elettronica
elektronike	elettronico
elektronike	electronic
elektronike	elettronica
elektronike	elettronici
maleve	montagne
maleve	montagna
maleve	monti
kilometra	chilometri
kilometra	chilometri
kulla	torre
shkëmb	rocce
shkëmb	roccia
shkëmb	sasso
shkëmb	rock
shkëmb	scogliera
shkëmb	cliff
zot	god
zot	dio
zot	lord
zot	signore
funksion	funzioni
funksion	funzione
sipër	top
sipër	sopra
financiare	finanziaria
financiare	financial
financiare	finanziario
vlerat	valori
zëri	sound
