και	and
καλλιτέχνες	performers
καλλιτέχνες	artists
ισχύει	valid
ισχύει	applies
οδηγεί	leads
οδηγεί	leading
οδηγεί	drives
συμβαίνει	happens
ρώμης	rome
πλήθος	crowds
πλήθος	crowd
ιερά	holy
ιερά	sacred
πόλεων	cities
ηγεσία	leadership
συνδυασμό	combination
συνάρτηση	function
αξία	value
μάζα	mass
φράση	phrase
φυσικής	physics
ειρήνη	peace
προσπάθησε	try
φωνή	voice
οικογένειες	families
παοκ	paok
εντολή	command
εντολή	mandate
γάλλοι	french
γάμο	marriage
γάμο	wedding
θρησκεία	religion
επιτρέπει	allows
παρέχει	provide
παρέχει	provides
αδελφός	brother
ζήτησε	requested
ζήτησε	asked
επιρροή	influence
κατάκτηση	conquest
κατάκτηση	conquer
υπέγραψε	signed
σοβιετική	soviet
αντιδράσεις	reactions
συγγραφέα	writer
συγγραφέα	author
κερδίσει	win
παγκοσμίως	worldwide
μακριά	away
βασικό	basic
προσπάθειες	attempts
προσπάθειες	efforts
κρίση	judgment
κρίση	crisis
περ	approx
περ	per
περιγραφή	description
πύλη	gate
πύλη	portal
πύλη	gateway
ανακοίνωσε	announce
ανακοίνωσε	announced
ελ	elle
μήνυμα	message
βαθμολογία	rating
βαθμολογία	score
βαθμολογία	scores
προκάλεσε	provoked
προκάλεσε	caused
προκάλεσε	challenged
μεγαλύτερος	older
γεννημένος	born
μοναστήρι	monastery
μοναστήρι	convent
δραστηριότητες	activities
χίτλερ	hitler
γραμματέας	secretary
περιέχουν	contain
ελευθερία	freedom
ελευθερία	liberty
ταξίδι	voyage
ταξίδι	travel
ταξίδι	journey
ταξίδι	trip
μοναδική	unique
ακτή	shore
ακτή	coast
αρχαιότητα	seniority
αρχαιότητα	antiquity
ομοσπονδίας	federation
ιδιότητα	property
πλήρως	fully
μελέτες	studies
ήθελε	wanted
ντεμπούτο	debut
χέρι	arm
χέρι	hand
μέθοδος	method
στρατεύματα	troops
στούντιο	studios
στούντιο	studio
κάρολος	charles
πέτρος	peter
πέτρος	petros
επιστημονική	scientific
άνοδο	anode
μέτωπο	front
μέτωπο	forehead
ουσία	substance
δούκα	duke
ρεύμα	current
τίποτα	nothing
παναθηναϊκός	panathinaikos
δίκαιο	law
δίκαιο	fair
εταιρία	company
ναυτικό	navy
ανεξαρτησία	independence
επιστήμη	science
θεραπεία	cure
θεραπεία	therapy
θεραπεία	treatment
θεραπεία	treat
μόνος	alone
στάση	attitude
στάση	posture
πάπα	pope
χάρτης	map
μοντέλα	models
σχόλιο	comment
νομό	county
μόνη	alone
οθωμανική	ottoman
απελευθέρωση	release
απελευθέρωση	liberation
απελευθέρωση	liberalisation
σύγκρουση	impact
σύγκρουση	collision
σύγκρουση	conflict
μαθητές	students
μαθητές	pupils
ασφαλείας	security
σούπερ	super
τραγουδιστής	singer
τραγουδιστής	vocalist
πρόσβαση	access
ηπείρου	epirus
ηπείρου	continent
παίζει	plays
παίζει	playing
θεός	god
ελέγχου	control
ευκαιρία	chance
ευκαιρία	opportunity
ινστιτούτο	institute
τάση	trend
τάση	voltage
τάση	tendency
περιοδεία	tour
περιοδεία	touring
ειδική	special
βασίλης	vasilis
βασίλης	claus
βασίλης	vassilis
εκτέλεση	execute
εκτέλεση	execution
παίρνει	gets
παίρνει	takes
ανατολή	east
ανατολή	orient
ανατολή	sunrise
σταθερά	constant
σταθερά	fixed
σταθερά	steady
σταθερά	stable
κεφάλι	head
πλάτος	latitude
πλάτος	width
πλάτος	breadth
εγκαταστάθηκε	installed
ιστορικός	historic
ιστορικός	historian
ιστορικός	historical
νύχτα	night
μάικλ	michael
συνέδριο	conference
μπάσο	bass
απόδοση	efficiency
απόδοση	yield
απόδοση	performance
επεισόδιο	episode
κτίρια	buildings
ελεύθερη	free
εντελώς	completely
εντελώς	totally
παπανδρέου	papandreou
άλλαξε	changed
ποταμός	river
υπόλοιπο	balance
χρυσή	golden
μαθήματα	lessons
μαθήματα	courses
μαθήματα	classes
ιταλική	italian
παραδείγματα	examples
ηγέτης	leader
ιταλός	italian
πολίτες	citizens
ιερό	holy
ιερό	sacred
πόδια	feet
πόδια	legs
πολιορκία	siege
τίτλους	titles
αρχικό	initial
αρχικό	original
επίπεδα	levels
τηλεόραση	television
χρήστος	christos
λευκό	white
μικρός	small
περιόδους	periods
μισό	half
λέξεις	words
δούκας	duke
μουσικά	musically
γωνία	corner
γωνία	angle
δεκαετίες	decades
κανάλι	canal
κανάλι	channel
νίκησε	defeated
γράψει	written
γεωγραφία	geography
έστειλε	sent
ολοκληρώθηκε	completed
ολοκληρώθηκε	complete
γεωργία	agriculture
αγάπη	love
βουλγαρία	bulgaria
φτάσει	arrive
φτάσει	reach
άμεση	direct
άμεση	immediate
θεόδωρος	theodoros
διοικητικά	administrative
ελένη	eleni
ελένη	helen
παναγιώτης	panagiotis
δράσης	action
τοποθεσία	location
σύνδεσμος	link
ανανέωση	refresh
ανανέωση	renewal
πλήρες	full
πλήρες	complete
θάνατος	death
τοπικό	local
γενικό	general
τζάκσον	jackson
πατρίδα	motherland
πατρίδα	home
πατρίδα	homeland
φωτογραφία	photo
φωτογραφία	photography
φωτογραφία	photograph
φωτογραφία	picture
κατεύθυνση	direction
κατεύθυνση	heading
ηρακλής	hercules
κόσμος	world
κόσμος	people
καλύπτει	covers
καλύπτει	covering
αναπτύχθηκε	developed
δυναστεία	dynasty
μεταφέρθηκε	moved
μεταφέρθηκε	transferred
περιγράφει	describes
νικητής	winner
μουσικό	musician
προσφέρει	offers
όργανο	instrument
όργανο	organ
γένος	gender
γένος	genus
μόνον	only
παράγει	generates
παράγει	produces
ανδρέα	andreas
προκαλεί	causes
μείωση	reduction
μείωση	decrease
κατασκευάστηκε	built
κατασκευάστηκε	constructed
ιατρική	medicine
ιατρική	medical
κύπελλα	cups
προσέγγιση	approximation
προσέγγιση	approach
πλανήτη	planet
δημοσιογράφος	journalist
δημοσιογράφος	reporter
εξέγερση	uprising
εξέγερση	insurrection
εξέγερση	revolt
εξέγερση	riot
εξέγερση	rebellion
λήξη	end
λήξη	expire
λήξη	expiration
λήξη	termination
λήξη	expiry
ινδία	india
ακτές	coasts
ακτές	coastlines
ακτές	coast
εμπορική	commercial
επεισόδια	episodes
αντίσταση	resistance
διακρίσεις	discrimination
διακρίσεις	discriminatory
φωτογραφίες	photographs
φωτογραφίες	photos
φωτογραφίες	pictures
καρλ	karl
καρλ	carl
διάδοχος	heir
διάδοχος	successor
γιάννη	yannis
έντονη	intense
παλαιά	old
παίκτες	players
παίκτες	gamers
κύκλο	circle
κύκλο	cycle
αρνήθηκε	denied
αρνήθηκε	declined
αρνήθηκε	refused
υλικά	material
υλικά	materials
γνώση	knowledge
βρήκε	found
βασική	basic
πρόσφατα	recently
πρόσφατα	recent
λογοτεχνία	literature
ρωσική	russian
χημεία	chemistry
συμμαχία	alliance
ιδέες	ideas
πίνακες	tables
πίνακες	paintings
λογαριασμό	account
παραγωγός	producer
παραγωγός	manufacturer
γενικές	general
ολλανδία	netherlands
προφίλ	profile
προφίλ	profiles
κλίμα	climate
σπίτια	homes
σπίτια	houses
ικανότητα	skill
ικανότητα	capacity
ικανότητα	ability
κκε	jrc
αποκτήσει	acquired
αποκτήσει	acquire
μνημεία	monuments
λαμβάνει	receives
σπάνια	rarely
σπάνια	rare
διαγωνισμό	contest
μαθηματικά	maths
μαθηματικά	mathematics
μαθηματικά	math
γέφυρα	bridge
προσοχή	attention
είσοδο	entrance
πυκνότητα	density
πιθανότατα	probably
υπουργοί	ministers
μαύρο	black
φύλλα	cards
φύλλα	leaves
φύλλα	sheets
κίνδυνο	risk
κίνδυνο	danger
ζει	lives
πραγματικά	truly
πραγματικά	really
σφαίρα	sphere
σφαίρα	bullet
βάθος	depth
βήμα	step
έλλειψη	deficiency
έλλειψη	lack
έλλειψη	shortage
εγκαταστάσεις	installations
εγκαταστάσεις	installs
εγκαταστάσεις	facilities
υψηλή	high
κοινότητες	communities
βρέθηκαν	found
κατάλογο	directory
κατάλογο	catalogue
κατάλογο	catalog
κυριαρχία	sovereignty
κυριαρχία	domination
κυριαρχία	dominance
κυριαρχία	dominion
βασικά	basically
βασικά	actually
διαχειριστές	administrators
διαχειριστές	admins
διαχειριστές	managers
ευρώ	euros
ευρώ	eur
ευρώ	euro
αντίστοιχο	corresponding
κυβερνήτης	governor
προγράμματα	programmes
προγράμματα	programs
προσωπικά	personal
προσωπικά	personally
εισβολή	invasion
εισβολή	intrusion
γραφή	writing
στρατιωτικός	military
οργανισμός	organization
οργανισμός	organisation
οργανισμός	agency
τούρκους	turks
ρόλος	role
απόλλων	apollo
ιστότοπος	website
νοσοκομείο	hospital
κριτικές	reviews
συμμετέχουν	participate
πασοκ	pasok
πολιτικοί	politicians
δει	seen
εκδόθηκε	issued
όριο	limit
βουλγαρίας	bulgaria
προφανώς	apparently
προφανώς	obviously
εμπόριο	commerce
εμπόριο	trade
ανάγκες	needs
τίτλοι	securities
τίτλοι	titles
χάρτη	map
χάρτη	charter
ελληνίδα	greek
προηγούμενη	previous
ποιήματα	poems
έντονα	strongly
έντονα	intensely
στόχος	objective
στόχος	target
δημιουργεί	creates
αυστρία	austria
κέντρα	centres
άνοιξη	spring
ιωαννίνων	ioannina
ηλικίας	age
ηλικίας	aged
φέρεται	treats
συγκροτήματα	bands
συγκροτήματα	assemblies
σκοπός	purpose
φαν	fan
διαμερίσματα	apartments
λόγια	words
παραλία	beach
υποστηρίζει	supports
