से	od
वैज्ञानिक	naučno
वैज्ञानिक	naučnici
कुमार	kumara
उद्देश्य	ciljevi
उद्देश्य	svrhe
उद्देश्य	nišani
उद्देश्य	svrha
उद्देश्य	cilj
उद्देश्य	objektivan
प्रस्तुत	predstavila
प्रस्तुत	predstavljena
प्रस्तुत	predstavljen
प्रस्तुत	predstavilo
प्रस्तुत	predstavio
प्रान्त	pokrajina
ऐतिहासिक	historijsko
ऐतिहासिक	historijski
ऐतिहासिक	istorijski
ऐतिहासिक	historijska
ऐतिहासिक	historijsko
ऐतिहासिक	historijski
सर्वश्रेष्ठ	najbolji
सर्वश्रेष्ठ	best
धार्मिक	vjerski
धार्मिक	vjersko
धार्मिक	vjerskim
धार्मिक	vjerska
धार्मिक	vjerskih
धार्मिक	vjerske
द्वीप	ostrvo
केंद्र	centar
केंद्र	centar
जनसंख्या	populacija
दर	stopa
सामने	ispred
सामने	front
ठीक	ok
ठीक	dobro
रेल	željeznice
रेल	željeznica
रेल	željeznice
रेल	željeznički
रेल	željeznički
रेल	vozove
रेल	vozovi
रेल	vozova
दिए	dat
पदार्थ	materija
पदार्थ	materijal
पदार्थ	material
पदार्थ	supstanca
पदार्थ	materija
पदार्थ	supstance
पदार्थ	materijale
पदार्थ	materijalima
पदार्थ	materijala
पदार्थ	materijali
तथ्य	činjenica
तथ्य	činjenice
तथ्य	činjenica
लाभ	prednosti
लाभ	pogodnosti
लाभ	prednost
लाभ	profit
लाभ	dobit
लाभ	korist
लाभ	prednosti
लाभ	stekne
लाभ	dobiti
लाभ	gain
साम्राज्य	carstvo
साम्राज्य	monarhija
सदस्यों	članovi
देवी	božica
देवी	devi
भूमि	land
भूमि	kopnena
भूमि	zemlja
व्यापक	sveobuhvatan
व्यापक	sveobuhvatna
व्यापक	razrađene
व्यापक	wide
व्यापक	široki
व्यापक	široko
व्यापक	široka
व्यापक	široka
व्यापक	široki
व्यापक	širokog
व्यापक	široku
व्यापक	široke
किमी	mph
प्रबंधन	upravljanje
प्रबंधन	menadžment
परीक्षण	test
परीक्षण	testovi
परीक्षण	testiranje
अनुसंधान	istraživanje
अनुसंधान	istraživanja
आन्ध्र	andhra
गीत	pesama
गीत	pjesme
गीत	pesme
गीत	pjesmama
गीत	pjesama
गीत	teksta
गीत	tekstova
गीत	tekstove
गीत	lirika
गीत	stihovima
गीत	pjesma
गणना	računaju
गणना	grof
गणना	broji
गणना	računanje
गणना	izračunali
निम्न	niski
निम्न	nizak
निम्न	low
खोज	pretresa
खोज	pretrage
खोज	potraga
खोज	pretraga
खोज	otkriti
खोज	otkriju
खोज	otkrili
खोज	otkrije
खोज	otkriće
सांस्कृतिक	human
सांस्कृतिक	humani
सांस्कृतिक	kulturna
सांस्कृतिक	kulturno
सांस्कृतिक	kulturni
सांस्कृतिक	kulturnih
जाति	žanrova
जाति	trka
जाति	rasa
जाति	kasta
व्यवहार	ponašanje
व्यवहार	ponašanje
योगदान	doprinijeti
योगदान	doprinos
योगदान	doprinosi
प्रतिशत	postotak
प्रतिशत	posto
प्रतिशत	procenata
इनकी	njihov
इनकी	njihovi
इनकी	njihovo
इनकी	njihova
इनकी	njihove
सही	savršen
सही	savršena
सही	pravo
सही	desno
सही	istina
सही	tačna
सही	pravilna
पुरुष	muškarci
पुरुष	mužjak
पुरुष	muškarac
मिल	mlin
मिल	mill
जनगणना	popis
संबंधी	relativna
अंतर्गत	pod
उद्योग	industrija
उद्योग	industrija
छोटी	male
छोटी	mali
छोटी	malu
छोटी	malo
छोटी	mali
छोटी	mala
छोटी	kratko
छोटी	manji
छोटी	manja
मदद	pomoći
मदद	pomogne
मदद	pomoć
दिशा	smjer
दिशा	pravac
दिशा	orijentacija
सूचना	info
सूचना	obavještenje
सूचना	primijetiti
सूचना	informacija
कमी	nedostatak
पत्र	pismo
पत्र	slovo
राम	ram
राम	rama
नवम्बर	novembar
माता	mata
पीछे	unatrag
पीछे	nazad
पीछे	back
पीछे	vrati
पीछे	iza
पीछे	zaostali
राष्ट्रपति	predsjednik
दल	stranaka
दल	stranke
दल	ekipa
दल	stranka
दल	partija
मीटर	mts
मीटर	metra
मीटर	metara
मीटर	metar
मीटर	metara
क्रिया	akcija
क्रिया	glagoli
क्रिया	akcija
क्रिया	radnje
क्रिया	akcije
क्रिया	postupci
क्रिया	postupcima
क्रिया	aktivnost
गूगल	google
गूगल	google+
कॉलेज	koledža
कॉलेज	fakultete
कॉलेज	fakultet
कॉलेज	koledž
विवाह	brakova
विवाह	brak
विवाह	vjenčanje
विवाह	vjenčanja
मैच	meč
बनाए	kreirana
बनाए	stvoreno
बनाए	stvorena
बनाए	stvoren
बनाए	stvorio
सुधार	poboljšanja
सुधार	korekcija
सुधार	reforma
सुधार	poboljšanje
समाप्त	završiti
समाप्त	kraj
समाप्त	završen
समाप्त	ističe
समाप्त	završila
समाप्त	završio
समाप्त	završeno
समाप्त	istekao
ब्रिटेन	britanija
दिनों	dana
बच्चों	deca
बच्चों	djeca
प्रौद्योगिकी	tehnologija
महत्व	važnost
महत्व	važnosti
महत्व	značaj
नियम	pravila
नियम	pravilo
जन्मे	born
जन्मे	rođen
जन्मे	rođena
जन्मे	rođeni
शब्दों	riječi
शब्दों	reči
चीनी	kineski
स्वास्थ्य	zdravlje
सहायक	pomoćnik
सहायक	asistenta
सहायक	asistent
सहायक	korisni
घोषणा	hadis
घोषणा	deklaracija
घोषणा	proglašenje
प्रयुक्त	korištene
प्रयुक्त	koristi
प्रयुक्त	korišteno
प्रयुक्त	korišten
प्रयुक्त	pretor
उल्लेख	spomen
उल्लेख	spomenuti
उल्लेख	spominje
कहीं	negdje
उपयुक्त	pogodan
उपयुक्त	pogodna
बंद	zatvori
बंद	blizu
बंद	bliskoj
बंद	bliski
बंद	blizak
बंद	bliska
बंद	off
बंद	sa
बंद	zatvorena
बंद	zatvoreno
बंद	zatvorio
किलोमीटर	kilometar
किलोमीटर	kilometara
जिसने	ko
जिसने	koji
इंग्लैंड	engleska
इंग्लैंड	eng
धीरे	postepeno
धीरे	polako
सार्वजनिक	javni
सार्वजनिक	javnost
सार्वजनिक	javna
सार्वजनिक	javno
लाख	milion
लाख	lac
खिलाफ	protiv
सफल	uspješan
सफल	uspješnu
सफल	uspješne
सफल	uspješna
सफल	uspješni
सफल	naslijediti
सफल	uspjeh
पहचान	identifikacija
पहचान	identitet
पहचान	identiteta
राष्ट्र	nacija
राष्ट्र	nacija
संग्रह	kolekcije
संग्रह	zbirke
संग्रह	arhiv
संग्रह	zbirka
संग्रह	kolekcija
संग्रह	collection
भीतर	unutrašnjost
भीतर	unutar
मौजूद	postoje
मौजूद	prisutan
रक्त	krv
कांग्रेस	kongres
सम्मान	poštovanje
सम्मान	časti
सम्मान	čast
नृत्य	ples
सामूहिक	collective
सामूहिक	kolektivni
सामूहिक	kolektivna
सामूहिक	kolektiv
स्रोत	izvor
स्रोत	izvori
स्रोत	izvora
एकल	single
संकेत	signal
संकेत	simbol
मानक	standardni
बताया	rekao
स्वतंत्रता	sloboda
स्वतंत्रता	sloboda
स्वतंत्रता	nezavisnost
यौगिक	jedinjenje
विकि	wiki
विद्यालय	škole
विद्यालय	škola
अंतर्राष्ट्रीय	međunarodno
अंतर्राष्ट्रीय	međunarodni
अंतर्राष्ट्रीय	international
विशाल	ogromni
विशाल	ogromna
विशाल	ogromne
विशाल	ogromno
विशाल	velika
विशाल	velikih
विशाल	veliki
विशाल	masivne
विशाल	masivan
विशाल	masivna
विशाल	masivni
गैर	non
बंगाल	bengala
कानून	zakoni
जैन	jain
महान	velikih
बल	sila
भाई	bro
भाई	brat
तहत	pod
उपचार	remedy
उपचार	liječenje
उपचार	lečenje
उपचार	tretman
उपचार	tretmanu
उपचार	tretmanima
उपचार	tretmana
केन्द्र	centar
केन्द्र	centar
अवस्था	država
लागू	primjenjuju
लागू	primijenjena
निजी	ličnu
निजी	ličnim
निजी	lične
निजी	lična
निजी	lično
निजी	lični
निजी	privatno
निजी	privatne
निजी	privatni
निजी	privatna
निर्णय	sud
निर्णय	sudnji
निर्णय	odlukom
निर्णय	odluka
निर्णय	odluke
निर्णय	odlukama
निर्णय	odluka
जॉन	john
मिला	našla
मिला	pronađen
मिला	pronađena
मिला	pronašli
मिला	pronašao
मिला	utvrdila
मिला	imam
मिला	got
मिला	dobio
मिला	dobila
मिला	mila
घंटे	sati
वंश	dinastija
प्रारंभिक	početni
प्रारंभिक	preliminarni
प्रारंभिक	preliminarne
प्रारंभिक	preliminarna
मुक्त	free
