את	你
הנרי	亨利
הנרי	henry
המערבי	西方
המערבי	西部
בנימין	benjamin
פול	保羅
פול	paul
ביטוי	片語
ביטוי	表達
ביטוי	表情
המזרחי	東方
המזרחי	東部
כבש	羔羊
כבש	羊肉
פרופסור	教授
דעת	意見
שחור	黑
שחור	black
שחור	黑色
שחור	黑人
לבנון	黎巴嫩
לבנון	黎巴嫩
האלה	女神
חודש	月
חודש	個月
חודש	月份
ארד	青銅
ארד	銅
בסמוך	鄰接
בסמוך	相鄰
בסמוך	鄰近
בסמוך	毗鄰
שכתב	覆蓋
בתחילה	最初
עלי	阿里
עלי	ali
לאומי	national
לאומי	國家
שמעון	shimon
שמעון	simon
שמעון	西蒙
שמעון	西門
הכולל	共計
הכולל	總計
יוצא	卸任
יוצא	離任
יוצא	外向
יוצרים	成型
יוצרים	形成
להביא	帶
שינויים	變更
שינויים	變動
שינויים	變化
שינויים	更改
הבעיה	問題
נתונים	資料
יולי	七月
יולי	七月份
מזון	糧食
מזון	食品
מזון	食物
מזון	食物
מזון	食品
ואן	貨車
ואן	梵
ואן	範
חבל	繩
חבל	繩子
חבל	繩索
חבל	可惜
בניין	大樓
בניין	建築
בניין	建築物
עומד	站立
עומד	常備
עומד	常設
עומד	看台
עזרה	幫助
עזרה	幫忙
מקובל	接受
השמש	太陽
השמש	孫
השמש	珊
השמש	陽光
גורם	因子
גורם	因數
גורם	起因
שבת	星期六
שבת	週六
שבת	安息日
עדכון	更新
מנסה	嘗試
מקומות	地方
מקומות	地點
מעולם	從未
מעולם	從不
מעולם	從來沒有
הגנה	保護
הגנה	辯護
הגנה	國防
הגנה	防禦
הגנה	防守
הגנה	防衛
הגנה	國防
הגנה	防衛
קל	容易
קל	輕鬆
קל	簡單
גובה	海拔
גובה	高度
גובה	海拔
גובה	身高
גובה	高度
זוג	配對
זוג	夫妻
זוג	情侶
זוג	夫婦
מיכאל	麥可
מיכאל	michael
תקשורת	通訊
תקשורת	溝通
תקשורת	媒體
תקשורת	媒介
תקשורת	通訊
המזרח	東
המזרח	東部
המזרח	東方
המזרח	東區
משקל	重量
משקל	體重
משקל	份量
חולים	病患
חולים	患者
חולים	病人
אלי	eli
אלי	盟友
אלי	ally
אלי	阿里
אלי	ali
השפעה	撞擊
השפעה	影響力
השפעה	影響
השפעה	衝擊
השפעה	影響力
השפעה	影響
השפעה	特效
השפעה	效果
השפעה	效應
יצירות	創作
יצירות	工程
יצירות	作品
המחוז	郡
המחוז	縣
חטיבת	旅
טען	負載
טען	裝載
טען	負荷
טען	認領
טען	聲稱
תחילה	首先
תחילה	第一
נבנה	建
נבנה	內建
מכון	研究所
שווה	熱
שווה	燙
שווה	等於
שווה	平等
כוללת	包括
כוכבים	行星
כוכבים	星星
כוכבים	明星
כוכבים	星空
כוכבים	星
כוכבים	恆星
תוצאות	成果
תוצאות	結果
תוצאות	結果
פארק	樸
פארק	公園
החוף	沙灘
החוף	海灘
באי	裴
תחרות	競爭
תחרות	競賽
תחרות	比賽
תחרות	競賽
השונות	差異
המשטרה	警方
המשטרה	警務
המשטרה	警察
כותב	作家
כותב	作者
כותב	編劇
כותב	書寫
כותב	寫入
כותב	寫
כותב	撰寫
כותב	寫作
סמוך	鄰接
סמוך	相鄰
סמוך	鄰近
סמוך	毗鄰
שירה	歌聲
שירה	唱歌
שירה	歌唱
שירה	詩
שירה	詩歌
צפיפות	密度
נובל	高尚
נובל	貴族
נובל	高貴
נובל	崇高
נובל	諾貝爾
רשמית	正式
רשמית	官方
רשמית	正式
חסר	缺少
חסר	失蹤
חסר	遺失
חתם	簽名
חתם	署名
חתם	簽署
ארוך	久
ארוך	長
עסק	企業
עסק	業務
עסק	商業
עסק	商務
עונות	四季
עונות	季
עונות	季節
המשתמש	使用者
באר	酒吧
באר	bar
מכונה	機械
מכונה	機
מכונה	機器
מכונה	機器
חג	假期
חג	holiday
חג	假日
חג	度假
חג	節日
אסיה	亞洲
אסיה	亞洲
לפעול	act
דת	宗教信仰
דת	宗教
דת	宗教
מראה	顯示
מראה	外觀
מראה	外表
מראה	外貌
מראה	鏡
מראה	鏡子
ניצחון	勝利
ניצחון	凱旋
ניצחון	勝利
עריכה	編輯
עריכה	剪輯
עריכה	編輯
משמעותי	有意義
עין	眼
עין	眼睛
עין	ein
תחום	藩
תחום	網域
תחום	域
נוער	青年
נוער	青春
נוער	青少年
נוער	青少年
נוער	少年
נוער	青少年
סגן	中尉
ין	陰
ין	殷
ין	日圓
המקור	出處
המקור	原產地
המקור	起源
המקור	來源
המקור	源
המכון	研究所
גל	加侖
גל	揮手
גל	浪潮
גל	波
גל	浪
גל	波浪
צעיר	年輕
צעיר	young
רוח	精神
רוח	風
הודו	土耳其
הודו	印度
הידוע	已知
וה	wha
לעולם	從未
לעולם	從不
לעולם	從來沒有
הצבעה	表決
הצבעה	投票
הצבעה	表決
הצבעה	投票
הצבעה	選票
גישה	存取
גישה	存取
גישה	態度
גישה	存取
מועדון	幫會
מועדון	club
מועדון	俱樂部
נמל	埠
נמל	港口
נמל	港
חוזה	合同
חוזה	合約
פעמיים	兩次
פרויקט	項目
מינים	魚種
מינים	物種
אוסף	編纂
אוסף	編譯
אוסף	匯編
אוסף	收集
אוסף	收藏
צבע	色
צבע	彩色
צבע	顏色
צבע	色彩
צבע	畫
צבע	油漆
צבע	顏料
צבע	彩色
צבע	顏色
צבע	色彩
ברלין	柏林
ברלין	berlin
גדל	生長
גדל	成長
גדל	增加
תוצאה	後果
תוצאה	結果
מראש	預支
הצפון	北方
הצפון	北
הצפון	北部
נמוך	低低
נמוך	低
סיטי	城市
סיטי	市
סיטי	城
תיאור	說明
תיאור	描述
דברי	聊
עובדים	勞動者
עובדים	工人
עובדים	僱員
עובדים	員工
בצורת	乾旱
בצורת	旱災
גמר	決賽
גמר	決賽
רצח	凶案
רצח	凶殺案
רצח	謀殺
רצח	謀殺案
רצח	謀殺罪
מטוס	飛機
מטוס	平面
מטוס	飛機
מטוס	飛機
מלחמות	戰爭
לחץ	壓力
לחץ	氣壓
לחץ	壓
לחץ	壓力
לחץ	強調
לחץ	應力
עיריית	市
אמו	amo
ניסה	nisa
גרמני	德文
גרמני	德語
שלב	階段
שלב	台階
שלב	步驟
שלב	步
שלב	舞台
שלב	階段
רוק	唾液
רוק	口水
רוק	岩
רוק	岩石
רוק	石頭
רוק	rock
רוק	搖滾
המקדש	神廟
המקדש	寺
המקדש	寺廟
המקדש	廟
המקדש	聖殿
מצפון	良知
מצפון	良心
עזה	加沙
יהושע	joshua
הנהר	河
הנהר	江河
הנהר	河流
הנהר	江
המונח	任期
המונח	術語
המונח	學期
לבנות	建
לבנות	建立
אמיר	amir
צד	一面
צד	側
הועבר	感動
הוביל	led
אוגוסט	八月
אוגוסט	八月份
רשות	權威
רשות	允許
רשות	許可
שאלה	問題
שאלה	提問
רכבת	鐵路
רכבת	鐵道
רכבת	火車
רכבת	列車
רכבת	鐵路
רכבת	鐵道
ישנה	老
ישנה	舊的
ישנה	舊
ישנה	老了
ישנה	睡
ישנה	睡覺
פרסי	percy
פרסי	波斯
רחב	廣
רחב	寬
רחב	廣義
רחב	廣
רחב	寬
נהרגו	被殺
קנדה	加拿大
אות	訊號
אות	信
אות	來信
אות	字母
אות	信函
אות	信件
מפעל	廠
מפעל	工廠
הרכב	車
הרכב	汽車
הרכב	車輛
רשימה	名單
רשימה	清單
רשימה	列表
פריז	巴黎
ספינות	船隻
ספינות	船舶
הדרומי	南方
הדרומי	南部
עובר	搬家
עובר	感動
עובר	胎兒
כביש	高速公路
כביש	公路
כביש	公路
כביש	道路
כביש	路
גשר	橋
גשר	艦橋
גשר	大橋
גשר	橋梁
גשר	橋牌
דני	danny
דני	dani
אחוז	百分比
אחוז	百分比
חלקי	局部
חלקי	部分
חלקי	局部
חלקי	部分
מייקל	麥可
מייקל	michael
עמוד	站立
עמוד	站
עמוד	站著
גרמנים	德文
גרמנים	德語
מתאר	提綱
מתאר	概要
מתאר	大綱
מתאר	輪廓
האיחוד	聯盟
האיחוד	工會
האיחוד	團聚
האיחוד	團圓
האיחוד	同學會
האיחוד	重逢
רומא	羅馬
לחלק	分裂
לחלק	分水嶺
לחלק	鴻溝
לחלק	分化
פרטים	細節
פרטים	詳情
זיכרון	記憶力
זיכרון	記憶
זיכרון	記憶體
זיכרון	回憶
מורשת	傳承
מורשת	遺贈
מורשת	遺留
מורשת	遺產
מורשת	遺贈
מורשת	遺產
סופרים	作家
סופרים	作者
סופרים	作者
עוסק	訂婚
גרם	克
הקודם	先前
לציין	指明
לציין	指定
אישה	女人
אישה	女
אישה	女子
אישה	妻子
דב	deb
דב	dov
דב	dev
מחשב	計算機
מחשב	電腦
לימודי	研究
האינטרנט	網路
האינטרנט	網際網路
רדיו	電台
רדיו	廣播
רדיו	無線電廣播
רדיו	收音機
רדיו	廣播電台
רדיו	無線電
הדרום	南
הדרום	南方
הדרום	南部
תנאי	用語
תנאי	術語
תנאי	條款
תנאי	條件
תנאי	條件
תנאי	狀況
תומאס	托馬斯
תומאס	thomas
שרה	sarah
שרה	sara
מסלול	追蹤
מסלול	曲目
מסלול	軌道
מסלול	軌跡
מסלול	課程
מסלול	軌道
יוון	希臘
שפות	語言
שפות	語文
שידור	廣播
שידור	直播
שידור	播放
שידור	播出
שידור	傳送
שידור	傳輸
שידור	放送
שידור	廣播
תקווה	希望
תקווה	hope
אב	父親
אב	神父
אב	父
צילום	攝影
סימן	簽名
סימן	簽字
סימן	簽
סגנון	style
סגנון	樣式
סגנון	風格
יוצר	產生
יוצר	生成
יוצר	創建
יוצר	製造
בנות	girls
בנות	女孩
בנות	女生
בנות	女童
נמצאו	找到
נמצאו	發現
כתוב	撰寫
כתוב	寫
כתוב	寫信
כתוב	寫入
כתוב	寫作
כתוב	書寫
כתוב	撰寫
פרטי	隱私
פרטי	私人
פרטי	私營
המוזיאון	博物館
מהירות	速度
מהירות	速度
מהירות	速
לאפשר	允許
לאפשר	容許
להפוך	成為
לימוד	教書
לימוד	教學
לימוד	教
לימוד	研究
לימוד	學習
לימוד	學習
לימוד	學
קצין	官
קצין	軍官
השתתפו	出席
מגלה	揭示
פוליטית	政治
גידול	瘤
גידול	腫瘤
גידול	瘤
גידול	腫瘤
מורכב	複雜
מורכב	複雜
קיסר	皇帝
קיסר	天皇
קיסר	凱撒
מרץ	三月
רכב	車
רכב	汽車
רכב	車輛
פרש	退休
פרש	退役
משמעותית	有意義
קבלת	接收
איתן	ethan
אמצעי	措施
קילומטרים	萬里
קילומטרים	miles
קילומטרים	英里
קילומטרים	公里
ראוי	適當
ראוי	值得
התפתחות	發展
ביצוע	表演
ביצוע	績效
ביצוע	業績
ביצוע	執行
ביצוע	執行
ביצוע	處決
ניצח	元
לואיס	lewis
לואיס	louis
לואיס	路易
לואיס	路易斯
משפחות	家庭
סיבה	理由
סיבה	理性
סיבה	原因
סיבה	原因
נחל	溪
נחל	流
נחל	溪流
ידועה	已知
גודל	大小
גודל	體積
גודל	尺寸
ספק	疑問
ספק	懷疑
ספק	疑慮
פרט	細節
פרט	詳細
פרט	詳情
המספר	數字
המספר	數
המספר	號碼
המספר	編號
הרביעית	第四
נושאים	主題
נושאים	題目
נושאים	議題
נושאים	專題
נושאים	主題
נושאים	科目
תמיכה	支援
רומניה	羅馬尼亞
זהה	相同
כתבי	撰寫
כתבי	寫
כתבי	寫信
כתבי	寫入
כתבי	寫作
גדוד	團
גדוד	兵團
גדוד	營
אמור	說
אמור	應該
אלון	橡樹
אלון	橡木
אלון	橡
אלון	櫟
להשיג	實現
מדע	科學
הסביבה	環境
אפריל	四月
אפריל	四月份
חום	棕
חום	褐
חום	布朗
חום	brown
חום	棕色
חום	熱
חום	熱火
חום	加熱
חום	熱力
חום	熱量
חום	發燒
חום	發熱
חום	溫暖
בטוח	安全
בטוח	平安
מעורב	混合
וידאו	視訊
וידאו	影片
חוזר	重復
נפוץ	常見
נפוץ	通用
נפוץ	共同
יוסי	yossi
לעמוד	站立
לעמוד	站
לעמוד	站著
יסוד	元素
יסוד	元件
יסוד	要件
היצירה	創作
היצירה	創建
היצירה	創造
היצירה	建立
לאתר	定位
ואחרים	其他
צעירים	年輕
צעירים	young
שיתוף	共用
שיתוף	共享
שיתוף	分享
שיתוף	共用
שיתוף	共享
שיתוף	分享
שיתוף	share
מגדל	tower
מגדל	塔
מגדל	塔台
הונגריה	匈牙利
מסכים	議定
מסכים	同意
מסכים	商定
מסכים	同意
הסיבה	理由
הסיבה	理性
הסיבה	原因
שש	六
שש	六個
אריאל	ariel
פרשת	退休
פרשת	退役
כיבוש	征服
כיבוש	職業
כיבוש	佔領
מכיל	含有
מכיל	包含
תוכן	內容
אורח	訪客
אורח	賓客
אורח	來賓
אורח	客人
שבועות	星期
שבועות	周
שבועות	週數
קטנות	小型
קטנות	小
מקבל	接收
האגודה	結社
האגודה	協會
התבנית	樣板
התבנית	模板
אליהו	elijah
דרכים	公路
דרכים	道路
פרסום	出版物
פרסום	出版
פרסום	張貼
פרסום	郵政
פרסום	post
פרסום	廣告
פרסום	張貼
פרסום	發文
פרסום	出版
פרסום	發表
דצמבר	十二月
אהבה	戀愛
אהבה	愛
אהבה	love
אהבה	愛情
השישי	第六
עסקים	企業
עסקים	企業
עסקים	業務
עסקים	商業
עסקים	商務
אדוארד	edward
אוסקר	oscar
מדליית	獎章
מדליית	勳章
מדליית	獎牌
לשיר	唱
לשיר	唱歌
לשיר	歌唱
שבוע	星期
שבוע	周
שבוע	週
הפרלמנט	國會
הפרלמנט	議會
פועלים	勞動者
פועלים	工人
כעת	現在
מדוע	為何
מדוע	為甚麼
מדוע	為什麼
סיני	西奈
סיני	中文
סיני	漢語
סיני	華人
שותף	伴侶
שותף	夥伴
שותף	合伙人
שותף	搭檔
שותף	協理
השחור	黑
השחור	black
השחור	黑色
השחור	黑人
אנרגיה	能量
אנרגיה	能源
צרפתי	法文
צרפתי	法語
שלישית	第三
הרשות	權威
קיימות	現存
קיימות	現有
פיקוד	命令
פיקוד	指揮
מרטין	martin
מרטין	馬丁
יכולות	能力
מדבר	沙漠
מדבר	荒漠
אמריקאית	美式
יין	陰
יין	殷
יין	酒
יין	葡萄酒
חייב	必須
אחראי	負責
מוסקבה	莫斯科
הולנד	荷蘭
הרוח	風
מחקרים	研究
מתאים	適當
מתאים	適合
מתאים	合適
ברזיל	巴西
אישית	個人
אישית	親自
הארי	哈利
הארי	harry
נקודת	角
נקודת	點
יחס	關係
יחס	態度
יחס	比率
יחס	比值
יחס	比例
יחס	比
מבוסס	基於
ניהול	管理
ניהול	管理
ניהול	管理
עיצוב	設計
המהפכה	革命
שישה	六
שישה	六個
קצרה	簡短
קצרה	短期
קצרה	短
קצרה	矮
נשוי	已婚
קליפורניה	加利福尼亞
קליפורניה	加州
משתנה	變數
משתנה	可變
משתנה	改變
משתנה	變更
משתנה	變動
משתנה	變化
משתנה	更改
ציור	畫畫
ציור	畫
ציור	油畫
ציור	繪畫
ציור	畫畫
ציור	繪圖
ציור	圖畫
ציור	繪畫
צריכה	需求
צריכה	需要
נמוכה	低低
נמוכה	低
מוסדות	機構
ברוך	祝福
ברוך	有福
קומיקס	漫畫
קומיקס	漫畫
מיוחדת	特別
סיפורים	故事
סיפורים	動態
תום	tom
להגן	保護
להגן	捍衛
להגן	保衛
חוף	沙灘
חוף	海灘
טבע	大自然
טבע	自然
טבע	性質
גבול	限制
גבול	上限
גבול	極限
גבול	限
גבול	限額
גבול	邊界
גבול	邊框
גבול	邊境
התנגדות	反對
התנגדות	異議
התנגדות	阻力
התנגדות	電阻
התנגדות	抵抗
התנגדות	抵制
התנגדות	反對
התנגדות	反對派
התנגדות	反對黨
מקרים	案例
חברתית	社交
חברתית	社會
חברתית	社交
אתרים	網站
לילה	layla
לילה	夜晚
לילה	晚上
לילה	夜
לחימה	格鬥
לחימה	打架
לחימה	戰鬥
יחסים	關係
יחסים	關係
יחסים	戀愛
יחסים	感情
יחסים	關係
אדמה	泥土
אדמה	土壤
אדמה	土
אדמה	陸地
אדמה	土地
אדמה	地球
אדמה	大地
שלישי	星期二
שלישי	週二
שלישי	第三
כבד	重
