और	và
उत्पत्ति	phao
मांग	đòi
सोवियत	soviet
दौर	hiệp
दौर	vòng
संचालन	thao
उपस्थित	dự
अस्पताल	viện
अस्पताल	xá
स्वर	thanh
स्वर	vocal
लघु	nhỏ
लघु	minor
लाइन	line
लाइन	dòng
पहाड़ी	đồi
पहाड़ी	ngổn
पहाड़ी	hill
पहाड़ी	hoan
जालस्थल	website
पुरानी	cũ
पुरानी	tuổi
पुरानी	già
पसंद	thích
सुझाव	tips
सुझाव	mẹo
लिखने	viết
लिखने	ghi
विभाजन	division
भागलपुर	bhagalpur
कठिन	cứng
कठिन	khó
कठिन	khổ
कठिन	đắng
कठिन	mẫn
कठिन	khó
कड़ी	link
कड़ी	xích
कड़ी	links
कड़ी	xích
कड़ी	đinh
एकमात्र	sole
ईरान	iran
जान	biết
लड़ाई	battle
लड़ाई	trận
ग्रामीण	rural
रोड	đường
रोड	road
इस्लाम	islam
समुद्री	marine
समझा	hiểu
उनको	them
उनको	cói
उनको	chúng
उनको	họ
कोशिका	cell
केंद्रीय	trung
केंद्रीय	central
सत्र	phiên
सत्र	phiên
नारायण	narayana
नारायण	narayan
मिश्र	mishra
मेरा	mỏ
मेरा	mine
पुराना	cũ
पुराना	tuổi
पुराना	già
जम्मू	jammu
तेज	mau
तेज	nhanh
नवंबर	nov
सर	sếp
प्रवाह	luồng
प्रवाह	màng
प्रवाह	flow
अपराध	confession
अमेरिकन	american
अमेरिकन	mỹ
जन	jan
यूनाइटेड	united
यूनाइटेड	hoa
जापानी	japan
जापानी	nhật
रॉक	đá
रॉक	rock
लंबी	cao
लंबी	lâu
लंबी	dài
लंबी	long
गेम	gaming
गेम	game
गेम	chơi
शास्त्र	shastra
क्यों	sao
गलत	sai
गलत	sai
गलत	lỗi
गलत	nhầm
गलत	sai
गलत	giả
वर्मा	varma
वर्मा	verma
सर्वोच्च	supreme
लेना	lena
वाहन	xe
फ़िल्में	phim
सैनिक	lính
डेटा	dữ
स्थिर	tích
स्थिर	tĩnh
दूध	sữa
दूध	milk
अशोक	ashoka
मानना	tin
रखना	giữ
समूहों	nhóm
होटल	hotel
उच्चारण	pronunciation
पुरुषों	hãm
वृक्ष	cây
वृक्ष	cây
सत्य	satya
सत्य	thật
पुराण	purana
पुराण	puranas
सौ	trăm
आंतरिक	nội
निकल	nickel
निकल	niken
प्रत्यक्ष	direct
प्रत्यक्ष	trực
मित्र	bè
मित्र	bạn
मित्र	hiền
दर्द	đau
बिजली	điện
बिजली	sét
बिजली	thunderbolt
बिजली	sét
कार्ड	bài
कार्ड	thẻ
कार्ड	chord
कार्ड	bài
कार्ड	thẻ
कार्ड	card
बिंदु	điểm
बिंदु	chấm
बिंदु	dot
बिंदु	beat
बिंदु	chấm
बिंदु	điểm
बुद्ध	phật
हजार	nghìn
हजार	ngàn
रिलीज़	release
रिलीज़	nhả
शांति	hòa
रन	gân
फाइनल	final
टेलीविजन	tv
टेलीविजन	tivi
फूल	hoa
फूल	flower
फूल	hoa
कल्पना	visualization
प्रसार	tán
प्रसार	tràn
दिल	dil
दिल	tim
दिल	heart
दिल	nhép
दिल	cơ
दिल	hearts
सुंदर	đẹp
सुंदर	xinh
हाउस	ốc
हाउस	nhà
अफ़्रीका	phi
भार	cân
खंड	phần
खंड	khối
खंड	block
खंड	chặn
मिश्रण	mix
मिश्रण	trộn
समर्पित	viet
व्यास	vyas
प्यार	love
प्यार	yêu
प्यार	yêu
लखनऊ	lucknow
आत्मा	hồn
आत्मा	soul
हे	nè
हे	hi
हे	này
हे	hey
पक्षी	bird
पक्षी	chim
निवासी	resident
डेविड	david
कह	nói
कह	tràng
जंक्शन	junction
खास	cống
बांग्लादेश	bangladesh
धारावाहिक	serial
धारावाहिक	tập
धारावाहिक	episodes
तारे	star
तारे	stars
बनाना	making
बनाना	tạo
पौराणिक	mythological
बाकी	nghỉ
संत	sant
संत	saints
संत	saint
संत	thánh
तुर्की	turkish
संस्कार	tang
संस्कार	lễ
शंकर	shankar
परिसर	complex
अधिकतम	đa
अधिकतम	max
तभी	chỉ
तभी	duy
हरियाणा	haryana
तारा	star
द्वार	gate
द्वार	cổng
द्वार	cửa
द्वार	cửa
आनंद	anand
आनंद	happyness
आनंद	ananda
कम्पनी	ty
रे	ray
स्थायी	bền
लकड़ी	gỗ
लकड़ी	củi
कन्नौज	kannauj
गोल	rand
गोल	tiêu
गोल	đo
गोल	hiệp
गोल	vòng
तल	tầng
तल	sàn
तल	dưới
तल	bậc
तल	đáy
तल	bottom
पू	tịnh
ऋण	vay
ऋण	nợ
ऋण	vay
ऋण	trừ
दास	das
नंबर	số
त्वचा	skin
त्वचा	da
नोबेल	nobel
अधिकारियों	bang
अधिकारियों	executives
जटिल	complex
हमला	công
आपूर्ति	supplies
हस्ताक्षर	ký
हस्ताक्षर	ký
टिप्पणी	luận
टिप्पणी	comments
डे	dey
स्मृति	smriti
स्मृति	ức
वेद	vedas
वेद	veda
बागेश्वर	bageshwar
तीव्र	mau
तीव्र	nhanh
तीव्र	tropical
सम्बन्धित	related
हाइड्रोजन	hidro
हाइड्रोजन	hydrogen
हाइड्रोजन	hydro
चयन	picks
चयन	chọn
यूनानी	greece
जॉर्ज	george
डीवीडी	dvd
स्वर्ण	vàng
स्वर्ण	gold
ठोस	đặc
मशीन	máy
दवा	thuốc
ऋषि	rishi
ऋषि	rishikesh
ऋषि	sage
गर्म	hot
गर्म	nóng
सौर	solar
चमोली	chamoli
पंथ	creed
पति	chồng
पति	mun
पति	husband
सफेद	trắng
सफेद	white
सफेद	bạch
वैकल्पिक	alternative
जयपुर	jaipur
हार	chuyền
हार	đảnh
हार	bại
समाधान	vụn
समाधान	giải
जेल	tù
जेल	giam
जेल	tù
जोड़ा	cặp
जोड़ा	couple
जोड़ा	đôi
हिमालय	himalaya
हिमालय	himalayas
पेड़	cây
पेड़	cây
कैरियर	nghiệp
इंच	inch
इंच	cm
डिजिटल	digital
निगम	nigam
आग	lửa
आग	cháy
आग	lứa
शराब	rượu
शराब	cồn
शराब	rượu
शराब	vang
पौधे	cây
पौधे	gieo
पौधे	trồng
पौधे	cấy
जमीन	đáp
जमीन	đất
खाने	ăn
हाथों	tay
बाज़ार	bazaar
बाज़ार	chợ
आदमी	người
आदमी	man
निर्धारण	fixtures
नुकसान	mát
महाराज	maharaj
रखी	hệ
रखी	sex
रस	juice
ऑनलाइन	online
सेट	đặt
सेट	set
सेट	dong
भेद	mật
भेद	bí
फोन	đt
मगध	magadha
कौन	ai
कौन	who
चिह्न	vẽ
चिह्न	icon
उड़ान	bay
महासागर	biển
एयर	khí
एयर	air
अध्याय	chương
अध्याय	chương
करे	kare
अनुपात	gradient
विद्रोह	loạn
कक्षा	hạng
कक्षा	lớp
स्नातक	bachelor
मूर्ति	tượng
मूर्ति	idol
माइकल	michael
इलाज	chữa
इलाज	cure
इलाज	đãi
अवधारणा	concept
शाही	royal
शाही	shahi
पाकिस्तानी	pakistan
पाकिस्तानी	pakistan
पाकिस्तानी	pakistani
ब्लैक	đen
देवनागरी	devanagari
जीन	gien
जीन	gene
जीन	gen
मजबूत	mạnh
मजबूत	strong
प्रोग्राम	trắc
प्रोग्राम	chương
मिश्रित	võ
मिश्रित	mixer
निरंतर	hằng
जमा	deposit
स्त्री	nữ
स्त्री	nữ
चित्रण	depiction
चित्रण	vẽ
यातायात	tê
यातायात	airways
सूक्ष्म	môn
सूक्ष्म	micro
हेनरी	henry
समीक्षा	review
मोटर	motor
हमले	công
अक्षर	thư
अक्षर	chữ
अक्षर	chữ
अक्षर	thư
हिन्द	indo
हिन्द	hind
जल्दी	mau
जल्दी	nhanh
जल्दी	sớm
जल्दी	nhanh
घाट	ghat
घाट	ford
यंत्र	máy
कर्म	karma
कदम	bước
कदम	bước
ऊपरी	upper
पुस्तकों	sách
आशा	mong
आशा	xoa
नौ	chín
शिक्षण	dạy
बेगूसराय	begusarai
आकर्षण	charisma
आकर्षण	charm
सर्वेक्षण	survey
मुहम्मद	muhammad
मुहम्मद	muhammed
स्टूडियो	studio
राज्यपाल	đốc
गेंद	bóng
गेंद	banh
राजाओं	kings
राजाओं	vua
बॉलीवुड	bollywood
प्राणी	vật
अंग्रेजों	british
काले	đen
प्रेरणा	inspiration
हिमाचल	himachal
तुरंत	ngay
अकबर	akbar
फिल्में	phim
चार्ल्स	charles
अड्डा	adda
अड्डा	ada
रामायण	ramayana
विद्वान	erudite
जहाज	tàu
जहाज	ship
जहाज	tàu
जहाज	thuyền
बचपन	trãi
केंद्रित	giữa
केंद्रित	giữa
तारीख़	ngày
नर	buồng
नर	đực
नर	nam
असम	assam
रोगों	benh
रोगों	bệnh
बाबा	baba
बाबा	margo
फ्रेंच	pháp
पंजाबी	punjabi
वीर	vir
उपयोगकर्ता	dùng
बिल	bill
ग्रैंड	grand
प्रोटीन	protein
प्रोटीन	protein
हास्य	hài
हास्य	hài
हास्य	comedian
तृतीय	iii
हैदराबाद	hyderabad
तिथि	ngày
देवताओं	thần
नवीन	naveen
खाड़ी	vịnh
खाड़ी	vịnh
खाड़ी	bay
अर्जुन	arjun
अर्जुन	arjuna
तरल	liquid
तरल	lỏng
संबद्ध	affiliate
दौरे	tour
निदेशक	trương
सामान	đồ
सामान	stuff
किला	castle
