and	in
output	izpis
dna	dna
dna	dnk
carbon	ogljik
carbon	ogljika
boats	čolni
architectural	arhitekturne
representation	zastopanje
representation	ponazoritev
representation	predstavništvo
commentary	komentarji
commentary	komentar
rising	dviga
rising	narašča
rising	naraščanje
visitors	obiskovalce
visitors	obiskovalci
markets	tržnice
markets	trgi
markets	tržišča
plate	plošča
plate	krožnik
plate	tablica
giants	velikani
giants	velikanov
processing	obdelovanje
processing	predelava
processing	obdelava
processing	predelavo
landscape	pokrajina
landscape	pokrajine
landscape	pokrajino
dick	tič
dick	dick
hunt	hunt
hunt	lov
summit	vrh
psychology	psihologijo
psychology	psihologija
ride	vožnja
ride	prevoz
ride	vožnjo
guardian	varuh
guardian	skrbnik
losses	izgube
losses	izguba
balance	ravnotežje
balance	ravnovesje
balance	tehtnica
balance	bilanca
democracy	demokracija
submarine	podmornico
submarine	podmornica
nicholas	nicholas
usual	običajno
usual	običajna
peru	peruja
peru	peru
peru	peruju
eighth	osmi
eighth	osma
eighth	eighth
eighth	osmo
instrumental	instrumentalna
hindu	hindujski
defender	branilec
riding	jahanje
arrival	prihod
evans	evans
turning	obrača
prose	proza
cargo	tovor
hidden	skrito
hidden	skriti
hidden	skrite
hidden	skrit
hidden	skrita
volunteer	prostovoljec
bio	bio
holder	imetnik
sugar	sladkorja
sugar	sladkor
daughters	hčera
daughters	hčerki
daughters	hčere
daughters	hčerke
wildlife	divjad
fun	zabavno
fun	fun
fun	hec
fun	zabava
integrated	integrirani
integrated	integriran
integrated	integrirana
integrated	integrirano
integrated	celostni
partners	partnerji
partners	partnerja
partners	partnerjev
partners	partnerje
rates	stopnje
grace	grace
feed	krma
feed	krmo
childhood	otroštvo
childhood	otroštva
milan	milan
milan	milano
photographs	fotografije
honour	častno
honour	časti
honour	čast
soil	prsti
soil	zemlja
soil	umazanija
server	strežnik
manual	ročni
manual	ročna
manual	priročnik
manual	ročno
concrete	konkretno
concrete	konkretne
concrete	beton
concrete	konkreten
possibility	možnost
ghost	duh
confused	zmedeno
confused	zmedena
confused	zmedeni
confused	zmeden
tunnel	predor
tunnel	rov
tunnel	tunel
larry	larry
styles	styles
muhammad	muhammad
muhammad	mohamed
inter	med
lose	izgubi
phoenix	phoenix
sweet	sladkih
sweet	sladko
sweet	sladki
sweet	sladka
waste	odpadki
waste	odpadke
operational	operativno
operational	operativnih
operational	operativna
tall	visoki
tall	visok
tall	visoka
constitutional	ustavne
constitutional	ustavno
constitutional	ustavna
sporting	športni
sporting	športne
sporting	športno
peoples	narode
peoples	narodi
acceptable	sprejemljivo
acceptable	sprejemljive
acceptable	sprejemljiv
acceptable	sprejemljivi
acceptable	sprejemljiva
fruit	sadje
decisions	odločitve
decisions	odločbe
decisions	sklepi
depression	depresija
perspective	perspektiva
perspective	perspektive
perspective	perspektivo
crystal	kristal
crystal	kristalno
crystal	crystal
monastery	samostana
monastery	samostan
resident	prebivalec
cincinnati	cincinnati
tied	vezani
tied	zavezal
tied	izenačeno
tied	zvezan
tied	vezano
surgery	operacijo
surgery	kirurgija
surgery	operacija
steps	stopnice
steps	koraki
carrier	prevoznika
carrier	prevoznik
carrier	nosilca
carrier	nosilec
stream	tok
stream	potok
alice	alica
alice	alice
kick	brca
strange	čuden
strange	čudno
strange	nenavadno
predecessor	predhodnik
bernard	bernard
bernard	bernarda
nigeria	nigeriji
pain	bolečine
pain	bolečino
pain	bolečina
influential	vplivni
influential	vpliven
influential	vplivna
influential	vplivne
punk	mulc
punk	punk
wooden	lesen
wooden	leseno
wooden	lesena
wooden	leseni
suggestion	predlog
interaction	interakcij
interaction	interakcije
retained	zadržani
achievement	dosežek
achievement	doseganje
mechanical	mehanska
mechanical	mehansko
mechanical	mehanski
mechanical	mehanske
drugs	droge
drugs	mamila
drugs	zdravila
missed	zgrešili
missed	zgrešil
missed	zgrešila
missed	zamudil
trinity	trojica
trinity	trinity
classified	zaupno
minority	manjšina
minority	manjšino
minority	manjšine
businessman	poslovnež
grown	goji
grown	zrasel
grown	zrastel
grown	odrasel
grown	odrasla
coat	plašč
powered	pogon
alive	živa
alive	živega
alive	živ
nbc	nbc
nhl	nhl
keith	keith
bobby	bobi
bobby	bobby
harbor	harbor
behaviour	vedenje
behaviour	obnašanje
croatian	hrvaška
croatian	hrvaško
croatian	hrvaške
croatian	hrvaški
maritime	pomorski
maritime	pomorsko
maritime	pomorske
terry	terry
virtual	virtualno
virtual	navidezni
virtual	navidezno
virtual	navidezna
virtual	virtualni
indoor	notranji
periods	dobe
periods	obdobja
spiritual	duhovna
spiritual	duhovni
spiritual	duhovnega
spiritual	duhovne
spiritual	duhovno
croatia	hrvaška
lions	levi
lions	leve
archbishop	nadškof
luis	luis
merchant	trgovec
azerbaijan	azerbajdžan
lots	veliko
editorial	uredniške
initiative	pobuda
initiative	pobudo
charlotte	charlotte
pure	čisti
pure	čist
pure	čista
borders	mejami
borders	meja
borders	mejah
borders	meje
persian	perzijski
marks	znamenja
marks	oznake
marks	marks
armenian	armenski
romantic	romantično
romantic	romantičen
romantic	romantična
replacing	nadomeščanje
talent	talenti
talent	nadarjenost
talent	talent
panel	plošča
panel	pult
panel	ploščo
panel	ploskev
jump	preskok
jump	skok
jump	skoči
animation	animacija
agents	zastopniki
agents	agentje
agents	agenti
employment	zaposlitev
employment	zaposlitve
employment	zaposlovanje
employment	zaposlenost
trading	trgovanje
parker	parker
statue	kipec
statue	kip
statue	kipa
dated	hodila
wonder	čudežni
wonder	čudo
wonder	čudežna
filed	vložena
filed	vloženo
provinces	province
provinces	provincah
provinces	pokrajine
friday	petek
jobs	zaposlitve
cuba	kubo
cuba	kubi
cuba	kuba
são	sao
scientist	znanstvenik
scientist	znanstvenica
schedule	urnik
schedule	razpored
waiting	čakanje
waiting	čakam
familiar	znano
familiar	poznano
suspect	osumljeni
suspect	osumljenec
suspect	osumljenca
suggestions	predloge
suggestions	predlogi
turner	turner
turner	turnerja
forming	oblikovanje
formally	formalno
formally	uradno
locomotives	lokomotive
barcelona	barcelono
barcelona	barcelona
consistent	dosleden
consistent	dosledna
consistent	dosledno
consistent	skladna
recommended	priporočamo
recommended	priporočena
recommended	priporočeno
recommended	priporočeni
recommended	priporočljivo
desire	željo
desire	želja
desire	poželenje
patient	potrpežljiv
patient	bolnik
patient	pacient
bulgaria	bolgarija
bulgaria	bolgarijo
vincent	vincent
vincent	vincenta
texts	besedili
texts	besedila
belief	verovanje
belief	prepričanje
visitor	obiskovalec
vessels	posode
vessels	plovil
vessels	plovila
continental	celinske
continental	celinski
hole	luknjo
hole	luknja
passage	prehod
wedding	poroka
wedding	poroke
wedding	poroko
archaeological	arheološki
layer	plast
layer	sloj
layer	plasti
designation	določitev
designation	označba
designation	poimenovanje
clan	klan
revenue	prihodek
revenue	prihodki
revenue	dohodki
couples	pari
couples	parov
suit	obleko
suit	obleka
soft	mehko
soft	mehka
soft	mehke
soft	mehak
weekend	vikenda
weekend	vikend
approval	odobritve
approval	odobritev
democrats	demokratov
democrats	demokrati
crimes	zločini
collins	collins
horses	konje
horses	konjev
horses	konji
wear	obleči
wear	obleci
wear	nositi
visiting	obisk
supporters	podporniki
cash	gotovino
cash	gotovina
dennis	dennis
dennis	denis
resource	vir
sculpture	kip
sculpture	kipi
practical	praktično
practical	praktične
practical	praktičen
practical	praktična
harrison	harrison
pink	rožnata
pink	pink
pink	rožnate
pink	rožnati
pink	rožnato
pink	roza
oliver	oliver
oliver	oliverja
limits	omejitve
limits	omeji
limits	meje
cooper	cooper
illustrated	prikazano
illustrated	prikazan
sur	sur
hell	pekel
statistical	statistična
statistical	statistične
statistical	statistično
wolf	volka
wolf	wolf
wolf	volčji
wolf	volk
warriors	vojščaki
warriors	bojevniki
warriors	bojevnike
incidents	incidentov
incidents	nezgode
fresh	sveže
fresh	svež
fresh	sveža
fresh	sveži
editions	izdaje
editions	izdaj
roots	korenine
signature	podpis
clinical	klinični
worst	najslabše
worst	najslabša
worst	najhujši
worst	najslabši
worst	najhujše
adults	odrasle
adults	odrasli
contribute	prispevati
contribute	prispevanje
immediate	takojšnja
immediate	takojšnje
feeling	občutek
feeling	občutki
feeling	počutje
theories	teorije
theories	teorij
essential	bistveno
essential	bistvene
essential	bistvena
completion	zaključek
completion	dokončanje
conclusion	zaključek
conclusion	sklep
conclusion	ugotovitev
technologies	tehnologije
strip	trakovi
strip	trak
bound	vezan
bound	vezani
praised	hvalili
stayed	ostal
stayed	ostala
hull	trup
diamond	diamond
diamond	diamant
origins	poreklo
empty	prazno
empty	izprazni
empty	prazni
empty	prazna
empty	prazen
eliminated	odstranjen
eliminated	izločena
valuable	dragoceno
valuable	dragocene
valuable	dragocen
valuable	dragocena
doubles	podvoji
doubles	dvojice
branches	veje
branches	podružnice
brick	brick
brick	opeka
brick	opeko
experiences	doživetja
experiences	izkušnje
beijing	peking
beijing	pekingu
tie	neodločeno
tie	kravato
lgbt	lgbt
liberty	prostost
liberty	liberty
repeatedly	večkrat
siege	obleganje
baptist	baptist
ron	rona
ron	ron
hebrew	hebrejsko
decline	upadanje
decline	upad
coaching	treniranje
alpha	alpha
alpha	alfa
equipped	opremljen
equipped	opremljena
equipped	opremljeno
equipped	opremljeni
equipped	opremljene
identical	identična
identical	enake
submitted	predložene
submitted	predložena
enterprise	enterprise
enterprise	podjetništvo
touch	dotik
transmission	menjalnik
transmission	posredovanje
transmission	prenos
transmission	pošiljanje
platforms	ploščadi
platforms	platforme
cave	votlina
cave	jamo
cave	jama
cave	jami
filmed	snemal
filmed	posneli
filmed	posneti
filmed	posnel
cool	kul
cool	fajn
cool	cool
bulgarian	bolgarski
debuted	debitiral
liga	liga
manhattan	manhattan
destruction	razdejanje
destruction	uničenje
destruction	uničevanje
activist	aktivist
weapon	orožje
clay	gline
clay	glino
clay	clay
keyboards	klaviature
keyboards	tipkovnice
dangerous	nevarno
dangerous	nevaren
dangerous	nevarne
dangerous	nevarni
dangerous	nevarna
viewed	obravnavati
email	email
biology	biologijo
biology	biologija
bold	drzno
bold	drzen
bold	drzna
bold	drzni
bowling	bowling
compare	primerjaj
compare	primerjati
compare	primerjava
assault	napad
monthly	mesečna
monthly	mesečno
monthly	mesečni
monthly	mesečnega
foster	foster
cousin	sorodnik
cousin	sestrična
cousin	bratranec
logic	logika
logic	logiko
craig	craig
pioneer	pionir
muslims	muslimani
muslims	muslimanov
lay	legla
rated	ocenjeno
rated	nazivna
rated	ocenjen
rated	ocenjeni
absence	odsotnosti
absence	odsotnost
amsterdam	amsterdam
amsterdam	amsterdamu
publishers	založniki
tribes	plemen
tribes	plemena
percussion	tolkala
runners	tekači
themes	teme
benefits	koristi
benefits	zaslužki
benefits	dajatve
benefits	ugodnosti
guards	straža
guards	čuvaji
guards	pazniki
guards	stražarji
flows	tokovi
flows	tokov
attributed	pripisala
attributed	dodeljena
athens	atene
athens	atenah
herbert	herbert
celebrated	praznovali
celebrated	praznoval
sponsored	sponzoriral
raf	raf
delaware	delaware
neil	neil
pole	pole
pole	drog
pole	tečaj
ref	sodnik
ref	sklic
historically	zgodovinsko
tail	rep
tail	tail
tours	ogledi
tours	izleti
stable	stabilni
stable	hlev
stable	stabilen
stable	stabilno
vessel	plovilo
vessel	posoda
identification	identifikacijo
identification	identifikacija
delta	delta
writes	piše
mediterranean	sredozemski
mediterranean	sredozemlju
mediterranean	sredozemsko
mediterranean	sredozemlje
volunteers	prostovoljci
reply	odgovor
reply	odgovori
stuart	stuart
marvel	čudo
marvel	marvel
luke	luke
luke	luka
grave	grob
grave	groba
odd	čudno
odd	čuden
odd	nenavadna
odd	nenavadno
hearing	zaslišanje
hearing	sluh
uss	uss
mall	btc
penalty	kazen
penalty	kazni
solutions	rešitve
solutions	raztopine
secure	varno
hugh	hugh
steven	stevena
steven	steven
architects	arhitekti
characteristics	lastnosti
characteristics	značilnosti
falling	padanje
falling	padec
falling	padajoči
falling	padajo
spin	zavrti
clinton	clinton
villa	vili
villa	vilo
villa	villa
villa	vila
select	izberi
metric	metričnih
criticized	kritiziral
surviving	preživetje
surviving	preživeti
surviving	preživeli
roberts	roberts
standings	lestvici
biological	biološko
biological	biološke
biological	biološki
biological	biološka
lloyd	lloyd
munich	münchen
munich	münchnu
belongs	spada
belongs	sodi
adelaide	adelaide
belong	spadajo
harold	harold
norfolk	norfolku
butler	butler
butler	služabnik
rival	tekmec
posts	objave
posts	objav
adaptation	prilagoditve
adaptation	prilagoditev
adaptation	prilagajanje
greg	grega
greg	greg
reporter	novinarka
reporter	poročevalec
reporter	poročevalka
reporter	novinar
url	url
absolutely	absolutno
nobody	nihče
scholarship	štipendijo
scholarship	štipendija
exit	izhod
exit	izstop
facing	obrnjen
dual	dvojno
belt	pasu
belt	pas
belt	pasom
noticed	opazil
noticed	opazili
noticed	opazila
patent	patent
mathematical	matematično
mathematical	matematični
rarely	redko
submission	predložitev
submission	vložitev
demographics	demografija
crowd	množice
crowd	množica
rick	rick
rick	ricka
governments	vladam
governments	vlade
bonus	bonus
tourist	turistična
tourist	turistični
tourist	turistične
tourist	turist
tourist	turistično
mystery	skrivnost
click	klikni
click	klik
click	kliknite
settlements	naselja
settlements	poravnave
walking	hojo
walking	hoja
walking	hoje
walking	hodi
walking	peš
voters	volivce
voters	volivci
voters	volivcem
rifle	puško
rifle	puška
component	komponenta
component	sestavina
civilian	civilno
civilian	civilni
civilian	civilist
civilian	civilne
civilian	civilna
partial	delne
partial	delno
partial	delna
partial	delni
eddie	eddie
christians	kristjane
christians	kristjani
christians	kristjanov
denver	denverju
denver	denver
denver	denverja
petersburg	petersburgu
researchers	raziskovalcem
researchers	raziskovalci
researchers	raziskovalca
researchers	raziskovalce
partly	delno
partly	deloma
photographer	fotografa
photographer	fotograf
photographer	fotografinja
jon	jona
jon	jon
obama	obama
seemed	zdele
clock	ura
violin	violina
violin	violino
highways	avtoceste
holiday	dopust
holiday	praznik
holiday	počitnice
distinction	razlikovanje
artwork	umetnina
artwork	umetnine
makeup	ličila
catherine	catherine
catherine	katarina
font	pisava
font	pisave
farmers	kmetovalci
farmers	kmete
farmers	kmetje
farmers	kmeti
guideline	smernico
guideline	smernica
guideline	smernice
photograph	fotografijo
photograph	fotografija
struggle	boj
produces	proizvaja
yale	yale
options	možnosti
pen	pen
pen	pero
procedure	postopek
jacob	jakob
jacob	jacob
convicted	obsojena
convicted	obsojeni
convicted	obsojen
touring	touring
touring	turneje
transition	prehodno
transition	prehod
anglo	anglo
legacy	dediščina
legacy	zapuščine
legacy	nasledstvo
legacy	zapuščino
legacy	zapuščina
denied	zavrnjena
denied	zanikal
denied	zavrnjeno
denied	zavrnjen
relationships	odnosi
relationships	razmerja
relationships	zveze
ottawa	ottawi
derby	derbi
surrounded	obkrožen
surrounded	obkrožena
surrounded	obkoljena
libraries	knjižnice
competing	konkurenčnih
competing	tekmovati
speakers	govorniki
speakers	zvočnike
grades	ocene
grades	stopnje
grades	ocen
hudson	hudson
administrators	upravitelji
administrators	administratorji
sacred	sveta
sacred	svete
sacred	sveto
signing	podpisovanje
signing	podpis
rob	rob
citizen	državljan
citizen	meščan
dogs	psov
dogs	psi
dogs	psih
dogs	pse
believes	verjame
annually	letno
cardinal	kardinal
nepal	nepalu
intersection	križišču
intersection	križišče
reveals	razkrije
reveals	razkriva
reveals	odkriva
disputes	spori
disputes	spore
beam	žarek
beam	snop
overseas	čezmorskih
perry	perry
nickname	vzdevek
ruling	odločanje
syria	sirija
syria	sirijo
syria	siriji
syria	sirije
wells	wells
contributing	prispevanje
contributing	prispeva
danny	danny
favorite	priljubljeni
favorite	priljubljeno
favorite	najljubša
favorite	najljubši
vermont	vermont
vermont	vermontu
begun	začeto
begun	začet
download	prenos
download	naloži
trusted	zaupanja
appointment	termin
appointment	imenovanje
ballet	balet
jefferson	jefferson
anywhere	kjerkoli
anywhere	kamorkoli
sand	peska
sand	peščena
sand	pesek
sand	peščeni
sessions	seje
sessions	sej
sessions	zasedanja
recreation	rekreacijo
wearing	nošenje
kenya	keniji
accessible	dostopna
accessible	dostopno
accessible	dostopni
accessible	dostopen
ralph	ralph
thread	nit
ninth	deveti
ninth	deveto
arrest	aretacije
arrest	aretacija
arrest	aretiran
arrest	prijetje
choir	zbor
trials	sojenja
trials	preizkušnje
trials	preizkusi
mines	mine
injuries	poškodbe
injuries	poškodb
rounds	nabojev
competitive	tekmovalni
competitive	konkurenčni
competitive	konkurenčna
competitive	konkurenčne
opportunities	priložnosti
meetings	sestanki
meetings	seje
meetings	sej
meetings	zasedanja
meetings	srečanja
wang	wang
woods	gozdovi
woods	gozda
woods	woods
woods	gozd
exercise	vaje
exercise	vadba
exercise	vaja
exercise	telovadba
jacques	jacques
objective	cilj
demolished	uničen
demolished	porušili
preferred	prednostno
preferred	zaželeno
resort	letovišče
pedro	pedro
robot	robota
robot	robot
venezuela	venezueli
segment	segmenta
segment	odsek
segment	segment
studying	študira
studying	preučevanje
studying	učenje
edwards	edwards
aim	meri
aim	nameri
dancing	ples
dancing	plesa
eagles	orli
tribute	poklon
continuous	neprekinjen
continuous	neprekinjeno
encourage	spodbudi
encourage	spodbujati
spider	pajka
spider	pajek
spider	spider
acted	ravnala
convinced	prepričal
heroes	heroji
heroes	junaki
heroes	heroje
heroes	junake
heroes	junakov
rocks	skale
rocks	kamenje
rocks	kamni
bed	postelja
bed	posteljo
gap	vrzel
reflect	odražajo
reflect	odraža
mars	mars
participating	sodelujoči
participating	sodelujoča
participating	sodelujoče
cooperation	sodelovanje
gothic	gotska
protest	protest
protest	protesti
hunting	lovski
hunting	lovska
hunting	lov
hunting	lovljenje
conversion	pretvorba
conversion	preusmeritev
conversion	pretvorbe
stress	stres
stress	stresa
manufacturers	izdelovalci
manufacturers	proizvajalci
checkuser	checkuser
traditionally	tradicionalno
jose	jose
jose	josé
adventures	dogodivščine
adventures	avanture
adventures	pustolovščine
tiger	tiger
totally	totalno
totally	popolnoma
concentration	zbranost
concentration	koncentracijo
concentration	koncentracije
concentration	koncentracija
sing	poj
sing	zapoj
rocket	raketni
rocket	raketo
rocket	raketa
electricity	elektrike
electricity	elektrika
shadow	senca
shadow	senco
shadow	senci
shadow	sence
boxing	boks
senators	senatorji
doc	dohtar
doc	doc
doc	dok
stanford	stanford
machines	stroji
vegas	vegas
saved	rešen
saved	rešeno
saved	shranjeno
saved	rešena
saved	shranjena
jury	žirija
jury	porota
calendar	koledar
noble	plemenite
noble	plemenit
noble	plemenito
noble	plemenita
noble	plemeniti
tommy	tomi
tommy	tommy
guilty	kriv
guilty	kriva
leo	lea
leo	leo
affair	afera
affair	afero
handle	ročaj
handle	uredil
extinct	izumrli
extinct	izumrla
shares	delnice
shares	deleži
manufacturer	proizvajalec
manufacturer	proizvajalca
manufacturer	izdelovalec
tales	zgodbe
tales	pravljice
implementation	izvedba
implementation	izvajanje
implementation	izvrševanje
truck	tovornjak
truck	kamion
spelling	črkovanje
item	postavka
load	obremenitve
load	naloži
load	obremenitev
customers	kupci
customers	strank
customers	stranke
adds	doda
spaces	prostori
cap	pokrovček
cap	cap
ferry	trajekt
prefer	raje
push	pritisni
push	potisni
lie	lažejo
lie	laž
lie	laži
berkeley	berkeley
lebanon	libanon
madison	madison
throne	prestol
lion	levu
lion	leva
lion	lev
promoting	spodbujanje
saudi	saudova
serial	serijsko
serial	zaporedna
serial	serijski
abroad	tujino
abroad	tujini
rogers	rogers
lights	lučke
lights	luci
lights	luči
grandfather	deda
grandfather	ded
grandfather	dedek
gauge	profil
gauge	merilec
gauge	merilnik
concerts	koncerte
concerts	koncertov
elder	starešina
renaissance	renesančni
uniform	uniforma
uniform	enotna
uniform	uniformo
chase	pregon
chase	chase
aka	aka
computers	računalniki
computers	računalnike
brisbane	brisbane
susan	suzana
susan	susan
raymond	raymond
flower	cvet
flower	cveta
flower	roža
flower	rožica
col	col
thai	tajska
thai	tajsko
thai	tajski
disaster	katastrofe
disaster	katastrofa
disaster	polomija
survive	preživi
survive	preživeti
clothing	obleke
clothing	oblačil
clothing	oblačila
murphy	murphy
sharp	ostri
sharp	oster
sharp	ostra
sharp	ostro
sharp	sharp
explains	razloži
explains	razlaga
explains	pojasnjuje
yugoslavia	jugoslavija
yugoslavia	jugoslavijo
buddhist	budistični
publicly	javno
meat	mesa
meat	meso
meat	mesni
literally	dobesedno
spam	neželena
spam	spam
telephone	telefon
moral	moralni
moral	nauk
moral	moralna
moral	moralno
sung	sung
partially	delno
partially	deloma
lawyers	odvetniki
lawyers	pravniki
lawyers	odvetnike
interviews	intervjuje
interviews	intervjujev
interviews	razgovori
interviews	pogovori
brunswick	brunswick
radar	radar
spending	poraba
grove	grove
tea	tea
tea	čaj
elite	elita
elite	elite
elite	elito
bright	svetlo
bright	svetla
improving	izboljšanje
improving	izboljševanje
sierra	sierra
heaven	nebes
heaven	nebesa
athlete	športnik
aspect	vidik
answers	odgovore
answers	odgovori
ted	ted
consumer	potrošnik
consumer	potrošnika
consumer	potrošniki
consumer	potrošnikov
funded	financiranih
funded	financiran
exclusive	izključno
exclusive	izključna
exclusive	ekskluzivno
ibn	ibn
manuel	manuel
allies	zaveznika
allies	zavezniki
missile	izstrelek
missile	projektil
missile	raketa
mechanism	mehanizem
helen	helena
helen	helen
withdrawn	odvzeta
withdrawn	umaknjeni
withdrawn	umaknjena
withdrawn	odvzeto
intention	namera
mini	mini
casualties	žrtve
diseases	bolezni
rhythm	ritem
pat	pat
catch	ulov
catch	ujeti
catch	ujemi
poll	anketa
listclass	listclass
deck	krov
deck	palubi
newcastle	newcastle
antarctic	antarktiki
leeds	leeds
lasted	trajal
lasted	trajala
ranges	razponi
ordinary	navadna
ordinary	navadni
insects	insekti
insects	žuželke
suffering	trpljenje
suffering	trpljenja
flash	flash
flash	blisk
worship	čaščenje
worship	častijo
boundaries	meje
blind	slep
blind	slepe
blind	slepa
blind	slepi
pakistani	pakistanski
patterns	vzorci
arrangement	dogovor
arrangement	aranžma
arrangement	ureditev
arrangement	razporeditev
gross	bruto
gilbert	gilbert
gradually	postopoma
gradually	postopno
experiment	eksperiment
experiment	poizkus
experiment	poskus
radical	radikalne
radical	radikalno
gov	gov
legs	noge
legs	nog
legs	nogice
legs	nogi
opponent	nasprotnik
diameter	premera
diameter	premer
supplies	zaloge
supplies	potrebščine
pitch	met
pitch	smola
utility	uporabnost
utility	pripomoček
opponents	nasprotniki
opponents	nasprotnike
opponents	nasprotnikov
regime	ureditev
regime	režim
revised	revidirana
plenty	obilo
genera	rodov
diplomatic	diplomatsko
diplomatic	diplomatskih
diplomatic	diplomatski
diplomatic	diplomatska
germans	nemce
germans	nemci
seal	pečat
gregory	gregor
gregory	gregory
concepts	pojmi
concepts	koncepti
sword	meč
purple	vijolično
purple	škrlatna
purple	vijolična
virus	virus
virus	virusa
virus	virusi
populations	populacij
populations	populacije
bull	bik
bull	bull
drummer	bobnar
presents	darila
holland	nizozemsko
holland	holland
holland	nizozemska
bias	pristranskosti
merger	združitve
merger	združevanje
merger	združitev
remote	oddaljen
remote	oddaljeno
remote	oddaljeni
remote	oddaljenih
remote	oddaljena
sean	sean
messages	sporočil
messages	sporočila
rebellion	upor
premiere	premiero
premiere	premiera
premiere	premieri
physician	zdravnik
physician	zdravnika
victim	žrtev
con	con
cloud	oblak
cloud	cloud
angels	angele
angels	angelov
angels	angelčki
angels	angeli
noise	hrup
heading	smer
duo	duet
duo	duo
beer	pir
beer	pivo
beer	piva
palestinian	palestinskih
copper	bakrene
copper	baker
copper	bakra
jurisdiction	pristojnost
jurisdiction	pristojnosti
implemented	izveden
implemented	izvedeno
implemented	izvedeni
improvements	izboljšave
ski	smučarski
ski	smučarskih
ski	ski
hms	hms
loop	zanka
loop	zanko
loop	zanke
renaming	preimenovanje
drum	boben
dramatic	dramatična
dramatic	dramatičen
dramatic	dramatične
dramatic	dramatično
saskatchewan	saskatchewan
talks	pogovori
earthquake	potres
rhode	rhode
hat	kapo
hat	klobuk
hat	kapa
requirement	zahteva
den	den
den	brlog
tanks	tanke
tanks	cisterne
tanks	tanki
tanks	rezervoarji
presidents	predsednikov
presidents	predsedniki
societies	družbe
societies	društva
min	min
defending	branil
alcohol	alkohol
alcohol	alkohola
dominated	prevladovala
sang	pel
eat	jej
eat	jest
eat	jejte
graphics	grafike
asp	asp
coffee	kavo
coffee	kava
batting	odbija
chancellor	kanclerja
chancellor	kancler
destroy	uničiti
destroy	uniči
tons	tone
cruz	cruz
warsaw	varšavi
exclusively	ekskluzivno
exclusively	izključno
connections	povezave
connections	priključki
rush	rush
heights	višin
heights	višine
heights	heights
playstation	playstation
outcome	izidi
outcome	izid
apartment	stanovanje
cardinals	kardinali
fill	zapolni
fill	napolni
recipient	prejemnik
traditions	tradicije
traditions	tradicijo
fundamental	temeljno
fundamental	temeljna
thin	tanke
thin	tanka
thin	tanko
thin	tanek
chan	chan
resolved	rešen
resolved	rešeno
resolved	rešena
mario	mario
departments	oddelki
dame	dama
shield	ščit
fighters	borca
fighters	borci
ivan	ivan
ivan	ivana
writings	pisanja
bosnia	bosna
sentenced	obsojeni
sentenced	obsojen
violent	nasilen
violent	nasilna
violent	nasilne
violent	nasilni
violent	nasilno
harbour	harbour
auckland	auckland
postal	poštno
postal	poštna
postal	poštnih
pirates	pirati
pirates	piratov
collective	kolektivna
collective	kolektivno
collective	kolektiv
diesel	dizel
liberation	osvoboditev
liberation	osvoboditve
confederate	konfederacije
devil	hudič
devil	vrag
activists	aktivisti
activists	aktivistov
sultan	sultan
rider	jahač
rider	jezdec
amazon	amazonki
florence	florence
florence	firence
marc	marc
arnold	arnold
reduction	zmanjšanje
reduction	znižanje
contents	vsebina
contents	vsebine
genetic	gensko
genetic	genetsko
somerset	somerset
locally	krajevno
locally	lokalno
milk	mlečni
milk	mleka
milk	mleko
romance	romantike
romance	romantika
romance	romantiko
romance	romance
romance	romanca
intellectual	intelektualna
intellectual	intelektualne
intellectual	intelektualno
latino	latino
mason	masona
mason	mason
pete	pete
advisory	svetovalni
advisory	svetovanje
interface	vmesnik
hitler	hitlerju
hitler	hitler
hitler	hitlerja
default	privzeta
default	privzeto
lifetime	doživljenjsko
sheffield	sheffield
departure	odhod
mistake	pomota
embassy	veleposlaništva
embassy	veleposlaništvo
murdered	umorili
murdered	umorjen
murdered	umorjena
murdered	umorjeni
sox	sox
sleep	spi
sleep	spanec
sleep	spati
sleep	spanje
suspended	prekinjeno
suspended	prekinjena
sum	vsota
sum	seštevek
mythology	mitologija
bengal	bengal
confusion	zmedenost
confusion	zmede
confusion	zmeda
oscar	oscarja
oscar	oscar
oscar	oskarja
oscar	oskar
programmes	programe
programmes	programi
programmes	programov
therapy	terapija
therapy	terapije
therapy	terapijo
therapy	zdravljenje
exposed	izpostavljen
exposed	izpostavljeni
exposed	izpostavljena
exposed	izpostavljeno
exposed	izpostavljene
possession	obsedenost
possession	posest
possession	posedovanje
defend	braniti
defend	branili
defend	brani
devoted	vdan
devoted	predan
graphic	grafični
graphic	grafično
warfare	vojskovanje
warfare	bojevanje
milwaukee	milwaukeeju
informed	obveščena
informed	obveščen
informed	obveščeni
anonymous	anonimno
anonymous	anonimni
anonymous	anonimen
anonymous	anonimna
reverse	obrnjeno
reverse	povratne
reverse	vzvratno
soap	milo
soap	mila
territorial	teritorialno
territorial	teritorialne
territorial	ozemeljsko
lisa	lisa
lisa	liso
paulo	paulo
northwestern	severozahodni
northwestern	northwestern
playoffs	končnici
boss	šefica
boss	boss
boss	šef
nasa	nasa
nasa	naso
nasa	nasi
quoted	citiral
byzantine	bizantinski
idaho	idaho
poster	poster
poster	plakat
geographic	geografski
geographic	zemljepisno
rebounds	skokov
congo	kongo
venture	podvig
venture	tveganega
worse	slabše
worse	hujše
worse	huje
hoax	potegavščina
restricted	omejen
restricted	omejena
restricted	omejeno
