yang	yang
dianggap	presupus
dianggap	asumat
sesetengah	unele
sesetengah	unii
hutan	paduri
hutan	păduri
hutan	pădurile
hutan	woods
hutan	paduri
hutan	păduri
hutan	padure
hutan	pădure
hutan	forest
hutan	pădurea
hutan	padure
hutan	pădure
contoh	eșantionul
contoh	mostră
contoh	proba
contoh	eșantion
contoh	probă
contoh	exemplu
contoh	exemplul
contoh	exemple
bintang	stea
bintang	star
bintang	vedeta
bintang	steaua
bintang	staruri
bintang	stars
bintang	stelele
bintang	stele
dikeluarkan	eliberat
dikeluarkan	emis
dikeluarkan	emisă
dikeluarkan	emise
dikeluarkan	îndepărtat
dikeluarkan	eliminat
dikeluarkan	scos
dikeluarkan	lansat
dikeluarkan	eliberat
dikeluarkan	eliberată
spesies	specii
spesies	specie
spesies	specia
diadakan	ţinut
sekarang	acum
sudah	deja
pengarah	director
pengarah	regizor
pengarah	directori
pengarah	regizori
pengarah	directorii
kita	kita
world	lumea
world	lume
world	world
fifa	fifa
pantai	plajă
pantai	plaja
pantai	beach
pantai	plajele
pantai	plaje
pertempuran	combat
pertempuran	bătălii
pertempuran	bătăliile
pertempuran	luptă
pertempuran	bătălia
pertempuran	bătălie
afrika	africa
afrika	africani
afrika	africană
afrika	africane
afrika	african
sembilan	nouă
sembilan	nine
karya	capodopera
karya	capodoperă
jam	ore
jam	orele
jam	oră
jam	ora
jam	ceas
drama	drama
drama	dramă
drama	drame
istilah	terminologia
istilah	terminologie
kedah	kedah
top	top
top	topul
portal	portaluri
portal	portal
portal	portalul
masalah	problemă
masalah	problema
masalah	problemele
masalah	probleme
masalah	probleme
masalah	necazuri
masalah	belea
masalah	necaz
masalah	belele
john	john
john	ioan
mati	mor
mati	mori
mati	moartă
mati	dead
mati	mort
mengandungi	conţine
mengandungi	conține
mengandungi	contine
merujuk	corelarea
berkenaan	aplicabilă
berkenaan	aplicabil
berkenaan	aplicabile
ali	ali
pelajaran	lectii
pelajaran	lecții
pelajaran	lecție
pelajaran	lectie
ikan	pește
ikan	pesti
ikan	pești
pinang	pinang
asli	autentic
asli	veritabil
asli	autentică
membantu	ajută
membantu	util
membantu	utilă
membantu	ajutor
membantu	ajută
haute	haute
berbanding	comparativ
berbanding	comparate
khas	tipic
khas	tipice
rusia	rusă
rusia	rusesc
rusia	rusa
rusia	rus
rusia	rusia
rusia	rusii
rusia	rusi
rusia	ruși
padang	padang
keputusan	decizia
keputusan	decizie
keputusan	decizii
keputusan	deciziilor
keputusan	deciziile
keputusan	rezultate
keputusan	rezultatele
bandaraya	city
bandaraya	oras
bandaraya	oraș
bandaraya	oraş
bandaraya	oraşul
bandaraya	orașul
bandaraya	oraşe
bandaraya	oraşele
bandaraya	orase
bandaraya	orasele
bandaraya	orașe
single	singură
single	single
single	singur
imej	imagini
imej	imaginile
imej	imaginea
imej	imagine
purata	medii
purata	medie
purata	mediu
malam	noapte
malam	noaptea
rom	romană
rom	roman
rom	rome
rom	roma
rom	rom
jaya	jaya
menyatakan	precizând
menyatakan	declarând
tambahan	suplimentare
tambahan	suplimentar
tambahan	suplimentar
tambahan	extra
tambahan	adăugarea
tan	tona
tan	tonă
tan	tone
tan	tan
tan	bronz
tan	tona
empayar	imperii
empayar	empire
empayar	imperiul
empayar	imperiu
empayar	imperiului
bebas	independent
bebas	independenta
bebas	independente
bebas	independentă
hal	lucru
hal	hal
dato	dato
laluan	cărare
laluan	cale
laluan	calea
industri	industriile
industri	industrii
industri	industrie
industri	industria
industri	industriala
industri	industrială
industri	industrial
industri	industriale
proses	procedeu
proses	proces
proses	procesului
proses	procesul
proses	procesele
proses	proceselor
proses	procese
muncul	apărut
muncul	apare
pusingan	runde
pusingan	rotund
pusingan	rotunde
pusingan	rundă
pusingan	rotundă
pusingan	runda
jawatan	poziții
jawatan	pozitii
jawatan	pozițiile
jawatan	postările
jawatan	posturi
jawatan	postări
jawatan	pozitie
jawatan	poziția
jawatan	poziţia
jawatan	poziţie
jawatan	poziție
tak	nu
tak	tak
tenaga	energia
tenaga	energie
tenaga	putere
tenaga	puterea
tenaga	power
teknologi	tehnologiile
teknologi	tehnologii
teknologi	tehnologie
teknologi	tehnologii
teknologi	tehnologia
bangsa	națiune
bangsa	natiune
bangsa	neam
melebihi	depășirea
melebihi	depășit
persatuan	asociații
persatuan	asocieri
persatuan	asociatii
persatuan	asociația
persatuan	asociatia
persatuan	asociație
persatuan	asocierea
persatuan	asociere
model	modelele
model	manechine
model	modele
model	model
model	modelul
model	fotomodel
slovakia	slovacă
slovakia	slovacia
slovakia	slovacia
diberikan	dat
england	anglia
england	england
minit	minutele
minit	minute
minit	minut
minit	minutul
dipanggil	numit
tun	tun
sesuatu	ceva
kanada	canada
kanada	canadieni
kanada	canadienii
kanada	canadieni
kanada	canadiană
kanada	canadiene
kanada	canadian
abu	cenusa
abu	cenușă
abu	ash
abu	cenușă
abu	abu
baginda	sire
kategori	categoria
kategori	categorii
kategori	categorie
kategori	categorii
kategori	categoriile
kebolehan	abilitate
kebolehan	capacitatea
kebolehan	abilitatea
kebolehan	capacitate
mudah	ușor
mudah	usor
hubungan	relații
hubungan	relațiile
hubungan	relatii
hubungan	relația
hubungan	relatie
hubungan	relație
hubungan	relații
hubungan	relațiile
hubungan	relatii
allah	doamne
allah	dumnezeu
allah	alah
allah	allah
ditubuhkan	stabilit
ditubuhkan	stabilită
ditubuhkan	stabiliți
pembahagian	divizia
pembahagian	divizare
pembahagian	diviziunea
pembahagian	diviziune
pembahagian	divizie
pembahagian	divizii
pembahagian	diviziile
bilik	cameră
bilik	camera
bilik	camerele
bilik	camere
tapak	situl
tapak	site
tapak	sit
tapak	situri
#aaa	#aaa
projek	project
projek	proiectului
projek	proiectul
projek	proiect
projek	proiectele
projek	proiecte
hati	inima
hati	inimă
hati	heart
hati	ficatul
hati	ficat
hati	inimi
hati	inimile
moden	moderni
moden	moderna
moden	modern
moden	moderne
moden	modernă
pertahanan	apărarea
pertahanan	apărare
pertahanan	aparare
pertahanan	apararea
pertahanan	apărarea
pertahanan	apărare
pertahanan	aparare
enam	sase
enam	six
enam	şase
enam	șase
pemerintahan	guvernul
pemerintahan	guvernare
pemerintahan	guvern
televisyen	televizoare
televisyen	televizor
televisyen	televiziune
televisyen	televiziunea
wang	banii
wang	bani
wang	wang
berkaitan	relevant
berkaitan	relevantă
berkaitan	relevante
berkaitan	legate
budaya	cultura
budaya	cultură
budaya	cultural
budaya	culturală
budaya	culturale
website	website
colspan	colspan
pas	amenajare
pas	montarea
pas	pas
kes	case
kes	caz
kes	cazul
kes	cazurile
kes	cazuri
perkara	lucrurile
perkara	lucruri
perkara	lucru
lee	lee
komputer	calculator
komputer	computer
komputer	calculatorul
komputer	calculatoare
komputer	calculatoarele
komputer	computere
nilai	valori
nilai	valorile
nilai	valoare
nilai	valoarea
dihasilkan	produs
dihasilkan	generată
dihasilkan	generate
dihasilkan	generat
kegunaan	utilizare
kegunaan	folosire
kegunaan	utilizările
kegunaan	utilizări
tuan	domnule
tuan	tuan
telefon	telefon
telefon	telefonul
telefon	telefon
datang	venind
datang	vin
cuba	încercați
cuba	încearcă
cuba	incearca
cuba	cubaneze
cuba	cubanez
cuba	cubaneză
cuba	cuba
buat	face
saat	secunde
saat	saat
tarikh	data
tarikh	dată
perjanjian	afacere
perjanjian	acordul
perjanjian	acord
perjanjian	tratat
perjanjian	tratatul
perjanjian	acorduri
perjanjian	acordurile
harga	prețurile
harga	preturi
harga	prețuri
harga	pret
harga	prețul
harga	pretul
harga	preț
penuh	plina
penuh	full
penuh	plin
penuh	plină
diraja	regal
diraja	regală
diraja	royal
media	presă
media	media
media	presa
operasi	operatiuni
operasi	operațiuni
operasi	operații
operasi	operație
operasi	operațiune
operasi	operațiunea
operasi	operaţiunea
autonomi	autonomie
autonomi	autonomia
autonomi	autonomă
autonomi	autonome
autonomi	autonom
radio	radio
pasir	nisip
pasir	sand
pasir	nisipul
senjata	armele
senjata	arme
senjata	armă
senjata	arma
darjah	grade
darjah	diplome
darjah	diploma
darjah	grad
darjah	gradul
darjah	diplomă
penerbangan	zborul
penerbangan	zbor
penerbangan	zborurile
penerbangan	zboruri
penerbangan	airlines
penerbangan	aviației
penerbangan	aviație
nationalteam	nationalteam
san	san
slovak	slovacă
slovak	slovacia
dilantik	inaugurat
mahkamah	tribunal
mahkamah	curtea
mahkamah	court
mahkamah	curte
mahkamah	instanță
mahkamah	tribunal
mahkamah	judecătorie
york	york
abdullah	abdullah
tangan	mâini
tangan	mainile
tangan	mâinile
tangan	mînă
tangan	mana
tangan	mână
tangan	mâna
munisipaliti	comuna
kehidupan	life
kehidupan	viaţa
kehidupan	viaţă
kehidupan	viața
kehidupan	viață
kehidupan	viata
edisi	ediția
edisi	ediţie
edisi	editie
edisi	ediție
edisi	ediţia
edisi	ediţii
kingdom	regat
kingdom	kingdom
kingdom	regatul
bunga	florile
bunga	flori
bunga	floarea
bunga	floare
bunga	florii
bunga	floricica
mesir	egipt
mesir	egiptul
mesir	egipteană
mesir	egiptean
mesir	egiptene
kalimantan	kalimantan
kesan	impresie
kesan	detecta
kesan	detectează
kesan	efect
kesan	efectul
kesan	efectele
kesan	efecte
istana	castle
istana	castel
istana	castelul
istana	palatul
istana	palat
istana	palace
dilahirkan	nascut
dilahirkan	născută
dilahirkan	născut
israel	israel
israel	israelului
israel	israelul
brunei	brunei
first	primii
first	prima
first	primul
till	până
penyakit	boală
penyakit	boala
penyakit	boală
penyakit	boli
penyakit	boala
penyakit	boli
penyakit	bolile
penyakit	boală
penyakit	boala
menarik	interesanta
menarik	interesant
menarik	interesantă
menarik	atractiv
menarik	atrăgătoare
menarik	atractivă
menarik	atractive
menarik	atrăgător
sebab	motivul
sebab	motiv
sebab	deoarece
sebab	cauză
sebab	cauza
bernama	numit
usaha	efort
usaha	efortul
nabi	prophet
nabi	profet
nabi	profetul
nabi	nabi
saluran	canalele
saluran	canale
diberi	dat
penulis	scriitorul
penulis	scriitor
penulis	scriitoare
penulis	autori
penulis	autorilor
penulis	autorii
penulis	scriitorii
penulis	scriitorilor
penulis	scriitori
penulis	autor
penulis	autorul
cerita	poveste
cerita	story
cerita	povestea
cerita	povestiri
cerita	povesti
cerita	povești
undi	vot
undi	votez
undi	votează
undi	votati
undi	votez
undi	votare
undi	votul
undi	votarea
undi	votat
undi	votată
darat	teren
darat	terenuri
darat	land
darat	pământ
bantuan	asistența
bantuan	asistență
bantuan	ajutor
bantuan	ajută
one	una
one	unul
one	unu
kebal	invincibili
kebal	invincibil
kebal	imuni
kebal	imună
kebal	imunitar
kebal	imun
pertubuhan	organizare
pertubuhan	organizația
pertubuhan	organizație
pertubuhan	organizare
pertubuhan	organizația
pertubuhan	organizarea
pertubuhan	organizație
pertubuhan	organizații
pertubuhan	organizatii
sebarang	oricare
sebarang	orice
sebarang	orice
ibrahim	ibrahim
ibrahim	avraam
ibrahim	abraham
hungary	ungaria
hungary	ungară
hungary	maghiară
hungary	maghiar
latitud	latitudine
latitud	latitudinea
latitud	latitudini
keluar	ieşirea
keluar	ieşire
keluar	ieșire
keluar	iesire
keluar	afara
keluar	afară
keluar	out
ditulis	scrisa
ditulis	scris
ditulis	scrise
ditulis	scrisă
perubahan	modificări
perubahan	schimbări
perubahan	modificari
perubahan	schimbari
perubahan	schimba
perubahan	schimbare
perubahan	schimbă
perubahan	schimbarea
jauh	afar
jauh	distant
memulakan	pornirea
memulakan	începând
memulakan	pornire
memulakan	incepand
minyak	petrol
minyak	ulei
minyak	petrolul
longitud	longitudine
maharaja	împărat
maharaja	împăratul
maharaja	imparat
maharaja	maharaja
tahap	etapa
tahap	etapă
tahap	stadiul
ireland	irlandezi
ireland	irish
ireland	irlandez
ireland	irlandeză
ireland	irlanda
ireland	irlandei
ladang	ferma
ladang	fermă
ladang	ferme
ladang	fermele
berat	heavy
berat	greu
berat	grele
berat	grea
berat	grei
berat	greutate
berat	greutatea
pertandingan	competitie
pertandingan	concurs
pertandingan	concurență
pertandingan	concurența
diambil	luată
diambil	luat
diambil	luate
tanda	semneaza
tanda	semn
tanda	semnul
tanda	semnează
tanda	marcu
tanda	marchează
tanda	marca
tanda	mark
tanda	mărci
tanda	semne
tanda	marks
seterusnya	urmatorul
seterusnya	următorul
seterusnya	următor
seterusnya	următoarea
peranan	rolul
peranan	rol
peranan	roluri
peranan	rolurile
pembinaan	construcții
pembinaan	constructie
pembinaan	construcție
pembinaan	constructii
kepulauan	arhipelag
kepulauan	arhipelagul
kepulauan	insulele
kepulauan	insule
brazil	brazilia
brazil	brazilienii
brazil	braziliană
brazil	brazilian
diketahui	cunoscut
diketahui	cunoscută
diketahui	cunoscute
suara	voci
suara	vocile
suara	glas
suara	voice
suara	voce
suara	vocea
pemimpin	lider
pemimpin	conducător
pemimpin	leader
pemimpin	liderul
pemimpin	conducători
pemimpin	lideri
pemimpin	liderii
emas	aurit
emas	auriu
emas	golden
emas	auriu
emas	aur
emas	gold
emas	aurul
bgcolor	bgcolor
romania	românesc
romania	român
romania	români
romania	română
romania	romania
romania	românia
berhampiran	lângă
keselamatan	salvarea
keselamatan	mântuirea
keselamatan	mântuire
keselamatan	salvare
keselamatan	securitate
keselamatan	securitatea
keselamatan	pază
keselamatan	paza
keselamatan	siguranță
keselamatan	siguranța
keselamatan	siguranta
ismail	ismail
ismail	ishmael
nationalyears	nationalyears
tertentu	specific
tertentu	specifică
tertentu	specifice
tertentu	anumite
kematian	deces
kematian	moartea
kematian	moarte
kematian	decesele
kematian	decese
enjin	motor
enjin	motorul
enjin	motoarele
enjin	motoare
teluk	golful
teluk	golful
teluk	bay
loire	loire
tindakan	acţiune
tindakan	actiune
tindakan	acțiune
tindakan	acțiunile
tindakan	acțiuni
kajian	anchete
kajian	studiază
kajian	studii
kajian	studiul
kajian	studiu
kajian	cercetari
kajian	cercetări
kajian	cercetare
kajian	cercetarea
kajian	studii
kajian	studiile
swasta	privată
swasta	privat
swasta	private
kulit	piele
kulit	piei
kulit	piele
kulit	pielea
dibahagikan	împărțit
dibahagikan	divizat
dibahagikan	divizată
sila	sila
templat	model
thailand	tailanda
thailand	thailanda
pop	pop
ilmu	ştiinţe
ilmu	știință
ilmu	stiinta
ilmu	cunoștințe
ilmu	cunostinte
bekerja	munca
bekerja	lucru
bekerja	muncă
bekerja	muncind
bekerja	lucrând
sini	aici
dahulu	primii
dahulu	prima
dahulu	primul
seseorang	cineva
seseorang	cineva
aktiviti	activitati
aktiviti	activitățile
aktiviti	activități
aktiviti	activitatea
aktiviti	activitate
bank	banks
bank	bancile
bank	banci
bank	bănci
bank	băncile
bank	bancă
bank	banca
bank	bank
kadang	uneori
kadang	câteodată
dilihat	văzute
dilihat	văzut
dilihat	vazut
dilihat	văzută
dilihat	văzute
dilihat	privite
hospital	spitalul
hospital	spital
hospital	spitale
hospital	spitalele
teks	text
teks	textul
kanan	dreapta
kanan	corect
muslim	musulmani
muslim	musulmanii
muslim	musulmanilor
muslim	musulmană
muslim	musulmani
muslim	musulmane
muslim	musulman
perubatan	medicament
perubatan	medicina
perubatan	medicină
perubatan	medical
perubatan	medicală
perubatan	medicale
perubatan	medic
episod	episoadele
episod	episoade
episod	episod
episod	episodul
suku	clan
suku	clanul
suku	tribul
suku	trib
suku	tribal
suku	tribale
suku	triburile
suku	triburi
unsur	elemente
unsur	elementul
unsur	element
langsung	direct
aliran	flux
aliran	fluxul
aliran	debit
aliran	fluxuri
aliran	fluxurile
aliran	curge
kesatuan	uniunea
kesatuan	sindicat
kesatuan	uniunii
kesatuan	uniune
kesatuan	unitate
kesatuan	unitatea
penerbit	editor
penerbit	editura
penerbit	editorii
penerbit	editori
kampong	kampong
majalah	revista
majalah	revistă
majalah	reviste
majalah	revistele
then	atunci
then	apoi
lesen	licențe
lesen	licență
lesen	licența
lesen	licenta
lesen	licență
lesen	licența
agung	agung
rakan	amice
rakan	peer
rakan	prietenii
rakan	prieteni
rakan	prieten
rakan	prietenă
rakan	prietene
zealand	zeelandă
menulis	scria
menulis	scrierea
menulis	scriind
menulis	scriere
menulis	scriu
terbitan	derivate
terbitan	derivați
terbitan	derivate
terbitan	derivat
filipina	filipinezi
filipina	filipine
filipina	philippine
filipina	filipinez
soviet	sovietici
soviet	sovieticii
soviet	urss
soviet	sovietică
soviet	sovietici
soviet	sovietice
soviet	sovietic
status	stare
status	starea
status	status
status	statutul
status	statut
menang	victorii
menang	won
menang	câștigat
menang	câștigătoare
menang	victorios
menang	castiga
menang	victorie
menang	câștiga
bermaksud	inseamna
bermaksud	mijloace
bermaksud	înseamnă
kayu	lemn
kayu	lemnul
kayu	wood
kayu	lemne
gelaran	nick
gelaran	porecla
gelaran	poreclă
gelaran	porecle
gelaran	titlul
gelaran	titlu
walau	deşi
walau	deși
walau	desi
walau	deşi
walau	deși
walau	desi
disebut	menționat
disebut	numit
kaedah	metodă
kaedah	metoda
kaedah	metodele
kaedah	metode
genre	gen
genre	genuri
alat	instrument
alat	unealtă
peristiwa	eveniment
peristiwa	evenimentul
peristiwa	evenimentele
peristiwa	evenimente
kuat	puternica
kuat	strong
kuat	puternic
kuat	puternică
kuat	puternica
kuat	puternic
pertengahan	intermediare
pertengahan	intermediar
pertengahan	intermediară
pertengahan	mijlocul
time	timp
time	ora
time	timpul
dipilih	alese
dipilih	aleasă
dipilih	ales
dipilih	selectate
dipilih	selectată
dipilih	selectat
tumbuhan	plantele
tumbuhan	plante
tumbuhan	plantă
tumbuhan	planta
shift	ture
shift	schimburi
hadapan	front
hadapan	față
acara	evenimentele
acara	evenimente
acara	eveniment
acara	evenimentul
arahan	comenzi
arahan	comanda
arahan	comandă
arahan	instrucțiunile
arahan	instrucțiuni
arahan	instructiuni
calon	candidati
calon	candidați
calon	candidate
calon	candidată
calon	candidatul
calon	candidat
https	https
darah	blood
darah	sângele
darah	sânge
darah	sange
grand	grand
rahman	rahman
separuh	jumatate
separuh	jumate
separuh	jumătate
asalnya	origine
asalnya	originea
kekal	permanente
kekal	permanent
kekal	permanenta
kekal	permanentă
minggu	săptămână
minggu	saptamana
minggu	săptămâna
minggu	săptămînă
minggu	săptămîna
minggu	saptamani
minggu	săptămâni
minggu	săptămânile
switzerland	elvetia
switzerland	elveţia
switzerland	elveția
switzerland	elvețiană
hong	hong
tujuh	şapte
tujuh	șapte
tujuh	sapte
tujuh	seven
bapa	părinte
bapa	tata
bapa	tată
gaya	styles
gaya	stiluri
gaya	stilurile
gaya	stil
gaya	stilul
latihan	antrenamente
latihan	antrenament
latihan	pregătire
latihan	formare
latihan	practici
latihan	exersează
latihan	practică
latihan	practica
latihan	exercitii
latihan	exerciții
latihan	exercițiu
latihan	exercitiu
latihan	exercitarea
putera	prințul
putera	prinţul
putera	prinţ
putera	prinț
putera	print
putera	prince
official	oficial
official	oficiale
official	oficiala
official	oficială
agak	oarecum
yes	da
memerlukan	necesită
