dhe	and
ekonomi	economics
ekonomi	economy
sytë	eyes
rus	russian
rus	rus
uçk	kla
kodër	hill
veprim	action
ndaluar	forbidden
ndaluar	banned
pozita	positions
shoqëria	society
shoqëria	friendship
master	master
punimet	works
themelues	founding
themelues	founder
dobët	faint
dobët	weak
lokal	local
moment	moment
direkt	direct
direkt	directly
isa	isa
politika	politics
kryeqytet	capital
besim	faith
besim	confidence
besim	trust
besim	belief
besim	confident
pushteti	power
pop	pop
website	website
feja	religion
pastër	clean
pastër	pure
stil	style
but	boot
studio	studio
fazën	phase
islamike	islamic
islamike	islamist
vëllai	brother
serbë	serbs
armatosura	armed
verë	summer
verë	wine
kuptohet	understood
gjëra	things
gjëra	stuff
urbane	urban
erës	windmill
erës	wind
teksti	text
ligjore	legal
përpjekjet	efforts
përpjekjet	attempts
personal	personal
ndarja	sharing
ndarja	partition
ndarja	parting
bregdetare	coastal
kompani	company
kompani	companies
tokësore	terrestrial
tokësore	earthly
ekonomia	economics
ekonomia	economy
ari	ari
ari	bear
ari	gold
media	media
dyte	second
dielli	sun
friedrich	friedrich
origjinale	genuine
origjinale	original
anije	ships
anije	ship
anije	boat
indi	india
shoqëri	companionship
shoqëri	company
shoqëri	society
gjak	blood
përrua	creek
egjipt	egypt
xii	xii
lule	flowers
lule	flower
pyll	woods
pyll	forest
speciale	speciale
speciale	special
carlos	carlos
makina	machine
makina	car
makina	cars
përshkruar	described
producent	producer
përfaqëson	represents
gjatësia	length
përshtatshme	appropriate
përshtatshme	suitable
përshtatshme	fitting
arabisht	arabic
berlin	berlin
qëllime	purposes
kitarë	guitar
përgatitur	prepare
përgatitur	prepared
anti	anti
flasin	talk
flasin	speak
gur	stone
gur	rock
special	special
dendësia	density
vone	late
figurë	image
figurë	figure
përshkruan	describes
përshkruan	outlines
organet	organs
shokët	buddies
shokët	friends
trajneri	coach
gjermanisht	german
sërish	again
aftë	skilled
aftë	capable
teatrin	theater
teatrin	theatre
marre	taken
spanjolle	spanish
askush	nobody
american	american
moshë	age
veti	themselves
hindu	hindu
air	air
prapa	back
prapa	rear
veprimet	actions
kategorisë	category
japonia	japan
gjysmën	half
vendas	local
vendas	domestic
vendas	native
beograd	beograd
beograd	belgrade
arkeologjik	archeological
arkeologjik	archaeological
grua	woman
niveli	level
mysliman	muslim
klub	club
përmbledhje	summary
përmbajtja	content
përmbajtja	contents
austro	austro
çlirimtare	liberation
qytetare	civic
qytetare	citizen
tradita	tradition
tradita	traditions
della	della
panjohur	unknown
copa	pieces
elementet	elements
giovanni	giovanni
lëshuar	issued
lëshuar	released
mesëm	medium
dukshëm	visibly
dukshëm	visible
das	das
official	official
përkatëse	respective
dashuria	love
shfaqur	shown
shfaqur	displayed
akademia	academy
free	free
nacional	nacional
det	sea
zvicër	switzerland
tash	now
juaj	your
dikush	someone
dikush	somebody
piktura	painting
piktura	paintings
verior	northern
tërësisht	completely
mbajnë	carry
shoqatës	association
studiuar	studied
shekujve	centuries
ngjashëm	similar
mbushur	stuffed
mbushur	loaded
mbushur	filled
banka	banks
banka	bank
folur	spoken
marrëdhënie	intercourse
marrëdhënie	relationship
plan	plan
duhen	need
dyshim	doubt
sllave	slavic
shenjë	sign
ligjet	laws
bashkim	union
bashkim	reunion
thatë	dry
artin	art
afërsisht	roughly
afërsisht	approximately
nderi	honour
nderi	honor
vaj	oil
ndersa	while
rinisë	youth
milan	milan
dhoma	rooms
dhoma	room
datë	date
kish	kis
kish	had
kish	kish
artikujt	articles
gjeneral	general
show	show
institucionet	institutions
kufijtë	boundaries
kufijtë	borders
kufijtë	margins
doktor	doc
doktor	doctor
personi	person
mëparshme	previous
ligj	law
futur	introduced
futur	inserted
futur	implanted
prodhim	manufacture
prodhim	output
prodhim	product
prodhim	production
prodhim	manufacturing
gjerësisht	extensively
gjerësisht	widely
çmime	prices
çmime	awards
çmime	prizes
varg	range
varg	varg
varg	string
line	line
sekretari	secretary
fort	tight
fort	hard
fort	strong
fort	fort
shoqëruar	accompanied
shoqëruar	escorted
valle	dance
industriale	industrial
mëparshëm	previous
piktor	painter
mesjetare	medieval
stili	style
ndikuar	influenced
ndikuar	impacted
filmat	films
filmat	movies
teori	theory
natën	night
andrea	andrea
marr	get
fisi	clan
fisi	tribe
klasa	classes
klasa	class
kampion	champ
kampion	champion
manuel	manuel
butë	gentle
butë	mild
butë	soft
butë	smooth
karakteristike	characteristic
skenë	scene
skenë	stage
ndikimi	impact
ndikimi	influence
daniel	daniel
publikuar	published
tekst	text
institutit	institute
futbolli	soccer
futbolli	football
pushtimin	invasion
austria	austria
marie	marie
përgjithësisht	generally
zemër	sweetheart
zemër	baby
lidh	connects
lidh	connect
gjat	long
djalë	boy
pejë	peja
pejë	pec
rasti	case
rasti	rusty
south	south
paraqitje	presentations
paraqitje	presentation
loja	game
usa	usa
kategori	category
kategori	categories
#aaa	#aaa
spanjoll	spanish
jetoi	lived
gjurmë	trace
gjurmë	trail
gjurmë	tracks
gjurmë	footprint
veçanti	particular
shehu	shehu
emëruar	appointed
ekzekutiv	executive
rregullat	rules
rregullat	regulations
breg	shore
çoi	choi
pos	pos
besimi	faith
besimi	confidence
besimi	trust
grand	grand
indian	indian
çmim	price
çmim	award
konferenca	conference
konferenca	conferences
konsiderueshme	sizeable
konsiderueshme	considerable
luis	louis
luis	lewis
luis	luis
marne	marne
hollanda	netherlands
privat	private
ashpër	severely
ashpër	harsh
ashpër	fierce
jetonin	lived
nënë	mother
shkodra	shkodra
pro	pro
letra	cards
letra	paper
letra	letters
letra	card
shtresa	layers
aleksandër	alexander
hapësira	spaces
hapësira	space
gjoni	john
kineze	chinese
emërohet	appointed
toke	land
toke	ground
standard	standard
luftuar	fought
ouest	ouest
fat	luck
muzikor	musical
norvegji	norway
mbledhur	collected
mbledhur	assembled
mjete	tools
baden	baden
shpirtit	soul
lojtarët	players
lojtarët	gamers
super	awesome
super	super
inter	inter
studiues	researcher
studiues	scholar
ndihmon	assists
objektet	inscriptions
objektet	objects
objektet	venues
dem	dem
dem	bull
gjen	gene
gjen	finds
shfaqen	appear
hedhur	cast
planet	planet
planet	plans
nxjerrë	extracted
nxjerrë	extracting
shërbimeve	utilities
territoret	territories
rritja	growth
dallohet	distinguish
raporti	report
raporti	ratio
idetë	ideas
kodra	hill
kodra	hills
albume	albums
shërbimet	services
shërbimet	utilities
dërgoi	sent
kërkesat	requirements
kërkesat	requests
treg	market
eteeq	eteeq
phoiac	phoiac
vepron	acts
zogu	birdie
zogu	bird
zogu	zogu
strukturë	structure
sulmues	attackers
sulmues	assailant
sulmues	striker
veshur	dressed
veshur	worn
akademik	academic
japoneze	japanese
nënkupton	implies
nënkupton	means
sport	sport
sport	sports
civil	civil
civil	civilian
ppsh	ppsh
turistike	tourist
pajisje	device
pajisje	equipment
pajisje	devices
pajisje	appliances
pajisje	gear
mosha	age
dallim	differentiate
dallim	distinction
dallim	difference
përjashtim	exception
biblioteka	libraries
biblioteka	library
shpirti	spirit
shpirti	soul
vesh	ear
vesh	wear
total	total
paqe	peace
botim	publication
ligë	league
përmbajnë	contain
patriotike	patriotic
francisco	francisco
zhanri	genre
rrugëve	streets
rrugëve	roads
suksesshëm	successful
qendrat	centers
qendrat	centres
kampionati	championship
net	net
net	nights
tone	our
force	force
përbën	poses
përbën	constitutes
referenca	references
referenca	reference
mungesa	absence
mungesa	lack
mungesa	absences
din	din
din	dean
shfaqje	show
dallohen	distinguished
poetike	poetic
nato	nato
bien	falling
bien	fall
policia	police
koka	head
koka	heads
fuqia	power
funksioni	function
tirane	tirana
grafik	graph
grafik	graphic
adem	adem
adem	adam
rama	rama
asht	bone
shpellë	cave
rrjeti	grid
rrjeti	network
tregoi	indicated
tregoi	showed
kulturë	culture
edit	edith
vija	striped
vija	stripes
brazil	brazil
brazil	brasil
victoria	victoria
calais	calais
vërtet	really
afro	afro
ferdinand	ferdinand
përgjegjës	responsible
përgjegjës	curator
dokumente	documents
dokumente	docs
përfundon	ends
site	sites
miri	miri
miri	best
karakteristikat	characteristics
romani	roman
romani	novel
romani	romani
london	london
juridike	jurisdictional
juridike	legal
afrikë	africa
europiane	european
tipike	typical
ushqim	food
mbështetje	support
bote	world
studioi	studied
lira	lira
lira	cheap
lira	free
ushtarë	soldiers
njohuri	knowledge
male	mountains
shenja	signs
shenja	scars
menduar	thought
mureve	walls
ishulli	island
software	software
qetë	calm
nxënësit	students
nxënësit	pupils
shkencat	sciences
latin	latino
zero	zero
zero	zeros
zero	nil
west	west
vendosen	deployed
ruajtjen	conservation
austri	austria
secila	each
shesh	square
gjinia	gender
skena	scenes
skena	scene
skena	stage
sigurt	safe
sigurt	sure
kufi	frontier
kufi	border
kufi	limit
alt	alt
negative	negative
aktiviteti	task
aktiviteti	activity
amerikë	america
mesfushor	midfielder
mesfushor	midfield
figurat	images
figurat	figures
box	box
fuqitë	powers
jerry	jerry
shtëpitë	houses
shtëpitë	homes
wikimedia	wikimedia
vendase	domestic
vendase	indigenous
vendase	local
vendase	native
poeti	poet
vendlindje	homeland
kroaci	croatia
alternative	alternative
ndryshimi	difference
ndryshimi	change
asnjëherë	never
katolik	catholic
pyetje	question
pyetje	questions
morri	took
tërhequr	drawn
tërhequr	withdrawn
saudite	saudi
report	report
rajonet	regions
suedia	sweden
string	string
ndeshja	match
edward	edward
reale	real
rusi	russia
news	news
aktivitetin	activity
zgjidhet	resolved
zgjidhet	solved
shkrime	logs
drama	drama
sheiku	sheik
adriatik	adriatic
djem	boys
djem	guys
shkakton	causes
shkakton	triggers
programin	program
kompleks	complex
kompleks	compound
njësitë	units
njësitë	entities
njësitë	facilities
ligjin	law
berat	berat
komuniteti	community
meshkuj	males
meshkuj	men
kim	kim
fisit	tribe
albumin	album
gra	women
bimë	plants
bimë	plant
bas	bass
bas	bas
fan	fan
natyra	nature
karriera	career
karriera	careers
përdoruesi	username
përdoruesi	user
bgcolor	bgcolor
shumtë	numerous
zgjeruar	expanded
zgjeruar	expand
mjekësore	medical
zemra	heart
gje	thing
zjarr	fire
zjarr	bonfire
mjet	tool
era	wind
trajner	trainer
trajner	coach
komiteti	committee
diplomuar	graduated
diplomuar	graduate
maqedonia	macedonia
shitur	sold
lugina	valley
lugina	valleys
kopje	copy
kopje	replica
poste	poste
burra	men
lirinë	freedom
hero	hero
zagreb	zagreb
vajzë	girl
turqia	turkey
kontratë	contract
turqit	turks
vendbanimet	settlements
organizatë	organization
gara	race
gara	racing
gjysma	half
studim	study
aktivitetet	activities
aktivitetet	tasks
shkatërruar	ruined
shkatërruar	destroyed
pali	pali
pali	paul
pali	fallen
rastet	cases
nda	nda
miqësore	friendly
profesionist	professional
shkrim	writing
lagje	neighborhoods
lagje	neighborhood
lagje	neighbourhood
ilirët	illyrians
nen	nen
nen	under
tabela	table
temë	topic
temë	theme
sipërfaqes	surface
shkalla	ladder
shkalla	scale
shkalla	degree
champions	champions
shkronja	letters
shkronja	characters
qelizat	cells
fundin	skirt
brigjet	coasts
besnik	loyal
besnik	faithful
bashkëkohore	contemporary
komunikimit	communication
serbët	serbs
përgjigje	answer
përgjigje	reply
komisioni	commission
pushtuar	haunted
pushtuar	conquered
manastir	monastery
manastir	convent
specifike	specific
thirrje	call
shpirtin	soul
programet	programs
programet	apps
programet	applications
programet	software
drejtori	director
raport	report
mbrapa	back
ndarjen	sharing
ndarjen	splitting
diplomatike	diplomatic
shkruante	wrote
shekujt	centuries
motra	sisters
motra	sister
kongresin	congress
hyjnore	divine
aktivitete	activities
aktivitete	tasks
industria	industry
lartësia	height
verdhë	yellow
shaban	saban
shaban	shaban
shpejtësia	speed
zone	zone
naftës	oil
bazat	basics
bazat	bases
kundërt	reverse
kundërt	opposite
fjale	word
fjale	words
malor	highlands
malor	mountainous
pjesëmarrës	participant
pjesëmarrës	participating
pjesëmarrës	participants
pjesëmarrës	participatory
dukuri	phenomenon
erdhën	came
qemal	cemal
qemal	kemal
kafshëve	animals
kafshëve	animal
pozitive	positive
epoka	era
ndarje	division
ndarje	separation
ndarje	breakup
fqinje	neighbor
washington	washington
pasuri	fortune
pasuri	riches
pasuri	wealth
rrjet	grid
rrjet	network
sezon	season
federale	federal
display	display
profili	profile
shembuj	examples
ngarkuar	uploaded
ngarkuar	loaded
betejë	battle
aftësi	skills
aftësi	skill
aftësi	ability
drejtpërdrejtë	direct
teknik	technical
teknik	technician
ministri	minister
pjetër	peter
kushtetuese	constitutional
there	butchered
mjetet	tools
kosovare	kosovar
ketu	here
cfg	cfg
aftësitë	skills
aftësitë	skill
aftësitë	abilities
aftësitë	capabilities
sulmet	attacks
familjeve	families
nikolla	nikola
nikolla	nicholas
zgjidhje	solution
zgjidhje	solutions
punët	chores
punët	affairs
punët	jobs
punët	buckwheat
nil	neil
nil	nile
madhësia	size
teatër	theater
teatër	theatre
dispozicion	available
last	last
teknika	technique
teknika	techniques
tregut	market
larguar	relegated
gjaku	blood
romakët	romans
vendore	local
bardha	white
bardha	streaks
tregtisë	trade
sasia	amount
sasia	quantity
programe	programs
programe	programming
programe	programmes
programe	software
filmave	movies
filozofi	philosophy
shërbimi	service
ahmed	ahmed
gov	gov
parlamenti	parliament
zeza	black
hungarisë	hungary
juglindore	southeast
juglindore	southeastern
vogel	vogel
epirit	epirus
kolona	column
harry	harry
texas	texas
arsyeja	reason
letërsia	literature
gjera	things
thyer	broken
gruan	wife
punonte	worked
hynë	entered
ishull	island
pranishëm	present
largët	distant
largët	remote
sami	sammy
sami	sami
sami	samy
ulur	sitting
gjykata	court
situata	situation
situata	situations
gjuhësore	linguistic
ndihmoi	helped
ndihmoi	aided
vazhdojnë	continue
carl	carl
ekspozita	exhibition
ekspozita	exhibitions
zgjati	lasted
parimet	principles
institucioneve	institutions
varësi	addiction
metodat	methods
kontroll	control
côte	côte
filozofike	philosophical
mure	walls
karakteristika	characteristics
ministrisë	ministry
komplekse	complex
dokument	document
ekipet	crews
ekipet	teams
sëbashku	together
problemi	problem
records	records
makinë	machine
makinë	car
kundra	against
majë	top
studentët	students
skenari	screenplay
skenari	scenario
skenari	script
franz	franz
sovjetike	soviet
duan	want
atdhetare	homeland
juve	juve
islami	islam
kontribut	contribution
fakultetit	faculty
hollë	thin
nëntori	november
gjurmët	tracks
elektrik	electrical
elektrik	electric
ronaldo	ronaldo
vendbanimi	abode
vendbanimi	residence
vendbanimi	settlement
fillimet	beginnings
redaktor	editor
parlamentare	parliamentary
grekët	greeks
thuaj	say
thuaj	tell
auf	auf
vendndodhja	location
tjetri	next
nxehtë	hot
alfred	alfred
sigurisht	sure
tempull	temple
lee	lee
midi	midi
port	port
versioni	version
like	like
federata	federation
federata	federations
suedi	sweden
bujqësisë	agriculture
popujt	peoples
long	long
çon	leads
çon	chon
krejtësisht	completely
krejtësisht	totally
vargje	verses
vargje	lyrics
für	für
madhësi	size
shkencë	science
said	saeed
politikën	policy
politikën	politics
opera	opera
ajrit	airborne
rajonale	regional
revolucionit	revolution
ardhjen	arrival
nevoja	need
nevoja	necessity
latinisht	latin
pësoi	suffered
industrisë	industry
botua	published
themelimi	establishment
themelimi	founding
java	week
java	java
mundëson	allows
mundëson	enables
dëgjuar	heard
val	val
kufiri	limit
kufiri	margin
kufiri	border
nevojat	necessities
nevojat	needs
mekanike	mechanical
përfshinte	included
mendimi	thought
mendimi	mindset
djemtë	boys
dokumentet	documents
dokumentet	paperwork
ylli	star
profesional	professional
profesional	vocational
atdhe	motherland
atdhe	homeland
sulejman	suleiman
autoritetet	authorities
stadiumi	stadium
zhvillohen	evolve
rresht	row
als	als
lëvizjet	moves
lëvizjet	movements
murit	wall
personat	persons
personat	people
vera	vera
vera	summer
arrihet	reached
arrihet	achieve
arrihet	achieved
mbrojtëse	defensive
përfshihen	included
august	august
big	big
morale	moral
aktual	current
sulm	attack
sulm	assault
organizimi	organisation
organizimi	organising
organizimi	organization
organizimi	organizing
organizimi	setup
funksionet	function
funksionet	functions
përputhje	compliance
wilhelm	wilhelm
armëve	weapons
redaktuar	edited
dan	dan
austriake	austrian
aktivitet	activity
veriu	north
izraelit	israel
izraelit	israeli
parti	party
shpëtuar	saved
papëve	popes
dalje	exit
hyn	enters
myslimanët	muslims
mësim	lesson
mendimin	opinion
afrika	africa
anton	anton
serbi	serbia
shprehet	expressed
masat	masses
masat	measures
bashki	municipality
kusht	condition
dimrit	winter
milano	milan
milano	milano
fizikë	physics
radhët	ranks
komunat	municipalities
min	min
varri	tomb
varri	grave
zgjedhja	selection
zgjedhja	choice
out	out
banor	resident
rekord	record
përmbajtje	content
manastiri	monastery
kafshë	animals
kafshë	animal
praktike	practical
interesante	interesting
hungaria	hungary
trupa	troops
