les	το
double	διπλή
double	διπλό
double	διπλά
double	διπλός
double	αντιγραφή
double	αντίγραφο
double	διπλή
entraîneur	εκπαιδευτής
entraîneur	εκπαιδευτή
entraîneur	γυμναστής
entraîneur	coach
entraîneur	προπονητή
entraîneur	προπονητής
entraîneur	κόουτς
web	web
web	ιστός
directeur	διευθυντή
directeur	διευθύντρια
directeur	σκηνοθέτης
directeur	διευθυντής
directeur	μάνατζερ
directeur	διαχειριστής
directeur	διευθυντής
joseph	ιωσήφ
joseph	joseph
joseph	τζόσεφ
joseph	τζόζεφ
semble	φαίνεται
ici	εδω
ici	εδώ
vainqueur	νικήτρια
vainqueur	νικητής
vainqueur	νικητή
réalisé	σκηνοθέτησε
réalisé	σκηνοθεσία
réalisé	συνειδητοποίησα
existe	υπάρχεις
existe	υπάρχω
six	έξι
six	six
six	εξι
créé	δημιουργήθηκε
créé	δημιούργησε
créé	δημιουργήθηκαν
créé	δημιουργείται
devant	μπροστινό
devant	μπροστά
devant	μέτωπο
écrit	γραφει
écrit	γράφει
écrit	γραπτές
écrit	γραπτή
écrit	γράφτηκε
écrit	γραμμένα
écrit	γράψει
écrit	γραμμένο
écrit	έγραψες
écrit	έγραψε
petite	μικρή
petite	μικρό
petite	μικρές
petite	μικρός
petite	μικρά
petite	μικρή
petite	little
petite	μικρό
petite	petite
bois	ξύλο
bois	ξυλεία
bois	ποτό
bois	ξυλείας
bois	ξυλεία
entreprise	δουλειές
entreprise	business
entreprise	λόχος
entreprise	εταιρεία
entreprise	εταιρία
entreprise	εντερπράιζ
entreprise	επιχείρηση
retour	αναδρομή
retour	επιστροφή
retour	πλάτη
retour	πισω
retour	πίσω
numéro	αριθμός
numéro	νούμερο
principale	κύρια
sainte	sainte
sainte	άγιο
sainte	ιερό
sainte	ιερά
sainte	αγία
sainte	αγιος
sainte	άγιος
comté	νομό
comté	κομητεία
comté	σάιρ
second	δεύτερο
second	δεύτερος
second	δεύτερη
gare	σταθμός
gare	σταθμό
terme	όρος
terme	terme
connu	γνωστή
connu	γνωστός
connu	γνωστό
connu	γνωστοί
connu	γνωστές
formation	επιμόρφωση
formation	εκπαίδευση
formation	κατάρτισης
formation	κατάρτιση
formation	προπόνηση
arts	τέχνες
technique	τεχνικό
technique	τεχνική
technique	τεχνικά
technique	τεχνική
révolution	επανάσταση
etc	κλπ
objet	αντικείμενο
objet	σκοπός
objet	σκοπό
objet	υποκείμενο
objet	θέμα
mon	mon
mon	μον
philippe	philippe
philippe	φιλίπ
philippe	philip
philippe	φίλιππος
philippe	φίλιπ
question	ερώτηση
question	ερώτημα
lorsque	πότε
lorsque	όταν
lorsque	οταν
cinéma	ταινίες
cinéma	κινηματογράφο
cinéma	σινεμά
cinéma	κινηματογράφος
plan	χάρτη
plan	χάρτης
plan	πλάνο
plan	σχέδιο
van	βαν
van	van
van	φορτηγάκι
médaille	μετάλλιο
œuvres	εργάζεται
œuvres	έργα
œuvres	δουλεύει
zone	ζώνη
zone	ζωνη
zone	έκταση
zone	εμβαδόν
zone	περιοχή
zone	περιοχη
écrivain	συγγραφέας
écrivain	συγγραφέα
compagnie	λόχος
compagnie	εταιρεία
compagnie	εταιρία
italien	ιταλικά
italien	ιταλική
italien	ιταλός
italien	ιταλικό
championnats	πρωταθλήματα
laquelle	που
films	ταινίες
films	ταινίες
surtout	ειδικά
surtout	ιδιαίτερα
surtout	κυρίως
surtout	κυριως
parfois	περιστασιακά
sources	πηγές
sources	πηγες
sources	πηγή
sources	πηγη
parc	parc
parc	παρκ
parc	park
parc	πάρκο
moyenne	μέσος
moyenne	μέση
moyenne	μέτρια
moyenne	μεσαία
moyenne	μεσαίο
moyenne	μέσο
mouvement	κίνηση
mouvement	μετακίνηση
mouvement	κίνημα
mouvement	κίνηση
succès	επιτυχίες
succès	επιτυχής
succès	επιτυχία
rivière	ρίβερ
rivière	ποταμός
rivière	ποτάμι
rivière	ριβιέρ
jamais	ποτέ
jamais	ποτε
jamais	ποτέ
vidéo	video
vidéo	βιντεο
vidéo	βίντεο
martin	martin
martin	μάρτιν
député	αναπληρωτής
député	βοηθός
député	αναπληρωτή
claude	claude
claude	κλωντ
claude	κλοντ
moyen	μέτρια
moyen	μεσαία
moyen	μεσαίο
moyen	μέσο
moyen	μέσος
moyen	μέση
san	san
notre	μας
bon	καλή
bon	καλο
bon	καλό
bon	καλά
bon	καλα
peintre	ζωγράφος
voix	ψηφοφορίες
voix	ψήφους
voix	ψήφοι
voix	φωνές
voix	φωνητικά
voix	φωνή
voix	φωνη
rouge	κόκκινη
rouge	κόκκινα
rouge	κόκκινος
rouge	κόκκινο
rouge	κοκκινο
rouge	ρουζ
district	περιφέρεια
seulement	μόνον
seulement	μόνο
seulement	μονο
pont	pont
pont	μπριτζ
pont	γέφυρα
pont	κατάστρωμα
libre	δωρεάν
libre	free
libre	ελεύθερος
libre	ελεύθερη
libre	libre
air	αερα
air	air
air	αέρα
air	αέρας
sein	στήθος
milieu	μεση
milieu	μεσαία
milieu	μέση
milieu	μεσαίο
milieu	μέτρια
milieu	μεσαία
milieu	μεσαίο
milieu	μέσο
festival	φεστιβάλ
belgique	βέλγιο
belgique	belgique
grands	μεγάλα
grands	μεγάλο
georges	γεώργιος
georges	τζωρτζ
georges	τζορτζ
georges	γιώργος
georges	george
georges	ζορζ
georges	ζωρζ
blanc	άσπρο
blanc	λευκός
blanc	λευκό
blanc	λευκή
blanc	λευκά
blanc	κενό
blanc	κενή
gauche	αριστερά
gauche	αριστερό
gauche	αριστερή
gauche	αριστερα
travaux	έργο
travaux	δουλειά
travaux	εργασίες
travaux	εργασία
travaux	δουλεια
travaux	εργάζεται
travaux	έργα
travaux	δουλεύει
donne	δώστε
donne	δώσε
passe	περνάει
passe	περάσματα
passe	πέρασμα
passe	πάσα
passe	περάσει
passe	πάσο
produit	προϊόν
diffusion	μετάδοση
diffusion	εκπομπή
diffusion	διάχυση
diffusion	μετάδοση
diffusion	διάδοση
diffusion	διασπορά
aide	ενισχύσεις
aide	ενίσχυση
aide	βοηθεια
aide	βοήθεια
action	δραση
action	δράση
action	δράσης
action	action
andré	αντρέ
andré	άντρε
andré	andre
andré	αντρέ
andré	andré
andré	andre
andré	άντριου
andré	αντριου
font	γραμματοσειρά
réseau	δικτύωσης
réseau	δικτύωση
réseau	δίκτυο
utilisé	χρησιμοποιήθηκε
utilisé	χρησιμοποιείται
utilisé	χρησιμοποιούνται
utilisé	χρησιμοποιούμενα
utilisé	χρησιμοποιούμενες
victoire	κερδίσει
victoire	νίκη
victoire	κέρδισε
victoire	νικη
victoire	νίκη
victoire	βικτουάρ
femmes	θηλυκά
femmes	γυναίκα
femmes	θηλυκό
femmes	γυναίκες
femmes	γυναικες
minutes	λεπτά
minutes	λεπτα
autour	γύρω
autour	γυρω
autour	τριγύρω
belge	belge
belge	βελγική
belge	βέλγος
belge	βελγικά
belge	βελγικό
certaines	ορισμένες
certaines	μερικές
certaines	κάποια
certaines	κάποιοι
certaines	μερικοί
certaines	μερικά
durée	διάρκεια
durée	διαρκεια
espèces	ειδη
espèces	είδος
espèces	είδη
angleterre	αγγλία
afrique	αφρικη
afrique	αφρική
monuments	μνημείων
monuments	μνημεία
sens	sens
sens	έννοια
sens	νόημα
sens	εννοώντας
sens	αισθήσεις
sens	αίσθηση
personne	άτομο
personne	πρόσωπο
personne	κανένας
personne	κανείς
mis	βάλτε
mis	βάλε
mis	mis
municipalité	δήμος
frère	αδερφός
frère	αδερφέ
frère	αδελφέ
frère	αδελφός
frère	frère
rencontre	συνάντηση
rencontre	σύσκεψη
rencontre	συνεδρίαση
rencontre	συναντήσω
rencontre	συνάντηση
rencontre	συμπλοκή
matchs	αγώνες
matchs	σπίρτα
japon	ιαπωνίας
japon	ιαπωνία
publié	δημοσιεύθηκε
publié	δημοσιευθεί
publié	δημοσιεύτηκε
publié	δημοσίευση
publié	δημοσιεύεται
publié	εκδίδεται
publié	κυκλοφόρησε
publié	απελευθερώνεται
publié	δημοσιεύτηκε
publié	καταχωρήθηκε
publié	δημοσιεύθηκε
publié	δημοσίευσε
domaine	πεδίο
domaine	domain
domaine	έκταση
domaine	εμβαδόν
domaine	περιοχή
domaine	περιοχη
eux	τους
eux	αυτοί
professeur	καθηγητή
professeur	καθηγητά
professeur	καθηγητής
professeur	δάσκαλος
professeur	δασκάλα
professeur	καθηγήτρια
professeur	καθηγητής
quartier	γειτονιά
quartier	γειτονιά
quartier	γειτονία
scientifique	επιστήμη
scientifique	επιστήμες
scientifique	επιστήμων
scientifique	επιστήμονας
scientifique	επιστήμονα
scientifique	επιστημονική
scientifique	επιστημονικά
scientifique	επιστημονικό
seule	μόνοι
seule	μονη
seule	μόνη
seule	μόνος
seule	μόνον
seule	μόνο
seule	μονο
cause	αίτιο
cause	αιτία
cause	προκαλεί
cause	αιτίες
cause	αίτια
rien	τιποτα
rien	τίποτε
rien	τίποτα
nouvelles	ειδήσεις
nouvelles	νέα
nouvelles	νεα
nouvelles	news
nouvelles	νεα
nouvelles	νέο
nouvelles	νέα
nouvelles	νέος
iii	iii
iii	ιιι
iii	γ΄
administration	διοίκηση
administration	χορήγηση
comte	καταμέτρηση
comte	κόμης
comte	κόμη
comte	ερλ
suivante	επόμενος
suivante	επόμενη
suivante	επόμενο
fort	δυνατοί
fort	δυνατός
fort	δυνατό
fort	δυνατή
fort	οχυρό
fort	φορτ
fort	fort
fort	φρούριο
hockey	χόκεϋ
hockey	χόκεϊ
journal	εφημερίδα
journal	εφημερίδες
journal	εφημεριδα
journal	χρονολόγιο
journal	ημερολόγιο
journal	ημερολόγιο
différents	διαφορετικός
différents	διαφορετικά
différents	διαφορετικοί
différents	διαφορετική
différents	διαφορετικό
rome	ρώμη
rome	ρωμη
rome	ρώμης
possible	πιθανός
possible	δυνατόν
possible	πιθανό
possible	πιθανή
dix	ντιξ
dix	ten
dix	δεκα
dix	δέκα
taille	μέση
taille	ύψος
taille	μεγέθη
taille	μέγεθος
sport	σπορ
sport	αθλητισμός
sport	άθλημα
sport	αθλήματα
sport	σπορ
sport	αθλητισμός
sport	αθλητικά
principal	κύρια
sujet	θεμα
sujet	υποκείμενο
sujet	θέμα
référence	αναφοράς
référence	παραπομπή
référence	αναφορά
croix	σταυρούς
croix	κρουά
croix	κρος
croix	σταυρός
croix	σταυρό
croix	cross
élections	εκλογές
élections	εκλογές
élections	εκλογή
mettre	βάλτε
mettre	βάλε
titres	χρεόγραφα
titres	τίτλων
titres	τίτλοι
titres	τίτλους
titres	τίτλοι
enfin	τελικά
enfin	τέλος
enfin	επιτέλους
millions	εκατομμύρια
millions	εκατομμύρια
noir	dark
noir	σκοτεινά
noir	σκοτάδι
noir	σκούρο
noir	σκοτεινό
noir	νουάρ
noir	μαύρη
noir	μαύρα
noir	μαύρος
noir	μαυρο
noir	μαύρο
joue	μάγουλο
joue	παιζει
joue	παίζει
londres	λονδίνο
londres	london
agglomération	agglomération
agglomération	οικισμό
moment	στιγμή
chapelle	σαπέλ
chapelle	τσάπελ
chapelle	παρεκκλήσι
chapelle	εκκλησάκι
russe	ρωσική
russe	ρώσικα
russe	ρωσικά
russe	ρώσος
russe	russe
prince	πρίγκηπας
prince	πρίγκιπας
prince	πρίγκιπα
prince	πρινς
prince	prince
manière	τρόπος
manière	τροπος
manière	way
malgré	πείσμα
activités	δραστηριότητες
réalisateur	διευθυντή
réalisateur	διευθύντρια
réalisateur	σκηνοθέτης
réalisateur	διευθυντής
monument	μνημείο
sciences	επιστήμη
sciences	επιστήμες
sciences	επιστήμες
radio	ασύρματος
radio	ασύρματο
radio	ραδιόφωνο
radio	ράδιο
radio	ραδιο
classe	τάξη
classe	τάξη
classe	κλάση
classe	μάθημα
classe	αριστοκρατικό
aucun	καμία
aucun	κανένα
aucun	ουδέν
droite	σωστα
droite	δεξιά
droite	σωστό
droite	σωστά
lieux	τοποθεσίες
lieux	τοποθεσίες
lieux	τόποι
lieux	μέρη
née	γεννήθηκα
née	γεννημένος
née	γεννήθηκε
née	γεννηθείς
actuel	νυν
actuel	τρέχουσα
actuel	ρεύμα
actuel	τρέχουσες
actuel	τρέχον
actuel	παρών
actuel	δώρο
actuel	παρόντες
actuel	παρούσα
actuel	παρόν
espace	space
espace	χώρος
espace	χώρο
espace	διαστημα
espace	διάστημα
villes	πολη
villes	πόλη
villes	city
villes	πόλεων
villes	πόλεις
fer	σίδηρος
fer	σίδηρο
fer	σιδήρου
fer	σίδερο
