年	tahun
航行	navigasi
航行	pelayaran
航行	belayar
流亡	pengasingan
流亡	buangan
流亡	diasingkan
吹	blow
吹	meletupkan
吹	menghembus
傾向	kecenderungan
傾向	kecenderungan
修復	membaiki
修復	baikpulih
修復	fix
修復	membetulkan
修復	baiki
修復	pemulihan
修復	restoration
九十	ninety
癌	carcinoma
癌	barah
癌	kanser
瓶	bottle
瓶	botol
領地	wilayah
出生地	birthplace
飲食	hidangan
飲食	masakan
飲食	pemakanan
飲食	makan
飲食	diet
社會主義	sosialis
社會主義	sosialisme
輻射	radioaktif
輻射	radioactivity
輻射	sinaran
輻射	kejatuhan
驚	syok
驚	shock
驚	kejut
驚	renjatan
驚	terkejut
驚	hairan
女友	girlfriend
奶	susu
奶	milk
壓	tekanan
季節	bermusim
季節	musim
季節	musim
生態	ecological
生態	ekologi
資深	senior
雞	ayam
直升機	helikopter
直升機	helikopter
直升機	chopper
直升機	helikopter
床	katil
床	katil
信任	kepercayaan
信任	trust
信任	dipercayai
袋	bag
袋	beg
袋	beg
各省	provinces
各省	provinsi
踢	sepakan
踢	tendang
踢	kick
重力	graviti
判斷	penghakiman
驅逐艦	pemusnah
散文	prosa
秘書	setiausaha
棕	brown
藥物	dadah
藥物	ubat
藥物	perubatan
藥物	dadah
複製	replikasi
複製	pendua
複製	menyalin
複製	copy
複製	salin
複製	salinan
複製	pembiakan
複製	menyalin
複製	penyalinan
捐	derma
捐	derma
江蘇	jiangsu
哈佛	harvard
指揮官	komander
院校	kolej
提議	proposal
提議	meminang
提議	dalil
交付	delivery
交付	penghantaran
交付	deliver
傷害	harm
傷害	kemudaratan
傷害	mudarat
傷害	sakit
傷害	terluka
吉爾	jill
死者	korban
古蹟	tugu
古蹟	monumen
類別	kategori
類別	kelas
類別	kelas
類別	class
類別	kategori
復活	kebangkitan
邊緣	tepi
邊緣	pinggir
邊緣	tepi
邊緣	fringe
酷	sejuk
酷	cool
辭職	resign
視覺	visual
視覺	penglihatan
視覺	visi
精英	elit
精英	elite
虛構	fiksyen
虛構	fiksyen
可惜	kasihan
支線	feeder
支線	penyuap
假期	percutian
假期	holiday
假期	percutian
假期	percutian
假期	bercuti
假期	cuti
軍人	soldier
軍人	perajurit
軍人	askar
言論	retorik
樊	peminat
樊	fan
樊	kipas
耿	geng
採訪	interview
採訪	otai
採訪	temuduga
採訪	temuduga
加藤	kato
芯	hart
陰	yin
陰	mendung
結局	penamat
結局	pengakhiran
旋轉	putaran
旋轉	spin
額外	tambahan
額外	extra
美食	hidangan
美食	masakan
札幌	sapporo
軍官	pegawai
軍官	perwira
軍官	officer
近期	terkini
近期	terbaharu
物理學	fizik
具體	spesifik
具體	specific
具體	tertentu
具體	konkrit
黎巴嫩	lubnan
黎巴嫩	lubnan
領導人	leader
領導人	pemimpin
領導人	pemimpin
領導人	leaders
比率	nisbah
比率	nisbah
作業	homework
武力	force
武力	paksa
醫師	doctor
醫師	doktor
三重	triple
器官	organ
器官	organ
山谷	valley
山谷	lembah
創意	kreatif
創意	kreativiti
創意	kreatif
牛津	oxford
當代	kontemporari
協定	perjanjian
協定	agreement
協定	persetujuan
協定	perjanjian
客機	airliner
規格	specifications
規格	specification
規格	spesifikasi
規格	spec
規格	spec
終止	penamatan
終止	tamatkan
波士頓	boston
雕	eagle
雕	helang
雕	hawk
雕	helang
地獄	neraka
混淆	kekeliruan
混淆	kekalutan
混淆	confuse
混淆	keliru
混淆	bingung
混淆	confused
混淆	celaru
參數	parameter
參數	hujah
藏族	tibet
區劃	pengezonan
磡	hom
共用	perkongsian
共用	terkongsi
共用	dikongsi
共用	berkongsi
共用	dikongsikan
共用	berkongsi
共用	perkongsian
共用	share
插曲	episod
樂器	instrumen
樂器	instrumen
清理	pembersihan
來賓	tetamu
來賓	tetamu
促使	menggesa
耶路撒冷	jerusalem
雕塑	arca
雕塑	patung
雕塑	arca
藝術家	artis
藝術家	seniman
藝術家	artis
藝術家	artist
廣西	guangxi
命運	destiny
命運	takdirnya
命運	takdir
命運	nasib
料理	hidangan
料理	masakan
房子	rumah
房子	rumah
崇拜	cult
崇拜	sembah
崇拜	beribadat
崇拜	beribadah
積分	kamiran
擔心	bimbang
擔心	risau
例外	pengecualian
例外	pengecualian
布拉格	prague
指南	guide
指南	panduan
指南	panduan
插入	menyelit
插入	selit
插入	sisipan
明珠	pearl
明珠	mutiara
螺旋	helix
螺旋	pilin
珊瑚	karang
珊瑚	coral
遼	liao
財務	kewangan
財務	kewangan
財務	kewangan
預測	unjuran
預測	ramalan
預測	unjuran
預測	ramalan
期望	jangkaan
期望	expectation
期望	jangkaan
準則	guideline
呼籲	banding
呼籲	rayuan
公平	ekuiti
公平	adil
公平	fair
電池	bateri
尋求	jangkau
窄	sempit
窄	merapatkan
失蹤	hilangnya
失蹤	hilang
獵人	pemburu
獵人	pemburu
獵人	hunter
葡萄	vitis
葡萄	anggur
老闆	bos
老闆	boss
皇室	royalti
皇室	royal
皇室	diraja
零售	retailing
零售	runcit
零售	peruncitan
零售	retail
富豪	regal
富豪	billionaire
富豪	volvo
靈魂	jiwa
靈魂	soul
杏	aprikot
殼	cengkerang
殼	shell
殼	cangkerang
殼	cengkerang
殼	kerang
工程師	jurutera
工程師	jurutera
祖母	neneknya
祖母	nenek
春天	spring
用法	penggunaan
用法	kegunaan
吋	inch
吋	inci
神戶	kobe
手術	pembedahan
手術	operasi
行李	bagasi
行李	bagasi
旁白	pencerita
司徒	stuart
癌症	barah
癌症	kanser
練習	latihan
練習	latih
練習	amalan
練習	berlatih
練習	bersenam
練習	latihan
練習	senaman
機體	organisma
分散	berselerak
奇怪	pelik
氮	nitrogen
同性戀	kehomoseksualan
同性戀	gay
抱	peluk
圖書	books
圖書	buku
圖書	kitab
圖書	tempah
圖書	book
岡山	okayama
情感	emosi
情感	emosional
情感	beremosi
情感	emosi
鴨	itik
鴨	itik
鴨	duck
妖	syaitan
妖	demon
桂林	guilin
臉	muka
臉	muka
臉	wajah
開啟	open
效應	effect
效應	kesan
效應	kesan
交叉	rentas
交叉	salib
交叉	cross
交叉	langar
交叉	crossover
分數	pecahan
分數	skor
分數	pecahan
遊客	pelawat
遊客	pelancong
遊客	pelancong
遊客	tourist
分行	cawangan
分行	cabang
分行	dahan
分行	cawangan
騎兵	trooper
強制	wajib
強制	paksaan
強制	wajib
女生	girl
女生	girls
蒸汽	stim
蒸汽	kukus
鍵	kekunci
鍵	kekunci
鍵	ikatan
鍵	bond
人事	kakitangan
可汗	khan
氯	klorin
干涉	gangguan
干涉	campur
經理	pengurus
經理	manager
雅各	jacob
小提琴	biola
射手	penembak
射手	penembak
假日	percutian
假日	holiday
假日	percutian
假日	bercuti
假日	cuti
到期	matang
到期	baligh
到期	kematangan
敵	musuh
敵	musuhnya
物業	property
物業	hartanah
預算	bajet
預算	belanjawan
預算	anggaran
預算	bajet
預算	budget
預算	belanjawan
釜山	pusan
釜山	busan
閃	flash
雕像	patung
雕像	arca
雕像	patung
雕像	arca
敘利亞	syria
敘利亞	syria
收回	withdraw
短期	pendek
貨	kargo
首頁	rumah
西貢	saigon
引力	graviti
德文	jerman
霧	kabut
霧	mist
霧	kabus
霧	berkabut
霧	kabut
霧	condition
霧	kabus
市鎮	komun
免疫	kebal
免疫	immune
免疫	imun
免疫	imunisasi
免疫	kekebalan
免疫	imuniti
編碼	mengekod
編碼	code
編碼	kode
編碼	kod
編碼	aturcara
編碼	pengekodan
編碼	pengekodan
吸	payah
吸	hisap
吸	sedut
吸	isap
啤酒	beer
啤酒	bir
星期五	jumaat
星期五	jum
星期五	jumaat
里程	mileage
上訴	banding
上訴	rayuan
老虎	tiger
老虎	harimau
老虎	harimau
敏感	sensitive
敏感	sensitif
敏感	kepekaan
敏感	sensitiviti
敏感	sensibility
向前	forward
向前	maju
向前	majukan
時裝	fesyen
富有	kaya
火炮	artileri
每周	mingguan
每周	weekly
任何人	sesiapa
簡體	dipermudahkan
魔女	penyihir
魔女	witch
擴張	mengembang
擴張	mengembangkan
擴張	kembang
擴張	perluasan
擴張	pengembangan
斷	patah
斷	rosak
甲基	metil
腦	otak
腦	brain
腦	otak
進步	kemajuan
進步	progres
進步	perkembangan
進步	progress
進步	progresif
德語	jerman
強度	keamatan
強度	kekuatan
白金	platinum
走廊	lorong
走廊	koridor
金額	jumlah
金額	jumlah
金額	amaun
表格	borang
表格	borang
創新	inovatif
創新	inovasi
創新	inovasi
修正案	pindaan
辦事處	pejabat
辦事處	office
佛山	foshan
叉	fork
叉	garfu
叉	garpu
海灣	teluk
海灣	teluk
海灣	bay
希爾	bukit
希爾	hill
錄音	merekod
錄音	rakaman
錄音	merakam
農民	petani
農民	petani
農民	peladang
農民	petani
農民	petani
赤道	khatulistiwa
赤道	equatorial
回憶	kenangan
回憶	ingatan
回憶	memory
有趣	menarik
雕刻	ukiran
雕刻	ukir
雕刻	arca
雕刻	ukiran
除外	kecuali
金色	golden
金色	emas
金色	keemasan
金色	emas
金色	gold
理性	alasan
理性	sebab
理性	reason
理性	rasional
外表	penampilan
外表	penampilan
外表	kemunculan
外表	rupa
承諾	janji
承諾	janji
承諾	komitmen
承諾	commitment
吉田	yoshida
稅	cukai
稅	cukai
缸	silinder
童年	childhood
催化	memangkin
催化	pemangkin
百科全書	ensiklopedia
百科全書	encyclopaedia
橘	orange
橘	tachibana
建築師	arkitek
建築師	arkitek
總是	always
總是	sentiasa
總是	selalu
彩色	warna
彩色	colour
彩色	warna
彩色	berwarna
工會	union
工會	kesatuan
工會	penyatuan
離婚	perceraian
離婚	bercerai
離婚	cerai
離婚	bercerai
享受	enjoy
享受	menikmati
享受	enjoying
享受	dinikmati
鑽石	berlian
鑽石	diamond
鑽石	intan
鑽石	berlian
週五	jumaat
週五	jum
週五	jumaat
週五	jumaat
三菱	mitsubishi
肌	muscle
肌	otot
美女	cantik
美女	indah
美女	keindahan
美女	kecantikan
美女	beauty
神經	saraf
神經	saraf
助手	pembantu
助手	assistant
溫哥華	vancouver
窩	sarang
地帶	strip
混亂	kekeliruan
混亂	kekalutan
混亂	kekacauan
混亂	kekusutan
大堂	lobi
大堂	lobby
裸	naked
裸	nude
裸	bare
校區	kampus
校區	campus
馬丁	martin
衝擊	impak
衝擊	hentaman
衝擊	syok
衝擊	shock
衝擊	kejut
衝擊	renjatan
衝擊	shocks
廠商	pengeluar
廠商	pembekal
廠商	pengeluar
廠商	pengilang
光學	optikal
光學	optik
光學	optik
篤	tuk
卵	telor
卵	telur
氟	fluorida
氟	fluorin
出租	teksi
欄	kolum
欄	kolum
意志	wasiat
軍方	ketenteraan
軍方	tentera
真理	kebenaran
過度	melampau
街頭	jln
街頭	street
伺服器	pelayan
伺服器	server
伺服器	pelayan
清晰	kejelasan
背面	ekor
醫藥	ubat
醫藥	perubatan
變更	ubahsuai
變更	perubahan
變更	variasi
變更	perubahan
變更	ubah
新手	beginner
新手	pemula
燒	bakar
燒	penulisan
燒	membakar
燒	pembakaran
膠	gam
膠	gusi
膠	gum
膠	gel
渡邊	watanabe
猶太人	yahudi
猶太人	yahudi
分歧	perbezaan
分歧	divergent
怪物	raksaksa
怪物	monster
書寫	bertulis
書寫	ditulis
書寫	tulisan
書寫	menulis
書寫	penulisan
色情	lucah
色情	pornografi
色情	erotic
色情	porno
色情	lucah
色情	porn
股東	shareholders
股東	shareholder
曝光	dedahkan
曝光	terdedah
曝光	menyingkap
曝光	dedahan
飛行員	juruterbang
飛行員	pilot
劫	rompakan
鎖	lock
鎖	kunci
人群	keramaian
簡化	simplification
簡化	ringkaskan
簡化	meringkaskan
簡化	diperkemaskan
簡化	dipermudahkan
從未	never
土壤	tanah
土壤	tanahnya
重組	reorganization
重組	reorganisation
示威者	protesters
放映	screenings
濤	tao
消費	termakan
消費	pemakaian
摩爾	moore
摩爾	mole
洗	mencuci
洗	cuci
洗	cuci
洗	basuh
洗	mencuci
洗	washing
磨	mengisar
磨	mengisar
磨	giling
隕石	meteorite
隕石	meteor
摧毀	musnahkan
船隻	kapal
船隻	ships
船隻	pembuluh
船隻	kapal
船隻	wadah
船隻	bot
船隻	perahu
船隻	kapal
船隻	ship
船隻	sampan
船隻	bot
船隻	perahu
船隻	boat
否定	penafian
否定	negative
否定	negatif
個別	individual
個別	individu
個別	followers
橙	orange
橙	jeruk
嚴格	tegas
嚴格	ketat
嚴格	strict
嚴格	mengetatkan
嚴格	strictly
排序	susun
排序	mengisih
漆	varnish
漆	lakuer
物體	objek
牙齒	dental
牙齒	gigi
牙齒	pergigian
牙齒	gigi
牙齒	gigi
薰	kaoru
元件	komponen
元件	komponen
元件	unsur
協調	koordinat
協調	penyelarasan
協調	menyelaras
新秀	pemula
尾巴	buntut
尾巴	ekor
妖怪	raksaksa
妖怪	monster
度假	percutian
度假	holiday
度假	percutian
客戶	pelanggan
客戶	customers
客戶	pelanggan
客戶	client
客戶	klien
客戶	klien
喙	paruh
諾貝爾	nobel
治理	tadbir
選民	electorate
選民	pengundi
選民	pengundi
演技	berlakon
演技	lakonan
勇者	brave
勇者	berani
肌肉	otot
肌肉	muscle
肌肉	otot
肌肉	berotot
火車	keretapi
火車	kereta
火車	latih
火車	keretapi
磷酸	fosfat
蛙	katak
千年	milenium
千年	alaf
觀看	watching
觀看	menyaksikan
觀看	memerhati
觀看	menonton
觀看	watch
觀看	tonton
重型	berat
肩	bahu
肩	bahu
水手	sailor
水手	pelaut
水手	kelasi
答案	jawapan
答案	jawapan
臂	lengan
領先	mengetuai
領先	leading
領先	terkemuka
領先	plumbum
領先	lead
領先	pimpin
參議院	senat
武田	takeda
鏡頭	lens
鏡頭	kamera
鏡頭	camera
前提	premis
時尚	bergaya
時尚	fesyen
審判	cobaan
軍艦	warships
三角形	triangle
三角形	triangular
三角形	jubin
透明	ketelusan
透明	telus
透明	lutsinar
透明	ketelusan
透明	lutsinar
督察	inspektor
同行	rakan
野生	liar
大理	dali
用品	bekalan
混凝土	konkrit
碘	iodin
鈴	loceng
鈴	bell
秋季	autumn
秋季	luruh
秋季	fall
秋季	jatuh
珍珠	pearl
珍珠	mutiara
珍珠	mutiara
群眾	keramaian
人民幣	rmb
人民幣	renminbi
棉	kapas
棉	cotton
外交官	diplomat
外交官	diplomat
終極	ultimate
終極	muktamad
安置	penempatan
安置	perletakan
旋律	melodi
旋律	melody
奔	ben
底部	bawah
底部	bawahnya
衣服	pakaian
衣服	pakaian
衣服	baju
認可	akreditasi
終結	hujung
終結	penghujung
金鐘	admiralti
風險	risiko
風險	risiko
象棋	catur
象棋	chess
剪	dipotong
剪	cut
剪	memotong
剪	potong
標記	menandakan
標記	tag
標記	tags
標記	tanda
標記	mark
標記	tag
標記	tanda
標記	marks
標記	marker
標記	penanda
指向	menunjuk
鋼鐵	baja
鋼鐵	steel
鋼鐵	keluli
鋼鐵	besi
鋼鐵	iron
新教	protestant
南洋	nanyang
火焰	api
火焰	nyala
火焰	api
火焰	flame
火焰	api
火焰	nyalaan
雲南	yunan
魁北克	quebec
速率	kadar
速率	rate
年級	gred
聚會	parti
聚會	gathering
聚會	perhimpunan
轟炸	pengeboman
轟炸	bombardment
轟炸	pengeboman
捐款	sumbangan
捐款	derma
捐款	derma
捐款	derma
捐款	pendermaan
烈士	syuhada
烈士	syahid
烈士	syuhadah
寵物	pet
春季	spring
夫婦	pasangan
夫婦	couple
亞美尼亞	armenia
科爾	cole
卓越	kecemerlangan
卓越	keunggulan
屍	mayat
屍	rentung
晶片	chip
晶片	cip
遷移	migrate
遷移	berhijrah
遷移	penghijrahan
遷移	relocation
螢幕	screen
螢幕	skrin
真菌	fungus
真菌	kulat
號碼	nombor
鞋	kasut
鞋	kasut
翟	zhai
馬其頓	macedonia
馬其頓	macedonia
俄亥俄州	ohio
羽毛	bulu
羽毛	bulu
消耗	pemakaian
期限	jangkamasa
期限	tempoh
期限	deadline
肥	gemuk
肥	lemak
總計	total
總計	jumlah
總計	total
社交	sosial
社交	social
社交	sosial
害怕	takut
概率	kebarangkalian
概率	kebarangkalian
缺少	hilang
繪畫	melukis
繪畫	lukisan
繪畫	mengecat
繪畫	melukis
繪畫	lukisan
繪畫	lukisan
登山	pendakian
登山	climbing
登山	mendaki
登山	memanjat
登山	hiking
澎湖	penghu
溶液	penyelesaian
溶液	solution
攻勢	menyinggung
攻勢	kesat
攻勢	menjelikkan
攻勢	offensives
吸血鬼	puntianak
吸血鬼	vampire
被告	dituduh
被告	tertuduh
被告	tergugat
河谷	valley
河谷	lembah
暱稱	gelaran
暱稱	gelaran
美人	keindahan
美人	kecantikan
美人	beauty
朔	shuo
血管	urat
血管	urat
血管	vena
潛艇	selam
人造	buatan
貝克	baker
中止	tamatkan
決戰	berlawan
決戰	showdown
殺手	killer
殺手	pembunuh
頌	ode
偷	curi
偷	mencuri
隱藏	tersorok
隱藏	hidden
隱藏	disorok
隱藏	sorok
隱藏	sembunyi
隱藏	menyorok
暗示	pembayang
星星	star
星星	bintang
星星	bintang
多元	kemajmukan
多元	majmuk
多元	jamak
多元	pluralism
溝	parit
道具	prop
道具	prop
道具	props
合金	alloy
矮	pendek
矮	kerdil
疊	melipat
疊	lipat
討伐	crusade
酒吧	bar
酒吧	bar
酒吧	pub
撤回	ditarik
撤回	withdraw
撤回	penarikan
撤回	withdrawal
石川	ishikawa
延續	continuation
盲	buta
民兵	militia
制服	uniform
制服	seragam
制服	sekata
制服	uniform
介面	antaramuka
場景	adegan
場景	scene
場景	adegan
炮兵	artileri
召集	bersidang
痛	kepedihan
痛	sakit
痛	keperitan
痛	kesakitan
痛	pain
星雲	nebula
怕	takut
怕	khuatir
包裹	lilit
包裹	membungkus
包裹	dibalut
包裹	parcel
包裹	pakej
配樂	soundtrack
山區	ganang
山區	banjaran
山區	pergunungan
山區	gunung
山區	mountain
山區	pergunungan
進口	mengimport
進口	import
進口	diimport
進口	import
進口	impot
共和黨	republikan
中型	medium
匿名	anonymous
匿名	awanama
四名	empat
四名	four
陽光	ahd
陽光	sun
陽光	matahari
陽光	mentari
陽光	sunshine
陽光	sunlight
宗旨	bertujuan
猜	dugaan
猜	tekaan
束	balok
渣	slag
行程	trip
行程	itinerary
拘捕	penangkapan
拘捕	tangkap
拘捕	penangkapan
鄉村	countryside
鄉村	kampung
偉大	hebat
房間	bilik
房間	room
房間	bilik
房間	room
溪流	strim
溪流	strim
運算	operasi
運算	pengkomputeran
回收	pemulihan
回收	recovery
有用	bermanfaat
有用	berguna
瘤	tumor
瘤	barah
瘤	ketumbuhan
拉丁文	latin
收視率	penilaian
收視率	penarafan
收視率	rating
電信	telekom
電信	telekomunikasi
電信	telekomunikasi
電信	telekomunikasi
壩	dam
壩	empangan
情緒	emosi
情緒	mood
情緒	emosi
被俘	ditawan
被俘	ditangkap
夫妻	pasangan
夫妻	couple
紗	benang
甜	sweet
離子	ion
離子	ion
演講	ceramah
演講	pidato
演講	speech
演講	pertuturan
演講	ceramah
演講	lecture
演講	syarahan
榴彈	grenad
偽	pseudo
百合	lilies
百合	lily
體制	institusi
體制	lembaga
麥可	michael
參觀	lawati
參觀	lawat
參觀	lawatan
參觀	melawat
淨	net
淨	kelambu
用語	terma
網友	netizen
土星	saturn
土星	zuhal
吉他手	guitarist
仁川	incheon
線路	line
線路	garisan
挖掘	penggalian
挖掘	excavations
挖掘	menggali
槍械	senapang
喉	tekak
喉	kerongkong
改組	reorganization
屏東	pingtung
先進	advanced
順序	tempahan
順序	pesanan
順序	susunan
順序	tempah
順序	order
順序	turutan
順序	jujukan
護照	pasport
護照	pasport
底特律	detroit
罪行	jenayah
川崎	kawasaki
傳送	penghantaran
嵐	arashi
嵐	lan
條款	klausa
條款	terma
管道	conduit
管道	paip
管道	paip
管道	piping
路徑	laluan
邏輯	logikal
邏輯	logik
邏輯	logik
被殺	tewas
被殺	terbunuh
宗教信仰	agama
新潟	niigata
墓地	kuburan
墓地	perkuburan
墓地	perkuburan
看台	kepanjangan
看台	stand
範	van
範	phạm
範	peminat
範	fan
範	kipas
宮崎	miyazaki
終身	lifetime
鮋	scorpionfish
變形	transformasi
變形	perubahannya
歡樂	joy
歡樂	kegembiraan
笛	seruling
海報	poster
海報	poster
心臟	jantung
心臟	hati
心臟	heart
受害者	mangsa
受害者	korban
受害者	korban
否認	nafi
否認	nafikan
否認	penafian
珍妮	jenny
驅逐	pengusiran
較低	turunkan
較低	lower
鳥類	burung
攜帶	carry
攜帶	membawa
虛擬	maya
虛擬	virtual
電機	motor
圖案	pattern
圖案	corak
圖案	pola
童軍	pengakap
童軍	scout
童軍	pengakap
昆蟲	serangga
昆蟲	serangga
摔角	gusti
部件	bahagian
運動場	playground
運動場	stadium
卡洛斯	carlos
男友	boyfriend
許可	permit
許可	lesen
許可	keizinan
許可	izin
卡片	kad
卡片	card
卡片	kad
陝西	shaanxi
歐元	eur
歐元	euro
歐元	euro
集體	kolektif
集體	collectivity
胎	tire
胎	tayar
人名	nama
人名	names
熱門	popular
熱門	top
熱門	trend
熱門	trending
熱門	tren
崛起	rise
崛起	bangkit
中隊	skuadron
分手	putus
貨運	kargo
貨運	penghantaran
貨運	freight
水泥	konkrit
水泥	simen
平壤	pyongyang
隊友	kawin
隊友	mate
隊友	teammate
隊友	teammates
同位素	isotop
教皇	paus
教皇	pope
大使館	kedutaan
嘉義市	chiayi
財產	property
財產	hartanah
始終	always
始終	sentiasa
始終	selalu
支配	dominasi
優先	keutamaan
米勒	miller
怪獸	beast
怪獸	binatang
怪獸	buas
怪獸	raksaksa
怪獸	monster
怒	kemarahan
怒	amarah
怒	angry
怒	marah
怒	murka
怒	dimurkai
怒	kemurkaan
密集	intensive
密集	intensif
密集	padat
密集	tegang
密集	sengit
密集	intense
缺陷	kecacatan
缺陷	cela
缺陷	kekurangan
缺陷	defect
缺陷	deficiencies
缺陷	kecacatan
流星	meteor
對稱	simetri
對稱	simetri
電訊	telekom
電訊	telekomunikasi
電訊	telekomunikasi
電訊	telekomunikasi
戲院	teater
戲院	teater
戲院	pawagam
戲院	cinema
加密	penyulitan
加密	kriptografi
加密	disulitkan
加密	tersulit
海盜	lanun
流程	flow
流程	aliran
關東	kanto
武術	martial
武術	wushu
委內瑞拉	venezuela
已故	almarhum
已故	mendiang
已故	allahyarham
長野	nagano
星球	planet
謎	misteri
謎	puzzle
謎	enigma
鎮壓	repression
苗族	hmn
苗族	miao
伊斯蘭教	islam
後備	backup
男爵	baron
保證	dijamin
保證	jaminan
保證	guarantee
航海	pelayaran
航海	belayar
航海	nautika
師團	divisyen
師團	pembahagian
監視	pengawasan
奈良	nara
有線	berwayar
有線	kabel
有線	cable
梵	van
梵	brahma
發射器	pelancar
發射器	pemancar
發射器	pelancar
擴建	perluasan
擴建	pengembangan
末端	hujung
痛苦	penderitaan
痛苦	kepedihan
痛苦	sakit
痛苦	keperitan
痛苦	kesakitan
痛苦	pain
數值	nilai
數值	nilai
月亮	bulan
月亮	moon
司機	pemacu
司機	driver
司機	pemandu
滅亡	binasa
叛亂	pemberontakan
叛亂	pemberontakan
叛亂	pemberontakan
碰撞	perlanggaran
碰撞	berlanggar
碰撞	clash
碰撞	perlanggaran
簽	tanda
簽	petanda
簽	sign
簽	tandatangan
契約	compact
契約	padat
契約	akta
階級	kelas
階級	class
圓形	bulatan
圓形	membulat
帳號	akaun
共計	total
共計	jumlah
共計	total
丘陵	hills
學科	disiplin
推測	spekulasi
後面	belakang
巴林	bahrain
個體	individu
個體	followers
毛利	maori
毛利	mori
駁回	bersurai
動態	suapan
動態	cerita
動態	story
動態	dinamik
動態	cerita
動態	aktiviti
動態	dinamik
晉升	promosi
晉升	promosi
大氣	atmosfera
大氣	suasana
釋出	lepaskan
釋出	pelepasan
釋出	dedahkan
釋出	release
預期	jangkaan
預期	expectation
預期	jangkaan
預期	dijangka
流感	influenza
流感	selsema
劇院	teater
劇院	teater
費城	philadelphia
鄒	zou
鄒	chow
人格	persona
人格	personaliti
人格	personaliti
瘋狂	gila
瘋狂	crazy
瘋狂	gila
瘋狂	kegilaan
綽號	gelaran
綽號	gelaran
幽默	humor
幽默	lawak
幽默	jenaka
幽默	humor
幽默	lawak
實體	entiti
實體	entiti
異常	abnormal
異常	anomali
每一個	setiap
口號	slogan
口號	slogan
翻新	refurbishment
翻新	refurbished
翻新	renovated
翻新	renovasi
翻新	renovation
維也納	vienna
繼任	penerus
都城	capitol
元帥	marsyal
元帥	marshal
頸	leher
摩洛哥	maghribi
頜	rahang
獎章	pingat
獎章	medal
獎章	medal
獎章	pingat
獎章	medal
楓	maple
症狀	gejala
症狀	simptom
症狀	simptom
清除	clear
清除	jelas
神聖	keramat
神聖	suci
神聖	kudus
神聖	holy
地表	permukaan
地表	surface
學位	darjah
學位	ijazah
學位	darjah
光譜	spectra
光譜	spektrum
光譜	spektroskopi
景點	tarikan
景點	penglihatan
景點	tarikan
流入	inflow
適用	berkenaan
適用	digunapakai
適用	terap
適用	apply
業餘	amatur
業餘	amatur
鯊	shark
鯊	jerung
腹部	abdomen
腹部	perut
腹部	abdomen
肯尼迪	kennedy
寬頻	broadband
煥	hwan
致命	mematikan
致命	fatal
魚雷	torpedo
魚雷	torpedo
模糊	fuzzy
模糊	kabur
模糊	kabur
模糊	kabur
模糊	kabur
模糊	blur
猿	beruk
猿	beruk
猿	kera
斯通	batu
盆	besen
極限	hadkan
極限	had
極限	limit
極限	batas
極限	hadkan
極限	had
極限	ekstrem
極限	melampau
蜂	lebah
蜂	kelulut
蜂	bee
續集	sequels
續集	susulan
碗	mangkuk
碗	mangkuk
拼	jampi
拼	eja
稍後	later
稍後	kemudiannya
稍後	nanti
級別	aras
代表團	delegasi
瑙	naw
看起來	looks
起訴	dakwaan
起訴	dakwaan
比分	skor
挖	dig
挖	menggali
集會	assemblies
集會	perhimpunan
集會	rally
燦	chan
瑤	yao
瑤	mien
傷亡	terkorban
信心	iman
信心	kepercayaan
信心	keyakinan
信心	confident
法文	perancis
明天	esok
集結	perhimpunan
集結	rally
場合	majlis
杖	rod
先鋒	perintis
先鋒	pioneer
先鋒	vanguard
先鋒	perintis
足利	ashikaga
體積	isipadu
體積	jilid
體積	saiz
體積	ukuran
體積	size
暗殺	pembunuhan
噴射	jet
招收	intake
復仇	dendam
復仇	dendam
燃燒	bakar
燃燒	penulisan
燃燒	membakar
燃燒	pembakaran
感受	feel
感受	merasa
感受	rasai
感受	feeling
感受	perasaan
感受	perasaan
射程	julat
追溯	retrospective
魅力	glamour
魅力	glamor
魅力	karisma
魅力	pesona
魅力	charm
茄	solanum
茄	terung
茄	terong
契丹	khitan
起義	pemberontakan
起義	pemberontakan
起義	intifada
兵團	rejimen
廈門	xiamen
培訓	latihan
培訓	training
大教堂	katedral
鰓	gill
鰓	insang
暴露	terdedah
暴露	dedahan
培養	didikan
培養	perihatin
培養	grooming
消費者	consumer
生育	bersalin
生育	persalinan
生育	kesuburan
雲端	awan
雲端	cloud
屍體	body
屍體	bodi
屍體	badan
寸	inch
寸	inci
時刻	moments
時刻	momen
時刻	moment
蝦	udang
專利	paten
專利	paten
田徑	athletics
矛	lembing
追蹤	trek
追蹤	runut
追蹤	penyurihan
追蹤	tracking
追蹤	menjejaki
追蹤	penjejakan
追蹤	pengesanan
售票	tiket
區別	perbezaan
搞笑	kelakar
搞笑	lawak
搞笑	kelakar
三部曲	trilogi
村落	kampung
發言人	jurucakap
發言人	jurucakap
葡萄酒	anggur
葡萄酒	wain
音樂劇	muzikal
音樂劇	musical
樸	park
樸	taman
半徑	jejari
六個	six
六個	enam
標籤	label
標籤	tag
標籤	tab
標籤	tag
標籤	tags
標籤	label
放大	zoom
放大	zum
肝	hati
日間	siang
傳記	biographies
傳記	biografi
失望	mengecewakan
失望	kecewa
失望	kekecewaan
瑾	jane
勉	mian
雅克	jacques
安迪	andy
辦公	pejabat
辦公	office
