категорија	kategorya
започна	inumpisahan
започна	sinimulan
наречени	dubbed
битка	labanan
следи	subaybayan
следи	sundan
бела	bela
бела	maputi
бела	puti
бела	bella
голови	goals
швајцарија	switzerland
проблем	problema
проблем	trouble
проблем	suliranin
проблем	problema
национална	national
национална	pambansa
национална	pambansang
национална	nasyonal
тешко	hard
тешко	mahirap
тешко	mahirap
бразил	brazil
општински	munisipyo
степен	degree
степен	antas
анализа	pagsusuri
анализа	pagtatasa
реки	ilog
материјали	materyales
шпански	spanish
шпански	kastila
шпански	espanyol
данска	denmark
основана	itinatag
револуционерна	revolutionary
финансиски	pinansyal
финансиски	financial
министер	ministro
министер	minister
ист	parehong
ист	same
род	rod
род	kin
предмети	bagay
знае	nakakaalam
знае	knows
поранешен	dating
револуција	himagsikang
револуција	rebolusyon
хронолошки	chronological
хронолошки	chronicles
даде	nagbigay
франс	frans
франс	pransiya
франс	france
служба	serbisyo
служба	paglilingkod
прашање	isyu
прашање	issue
прашање	problema
прашање	katanungan
прашање	tanong
ознака	tag
дете	bata
дете	kid
дете	anak
дете	bata
завршува	matatapos
мартин	martin
висок	high
висок	mataas
висок	tangkad
висок	matangkad
значително	makabuluhang
потребно	kinakailangan
потребно	kinakailangan
потребно	kailangan
потребно	kailangan
физички	pisikal
изградба	konstruksiyon
изградба	construction
изградба	konstruksyon
изградба	bumuo
изградба	magtayo
еднаш	kapag
собрание	assembly
собрание	pagpupulong
собрание	pagtitipon
макс	max
меѓународни	internasyonal
меѓународни	international
меѓународни	internasyunal
меѓународни	pandaigdig
калифорнија	california
интерес	interes
интерес	patubo
создава	lumilikha
двајца	dalawang
двајца	dalawa
двајца	two
јужно	timog
исус	hesus
исус	jesus
воена	military
воена	pangmilitar
воена	militar
дејност	gawain
дејност	aktibidad
риби	pisces
риби	isda
активност	gawain
активност	aktibidad
напади	umaatake
однесување	ugali
однесување	inasal
однесување	gawi
индустрија	industriya
истанбул	istanbul
тирингија	thuringia
слобода	kalayaan
слобода	liberty
слобода	kalayaan
останал	nanatili
десет	sampung
десет	sampu
ана	ana
ана	anna
поранешни	dating
том	tom
јужен	katimugang
јужен	southern
карл	karl
карл	carl
титула	titulo
титула	pamagat
титула	title
отворено	buksan
отворено	bukas
отворено	open
низа	string
низа	sequence
долна	lower
следниот	kasunod
следниот	susunod
следниот	next
планински	bundok
одржува	nagpapanatili
појава	paglitaw
појава	kababalaghan
кратко	maiksi
кратко	maikli
кратко	short
кратко	pandak
кратко	maikling
марко	marco
марко	marko
доби	natanggap
оддел	kagawaran
оддел	departamento
оддел	section
оддел	seksyon
оддел	seksiyon
конечно	wakas
цариград	constantinople
наследство	legacy
наследство	iniwang
наследство	mana
наследство	pamana
наследство	heritage
сингл	single
сингл	solong
жан	jean
жан	juana
жан	jeanne
конгрес	kongreso
осум	walong
осум	otso
осум	walo
бел	maputi
бел	puti
бел	bell
делумно	partial
делумно	bahagyang
делумно	bahagyang
издаден	inisyu
народна	katutubong
народна	folk
технологија	teknolohiya
составен	binubuo
фудбал	soccer
фудбал	football
етнички	etniko
личност	taong
личност	person
личност	tao
личност	personalidad
личност	pagkatao
изградбата	konstruksiyon
изградбата	construction
изградбата	konstruksyon
фестивал	festival
знак	senyas
знак	tanda
стар	matanda
стар	luma
висока	high
висока	mataas
висока	tangkad
висока	matangkad
дрво	kahoy
дрво	wood
дрво	puno
релативно	relatibong
примена	natanggap
примена	inamin
примена	aplikasyon
отоманската	imperyong
оружје	sandata
оружје	armas
оружје	sandata
оружје	arms
оружје	armas
остатоци	nananatiling
остатоци	gumuhong
момент	sandali
момент	moment
фон	von
гитара	guitar
гитара	gitara
методи	pamamaraan
светлина	liwanag
светлина	magaan
светлина	ilaw
владеење	pamamahala
владеење	tuntunin
владеење	alituntunin
владеење	alintuntunin
владеење	reign
христијани	christian
христијани	kristiyano
христијани	kristiyano
канал	canal
канал	channel
жителите	residente
школа	paaralan
манчестер	manchester
белгија	belgium
најдобра	makakaya
најдобра	pinakamagandang
најдобра	pinakamaganda
најдобра	best
