dhe	и
shkurtër	коротко
shkurtër	кратко
shkurtër	краткая
shkurtër	краткое
yyyy	гггг
roman	римская
roman	роман
roman	роман
william	уильям
william	вильям
william	вильгельм
uefa	уефа
vendosi	решило
vendosi	решила
vendosi	решено
drejtuar	возглавлял
drejtuar	направляется
mbetur	оставшийся
mbetur	оставшихся
mbetur	оставшиеся
mbetur	осталось
mbetur	остающиеся
rruga	улица
rruga	street
rruga	дорога
rruga	дорожной
rruga	road
rruga	роуд
ndoshta	возможно
ndoshta	может
ndoshta	возможно
ndoshta	возможно
ndoshta	вероятно
kupa	чаша
kupa	чашки
kupa	стаканы
kupa	чашка
kupa	чаша
kupa	кубок
kupa	cup
ekonomik	экономические
ekonomik	экономическая
ekonomik	экономического
ekonomik	экономический
bukur	красавица
bukur	красивые
bukur	красивая
bukur	красиво
bukur	довольно
bukur	красивая
bukur	приятно
bukur	мило
jean	жан
jean	джин
turke	турецкие
turke	турецкая
turke	турецкий
turke	турции
ulët	низко
ulët	низкий
ulët	низкая
ulët	низким
ulët	низкое
periudha	период
periudha	периодов
periudha	периоды
real	real
real	настоящий
real	настоящие
real	настоящая
real	реальные
jetojnë	живи
jetojnë	живите
jetojnë	live
jetojnë	живу
jetojnë	жить
publik	общественность
publik	публичные
publik	общественности
pavarur	независимый
pavarur	независимая
pavarur	независимое
pavarur	независимые
ushtria	военный
ushtria	военных
ushtria	военная
ushtria	военные
ushtria	армии
ushtria	армия
lind	родилась
lind	родился
lind	линд
fundi	конце
fundi	end
fundi	конец
ndarë	разделились
klubi	club
klubi	клуб
fakt	факт
kuqe	красные
kuqe	красная
kuqe	красный
kuqe	красное
kuqe	красного
kuqe	red
pasha	паша
puna	работа
puna	работы
puna	труд
puna	пуна
udhëheqëse	ведущая
udhëheqëse	ведущие
udhëheqëse	ведущий
udhëheqëse	ведущее
udhëheqëse	ведущих
vdekur	мертвый
vdekur	умер
vdekur	мертвые
vdekur	мертв
vdekur	мертва
university	университет
www	www
gjeografike	географической
gjeografike	географический
gjeografike	географические
gjeografike	географический
gjeografike	географические
madrid	мадрид
madrid	мадриде
njësi	подразделения
njësi	единицы
njësi	подразделений
njësi	подразделение
njësi	единицы
njësi	единица
osman	осман
qytetet	города
qytetet	городах
qytetet	города
qytetet	городов
https	https
gazeta	газету
gazeta	газета
gazeta	газеты
gazeta	газет
gazeta	газеты
gazeta	бумага
gazeta	бумаги
rritur	взрослая
rritur	взрослый
rritur	взрослых
rritur	взрослые
format	фигуры
format	формы
format	формат
zgjedhur	выбранный
zgjedhur	выбран
zgjedhur	выбранные
zgjedhur	выбрано
zgjedhur	подборка
anëtarët	членов
anëtarët	члены
anëtarët	участники
banorët	обитатели
banorët	жители
banorët	жителей
banorët	резиденты
banorët	жители
fuqi	власть
fuqi	сила
fuqi	мощь
fuqi	power
fuqi	мощность
duhej	требуется
kalon	проходит
kalon	пропуска
punoi	работал
punoi	работала
punoi	сработало
punoi	работали
katolike	католической
katolike	католик
katolike	католическая
katolike	католики
doli	вышла
artikulli	статья
shkollë	школе
shkollë	school
shkollë	школа
shkollë	школы
seri	серия
seri	серии
përbashkët	разделяет
përbashkët	поделилась
përbashkët	поделились
përbashkët	поделился
përbashkët	общих
përbashkët	общие
përbashkët	общая
përbashkët	совместных
përbashkët	совместное
përbashkët	совместная
përbashkët	совместный
britanisë	британия
rezultat	результат
fëmijët	kids
fëmijët	детки
fëmijët	дети
fëmijët	детей
fëmijët	дети
profesor	профессор
profesor	преподаватель
ngjarje	мероприятие
ngjarje	событие
ngjarje	события
ngjarje	мероприятия
cet	cet
mban	держит
pika	точки
pika	точками
pika	капли
pika	капель
pika	точка
pika	очко
pika	point
vendasit	местные
posta	почте
posta	mail
posta	почта
fakultetin	преподаватели
fakultetin	факультет
kaloi	потратил
kaloi	провел
kaloi	пересек
kaloi	пересекли
kaloi	прошли
kaloi	прошел
kaloi	прошло
kaloi	прошла
derisa	до
lehtë	полегче
lehtë	легче
lehtë	легко
tej	далее
tej	дальнейшая
konsiderohet	рассмотрел
greqi	греции
greqi	грецию
greqi	греция
jeton	живущие
jeton	живые
jeton	живое
jeton	живи
jeton	живите
jeton	live
jeton	живу
jeton	жить
jeton	живёт
jeton	жизней
jeton	живет
jeton	жизни
pjese	часть
pjese	частично
fillore	начальной
fillore	элементарные
fillore	начальная
xhamia	мечеть
xhamia	мечети
nisur	начато
nisur	запущен
nisur	запущена
arrin	прибывает
arrin	достигает
rëndë	тяжелых
rëndë	тяжелая
rëndë	тяжелые
rëndë	тяжёлая
rëndë	тяжелый
rëndë	тяжёлый
bin	бин
bin	фасоль
bin	бобы
bin	бин
charles	шарль
charles	чарльз
kurrë	никогда
kurrë	never
vrarë	убита
vrarë	убитый
vrarë	убил
vrarë	убит
vrarë	убиты
vrarë	убиты
vrarë	убита
vrarë	убил
