και	and
αποδείξει	demonstrate
τεστ	test
τεστ	tests
κομμουνιστές	communists
κρυφά	secretly
μαγνησίας	magnesia
παραδοσιακές	traditional
φύλα	sexes
πλάτωνα	plato
σφαίρες	bullets
σφαίρες	ammo
δοκιμή	test
δοκιμή	testing
συμμετέχοντας	participating
βίκτορ	viktor
βίκτορ	victor
διαδοχή	succession
διόρισε	appointed
βλάβη	malfunction
βλάβη	damaged
βλάβη	damage
σύγχρονοι	synchronous
μιχάλη	michele
μνημείων	monuments
θετικό	positive
θετικό	affirmative
λυών	lyon
λυών	lyons
υπερβολικά	excessive
καμερούν	cameroon
ολλανδός	dutch
οκ	okay
κυκλοφορούν	circulate
μάιος	may
λαοί	peoples
οικονομολόγος	economist
γκραντ	grant
αρχαιολόγος	archaeologist
αρχαιολόγος	archeologist
σκάλα	stairway
σκάλα	ladder
σκάλα	stairs
σκάλα	staircase
οκτώβριος	october
μοναστήρια	monasteries
ισημερινό	equator
μείγμα	mix
μείγμα	mixture
μείγμα	blend
συγκεντρώσεις	concentrations
συγκεντρώσεις	mergers
τελετές	rituals
τελετές	ceremonies
χαμηλά	low
αγρότες	farmers
υποδομής	infrastructure
παρακμή	decline
διαγωνισμός	competition
διαγωνισμός	contest
τεχνικό	technical
αντι	anti
αντίγραφα	duplicates
αντίγραφα	copies
αντίγραφα	replicas
μητρική	parent
καθεδρικό	cathedral
συνείδηση	conscience
συνείδηση	consciousness
σεργκέι	sergei
σεργκέι	sergey
συμπεριλαμβάνονται	included
υποψήφιο	candidate
διεργασίες	processes
εκτελέσεις	executions
πρόσκληση	invite
πρόσκληση	invitation
θεσμός	institution
νεκρός	dead
μπρους	bruce
περιστροφής	rotational
κυριολεκτικά	literally
επιθεώρηση	inspection
επιθεώρηση	inspectorate
συντελεστές	coefficients
συντελεστές	contributors
συντελεστές	factors
όμορφη	beautiful
μαν	mann
διοξείδιο	dioxide
πληθώρα	plethora
γραμματική	grammar
πριγκιπάτο	principality
αστικό	urban
τριβή	abrasion
τριβή	rubbing
τριβή	friction
εναλλακτικά	alternatively
εναλλακτικά	alternative
παράρτημα	annex
εξελιχθεί	evolve
εξελιχθεί	evolved
ομορφιά	cuteness
ομορφιά	beauty
φράγμα	dam
φράγμα	barrier
χέρμαν	hermann
χέρμαν	herman
χέρμαν	herrmann
σαμ	sam
ισούται	equals
προδοσία	treachery
προδοσία	betrayal
προδοσία	treason
επαναστατική	revolutionary
επαναστατική	rebellious
σμήνη	flocks
σμήνη	swarms
φράσεις	phrases
ρυθμούς	rhythms
προάστιο	suburb
προάστιο	suburbs
κατέστρεψε	ruined
ημερομηνίες	dates
επαφές	contacts
φόντο	background
υποχώρηση	retreat
κινδύνων	hazards
κινδύνων	risks
ακαδημίες	academies
προφέρεται	pronounced
νοκ	knock
νοκ	nok
ιστοσελίδες	websites
εχθρούς	enemies
υπόβαθρο	background
νόσος	disease
χρέη	debts
παρεμβολή	interference
αντιόχεια	antioch
ομοσπονδιακό	federal
γάλα	milk
τρόποι	ways
τρόποι	modes
τρόποι	manners
διαφήμιση	advertising
έθιμο	custom
κέρδη	profit
κέρδη	earnings
κέρδη	profits
κέρδη	gains
ιλιάδα	iliad
σχηματισμός	formation
σκέψεις	thoughts
φιλιππίνες	philippines
αλέκος	alekos
κύπριοι	cypriots
εκβολές	estuary
ιησούς	jesus
παλαιστίνη	palestine
βαρύτητας	gravity
δόντια	teeth
χορήγηση	administration
εξήγηση	explanation
ολλανδικά	dutch
γραπτά	writings
βάζει	puts
αθλήτρια	athlete
απόγονοι	progeny
απόγονοι	offspring
απόγονοι	descendants
γερουσιαστής	senator
σλοβενία	slovenia
παραδόθηκε	delivered
παραδόθηκε	surrendered
κολύμβησης	bathing
επιτρέποντας	allowing
αλγόριθμος	algorithm
ενήλικες	adults
ενήλικες	adult
αντιλήψεις	perceptions
διπολική	bipolar
ζεύγη	pair
ζεύγη	pairs
ιππότης	knight
κλαρκ	clarke
κλαρκ	clark
καταστράφηκαν	destroyed
μειώθηκε	decreased
παράγωγα	derivatives
ατλαντικού	atlantic
βαλένθια	valencia
παραγωγοί	producers
πρωτεΐνες	protein
πρωτεΐνες	proteins
τρέχει	running
τρέχει	runs
κρητική	cretan
εξέφρασε	expressed
υγρά	liquids
υγρά	fluids
υγρά	liquid
θέτει	poses
ατμών	vapour
λουτρά	baths
κεμπέκ	quebec
στρέμματα	acres
εγκρίθηκε	approved
εγκρίθηκε	adopted
γενικώς	generally
υποβρύχιο	submarine
υποβρύχιο	sub
αλιεία	fisheries
αλιεία	fishing
ισλανδίας	iceland
κρυσταλλική	crystal
κρυσταλλική	crystalline
αντίοχος	antiochus
φιλολογία	literature
φιλολογία	philology
παρέμενε	remained
δεκαπέντε	fifteen
τέκνα	children
χριστιανισμού	christianity
μαθηματικοί	mathematicians
σοσιαλιστική	socialist
διαλέξεις	lectures
συμφωνίες	deals
συμφωνίες	agreements
νοέμβριος	november
ενδεικτικά	indicative
βίλα	villa
άλογο	horse
απρίλιος	april
σκάνδαλο	scandal
διάσημη	famous
δώρο	present
δώρο	gift
ιερέα	priest
ιερέα	chaplain
άδειες	permits
άδειες	licences
άδειες	permissions
οδηγό	driver
οδηγό	guide
ίνες	fibres
ίνες	fibers
ίνες	fibre
διακόπηκε	paused
διακόπηκε	interrupted
αρχιπέλαγος	archipelago
εξουσίες	powers
θεοί	gods
όλγα	olga
θρύλος	legend
καλλιέργειες	crops
καλλιέργειες	cultures
τοπία	landscapes
γιόζεφ	josef
προνόμια	privileges
συνταγματάρχη	colonel
αποθήκευση	save
αποθήκευση	storage
μητροπολιτική	metropolitan
πλούταρχος	plutarch
μουσουλμάνους	muslims
όραμα	vision
λογικό	reasonable
λογικό	logical
λεπτομέρεια	detail
μουρ	moore
ποικιλίες	varieties
φραντς	franz
ενα	one
ακούγεται	sounds
ψυχής	soul
τζίμι	jimmy
νικολαΐδης	nikolaidis
εμπειρίες	experiences
κατακτήσεις	conquest
κατακτήσεις	conquests
τσέλσι	chelsea
παρακολουθεί	watching
ποτάμια	rivers
τόκιο	tokyo
φίλιπ	phillip
φίλιπ	philip
τράπεζες	banks
τράπεζες	banking
αφήγηση	storytelling
αφήγηση	narrative
τέταρτος	fourth
νικά	wins
ανάφλεξης	ignition
πόλωση	polarization
πόλωση	polarisation
σκηνοθέτησε	directed
μπαρ	bars
μπαρ	bar
ουαλία	wales
λίγοι	few
πορτρέτο	portrait
φαγητό	food
ουράνιο	uranium
κρόνου	saturn
ανακατεύθυνση	redirect
ανακατεύθυνση	redirected
ανακατεύθυνση	redirecting
παραγωγές	productions
χριστούγεννα	christmas
χριστούγεννα	xmas
σεβασμό	respect
άντερσον	anderson
άντερσον	andersson
διατύπωση	formulation
στιβ	steve
γκράμι	grammys
απαντήσεις	responses
απαντήσεις	answers
απαντήσεις	replies
κτήμα	estate
τρίκαλα	trikala
τορόντο	toronto
λεωφορείο	bus
κοινές	common
μουσουλμάνων	muslims
ελεφαντοστού	ivory
χάουαρντ	howard
βαθύ	deep
βαθύ	profound
λεκάνη	pelvis
λεκάνη	basin
λεκάνη	toilet
μόνοι	alone
σημάδια	scars
σημάδια	marks
σημάδια	signs
ελέγχεται	controlled
μοναρχία	monarchy
κουκ	cook
ταμείο	fund
εθελοντές	volunteers
σκόνη	dust
σκόνη	powder
κάρτα	postcard
κάρτα	card
θεωρητική	theoretical
αιτίες	causes
κιβώτιο	box
ροζ	pink
ροζ	rose
πειρατές	pirates
εκπροσωπεί	represents
υποχρέωση	liability
υποχρέωση	obligation
πλούτο	wealth
πλούτο	pluto
αντιπαράθεση	confrontation
αντιπαράθεση	controversy
καρολίνα	carolina
συστηματικά	systematically
συστηματικά	systematic
συχνές	common
επικράτηση	predominance
επικράτηση	prevalence
θυσία	sacrifice
τοίχο	wall
αιγυπτιακή	egyptian
αποτελεσματικά	effective
κελσίου	celsius
ινδονησία	indonesia
ελευθέριος	eleftherios
πορτοκαλί	orange
εργοστάσια	factories
παράλληλη	parallel
χόλιγουντ	hollywood
ημιτελικό	semifinal
μονοπάτι	path
μονοπάτι	trail
ιάπωνες	japanese
μεταναστών	migrants
αλληλεπίδραση	engagement
αλληλεπίδραση	interaction
συνιστά	recommends
σέρβων	serbs
τεχνητή	artificial
αλίκη	alice
ντέιβ	dave
κατάλογοι	catalogues
κατάλογοι	directories
κατάλογοι	catalogs
κατάλογοι	lists
τροποποίηση	amendment
τροποποίηση	modify
τροποποίηση	modification
εύρεση	finding
σκούρο	dark
απήχηση	reach
εκκλησιαστικά	ecclesiastical
ηρώων	heroes
βασιλικός	basil
βασιλικός	royal
μερικώς	partly
μερικώς	partially
εισπράξεις	receipts
λίχτενσταϊν	lichtenstein
περιορισμούς	limitations
περιορισμούς	restrictions
εκπρόσωποι	representatives
εκπρόσωποι	delegates
ζάγκρεμπ	zagreb
ρίκο	rico
υποχρεωτική	obligatory
υποχρεωτική	mandatory
υποχρεωτική	compulsory
μετονομασία	rename
ιερείς	priests
μετακινήθηκε	moved
εμπιστοσύνη	confidence
εμπιστοσύνη	trust
αθηναϊκή	athenian
αποσυρθεί	withdrawn
ενσωμάτωση	mainstreaming
ενσωμάτωση	incorporation
ενσωμάτωση	integration
ενσωμάτωση	integrating
συνοδεύεται	accompanied
μειώνει	reduces
απογόνους	progeny
απογόνους	offspring
αβραάμ	avram
αβραάμ	abraham
άρση	lifting
μαθητή	pupil
ουδέτερο	neutral
προάστια	suburbs
κέβιν	kevin
ιεραρχία	hierarchy
φαράγγι	gorge
φαράγγι	canyon
λογικά	logically
συναλλαγές	trade
συναλλαγές	transactions
οροφή	roof
βιομηχανίες	industries
μαρί	marie
βορειοδυτική	northwest
αρμοδιότητες	responsibilities
αρμοδιότητες	competences
κυρίαρχη	dominant
πετρώματα	rocks
κλάση	class
λείπει	missing
ολύμπου	olympus
άντονι	anthony
συμπεράσματα	conclusions
τζαμάικα	jamaica
καμπύλη	curve
σωκράτης	socrates
τούρκος	turk
τούρκος	turkish
επισκέφτηκε	visited
φήμες	rumors
φήμες	rumours
τε	tae
βασίλεια	realms
βασίλεια	kingdoms
τσεχοσλοβακία	czechoslovakia
μεγέθη	sizes
ταχύτητες	gears
ταχύτητες	speeds
εσείς	you
περιμένει	waiting
νείλου	nile
κυρίαρχο	dominant
κυρίαρχο	sovereign
περιστασιακά	occasional
περιστασιακά	occasionally
φυλών	breeds
πρόκληση	challenge
λιμάνια	ports
ελίζαμπεθ	elizabeth
φυσικούς	physicists
ολλανδική	dutch
τάουν	towne
αντιγραφή	duplicate
αντιγραφή	copy
αντιγραφή	copying
κολομβίας	colombian
κολομβίας	colombia
τάφοι	tombs
τάφοι	graves
λιούις	lewis
ανέθεσε	commissioned
κόκκινα	reds
κόκκινα	red
χριστόφορος	christopher
γέφυρες	bridges
φιλελεύθερο	liberal
ντέρμπι	derby
αρχηγοί	leaders
σύνοψη	summary
διαθέσιμη	available
υπολείμματα	residue
υπολείμματα	residues
παρεκκλήσι	chapel
αεροπλάνο	plane
αεροπλάνο	aeroplane
αεροπλάνο	airplane
έρημο	deserted
έρημο	desert
φθάνοντας	reaching
ρίχτερ	richter
εργαζομένων	workers
προβλέπει	foresees
προβλέπει	predicts
συνωμοσία	conspiracy
αναλυτική	analytical
ισχυρίστηκε	claimed
στέγη	roof
αυστριακή	austrian
τάσης	voltage
διαχωρισμό	segregation
επεκταθεί	extended
επεκταθεί	expanded
συνταγματάρχης	colonel
αρχηγείο	headquarters
αντιπροσωπεύουν	represent
νοτιοδυτική	southwest
πιθανότητες	probability
πιθανότητες	chances
πιθανότητες	odds
πιθανότητες	possibilities
συνηθισμένο	ordinary
διαδηλωτές	demonstrators
διαδηλωτές	protesters
διαδηλωτές	protestors
λέσχη	club
κήπος	garden
στόχων	objectives
καταδίκη	sentencing
καταδίκη	condemnation
καταδίκη	conviction
μάλι	mali
παλαιστίνης	palestine
εξαφάνιση	disappearance
εξαφάνιση	extinction
κριτικοί	critics
μάρμαρο	marble
σύντομος	short
σύντομος	brief
αζώτου	nitrogen
μάθησης	learning
κοιμητήριο	cemetery
εμπόδια	barriers
εμπόδια	hurdles
εμπόδια	obstacles
ηλεκτρονίων	electron
αρχικός	initial
αρχικός	original
φάνηκε	seemed
αγαπητέ	dear
βελτιώσεις	improvements
ήπειρος	epirus
ήπειρος	continent
χάρβαρντ	harvard
θεότητες	deities
υγρασία	humid
υγρασία	moisture
υγρασία	humidity
άμεσο	direct
άμεσο	immediate
πακέτο	pack
πακέτο	package
αυστηρή	strict
μόνιμος	permanent
δισ	billion
διόρθωση	correction
βενεζουέλα	venezuela
δοκίμια	essays
μάριο	mario
πλεονεκτήματα	benefits
πλεονεκτήματα	advantages
επιτυχώς	successfully
νομοθετική	legislative
ραντάρ	radar
αλγερία	algeria
κογκρέσου	congressional
κάρλο	carlo
σαντιάγο	santiago
επίτροπος	commissioner
γιβραλτάρ	gibraltar
παυσανία	pausanias
καταστατικό	statute
καταστατικό	statutes
κένεντι	kennedy
ερμή	hermes
εκρήξεις	eruptions
εκρήξεις	explosions
χιλιετία	millennium
τείνουν	tend
κινεζική	chinese
απαίτηση	requirement
απαίτηση	demand
όμηρος	hostage
όμηρος	homer
έρωτας	love
απονέμεται	awarded
λιοντάρι	lion
συνδυάζει	combines
γενετική	genetic
γενετική	genetics
ενδιαφέροντα	interests
ενδιαφέροντα	interesting
κατασκευάζεται	manufactured
πολλαπλές	multiple
ιατρικές	medical
χτύπημα	blow
χτύπημα	hit
επίβλεψη	oversight
επίβλεψη	supervision
ενορία	parish
ιστού	tissue
γιουβέντους	juventus
αρχαιοτήτων	antiquities
παράθυρα	windows
μόνα	mona
βαρσοβίας	warsaw
πανηγύρι	fair
χιλιοστά	millimetres
χιλιοστά	milliseconds
χιλιοστά	millimeters
διδάκτωρ	doctorate
χριστίνα	christina
χριστίνα	cristina
χριστίνα	christine
αξιοπιστία	credibility
αξιοπιστία	reliability
στρατιώτης	soldier
κομήτης	comet
περιεκτικότητα	content
ανάκτηση	reclamation
ανάκτηση	recovery
ανάκτηση	retrieval
κομήτη	comet
τελ	tel
διακοπές	vacations
διακοπές	holiday
διακοπές	vacation
διακοπές	holidays
μοχάμεντ	muhammad
μοχάμεντ	mohammed
μοχάμεντ	muhammed
μοχάμεντ	mohamed
ρώσους	russians
ψηφίστηκε	voted
γεράκι	falcon
γεράκι	hawk
εισόδημα	income
αφαιρεθεί	removed
απαγορεύεται	forbidden
απαγορεύεται	prohibited
έπεισε	convinced
μοναχοί	monks
φώτα	lights
εύα	eva
εύα	eve
τζεφ	jeff
φεβρουάριος	february
λουξεμβούργο	luxembourg
αυξανόμενη	growing
αυξανόμενη	increasing
διαδρομές	itineraries
διαδρομές	paths
διαδρομές	journeys
διαδρομές	routes
επιδρομή	raid
εγκαταλείφθηκε	abandoned
εγκαταλείφθηκε	aborted
εισιτήρια	tickets
ακαδημαϊκή	academic
ενοποίηση	unification
ενοποίηση	consolidation
ενοποίηση	integration
ισαάκ	isaac
βροχή	rain
λόφος	hill
φερνάντο	fernando
προκριματικό	qualifier
δώρα	gifts
δώρα	presents
ομοιότητες	similarities
τείνει	tends
σπαθί	sword
παρατηρήθηκε	observed
χάινριχ	heinrich
επένδυση	investing
επένδυση	investment
λιβάνου	lebanese
ροδόπης	rodopi
πρόσοψη	facade
πρόσοψη	façade
έντασης	intensity
συναντήσεις	meetings
συναντήσεις	encounters
ηθικό	morale
ηθικό	ethical
ηθικό	moral
επιλέξει	chosen
διδακτορική	doctoral
ερζεγοβίνη	herzegovina
υπεράσπιση	defence
υπεράσπιση	defense
εγχειρίδιο	handbook
εγχειρίδιο	manual
περιγραφές	descriptions
σημείωμα	note
οξεία	acute
εισέβαλε	invaded
εκτελείται	executed
φίλη	friend
προστίθεται	added
φρούτα	fruit
φρούτα	fruits
μόντρεαλ	montreal
περιβάλλοντα	surroundings
περιβάλλοντα	environments
ίσο	equal
ορατό	visible
γιορτές	holidays
αυτόματο	auto
αυτόματο	automatic
αριθμητικά	numerically
αυτοκράτειρα	empress
ημισφαίριο	hemisphere
εντυπωσιακό	impressive
σερβική	serbian
ειδήσεις	news
αργή	slow
καυσίμων	fuel
μανουέλ	manuel
χάνουν	lose
αρνητικό	negative
άρμα	chariot
άρμα	float
προσαρμογή	adapting
προσαρμογή	adjustment
προσαρμογή	adjust
προσαρμογή	adaptation
προσαρμογή	adapt
νομούς	prefectures
στερεό	solid
κομνηνός	komnenos
περιπέτεια	adventure
μεταφραστεί	translated
μαντόνα	madonna
ευρωπαίοι	europeans
επέβαλε	imposed
ναρκωτικών	drug
τεράστιες	huge
μαθηματικό	mathematical
θερμική	thermal
ιντιάνα	indiana
εγκαίνια	inauguration
εγκαίνια	opening
διάνυσμα	vector
θίασο	troupe
συνασπισμό	coalition
πλησιάζει	approaching
τομή	intersection
τομή	incision
δημοφιλείς	popular
δημοφιλείς	trending
λεία	smooth
λεία	booty
λεία	prey
ενδιάμεσο	intermediate
κρατώντας	keeping
κρατώντας	holding
κατευθύνσεις	directions
χαμηλότερο	lower
διδάσκει	teaches
πρωταγωνιστή	protagonist
λωρίδες	strips
λωρίδες	lanes
λωρίδες	stripes
σταδιακή	gradual
πρι	prix
πολιτιστικά	cultural
πλάγια	lateral
πλάγια	italics
πλάγια	italic
πλάγια	playa
επιτάχυνση	acceleration
επιτάχυνση	accelerate
επιτάχυνση	accelerating
επέτειο	anniversary
πότερ	potter
καλεί	invites
καλεί	calls
καλεί	calling
καταστολή	repression
καταστολή	suppress
καταστολή	crackdown
καταστολή	suppression
καταστολή	sedation
οριζόντια	horizontal
πελάτες	customers
πελάτες	clients
δημοσιεύσεις	posts
δημοσιεύσεις	publications
ειδικοί	specialists
ειδικοί	experts
βορειοανατολική	northeastern
βορειοανατολική	northeast
αντοχή	strength
αντοχή	durability
αντοχή	endurance
αντοχή	resistance
αντοχή	stamina
αγόρια	boys
επεξεργαστή	processor
σλοβακία	slovakia
αλέξιος	alexios
ιδιωτικά	privately
ιδιωτικά	private
θρίλερ	thriller
κοινός	common
θύελλα	storm
ιταλούς	italians
πραγματεία	treatise
ξεπεράσει	surpass
ξεπεράσει	overcome
ακολουθείται	followed
πορτογαλικά	portuguese
ταϊβάν	taiwan
περίμενε	wait
τιμ	tim
κλείνει	closes
θέρμανση	heat
θέρμανση	heating
πρόληψη	prevention
θέλοντας	wanting
άνταμ	adam
νεκρό	dead
αναθεώρηση	review
αναθεώρηση	revision
επίτιμος	honorary
προεδρικό	presidential
ανεπάρκεια	deficiency
ανεπάρκεια	inadequacy
καταλόγου	directory
σκιά	shadow
σκιά	shade
εξαγωγή	export
εξαγωγή	exporting
καθυστέρηση	delay
καθυστέρηση	delays
καθυστέρηση	delayed
συνομοσπονδία	confederation
αποκάλυψε	reveal
αποκάλυψε	unveiled
αποκάλυψε	revealed
εκφράζεται	expressed
διαφωνίες	disputes
διαφωνίες	disagreements
επιβατών	passengers
επιβατών	passenger
αγροτικές	rural
συλλογική	collective
προστάτης	protector
προστάτης	prostate
προστάτης	patron
λειψία	leipzig
αντιγόνη	antigone
κατάστημα	shop
κατάστημα	store
σι	cee
συντονισμού	coordination
λιβύης	libyan
λιβύης	libya
επηρεάζουν	affect
απεικονίσεις	depictions
απεικονίσεις	illustrations
τσάρος	tsar
νότιος	southern
μπασίστα	bassist
ξένοι	strangers
ξένοι	outsiders
ξένοι	foreigners
χούντα	junta
ξεκάθαρα	clearly
παραγγελία	ordering
παραγγελία	order
αγαθά	goods
απειλές	threats
εχθρό	enemy
περίοδοι	periods
σκληρά	hard
φιλοξένησε	hosted
πόρτες	doors
αυτοβιογραφία	autobiography
τζέιν	jane
κατατάχθηκε	enlisted
ούρα	urine
ούρα	ura
πυρηνική	nuclear
ανάμνηση	memory
υπολογιστής	calculator
υπολογιστής	computer
δαβίδ	david
εγγραφή	recording
εγγραφή	registration
απέδειξε	proved
απέδειξε	prove
ταχεία	accelerated
ταχεία	rapid
κινηματογραφικό	cinematic
σιμόν	simone
σιμόν	simon
άιρες	aires
μπουν	boon
μπουν	boone
ολυμπία	olympia
εξωτερικός	external
άξονας	axle
άξονας	axis
προφήτης	prophet
φαινόταν	seemed
συμεών	semyon
συμεών	simeon
ανώνυμος	anonymous
παρατήρησε	observe
αντιπρόσωπος	representative
αντιπρόσωπος	delegate
πεν	penn
πεν	pen
ζωντανό	alive
αναγνωρίσει	recognize
αναγνωρίσει	identify
εισαγωγής	import
νιγηρία	nigeria
λούις	lewis
λούις	louis
σταθερές	constants
ντουέτο	duet
ντουέτο	duo
βακτήρια	bacteria
κακώς	poorly
επιτροπές	commissions
επιτροπές	committees
επηρεάστηκε	influenced
πλοκή	plot
καρκίνος	cancer
μπανγκλαντές	bangladesh
ονοματολογία	nomenclature
πρόσφερε	offered
πιλότος	pilot
σόφια	sofia
αμβούργο	hamburg
αυτοκρατορικό	imperial
στόχοι	objectives
στόχοι	aims
στόχοι	goals
στόχοι	targets
εκτελεστική	executive
κάθριν	kathryn
κάθριν	katherine
κάθριν	catherine
απαιτούσε	demanded
ισχύς	strength
ισχύς	validity
ισχύς	power
συμφωνεί	agrees
νομοθετικό	legislative
υπεύθυνο	responsible
χωρίζει	separates
χωρίζει	divides
οροπέδιο	plateau
εκδίκηση	payback
εκδίκηση	vengeance
εκδίκηση	revenge
στρατηγοί	generals
οδύσσεια	odyssey
αποθήκευσης	storage
ταξιδεύει	travels
ταξιδεύει	traveling
άντριου	andrew
πράγα	prague
ετυμολογία	etymology
παλαιολόγος	palaiologos
μάθημα	lesson
μάθημα	class
χιούστον	houston
ρητά	expressly
ρητά	explicitly
ερασιτεχνικό	amateur
παράθυρο	window
προτεραιότητα	priority
κατοικούν	inhabit
μαδαγασκάρη	madagascar
μυτιλήνη	mytilene
εισάγει	inserts
εισάγει	introduces
γλύπτες	sculptors
γυμνό	naked
γυμνό	nudity
γυμνό	nude
ουράνια	heavenly
ουράνια	celestial
δέκατο	tenth
αποκαλύφθηκε	revealed
δημιουργού	creator
μετα	after
ορίζοντα	horizon
ινδική	indian
κινηματογράφος	cinema
αδελφές	sisters
απλός	simple
πουλί	cock
πουλί	bird
επανειλημμένα	repeatedly
πάγκο	counter
πάγκο	bench
αγαπημένη	favorite
αγαπημένη	beloved
γιανγκ	yang
μορίων	molecules
δωμάτια	rooms
πύργους	towers
προστάτη	protector
προστάτη	prostate
ζήτηση	demand
συγκεντρώνει	gathers
ιθαγενείς	natives
λείπουν	missing
προτεινόμενη	suggested
προτεινόμενη	recommended
προτεινόμενη	proposed
ιππείς	horsemen
ιππείς	riders
κυριαρχεί	dominates
κυριαρχεί	dominating
δοκίμιο	essay
τοίχους	walls
οδηγοί	drivers
οδηγοί	guides
μισή	half
ιδρυτές	founders
πάρκα	parks
σταθερότητα	stability
μίνι	mini
μίνι	minnie
άρχοντα	lord
αυτοκτονία	suicide
πολυάριθμες	numerous
καταλυτική	catalytic
ευαγγέλιο	gospel
βέρμαχτ	wehrmacht
διορίζεται	appointed
γύρους	laps
γύρους	rounds
φραντσέσκο	francesco
αιχμαλωσία	capture
αιχμαλωσία	captivity
χέπμπορν	hepburn
περιστατικά	incidents
γραμμάρια	grams
υποστηρικτής	supporter
πολιτιστικός	cultural
ικανός	skilled
ικανός	capable
λεωφόρος	boulevard
λεωφόρος	avenue
λεωφόρος	highway
βίο	bio
άπειρο	infinite
άπειρο	infinity
λευκός	white
καταστραφεί	destroyed
παππού	grandpa
παππού	grandfather
αιθιοπία	ethiopia
ζωγράφισε	painted
περσία	persia
ξένη	foreign
τακτικό	tactical
κοσμήματα	jewels
κοσμήματα	jewelry
κοσμήματα	jewellery
συντριπτική	overwhelming
δεκτή	sustained
δεκτή	accepted
στολή	costume
στολή	outfit
στολή	uniform
ομοσπονδίες	federations
χάρης	haris
επικεντρώνεται	focuses
ενισχύσεις	aid
έντυπα	forms
διπλά	double
υποστηρίζοντας	arguing
περιορισμένο	limited
περιορισμένο	restricted
μαχητής	fighter
στου	stu
αποθέματα	stocks
αποθέματα	reserves
οξείδωση	oxidation
αλεξάνδρα	alexandra
πεποιθήσεις	convictions
πεποιθήσεις	beliefs
ντάγκλας	douglas
άγκυρα	ankara
άγκυρα	anchor
μορφολογία	morphology
περιθώριο	margins
περιθώριο	margin
κατασκευάζονται	manufactured
αξιόπιστη	trustworthy
αξιόπιστη	credible
αξιόπιστη	reliable
σήμανση	marking
σήμανση	labelling
γειτονιά	neighborhood
γειτονιά	neighbourhood
φοιτητής	student
προσανατολισμό	orientation
ρόλων	roles
άρχοντες	lords
ουρουγουάη	uruguay
περιστέρι	dove
περιστέρι	pigeon
ξένα	foreign
φράνκο	franco
φράνκο	franko
βάγκνερ	wagner
κάμπο	cabo
κάμπο	campo
σαφής	clear
γκρι	gray
γκρι	grey
φαινομένων	phenomena
σέρβος	serb
σέρβος	serbian
έβδομη	seventh
συναισθήματα	emotions
συναισθήματα	feelings
πράγας	prague
παραμένοντας	remaining
φούτμπολ	football
ναυπηγεία	shipyards
ναυπηγεία	shipbuilding
πρέσβης	ambassador
ύδρα	hydra
σλοβακίας	slovakia
λίστες	playlists
λίστες	lists
διαιτητής	referee
διαιτητής	ref
σωτηρία	salvation
λάμψη	sparkle
λάμψη	flash
λάμψη	glow
έκτο	sixth
προσθέτει	adds
σαουδική	saudi
αϊνστάιν	einstein
έκπληξη	surprise
βρέφος	infant
παραμέτρους	parameters
κύτταρο	cell
άστρα	stars
απόγονος	offspring
απόγονος	descendant
αεροδρόμια	airports
ξένο	xenon
ξένο	stranger
ξένο	foreign
ιδιοκτήτες	owners
αντρέι	andrej
αντρέι	andrey
αντρέι	andrei
γουίλιαμς	williams
μαγνητικό	magnetic
οργή	anger
οργή	fury
οργή	wrath
οργή	rage
συνεντεύξεις	interviews
δωρεά	donation
δωρεά	donate
δωρεά	donated
αλυσίδες	chains
αλυσίδες	chain
πιστός	loyal
πιστός	faithful
πιστός	believer
πυρήνες	cores
πυρήνες	nuclei
ασθενή	patient
έξοδος	output
έξοδος	exit
έξοδος	exodus
δούκισσα	duchess
λόφους	hills
κλούμπε	clube
βρήκα	found
αναπτύσσει	develops
εξοπλισμός	equipment
λιγότερα	less
ναυτιλία	shipping
ράγκμπι	rugby
ενσωματώθηκε	incorporated
καστίλης	castile
υποείδος	subspecies
ερωτική	erotic
δείκτες	indicators
δείκτες	indices
χαρτονομίσματα	banknotes
χαρτονομίσματα	bills
προδιαγραφές	specifications
προδιαγραφές	specification
φίτζι	fiji
ρον	ron
φιλαδέλφεια	philly
φιλαδέλφεια	philadelphia
πορτ	port
μαδαγασκάρης	madagascar
μαδαγασκάρης	malagasy
πεποίθηση	belief
πεποίθηση	conviction
καλωδιακή	cable
τζιν	jin
τζιν	jeans
τζιν	gin
τζιν	jean
τζιν	gene
ρέθυμνο	rethymno
ράσελ	russell
συμβάσεις	contracts
συμβάσεις	conventions
απόφοιτοι	graduates
αντρέα	andrea
διαζύγιο	divorce
διαζύγιο	divorced
ταιριάζει	fits
ταιριάζει	fit
έχτισε	built
εμπλοκή	entanglement
εμπλοκή	engagement
εμπλοκή	involvement
παπούα	papua
πυραμίδα	pyramid
σρι	sri
φωτογράφος	photographer
πρόσθεσε	added
δεξαμενή	container
δεξαμενή	tank
δεξαμενή	reservoir
καιρός	weather
βόμβα	bomb
μοντέρνα	modern
νεολαία	youth
γκέοργκ	georg
μπους	bush
οντότητα	entity
ξεπερνά	surpasses
πλαγιά	slope
νεφέλωμα	nebula
συνεπάγεται	implies
συνεπάγεται	entails
εξαιρέσεις	exceptions
εξαιρέσεις	exclusions
εξαιρέσεις	exemptions
σάρα	sarah
σάρα	sara
ανώτερος	superior
ανώτερος	senior
επικίνδυνη	dangerous
υπο	sub
ανταπόκριση	responding
