and	in
singer	singer
singer	pevec
create	ustvarjati
create	ustvariti
create	ustvarjanje
create	ustvari
redirect	preusmeritev
redirect	preusmeri
additional	dodatna
additional	dodatno
additional	dodatni
soviet	sovjetski
soviet	sovjetska
soviet	sovjetske
soviet	sovjetsko
market	trg
market	tržišče
words	besed
words	besede
producer	proizvajalec
producer	producent
notes	opombe
notes	opombi
notes	zapiski
hockey	hokej
hockey	hockey
novel	roman
novel	romana
code	kodo
code	šifra
code	oznaka
code	koda
referee	sodnik
fourth	četrto
fourth	četrta
fourth	četrtič
fourth	četrti
sport	šport
sport	sport
van	kombi
van	van
mary	marija
mary	mary
airport	letališče
sound	zvok
sound	zvoka
status	status
status	stanje
irish	irske
irish	irsko
irish	irski
irish	irci
placed	postavljen
child	otrok
perhaps	mogoče
perhaps	morda
idea	idejo
idea	ideja
idea	zamisel
foreign	tuje
foreign	tuja
foreign	tuji
municipality	občina
register	registrira
register	register
register	evidenca
eight	osmica
eight	osem
problems	problemi
problems	težave
native	domačin
native	materni
coverage	zajetje
coverage	kritje
coverage	pokritost
coverage	pokrivanje
coverage	pokritje
channel	kanal
parliament	parlament
edition	izdaja
minor	manjše
minor	manjši
minor	manjša
says	pove
says	pravi
whose	čigav
whose	čigava
whose	čigavo
foundation	fundacija
foundation	temelj
foundation	sklad
foundation	temelje
units	enote
units	enot
units	enoti
movie	film
runs	teče
ice	led
ice	ice
ice	ledom
simply	enostavno
simply	preprosto
limited	omejena
limited	omejene
limited	omejen
limited	omejeno
limited	omejeni
unit	enota
student	dijak
student	študent
student	učenec
student	študentka
student	učenka
previously	predhodno
previously	prej
stated	naveden
governor	guverner
complete	popolna
complete	popolno
test	test
test	preskus
test	preizkus
nominated	nominiran
bill	bill
parts	deli
vocals	vokal
theory	teorija
regional	regionalno
regional	regionalna
regional	regionalni
account	račun
vote	glasovanje
vote	glasujte
computer	računalnik
computer	računalniško
computer	računalniška
none	nobene
none	nobenega
none	noben
none	nobena
carolina	karolini
carolina	karolina
tournament	turnirju
tournament	turnir
tournament	turnirja
poland	poljsko
poland	poljski
poland	poljska
behind	iza
wales	wales
winning	zmaga
winning	zmagovalna
lot	lot
hospital	bolnišnica
hospital	bolniška
hospital	bolnica
taking	jemanje
mountain	gora
mountain	gorsko
mountain	gorski
mountain	planina
mountain	goro
higher	višja
higher	višji
higher	višje
cases	primeri
cases	primerov
angeles	angelesu
editing	urejanje
replaced	zamenjana
replaced	nadomeščen
food	hrano
food	hrana
food	živila
multiple	večkratno
multiple	večkratni
likely	verjeten
likely	verjetna
terms	izrazi
terms	pogoji
sir	gospod
thing	stvar
square	kvadratnih
square	kvadrat
try	poizkusi
try	poskusi
topic	vsebina
topic	tema
woman	ženska
woman	žensko
officer	častnik
officer	policist
categories	kategorije
greek	grški
greek	grško
greek	grk
greek	grška
recent	nedavne
recent	nedavno
recent	nedavna
sent	poslan
sent	poslana
sent	poslani
sent	poslano
sent	poslane
copyright	avtorske
speed	hitrosti
speed	hitrost
templates	predloge
money	denar
saw	žago
saw	videl
saw	vidu
saw	žaga
senior	senior
senior	starejši
senior	višji
selected	izbrano
selected	izbranih
selected	izbrani
selected	izbrane
selected	izbrana
selected	izbran
introduced	uvedeno
introduced	uveden
introduced	uvedeni
introduced	uvedene
introduced	uvedena
politician	politik
true	res
true	resnično
true	true
true	resnična
true	resnica
required	zahtevana
required	zahtevani
required	zahtevan
required	zahtevano
regular	redno
regular	redni
regular	redna
awarded	oddana
awarded	oddano
commercial	komercialni
commercial	komercialna
commercial	komercialne
commercial	reklama
commercial	komercialno
cities	mest
cities	mesta
cities	mesti
contains	vsebuje
trade	trgovanje
trade	trgovina
trade	menjava
degree	stopnja
anti	anti
birth	rojstva
birth	rojstvo
sun	sonca
sun	soncem
sun	sonce
sun	soncu
finished	končano
finished	končala
finished	končana
rugby	ragbi
rugby	rugby
earth	zemeljska
earth	zemlja
earth	zemlje
earth	zemljo
access	dostop
prior	predhodna
seasons	letne
seasons	sezon
journal	journal
journal	dnevnik
beginning	začetek
famous	slavni
famous	slaven
famous	znana
famous	znani
famous	znan
religious	verske
religious	verski
religious	versko
religious	verska
religious	verskega
martin	martina
martin	martin
god	boga
god	bog
bit	bit
hours	urami
hours	ure
hours	urah
hours	ur
running	teče
running	tek
running	teči
brought	pripeljan
brought	prinesel
missing	pogrešana
missing	manjkajoče
missing	pogrešan
missing	manjka
missing	manjkajo
economic	ekonomski
economic	gospodarski
economic	gospodarsko
economic	ekonomske
economic	ekonomska
structure	strukturo
structure	zgradba
structure	struktura
structure	konstrukcija
rural	podeželski
rural	podeželje
rural	podeželske
rural	podeželska
decision	sklep
decision	odločitev
decision	odločba
hit	zadetek
hit	hit
hit	udaril
minutes	zapisnik
minutes	minut
minutes	minutah
minutes	minute
spain	španija
plays	predvaja
plays	igra
whole	cele
whole	cel
whole	cela
whole	celotno
joseph	joseph
joseph	jožef
lord	gospod
web	web
decided	odločeno
decided	odločil
decided	odločila
decided	odločili
operations	operacije
function	funkcija
function	funkcijo
louis	louis
louis	ludvik
assembly	skupščina
assembly	sklop
assembly	sestavljanje
assembly	sestav
queen	kraljico
queen	queen
queen	kraljica
security	varnost
security	varovanje
uses	uporabe
ohio	ohio
jan	jan
operation	delovanje
operation	operacija
operation	operacijo
operation	obratovanje
call	poklici
call	pokliči
call	klic
call	pokličite
successful	uspešno
successful	uspešen
successful	uspešni
successful	uspešna
legal	zakonito
legal	pravna
legal	pravno
legal	pravne
russia	rusija
russia	rusijo
prince	princa
prince	prince
prince	knez
prince	princ
jewish	judovski
jewish	židovski
jewish	žid
jewish	judje
staff	osebje
establishments	ustanove
establishments	obrati
goal	gol
goal	cilj
bad	hudo
bad	slaba
bad	slabo
bad	bad
bad	slab
attendance	prisotnost
attendance	udeležba
attendance	navzočnost
populated	poseljenih
nature	narave
nature	narava
allowed	dovoljeno
allowed	dovoljen
captain	stotnik
captain	kapitan
mount	priklop
mount	mount
calculated	izračunana
calculated	izračunano
calculated	izračunan
calculated	izračunani
structures	konstrukcije
structures	strukture
hard	trde
hard	težko
hard	trdo
manager	upravnik
manager	upravitelj
manager	upravljalnik
manager	menedžer
earlier	prej
elections	volitve
meet	spoznaj
box	box
box	zaboj
box	škatlica
box	škatla
box	škatlo
lines	črte
lines	vrstice
lines	proge
lines	vrstic
democratic	demokratične
democratic	demokratični
democratic	demokratično
democratic	demokratična
success	uspehov
success	uspeh
success	uspešnost
singles	samske
traditional	tradicionalna
traditional	tradicionalni
traditional	tradicionalne
traditional	tradicionalen
traditional	tradicionalno
rest	počitka
rest	počitek
highway	avtocesto
highway	avtocesta
wide	široka
wide	široki
wide	široko
wide	širok
month	mesec
month	meseca
care	oskrba
care	nego
care	nega
care	care
admin	skrbnik
admin	skrbnika
cultural	kulturno
cultural	kulturne
cultural	kulturni
cultural	kulturna
commission	komisija
commission	provizija
plan	načrt
plan	plan
practice	vaje
practice	trening
practice	vaja
practice	praksi
practice	prakse
practice	praksa
command	poveljstvo
command	ukaz
nomination	nominacijo
jersey	dres
jersey	jersey
parties	pogodbenice
parties	zabave
parties	stranke
michigan	michigan
anyone	kogarkoli
anyone	kdorkoli
overlaps	prekrivanja
approximately	približno
master	mojster
master	učitelj
noted	zabeležena
noted	zabeleženo
usa	zda
usa	usa
stop	ustavi
feature	lastnost
feature	značilnost
engine	motorja
engine	motor
response	odzivanje
response	odziv
response	odziva
needed	potreben
needed	potrebna
needed	potrebovali
illinois	illinois
afd	afd
experience	doživetje
experience	izkušnja
experience	izkušenj
experience	izkušnje
engineering	inženiring
engineering	inženiringa
silver	srebrn
silver	srebro
silver	srebrno
silver	srebrna
silver	silver
separate	ločena
separate	ločeni
separate	ločeno
takes	vzame
takes	jemlje
secretary	tajnik
secretary	sekretarka
secretary	sekretar
secretary	tajnica
secretary	minister
dutch	nizozemsko
dutch	nizozemski
lee	leeja
lee	lee
recording	evidentiranje
recording	zapisovanje
recording	snemanje
prime	prime
rules	pravila
rules	predpisi
uploaded	naloženo
uploaded	naložene
uploaded	naložil
trying	poskušam
youth	mladosti
youth	mladina
youth	mladost
scotland	škotske
scotland	škotski
scotland	škotsko
scotland	škotska
iii	iii
houses	hiš
houses	hiške
houses	hiše
heart	srčna
heart	srčno
heart	srce
room	sobo
room	soba
room	sobi
stone	stone
stone	kamna
stone	kamen
shown	prikazano
shown	prikazan
deal	dogovor
drama	drama
drama	drame
drama	dramo
dead	mrtev
key	ključ
key	ključno
shot	ustreljen
shot	ustreljena
shot	strel
turn	obrni
occupation	poklic
scottish	škotsko
scottish	škotske
scottish	škotski
scottish	škotska
executive	izvršni
executive	izvršilni
plant	rastline
plant	rastlina
plant	obrat
promoted	povišan
promoted	spodbujati
villages	vasi
languages	jezike
languages	jeziki
internet	internetni
internet	internetno
internet	internet
feel	občuti
covered	pokrito
covered	pokrit
covered	pokrita
covered	pokrite
merge	združi
mostly	večinoma
mostly	največkrat
numerous	številni
numerous	številne
ancient	starodavni
ancient	starodavnih
ancient	starodavna
ancient	starodavne
ancient	starodavno
attempt	poskus
property	last
property	lastnost
property	premoženje
property	nepremičnine
property	lastnina
programs	programe
programs	programi
picture	sliko
picture	slika
finally	končno
ships	ladje
fiction	fikcija
secondary	sekundarno
secondary	sekundarne
secondary	sekundarni
secondary	sekundarna
nations	narode
nations	narodi
nations	narodov
majority	večina
majority	večini
majority	večine
edward	edvard
edward	edward
annual	letne
annual	letno
annual	letna
annual	letni
digital	digitalnega
digital	digitalna
digital	digitalno
digital	digitalni
digital	digitalne
mission	misija
mission	misijo
mission	poslanstvo
mission	naloga
lived	živel
lived	živeli
lived	živela
claim	zahtevek
claim	terjatev
claim	trditev
seat	sedež
seat	sedeža
bbc	bbc
profile	profil
dance	dance
dance	pleši
dance	plesno
dance	ples
prize	nagrada
prize	nagrado
georgia	gruzija
georgia	georgia
georgia	gruziji
port	pristanišče
port	pristanišča
port	port
pacific	pacific
pacific	pacifik
castle	castle
castle	grad
castle	dvorec
pass	podaj
pass	prelaz
pass	podaja
pass	mimo
transport	prevozno
transport	prevoz
transport	transport
transport	promet
organizations	organizacije
organizations	organizacijami
organizations	organizacij
ratio	razmerje
recently	nedavno
fall	padlo
fall	jesen
fall	padec
fall	padel
global	svetovna
global	globalni
global	globalno
global	svetovno
era	era
wing	wing
wing	krilo
opinion	mnenje
opinion	mnenja
commander	poveljnik
fort	utrdba
fort	trdnjava
fort	utrdbo
fort	fort
effect	učinka
effect	učinek
effect	efekt
opening	odprtje
opening	otvoritev
opening	odpiranje
purpose	namen
winter	zimska
winter	zimsko
winter	zimo
winter	zima
winter	winter
genus	rodu
genus	rod
congress	kongres
congress	kongresu
activities	dejavnosti
activities	aktivnosti
met	izpolnjeni
met	srečal
met	met
met	spoznal
income	dohodek
income	dohodka
income	dohodki
income	prihodki
income	prihodek
massachusetts	massachusetts
comes	pride
older	starejša
older	starejši
older	starejše
peak	vrh
lack	pomanjkanje
bass	bas
bass	bass
super	super
complex	zapletena
complex	zapleteno
complex	kompleks
complex	kompleksna
academic	akademske
academic	akademsko
academic	akademski
stars	zvezde
stars	zvezdice
stars	zvezd
accounts	računi
appearance	videz
asian	azijske
asian	azijskih
asian	azijski
asked	vprašal
asked	vprašali
friends	prijateljev
friends	prijatelji
friends	friends
friends	prijatelje
kind	prijazen
kind	prijazno
financial	finančno
financial	finančna
entry	vstop
entry	vnos
asia	azija
sense	smiselno
sense	čut
meaning	pomeni
meaning	pomen
actress	igralka
actress	igralke
map	zemljevid
intended	predvideno
intended	predvideni
bishop	tekač
bishop	bishop
bishop	škof
boston	boston
boston	bostona
rate	mera
rate	stopnja
literature	literaturo
literature	književnost
literature	literatura
forest	gozda
forest	gozd
forest	gozdni
forest	gozdovi
voice	glas
jack	jack
pre	pre
justice	pravosodje
justice	pravičnost
justice	pravica
champion	šampion
champion	prvak
double	podvoji
double	dvojni
double	dvakrat
double	dvojno
double	dvojna
polish	poljsko
polish	poljskega
polish	poljski
numbers	številke
numbers	števila
columbia	columbia
temple	svetišče
temple	tempelj
temple	hram
temple	temple
defeated	poražen
defeated	premagani
defeated	poraženi
defeated	premagan
administration	dajanje
administration	uprave
ended	končalo
claims	trditve
claims	terjatve
jones	jones
jones	jonesa
parish	župnijo
israel	izrael
israel	izraelski
israel	izraelsko
actors	igralci
actors	akterji
sister	sestra
sister	sestrica
nine	nine
nine	devet
table	preglednica
table	razpredelnica
table	miza
table	tabela
attended	udeležili
pop	pop
newspaper	časopis
newspaper	časopisi
friend	prijatelj
friend	prijateljica
friend	prijateljico
unknown	neznan
unknown	neznani
unknown	neznano
unknown	neznana
winner	zmagovalec
winner	zmagovalka
chart	graf
initially	sprva
initially	prvotno
loss	izguba
starting	zagon
architecture	arhitektura
architecture	arhitekturo
relations	odnosi
relations	razmerja
supported	podprta
supported	podprte
supported	podprti
supported	podprt
supported	podprto
tracks	skladbe
tracks	sledi
tracks	tiri
contract	pogodba
contract	pogodbo
contract	naročilo
face	obraz
face	obraza
face	face
directly	direktno
directly	neposredno
spent	porabljen
spent	prebil
girl	punca
girl	deklica
girl	dekle
girl	punco
clearly	jasno
junior	mlajši
junior	junior
francisco	francisco
politics	politika
politics	politiki
politics	politiko
politics	politike
presented	predstavljena
presented	predstavljeni
presented	predstavljeno
presented	predstavljene
presented	predstavljen
mar	mar
cause	vzrok
volume	volumen
volume	glasnost
