সিটিজেন	سویلین
সিকিউর	یقینی
কয়েদী	قیدی.
চার্জার	ڈش
ঢের	فیاض
ঢের	فضول
ঢের	بھرپور
ঢের	وافر
ঢের	زائد
উদারতার	مہربانی
উদারতার	کرم.
উদারতার	الطاف
ডিক্রি	فرمان.
ব্রোকার	بچولیا-
ব্রোকার	دلال
ব্রোকার	گماشتہ
স্ল্যাব	سِل
ক্রন্দন	فریادکناں
খুনে	قزاق.
খুনে	قزاق.
খুনে	ٹھگ
ক্রমবিন্যাস	انداز
ক্রমবিন্যাস	نوع
ক্রমবিন্যাস	زمرہ.
ক্রমবিন্যাস	۴.
ক্রমবিন্যাস	گروہ
ক্রমবিন্যাস	قسم
ক্রমবিন্যাস	طریقہ.
বুদ্ধিবৃত্তি	فہمیدگی
বুদ্ধিবৃত্তি	بصیرت
বুদ্ধিবৃত্তি	فہمیدگی
দুর্নীতিগ্রস্ত	(متن
দুর্নীতিগ্রস্ত	سڑا.
দুর্নীতিগ্রস্ত	گندا
ডাম্প	پٹکنا
ডাম্প	نکالنا.
ওয়াইল্ডার	بھٹکانا
স্পার্টান	برداشت
স্পার্টান	دشوار
মনুষ্যত্ব	انسانیت.
মনুষ্যত্ব	انسانیات.
ব্লিচ	بیضاگری-
দুর্বৃত্ত	لچّا.
দুর্বৃত্ত	وحشی
ভলি	گیند
ভলি	شلک
স্বনির্ধারিত	گاہک
স্বনির্ধারিত	رسوم
স্বনির্ধারিত	رواج
স্বনির্ধারিত	گاہک
স্বনির্ধারিত	رسوم
স্বনির্ধারিত	چلن
স্বনির্ধারিত	رواج
স্বনির্ধারিত	رسم
ট্রী	گھوڑی
ট্রী	پیڑ
ট্রী	گھوڑی
সতর্কবাণী	انتباہ
সতর্কবাণী	انتباہی
সতর্কবাণী	تنبیہہ.
তামাশা	چہل.
তামাশা	لطیفہ
তামাশা	چہل.
তামাশা	مذاق
তামাশা	دھوکا
তামাশা	چالبازی.
তামাশা	ہتھکنڈے
তামাশা	out
তামাশা	(بعدہ
তামাশা	فریب
তামাশা	کارستانی.
শেলী	نازک
জট	پیچیدہ
জট	الجھاوا
নিয়োগকর্তা	آجر
নিয়োগকর্তা	مالک
নিয়োগকর্তা	آجر
নিয়োগকর্তা	آقا
নিয়োগকর্তা	مالک
ক্যালসাইট	قدرتی
ক্যালসাইট	کیلسائٹ.
অবয়বে	قالب
অবয়বে	جسد
অবয়বে	سانچا
অবয়বে	قالب
অবয়বে	جسد
এএ	anti-aircraft
অ্যালার্ম	ہوشیار
অ্যালার্ম	ہول
অমনোযোগী	غافل
ডিপোর	اڈّا.
লোকাচার	کہاوتیں
অনুবর্তী	تابعدار.
অনুবর্তী	مطیع
ধৈর্যের	دلیری
পোস্টম্যান	ڈاکیہ
ঘোমটা	بہروپ
ঘোমটা	بہانہ
ঘোমটা	حجاب
ঘোমটা	مقنع
ঘোমটা	بہروپ
ঘোমটা	بہانہ
ঘোমটা	نقاب
ঘোমটা	حجاب
ঘোমটা	مقنع
মক	بنانا.
মক	مصنوعی.
অগ্রীম	قرضہ.
অগ্রীম	ترقی.
অগ্রীম	رقم
অসভ্য	قدیم
অসভ্য	اکّھڑ
অসভ্য	ظالم
অসভ্য	خونخوار
অসভ্য	ظالمانہ
অসভ্য	قدرتی
অসভ্য	ناآراستہ
অসভ্য	صحرائی
অসভ্য	قدیم
অসভ্য	اکّھڑ
অসভ্য	ظالم
অসভ্য	خونخوار
অসভ্য	جنگلی
অসভ্য	ظالمانہ
অসভ্য	قدرتی
অসভ্য	ناآراستہ
অসভ্য	صحرائی
স্পেন্স	کھانے
মডুলার	شرعی
মডুলার	قدری
রেনাল	کلوی.
হিস্পানিক	ہسپانوی
বৈকল্য	تخریب
এনা	مُطائبات.
এনা	مقولات.
পাগ	لومڑی.
নেগ্রো	کالا
নেগ্রো	نیگرو
কলোসিয়াম	اکھاڑا
নাস্তিকতার	کافر
নাস্তিকতার	کافر
নাস্তিকতার	دہریہ
টেন্ডন	نسیج
ঠেলা	مکّے
ক্লেশ	بپتا.
চালাকি	مُستعد
চালাকি	پُھرتیلا
চালাকি	ذہین.
চালাকি	ہنرمند
চালাকি	مُستعد
চালাকি	پُھرتیلا
চালাকি	ہوشیار
চালাকি	ذہین.
চালাকি	تیز
চালাকি	چالاک
চালাকি	ہنرمند
মুক্তো	مروارید
পিতৃত্ব	نژاد
পিতৃত্ব	پدریت
পিতৃত্ব	ابویت
পিতৃত্ব	اصلیت.
পিতৃত্ব	باپتا.
বয়ঃসন্ধিকাল	بلوغ
বয়ঃসন্ধিকাল	بلوغت.
শাট	بکس
শাট	آنکھ
শাট	ڈھکنے
শাট	لپیٹنا
শাট	کھڑکی
শাট	ہاتھ
শাট	پٹ
শাট	(بعدہ
শাট	لب
রিলেশন	توافق-
রিলেশন	مراسم
রিলেশন	حکایت.
রিলেশন	رشتہ
রিলেশন	توافق-
রিলেশন	ربط
রিলেশন	عزیز
রিলেশন	مراسم
রিলেশন	حکایت.
রিলেশন	رشتہ
রহমতের	عفو
রহমতের	درگزر.
রহমতের	ترس
রহমতের	عفو
রহমতের	رحم
রহমতের	درگزر.
রহমতের	ترس
বাছুর	پنڈلی
বাছুর	کٹڑی.
বাছুর	ساق
সৌভাগ্যবান	چست
সৌভাগ্যবান	مناسب
সৌভাগ্যবান	درست
সৌভাগ্যবান	سعد
সৌভাগ্যবান	موافق.
সৌভাগ্যবান	بھاگوان
সৌভাগ্যবান	چست
সৌভাগ্যবান	مناسب
সৌভাগ্যবান	درست
সৌভাগ্যবান	سعد
সৌভাগ্যবান	موافق.
সৌভাগ্যবান	مبارک
সৌভাগ্যবান	پسندیدہ.
হীরে	لوز
হীরে	ہیرا
হীরে	لوز
হীরে	ہیرا
হীরে	الماس
বিনম্র	فروتنی
বিনম্র	رتبہ
বিনম্র	معمولی
বিনম্র	وقعت
বিনম্র	گرانا
বিনম্র	حقیر
বিনম্র	کِہین
বিনম্র	عاجزی
বিনম্র	تحقیر
বিনম্র	مسکین
বিনম্র	فروتنی
বিনম্র	عاجزی
বিনম্র	منکسرالمزاج
নিন্দার	مذمت
নিন্দার	ملامت
অখণ্ডতা	مکمّلیت
অখণ্ডতা	تکمیل.
অখণ্ডতা	ایمانداری.
কুটিল	ناہموار
কুটিল	ٹیڑھا
কুটিল	ناہموار
অপরিচ্ছন্ন	کمینہ
অপরিচ্ছন্ন	رکیک
অপরিচ্ছন্ন	میلا
অপরিচ্ছন্ন	مبتذل
অপরিচ্ছন্ন	ناپسندیدہ
অপরিচ্ছন্ন	ذلیل
অপরিচ্ছন্ন	مکروہ
অপরিচ্ছন্ন	ناصاف
অপরিচ্ছন্ন	دُھندلا
অপরিচ্ছন্ন	جھّکڑی
অপরিচ্ছন্ন	فحش
অপরিচ্ছন্ন	مٹیالا
অপরিচ্ছন্ন	کمینہ
অপরিচ্ছন্ন	رکیک
অপরিচ্ছন্ন	میلا
অপরিচ্ছন্ন	مبتذل
অপরিচ্ছন্ন	ناپسندیدہ
অপরিচ্ছন্ন	ذلیل
অপরিচ্ছন্ন	مکروہ
অপরিচ্ছন্ন	ناصاف
অপরিচ্ছন্ন	دُھندلا
অপরিচ্ছন্ন	جھّکڑی
অপরিচ্ছন্ন	فحش
অপরিচ্ছন্ন	گندا
অপরিচ্ছন্ন	ناپاک
অপরিচ্ছন্ন	مٹیالا
কাঁপিয়ে	چھٹپٹانا
কাঁপিয়ে	لرزش
কাঁপিয়ে	چھٹپٹانا
কাঁপিয়ে	لرزنا
কাঁপিয়ে	لرزش
কাঁপিয়ে	کپکپانا
কাঁপিয়ে	کپکپی
অঙ্গসজ্জা	سنبھالنا
ক্রেইন	کرین
ক্রেইন	جرّثقیل.
জেক	ٹھیک
জেক	درست
বেইন	تباہی
বেইন	المیہ
বেইন	نحوست
একগুঁয়ে	خودسری
একগুঁয়ে	اکڑ
একগুঁয়ে	خودسری
একগুঁয়ে	ہٹ
একগুঁয়ে	ہٹیلا
রসূলের	قائد
রসূলের	نمائندہ
নাপিতের	تراشنا
নাপিতের	کاٹنا
নাপিতের	تراشنا
নাপিতের	کاٹنا
নাপিতের	حجّام
রাব্বী	حَبر.
রাব্বী	فقیہہ
রাব্বী	معلّم.
দূরদর্শী	تصوّراتی.
দূরদর্শী	رویائی
দূরদর্শী	تصوّراتی.
দূরদর্শী	خیالی
দূরদর্শী	رویائی
একাকি	مہجور
একাকি	سونی
একাকি	غمگین.
একাকি	مہجور
একাকি	اکیلا
একাকি	سونی
একাকি	غمگین.
রোগা	پتلا
রোগা	تنگ
রোগা	دُبلا
রোগা	چمرخ.
সুবিধাবঞ্চিত	محروم
সুবিধাবঞ্চিত	مجبور
ঔদ্ধত্য	جسارت
ঔদ্ধত্য	رعونت
কাঁপা	مذبذب
কাঁপা	ڈھلمل.
কাঁপা	جنباں
কাঁপা	لرزاں
পর্যালোচক	مبصّر
হৃদস্পন্দন	نبض.
লজ্জাজনক	(بعدہ
লজ্জাজনক	غیرت
লজ্জাজনক	ندامت
লজ্জাজনক	شرم
লজ্জাজনক	(بعدہ
লজ্জাজনক	غیرت
লজ্জাজনক	شرمناک
কাঠামোবদ্ধ	ڈھانچا
উঠোনে	باڑا
উঠোনে	گز
উঠোনে	احاطہ
শুকাতে	سادہ
শুকাতে	اڑنے
শুকাতে	یبوس
শুকাতে	(ملک
শুকাতে	خشک
শুকাতে	سوکھی.
শুকাতে	رُوکھا
শুকাতে	سادہ
শুকাতে	سُوکھا
শুকাতে	اڑنے
শুকাতে	یبوس
শুকাতে	(ملک
শুকাতে	خشک
শুকাতে	سوکھی.
আদুরে	مستحسن.
আদুরে	پسندیدہ.
আদুরে	بمرغوب
পাঞ্জেরী	مخترع
পাঞ্জেরী	مقدم
পাঞ্জেরী	پیشرو
ফটোজেনিক	نورزا
নির্জনতা	تنہائی.
পচে	تعجب
পচে	گلانا
পচে	بکواس
পচে	ستانا
পচে	away
পচে	خرابی
পচে	سڑانا
পচে	تباہی.
পচে	انحطاط
অপ্রাকৃতিক	بناوٹی.
অপ্রাকৃতিক	مصنوعی.
অপ্রাকৃতিক	نقلی
ছারপোকা	لگن
ছারপোকা	جوش.
ছারপোকা	پتنگا.
ছারপোকা	شوق
ছারপোকা	چیٹک
ফিলিং	بافت
ফিলিং	مال
ফিলিং	مسالہ
ফিলিং	گڑھا
ধকল	اصرار
ধকল	بل
ধকল	میکانیکی
শিহরণ	over
শিহরণ	لرزنا
শিহরণ	دھڑکن
শিহরণ	اہتزاز
শিহরণ	شاد
শিহরণ	مسرور.
শিহরণ	over
শিহরণ	لرزنا
শিহরণ	دھڑکن
শিহরণ	اہتزاز
শিহরণ	شاد
শিহরণ	سنسنی
শিহরণ	مسرور.
ভুরু	ابرو
ভুরু	بھوں.
জলাতঙ্ক	ہلکاؤ.
জলাতঙ্ক	ہڑک
জলাতঙ্ক	ہلکاؤ.
পোডিয়াম	چبوترہ
ফ্যাশনেবল	مروّجہ
দুর্নীতিমুক্ত	دوستی.
দুর্নীতিমুক্ত	رفاقت
দুর্নীতিমুক্ত	دوستی.
নড়বড়ে	مذبذب
নড়বড়ে	ڈھلمل.
নড়বড়ে	جنباں
নড়বড়ে	لرزاں
নাভাজো	اسم
নাভাজো	زوال
নাভাজো	انحطاط.
ক্যাপশন	تصویر
দৃশ্যাবলী	منظر
আসলো	سردست.
আসলো	حقیقتہً
আসলো	واقعتہً
আসলো	واقعی
আসলো	سردست.
আসলো	حقیقتہً
আসলো	واقعتہً
মনটা	خیال
মনটা	تعلق
মনটা	شخص
মনটা	حافظہ.
মনটা	ذہن
মনটা	یادداشت
মনটা	منشا.
মনটা	عقل
মনটা	چوکسی
মনটা	عندیہ.
মনটা	شعور.
মনটা	مقصد
মনটা	توجّہ.
মনটা	نگہداشت
হাফপ্যান্ট	گھٹنا.
হাফপ্যান্ট	زیرجامہ.
টেনশন	کساؤ
টেনশন	گٹھاؤ.
টেনশন	دباؤ.
টেনশন	فشار
টেনশন	تناتنی.
সেম	بعینہٖ
সেম	that
সেম	these
সেম	یکساں
ইন্টারঅ্যাকটিভ	متعامل
টর্চ	حرارت
টর্চ	روشنی
টাইট	احتیاطیں
টাইট	تھڑدلا
টাইট	تند
টাইট	قابو)
টাইট	دشوار
টাইট	کسا
টাইট	احتیاطیں
টাইট	تنگ
টাইট	تھڑدلا
টাইট	تند
টাইট	قابو)
টাইট	دشوار
নির্বোধ	لدھڑ.
নির্বোধ	احمقانہ
নির্বোধ	احمق
নির্বোধ	ٹھس
নির্বোধ	لدھڑ.
নির্বোধ	احمقانہ
নির্বোধ	احمق
নির্বোধ	بڑدنتا
কম্পনশীল	دوری
কম্পনশীল	دولابی
কম্পনশীল	لولبی
শরতের	خزاں
ফোম	چھلکنا.
ফোম	کف.
ফোম	جھاگ
ফোম	چھلکنا.
ফোম	کف.
ফোম	پھین
মরচে	مختل
মরচে	ماؤف
মরচে	زنج.
মরচে	کسیاؤ
মরচে	کثافت
মরচে	زنگار
রাইডের	by
রাইডের	in
রাইডের	چھیڑنا.
রাইডের	on
রাইডের	(بعدہ
রাইডের	میلے
রাইডের	بیٹھنا
বেড়াল	گربہ
বেড়াল	بلاؤ
বেড়াল	cat-o'-nine-tails.
বেড়াল	بلّی
বেড়াল	جلنے
মরীচিকা	واہمہ.
মরীচিকা	واہمہ.
মরীচিকা	سراب
কমান্ড্যান্ট	کمیدان
বাষ্পকে	گاڑھا
বাষ্পকে	بستہ
ঠুকে	نمٹنا
ঠুকে	ادنیٰ
ঠুকে	معمولی
ঠুকে	چیرنا
ঠুকে	گھٹیا
ঠুকে	فرسودہ
ঠুকে	طعمہ
ঠুকে	پامال
ঠুকে	خشک
ঠুকে	پھاڑنا
ঠুকে	گھاؤ
ঠুকে	ٹیکسی
ঠুকে	زخم
প্রসারণশীল	متشدد
প্রসারণশীল	گھنا
প্রসারণশীল	فراواں.
প্রসারণশীল	روزافزوں
প্রসারণশীল	کٹّر
সুস্থ্য	ہمدردانہ.
সুস্থ্য	مددگار
ঘোরাঘুরি	کھیل
চিমটি	مروڑ.
চিমটি	قلیل
চিমটি	back
চিমটি	سردی
চিমটি	of
চিমটি	افلاس
চিমটি	آزار.
চিমটি	چوری.
চিমটি	چٹکی
কীলক	لکڑی
কীলক	جوڑنا.
স্পিংক্স	ببون
স্পিংক্স	عجیب
ক্যাম্পিং	ڈیرا
ক্যাম্পিং	پڑاؤ
হুইট	کنی
হুইট	کن
কাইসার	قیصر
দৃশ্যমানতা	رویت
দৃশ্যমানতা	دکھاؤ.
কনসালটেন্ট	مشیر
ক্যাব	ٹیکسی
ক্যাব	لاری
কল্পনাপ্রসূত	طرفہ.
কল্পনাপ্রসূত	نرالا
সংহতির	اتحاد
জিহবা	زبان
জিহবা	جیبھ
মোমেন্ট	اہمیت
মোমেন্ট	قدر.
মোমেন্ট	لخطہ
মোমেন্ট	پل.
মোমেন্ট	اہمیت
মোমেন্ট	لمحہ
মোমেন্ট	قدر.
মোমেন্ট	لخطہ
মোমেন্ট	پل.
ইনস্ট্যান্ট	فوری
ট্রলি	کشتی
শ্রমজীবি	مزدور
প্রতিভাশালী	باصلاحیت.
প্রতিভাশালী	موجد
প্রতিভাশালী	مشین
প্রতিভাশালী	مخترع
প্রতিভাশালী	تعمیر
প্রতিভাশালী	اختراع
দারিদ্রতা	کمی.
দারিদ্রতা	کمتری
দারিদ্রতা	کمینگی.
দারিদ্রতা	مفلسی
দারিদ্রতা	کمی.
দারিদ্রতা	غریبی
দারিদ্রতা	ناداری
দারিদ্রতা	کمتری
দারিদ্রতা	کمینگی.
দারিদ্রতা	مفلسی
ক্লিপার	ناخن
ক্লিপার	قینچی
ধার্মিকতা	فیاضی
ধার্মিকতা	مہربانی
ধার্মিকতা	خوبی
ধার্মিকতা	بھلائی
ধার্মিকতা	فیاضی
ধার্মিকতা	مہربانی
ধার্মিকতা	خوبی
ধার্মিকতা	نیکی
ডেন্টিস্ট	جبڑوں
ডেন্টিস্ট	دانتوں
অভেদ্য	غبی
অভেদ্য	مبہم
অভেদ্য	دُھندلا
দৃষ্টান্তমূলক	نمائندہ.
দৃষ্টান্তমূলক	مثالی
বিতরণকারী	قاسم
প্রিপেইড	باندھنا
প্রিপেইড	لپیٹنا.
মেগাফোন	بھونپو
তৃষ্ণার্ত	تشنہ.
তৃষ্ণার্ত	سوکھا
তৃষ্ণার্ত	تشنہ.
তৃষ্ণার্ত	پیاسا
তৃষ্ণার্ত	سوکھا
হইচই	دند
হইচই	غُلغپاڑا
জরিয়ে	روشن
জরিয়ে	تندرست
জরিয়ে	down
জরিয়ে	آراستہ
জরিয়ে	جرمانہ
জরিয়ে	کھرا
জরিয়ে	اعلیٰ
জরিয়ে	بانکا
ছোঁয়ার	بحوالہ
ছোঁয়ার	متعلق.
ওয়ালপেপার	سپاٹ
রূহ	جوش
রূহ	ہمت
রূহ	جن
রূহ	رم)
রূহ	away
রূহ	وسکی
রূহ	رجحان
রূহ	انداز.
রূহ	جولانی
রূহ	روح.
রূহ	جوش
রূহ	دم
রূহ	ہمت
রূহ	جن
রূহ	رم)
রূহ	away
রূহ	وسکی
রূহ	رجحان
রূহ	انداز.
রূহ	جولانی
রূহ	روح.
অরুচিকর	سڑاند.
অরুচিকর	جھگڑا.
অরুচিকর	فساد
অরুচিকর	سڑاند.
অরুচিকর	بدبو
অরুচিকর	جھگڑا.
অরুচিকর	فساد
বৈঁচি	ٹپاری.
টেকনিক	تکنیک
টেকনিক	تفصیلات
টেকনিক	تکنیک.
পাগলামি	جنون
পাগলামি	دیوانگی
ফেক	دھوکا
ফেক	غیراصلی.
ফেক	نقالی
ফেক	تقلّب.
ফেক	کھوٹا
ফেক	نقلی
ফেক	جعل
ফেক	جعلی
নাসিক্যধ্বনি	ng
নাসিক্যধ্বনি	گنگنی
নাসিক্যধ্বনি	ن
নাসিক্যধ্বনি	غنغنی
রজন	رال
হাঁচি	چھینکنا.
হাঁচি	چھینک.
ক্রসফায়ার	مچیٹا.
ব্ল্যাকআউট	بینائی
চটকদার	شوخ
চটকদার	نمائشی
সুসংগত	توارد
ডিটারজেন্ট	مصفاکار
ডিটারজেন্ট	میل
তকে	غریب
তকে	غریبانہ
তকে	تنگدستی
জিওডেসিক	مساحتی.
পৈশাচিক	بُرا
পৈশাচিক	بد
পৈশাচিক	شیطانی
দেবনাগরি	سنسکرت
বিছে	کنکھجورا
গ্লু	چپکانا.
বুনতে	خشمگیںہونا.
অজুহাত	معذرت
প্রেফিক্স	non-
গ্ল্যাম	رک:
গ্ল্যাম	glamorous
সামঞ্জস্যের	موافقت
সামঞ্জস্যের	مطابقت
স্প্লিট	over
স্প্লিট	جھری
স্প্লিট	تنکا.
স্প্লিট	درز
স্প্লিট	away
স্প্লিট	انشقاق.
গথ	گنوار
গথ	جاہل
গথ	جانگلوس.
উপলব্ধতা	دستیابی
নার্ভাস	بزدل
নার্ভাস	ہراساں
নার্ভাস	پریشان.
নার্ভাস	حسّاس
নার্ভাস	ڈھلمل
খিটখিটে	جھلّا
খিটখিটে	چِڑچڑا
খিটখিটে	چڑچڑا.
খিটখিটে	عجیب
কৌতুকপূর্ণ	مزاحیہ
কৌতুকপূর্ণ	تفریحی.
যোগার	کھلیان
যোগার	گودام.
যোগার	محفوظ
সর্বনাশ	کھنڈر
সর্বনাশ	تنزل
সর্বনাশ	ذریعہ-
সর্বনাশ	ڈولتی
সর্বনাশ	اثر
সর্বনাশ	ڈولنا
কুশন	گبّھا
কুশন	توڑنا
কুশন	گدّا
কুশন	گبّھا
কুশন	توڑنا
কুশন	گدیلا
কুশন	گدّا
অসদাচরণ	ناشائستہ
ফেন্সিং	احاطہ
ফেন্সিং	تلوارچلانا
রাশিফল	زائچہ.
বগী	بگّھی.
ধ্বন্যাত্মক	صوتی
জিঙ্গার	پھبتی
ম্যাজেন্টা	شوخ
নিপ	بُکٹا
নিপ	چرانا
নিপ	(ٹھنڈ
প্রিফিক্স	non-
সেলুন	ہال
অধিভুক্তি	الحاق
গৃহপরিচারিকা	مکان
ফুঁসে	خوفناک.
ডিসচার্জ	نکاسی
ডিসচার্জ	عہدے
ডিসচার্জ	اُچھالنا
ডিসচার্জ	دستاویز
ডিসচার্জ	چھوڑنے
ডিসচার্জ	(الف)رہاکرنا
ডিসচার্জ	چکانا
ডিসচার্জ	فراغت
ডিসচার্জ	نکاسی
ডিসচার্জ	عہدے
ডিসচার্জ	اُچھالنا
ডিসচার্জ	چھوڑنا
ডিসচার্জ	برطرفی
ডিসচার্জ	دستاویز
ডিসচার্জ	چھوڑنے
ডিসচার্জ	(الف)رہاکرنا
ডিসচার্জ	چکانا
ডিসচার্জ	فراغت
সর্বোচ্চকরন	تفضیل
প্রেমিকাকে	عاشق
প্রেমিকাকে	شیدا.
পাউরুটি	نقدی
পাউরুটি	روٹی
পাউরুটি	نقدی
কেরাটিন	کھروں
কেরাটিন	پروں
কেরাটিন	پنجوں
মাস্টারপিস	شاہکار.
খিদে	بنجر
খিদে	بھوکا.
খিদে	تھڑدلا
খিদে	حریص
খিদে	کنجوس
ম্যাগনিট্রন	مقنیطرون
ম্যাগনিট্রন	میگنیٹرون.
কুঁড়েঘর	جُھگی
কুঁড়েঘর	(بعدہ
লাফানো	ارتجاع
লাফানো	جہندگی
লাফানো	ہنکارنا
শম্পা	ارفع
শম্পা	مطہرہونا.
শম্পা	برگزیدہ-
শম্পা	تطہیر
শম্পা	اعلیٰ
শম্পা	پاک
সন্ধা	شام
সেজদা	مغلوب
সেজদা	بیل)
অন্তরঙ্গতা	یگانگت
বদহজম	بدہضمی.
প্রোমো	تشہیر
প্রোমো	اشتہار.
হানিমুন	ولولہ.
পেনাল	تعزیری
দায়িত্ববান	مکلف.
দায়িত্ববান	for
অলিজিহ্ব্য	لہوی
অলিজিহ্ব্য	لہاتی
স্কীম	ترتیب
স্কীম	چال.
স্কীম	سازش
স্কীম	دستور
স্কীম	ڈھنگ
জুরে	پار
সজীবতা	تازگی
দুর্দশাগ্রস্ত	کمینہ.
দুর্দশাগ্রস্ত	منحوس
দুর্দশাগ্রস্ত	خستہ
দুর্দশাগ্রস্ত	کنٹک
ইভোলিউশন	گیس
ইভোলিউশন	کشادگی.
ইভোলিউশন	واقعات
শুনার	ماننا
শুনার	سُنایا
কস্তুরী	مُشک
স্কিমা	تجویز
স্কিমা	ترسیم.
গায়কদল	پرندوں
গোছানো	باندھنے
গোছানো	لپیٹنے
সিগার	سگار
সিগার	چرٹ
সহানুভূতির	دردمندی
প্রতিহিংসা	انتقام
প্রতিহিংসা	بدلہ.
হটাৎ	معاً
হটাৎ	فوراً
হটাৎ	یکبارگی
জেলিফিশ	ڈھیلا
জেলিফিশ	کمزور
গজব	غضب.
গজব	قہر
গজব	غضب.
প্যারেন্ট	جدّاعلیٰ.
প্যারেন্ট	پُرکھا
প্যারেন্ট	بانی
প্যারেন্ট	موجد
প্যারেন্ট	جڑ
প্যারেন্ট	اصل
শালীনতার	مروّجہ
অ্যাসিটোন	ch₃coch₃
ধাঁধাঁ	مشکل
ধাঁধাঁ	معمّا
ধাঁধাঁ	چیستاں
ধাঁধাঁ	بجھارت.
ডুয়েট	مکالمہ.
ধমক	ڈانٹنا
ম্যাশ	گوندی
ম্যাশ	لگدی
ম্যাশ	لوندا
দোযখ	تماشا
দোযখ	دارالمحن
দোযখ	جہنم.
দোযখ	تماشا
দোযখ	دارالمحن
দোযখ	دوزخ
দোযখ	جہنم.
শস্যাগার	ڈھنڈار
সিনাগগ	کنیسہ
উম	اوں
কদাকার	دشوار
কদাকার	بھونڈا
কদাকার	پھوہڑ.
কদাকার	دشوار
কদাকার	بھونڈا
কদাকার	پھوہڑ.
কদাকার	بھدّا
স্টীম	ahead
স্টীম	(بعدہ
স্টীম	بخار
অসংযত	مہمل
অসংযত	مہنگا
অসংযত	گراں
মুড	امر
মুড	بدمزاجی.
মুড	بیزاری
লুকানোর	حجاب
লুকানোর	روپوشی
লুকানোর	اخفا.
লুকানোর	پوشیدگی
মাসল	پٹّھا
মাসল	قوت.
মাসল	پٹّھا.
মাসল	مچھلی.
মাসল	پٹّھا
মাসল	عضلہ
মাসল	قوت.
মাসল	پٹّھا.
মাসল	مچھلی.
অনাবশ্যক	فالتو
অনাবশ্যক	حشو
অনাবশ্যক	فاضل
ভীর	راستہ
ভীর	رویہ
ভুমিকম্প	ہنگامہ.
ভুমিকম্প	ہلچل
ভুমিকম্প	ہنگامہ.
ভুমিকম্প	ہلچل
ভুমিকম্প	زلزلہ
আত্মবিশ্বাসের	جرأتمندی.
সোরিয়াসিস	قوبا
সোরিয়াসিস	چنبل.
পাইনের	رینجھنا.
দুর্নীতিবাজ	(متن
দুর্নীতিবাজ	سڑا.
দুর্নীতিবাজ	گندا
মেডিটেশন	استغراق
ধোঁয়াটে	ابرک
ধোঁয়াটে	راسخ
ধোঁয়াটে	پکّا
ধোঁয়াটে	مضبوط
ধোঁয়াটে	ارادہ
ধুলোর	دھرتی
ধুলোর	چھڑکنا
ধুলোর	فساد
ধুলোর	انتشار
ধুলোর	غبار
ধুলোর	بُرکنا
ধুলোর	زمین
খুঁত	چوٹ
খুঁত	دھاری.
খুঁত	خراش
খুঁত	دھاری
খুঁত	داغ
খুঁত	چوٹ
খুঁত	دھاری.
খুঁত	خراش
খুঁত	دھاری
খুঁত	غبی
খুঁত	عیبی
খুঁত	نامکمل
খুঁত	خراب.
খুঁত	قاصر.
খুঁত	ناقص
খুঁত	تشنہ
এনসাইন	پرچم
খাবে	قلیل
খাবে	at
খাবে	رگڑ
খাবে	ستانا
খাবে	نگلنا
খাবে	چبانا
পেরেকের	مینح
পেরেকের	کیل
দরিদ্রতা	کمی.
দরিদ্রতা	کمتری
দরিদ্রতা	کمینگی.
দরিদ্রতা	مفلسی
দরিদ্রতা	کمی.
দরিদ্রতা	غریبی
দরিদ্রতা	ناداری
দরিদ্রতা	کمتری
দরিদ্রতা	کمینگی.
দরিদ্রতা	مفلسی
ভারা	ڈھانچا
ছুরিকাঘাত	احساسات
ছুরিকাঘাত	شہرت
ছুরিকাঘাত	کوشش
ছুরিকাঘাত	آزمائش.
ভোগান্তি	ابتلا
ভোগান্তি	مصیبت
সোফা	صوفہ
মরি	from
মরি	اکتانا
মরি	تمام
সরলতর	کھولنا
আপস	تصفیہ
আপস	سمجھوتا
স্টেটমেন্ট	اعلان.
জামির	گلگل
উত্কৃষ্ট	حسین
উত্কৃষ্ট	لطیف.
উত্কৃষ্ট	حسین
উত্কৃষ্ট	نفیس
উত্কৃষ্ট	لطیف.
আবেগী	جذباتی
গলগন্ড	غوتر.
গলগন্ড	گھینگا
গলগন্ড	غوتر.
কনস্ট্যান্ট	مستقل
কনস্ট্যান্ট	جاری
কনস্ট্যান্ট	متواتر
কনস্ট্যান্ট	مسلسل
কনস্ট্যান্ট	راسخ.
কিশমিশ	کشمش-
স্কচ	پالا.
স্কচ	کچوکنا.
স্কচ	چرکا.
স্কচ	اڑنگا.
স্কচ	گھائو
নীড়	گھونسلا
নীড়	آرام
নীড়	جھنڈ.
নীড়	آشیانہ.
প্যারাবোলা	مکافی
স্ট্র্যাপ	تسمہ
স্ট্র্যাপ	کسنا.
স্ট্র্যাপ	دستکہ.
ফ্লাস্ক	powder-flask
ফোকাসের	ماسکی.
শ্রমসাধ্য	بھّدا
শ্রমসাধ্য	مستحکم
আফ্রোদিজিয়াক	مبہی.
বাধিত	ممنون
থেরাপিউটিক	شفائی
ওয়ালনাট	اخروٹ.
সংগ্রহস্থল	برتن.
সংগ্রহস্থল	ظرف
সংগ্রহস্থল	برتن.
সংগ্রহস্থল	مخزن
সংগ্রহস্থল	ظرف
ডোনা	محبوبہ.
ডোনা	عورت
মঙ্গলজনক	مسعود
মঙ্গলজনক	موافق.
