ve	और
ifade	एक्स्प्रेस
ifade	वक्तव्य
ifade	स्टेटमेंट
ifade	कथन
ifade	बयान
ifade	गवाही
ifade	एक्सप्रेशन
ifade	अभिव्यक्ति
şey	बात
rol	भूमिका
rol	भूमिकाएँ
islam	इस्लामिक
islam	इस्लामी
islam	इस्लाम
islam	islam
rapor	रिपोर्ट
rapor	रपट
kullanılır	प्रयुक्त
yerel	स्थानीय
yerel	लोकल
yönetim	प्रबंधन
yönetim	प्रबन्धन
yönetim	प्रशासन
yönetim	शासन
video	विडियो
video	video
video	वीडियो
video	वीडियोज़
video	वीडियो
kurulan	स्थापित
kurulan	स्थापित
kurulan	संस्थापित
beş	पांच
beş	पाँच
altı	छक्के
altı	छः
altı	छक्का
altı	छह
final	फ़ाइनल
final	अंतिम
final	फाइनल
final	फाइनल
forma	यूनिफॉर्म
forma	यूनिफार्म
forma	वर्दी
forma	जर्सी
dizi	श्रेणी
dizi	ऐरे
dizi	सरणी
dizi	क्रम
dizi	अनुक्रम
şeklinde	तराशा
gerekli	जरुरी
gerekli	अनिवार्य
gerekli	आवश्यक
gerekli	जरूरी
gerekli	अनिवार्य
iklim	जलवायु
ayrı	जुदा
ayrı	अलग
ayrı	जुदा
ayrı	अलग
ayrı	पृथक
ayrı	अलावा
veri	आँकड़ा
veri	डाटा
veri	डेटा
veri	आंकड़ा
şampiyonası	चैम्पियनशिप
şampiyonası	चैंपियनशिप
yerleşim	आवासीय
yerleşim	अधिवास
yerleşim	निपटान
yerleşim	उपनिवेश
yerleşim	ख़ाका
yerleşim	खाका
yerleşim	अभिन्यास
yerleşim	लेआउट
kariyeri	कैरियर
kariyeri	आजीविका
kariyeri	करियर
adet	अवधि
adet	काल
yaz	लिखे
yaz	लिखें
yaz	summer
yaz	ग्रीष्म
yaz	गर्मियों
yaz	गर्मी
yaz	गर्मियाँ
kuvvetleri	बलों
kuvvetleri	शक्तियां
tespit	डिटेक्शन
göz	ब्राउज़
göz	निगाहों
göz	आँखे
göz	आंखें
göz	आँखें
göz	नेत्र
göz	आँख
göz	आंख
göz	नजर
mö	मू
televizyon	टेलीविजन
televizyon	टीवी
televizyon	दूरदर्शन
televizyon	टेलीविज़न
galatasaray	लिवरपूल
sezonu	मौसम
sezonu	ऋतु
yayın	प्रसारण
yayın	ब्रॉडकास्ट
yayın	प्रकाशन
yayın	प्रकाशन
karasal	स्थलीय
durum	स्टेटस
durum	स्थिति
durum	प्रस्थिति
durum	औकात
durum	परिस्थिति
durum	स्थिति
durum	हालात
durum	हालत
durum	स्थिति
durum	शर्त
durum	कंडीशन
yıldız	तारकीय
yıldız	तारा
yıldız	तारे
yıldız	तारक
yıldız	तारों
yıldız	स्टार
yıldız	तारों
yıldız	तारे
yıldız	सितारे
yıldız	तारें
yıldız	सितारों
gelenek	परम्पराओं
gelenek	परंपराएं
gelenek	परंपराओं
gelenek	परम्परा
gelenek	परंपरा
nasıl	केसे
nasıl	कैसे
nasıl	कैसा
idi	ईदी
tip	क़िस्म
tip	प्रकार
city	शहर
city	सिटी
city	नगर
mücadele	लड़
mücadele	झगडा
mücadele	लड़ाई
mücadele	लड़ो
mücadele	संघर्ष
yeri	लोकेशन
yeri	अवस्थिति
yeri	स्थान
yardımcı	सहायक
yardımcı	डिप्टी
yıllık	वार्षिक
yıllık	वार्षिक
yıllık	सालाना
kız	बहनें
kız	बहनो
kız	बहनों
kız	लडकी
kız	लड़की
kız	gal
cumhuriyet	राष्ट्रमंडल
cumhuriyet	cumhuriyet
cumhuriyet	रिपब्लिकन
cumhuriyet	गणराज्य
cumhuriyet	गणतंत्र
bağımsız	इंडी
bağımsız	स्वतंत्र
bunlar	ये
yanlış	गलत
yanlış	गलत
yanlış	ग़लत
yanlış	गलत
al	लें
al	ले
al	लो
al	पाएँ
al	मिलेंगी
kurulu	बोर्ड
kurulu	बिसात
kurulu	फलक
kurulu	स्थापित
kurulu	संस्थापित
msj	मैसेज
msj	मेसेज
gerçek	असली
gerçek	यथार्थ
gerçek	रीयल
gerçek	वास्तविक
gerçek	रियल
gerçek	सच
gerçek	सही
gerçek	सच्चा
gerçek	तथ्य
gerçek	फैक्ट
gerçek	सत्य
gerçek	सच
gerçek	सच्चाई
ses	ध्वनि
ses	आवाज
ses	वॉइस
ses	आवाज़
ses	आडियो
ses	ऑडियो
ses	शोर
ses	शोरगुल
ses	रव
ses	आवाज
ses	वाल्यूम
ses	आयतन
ses	आवाज़
david	डेविड
david	दाउद
rock	शैल
rock	रॉक
rock	चट्टान
milli	राष्टीय
milli	राष्ट्रीय
milli	नेशनल
kitap	बुक
kitap	किताबे
kitap	पुस्तक
kitap	किताब
kitap	पुस्तकें
kitap	पुस्तकों
kitap	किताबें
kitap	किताबे
uefa	यूईएफए
temsil	प्रतिनिधित्व
ten	चमड़ी
ten	त्वचा
ten	स्किन
world	दुनिया
world	विश्व
world	जग
world	संसार
ödülleri	पुरस्कार
ödülleri	पुरस्कारों
ödülleri	पुरस्कार
ödülleri	इनाम
ödülleri	पुरस्कार
with	साथ
saat	घड़ियाँ
saat	घंटा
saat	घड़ी
saat	क्लॉक
güneş	सूरज
güneş	रवि
güneş	सन
güneş	सूर्य
güneş	धूप
güneş	सनशाइन
güneş	सौर
yazarı	रचयिता
yazarı	लेखक
san	सान
san	सैन
kaldı	शेष
kaldı	बाकी
kaldı	रुके
kaldı	ठहरे
iii	तृतीय
iii	iii
bakanı	मंत्री
modern	आधुनिक
siyasi	राजनीतिक
siyasi	राजनैतिक
benzer	समान
krallık	हुकूमत
krallık	किंगडम
doğal	स्वाभाविक
doğal	कुदरती
doğal	प्राकृतिक
inşa	बिल्डिंग
inşa	भवन
inşa	बिल्ड
inşa	निर्माण
inşa	बनवाया
inşa	बनवाई
inşa	निर्मित
doğdu	जन्म
doğdu	जन्मे
doğdu	born
yeterli	पर्याप्त
ortak	शरीक
ortak	साझेदार
ortak	साथी
ortak	पार्टनर
ortak	साझेदार
ortak	संगी
michael	माइकल
londra	लंदन
türü	घराना
türü	विधा
türü	क़िस्म
türü	प्रकार
başkanlığı	प्रेसीडेंसी
başkanlığı	प्रेसिडेंसी
başkanlığı	अध्यक्षता
göç	करणों
göç	प्रवास
göç	माइग्रेशन
göç	आव्रजन
james	जेम्स
as	इक्के
as	हैंग
as	ऐस
as	इक्का
bakanlığı	मंत्रालय
kurulmuştur	स्थापित
van	वान
van	वैन
logo	लोगो
logo	लोगो
örnek	नमूना
örnek	उदाहरण
kemal	कमल
kemal	kamal
durumu	स्टेटस
durumu	स्थिति
durumu	प्रस्थिति
durumu	औकात
durumu	हालत
durumu	स्थिति
durumu	शर्त
durumu	कंडीशन
israil	इज़राइल
israil	इजरायल
israil	इसराइल
israil	इसराईल
veren	दाता
kırmızı	लाल
kırmızı	रेड
yönetmen	निर्देशक
yönetmen	निदेशक
yönetmen	निर्देशित
yönetmen	फिल्मकार
ön	अग्र
ön	सामने
atatürk	अतातुर्क
atatürk	अतातुर्क
tipi	क़िस्म
tipi	प्रकार
araştırma	पूछताछ
araştırma	पूछताछ
araştırma	अनुसंधान
araştırma	शोध
orijinal	मूल
orijinal	मौलिक
orijinal	असली
orijinal	मूल
avusturya	आस्ट्रिया
avusturya	ऑस्ट्रिया
yardım	सहायता
yardım	मदद
yardım	सहायता
serbest	release
serbest	रिलीज़
serbest	रिलीज
serbest	फ्रीस्टाइल
serbest	निशुल्क
serbest	मुफ्त
serbest	मुक्त
serbest	फ्री
serbest	आजाद
serbest	फ़्री
değer	मानों
değer	मान
değer	लायक
değer	मूल्य
değer	मान
oranı	दर
oranı	रेट
oranı	अनुपात
şarkıcı	singer
şarkıcı	गायक
şarkıcı	सिंगर
destek	समर्थन
destek	सहायता
destek	support
destek	बैकअप
bugün	आज
single	अकेला
single	एकल
single	single
single	सिंगल
hafta	हफ्ते
hafta	सप्ताह
hafta	हफ्ते
hafta	सप्ताह
ekonomik	आर्थिक
ekonomik	किफायती
ekonomik	अर्थव्यवस्था
adam	guy
adam	एडम
adam	आदम
adam	पुरुष
adam	मनुष्य
adam	मैन
adam	आदमी
adam	इन्सान
adam	man
it	पुश
it	दबाएँ
it	धक्का
kendisi	खुद
etkili	कुशल
etkili	प्रभावी
resmî	अधिकारी
resmî	सरकारी
resmî	आधिकारिक
nehri	नदी
hizmet	सेवाएँ
hizmet	सेवाएं
hizmet	सेवा
düzenlenen	आयोजित
güçlü	मजबूत
güçlü	मज़बूत
güçlü	बलवान
güçlü	दमदार
güçlü	शक्तिशाली
güçlü	संचालित
asya	एशियाई
asya	एशिया
yolu	पथ
yolu	पाथ
girdi	इनपुट
girdi	डाला
girdi	एन्ट्री
girdi	एंट्री
girdi	प्रविष्टि
sayı	अंक
sayı	स्कोर
sayı	संख्या
sayı	नंबर
sayı	क्रमांक
çalışma	अध्ययन
çalışma	पढ़ाई
çalışma	कार्यालय
çalışma	काम
çalışma	कार्य
yıllar	सालों
yıllar	वर्ष
yıllar	साल
yıllar	वर्षों
yıllar	सालो
hukuk	कानून
hukuk	विधि
roman	रोमन
roman	उपन्यास
roman	अनोखा
ilan	विज्ञापन
başlık	शीर्षक
başlık	शीर्षक
başlık	कैप्शन
başlık	शीर्षक
başlık	शीर्षक
robert	राबर्ट
robert	रॉबर्ट
sürekli	निरंतर
sürekli	लगातार
sürekli	सतत
sürekli	निरन्तर
kral	राजा
kral	बादशाह
kral	किंग
sonrasında	बाद
hatta	सम
hatta	भी
aile	फैमिली
aile	परिवार
metre	मीटर
metre	मीटर
metre	मीटर
metre	मीटर
basketbol	बास्केटबॉल
basketbol	बास्केट
kullanımı	प्रयोग
kullanımı	उपयोग
kullanımı	उपयोग
vardı	था
sovyet	सोवियत
kıbrıs	साइप्रस
ticaret	वाणिज्य
ticaret	कॉमर्स
ticaret	व्यापार
ticaret	व्यवसाय
ticaret	बिज़नेस
ticaret	दुकानदारी
ticaret	व्यापार
ticaret	कारोबार
ticaret	व्यापार
can	बेल
can	घंटी
