категорија	categorie
врати	deuren
померанија	pommeren
чело	voorhoofd
чело	cello
девица	virgo
девица	maagd
девица	virgin
девица	maagd
девица	maagden
самата	haarzelf
константин	konstantin
константин	constantijn
константин	constantine
ѕвезда	ster
ѕвезда	star
паша	pasja
економски	economische
економски	economisch
економски	economisch
можеби	misschien
можеби	misschien
зборува	praten
зборува	pratende
зборува	spreekt
москва	moskou
фудбалер	voetballer
фудбалер	profvoetballer
коло	colo
коло	circuit
коло	kolo
производи	producten
производи	produkten
причина	reden
причина	rede
унија	union
унија	vakbond
унија	unie
наука	wetenschap
наука	wetenschappen
работел	werkte
работел	gewerkt
пишува	schrijft
живееле	woonde
живееле	leefde
живееле	leefden
освои	gewonnen
освои	won
ново	novo
ново	nieuw
ново	nieuwe
науки	wetenschap
науки	wetenschappen
науки	wetenschappen
исфрлен	verdreven
исфрлен	weggestuurd
исфрлен	uitgezet
исфрлен	uitgeworpen
исфрлен	uitgegooid
автор	auteur
автор	schrijver
охрид	ohrid
лансиран	gelanceerd
украина	oekraïne
тема	topic
тема	onderwerp
тема	thema
тема	onderwerp
тема	proefpersoon
тема	subject
турски	turkse
турски	turks
династија	dynastie
династија	dynasty
територии	gebieden
територии	gebiedsdelen
стефан	stefan
стефан	stephan
промена	veranderen
промена	wijziging
промена	wijzigen
промена	verandering
промена	veranderingen
лице	gelaat
лице	aangezicht
лице	gezicht
лице	face
океанија	oceanië
седум	seven
седум	zeven
напад	attack
напад	aanvallen
напад	aanval
напад	geweldpleging
напад	mishandeling
напад	aanval
наклонетост	affectie
наклонетост	genegenheid
наклонетост	neiging
носач	drager
носач	vervoerder
носач	carrier
станала	werden
станала	werd
станица	station
структура	structuur
процесот	proces
процесот	verwerken
планини	bergen
мажи	mannen
статус	status
градби	gebouwen
градби	structuren
науката	wetenschap
науката	wetenschappen
филип	phillip
филип	philip
филип	filips
филип	philippe
филип	filip
романија	roemenië
романија	roemenie
орбитални	orbitale
џорџ	joris
џорџ	george
сателитите	satellieten
претставуваат	vertegenwoordigen
претставуваат	poseren
претставуваат	pose
претставуваат	poseren
света	sveta
света	heilige
света	heilig
света	heilige
света	geheiligd
света	heilige
света	heilig
света	holy
света	hagia
анхалт	anhalt
слични	vergelijkbaar
слични	vergelijkbare
слични	soortgelijk
слични	soortgelijke
слични	gelijkaardig
соработка	medewerking
соработка	samenwerking
соработка	medewerking
соработка	samenwerking
камен	steen
камен	natuursteen
камен	stone
камен	stenen
камен	rotsen
камен	rots
камен	steen
камен	rock
заврши	finish
заврши	voltooien
заврши	afmaken
заврши	afwerking
заврши	voltooid
заврши	voltooide
заврши	afgerond
заврши	ingevuld
заврши	voltooid
заврши	afgewerkt
заврши	klaar
заврши	afgewerkte
заврши	gedaan
заврши	done
заврши	klaar
грб	crest
грб	embleem
грб	terug
грб	rug
грб	back
египет	egypte
радио	radio
негова	zijn
поддршка	ondersteuning
поддршка	steun
поддршка	support
поддршка	ondersteunen
управување	managen
управување	beheren
управување	beheer
управување	management
управување	stuurinrichting
управување	bestuur
управување	governance
купот	stapels
купот	stacks
покраината	provincie
истовремено	tegelijk
истовремено	tegelijkertijd
истовремено	gelijktijdig
религија	religie
религија	godsdienst
индекс	index
индекс	indexcijfer
индекс	indexeren
остров	eiland
граница	grens
граница	begrenzing
граница	grens
езерото	meer
видео	filmpje
видео	video
поет	dichter
ќерка	dochter
албуми	albums
делчев	deltsjev
слично	vergelijkbaar
слично	vergelijkbare
слично	soortgelijk
слично	soortgelijke
слично	gelijkaardig
слично	evenzo
текст	tekst
берлин	berlijn
димитар	dimitar
коса	haar
коса	haren
коса	haartjes
коса	hair
сонцето	zon
сака	wil
сака	houdt
сака	liefdes
директно	rechtstreeks
директно	direct
истите	hetzelfde
истите	zelfde
истите	same
зеланд	zeeland
ирска	ierland
семејства	families
семејства	gezinnen
писатели	schrijvers
одбрана	verdediging
одбрана	defensie
одбрана	verdedigen
одбрана	verdediging
одбрана	verweerschrift
одбрана	defensie
одбрана	verweer
римски	roman
римски	romeinse
римски	romeins
национално	nationaal
национално	nationale
национално	nationaal
независност	zelfstandigheid
независност	onafhankelijkheid
независност	independence
независност	onafhankelijk
броеви	getallen
броеви	nummers
броеви	aantallen
стане	wordt
стане	word
стане	worden
администрација	administratie
администрација	toediening
