цинка	جست
бланк	جون
бланк	قاعدہ
бланк	روایت.
бланк	جنس
бланк	بنانا.
бланк	سدھانا.
бланк	حُلیہ
бланк	نقشہ
бланк	خاکہ
бланк	ذات.
бланк	قسم
бланк	جماعت
бланк	ضابطہ
бланк	کلاس.
бланк	رسم
бланк	گھڑنا.
бланк	بولنا.
бланк	پیرایہ
бланк	جون
бланк	قاعدہ
бланк	روایت.
бланк	جنس
бланк	بنانا.
бланк	سدھانا.
бланк	حُلیہ
бланк	نقشہ
бланк	خاکہ
бланк	ذات.
бланк	قسم
бланк	جماعت
бланк	ضابطہ
бланк	کلاس.
бланк	رسم
бланк	گھڑنا.
бланк	بولنا.
бланк	پیرایہ
бланк	شکل
светского	مذہبی
светского	روحانی
игрушка	مثل
игрушка	نمونہ
игрушка	شبیہہ
громкий	طرز
громкий	چیختے
громкий	اونچا
громкий	شوخ
громкий	تیز
громкий	بھڑکیلا
чашу	گیند
расскажите	ظاہر
расскажите	ظاہر
расскажите	کہنا
терапевт	معالج
утрата	گمشدگی.
утрата	نقصان
утрата	گمشدگی.
утрата	نقصان
утрата	گھاٹا
утрата	ضرر
дафф	کھوٹا.
дафф	نقلی
дафф	شکستہ-
ладони	ہتھیلی
фургон	چھڑلا.
фургон	چھاج
фургон	ہراول.
прозрачность	منشا
прозрачность	شیشئی
прозрачность	بہانہ
прозрачность	کھرا
прозрачность	غرض
прозрачность	نمایاں
прозрачность	منشا
прозрачность	شفّاف
прозрачность	شیشئی
прозрачность	بہانہ
прозрачность	کھرا
прозрачность	غرض
прозрачность	نمایاں
прозрачность	شفافیت
прозрачность	زجاجیہ.
спросите	پوچھنا
коктейль	ملغوبہ
коктейль	مخلوطہ.
дефект	کسر.
дефект	دھبّا
дефект	عیب
дефект	نقص
дефект	داغ.
дефект	کسر.
дефект	دھبّا
дефект	عیب
дефект	کوتاہی
дефект	نقص
дефект	داغ.
проценты	تناسب.
проценты	دلچسپی
проценты	منافع
проценты	بیاج.
проценты	سُود
проценты	دلچسپی
проценты	فائدہ
проценты	منافع
проценты	بیاج.
перестрелке	مچیٹا.
мишень	مدّعا-
мишень	نشانہ
мишень	مقصود
мишень	مدّعا-
мишень	ہدف
мишень	نشانہ
мишень	مقصود
обет	عہد
обет	قسم
сильвер	سیم
сильвер	نقرہ
сильвер	نقدی.
сильвер	پکنا.
сильвер	نقرئی
сильвер	سفید
сильвер	زیورات
сильвер	سیم
сильвер	چاندی
сильвер	نقرہ
сильвер	نقدی.
сильвер	پکنا.
сильвер	نقرئی
сильвер	سفید
сильвер	زیورات
изнасилования	توڑیا
изнасилования	دھاوا
изнасилования	لوٹنا.
изнасилования	تاراجی.
симметрия	معادلت
симметрия	زرریشوں
симметрия	معادلت
симметрия	زرریشوں
симметрия	تشاکُل
логическое	معقول
логическое	مربوط
логическое	صحیح
логическое	استدلالی
логическое	منطقی
логическое	معقول
логическое	مربوط
логическое	صحیح
логическое	استدلالی
приемлемым	کافی
обезьяна	دھمس.
обезьяна	بندر
обезьяна	دھمس.
обезьяна	بُوزنہ
обезьяна	چمپانزی
хизер	اریکا.
жара	تابستان.
жара	تابش
жара	غصہ
жара	تپ
жара	غضب.
жара	چرچراہٹ
жара	بھڑکانا
жара	گرمانا.
жара	حدت
жара	تابستان.
жара	تابش
жара	غصہ
жара	تپ
жара	غضب.
жара	چرچراہٹ
жара	تپانا
жара	بھڑکانا
жара	گرمانا.
жара	حدت
карпентер	نجّار
карпентер	بڑھئی
карпентер	ترکھان
фермер	کاشتکار
сияние	تابناکی
сияние	درخشندگی
тиран	ظالم
коко	ناریل
годовщина	برسی
годовщина	سالگرہ
периодичность	تکرار
периодичность	ارتعاش
периодичность	اہتزاز
периодичность	تعدّد
периодичность	باریاں.
периодичность	دورانیت
жаловаться	گلہ
жаловаться	کراہنا
жаловаться	شکایت
жаловаться	شکوہ
потенциальная	صلاحیت.
потенциальная	امکان
рыбка	فقاری
рыбка	مچھلی
рыбка	فقاری
рыбка	پُراسرار.
рыбка	مشتبہ
величество	دبدبہ
величество	جلالت
стипендия	مواخات
стипендия	ٹولی
стипендия	ساجھا
стипендия	جماعت
стипендия	دوستی
стипендия	برادری
стипендия	ہمدمی
стипендия	رفاقت
стипендия	مواخات
стипендия	ٹولی
стипендия	وظیفہ
стипендия	ساجھا
стипендия	جماعت
стипендия	دوستی
стипендия	برادری
стипендия	ہمدمی
стипендия	رفاقت
стипендия	وظیفہ
долли	dolly-bird
совокупная	مجتمع
совокупная	روڑی
совокупная	شامل
рану	گھاؤ.
рану	گھاؤ.
рану	زخم
палатки	خیمہ
четвертое	چوتھا
четвертое	چہارم.
регулятор	ضابط
регулятор	قبضہ
регулятор	قابو
регулятор	گرفت
роковой	اہم
роковой	طے
роковой	مقدر
влечение	مثلًا:
влечение	(الف)کشش
стерлинг	معتبر
стерлинг	معیاری
стерлинг	کھرا
цепочку	سلسلہ
цепочку	ترتیب
цепочку	دکانوں
цепочку	ہوٹلوں
цепочку	جکڑنا
цепочку	چینل
цепочку	روک
цепочку	پابند
цепочку	قطار
скифов	تورانی.
нерв	مچھلی.
нерв	عضلہ
нерв	بہادری
нерв	رگ
нерв	مچھلی.
нерв	عضلہ
нерв	بہادری
диван	صوفہ
диван	تاننا.
диван	صوفہ
откровение	الہام
хук	پنجہ.
хук	جال.
хук	چرانا
хук	آنکڑا.
хук	درانتی
хук	پھندا
бессмертный	جاودانی
бессмертный	لازوال
бессмертный	خداوندی.
допустимых	معقول
косвенное	ذیلی
косвенное	پنہاں
банкротом	عاری
сравнительный	ضمنی
сравнительный	اضافی
сравнительный	مقابلے
сравнительный	قب:
брошюра	کتابچہ
кражи	سرقہ.
кражи	چوری
кражи	سرقہ.
страшная	ڈرائونا.
страшная	مہیب
честное	واقعی.
честное	مخلص.
честное	دھوکے
честное	خالص
честное	مخلصانہ
рациональное	سہل
рациональное	عاقل.
рациональное	سہل
рациональное	عاقل.
рациональное	عقلی
рациональное	معقول
инн	سرائے
поэтика	شعریات
пантеон	مقبول
семантика	معنیات.
заявитель	مستغیث.
заявитель	مدعی
заявитель	مستغیث.
заявитель	فریادی
заявитель	مدعی
заявитель	سائل
очищения	تطہیر
очищения	تزکیہ
ценное	قیمتی
говори	گفتگو
говори	بولنا
говори	(بندوق
брюки	پاجامہ.
мистик	علامتی.
мистик	مخفی.
мистик	باطنی
мистик	مراقبہ
мистик	عارفانہ
мистик	روحانی.
мистик	صوفی
мистик	رمزیہ
мистик	صوفیانہ
мистик	عارف
мистик	سالک
мистик	سرّی
мистик	کرشمہ
холт	قبضہ
холт	پکڑ.
холт	گرفت
порох	سفوف
порох	سفیدہ.
порох	پاؤڈر
централизации	ارتکاز
централизации	ارتکاز
централизации	مرکزیت
платежи	انعام
платежи	فدیہ.
платежи	تاوان
платежи	صلہ
страшные	ڈرائونا.
страшные	مہیب
реформатор	مصلح
продовольственной	خوراک
продовольственной	آہار.
продовольственной	غذا
умеренные	معقول
предполагаемых	گفتہ
опасная	مخدوش.
опасная	خطرناک
опасная	مخدوش.
аннотации	توضیح
двенадцатый	بارہواں
двенадцатый	ترتیب
двенадцатый	پارہ.
лечебные	مادّہ)
честность	ایمانداری
честность	نیکی.
честность	گول
честность	سچائی
честность	کھراپن.
перспективный	متوقع
опеки	پڑھائی.
опеки	تعلیم
опеки	سبق
опеки	تولیت
опеки	ہدایت
гормоны	مہیّجہ
гормоны	ہارمون.
бобы	سر
бобы	منڈیا
панику	دہشت
лояльность	وفاداری
качественное	صفاتی
роговицы	قرنیہ.
роговицы	قرنیائی
тринадцатый	سیزدہم
тринадцатый	تیرھواں
тринадцатый	سیزدہم
посетитель	گاہک.
посетитель	خریدار
палм	ہتھیلی
вакцины	جدرینی.
девятая	نواں.
систематический	عادی
систематический	باقاعدہ
занятость	نوکری
занятость	مشغولیت
занятость	مصروفیت
занятость	نوکری
занятость	مشغولیت
занятость	روزگار
занятость	مصروفیت
свинец	آگے
свинец	مثال
свинец	مختار
свинец	آگے
свинец	رصاص
свинец	مثال
свинец	مختار
поверхностные	معمولی
поверхностные	سرسری
поверхностные	سرسری-
поверхностные	سطحی
поверхностные	معمولی
поверхностные	اوچھا
поверхностные	اُتھلا
поверхностные	اُوپری
поверхностные	سرسری
поверхностные	سرسری-
лаки	چست
лаки	مناسب
лаки	درست
лаки	سعد
лаки	موافق.
лаки	بھاگوان
лаки	چست
лаки	مناسب
лаки	درست
лаки	سعد
лаки	موافق.
восторг	پُرلطف
восторг	شادمانی.
арифметика	ہندسہ
арифметика	ریاضی
беспроводной	لاسلکی.
аргентинская	نقرئی
аналитик	محلل
заражение	چھوت
заражение	تعدیہ
провайдер	دینے
провайдер	کفیل.
клевета	بہتان
упаковка	باندھنے
упаковка	لپیٹنے
упаковка	مراعات
упаковка	مصنوعات
скромно	فروتنی
скромно	رتبہ
скромно	معمولی
скромно	وقعت
скромно	گرانا
скромно	حقیر
скромно	کِہین
скромно	عاجزی
скромно	تحقیر
мука	آرد
мука	آٹا
роу	چکارا.
бутылку	ہمت
бутылку	بوتل
бутылку	ہمت
обмана	چکمہ
обмана	بہکانے
обмана	بناوٹ.
обмана	جعل
мягкое	ہلکی
мягкое	آسان
мягкое	لکیر
мягкое	عریاں.
мягкое	ڈھیلا
мягкое	حلیم.
мягкое	تیز.
мягкое	(روشنی
мягкое	چکنا
мягкое	دُھندلا.
мягкое	کمزور
мягкое	دبّو
мягкое	خوشگوار
мягкое	ملائم
мягкое	لطیف
мягкое	(خط
мягкое	(انداز
мягкое	گداز
мягкое	بھیگا
мягкое	احمقانہ
мягкое	معتدل
мягкое	نرمی
мягкое	(کرنسی
мягкое	آہستگی
мягкое	ہلکی
мягкое	آسان
мягкое	لکیر
мягкое	عریاں.
мягкое	ڈھیلا
мягкое	حلیم.
мягкое	تیز.
мягкое	(روشنی
мягкое	چکنا
мягкое	دُھندلا.
мягкое	کمزور
мягкое	ہلکا
мягкое	دبّو
мягкое	خوشگوار
мягкое	ملائم
мягкое	نرم
мягкое	لطیف
мягкое	(خط
мягкое	(انداز
мягкое	گداز
мягкое	بھیگا
мягкое	احمقانہ
мягкое	معتدل
мягкое	نرمی
мягкое	(کرنسی
мягкое	آہستگی
воображения	متخیلہ
воображения	سوچنے
неофициальных	معمولی
петух	دوست
петух	فضول
петух	بیہودہ
петух	کھڑا
петух	ذکر
петух	رفیق.
отопление	گرماؤ
наводнений	(بارش
наводнений	جوار
наводнений	سمندر.
наводнений	اُچھال.
наводнений	طغیانی
наводнений	سینچنا
наводнений	دریا
наводнений	نہر
наводнений	مد
здоровый	ہمدردانہ.
здоровый	مددگار
подушки	گبّھا
подушки	توڑنا
подушки	گدّا
подушки	گبّھا
подушки	توڑنا
подушки	گدیلا
подушки	گدّا
визы	ویزا
преступные	قبیح.
преступные	مذموم
преступные	مجرم
забастовку	پانا
забастовку	(بعدہ
забастовку	سوجھنا-
забастовку	ٹکرانا
покупатель	گاہک.
покупатель	مشتری
покупатель	گاہک.
покупатель	خریدار
покупатель	مشتری
покупатель	گاہک.
покупатель	خریدار
суровые	متشدد
суровые	انتہائی
суровые	بڑا
суровые	جابر
суровые	سادہ
суровые	زبردست
суровые	کڑا
суровые	متشدد
суровые	انتہائی
суровые	شدید
суровые	بڑا
суровые	جابر
суровые	سادہ
суровые	زبردست
суровые	سخت
суровые	کڑا
суровые	ناملائم
суровые	ناخوشگوار.
суровые	ظالمانہ.
суровые	درشت
суровые	ناملائم
суровые	ناخوشگوار.
суровые	ظالمانہ.
суровые	سخت
суровые	درشت
шкаф	پوشیدہ
произвола	زورازوری
басс	ریڈیو
матрицу	قالب
матрицу	سانچا
матрицу	قالب
трудность	دُشواری
подлинность	صداقت
подлинность	تصدیق
