और	и
ताजिक	таджикистана
तुमको	предъявителя
सुशोभित	украсили
स्थानापन्न	заменить
स्थानापन्न	замена
योजनाएँ	планы
समुद्रतट	пляж
समुद्रतट	пляже
समुद्रतट	beach
समुद्रतट	бич
समुद्रतट	пляжи
समुद्रतट	пляжей
समुद्रतट	морские
समुद्रतट	морской
समुद्रतट	морская
वारेन	уоррен
औरंगज़ेब	аурангзеб
