در	врата
خانواده	фамилија
میدان	квадратен
میدان	плоштад
میدان	квадрат
ویژه	посебно
ویژه	специјален
ویژه	специјално
ویژه	специјални
ویژه	посебна
ویژه	специјална
نیروهای	сили
نیروهای	силите
حوزه	поле
حمله	напад
حمله	атак
حمله	напад
ناسا	наса
ناسا	nasa
جزیره	островот
جزیره	остров
وزارت	оддел
وزارت	министерство
ساختمان	градба
ساختمان	зграда
ساختمان	градење
ساختمان	изградбата
ساختمان	градба
ساختمان	градење
ساختمان	градежништво
ساختمان	конструкција
ساختمان	изградба
درام	драмски
درام	драма
درام	тапан
درام	тапани
درصد	проценти
درصد	процент
درصد	проценти
درصد	процент
درصد	посто
مهندسی	инженерство
مهندسی	инженеринг
برنده	победи
برنده	победуваат
برنده	победа
برنده	добитник
برنده	победничка
برنده	победникот
برنده	победник
علم	науката
علم	наука
علم	науки
علم	познавање
علم	знаењето
علم	познавања
علم	знаење
علم	знаења
وقتی	кога
آبی	плава
آبی	сина
آبی	сини
آبی	блу
آبی	сино
اقتصاد	економија
اقتصاد	економија
ورزشی	атлетска
ورزشی	атлетски
ورزشی	спортска
ورزشی	спортски
ورزشی	sport
ورزشی	спорт
ورزشی	спортови
ورزشی	спортски
ورزشی	спорт
جامعه	општество
جامعه	заедница
بازار	базар
بازار	пазар
بازار	чаршија
بازار	маркет
بازار	пазар
معرفی	вовед
معرفی	воведувањето
معرفی	воведување
معرفی	запознавање
معرفی	претставување
معرفی	воведување
معرفی	воведе
معرفی	воведена
معرفی	воведен
معرفی	воведе
معرفی	воведени
مصر	египет
مصر	египетска
مصر	египетски
متن	текст
متن	контекст
متن	извор
سرعت	брзина
سرعت	брзина
طرف	страната
طرف	страна
آمد	пристигнаа
آمد	пристигнал
آمد	пристигна
آمد	дошол
آمد	дојде
آمد	дојдоа
مطرح	позира
مطرح	претставува
دهد	грантови
دهد	субвенции
سابق	поранешно
سابق	поранешни
سابق	поранешен
سابق	поранешна
سابق	бивши
پسر	дечко
پسر	момче
پسر	бој
پسر	синче
پسر	синот
پسر	синко
پسر	сине
پسر	син
دین	религија
دین	дин
دین	dean
کشت	негува
رضا	реза
سایت	site
سایت	сајт
آسمانی	небесен
آسمانی	небески
آسمانی	небесна
خیلی	многу
خیلی	pretty
خورشیدی	соларна
خورشیدی	соларни
خورشیدی	сончева
سفید	бело
سفید	бели
سفید	бел
سفید	бела
سفید	вајт
جشنواره	фестивал
بهتر	подобри
بهتر	подобра
بهتر	подобар
بهتر	подобро
بهتر	најдобар
بهتر	најдобро
بهتر	најдобри
بهتر	најдобра
بهتر	бест
فرد	поединец
فرد	индивидуален
فرد	индивидуална
فرد	индивидуа
فرد	индивидуални
فرد	чудна
فرد	чудни
فرد	чуден
فرد	чудно
فرد	фред
لندن	london
لندن	лондон
لندن	лондонски
رفت	заминати
سری	серија
سری	серии
سری	сри
سری	шри
سری	серија
باستان	древни
باستان	древно
باستان	античка
باستان	древна
باستان	антички
باستان	антика
باستان	античко
باستان	антиквитети
اسکار	оскар
اسکار	оскар
اکنون	сега
کلی	кели
کلی	кејли
کلی	глина
