το	на
εμφάνιση	приказ
τέσσερα	four
τέσσερα	четри
τέσσερα	четири
τέσσερα	четворица
εγκυκλοπαίδεια	енциклопедија
αυτοκρατορία	царство
αυτοκρατορία	империја
ώρες	часови
ώρες	саати
τίτλος	титула
τίτλος	наслов
συνθήκες	спогодби
συνθήκες	спогодбите
συνθήκες	услови
συνθήκες	околности
μελέτη	изучување
μελέτη	студијата
μελέτη	проучување
μελέτη	студија
σχολείο	училиште
σχολείο	школа
ειδικά	поготово
ειδικά	особено
ειδικά	посебно
υλικό	материјална
υλικό	материјал
κάστρο	тврдина
κάστρο	замок
κάστρο	кастро
βουλευτές	пратеници
βουλευτές	пратениците
δυτικά	запад
δυτικά	западно
δυτικά	вест
δυτικά	вестерн
δυτικά	западни
δυτικά	западна
καλά	добра
καλά	добро
καλά	добар
ανατολικά	исток
ανατολικά	источна
ανατολικά	источни
ανατολικά	источно
ανατολικά	источен
απέναντι	спротивност
απέναντι	спротивна
απέναντι	спротивно
απέναντι	спротивни
απέναντι	спротивен
συνεργασία	соработка
επιτροπή	провизија
επιτροπή	комисија
επιτροπή	комитет
επιτροπή	комитетот
επιτροπή	комисија
νίκος	никос
άνθρωποι	народ
άνθρωποι	луѓе
έφτασε	пристигнаа
έφτασε	пристигнал
έφτασε	пристигна
αρχηγός	шеф
αρχηγός	главен
αρχηγός	шефот
αρχηγός	началник
αρχηγός	лидер
αρχηγός	водач
σύνθεση	состав
σύνθεση	синтеза
προσπάθεια	обид
προσπάθεια	напор
προσπάθεια	напори
τελευταίο	последно
τελευταίο	последни
τελευταίο	последен
τελευταίο	последна
τελευταίο	последниот
απόφαση	одлука
αυτοκράτορα	императорот
αυτοκράτορα	цар
αυτοκράτορα	император
αγορά	купување
αγορά	пазар
αγορά	маркет
αγορά	пазар
πρόταση	предлогот
πρόταση	предлог
ταυτόχρονα	симултано
ταυτόχρονα	истовремено
μέρες	денови
μέρες	дена
ανακαλύφθηκε	откриени
ανακαλύφθηκε	откриено
ανακαλύφθηκε	откриена
ποσοστό	проценти
ποσοστό	процент
ποσοστό	стапка
τελική	final
τελική	финална
τελική	конечен
τελική	конечна
καθηγητής	предавач
καθηγητής	професор
καθηγητής	наставник
καθηγητής	професорка
καθηγητής	наставничка
καθηγητής	учител
καθηγητής	професор
συμβούλιο	совет
μέσο	инструмент
μέσο	инструментот
μέσο	среден
μέσο	медиум
μέσο	средно
γιάννης	јанис
γιάννης	јанис
συνέχισε	продолжи
σταθμός	станица
παράγεται	произведена
παράγεται	произведени
παράγεται	произведено
παράγεται	создадено
έρευνα	истрага
έρευνα	истражување
έρευνα	анкета
έρευνα	истражување
έρευνα	истражувања
γέννησης	раѓање
γέννησης	раѓањето
δυτική	запад
δυτική	западно
δυτική	вест
δυτική	вестерн
δυτική	западни
δυτική	западна
κωνσταντινούπολη	цариград
κωνσταντινούπολη	цариградски
κωνσταντινούπολη	константинопол
κωνσταντινούπολη	istanbul
κωνσταντινούπολη	истанбул
έννοια	значење
έννοια	концепт
απο	oд
απο	од
χαρακτήρα	карактер
χαρακτήρα	лик
χαρακτήρα	знак
αλέξανδρος	александрос
αλέξανδρος	александар
αλέξανδρος	александер
δυνατότητα	можноста
θερμοκρασία	температура
σπουδές	студираше
σπουδές	студирал
σπουδές	учела
σπουδές	студии
γενική	општи
γενική	општа
γενική	општо
γενική	генерал
οργάνωση	организација
οργάνωση	организација
μερικά	некои
χρειάζεται	потреби
όμιλος	група
όμιλος	групно
όμιλος	групни
όμιλος	групна
επιφάνεια	површина
επιφάνεια	површината
αγγλία	англија
μετάφραση	преведување
μετάφραση	превод
ρωσία	русија
ρώμη	рим
κορυφή	top
