что	อะไร
сказать	กล่าว
сказать	พูด
теме	หัวข้อ
секретарь	เลขา
секретарь	รัฐมนตรี
секретарь	เลขาฯ
секретарь	เลขาธิการ
секретарь	เลขานุการ
операция	ศัลยกรรม
операция	ผ่าตัด
художников	ศิลปิน
ситуация	สถานการณ์
создана	สร้าง
горы	ภูเขา
горы	ภูเขา
горы	ภูผา
горы	ภูเขา
выиграл	วอน
выиграл	ชนะ
считать	จำนวนนับ
считать	นับ
государство	สภาพ
государство	รัฐ
отставке	เกษียณ
другое	อื่นๆ
форма	ฟอร์ม
форма	ยูนิฟอร์ม
метро	ใต้ดิน
метро	เมโทร
масса	massa
масса	มวล
масса	ก้อน
биография	ชีวประวัติ
биография	ประวัติ
биография	ชีวประวัติ
марк	marc
марк	เครื่องหมาย
марк	มาร์ค
наука	วิทยาศาสตร์
музыкальные	มิวสิค
темы	หัวข้อ
звезды	ดวงดาว
звезды	ดารา
звезды	ดาว
построен	สร้าง
друга	friend
друга	เพื่อน
страницу	เพจ
страницу	หน้า
герои	วีรบุรุษ
герои	heroes
герои	ฮีโร่
герцог	ดุ๊ค
герцог	ดุค
герцог	ดุก
герцог	ดุ๊ก
сент	นักบุญ
сент	เซนต์
ассоциации	สมาคม
ассоциации	สมาคม
конференции	ประชุม
елена	เฮเลนา
елена	yelena
украинский	ยูเครน
особенности	คุณลักษณะ
особенности	ลักษณะ
особенности	คุณสมบัติ
непосредственно	โดยตรง
публикации	โพสต์
отношение	ท่าที
отношение	attitude
отношение	ทัศนคติ
отношение	ทัศนคติ
австрии	ออสเตรีย
австрии	ออสเตรีย
греции	กรีซ
руководство	แนวทาง
руководство	คู่มือ
руководство	ผู้นำ
руководство	คู่มือ
руководство	คู่มือ
руководство	แนวทาง
характер	สันดาน
характер	ธรรมชาติ
официальная	ทางการ
