το	os
χρησιμοποιούνται	usados
καλύτερη	melhor
καλύτερη	melhores
πολιτείες	estados
χρήστη	usuários
χρήστη	utilizador
χρήστη	usuário
πληθυσμού	população
εξουσία	autoridade
εξουσία	potência
εξουσία	energia
εξουσία	poder
εξουσία	power
καλοκαίρι	verão
καλοκαίρι	summer
παράδοση	delivery
παράδοση	entrega
παράδοση	veiculação
παράδοση	rendição
παράδοση	render
παράδοση	tradições
παράδοση	tradição
άνδρες	men
άνδρες	homens
δίνει	confere
δίνει	dá
όσκαρ	óscares
όσκαρ	oscar
όσκαρ	óscar
όσκαρ	oskar
ακριβώς	precisamente
ακριβώς	justamente
ακριβώς	exatamente
ακριβώς	exactamente
γυναίκα	mulher
γυναίκα	mulher
γυναίκα	fêmea
γυναίκα	feminino
γυναίκα	mulher
γυναίκα	esposa
κλπ	etc
περιοδικό	magazine
περιοδικό	revista
κατάλογος	pasta
κατάλογος	directório
κατάλογος	diretório
κατάλογος	lista
κατάλογος	listar
κεντρική	centrais
κεντρική	central
ακολούθησε	siga
ακολούθησε	segue
ακολούθησε	seguir
ακολούθησε	sigam
ακολούθησε	follow
ακολούθησε	seguido
ακολούθησε	seguida
ακολούθησε	seguiu
ακολούθησε	seguidos
ακολούθησε	seguiram
γλώσσες	linguas
γλώσσες	idiomas
γλώσσες	línguas
νησιά	ilhas
χρώμα	cores
χρώμα	cor
χρώμα	cores
χρώμα	cor
διεθνής	internacional
διεθνής	international
διεθνής	internacionais
αμερική	america
αμερική	américa
γυναίκες	mulheres
μονή	monastério
μονή	mosteiro
μονή	mosteiros
μονή	priorado
μονή	convento
σπούδασε	estudou
σπούδασε	estudados
σπούδασε	estudado
σπούδασε	estudada
κύρια	principais
κύρια	main
κύρια	principal
πρότυπα	modelos
πρότυπα	normas
πρότυπα	padrões
δημιουργήθηκε	criadas
δημιουργήθηκε	criada
δημιουργήθηκε	criado
δημιουργήθηκε	criados
δημιουργήθηκε	criou
μικρά	small
μικρά	pequenos
μικρά	pequeno
μικρά	pequena
μικρά	pequenas
σχέσεις	relações
σχέσεις	relacionamentos
σχέσεις	relações
εμφάνιση	mostra
εμφάνιση	espetáculo
εμφάνιση	mostrar
εμφάνιση	show
εμφάνιση	visualização
εμφάνιση	exibição
εμφάνιση	exibir
τέσσερα	four
τέσσερα	quatro
εγκυκλοπαίδεια	enciclopédia
αυτοκρατορία	empire
αυτοκρατορία	império
ώρες	horário
ώρες	horas
τίτλος	titulo
τίτλος	título
συνθήκες	tratados
συνθήκες	condições
συνθήκες	circunstancias
συνθήκες	circunstâncias
μελέτη	estudo
μελέτη	estuda
μελέτη	estude
μελέτη	estudar
σχολείο	escola
ειδικά	especialmente
υλικό	materiais
υλικό	material
κάστρο	castelo
κάστρο	castro
βουλευτές	pms
βουλευτές	deputados
βουλευτές	eurodeputados
δυτικά	west
δυτικά	ocidente
δυτικά	oeste
δυτικά	ocidental
δυτικά	ocidentais
δυτικά	western
δυτικά	oeste
καλά	boa
καλά	bom
ανατολικά	oriente
ανατολικά	leste
ανατολικά	east
ανατολικά	orientais
ανατολικά	oriental
ανατολικά	leste
ανατολικά	eastern
απέναντι	oposta
απέναντι	opostos
απέναντι	oposto
συνεργασία	cooperação
επιτροπή	comissão
επιτροπή	comitê
επιτροπή	comite
επιτροπή	comissão
επιτροπή	comité
νίκος	nikos
άνθρωποι	humanos
άνθρωποι	pessoas
άνθρωποι	povo
άνθρωποι	gente
έφτασε	chegou
έφτασε	chegaram
έφτασε	cheguei
αρχηγός	chief
αρχηγός	chefe
αρχηγός	alcaide
αρχηγός	lider
αρχηγός	leader
αρχηγός	líder
σύνθεση	composição
σύνθεση	síntese
προσπάθεια	tentativa
προσπάθεια	esforços
προσπάθεια	esforço
τελευταίο	último
τελευταίο	últimas
τελευταίο	last
τελευταίο	últimos
τελευταίο	última
εξελέγη	eleito
εξελέγη	eleita
εξελέγη	eleitos
απόφαση	decisão
αυτοκράτορα	imperador
αυτοκράτορα	imperadores
αγορά	compra
αγορά	comprar
αγορά	mercado
αγορά	marketplace
αγορά	mercado
πρόταση	proposta
ταυτόχρονα	simultaneamente
μέρες	dias
ανακαλύφθηκε	descobriram
ανακαλύφθηκε	descoberta
ανακαλύφθηκε	descoberto
ανακαλύφθηκε	descobertos
ποσοστό	porcentagem
ποσοστό	percentual
ποσοστό	percentagem
ποσοστό	taxa
ποσοστό	classifique
τελική	finais
τελική	final
καθηγητής	docente
καθηγητής	professor
καθηγητής	professora
καθηγητής	professora
καθηγητής	professor
συμβούλιο	concílio
συμβούλιο	conselho
μέσο	instrumento
μέσο	mídia
μέσο	médio
μέσο	média
μέσο	meio
μέσο	médium
γιάννης	yannis
γιάννης	giannis
συνέχισε	continue
συνέχισε	continuem
συνέχισε	continuar
συνέχισε	continua
σταθμός	estação
παράγεται	produzidos
παράγεται	produziu
παράγεται	produzida
παράγεται	produzidas
παράγεται	produzido
παράγεται	gerados
παράγεται	gerado
παράγεται	gerada
παράγεται	geradas
έρευνα	investigação
έρευνα	inquérito
έρευνα	investigação
έρευνα	pesquisa
έρευνα	pesquisas
γέννησης	parto
γέννησης	nascimento
δυτική	west
δυτική	ocidente
δυτική	oeste
δυτική	ocidental
δυτική	ocidentais
δυτική	western
δυτική	oeste
κωνσταντινούπολη	constantinopla
κωνσταντινούπολη	istambul
έννοια	significando
έννοια	significado
έννοια	conceito
απο	do
απο	de
απο	da
χαρακτήρα	carácter
χαρακτήρα	caractere
χαρακτήρα	personagem
χαρακτήρα	caracter
χαρακτήρα	caráter
αλέξανδρος	alexandros
αλέξανδρος	alexandre
δυνατότητα	possibilidade
θερμοκρασία	temperatura
θερμοκρασία	temperaturas
σπουδές	estudou
σπουδές	estudados
σπουδές	estudado
σπουδές	estudada
σπουδές	estudos
γενική	generalidades
γενική	gerais
γενική	geral
γενική	general
οργάνωση	organização
οργάνωση	organização
μερικά	alguns
μερικά	algum
μερικά	algumas
χρειάζεται	precisa
χρειάζεται	necessidades
χρειάζεται	necessita
όμιλος	grupo
όμιλος	agrupar
επιφάνεια	superficie
επιφάνεια	superfície
αγγλία	inglaterra
αγγλία	england
μετάφραση	traduções
μετάφραση	tradução
ρωσία	russia
ρωσία	rússia
ρώμη	roma
κορυφή	topo
κορυφή	top
κορυφή	pico
κορυφή	peak
βιβλιοθήκη	biblioteca
λόγους	motivos
λόγους	razões
σημαία	pavilhão
σημαία	bandeira
δεδομένων	data
δεδομένων	dados
βρέθηκε	encontrada
βρέθηκε	encontrados
βρέθηκε	achado
βρέθηκε	encontraram
βρέθηκε	encontrado
ορίζεται	definida
ορίζεται	definidos
ορίζεται	definidas
ορίζεται	definiu
ορίζεται	definido
ενδιαφέρον	interessante
ενδιαφέρον	interessantes
έξω	fora
έξω	fora
έξω	out
ισπανία	espanha
ρωσίας	russia
ρωσίας	rússia
μιχαήλ	mikhail
μιχαήλ	miguel
μιχαήλ	michael
πέρασε	passou
διοίκηση	comando
διοίκηση	comandar
διοίκηση	gerência
διοίκηση	gestão
διοίκηση	gerenciamento
διοίκηση	administração
δεξιά	certo
δεξιά	direito
δεξιά	direita
καμία	nenhum
καμία	nenhuma
εφαρμογή	implementação
εφαρμογή	execução
εφαρμογή	app
εφαρμογή	aplicativo
εφαρμογή	aplicação
εφαρμογή	aplicativo
εφαρμογή	aplicação
σύζυγος	cônjuge
σύζυγος	esposo
σύζυγος	marido
σύζυγος	esposo
σύζυγος	mulher
σύζυγος	esposa
βραβεία	prémios
βραβεία	premiação
βραβεία	awards
βραβεία	prêmios
βραβεία	prémios
βραβεία	prêmios
ημερομηνία	data
συμμετείχαν	participei
συμμετείχαν	participaram
συμμετείχαν	participou
ανατολική	oriente
ανατολική	leste
ανατολική	east
ανατολική	orientais
ανατολική	oriental
ανατολική	leste
ανατολική	eastern
υπουργείο	ministério
μέρη	peças
μέρη	partes
μέρη	locais
μέρη	lugares
μέρη	sítios
μέρη	festas
μέρη	partidos
αγγλική	ingles
αγγλική	inglês
λόγος	razão
λόγος	motivo
λόγος	discurso
παιχνίδι	game
παιχνίδι	jogo
παιχνίδι	toy
παιχνίδι	brinquedo
παιχνίδι	jogar
παιχνίδι	joga
παιχνίδι	play
παιχνίδι	jogue
παιχνίδι	reproduzir
διοργάνωση	organização
γαλλική	french
γαλλική	franceses
γαλλική	francês
σχήμα	forma
σχήμα	shape
σχήμα	figura
σχήμα	figure
δημοτικό	elementar
φεστιβάλ	festival
φεστιβάλ	festas
φεστιβάλ	festivais
ονόματα	nomes
επίσημα	formalmente
επίσημα	oficialmente
επιχείρηση	funcionamento
επιχείρηση	operação
επιχείρηση	empreendimento
επιχείρηση	empresa
επιχείρηση	enterprise
αποφάσισε	decidida
αποφάσισε	decididas
αποφάσισε	decidi
αποφάσισε	decidiu
αποφάσισε	decidido
αποφάσισε	decidir
αποφάσισε	decida
αποφάσισε	decidam
αποφάσισε	decide
λονδίνο	londres
συνθήκη	tratado
μακεδονίας	macedónia
μακεδονίας	macedônia
πρόσωπο	pessoa
πρόσωπο	cara
πρόσωπο	carinha
πρόσωπο	rosto
πρόσωπο	face
εξέλιξη	desenvolvimento
εξέλιξη	evolução
εξέλιξη	evolution
εξέλιξη	evolução
κοινότητας	comunidade
κίνηση	moção
κίνηση	motion
κίνηση	movimento
κίνηση	mover
κίνηση	trânsito
κίνηση	tráfego
κίνηση	movimentação
κίνηση	movimentos
κίνηση	movimento
μέρα	dia
κομμάτι	pedaço
κομμάτι	peça
ώρα	hora
ώρα	horário
ώρα	tempo
ώρα	time
συμφωνία	acordo
συμφωνία	concordância
λοιπόν	bem
μεγάλα	large
μεγάλα	grande
μεγάλα	grandes
μεγάλα	big
μεγάλα	grande
μεγάλα	grandes
ιστορικά	historicamente
ιστορικά	históricas
ιστορικά	histórico
ιστορικά	histórica
ιστορικά	históricos
σκηνοθεσία	dirigiu
σκηνοθεσία	direcionado
σκηνοθεσία	dirigido
σκηνοθεσία	dirigir
σκηνοθεσία	orientando
συγγραφείς	roteiristas
συγγραφείς	escritores
συγγραφείς	autores
τέτοια	tal
τέτοια	tais
πλοία	barcos
πλοία	navios
πλοία	naves
πλοία	navios
πλοία	embarcações
συστήματα	sistemas
σημεία	pontos
αλλαγή	mudar
αλλαγή	mudança
αλλαγή	mudanças
αλλαγή	troco
σημασία	importancia
σημασία	importância
σημασία	significância
σημασία	significado
λέει	diz
χαρακτηριστικό	característicos
χαρακτηριστικό	característica
χαρακτηριστικό	característico
χαρακτηριστικό	característica
χαρακτηριστικό	funcionalidade
χαρακτηριστικό	atributo
χαρακτηριστικό	atribuir
χαρακτηριστικό	atributos
διαίρεση	divisão
διαίρεση	dividir
διαίρεση	split
διαίρεση	dividir
διαίρεση	divida
διαίρεση	divide
διευθυντής	director
διευθυντής	directora
διευθυντής	diretora
διευθυντής	diretor
διευθυντής	realizador
διευθυντής	gerenciador
διευθυντής	gerente
διευθυντής	gestor
τέχνη	art
τέχνη	arte
επτά	sete
επτά	seven
διεθνές	internacional
διεθνές	international
διεθνές	internacionais
δικαιώματα	direitos
διαφορά	diferenca
διαφορά	diferença
διαφορά	diferenças
κώστας	kostas
κώστας	costas
χρησιμοποιεί	utilizações
χρησιμοποιεί	usos
χρησιμοποιεί	usa
κατ	gato
κατ	gata
επίδραση	influencia
επίδραση	influência
επίδραση	influências
επίδραση	influenciar
επίδραση	efeito
βάρος	ónus
βάρος	fardo
βάρος	peso
ναό	temple
ναό	templo
τροχιά	track
τροχιά	trilha
τροχιά	faixa
τροχιά	trajetória
τροχιά	trajectória
τροχιά	órbita
τροχιά	orbita
τομ	tom
πρόσωπα	caras
πρόσωπα	rostos
πρόσωπα	caretas
πρόσωπα	faces
ιδέα	idéia
ιδέα	idea
ιδέα	ideia
ιστορική	histórico
ιστορική	históricas
ιστορική	histórica
ιστορική	históricos
ιστορική	históricas
