ngc	ngc
kvalifikacije	clasificación
kvalifikacije	calificaciones
kvalifikacije	cualificación
kvalifikacije	titulaciones
kvalifikacije	cualificaciones
kvalifikacije	cualificaciones
kvalifikacije	titulación
kvalifikacije	cualificación
kvalifikacije	calificación
bivši	antiguo
bivši	ex
crna	negra
crna	black
crna	negras
crna	negros
crna	negro
zapadu	occidental
zapadu	west
zapadu	occidente
zapadu	oeste
zapadu	occidental
zapadu	occidente
zapadu	western
zapadu	occidentales
zapadu	oeste
muzika	music
muzika	música
muzika	musica
seriji	serie
seriji	series
status	status
status	estatus
status	estado
status	situación
tamo	allí
tamo	ahi
tamo	ahí
muslimani	musulmana
muslimani	musulmanes
muslimani	musulmán
plemena	tribus
plemena	tribu
kapacitet	capacidad
ostrvo	isla
ostrvo	isla
ribe	piscis
ribe	pescado
ribe	pesca
ribe	peces
ribe	pescados
ribe	pez
internet	internet
gradovi	ciudades
aleksandar	aleksandar
aleksandar	alejandro
izdanje	edición
izdanje	edition
albert	albert
albert	alberto
nastupa	realizar
nastupa	realizando
nastupa	realiza
nastupa	efectúa
mogućnosti	posibilidades
mogućnosti	oportunidades
list	hoja
list	hojas
list	leaf
dugo	largos
dugo	largo
dugo	larga
dugo	long
materijala	material
materijala	materias
materijala	materiales
nacionalna	nacionales
nacionalna	national
nacionalna	nacional
teško	apenas
teško	difícilmente
teško	duro
teško	duros
teško	hard
teško	difícil
teško	dura
teško	dificil
teško	difícil
teško	difíciles
službeni	oficial
službeni	funcionario
službeni	official
službeni	funcionaria
opet	again
opet	nuevamente
utrke	razas
utrke	carreras
položaj	posicion
položaj	posición
vrh	punta
vrh	tip
vrh	sugerencia
vrh	consejo
vrh	propina
real	real
real	reales
real	verdadero
veza	acoplamientos
veza	vínculos
veza	enlaces
veza	links
veza	conexion
veza	conexión
veza	link
veza	enlazar
veza	enlace
veza	vínculo
svijet	mundial
svijet	mundo
svijet	world
visina	altitud
visina	estatura
visina	altura
glumica	actriz
kompanija	compañia
kompanija	empresa
kompanija	compañía
kompanija	companía
britanski	británico
britanski	británicos
britanski	británica
united	united
united	unidos
united	unido
united	unió
united	unida
razloga	motivos
razloga	razones
struktura	estructuras
struktura	estructura
wikipedia	wikipedia
kosti	bones
kosti	huesos
problem	problemas
problem	problemática
problem	problema
priča	historia
priča	story
formula	formula
formula	fórmula
london	londres
aktivnosti	actividades
režiser	directora
režiser	director
uključuju	incluye
uključuju	incluyen
uključuju	incluya
uključuju	incluyan
uključuju	incluir
međunarodni	internacional
međunarodni	international
međunarodni	internacionales
vratio	regresó
vratio	devueltos
vratio	devuelta
vratio	devuelto
vratio	retornados
partija	parte
partija	partido
partija	fiesta
partija	party
uloga	rol
illinois	illinois
ostao	permanecieron
ostao	permanecido
maglina	nebulosa
stephane	stéphane
kiseline	ácidos
kiseline	acido
kiseline	ácido
uspjeh	exitos
uspjeh	exito
uspjeh	éxitos
uspjeh	éxito
png	png
pojam	concepto
pojam	noción
louis	luis
kit	ballenas
kit	ballena
kit	whale
kit	kit
obuhvata	portadas
obuhvata	fundas
obuhvata	abarca
obuhvata	cubiertas
obuhvata	incluye
martin	martín
martin	martin
italija	italia
pravila	normas
pravila	reglamento
pravila	reglas
kalifornija	california
htm	htm
napad	agresión
napad	asalto
napad	atacar
napad	ataquen
napad	ataque
napad	atentado
napad	ataca
file	fichero
file	expediente
file	archivo
nogometaš	futbolista
saint	santo
saint	saint
saint	san
saint	santa
srednje	medium
srednje	medianas
srednje	medio
srednje	mediano
srednje	mediana
srednje	médium
srednje	secundaria
srednje	secundario
srednje	secundarios
srednje	secundarias
reda	reda
reda	orden
reda	ordenar
reda	encargo
reda	pedido
reda	pedidos
banja	balnearios
banja	spa
banja	balneario
banja	banja
regije	regiones
nil	neil
nil	nilo
sadrže	contener
sadrže	contengan
sadrže	contienen
sadrže	contenga
https	https
kompozitor	compositor
kompozitor	compositora
osnovana	fundó
osnovana	fundado
osnovana	funda
osnovana	fundada
bitka	batalla
bitka	combate
bitka	batallas
veličina	cantidad
veličina	size
veličina	talla
veličina	tamaño
supruga	esposa
supruga	mujer
klubovi	palos
klubovi	trébol
klubovi	discotecas
klubovi	tréboles
klubovi	clubes
navodi	especifica
navodi	cites
navodi	citado
navodi	citó
navodi	cotizado
model	modelos
model	maqueta
model	modelo
trener	entrenador
trener	autocar
trener	coach
trener	entrenadora
zna	sabe
zna	conozca
zna	saber
zna	sepa
zna	sé
zna	know
linije	líneas
linije	lines
linije	lineas
dijelovi	repuestos
dijelovi	piezas
dijelovi	partes
ostala	otras
ostala	otro
ostala	otros
ostala	permanecido
ostala	permaneció
ostala	permanecieron
ostala	permanecieron
ostala	permanecido
ostala	quédate
ostala	quedo
ostala	quedate
ostala	estadía
ostala	estancia
engleska	inglaterra
zemljama	paises
zemljama	países
izvan	fuera
izvan	afuera
izvan	exterior
nazivaju	vocación
nazivaju	llamando
nazivaju	llamar
društvo	society
društvo	sociedad
visoko	alto
visoko	high
visoko	elevada
visoko	alta
fakultet	college
fakultet	colegio
fakultet	universidad
fakultet	profesores
fakultet	claustro
fakultet	facultad
fakultet	profesorado
world	mundial
world	mundo
world	world
bar	barra
bar	bar
bar	bares
male	small
male	pequeñas
male	pequeño
male	pequeña
male	pequeños
promjena	cambios
promjena	cambio
promjena	cambiar
promjena	cambia
promjena	variación
spominje	mencionado
spominje	mencionó
spominje	mencionada
spominje	mencionados
spominje	menciona
spominje	menciones
brazil	brazil
brazil	brasil
finale	final
finale	finales
finale	final
finale	definitivo
finale	finales
finale	final
nba	nba
brod	recipiente
brod	embarcación
brod	buque
brod	barco
brod	nave
brod	buque
medvjed	osos
medvjed	osa
medvjed	bear
medvjed	oso
medvjed	osito
madrid	madrid
naći	encontrar
naći	encuentra
naći	encuentre
naći	hallazgo
književnost	literatura
vozila	vehículos
vozila	vehiculos
direktno	directamente
osam	eight
osam	ocho
narod	pueblo
narod	gente
narod	personas
wolf	loba
wolf	wolf
wolf	lobo
wolf	lobos
razlika	diferencias
razlika	diferencia
stanica	estacion
stanica	estación
stanica	parada
stanica	pare
stanica	stop
stanica	detener
stanica	parar
samom	sam
pjesnik	poeta
pjesnik	poetisa
nezavisnost	autonomía
nezavisnost	independencia
stranke	fiestas
tačke	puntos
zmija	víboras
zmija	serpientes
zmija	culebra
zmija	víbora
zmija	snake
zmija	serpiente
zmija	serpiente
simbol	símbolo
simbol	signatura
borbe	peleas
borbe	luchas
dijete	chaval
dijete	pibe
dijete	niño
dijete	chico
dijete	kid
dijete	niño
dijete	niña
brat	hermano
brat	brother
mostar	mostar
virginia	virginia
linija	línea
linija	line
linija	linea
slikar	pintora
slikar	pintor
blizu	cierra
blizu	cerca
blizu	cierre
blizu	cerrar
blizu	cerca
planina	montañas
planina	montaña
planina	montañas
planina	montes
planina	montaña
završava	finaliza
završava	termina
završava	extremos
kraljevstvo	reino
kraljevstvo	kingdom
elemenata	elementos
dolara	dolares
dolara	dólares
brigada	brigada
moraju	deben
moraju	debe
moraju	mosto
zajednica	comunidades
zajednica	comunidad
all	todas
all	all
all	todo
all	todos
par	par
par	pareja
par	pocos
par	pocas
par	pareja
prelazi	cruces
gora	gora
gora	peores
gora	peor
gora	athos
pada	cayendo
pada	caída
pada	caídas
pada	cascadas
pada	falls
pada	cataratas
pada	cae
thomas	tomás
thomas	thomas
thomas	tomas
strukture	estructuras
strukture	estructura
selektor	entrenador
selektor	autocar
selektor	coach
selektor	entrenadora
lik	carácter
lik	caracter
lik	personaje
bolje	better
bolje	mejores
bolje	mejor
znatno	sustancialmente
teritorije	territorios
teritorije	territorio
ruski	rusia
ruski	rusas
ruski	rusa
ruski	ruso
ruski	rusos
izvora	fuentes
rimski	romana
rimski	roman
rimski	romanos
rimski	romano
rimski	román
sila	fuerza
sila	force
sila	forzar
molekula	molécula
molekula	moléculas
teorija	teoría
teorija	teoria
washington	washington
određene	ciertos
određene	ciertas
određene	determinados
reakcije	reacciones
faza	etapa
faza	fase
faza	etapa
faza	escenario
faza	stage
slično	igualmente
slično	análogamente
evropski	europeos
evropski	europeo
evropski	europea
evropski	europeas
video	vídeo
video	video
predstavljaju	representar
predstavljaju	representa
predstavljaju	representan
predstavljaju	represente
zlatna	oro
zlatna	dorada
zlatna	golden
zlatna	dorado
zlatna	dorados
zlatna	ballon
ohio	ohio
služi	servir
služi	sirviendo
služi	sirve
dom	hogar
dom	casa
dom	inicio
dom	dom
glavne	main
glavne	principales
glavne	principal
posljedica	consecuencia
plasman	colocación
plasman	ubicación
format	formato
filmova	films
filmova	peliculas
filmova	cine
filmova	películas
filmova	peliculas
filmova	cine
filmova	películas
politički	políticamente
politički	político
strana	lateral
strana	side
strana	costado
strana	laterales
strana	lado
proteina	proteína
proteina	proteínas
mjesec	mes
mjesec	luna
mjesec	moon
provincija	provincias
pobijedio	beat
pobijedio	ganados
pobijedio	ganó
pobijedio	ganado
pobijedio	gané
pobijedio	gano
piše	escribe
treće	tercera
treće	tercer
treće	terceros
treće	tercero
pokazuje	espectáculos
pokazuje	muestra
pokazuje	shows
reakcija	reacción
reakcija	reacciones
google	google
muzej	museo
muzej	museos
ostaje	restos
ostaje	estancias
grand	gran
grand	grand
izraz	término
izraz	expresión
etienne	étienne
etienne	etienne
org	org
psi	psi
psi	isp
psi	perros
brojne	numerosos
brojne	numerosa
brojne	numerosas
brojne	numeroso
upotreba	uso
upotreba	utilización
upotreba	uso
upotreba	usar
upotreba	utilización
upotreba	utilizar
članci	articulos
članci	artículos
mijenja	cambiar
mijenja	cambiando
mijenja	cambiante
skup	rally
skup	mitin
skup	reunión
skup	reuniendo
skup	recolección
skup	costoso
skup	caras
skup	caro
skup	caros
nacija	naciones
nacija	nations
nacija	nación
nacija	nacion
nacija	nation
priče	historias
priče	tales
priče	relatos
priče	cuentos
priče	historias
priče	relatos
priče	cuentos
proizvodnja	producción
proizvodnja	salida
proizvodnja	produccion
proizvodnja	producción
pravi	real
pravi	reales
pravi	verdadero
raznih	varios
raznih	varias
razne	varios
razne	varias
bijeli	blancas
bijeli	blanca
bijeli	white
bijeli	blancos
bijeli	blanco
veličine	size
veličine	talla
veličine	tamaño
oblast	óblast
epizoda	episodios
epizoda	episodio
postigao	anotó
planine	montañas
planine	montes
planine	montaña
bavi	ofertas
profesor	profesor
profesor	catedrático
profesor	profesora
vraća	regresando
vraća	regresar
gustoća	densidad
omogućava	permite
omogućava	propicio
omogućava	habilita
vladar	regla
vladar	gobernante
pokémon	pokémon
bolest	enfermedades
bolest	enfermedad
bolest	enfermedad
page	pagina
page	página
page	page
otkrio	descubierto
otkrio	descubierta
otkrio	descubiertas
otkrio	descubiertos
otkrio	descubrió
crvena	rojo
crvena	rojas
crvena	roja
crvena	red
granica	fronterizo
granica	fronteriza
granica	frontera
granica	límites
granica	fronteras
granica	limites
granica	fronteras
granica	bordes
granica	fronterizo
granica	fronteriza
granica	frontera
granica	fronteras
granica	borde
stanova	pisos
stanova	apartamentos
stanova	pisos
znak	astrología
znak	señal
znak	firma
znak	signo
znak	firme
znak	firmar
rekord	registro
rekord	récord
rekord	grabar
bog	dios
papa	papá
papa	papa
papa	papa
papa	pope
konačno	finalmente
služba	servicio
del	del
nikad	nunca
nikad	never
nikad	jamas
nikad	jamás
ugovor	contractuales
ugovor	contractual
ugovor	contrato
zapadna	occidental
zapadna	occidente
zapadna	western
zapadna	occidentales
zapadna	oeste
vojvoda	duque
vojvoda	ducado
vojvoda	duke
portal	portales
portal	portal
element	elemento
henrik	henrik
pritisak	presión
pritisak	presiones
pritisak	presion
temperatura	temperatura
temperatura	temperaturas
temperatura	temporal
švedska	suecia
novine	periódico
novine	periodico
novine	periódicos
novine	diarios
novine	prensa
novine	periódicos
aviona	avión
aviona	aeronaves
aviona	aviones
aviona	aeronave
metoda	métodos
grčki	griega
grčki	griego
grčki	griegos
karijeru	carrera
ništa	nothing
ništa	nada
varijanta	variante
festival	festival
festival	festivales
španija	españa
jugoslavija	yugoslavia
izuzetno	excepcionalmente
izuzetno	extremadamente
izuzetno	excepcionales
izuzetno	excepcional
petar	pedro
petar	peter
petar	petar
operacije	cirugías
vrata	puertas
vrata	puerta
vrata	doors
vrata	puertas
porijeklo	procedencia
porijeklo	origen
zapadne	occidental
zapadne	occidente
zapadne	western
zapadne	occidentales
zapadne	oeste
slučaj	case
slučaj	caso
slučaj	estuche
prostora	espacios
informacija	información
informacija	informacion
informacija	informaciones
kvalifikacija	calificaciones
kvalifikacija	cualificación
kvalifikacija	titulaciones
kvalifikacija	cualificaciones
hrvati	croatas
faze	etapa
faze	fase
faze	etapas
faze	fases
brdo	brdo
brdo	colina
brdo	cerro
brdo	hill
pitanje	cuestión
pitanje	interrogante
pitanje	pregunta
zgrada	edificio
zgrada	edificación
zgrada	construcción
zgrada	construyendo
florida	florida
oružje	armamento
oružje	armas
oružje	arma
oružje	brazo
oružje	brazos
oružje	armas
oružje	pistolas
oružje	guns
oružje	fusiles
oružje	cañones
oružje	armas
srpski	serbio
srpski	serbios
srpski	serbio
raznim	varios
raznim	varias
uticaj	influencia
uticaj	influir
uticaj	influencias
uticaj	influenciar
rođena	nacidos
rođena	born
rođena	nacido
započeo	comenzó
započeo	iniciada
započeo	comenzado
započeo	iniciado
karolina	caroline
karolina	carolina
karolina	carolina
međusobno	mutuamente
međusobno	mutuos
međusobno	mutuo
međusobno	mutua
međusobno	mutuas
dijeli	comparte
dijeli	acciones
swift	veloz
swift	swift
temperature	temperaturas
objekat	objetar
objekat	objeto
koristeći	usando
koristeći	utilizando
biljke	plantas
biljke	planta
biljke	plantas
biljke	vegetal
biljke	planta
international	internacional
international	international
international	internacionales
teritorija	territorios
teritorija	territorio
sati	horarios
sati	horas
sati	horario
sati	sati
kultura	cultivo
kultura	cultura
kultura	cultivos
kultura	culturas
rusija	rusia
des	des
vidjeti	véase
vidjeti	see
vidjeti	ver
vidjeti	vea
atp	atp
podjela	divisiones
podjela	division
podjela	división
verzije	versiones
jezici	idiomas
jezici	lenguas
metal	metálico
metal	metálicos
metal	metal
metal	metales
isključivo	exclusivamente
sbc	sbc
koncert	concierto
koncert	conciertos
pariz	paris
pariz	parís
kategorije	categorias
kategorije	categorías
dobar	buenas
dobar	bien
dobar	bueno
dobar	buena
dobar	buenos
pjevač	singer
pjevač	cantor
pjevač	cantante
ana	ana
ana	ana
ana	anna
izgubio	perdido
izgubio	lost
izgubio	perdida
izgubio	perdidos
izgubio	perdió
izgubio	perdidas
mjeri	medidos
mjeri	medida
mjeri	medido
mjeri	mide
mjeri	medida
mjeri	medir
microsoft	microsoft
kompanije	compañias
kompanije	empresas
kompanije	compañías
studija	estudio
studija	estudiar
studija	estudia
obrazovanje	educación
obrazovanje	enseñanza
obrazovanje	educacion
ivana	ivana
ivana	joanna
ivana	juana
značajno	significativamente
značajno	significativos
značajno	significativas
značajno	significativo
značajno	significativa
značajno	significante
umjetnost	arts
umjetnost	arte
umjetnost	artes
umjetnost	arte
većinom	principalmente
većinom	mayormente
molekule	moléculas
veliko	veliko
okruga	barrios
okruga	distritos
stranka	parte
stranka	partido
stranka	fiesta
stranka	party
rnk	raúl
rnk	arn
oružja	armamento
oružja	armas
gol	desnudo
gol	desnuda
gol	desnudas
gol	desnudos
gol	gol
gol	gol
gol	meta
gol	objetivo
gol	portería
sssr	urss
producent	productores
producent	productor
producent	productora
producent	productoras
prvobitno	inicialmente
prvobitno	originalmente
prvobitno	originariamente
igara	juegos
tkiva	tejidos
tkiva	tejido
tkiva	pañuelos
tkiva	tejidos
mir	mir
ispred	fachada
ispred	frontal
ispred	front
ispred	frente
ispred	delantero
prestala	parado
motor	motores
motor	motor
motor	motora
motor	motor
karijera	carrera
domaće	doméstica
domaće	domésticas
domaće	domésticos
domaće	doméstico
životinje	animales
životinje	animales
životinje	animal
stvara	crea
izgleda	parece
izgleda	miradas
izgleda	aspecto
izgleda	parece
izgleda	looks
enzima	enzimas
španski	española
španski	castellano
španski	español
španski	espanol
sto	cuadro
sto	mesa
sto	tabla
sto	sto
održano	celebrada
ploča	tabletas
ploča	tablet
ploča	comprimido
ploča	tableta
ploča	comprimidos
ploča	panel
stil	style
stil	estilo
mase	masas
mase	misas
vlasnik	propietario
vlasnik	dueño
vlasnik	propietarios
vlasnik	dueña
vlasnik	propietaria
aktivna	activos
aktivna	activo
aktivna	activa
čelu	timón
uloge	papeles
uloge	roles
live	viva
live	live
live	vivir
live	vive
ljubav	ljubav
ljubav	amor
ljubav	amores
ljubav	love
ljubav	amar
historijski	historico
historijski	histórico
historijski	históricas
historijski	histórica
historijski	históricos
historijski	históricamente
historijski	históricas
historijski	históricos
historijski	histórica
historijski	historico
historijski	histórico
atoma	átomos
romana	romana
izbor	selección
izbor	elección
izbor	opción
izbor	elegir
izbor	choice
prolazi	pases
prolazi	pasa
nikola	nikola
missouri	missouri
missouri	misuri
održana	celebrada
strijelac	tirador
strijelac	shooter
strijelac	sagitario
strijelac	arquero
strijelac	archer
dinastija	dinastía
string	cadena
string	cuerda
string	string
opisuje	representa
opisuje	describe
frank	frank
frank	franco
frank	francos
stara	stara
stara	viejo
stara	antiguo
stara	viejos
stara	antigua
stara	vieja
nas	nas
devet	nueve
devet	nine
duga	rainbow
duga	arcoiris
duga	arcoíris
duga	deudas
duga	endeudamiento
duga	deuda
količine	cantidades
količine	magnitudes
slijedi	sigue
slijedi	siga
slijedi	seguir
slijedi	sigan
slijedi	follow
vokal	vocales
vokal	voces
arp	arp
posao	job
posao	empleo
posao	trabajo
takav	tal
takav	tales
crni	negra
crni	black
crni	negras
crni	negros
crni	negro
richard	richard
richard	ricardo
izvori	fuentes
pojava	ocurrencia
federacija	federación
održava	mantiene
godišnje	anualmente
godišnje	anualmente
godišnje	anual
godišnje	anuales
pristup	acceda
pristup	accesos
pristup	acceso
pristup	access
pristup	acceder
pristup	enfoque
pristup	acercamiento
pristup	aproximación
