年	jaar
基督教	christianity
南方	suidelike
南方	suid
洋	hiroshi
洋	oseaan
公民	burgerlike
公民	munisipale
公民	civic
公民	landsburgers
公民	burgers
公民	citizens
公民	burger
公民	citizen
燕	swael
燕	yen
改善	verbetering
改善	verbeterings
鐵道	spoorweg
鐵道	spoorlyn
鐵道	railways
鐵道	spoorweg
蘇聯	ussr
製造	vervaardiging
敏	min
網路	web
網路	internet
網路	netwerke
炮	cannon
炮	kanon
炮	gun
岩	klippe
岩	rotse
岩	rock
排	platoon
排	blaai
排	ry
排	row
朋友	vriende
朋友	vriend
離開	los
離開	verlof
離開	verlaat
十六	xvi
十六	sestien
十六	sixteen
有人	iemand
生命	lewe
找到	gekry
找到	gevind
找到	vind
十五	vyftien
十五	vyftiende
油	olie
調	tune
更新	opgedateer
更新	gewysig
更新	bygewerk
更新	opdateer
更新	opgedateer
更新	update
更新	opdaterings
更新	bywerkings
更新	wysigings
彈	toneelstuk
彈	speel
艦	skip
艦	skeep
層	lae
主題	temas
主題	onderwerp
主題	tema
主題	onderwerpe
主題	onderwerp
球場	stadion
返回	terugkeer
返回	opgelewer
宇宙	heelal
宇宙	kosmiese
醫院	hospitaal
醫院	hospitale
平方	vierkantig
平方	vierkant
平方	vierkantige
批准	goedkeuring
批准	goedkeur
批准	keur
批准	goedgekeur
瑞士	switserland
大道	boulevard
旅客	passasier
旅客	passasiers
旅客	passasiers
酒店	hotel
酒店	hotelle
酒店	hotels
西方	wes
西方	westerse
西方	western
西方	westelike
現代	modern
現代	moderne
未來	toekomstige
未來	toekoms
營	kamp
芳	fan
著作	writings
鯉	carp
金融	finansiële
金融	finansieel
任務	taak
任務	take
任務	missie
任務	sending
商業	kommersiële
商業	kommersieel
商業	besigheid
基金	fonds
基金	vonds
基金	fondse
空間	ruimtes
空間	spasies
空間	spasie
零	nul
零	zero
詩	gediggie
詩	gedig
詩	poësie
詩	poems
詩	gedigte
巨	reus
過去	verlede
過去	vorige
過去	afgelope
董	tung
董	dong
存	inbetaal
提高	verhoog
提高	vermeerder
嚴重	ernstige
嚴重	ernstig
嚴重	severe
論	teorie
俊	jun
俊	july
俊	junie
俊	joon
母親	moeder
母親	ma
訓練	oefening
熙	hee
葡萄牙	portugese
葡萄牙	portugees
葡萄牙	portugal
行為	gedrag
行為	optrede
行為	optrede
行為	optredes
行為	gedrag
行為	optrede
喬	joe
朝鮮	joseon
朝鮮	korea
工業	industries
工業	bedryf
工業	industrial
工業	industriële
慧	hye
坦克	tenk
坦克	tenks
劇場	teater
劇場	teater
授予	toekenning
水域	waters
茂	mau
茂	moo
韓	han
台北市	taipei
收入	inkomste
收入	opbrengste
收入	verdienste
收入	inkomste
珍	jane
成績	prestasies
成績	behaal
姓	van
菜	kookkuns
菜	disse
古代	antieke
灰	grys
灰	ash
灰	grys
灰	grey
灰	ashes
工具	gereedskap
寬	wydte
寬	breed
寬	broad
寬	wyd
提升	opgradering
提升	opgradeer
提升	opgradering
提升	lift
楚	chu
新疆	xinjiang
十八	agtien
持續	aaneenlopende
品牌	brands
品牌	handelsmerke
品牌	branding
品牌	handelsmerk
翻譯	vertalings
翻譯	vertalings
翻譯	vertalers
翻譯	vertaalde
翻譯	vertaal
目標	doelwit
目標	doelwitte
目標	doele
目標	oogmerk
目標	doelwit
目標	teikens
目標	teiken
基礎	base
基礎	onderliggende
基礎	basis
基礎	grondslag
自動	auto
自動	outomaties
自動	outo
自動	outomatiese
自動	outomaties
群島	argipel
群島	eilande
理論	teorie
理論	leerstelling
理論	teorieë
軍隊	weermag
軍隊	leër
軍隊	army
宣	xuan
鏡	weerspieël
鏡	spieël
鏡	spieëlbeeld
鏡	dupliseer
注意	aandag
大樓	gebou
出口	verlaat
出口	uitvoer
出口	verstryk
出口	uitgaan
地震	aardbewing
地震	earthquakes
關於	oor
海外	overseas
海外	oorsese
海外	offshore
高速公路	highways
高速公路	autoroute
高速公路	hoofweg
高速公路	grootpad
高速公路	highway
產品	produk
產品	produkte
條約	verdrae
條約	verdrag
助理	assistent
畫	verf
畫	teken
畫	skilder
畫	skildery
舞	dance
舞	dans
舞	dans
荷蘭	nederlande
荷蘭	netherlands
荷蘭	nederland
獸	beast
獸	monster
汽車	kar
汽車	motor
汽車	motorvoertuig
汽車	motors
汽車	karre
汽車	cars
避免	vermy
避免	ontwyk
命令	opdragte
命令	kommentaar
命令	orde
命令	bestel
命令	volgorde
命令	bestelling
命令	rangskik
命令	orders
命令	bestellings
遠	ver
結構	argitektuur
結構	struktuur
結構	strukturele
埃及	egipte
字母	alfabet
字母	briewe
字母	letters
字母	brief
字母	letter
大陸	kontinentale
大陸	continental
大陸	mainland
大陸	kontinent
大陸	kontinente
可可	coco
可可	cocoa
海岸	shore
海岸	kus
海岸	kuslyn
水平	horisontale
輝	fai
輝	hoei
墨西哥	meksiko
墨西哥	mexico
都市	metropolis
學習	studying
學習	opstaan
學習	studeer
學習	bestudeer
學習	studie
學習	leer
學習	leer
賴	lai
阮	nguyễn
阮	nguyen
阮	ruan
動	beweeg
樂團	band
樂團	musiekgroep
樂團	orkes
那些	daardie
那些	diegene
材料	gegewens
材料	rots
材料	materiaal
材料	materiale
材料	materiaal
以後	later
士兵	soldier
士兵	soldate
士兵	soldiers
容易	maklik
容易	maklike
魔法	toor
魔法	magic
彼得	petrus
彼得	peter
大阪	osaka
茶	tee
孩子	kind
代理	agent
代理	toneelspel
代理	waarnemende
代理	optree
代理	volmag
代理	instaan
組合	kombinasie
組合	opskud
組合	meng
正常	normale
正常	normal
正常	normaal
北京市	beijing
王子	vors
王子	prinse
王子	prince
王子	prins
模型	modelle
夜	nagte
夜	aand
夜	aande
夜	nag
乘客	passasier
乘客	passasiers
乘客	passasiers
錦標賽	championships
錦標賽	toernooi
錦標賽	championship
禁止	verbode
禁止	verbod
重播	speel
重播	terugspeel
重播	hardloop
宣傳	publisiteit
宣傳	propaganda
巨大	huge
蛇	snake
蛇	slang
蛇	snakes
紫	pers
紫	pers
紫	violet
週	week
週	vakansie
完整	vol
完整	volle
完整	voltooi
完整	afgehandel
爆	vernietig
上市	gelys
德里	delhi
森林	woud
森林	bos
介紹	bekendstelling
介紹	voorlegging
介紹	presentation
白色	white
晚上	aand
晚上	naand
晚上	aand
晚上	aande
晚上	nag
國王	heer
國王	king
國王	koning
袁	yuan
欣	xin
耳	oor
耳	ore
改變	veranderings
改變	verander
改變	wysig
廣場	vierkantig
廣場	vierkant
廣場	vierkantige
廣場	piazza
廣場	plaza
市民	landsburgers
市民	burgers
市民	citizens
市民	burger
市民	citizen
樹	boom
樹	bome
聯邦	federale
聯邦	federal
聯邦	federasie
聯邦	konfederasie
土耳其	turkye
酸	suur
酸	suur
酸	acids
董事	direkteure
外交	diplomatieke
外交	diplomacy
夫人	mevrou
夫人	madam
公斤	kilogram
效果	effek
效果	effekte
說明	uitbreidings
連續	agtereenvolgende
連續	aaneenlopende
連續	continuum
晚	laat
輪	wiel
輪	wiele
輪	rondte
記錄	rekord
記錄	opneem
記錄	rekords
記錄	records
作戰	combat
寫	skryf
鹿	takbokke
鹿	takbok
地理	geografie
姜	jiang
姜	gemmer
最近	deesdae
最近	onlangs
最近	onlangse
咸	souterige
咸	salty
網頁	webwerf
網頁	webtuiste
秘密	geheim
秘密	geheime
秘密	sekuriteit
變	veranderings
變	verander
變	wysig
人大	npc
開放	ope
開放	oopmaak
開放	oop
主持人	moderator
主持人	gasheer
主持人	bediener
移民	emigrasie
移民	immigrasie
移民	verskuiwing
移民	migrasie
運輸	vervoer
運輸	vervoer
運輸	transport
背	rug
背	agterkant
背	terug
第八	eighth
姚	yao
大小	groottes
大小	grotes
大小	groote
演唱會	konsert
演唱會	konserte
錫	tin
習性	gewoontes
頂	bokant
頂	bo
頂	hoogs
柏林	berlyn
三個	drie
今天	vandag
符	amulet
親	kiss
親	soen
兒子	seun
骨	bones
骨	bene
骨	been
加州	california
加州	kalifornië
人口普查	sensus
戰役	slag
戰役	veldslag
戰役	slag
戰役	battles
電台	radio
墓	grave
墓	graf
北方	noorde
北方	noord
北方	noordelike
北方	northern
活躍	onaktiewe
活躍	aktief
星期一	maandae
星期一	maandag
首播	premiere
業務	besigheid
射	skiet
前身	voorganger
啟	kai
極	polêre
極	verskriklik
極	uiters
極	vreeslik
野	wildernis
野	wild
野	wilde
投資	belê
投資	belegging
投資	belê
投資	belegging
投資	beleggings
海洋	oseane
海洋	oseaan
類型	genre
類型	tipe
類型	tik
類型	soorte
類型	tipes
機會	kans
機會	opportunity
錯誤	fout
錯誤	verkeerd
錯誤	verkeerde
錯誤	fout
總部	hoofkwartier
健康	gesonde
健康	gesondheid
股	eenheid
身高	hoogte
熱	hot
熱	warm
熱	heat
熱	hitte
空中	aerial
空中	air
空中	lug
工人	werkers
工人	workers
工人	worker
工人	werker
工人	arbeider
輕	lig
輕	ligte
輕	ligter
經常	gereeld
經常	gereelde
經常	gereeld
經常	dikwels
臺	terrace
臺	aas
滿	vol
滿	volle
負	negatiewe
負	negatief
亨利	henry
交易	transaksie
交易	trading
交易	transaksies
黑色	swart
爆炸	vernietig
爆炸	ontploffing
喜歡	soos
警方	polisie
十七	sewentien
能量	energie
酒	alkohol
酒	wyn
地面	oppervlak
地面	grond
地面	ground
太平	taiping
普遍	bekyk
十年	dekade
然後	then
然後	dan
十四	veertien
鬼	spook
昆	kun
鼠	rat
鼠	rot
鼠	muis
鼠	muise
鼠	ngc
必要	nodige
俄	rusland
山西	shanxi
南極洲	antarktika
小型	small
小型	klein
退出	bedank
退出	sluit
退出	verlaat
以色列	israel
兒童	kinders
兒童	kind
一切	alles
東部	oos
逐漸	gradual
博物館	museums
博物館	museum
固定	reggemaak
固定	stilstaande
對話	gesprek
對話	dialoog
對話	gesprekke
琴	viool
階段	phase
階段	fase
階段	fases
階段	stages
階段	verhoog
階段	stadium
階段	etage
江西	jiangxi
游	swim
游	toer
游	tour
游	swem
病	illness
病	siekte
病	siek
病	siekte
問	vra
翡翠	jade
維持	handhaaf
維持	onderhou
維持	onderhoud
維持	instandhouding
格式	instellings
格式	formatering
格式	formate
格式	formateer
事故	ongeluk
臺北	taipei
互	wedersydse
互	mutual
互	onderlinge
藝人	kunstenaar
藝人	kunstenaars
天使	angels
天使	engel
天使	angel
表面	oppervlak
池	dammetjie
池	swembad
圖片	prent
圖片	prente
圖片	prentjies
圖片	prent
圖片	beelde
圖片	prente
圖片	beelde
建設	oprigting
建設	konstruksie
風暴	storms
風暴	storm
定義	animasie
定義	definisie
定義	definieer
定義	definisies
步兵	infanterie
步兵	infantry
指定	aanwysing
指定	designated
指定	aangewese
指定	aangewys
熊	beer
休	hugh
火箭	rockets
火箭	vuurpyl
火箭	rocket
騎士	ridder
騎士	ruiter
騎士	knights
指揮	kommentaar
指揮	geleier
安排	indeling
實	minoru
象	elephants
象	olifant
明星	ster
明星	star
明星	sterre
爆發	uitbarsting
現任	hede
現任	tans
現任	voordra
現任	teenwoordig
潮	gety
你的	jou
匈牙利	hongarye
匈牙利	hongaarse
羊	skaap
羊	bok
羊	goat
河流	rivier
河流	riviere
出席	bygewoon
車輛	voertuie
車輛	voertuig
京都	kioto
五月	may
五月	mei
五月	mag
上午	môre
上午	oggend
上午	more
河北	hebei
馮	feng
使用者	gebruiker
使用者	gebruikernaam
使用者	gebruikers
鄧	deng
機械	masjien
機械	masjinerie
機械	mechanical
機械	meganiese
爭議	betwis
爭議	controversy
爭議	geskille
爭議	dispute
爭議	omstrede
爭議	dispuut
爭議	geskil
發射	lanseer
首先	eerste
首先	eers
入侵	inval
同盟	liga
同盟	alliance
同盟	alliansie
同盟	verbond
同盟	allies
轉換	omskep
轉換	omskakeling
轉換	transformeer
轉換	transformasie
疑似	vermeende
唱	eer
蕭	shaw
血	bloed
努力	pogings
事情	dinge
監督	toesig
監督	toesig
監督	observasie
軌道	volg
軌道	snit
軌道	baan
軌道	spoor
軌道	snitte
軌道	wentelbaan
今日	vandag
狼	wolf
尼斯	lekker
尼斯	oulike
尼斯	nice
部門	departement
部門	sektor
汗	khan
汗	sweet
南極	antarktika
廣播	uitgesaai
廣播	uitsending
廣播	uitsaai
廣播	uitsaai
廣播	radio
河畔	nad
比例	ratio
比例	verhouding
比例	eweredigheid
比例	eweredige
偶像	idols
偶像	afgod
偶像	idol
側	laterale
側	kant
怡	jardine
父母	ouers
父母	ouer
鍾	horlosie
廖	liao
飛行	vlieënde
飛行	flying
飛行	vlug
統一	vereenselwig
統一	unity
冬	winter
恢復	restourasie
恢復	voortgaan
恢復	hervat
綠	groen
設施	fasiliteite
設施	verhuur
設施	geriewe
設施	installasies
設施	fasiliteit
退役	afgetree
框	boks
框	rame
框	raam
住宅	huise
住宅	woonplek
伊朗	iran
伊朗	irannese
圍	wai
莊	za
混合	hybrid
混合	opskud
混合	meng
混合	gemeng
混合	gemengde
殺	doodmaak
山脈	mountains
山脈	berge
山脈	gewysig
山脈	omvang
上海市	shanghai
莫斯科	moskou
食品	kos
食品	voedsel
食品	limited
食品	foods
王國	koninkryk
王國	realm
王國	koninkryke
希臘	griekse
希臘	griekeland
深度	dieptes
深度	diepte
高雄	kaohsiung
法案	noot
有限	beperkte
有限	beperk
有限	eindige
學者	scholars
戰士	soldier
戰士	soldate
戰士	warrior
戰士	vegter
被迫	geforseer
被迫	gedwing
湖北	hubei
合成	sinteties
合成	saamgestelde
四十	veertig
基因	gene
基因	genes
罪	sonde
鳥	voël
鳥	voëls
教練	afrigter
展示	showcase
展示	gewys
展示	wys
展示	vertoon
展示	aansig
槍	gun
錦	kam
只要	slegs
只要	net
義大利	italië
義大利	italiaanse
義大利	italiaans
讀	lees
讀	gelees
讀	lees
很快	gou
很快	binnekort
很快	soon
成都	chengdu
追	chase
厚	dik
拍	skiet
統治	reign
藩	domain
藩	domein
部落	tribe
部落	tribal
部落	tribes
圓	sirkel
圓	rondte
幫助	help
幫助	hulp
教會	kerke
教會	kerk
連結	skakel
連結	verbind
連結	koppel
設定	gestel
設定	instel
設定	stel
設定	opset
設定	instelling
設定	stellings
設定	verstellings
記者	verslaggewers
記者	joernalis
記者	verslaggewer
數量	hoeveelheid
數量	aantal
數量	kwantiteit
星系	sterrestelsels
星系	galaxy
星系	sterrestelsel
鳳	phoenix
假	vals
假	valse
假	fake
感	sin
留下	bly
方便	gerieflike
方便	gerieflik
領	collar
程式	programme
校長	prinsipaal
合理	redelike
挪威	no
挪威	noorweë
步	step
步	stap
勇	yong
所在地	location
所在地	ligging
解釋	verduidelikings
解釋	verduideliking
解釋	verduidelik
十九	negentien
刀	swaard
刀	knife
刀	mes
批評	kritiseer
太子	vors
太子	prinse
太子	prince
太子	prins
檔案	lêers
檔案	argiewe
檔案	argief
檔案	argiveer
爵士	jazz
狗	hond
狗	hondjies
狗	honde
國會	parlement
國會	congress
病毒	virus
病毒	viruses
富士	fuji
阿根廷	argentinië
當選	elected
當選	verkose
計算	uitwerk
計算	berekening
計算	reken
對手	teenstanders
對手	teenstander
碧	bea
湯	sop
一天	dag
艦隊	fleet
廣州	guangzhou
錢	geld
碑	stele
碑	monument
食用	eetbare
晉	jin
廣東	guangdong
棒球	bofbal
中立	neutrality
中立	neutraal
質量	massa
質量	kwaliteit
質量	gehalte
化石	fossiel
持有	besit
持有	holdings
理解	verdraagsaamheid
理解	begrip
其實	eintlik
波蘭	pole
美洲	amerika
美洲	amerikas
恆星	stellar
恆星	ster
恆星	star
恆星	sterre
部長	minister
挑戰	uitdagings
挑戰	challenge
挑戰	uitdaging
挑戰	uitdagende
東方	oos
東方	oosterse
東方	orient
羽毛球	pluimbal
幾乎	amper
阿拉	allah
玲	ling
消失	verdwyn
例子	voorbeelde
司令	commander
月球	maan
地圖	kaart
地圖	kaarte
杭州	hangzhou
女兒	dogter
結婚	huwelik
引用	aangehaal
引用	aanhalings
官員	departementele
官員	amptenare
請求	versoeke
請求	versoek
殖民地	colonies
殖民地	colony
殖民地	kolonie
原子	atome
原子	atoom
菲律賓	filippyne
菲律賓	philippines
觀眾	gehoor
觀眾	gehore
觀眾	kykers
進攻	aanval
珊	son
貓	katte
貓	cats
貓	kat
吸引	aantrekkingskrag
吸引	aantreklikheid
吸引	lok
測試	toets
測試	toetse
測試	toets
專業	professioneel
專業	professionele
專業	beroep
專業	spesialiteit
旅遊	toer
旅遊	tour
旅遊	reis
旅遊	toerisme
旅遊	toeriste
旅遊	reis
石油	olie
石油	petroleum
浪	golwe
浪	waai
浪	golf
需求	nood
需求	benodig
需求	verlang
需求	aanvraag
內部	interior
內部	binneste
內部	binne
內部	intern
內部	interne
失	verlore
失	verloor
集合	vergader
集合	bymekaar
方言	dialek
方言	dialekte
日文	japannese
日文	japannees
特里	terry
犯罪	misdade
犯罪	misdrywe
犯罪	misdaad
君主	monarch
君主	monargie
君主	monargie
君主	sovereign
公爵	duke
公爵	hertog
降低	verminder
私人	privaat
軟體	sagteware
每日	alledaagse
每日	daaglikse
拒絕	weier
拒絕	verwerping
原始	rou
原始	oorspronklik
原始	oorspronklike
潭	tam
警告	waarskuwing
警告	waarskuwings
俱樂部	klub
俱樂部	klawer
俱樂部	klubs
敗	oorwin
貿易	trading
貿易	verruil
貿易	handel
減少	weier
減少	verminder
減少	verminder
知名度	sigbaarheid
知名度	toeganklikheid
身體	lyf
身體	liggaam
硬	hard
硬	harde
硬	moeilik
碼頭	dock
碼頭	wharf
碼頭	pier
女主角	aktrise
女主角	actress
恐怖	gruwel
恐怖	riller
恐怖	horror
柴油	diesel
肖	shaw
園	tuin
生於	gebore
風格	styles
風格	uitsonderings
風格	style
這裡	hier
長度	tydsduur
長度	lengte
勝利	wen
勝利	oorwinning
勝利	triumph
女王	queen
女王	dame
蒙特	mont
天皇	keiser
每天	alledaagse
邀請	nooi
邀請	genooide
邀請	uitgenooi
邀請	genooi
邀請	uitnodiging
邀請	uitnodigings
傳說	legende
傳說	legends
變化	verander
舞台	arena
舞台	verhoog
舞台	stadium
舞台	etage
實際	ware
實際	werklike
食物	kos
食物	voedsel
食物	limited
食物	foods
延伸	strek
延伸	rek
延伸	uitgebreide
延伸	verbreed
延伸	verleng
延伸	uitbrei
廠	plant
廠	fabriek
推	deurstuur
推	stoot
意外	ongeluk
羽	feather
收費	kostes
收費	hef
收費	lading
收費	heffing
收費	charge
收費	fee
收費	fooi
收費	gelde
巷	lane
巷	alley
翔	shang
圖書館	biblioteke
圖書館	biblioteek
突破	deurbraak
突破	baanbreker
人生	lewe
通用	generies
通用	generic
通用	generiese
通用	gemeen
通用	common
通用	gemeenskaplike
天文	astronomiese
天文	sterrekunde
原創	oorspronklikheid
原創	oorspronklik
原創	oorspronklike
地鐵	subway
地鐵	metro
瓜	spanspek
司法	geregtigheid
司法	justice
司法	justisie
花園	tuin
花園	tuine
玄	xuan
實驗	eksperimente
實驗	eksperimenteer
實驗	eksperiment
實驗	eksperimentele
實驗	eksperimenteel
課程	natuurlik
課程	curriculum
估計	geskatte
估計	geraamde
估計	beraamde
估計	beramings
估計	skattings
估計	beramings
估計	skat
估計	skatting
估計	beraming
估計	skat
估計	skatting
箱	boks
規劃	beplanning
伏	volt
配置	opstelling
配置	opstel
國內	domestic
國內	huishoudelike
海南	hainan
柴	chai
個月	maand
現場	scene
現場	toneel
尤其是	veral
津	tsu
十字	kruis
