dhe	et
banorët	habitants
banorët	résidents
fuqi	puissance
fuqi	pouvoir
duhej	nécessaires
duhej	nécessaire
duhej	besoin
duhej	requis
kalon	passe
kalon	passes
punoi	fonctionné
punoi	travaillé
katolike	catholique
katolike	catholiques
artikulli	article
shkollë	ecole
shkollë	école
seri	série
seri	séries
përbashkët	partagées
përbashkët	partagée
përbashkët	partagé
përbashkët	commune
përbashkët	fréquent
përbashkët	fréquents
përbashkët	commun
përbashkët	joint
akoma	still
akoma	encore
akoma	toujours
akoma	pourtant
rezultat	résultat
fëmijët	enfants
fëmijët	enfants
fëmijët	enfant
profesor	professeur
profesor	professeure
ngjarje	évènement
ngjarje	événement
ngjarje	evénement
ngjarje	évènements
ngjarje	evénements
ngjarje	evenements
ngjarje	événements
mban	détient
mban	tient
mban	cales
pika	dots
pika	points
pika	gouttes
pika	point
vendasit	locaux
vendasit	indigènes
vendasit	natifs
posta	courrier
posta	mail
fakultetin	professeurs
fakultetin	faculté
kaloi	dépensé
kaloi	dépensés
kaloi	traversé
lehtë	facile
lehtë	faciles
lehtë	easy
lehtë	facilité
tej	tej
konsiderohet	considérée
konsiderohet	considéré
konsiderohet	considérées
konsiderohet	considérés
qysh	depuis
qysh	puisque
greqi	grece
greqi	grèce
jeton	vivante
jeton	vivants
jeton	vivant
jeton	vivre
jeton	live
jeton	vivant
jeton	vivre
jeton	vies
pjese	partie
fillore	primaire
fillore	élémentaire
fillore	élémentaires
xhamia	lami
xhamia	mosquée
nisur	initiée
nisur	initiées
nisur	initiés
nisur	initié
nisur	lancée
nisur	lancé
nisur	lancés
arrin	arrive
hoxha	hoxha
rëndë	heavy
rëndë	lourde
rëndë	lourd
rëndë	lourds
bin	bin
bin	poubelle
bin	bean
bin	haricot
bin	haricots
bin	bini
charles	charles
kurrë	jamais
kurrë	never
vrarë	assassiné
vrarë	assassinés
vrarë	tué
vrarë	assassinée
vrarë	tué
vrarë	tuée
vrarë	tués
united	unie
united	unis
united	unies
ismail	ismail
projekte	projets
vendeve	pays
league	league
league	ligue
sulltani	sultan
pothuajse	presque
pothuajse	quasi
pothuajse	pratiquement
pothuajse	quasiment
fituesit	lauréats
fituesit	gagnants
fituesit	vainqueurs
barcelona	barcelone
barcelona	barcelona
gjallë	vivante
gjallë	vivants
gjallë	vivant
gjallë	vivantes
gjallë	alive
pamje	afficher
pamje	vue
pamje	voir
pamje	affichage
pamje	visualiser
class	classe
sistemin	système
shkon	aller
shkon	goes
david	alain
david	laurent
david	sylvie
david	david
mundësi	possibilité
mundësi	hasard
mundësi	chance
mundësi	opportunités
mundësi	opportunité
lokale	locale
lokale	local
lokale	locales
lokale	locaux
ndryshëm	différentes
ndryshëm	différente
ndryshëm	différents
ndryshëm	différent
ndryshëm	divers
ndryshëm	diverses
gjon	jean
gjon	john
pikërisht	justement
pikërisht	précisément
pikërisht	exactement
mbetet	restes
mbetet	demeure
mbetet	décalage
mbetet	gal
tona	notre
tona	nos
portal	portal
portal	portail
çmimi	prix
çmimi	tarif
çfarë	quoi
çfarë	quel
çfarë	quelle
kthehet	retours
kthehet	retourne
treguar	montré
treguar	rapporté
treguar	raconté
treguar	relaté
treguar	racontée
page	salaire
finlanda	finlande
mbas	apres
mbas	after
mbas	après
mbas	aprés
fizike	physique
fizike	physiques
mesatare	intermédiaire
mesatare	intermédiaires
mesatare	moyen
mesatare	moyennes
mesatare	moyenne
mesatare	moyen
mesatare	moyennes
mesatare	médium
mesatare	moyenne
mesatare	milieu
serb	serbe
serb	serbes
serb	serbe
serb	serbes
vepër	acte
përbërë	composite
përbërë	composites
përbërë	composée
përbërë	composées
përbërë	composé
lloje	cépages
lloje	variétés
lloje	types
guvernator	gouverneure
guvernator	gouverneur
vështirë	difficiles
vështirë	dur
vështirë	hard
vështirë	difficile
vështirë	dure
vështirë	dur
vështirë	coriace
vështirë	difficiles
vështirë	difficile
shkallë	echelle
shkallë	échelle
shkallë	échelles
uji	eaux
uji	eau
uji	fluides
uji	fluide
ndeshjet	matches
ndeshjet	correspondances
ndeshjet	matchs
ndeshjet	allumettes
ngjashme	similaires
ngjashme	similaire
ngjashme	semblables
ngjashme	analogue
ngjashme	semblable
mbrojtur	protégées
mbrojtur	protégés
mbrojtur	protégée
mbrojtur	protégé
guri	stone
guri	pierre
guri	pierres
guri	guri
guri	rocheux
guri	rock
ekziston	existent
ekziston	existe
ekziston	exister
ekziston	existe
njerëzore	humaine
njerëzore	humains
njerëzore	humain
lidhja	branchement
lidhja	raccordement
lidhja	connexion
lidhja	lien
prodhuar	produite
prodhuar	produites
prodhuar	fabriqués
prodhuar	fabriqué
premier	premier
thellë	profond
thellë	profonds
thellë	deep
thellë	profonde
numrin	nombre
numrin	numéro
organizuar	organisé
organizuar	organisés
organizuar	organisée
organizuar	organisées
organizuar	organisé
organizuar	organisés
organizuar	organisée
organizuar	organisées
prof	prof
mësues	professeur
mësues	enseignante
mësues	enseignant
mësues	institutrice
kushtet	termes
kushtet	conditions
kryeqyteti	majuscule
kryeqyteti	capitaux
kryeqyteti	capitale
kryeqyteti	capital
cest	cest
zyrtar	fonctionnaire
zyrtar	officielles
zyrtar	officiels
zyrtar	officielle
zyrtar	officiel
art	art
art	artistique
krishterë	liturgique
krishterë	chrétiens
krishterë	christianisme
krishterë	chrétienne
krishterë	christian
krishterë	chrétien
krishterë	chrétiens
drejtor	directeur
drejtor	directrice
drejtor	réalisateur
drejtor	commettant
drejtor	principale
drejtor	principal
internet	internet
shkup	skopje
nord	nord
shkruan	écrit
shkruan	ecrire
shkruan	rédaction
shkruan	écriture
shkruan	écrire
shkoi	allé
paul	paul
djali	garçon
djali	boy
maria	maría
maria	marie
maria	maria
one	un
one	une
one	one
mijë	millier
mijë	mille
mijë	milliers
paraqitur	présentés
paraqitur	présentées
paraqitur	présentée
paraqitur	présenté
paraqitur	soumise
paraqitur	soumises
paraqitur	présenté
paraqitur	soumis
grupe	groupes
burimet	sources
burimet	ressources
personale	personnel
personale	personnelle
personale	personnelles
personale	personnels
ditët	jours
ditët	journées
lartësi	altitude
lartësi	altitude
lartësi	élévation
lartësi	taille
lartësi	hauteur
gjergj	giorgio
gjergj	gjergj
mehmet	mehmet
mehmet	mehmed
trupit	organisme
trupit	carrosserie
trupit	organe
trupit	corps
islam	islam
evropë	europe
ditën	journée
ditën	jour
ditën	journee
frashëri	frashëri
franceze	francais
franceze	française
franceze	français
franceze	françaises
sociale	sociale
sociale	sociaux
sociale	social
biri	fils
biri	fiston
ilir	ilir
sezoni	saison
sezoni	saisons
ibrahim	ibrahim
diçka	quelquechose
james	james
kuq	rouges
kuq	roux
kuq	rouge
keni	kenny
keni	avoir
keni	ont
drejtimin	diriger
pasojë	conséquence
politikan	politicien
bie	tomber
bie	chute
bie	tombant
bie	tomber
bie	automne
bie	chute
bie	fall
bie	chutes
bie	tombe
bie	falls
studime	etudes
studime	études
zonë	zone
zonë	région
zonë	zone
zonë	domaine
kërkon	requiert
kërkon	exige
kërkon	nécessite
don	don
hap	step
hap	étape
hap	ouverte
hap	ouvrez
hap	ouvert
hap	ouverture
hap	ouvrir
nisi	commencé
nisi	démarré
nisi	commencée
nisi	nisi
nisi	lancée
nisi	lancé
nisi	lancés
filma	films
filma	films
filma	cinéma
filma	ciné
trupat	nus
trupat	troupes
trupat	organes
trupat	carrosseries
keq	méchant
keq	bad
keq	mal
keq	mauvaise
keq	mauvais
keq	désolé
keq	désolée
keq	désolés
keq	pardon
ruajtur	stocké
ruajtur	stockés
ruajtur	entreposé
ruajtur	stockées
ruajtur	préservée
ruajtur	préservé
ruajtur	conservés
ruajtur	préservés
ruajtur	conservées
ruajtur	préservées
ruajtur	enregistré
ruajtur	enregistrée
ruajtur	sauvés
ruajtur	sauvé
ruajtur	sauvegardé
ruajtur	enregistrés
trashëgimisë	héritage
trashëgimisë	patrimoine
ngushtë	étroite
ngushtë	étroits
ngushtë	étroites
ngushtë	étroit
ngushtë	serrée
ngushtë	serré
ngushtë	serrés
ngushtë	étroit
rrjedh	tiges
rrjedh	flux
video	vidéo
video	vidéos
video	video
famshëm	célébrités
famshëm	célébrité
famshëm	fameux
famshëm	célèbre
famshëm	célèbres
ngritur	élevées
ngritur	élevée
ngritur	élevés
ngritur	élevé
ngritur	érigée
ngritur	érigés
ngritur	érigées
ngritur	érigé
plotësisht	complètement
plotësisht	pleinement
plotësisht	entièrement
plotësisht	totalement
plotësisht	complètement
plotësisht	complétement
plotësisht	entièrement
plotësisht	totalement
plotësisht	completement
plotësisht	carrément
plotësisht	complètement
plotësisht	totalement
utc	utc
utc	tuc
skuadra	escouade
skuadra	équipe
skuadra	escadron
skuadra	brigade
skuadra	équipe
skuadra	equipe
civile	civil
civile	civile
civile	civiles
civile	civil
civile	civils
civile	civile
civile	civiles
forca	résistance
forca	solidité
forca	force
forca	force
forca	forcer
sovjetik	soviétique
sovjetik	soviet
sovjetik	soviétiques
punon	travaux
punon	œuvres
punon	oeuvres
punon	travaillant
punon	travailler
përdor	utilisation
përdor	utiliser
përdor	utilise
përdor	utilisez
përdor	usages
përdor	utilise
përdor	utilisations
pavarësisht	malgré
humbur	perdu
humbur	perdues
humbur	perdue
humbur	lost
humbur	perdus
arti	arti
arti	art
arti	artistique
libra	ouvrages
libra	livres
kuvendit	assemblée
kuvendit	assemblage
bota	monde
bota	mondial
bota	mondiale
përdorim	utilisation
përdorim	utiliser
përdorim	utilise
përdorim	utilisez
burime	sources
burime	ressorts
burime	springs
burime	ressources
çështje	problèmes
zonat	zones
zonat	domaines
zonat	zones
private	privée
private	privé
private	privés
shkroi	écrivit
shkroi	écrit
çka	quoi
çka	quel
çka	quelle
këshilli	conseil
wiki	wiki
lëvizje	motion
lëvizje	mouvement
lëvizje	mouvements
lëvizje	movement
lëvizje	mouvement
rock	rocheux
rock	rock
muzika	musiques
muzika	musique
aktore	comédienne
aktore	actrice
malet	montagnes
malet	monts
malet	montagne
drita	lumiere
drita	lumière
drita	légère
drita	léger
drita	lumières
drita	lumière
drita	luminaires
flamuri	pavillon
flamuri	flag
flamuri	drapeau
flamuri	drapeaux
kthyer	retourné
kthyer	retournés
kthyer	retournée
gjermania	allemagne
nevojshme	nécessaires
nevojshme	nécessaire
nevojshme	besoin
nevojshme	requis
muzikore	musicale
muzikore	musical
historik	historique
historik	historiques
historik	historique
historik	historiques
përdorimi	utilisation
përdorimi	usage
përdorimi	utilisation
përdorimi	utiliser
përdorimi	utilise
përdorimi	utilisez
letërsi	littérature
artë	dorée
artë	golden
artë	doré
lëvizja	motion
lëvizja	mouvement
lëvizja	déménagement
lëvizja	bouger
lëvizja	déménager
lëvizja	mouvements
lëvizja	movement
lëvizja	mouvement
veprave	actes
national	nationaux
national	national
national	nationale
national	nationales
durrësit	durrës
sulltan	sultan
link	lien
can	chan
ndihmuar	aidé
ndihmuar	assistée
ndihmuar	assisté
vlorë	vlora
zbuluar	découvert
zbuluar	découverts
zbuluar	découvertes
zbuluar	détectée
zbuluar	détecté
zbuluar	détectées
zbuluar	détectés
kërkuar	demandée
kërkuar	demandé
kërkuar	sollicité
kërkuar	demandés
grek	grecs
grek	grecque
grek	grecques
grek	grec
alias	alias
alias	pseudonyme
alias	pseudonymes
loire	loire
elizabeth	elizabeth
elizabeth	élisabeth
zhvillimi	developpement
zhvillimi	développement
finale	finale
finale	définitif
finale	finale
finale	final
finale	définitive
finale	finale
finale	finals
finale	finales
monument	monument
duka	duke
duka	duc
romë	rome
romë	rom
romë	roms
romë	tzigane
romë	roma
realizuar	réalisée
realizuar	réalisé
liga	league
liga	ligue
liga	liga
lidhjet	relations
lidhjet	alliages
lidhjet	alliage
lidhjet	liens
lidhjet	raccordements
lidhjet	connexions
lidhjet	cravates
ishujt	îles
ishujt	iles
round	arrondi
round	ronde
round	rond
round	rondes
round	ronds
kënga	chant
kënga	chanson
vazhdim	continuation
serie	serie
materiale	matériel
materiale	matériaux
materiale	matériau
materiale	matières
materiale	matériaux
materiale	materiaux
dhjetë	rte
dhjetë	dix
dhjetë	ten
skënderbeut	skanderbeg
berisha	berisha
mënyra	façons
anëtarë	membres
anëtarë	adhérents
dite	journée
dite	jour
dite	journee
spanja	espagne
futbollist	footballeur
rritje	augmenter
rritje	accroître
rritje	augmentation
rritje	accroissement
rritje	croissance
josé	jose
josé	josé
kufizohet	bordé
kufizohet	bordée
alpes	alpes
katërt	quatrième
katërt	fourth
katërt	quatrièmement
lojtari	joueurs
lojtari	joueur
lojtari	lecteur
kultura	culture
kultura	cultures
tjeter	prochain
tjeter	suivante
tjeter	suivant
tjeter	prochaine
tjeter	next
nder	honneur
nder	honneur
nder	honorer
titull	légende
titull	titre
klasike	classe
klasike	classic
klasike	classique
klasike	classiques
hasan	hassan
hasan	hasan
hasan	hassan
dashur	chère
dashur	cher
dashur	chers
kuvendi	assemblée
kuvendi	assemblage
artikull	article
artikull	élément
skënderbeu	skanderbeg
haute	haute
mendohet	présumés
mendohet	présumé
mendohet	présumée
ligji	loi
ligji	droit
tuaj	votre
tuaj	vos
popullor	populaires
popullor	populaire
mbeti	resta
mbeti	resté
mbeti	restait
nëna	mère
nëna	mere
nëna	maman
lart	élevée
lart	hautes
lart	haut
lart	haute
lart	élevé
qytete	villes
keto	ces
hyri	entré
hyri	entrés
plot	complète
plot	pleine
plot	plein
plot	complet
pashë	saw
pashë	scie
grupin	groupe
enver	enver
dihet	connues
dihet	connue
dihet	connus
dihet	connu
dihet	connaitre
dihet	connaître
dihet	sais
dihet	sachez
dihet	savoir
vdekje	décès
vdekje	death
vdekje	mort
shtete	etats
shtete	états
shtete	pays
xix	xix
xix	xixe
struktura	équipements
struktura	installations
struktura	structures
struktura	structure
struktura	facilité
foto	photo
foto	photo
foto	image
foto	photos
foto	photographies
mark	marquer
mark	marque
mark	mark
ngjyrë	couleur
ngjyrë	coloris
ngjyrë	couleurs
ngjyrë	couleur
ngjyrë	coloris
ngjyrë	couleurs
ngjyrë	peinture
ngjyrë	peindre
ngjyrë	encres
ngjyrë	encre
shkencor	scientifiques
shkencor	scientifique
aktiv	active
aktiv	actif
aktiv	actives
aktiv	actifs
jete	vie
nivel	niveau
marrëdhëniet	relations
marrëdhëniet	relation
marrëdhëniet	relations
tetë	huit
tetë	eight
png	png
ndihmë	aidez
ndihmë	aider
ndihmë	aide
qëndron	stands
qëndron	gradins
qëndron	séjours
krijoi	créée
krijoi	créé
krijoi	crée
krijoi	crées
krijoi	créés
joseph	joseph
zgjedhjet	élections
zgjedhjet	elections
zgjedhjet	élection
zgjedhjet	election
zgjedhjet	élections
diellit	dim
diellit	soleil
radhë	queue
radhë	file
skuadrës	coéquipier
skuadrës	équipier
mbretëria	royaume
michael	alain
michael	michael
michael	michel
ruse	russes
ruse	russe
ruse	ruse
aktori	comédien
aktori	acteur
thjesht	simplement
thjesht	just
thjesht	simplement
thjesht	juste
vlerë	valeur
njëkohësisht	simultanément
njëkohësisht	simultané
pjesët	pièces
pjesët	parties
ndryshime	modifications
ndryshime	changements
euro	euro
euro	euros
euro	euros
euro	euro
ebu	uer
ebu	abu
ebu	abou
faqen	pages
faqen	page
huaja	étranger
huaja	etranger
huaja	étrangère
huaja	étrangères
rrallë	rarement
rrallë	rareté
rrallë	rare
rrallë	saignant
rrallë	rares
artistik	artistiques
artistik	artistique
territorin	territoire
ndahet	partagées
ndahet	partagée
ndahet	partagé
beratit	berat
will	will
will	volonté
will	fera
will	sera
orë	horaires
orë	heures
orë	heure
minuta	minutes
anglez	anglaise
anglez	francais
anglez	anglais
cdo	chaque
qendror	central
qendror	centrale
vii	vii
britanike	britanniques
britanike	britannique
martin	martín
martin	martine
martin	martin
tokat	terres
karl	karl
karl	carl
këmbë	foot
këmbë	pied
këmbë	pieds
këmbë	cuisses
këmbë	jambes
këmbë	pattes
këmbë	patte
këmbë	jambes
këmbë	cuisse
këmbë	jambe
masë	mesurer
masë	mesure
ati	pére
ati	pere
ati	père
ati	ati
nevojë	nécessité
nevojë	besoins
nevojë	besoin
zhvillim	developpement
zhvillim	développement
kombit	nation
emrat	noms
prizren	prizren
solli	apporté
solli	amené
solli	amenés
etnike	ethnique
etnike	ethniques
gjysmë	semi
gjysmë	moitié
gjysmë	demi
fitues	vainqueur
fitues	gagnants
fitues	gagnante
fitues	gagnant
fitues	lauréat
kanada	canada
modern	modernité
modern	moderne
modern	modernes
shihet	vu
shihet	vus
shihet	visionné
xvi	xvi
xvi	xvie
malore	montagne
malore	montagnes
malore	montagneuse
malore	montagneuses
malore	montagneux
rrit	augmenter
rrit	accroître
rrit	augmentation
rrit	accroissement
rrit	hausses
rrit	augmentations
rrit	augmente
rrit	stimule
tradicionale	traditionnelles
tradicionale	traditionnel
tradicionale	traditionnelle
tradicionale	traditionnels
regjisor	directeur
regjisor	directrice
regjisor	réalisateur
fifa	fifa
ndikim	impact
ndikim	incidence
ndikim	influence
ndikim	influencer
angli	angleterre
van	camionnette
van	fourgonnette
van	fourgon
van	van
rajon	région
socialiste	socialistes
socialiste	socialiste
dërguar	expédiées
dërguar	expédiés
dërguar	expédiée
dërguar	expédié
dërguar	envoyés
dërguar	envoyées
dërguar	envoyée
dërguar	envoyé
durrës	durrës
ndjekur	suivis
ndjekur	suivit
ndjekur	suivie
ndjekur	suivies
ndjekur	pourchassé
probleme	problèmes
probleme	trouble
probleme	perturbation
ekzistojnë	existent
ekzistojnë	existe
ekzistojnë	exister
vajza	fille
vajza	filles
bej	bey
map	cartes
map	plan
map	carte
afërsi	environs
afërsi	proximité
duart	mains
verës	eté
verës	été
hapësirë	espace
ndryshuar	changé
ndryshuar	changée
ndryshuar	modifié
ndryshuar	modifiée
ndryshuar	modifiées
ndryshuar	modifiés
sasi	quantités
sasi	montant
qëllimi	objectif
qëllimi	but
ortodokse	orthodoxe
ortodokse	orthodoxie
ortodokse	orthodoxes
shpall	proclame
shpall	déclare
shpall	proclame
shum	très
shum	tres
shum	trés
shum	shum
stamboll	istanbul
karakter	caractère
karakter	personnage
ngjyra	couleur
ngjyra	coloris
ngjyra	couleurs
ngjyra	colorants
ngjyra	coloris
ngjyra	couleurs
ngjyra	teintes
ngjyra	couleur
ngjyra	coloris
ngjyra	couleurs
ngjyra	coloris
ngjyra	couleurs
përreth	autour
përreth	alentour
ura	bridge
ura	pont
ura	passerelle
ura	ura
ura	passerelles
ura	ponts
mbrojtës	défenseur
mbrojtës	protecteur
mbrojtës	protectrice
asgjë	rien
peshkopi	évêques
peshkopi	évêque
peshkopi	bishop
albania	albanie
londër	londres
ahmet	ahmet
ahmet	ahmad
pune	travaux
pune	travail
pune	travailler
pune	travaillant
pune	travailler
stadium	stade
stadium	stadium
jan	jan
jan	yann
banorëve	résidants
banorëve	habitants
banorëve	résidents
ngjarjet	évènements
ngjarjet	evénements
ngjarjet	evenements
ngjarjet	événements
beteja	bataille
beteja	combat
beteja	batailles
