les	os
russe	russa
russe	russas
russe	russo
russe	russos
prince	principe
prince	prince
prince	príncipe
manière	maneira
manière	way
malgré	despeito
malgré	apesar
activités	atividades
activités	actividades
réalisateur	director
réalisateur	directora
réalisateur	diretora
réalisateur	diretor
réalisateur	realizador
réalisateur	cineasta
monument	monumento
sciences	ciências
sciences	ciência
sciences	ciências
radio	radio
radio	rádio
classe	turma
classe	classe
classe	aula
aucun	nenhum
aucun	nenhuma
droite	certo
droite	direito
droite	direita
lieux	localizações
lieux	localidades
lieux	locais
lieux	locais
lieux	lugares
lieux	sítios
née	born
née	nascido
née	nascida
née	nasceu
actuel	correntes
actuel	atual
actuel	atuais
actuel	actual
actuel	corrente
actuel	presentes
actuel	presente
espace	espaço
espace	space
villes	cidade
villes	cidades
fer	fer
fer	ferro
activité	atividades
activité	atividade
activité	actividade
commence	começa
commence	inicia
commence	começa
organisation	organização
organisation	organização
sélection	seleção
sélection	selecção
sélection	selecionar
sélection	seleciona
sélection	seleccionar
sélection	selecione
assez	suficiente
assez	chega
participe	participa
institut	instituto
institut	institut
james	james
james	jaime
james	tiago
internationale	internacional
internationale	international
internationale	internacionais
internationale	internationale
cadre	framework
cadre	enquadramento
cadre	quadro
cadre	moldura
cadre	frame
cadre	armação
sept	sete
sept	seven
différentes	diferente
différentes	diferentes
lac	lago
lac	lac
affaires	negócios
affaires	negócio
télévision	televisão
duc	duque
duc	duke
personnage	carácter
personnage	caractere
personnage	personagem
personnage	caracter
personnage	caráter
précédent	precedentes
précédent	precedente
précédent	anterior
précédent	anteriores
évêque	bispo
évêque	évêque
cour	pátio
cour	tribunal
cour	corte
richard	richard
richard	ricardo
adresse	morada
adresse	endereço
php	php
william	william
william	willian
william	guilherme
thomas	tomé
thomas	thomas
thomas	tomás
ball	bola
ball	ball
résultats	resultados
résultats	resultado
hors	off
hors	hors
problème	problemas
problème	problema
finalement	eventualmente
finalement	enfim
finalement	finalmente
bonne	boa
bonne	bom
nature	natureza
grandes	large
grandes	grande
grandes	grandes
grandes	grandes
michael	miguel
michael	michael
vol	voo
vol	vôo
vol	roubos
vol	furto
vol	roubo
vol	furtos
port	porto
port	harbour
premières	raw
premières	crua
premières	cru
premières	estreia
premières	primeira
premières	primeiros
premières	primeiramente
premières	primeiro
donné	dada
donné	dado
donné	dadas
donné	doou
donné	doados
donné	doado
discussion	discussão
discussion	discussões
discussion	papo
discussion	conversar
discussion	chat
discussion	conversa
dame	moça
dame	senhora
dame	dama
dame	dama
dame	dame
épouse	noiva
épouse	cônjuge
épouse	esposo
épouse	mulher
épouse	esposa
historiques	histórico
historiques	históricas
historiques	histórica
historiques	históricos
historiques	históricas
historiques	histórico
historiques	histórica
historiques	históricos
axe	machado
axe	axe
axe	eixo
axe	eixos
mesure	medir
mesure	medindo
mesure	medição
mesure	medições
mesure	mensuração
mesure	medição
mesure	medir
mesure	mede
mesure	medida
prendre	levando
prendre	tomando
prendre	pega
prendre	levar
prendre	take
prendre	pegue
prendre	toma
prendre	leve
important	importante
important	importantes
données	data
données	dados
lequel	qual
george	jorge
george	george
force	dosagem
force	força
force	forças
force	force
force	força
force	forçar
pologne	polônia
pologne	polónia
couleur	cores
couleur	cor
couleur	cores
couleur	cor
collection	recolha
collection	colecção
collection	coleção
actrice	atriz
actrice	actriz
élu	eleito
élu	eleita
élu	eleitos
régiment	regimento
station	estação
loire	loire
bande	band
bande	banda
bande	fita
bande	cassete
bande	gangue
bande	gang
bande	quadrilha
bande	bando
bande	bande
capitale	capitais
capitale	capital
côte	costela
côte	costelas
côte	litoral
côte	litoral
côte	costa
façon	maneira
façon	way
étape	step
étape	passo
étape	etapa
étape	degrau
étape	palco
étape	etapa
créée	criadas
créée	criada
créée	criado
créée	criados
créée	criou
combat	battle
combat	batalha
combat	lutar
combat	lutando
combat	fighting
combat	combate
combat	luta
combat	briga
combat	combate
combat	lute
combat	fight
footballeur	futebolista
forces	dosagens
forces	forcas
forces	forces
forces	forças
royal	real
royal	royal
aucune	nenhum
aucune	nenhuma
russie	russie
russie	russia
russie	rússia
nicolas	nicolas
nicolas	nicolás
nicolas	nicolás
nicolas	nicholas
nicolas	nicolau
mètres	contadores
mètres	metros
mètres	medidores
mètres	metros
presse	imprensa
presse	pressione
académie	academy
académie	academia
construit	constrói
construit	construída
construit	construídos
construit	construído
construit	construída
construit	construídos
construit	construídas
construit	construído
tournoi	torneio
tournoi	torneios
épisodes	episódios
passage	passagem
entrée	entrada
entrée	entrada
revue	jornal
revue	diário
revue	journal
revue	revue
revue	magazine
revue	revista
revue	resenha
revue	revisão
revue	reexame
revue	rever
jeunes	jovens
jeunes	juventude
jeunes	young
jeunes	jovem
jeunes	jovens
présence	atendimento
présence	presenças
présence	comparecimento
présence	presença
course	raça
course	corrida
course	race
course	racing
course	corridas
course	corrida
ceinture	correias
ceinture	cintos
ceinture	cinto
ceinture	cinturão
ceinture	correia
meilleure	melhor
meilleure	melhores
meilleure	melhor
meilleure	melhores
meilleure	best
tableau	tabela
tableau	mesa
tableau	quadro
heures	horário
heures	horas
heures	heures
maître	mestre
maître	master
services	serviços
marque	brand
marque	marca
marque	mark
marque	marcar
marque	marca
marque	marcos
single	solteira
single	solteiro
single	single
intérieur	dentro
intérieur	inside
intérieur	interior
intérieur	interiores
appelé	chamou
appelé	chamada
appelé	chamado
appelé	chamados
locales	locais
locales	local
olympique	olympic
olympique	olímpico
olympique	olímpica
olympique	olímpicos
olympique	olympique
subdivision	subdivisões
subdivision	subdivisão
bernard	bernard
bernard	bernardo
qualité	qualidade
langues	linguas
langues	idiomas
langues	línguas
langues	língua
langues	idioma
langues	linguagem
propre	própria
propre	own
propre	próprio
propre	limpo
propre	limpe
propre	limpar
propre	limpa
chine	porcelana
chine	china
politiques	políticas
politiques	política
politiques	politica
politiques	política
lettres	cartas
lettres	letras
patrimoine	património
patrimoine	patrimônio
patrimoine	heritage
patrimoine	património
patrimoine	patrimônio
patrimoine	herança
com	com
évolution	evolution
évolution	evolução
tours	torres
tours	passeios
tours	tours
compositeur	compositor
compositeur	compositora
compositeur	compositor
compositeur	compositora
joueurs	jogadores
joueurs	player
joueurs	reprodutor
joueurs	jogador
lyon	lyon
généralement	geralmente
généralement	normalmente
généralement	habitualmente
généralement	usualmente
généralement	normalmente
généralement	tipicamente
généralement	geralmente
von	von
amérique	america
amérique	américa
amérique	américas
mal	errado
mal	errada
mal	ruim
mal	bad
mal	mau
mal	má
mal	mal
mal	malvado
mal	mal
mal	evil
mal	maldade
rock	rochedo
rock	rocha
rock	pedra
rock	rock
abbaye	abbaye
abbaye	abadia
abbaye	abbey
nuit	nuit
nuit	noite
nuit	night
principalement	principalmente
principalement	principalmente
principalement	predominantemente
principalement	principalmente
principalement	primariamente
prise	tirada
prise	tomado
prise	levado
prise	tomadas
prise	tiradas
bretagne	bretagne
bretagne	bretanha
bretagne	brittany
avaient	tive
avaient	tinha
avaient	teve
clubs	clubs
clubs	discotecas
clubs	clubes
générale	generalidades
générale	gerais
générale	geral
générale	general
vitesse	velocidade
vitesse	rapidez
vitesse	velocidade
vitesse	speed
scénario	argumento
scénario	guião
scénario	roteiro
scénario	cenário
scénario	guião
scénario	roteiro
scénario	script
chemin	path
chemin	caminho
chemin	rodoviário
chemin	estrada
chemin	road
réalisation	realização
centrale	centrais
centrale	central
statut	status
statut	estatuto
statut	estado
statut	estatutos
statut	estatuto
groupes	bandas
groupes	grupos
avis	avisos
avis	opinião
avis	parecer
avis	aviso
avis	avis
éléments	elementos
salle	sala
salle	quarto
carte	mapa
sociale	sociais
sociale	social
travers	travers
valeur	value
valeur	valor
utilisation	uso
utilisation	utilização
utilisation	uso
utilisation	usar
utilisation	use
utilisation	utilizar
utilisation	utilização
allemande	alemã
allemande	alemães
allemande	alemão
allemande	allemande
palais	palais
palais	palácio
palais	palace
émission	emissão
émission	emissões
composé	composta
composé	composto
composé	compostos
situation	situação
droits	direitos
court	curto
court	short
court	curtas
court	curta
vallée	valley
vallée	vale
vallée	vallée
comité	comitê
comité	comite
comité	comissão
comité	comité
anciens	antiga
anciens	antigo
anciens	antigos
anciens	antiguidade
anciens	ancião
anciens	antiga
anciens	velho
anciens	antigo
anciens	velha
anciens	velhos
rugby	rugby
rugby	râguebi
cité	cité
cité	citado
cité	citadas
cité	citados
cité	citada
basse	bass
basse	baixo
basse	baixa
basse	baixos
basse	low
basse	baixo
pro	pro
pro	pró
occasion	ocasião
total	total
nationalité	nacionalidade
nationalité	cidadania
chambre	sala
chambre	quarto
chambre	quarto
nouveaux	novo
nouveaux	novas
nouveaux	novos
nouveaux	novidade
nouveaux	nova
savoir	conhecimento
savoir	conhecimentos
savoir	conheça
savoir	saiba
savoir	sei
savoir	sabe
glace	ice
glace	gelo
originale	originais
originale	original
proche	fecha
proche	feche
proche	perto
proche	close
proche	fechar
proche	perto
proche	próximo
proche	imediações
mot	word
mot	palavra
main	principais
main	main
main	principal
main	mão
main	hand
huit	huit
huit	oito
huit	eight
assemblée	montagem
assemblée	assembleia
assemblée	assembléia
populaire	popular
populaire	populares
populaire	populares
critique	críticas
critique	crítica
critique	crítica
critique	crítico
critique	critico
critique	crítica
critique	críticas
critique	crítico
critique	critica
critique	críticos
critique	crítica
del	del
publication	postar
publication	publicar
publication	publicação
publication	pós
publication	post
publication	publicação
publication	publicar
publication	edição
publication	publicação
publication	publicando
dieu	deus
uni	uni
japonais	japonesa
japonais	japonês
japonais	japão
japonais	japoneses
hôtel	hotel
australie	australiana
australie	australianos
australie	austrália
australie	australiano
australie	australian
australie	austrália
australie	montar
catholique	católico
catholique	católicas
catholique	católicos
catholique	catolicismo
catholique	católica
mission	missão
mission	missao
mission	mission
https	https
accord	acorde
accord	acordes
accord	acordo
accord	concordância
campagne	campanha
rapidement	rápido
rapidement	rápido
rapidement	fast
rapidement	rápido
rapidement	rapidamente
traduction	traduções
traduction	traduções
traduction	tradução
anne	anne
anne	ana
anne	ann
départ	partida
étude	estudo
étude	estuda
étude	estude
étude	estudar
montréal	toronto
montréal	montréal
montréal	montreal
programme	programar
programme	programa
programme	programa
bgcolor	bgcolor
importante	importante
importante	importantes
choix	seleção
choix	selecção
choix	escolhas
choix	escolha
coup	sopra
coup	golpe
coup	soprar
coup	exploda
coup	shot
coup	tiro
coup	baleado
enfant	criança
enfant	crianças
enfant	filhos
information	informações
information	informação
mieux	melhor
mieux	melhores
maurice	maurícia
maurice	maurício
maurice	maurice
maurice	maurício
défense	defesa
défense	defesa
vice	vício
vice	vice
contrôle	controle
contrôle	control
contrôle	controlo
noms	nomes
noms	nome
produits	produto
produits	produtos
internet	internet
label	rótulo
label	etiqueta
label	label
label	gravadora
hiver	inverno
fondation	foundation
fondation	fundações
fondation	fundação
fondation	alicerce
européenne	europeu
européenne	europeia
européenne	europeias
troupes	tropas
troupes	tropa
file	fila
antoine	anthony
antoine	antónio
antoine	antônio
antoine	antónio
antoine	antony
antoine	antônio
antoine	antoine
daniel	daniel
cœur	heart
cœur	coração
cœur	core
cœur	núcleo
cœur	corações
cœur	copas
cœur	hearts
îles	ilhas
pris	apanhada
pris	pego
pris	apanhado
pris	apanhados
pris	levou
pris	tirou
pris	demorou
pris	levaram
pris	tirada
pris	tomado
pris	levado
pris	tomadas
pris	tiradas
marine	navy
marine	marinha
marine	marinha
marine	marine
marine	marinho
marine	marinhos
bâtiment	construção
bâtiment	construindo
bâtiment	edifício
bâtiment	prédio
peter	pedro
peter	peter
juste	só
juste	apenas
fondé	fundado
fondé	fundou
fondé	fundada
der	der
vient	vient
seine	sena
seine	seine
amour	amor
amour	love
amour	amo
faisant	fazendo
mont	monte
mont	mount
mont	montar
mont	mont
statistiques	estatísticas
statistiques	estatística
statistiques	estatísticas
science	ciências
science	ciência
personnages	caracteres
personnages	carateres
personnages	personagens
bonjour	olá
bonjour	alô
bonjour	hello
marc	marc
altitude	altitude
altitude	elevação
économique	econômico
économique	econômica
économique	econômico
unité	unidade
unité	unity
unité	unidade
particulièrement	particularmente
particulièrement	especialmente
lignes	filas
lignes	linhas
lignes	fileiras
lignes	linhas
traité	tratado
montre	assista
montre	relógio
montre	assistir
montre	assistam
montre	mostra
montre	espetáculo
montre	mostrar
montre	show
idée	idéia
idée	idea
idée	ideia
éditeur	editor
éditeur	editora
éditeur	editor
éditeur	editora
littérature	literatura
attaque	derrame
attaque	avc
attaque	atacar
attaque	attack
attaque	ataquem
attaque	ataque
records	registos
records	records
records	registros
records	discos
principaux	principais
principaux	main
principaux	principal
sol	solo
sol	solos
sol	sol
sol	chão
sol	pavimento
sol	piso
sol	andar
chaîne	cadeia
chaîne	corrente
chaîne	canal
chaîne	channel
chaîne	string
ouvrage	ouvrage
fondée	fundado
fondée	fundou
fondée	fundada
actuellement	actualmente
actuellement	atualmente
pourrait	poderiam
pourrait	podia
pourrait	poderia
pourrait	podiam
reçoit	recebe
fond	fundo
fond	bottom
fond	antecedentes
fond	fundo
format	formato
format	formatar
format	formatação
mode	moda
mode	mode
mode	modalidade
mode	modo
original	originais
original	original
espagnol	castelhano
espagnol	espanhola
espagnol	espanhóis
espagnol	espanhol
producteur	produtora
producteur	produtor
artiste	artista
créer	crie
créer	criar
créer	cria
créer	criando
créer	criar
créer	criação
composition	composição
los	los
décide	decide
décide	decidir
décide	decida
décide	decidam
décide	decide
garde	garde
garde	guarda
garde	custódia
votre	seu
votre	sua
sécurité	seguranças
sécurité	segurança
sécurité	segurança
fédération	federação
quatrième	quarta
junior	júnior
junior	junior
police	fonte
police	polícia
police	policia
comédie	comédie
