और	oraz
प्रक्रिया	procesy
प्रक्रिया	procesów
प्रक्रिया	postępowanie
प्रक्रिया	procedura
प्रक्रिया	procedury
सेना	armie
सेना	armii
सेना	sena
सेना	army
सेना	wojska
सेना	wojsko
सेना	armia
सेना	armii
पार्टी	przyjęcie
पार्टी	partia
पार्टी	partii
पार्टी	impreza
पार्टी	imprezy
हम	hum
रेलवे	kolej
रेलवे	kolejowe
रेलवे	kolei
रेलवे	koleje
पश्चिम	zachodnia
पश्चिम	west
पश्चिम	zachodni
पश्चिम	zachód
अंत	koniec
अंत	end
दशक	dekady
दशक	dekadę
पूरी	całość
पूरी	cały
पूरी	cała
पूरी	całe
नए	nowsze
बिना	bez
क्या	jakie
क्या	co
अगस्त	sierpnia
अगस्त	augusta
अगस्त	august
अगस्त	sierpień
अगस्त	sierpień
विकसित	rozwijane
विकसित	rozwiniętych
विकसित	opracowane
विकसित	rozwinięte
विकसित	opracowany
संबंध	związki
संबंध	relacje
संबंध	relacje
संबंध	związku
संबंध	relacja
संबंध	stosunki
संबंध	związek
संबंध	relacje
संबंध	relacji
संबंध	stosunków
संबंध	stosunki
संबंध	relacje
संबंध	relacja
प्रदर्शन	wykonanie
प्रदर्शन	skuteczność
प्रदर्शन	występ
प्रदर्शन	wydajność
प्रदर्शन	wydajności
प्रदर्शन	przedstawienia
प्रदर्शन	występy
प्रदर्शन	wyświetlacz
प्रदर्शन	wyświetlanie
प्रदर्शन	wyświetlania
प्रदर्शन	narażenia
प्रदर्शन	ekspozycja
प्रदर्शन	narażenie
ऐसी	taki
ऐसी	takie
मार्ग	drodze
मार्ग	szlak
मार्ग	trasy
मार्ग	trasa
मार्ग	way
मार्ग	sposób
पर्यटन	turystyka
पर्यटन	turystyki
ज्ञान	wiedzy
ज्ञान	wiedza
ज्ञान	znajomość
ज्ञान	wiedzę
लगा	czuł
लगा	czuła
लगा	czułem
दिसम्बर	grudzień
दिसम्बर	grudnia
दिसम्बर	grudniu
दिसम्बर	grudzień
दिसम्बर	dec
प्रदर्शित	wyświetlane
प्रदर्शित	prezentowane
प्रदर्शित	polecane
प्रदर्शित	rekomendowane
प्रदर्शित	wyświetlane
प्रदर्शित	wyświetlony
प्रदर्शित	wyświetlana
प्रदर्शित	wyświetlone
प्रदर्शित	wyświetlacz
प्रदर्शित	wyświetlanie
प्रदर्शित	wyświetlania
अक्सर	często
अक्सर	czesto
अक्सर	często
सहायता	pomoc
सहायता	pomocy
सहायता	wsparcia
सहायता	wsparcie
सहायता	wspieranie
सहायता	pomoc
सहायता	pomocy
सहायता	pomoc
सहायता	pomocy
पहला	pierwszy
पहला	pierwsze
पहला	najpierw
पहला	pierwsza
मृत्यु	śmierci
मृत्यु	death
मृत्यु	śmierć
मृत्यु	śmiertelności
मृत्यु	śmiertelność
स्वयं	siebie
स्वयं	własne
स्वयं	własny
स्वयं	własna
विकिपीडिया	wiki
विकिपीडिया	wikipedia
तैयार	gotowy
तैयार	gotowe
आवश्यक	wymagana
आवश्यक	wymagane
आवश्यक	wymagany
आवश्यक	pilne
देखा	wyglądała
देखा	wyglądały
देखा	wyglądał
देखा	obserwowana
देखा	obejrzał
देखा	obserwowane
देखा	obserwowany
देखा	obserwował
देखा	widziałem
देखा	widziane
देखा	widziany
देखा	widział
देखा	piły
देखा	piła
उत्पादन	produkcji
उत्पादन	produkcja
रोग	choroba
रोग	choroby
संबंधित	powiązany
संबंधित	powiązanych
संबंधित	powiązane
संबंधित	pokrewne
शताब्दी	wieku
शताब्दी	wiek
गये	poszedł
गये	poszło
चीन	china
चीन	chin
चीन	chiny
अभी	teraz
संघ	union
संघ	związek
संघ	unia
संघ	unii
संघ	związki
संघ	federacji
संघ	federacja
संघ	skojarzenia
संघ	stowarzyszenia
संघ	association
संघ	stowarzyszenie
यात्रा	podróż
यात्रा	podróży
यात्रा	podróże
यात्रा	podróż
यात्रा	podróż
यात्रा	wyjazd
यात्रा	trip
यात्रा	wycieczka
मात्रा	kwota
मात्रा	ilość
मात्रा	ilości
मात्रा	ilość
रचना	tworzenie
रचना	tworzenia
रचना	utworzenie
रचना	stworzenie
रचना	skład
जगह	odstęp
जगह	odstępy
जगह	miejsce
जगह	przestrzeni
जगह	kosmos
जगह	przestrzeń
भिन्न	dyskretnych
भिन्न	dyskretny
भिन्न	inna
भिन्न	różne
भिन्न	inny
भिन्न	różnych
भिन्न	ułamek
भिन्न	frakcja
लोक	loka
लोक	publiczne
लोक	public
लोक	publiczna
लोक	społeczeństwo
लोक	publiczny
लोक	folk
लोक	ludowa
सब	sab
सब	wszystkie
सब	wszystko
सब	all
सब	wszyscy
पूरा	zrealizowane
पूरा	zakończone
पूरा	zakończona
पूरा	zaliczone
पूरा	ukończone
पूरा	pełna
पूरा	full
पूरा	pełen
पूरा	pełne
पूरा	pełny
पूरा	całość
पूरा	cały
पूरा	cała
पूरा	całe
पूरा	kompletny
पूरा	kompletna
पूरा	kompletne
आवश्यकता	wymóg
आवश्यकता	wymaganie
आवश्यकता	wymagają
आवश्यकता	wymagać
प्रकाश	light
प्रकाश	światło
प्रकाश	światła
प्रकाश	lekka
प्रकाश	lekki
प्रकाश	prakash
प्रकाश	światła
नई	nowości
नई	nowe
नई	nowość
नई	nowy
नई	nowa
नई	nowsze
चिकित्सा	medyczna
चिकित्सा	medyczny
चिकित्सा	medyczne
चिकित्सा	terapie
चिकित्सा	leczenie
चिकित्सा	terapię
चिकित्सा	terapii
चिकित्सा	terapia
दूसरी	druga
दूसरी	drugi
दूसरी	drugie
कार्यक्रम	programów
कार्यक्रम	programy
कार्यक्रम	zdarzenia
कार्यक्रम	wydarzenia
कार्यक्रम	imprezy
कार्यक्रम	wydarzeń
कार्यक्रम	imprez
कार्यक्रम	programu
कार्यक्रम	program
कार्यक्रम	programy
कार्यक्रम	wydarzenie
कार्यक्रम	wydarzenia
कार्यक्रम	zdarzenie
कार्यक्रम	programu
कार्यक्रम	program
पुराने	stare
पुराने	stary
पुराने	old
पुराने	stara
पुराने	starsza
पुराने	starsze
पुराने	starsi
पुराने	starszy
सदी	wieku
सदी	wiek
भगवान	bóg
भगवान	boże
भगवान	jezu
भगवान	panie
लिखा	napisane
लिखा	pisemne
लिखा	napisano
लिखा	zapisane
लिखा	napisała
लिखा	napisali
लिखा	pisał
लिखा	napisałeś
लिखा	napisał
संस्थान	instytutu
संस्थान	institute
संस्थान	instytut
संस्थान	instytutów
संस्कृति	kultura
संस्कृति	kultury
अंग्रेज़ी	angielski
अंग्रेज़ी	anglik
पूर्ण	idealna
पूर्ण	idealne
पूर्ण	idealnie
पूर्ण	idealny
पूर्ण	pełna
पूर्ण	full
पूर्ण	pełen
पूर्ण	pełne
पूर्ण	pełny
पूर्ण	kompletny
पूर्ण	kompletna
पूर्ण	kompletne
पूर्ण	zrealizowane
पूर्ण	zakończone
पूर्ण	zakończona
पूर्ण	zaliczone
पूर्ण	ukończone
परिवर्तन	konwersji
परिवर्तन	zamiana
परिवर्तन	przekształcenie
परिवर्तन	konwersja
परिवर्तन	konwersje
परिवर्तन	przemiana
परिवर्तन	przejścia
परिवर्तन	przejściowy
परिवर्तन	przemiana
परिवर्तन	przejście
परिवर्तन	zmiany
परिवर्तन	zmian
परिवर्तन	przemiana
परिवर्तन	przemiany
परिवर्तन	transformacji
परिवर्तन	transformacja
परिवर्तन	przekształcenie
परिवर्तन	zmiana
परिवर्तन	zmiany
परिवर्तन	zmienić
परिवर्तन	zmień
टीम	zespoły
टीम	zespołów
टीम	drużyny
टीम	ekipy
टीम	ekipa
टीम	team
टीम	drużyny
टीम	drużyna
टीम	zespół
चर्चा	dyskusja
चर्चा	omówienie
चर्चा	dyskusji
चर्चा	dyskusje
चर्चा	dyskusję
संगठन	organizacja
संगठन	organizacji
संगठन	organizacja
संगठन	organizacji
संगठन	organizacje
अगर	agar
शैली	styl
शैली	style
शैली	shelly
तुलना	porównania
तुलना	porównywanie
तुलना	porównanie
स्कूल	szkół
स्कूल	szkoły
स्कूल	szkoły
स्कूल	szkoła
पुस्तक	książkę
पुस्तक	książka
पुस्तक	książki
पुस्तक	księga
लेखक	autor
लेखक	pisarz
लेखक	autorzy
लेखक	autorów
लेखक	pisarzy
लेखक	pisarze
लेखक	autor
लेखक	autora
लेखक	autorka
संस्करण	wydanie
संस्करण	wyd
संस्करण	edycja
संस्करण	wersji
संस्करण	wersjach
संस्करण	wersje
संस्करण	wersja
संस्करण	wersji
संस्करण	wersję
संस्करण	edycje
संस्करण	wydania
खिलाड़ी	zawodnicy
खिलाड़ी	graczy
खिलाड़ी	gracze
खिलाड़ी	lekkoatleta
खिलाड़ी	sportowiec
खिलाड़ी	player
खिलाड़ी	gracz
खिलाड़ी	zawodnik
खिलाड़ी	gracza
खिलाड़ी	odtwarzacz
ट्रेन	pociągiem
ट्रेन	pociągu
ट्रेन	pociąg
ट्रेन	pociągi
ट्रेन	pociągów
ट्रेन	pociągi
