και	और
ιστορικό	इतिहास
σπίτι	मुखपृष्ठ
σπίτι	गृह
σπίτι	होम
σπίτι	घर
σπίτι	घर
σπίτι	मकान
σπίτι	हाउस
τζον	जॉन
αρκετές	कई
αρκετές	अनेक
τμήματα	विभाजन
τμήματα	खण्ड
τμήματα	विभागों
τμήματα	विभाग
τμήματα	वर्गों
τμήματα	खण्ड
τμήματα	अनुभाग
τμήματα	भाग
λειτουργία	फंक्शन
λειτουργία	फ़ंक्शन
λειτουργία	प्रकार्य
λειτουργία	फलन
λειτουργία	मोड
λειτουργία	विधि
λειτουργία	ऑपरेशन
λειτουργία	संचालन
λειτουργία	आपरेशन
βιβλία	पुस्तकें
βιβλία	पुस्तकों
βιβλία	किताबें
βιβλία	किताबे
πρωθυπουργός	प्रीमियर
κείμενο	पाठ
κείμενο	टेक्स्ट
γραμμή	लाइन
γραμμή	पंक्ति
γραμμή	रेखा
γραμμή	लकीर
σχέδιο	परियोजना
σχέδιο	प्रोजेक्ट
σχέδιο	प्रारूप
σχέδιο	ड्राफ़्ट
σχέδιο	मसौदा
σχέδιο	ड्राफ्ट
σχέδιο	डिजाइन
σχέδιο	डिज़ाइन
σχέδιο	प्लान
σχέδιο	योजना
βουλευτής	सदस्य
γη	पृथ्वी
γη	धरती
γη	भूमि
γη	land
γη	लैंड
γη	जमीन
χρήστες	उपयोगकर्ताओं
χρήστες	प्रयोगकर्ता
χρήστες	उपयोगकर्ता
χρήστες	उपयोक्ता
εμφανίζεται	प्रदर्शित
αυτοί	उन्होंने
αυτοί	वे
χρήστης	यूजर
χρήστης	प्रयोक्ता
χρήστης	उपयोगकर्ता
χρήστης	उपयोक्ता
θάλασσα	सागर
θάλασσα	समुद्र
χρησιμοποιούνται	प्रयुक्त
καλύτερη	बेहतर
πολιτείες	राज्यों
πολιτείες	राज्यो
πολιτείες	स्टेट्स
πολιτείες	राज्य
χρήστη	यूजर
χρήστη	प्रयोक्ता
χρήστη	उपयोगकर्ता
χρήστη	उपयोक्ता
πληθυσμού	जनसंख्या
πληθυσμού	आबादी
πληθυσμού	जनसांख्यिकी
εξουσία	प्राधिकरण
εξουσία	प्राधिकार
εξουσία	पावर
εξουσία	शक्ति
καλοκαίρι	summer
καλοκαίρι	ग्रीष्म
καλοκαίρι	गर्मियों
καλοκαίρι	गर्मी
καλοκαίρι	गर्मियाँ
παράδοση	वितरण
παράδοση	डिलीवरी
παράδοση	आत्मसमर्पण
παράδοση	परम्परा
παράδοση	परंपरा
άνδρες	पुरुष
άνδρες	पुरुषों
άνδρες	मर्द
άνδρες	मेन
δίνει	देता
όσκαρ	आस्कर
όσκαρ	ऑस्कर
όσκαρ	ऑस्कर
όσκαρ	oskar
γυναίκα	औरत
γυναίκα	नारी
γυναίκα	महिला
γυναίκα	स्त्री
γυναίκα	स्त्री
γυναίκα	महिला
γυναίκα	मादा
γυναίκα	पत्नी
γυναίκα	बीवी
κλπ	आदि
κλπ	etc
κλπ	इत्यादि
περιοδικό	पत्रिका
κατάλογος	निर्देशिका
κατάλογος	सूची
κεντρική	केंद्रीय
κεντρική	मध्य
κεντρική	सेंट्रल
γλώσσες	भाषाएँ
γλώσσες	भाषा
γλώσσες	भाषाएं
νησιά	द्वीपसमूह
νησιά	आइलैंड्स
χρώμα	रंग
χρώμα	रंग
διεθνής	अंतर्राष्ट्रीय
διεθνής	अन्तर्राष्ट्रीय
διεθνής	अंतरराष्ट्रीय
αμερική	अमरीका
αμερική	अमेरिका
γυναίκες	औरतों
γυναίκες	स्त्रियाँ
γυναίκες	महिलाएँ
γυναίκες	महिलाएं
γυναίκες	महिलाओं
μονή	मठ
μονή	प्रायरी
μονή	कान्वेंट
σπούδασε	पढ़ाई
κύρια	मुख्य
κύρια	मेन
κύρια	प्रमुख
πρότυπα	टेम्पलेट्स
πρότυπα	टेम्पलेट
πρότυπα	टेम्प्लेट
πρότυπα	मानकों
δημιουργήθηκε	बनाया
δημιουργήθηκε	बनाए
δημιουργήθηκε	निर्मित
μικρά	छोटे
μικρά	छोटा
μικρά	छोटी
σχέσεις	रिश्ते
σχέσεις	रिश्तों
σχέσεις	संबंध
σχέσεις	सम्बन्ध
σχέσεις	संबंध
εμφάνιση	दिखाओ
εμφάνιση	शो
εμφάνιση	दिखाएं
εμφάνιση	दिखाएँ
εμφάνιση	प्रदर्शन
εμφάνιση	प्रदर्शित
εμφάνιση	प्रदर्शक
τέσσερα	चार
εγκυκλοπαίδεια	ज्ञानकोष
αυτοκρατορία	साम्राज्य
ώρες	घंटे
ώρες	घंटा
ώρες	कार्यकाल
ώρες	घंटों
τίτλος	शीर्षक
συνθήκες	शर्तों
συνθήκες	शर्तें
συνθήκες	हालात
συνθήκες	हालातों
μελέτη	अध्ययन
μελέτη	पढ़ाई
σχολείο	विद्यालय
σχολείο	school
σχολείο	स्कूल
ειδικά	विशेषकर
υλικό	वस्तु
υλικό	पदार्थ
υλικό	सामग्री
κάστρο	किला
κάστρο	कास्त्रो
δυτικά	पश्चिम
δυτικά	वेस्ट
δυτικά	पश्चिमी
καλά	good
καλά	अच्छे
καλά	गुड
καλά	शुभ
ανατολικά	पूर्वी
ανατολικά	पूर्व
ανατολικά	ईस्ट
ανατολικά	पूर्वी
απέναντι	विपरीत
συνεργασία	सहयोग
επιτροπή	कमीशन
επιτροπή	आयोग
επιτροπή	समिति
επιτροπή	कमेटी
άνθρωποι	मनुष्यों
άνθρωποι	इंसानो
άνθρωποι	लोग
άνθρωποι	लोगों
αρχηγός	प्रधान
αρχηγός	प्रमुख
αρχηγός	मुखिया
αρχηγός	मुख्य
αρχηγός	नेता
σύνθεση	संरचना
σύνθεση	रचना
σύνθεση	संयोजन
σύνθεση	संश्लेषण
προσπάθεια	प्रयास
προσπάθεια	प्रयत्न
τελευταίο	अंतिम
τελευταίο	आखरी
τελευταίο	आखिरी
τελευταίο	पिछला
εξελέγη	चुनी
εξελέγη	निर्वाचित
απόφαση	फैसला
απόφαση	निर्णय
αυτοκράτορα	सम्राट
αγορά	खरीद
αγορά	खरीदारी
αγορά	खरीदें
αγορά	मार्केटप्लेस
αγορά	बाजार
αγορά	बाज़ार
αγορά	मार्केट
πρόταση	प्रस्ताव
μέρες	दिन
μέρες	दिनों
ανακαλύφθηκε	खोजा
ποσοστό	प्रतिशत
ποσοστό	दर
ποσοστό	रेट
τελική	फ़ाइनल
τελική	अंतिम
τελική	फाइनल
καθηγητής	व्याख्याता
καθηγητής	प्रोफ़ेसर
καθηγητής	प्रोफेसर
καθηγητής	प्राध्यापक
καθηγητής	शिक्षक
καθηγητής	अध्यापक
καθηγητής	टीचर
συμβούλιο	मंत्रिपरिषद
συμβούλιο	काउंसिल
συμβούλιο	परिषद
μέσο	यंत्र
μέσο	मध्यम
μέσο	माध्यम
μέσο	मीडियम
σταθμός	स्टेशन
παράγεται	उत्पादित
παράγεται	जनित
παράγεται	उत्पन्न
έρευνα	जांच
έρευνα	छानबीन
έρευνα	सर्वेक्षण
έρευνα	अनुसंधान
έρευνα	शोध
γέννησης	जन्म
γέννησης	जनम
δυτική	पश्चिम
δυτική	वेस्ट
δυτική	पश्चिमी
