and	и
warner	warner
quote	цитирую
quote	цитата
separated	разделены
bishops	епископов
glasgow	глазго
input	вклад
input	ввод
battery	аккумулятор
battery	батареи
battery	батарея
favor	услуга
benjamin	бенджамин
apparent	очевидной
shopping	покупки
patrol	патруль
patrol	патрулирование
patrol	патрульные
eagle	игл
eagle	орёл
eagle	орел
angel	анхель
angel	ангел
angel	ангела
restoration	восстановление
restoration	восстановления
delhi	дели
hans	ханс
hans	ганс
morris	моррис
centers	центров
centers	центры
mills	миллс
helpful	полезное
helpful	полезный
helpful	полезно
helpful	полезные
delivered	доставлена
delivered	доставлено
