から	od
フォワード	naprijed
骨折	frakture
骨折	frakture
ゴースト	duh
ゴースト	duha
ゴースト	duhovi
支払い	platiti
支払い	plaćaju
支払い	plati
支払い	plate
支払い	plaćanje
支払い	plaćanja
支払い	plaćanje
支払い	isplata
フラワー	cvijet
賭け	klađenja
賭け	ulog
賭け	opkladu
モジュール	modular
モジュール	modula
モジュール	modul
眼鏡	naočale
アポロ	apolon
アップル	jabuka
ホスト	računar
ホスト	domaćin
タービン	turbina
ポルト	porto
策定	formulacija
礼拝	namaz
礼拝	molitva
演算	operacija
演算	operacijama
グローブ	globus
グローブ	rukavice
イラストレーター	illustrator
学歴	obrazovanje
電報	telegraph
ハワード	howard
内陸	kontinentalno
アシスト	asistencija
アシスト	pomaže
アシスト	asistencija
識別	identifikuje
識別	identifikaciji
識別	utvrditi
識別	identifikacija
識別	identificira
アフガニスタン	afganistan
アフガニスタン	afganistanski
オットー	otto
プロテスタント	protestantizam
プロテスタント	protestant
微妙	suptilna
健二	kenji
ロット	lot
ロット	mnogo
生地	batter
心配	brine
心配	brinu
心配	zabrinut
書類	dokument
書類	dokumentima
書類	dokumenata
書類	dokumenti
書類	dokumente
書類	papire
デイリー	svakodnevne
デイリー	dnevnik
デイリー	svakodnevni
デイリー	dnevni
降下	spuštanje
ドス	dos
ライフル	puška
ノア	nuh
デルタ	delta
辞退	pad
辞退	odbio
パーセント	procentima
パーセント	postotak
パーセント	posto
パーセント	procenata
職務	dužnosti
勾配	gradijent
ゼロ	nula
鳥羽	toba
放射線	zračenje
放射線	radijacija
ラフ	gruba
疑惑	sumnje
疑惑	sumnju
エンタープライズ	preduzeće
エンタープライズ	preduzetništvo
エンタープライズ	enterprise
救済	remedy
救済	spas
ハンドル	drškom
ゆえに	stoga
評判	ugled
フルート	flauta
ワーナー	warner
つる	vine
ウー	vu
カウント	računaju
カウント	grof
カウント	broji
カウント	broji
アレクサンダー	aleksandar
アレクサンダー	alexander
サード	treći
サード	treća
サード	treće
割り当て	dodjela
割り当て	zadatak
割り当て	zadatke
バブル	mjehur
トリノ	torino
明るい	svjetlost
明るい	bright
明るい	bistra
サスペンション	obustave
埋葬	sahrane
埋葬	ukop
埋葬	sahranjen
トレイン	voz
家老	karo
本質	suštinu
本質	suštini
本質	srž
大都市	metropola
芸術家	umjetnici
芸術家	umjetnik
ハリス	haris
ハリス	harris
セレクション	selekcija
セレクション	izbor
ボランティア	volonterski
ボランティア	dobrovoljno
フェラーリ	ferrari
ファイブ	pet
熱帯	tropske
熱帯	tropski
熱帯	tropska
熱帯	tropa
半径	poluprečnik
ノミネート	nominacije
元帥	maršal
コック	cook
コック	cock
たかし	takashi
マケドニア	makedonija
ナポリ	napulj
ナポリ	napoli
消費者	potrošača
消費者	potrošači
消費者	potrošača
損失	gubitak
損失	gubitke
損失	gubici
ストック	berze
ストック	dionica
ストック	deonice
ストック	dionice
声明	izjava
ハミルトン	hamilton
妄想	paranoja
妄想	poremećaji
貧困	siromaštvo
貧困	siromaštva
シアトル	seattle
ワゴン	vagon
力学	mehanika
マキ	maki
タイムズ	puta
楕円	elipsa
楕円	eliptična
ソリ	sanke
マレー	malajski
マレー	murray
ルートヴィヒ	ludwig
遺伝	genetičke
遺伝	genetička
遺伝	genetičko
遺伝	genetički
遺伝	genetski
遺伝	genetsko
違法	nelegalno
違法	ilegalni
違法	ilegalno
違法	ilegalne
キエフ	kijev
野生	divljeg
野生	divlji
野生	wild
野生	divlja
パトリック	patrick
トール	tor
公衆	javni
公衆	javnost
公衆	javna
公衆	javno
ケネディ	kenedi
ケネディ	kennedy
染色	staining
農場	farma
マーシャル	maršal
強度	snage
強度	snaga
源氏	genji
勇気	hrabrost
セキュリティ	obezbjeđenje
セキュリティ	sigurnost
債権	tvrde
債権	tvrdnju
債権	tvrdnje
債権	tvrdi
ハーバード	harvard
祖母	nana
イエロー	žuta
フロア	kata
フロア	spratu
フロア	poda
フロア	sprat
ラッセル	russell
位相	faze
位相	faza
受付	prihvatanje
受付	prijem
手続	procedura
手続	procedure
クラフト	kraft
ドキュメント	docs
ドキュメント	dokument
ドキュメント	dokumentima
ドキュメント	dokumenata
ドキュメント	dokumenti
ドキュメント	dokumente
ドキュメント	dokumentacija
ドキュメント	dokumentaciju
思考	misleći
思考	misao
思考	misli
覚醒	buđenje
ニール	neil
ニール	nil
ニール	neal
講習	obuke
講習	trening
講習	obuka
講習	treninga
講習	obuku
ホップ	hop
コンピューター	računar
コンピューター	računari
マネー	novac
ウォール	zid
レート	stopa
クラウン	kruna
クラウン	krunu
ロベルト	robert
ロベルト	roberto
貨幣	novac
仮想	virtualna
仮想	virtuelna
仮想	virtualni
マイアミ	miami
当事者	stranaka
当事者	stranke
常陸	hitachi
田原	tahara
悪戯	hoax
迷宮	lavirint
ロジャー	roger
ローラ	laura
ローラ	lola
朗読	recitacija
ハナ	hana
夜明け	dawn
夜明け	zore
夜明け	zora
ポンプ	pumpa
ポンプ	pumpe
フレデリック	frédéric
フレデリック	fridrik
フレデリック	frederick
フレデリック	frederik
含める	uključuju
含める	uključiti
ハイブリッド	hibrida
ハイブリッド	hibridni
ハイブリッド	hybrid
マウス	miševi
マウス	miš
レインボー	duga
失う	izgubiti
失う	gube
失う	izgubi
ベンチ	klupi
ベンチ	klupa
ヴェルディ	verdi
蜂起	ustanak
スタブ	stubs
感じる	osjete
感じる	osjećaju
感じる	osjeti
感じる	osjeća
テリー	terry
脅威	prijetnje
脅威	prijetnjama
脅威	prijetnji
脅威	prijetnju
脅威	prijetnja
触媒	katalizator
虚偽	lažnih
車輪	točak
車輪	točkove
シャツ	dres
主人	muž
歌人	pjesnik
アリゾナ	arizona
プラハ	prag
結婚式	vjenčanje
結婚式	vjenčanja
アルミ	aluminijum
アルミ	aluminijuma
香り	miris
シールド	štita
シールド	štit
不在	odsutan
オブジェクト	objekat
オブジェクト	objekti
代理店	agencija
代理店	agencije
バンコク	bangkok
オイル	ulje
注釈	annotated
注釈	annotation
トライアル	suđenje
トライアル	suđenjima
トライアル	suđenja
リサーチ	istraživanje
リサーチ	istraživanja
取り扱い	rukovanje
シベリア	sibirski
シベリア	sibira
ムハンマド	muhammed
頭文字	početni
頭文字	inicijalima
頭文字	initials
矛盾	kontradikcije
矛盾	kontradikciju
皮膚	koža
誇り	ponos
誇り	ponosna
誇り	proud
誇り	ponosni
スプリント	sprint
切断	amputacija
アムステルダム	amsterdam
宝石	nakita
宝石	nakit
宝石	dragulja
ホン	hong
座標	koordinaciju
座標	koordinate
必須	potrebnih
シャトル	šatl
パキスタン	pakistan
パキスタン	pakistanski
複製	duplikat
レーン	lane
ケリー	kelly
ケリー	kerry
ミズーリ	missouri
写本	rukopisi
写本	rukopisa
写本	rukopis
笑顔	smile
笑顔	osmijeh
笑顔	osmijeha
両側	strane
紀元	epohe
紀元	epoha
頻度	frekvencija
取り組み	napore
取り組み	napori
乗る	prevoz
追悼	spomen
追悼	memorijal
追悼	komemoraciji
追悼	pomen
追悼	memorijalni
ギャル	gal
アルプス	alpi
有機	organska
広州	guangzhou
コロラド	colorado
プチ	petit
ウォン	osvojen
ウォン	pobijedio
ウォン	pobijedila
ウォン	osvojena
ウォン	pobjedio
赤字	deficit
語源	porijekla
語源	porijeklo
語源	etimologija
オルガン	organ
帽子	kape
帽子	hat
帽子	šešir
批評	kritika
批評	kritike
批評	critique
洞窟	pećina
ウイング	krilo
ムーア	moore
ムーア	mur
本当	istina
本当	tačna
精度	preciznost
精度	preciznosti
精度	tačnost
精度	preciznost
ミシェル	michelle
ミシェル	michel
裁判官	kadiluk
裁判官	sudaca
裁判官	sudije
裁判官	suci
ペース	tempo
系図	genealogija
アドルフ	adolph
アドルフ	adolf
磐田	iwata
モーツァルト	mozart
ベッド	krevet
ベッド	postelju
ベッド	bed
本堂	hondo
ブリス	uspjeti
円形	kružni
ヴィクトリア	viktorija
ヴィクトリア	victoria
参考文献	bibliography
参考文献	reference
魔法使い	čarobnjak
魔法使い	čarobnjaka
錬金術	alhemičar
錬金術	alhemija
風俗	mores
古賀	koga
忠実	vjernike
忠実	vjerna
忠実	vjernici
制約	ograničenja
地面	terenu
地面	tlo
地面	kopnena
地面	tlu
地面	ground
ビタミン	vitamini
ビタミン	vitamini
クルーズ	krstarenje
最適	optimalna
マック	mac
マック	mack
透明	transparentno
透明	transparentnost
透明	transparency
透明	transparentnosti
アンダーソン	anderson
放射	zračenje
放射	radijacija
助言	savjet
索引	indeks
アップデート	update
アップデート	ažurirane
アップデート	ažuriranja
速報	breaking
シーク	tražiti
決断	odlukom
決断	odluka
葬儀	sahrane
葬儀	sahrane
ターゲット	meta
ターゲット	mete
テクノ	tehno
ヒップ	hip
ホームズ	holmes
ホームズ	holmesa
ローレンス	lawrence
満足	zadovoljstvo
満足	pribavlja
満足	zadovoljan
スティーヴン	stephen
スティーヴン	steven
気圧	pritisak
筋肉	mišići
筋肉	mišićima
筋肉	mišiće
筋肉	mišić
バッテリー	baterija
楽園	raj
支給	odredbom
支給	odredbu
支給	opskrba
カンファレンス	konferencija
対称	simetrija
吹田	suita
パイプ	cijev
パイプ	cevi
因子	faktor
クラッシュ	crush
クラッシュ	sudar
クラッシュ	pad
ルノー	renault
ユリ	ljiljani
ユリ	ljiljanima
ユリ	ljiljan
停車駅	staje
停車駅	prestaje
停車駅	sprečava
写像	mapiranje
引き分け	tie
シャープ	oštrim
シャープ	oštre
シャープ	oštru
シャープ	oštrog
信者	vjernika
信者	vjernici
仮名	kana
祈り	moli
祈り	molitvi
祈り	molitve
祈り	mole
祈り	namaz
祈り	molitva
好み	favoriti
マルコ	marko
マルコ	marco
マルコ	marko
ジーン	jean
ジーン	gen
アコースティック	acoustic
アンドリュー	andrew
ドラマー	bubnjara
潜入	infiltracija
十五	petnaest
ガソリン	benzin
ガソリン	benzin
みき	miki
マスターズ	masters
勧告	savjetodavni
勧告	savjetodavna
アルメニア	armenski
アルメニア	armenije
係数	koeficijent
係数	coefficients
係数	faktor
読書	reading
読書	čita
トランペット	truba
クリストファー	christopher
テクノロジー	tehnologija
怪物	čudovište
怪物	monster
延期	odgođena
延期	odgođeno
延期	odložena
文法	gramatika
ハドソン	hudson
樺太	sahalin
ソフィア	sofija
ソフィア	sofija
ソフィア	sophia
医者	doktori
医者	ljekari
医者	doktor
サテライト	sateliti
辞書	rječnik
木材	drva
木材	drvo
個性	ličnost
ブレイク	blake
ガールズ	djevojke
ガールズ	girls
フォーム	forme
フォーム	formama
フォーム	oblici
フォーム	oblike
フォーム	oblik
フォーム	formirati
フォーム	forma
フォーム	formi
フォーム	formiraju
ちょうど	samo
ルビー	ruby
モントリオール	montreal
アプローチ	pristupe
アプローチ	pristupa
アプローチ	pristup
アプローチ	pristupom
アプローチ	pristupu
アプローチ	prilaz
農家	poljoprivrednici
農家	poljoprivrednike
農家	poljoprivrednicima
農家	farmera
セダン	sedan
ナトリウム	natrijum
ナトリウム	natrij
持株	drže
持株	holding
寄与	doprinos
バリエーション	varijacije
バリエーション	varijacija
繁栄	prosperitet
繁栄	prosperiteta
親族	rodbina
本物	real
本物	pravi
情勢	situacijama
加算	dodaju
加算	dodati
加算	dodajte
ケータイ	keitai
通知	primijetiti
通知	obavještenje
通知	primjeti
ウォーズ	ratovi
神道	šintoizam
フアン	juan
不参加	odbio
スパルタ	sparta
サムネイル	thumbnails
プライベート	privatno
プライベート	privatne
プライベート	privatni
プライベート	privatna
マツダ	mazda
収益	profit
収益	dobit
収益	prihodi
収益	prihodi
収益	zarada
収益	prihoda
収益	prihodi
収益	prihode
阿蘇	aso
人質	taoc
人質	taoce
ロッド	rod
楽しむ	uživaju
楽しむ	uživati
最年少	najmlađe
最年少	najmlađi
ブラザーズ	braće
ブラザーズ	braća
水力	hidroelektrane
水力	hidroelektrana
焦点	fokusu
焦点	fokus
富士通	fujitsu
ようこそ	dobrodošli
歩く	walking
歩く	hod
由美	yumi
ガム	gum
魔術	sihr
サミュエル	samuel
サーバー	servere
サーバー	server
ひょう	hail
ヘッセン	hesse
ユニフォーム	dresove
ユニフォーム	uniforme
ユニフォーム	ujednačen
先住民	autohtone
ファーム	farma
沿革	historija
カンボジア	kambodža
呪い	prokletstvo
聖人	sveti
聖人	saint
ルドルフ	rudolph
ルドルフ	rudolf
モル	mor
モル	mol
合う	odgovara
合う	uklapa
野党	opozicioni
野党	protivljenje
野党	opozicija
美穂	miho
アンディ	andy
クリーブランド	cleveland
ブロー	udarac
注文	naređenje
注文	naredbu
注文	reda
注文	red
注文	naređenje
注文	naređenja
デート	datum
デート	datiraju
気分	osećaj
気分	feeling
気分	osjećaju
気分	osjećaj
気分	raspoloženje
オークランド	oakland
オークランド	auckland
シンガー	pjevačica
シンガー	pjevač
立法	zakonodavstva
立法	zakonodavstvo
モニター	monitor
モニター	monitora
モニター	monitoru
ソロモン	sulejman
適応	prilagođena
適応	adaptacija
擁護	brani
擁護	brane
擁護	odbraniti
擁護	braniti
擁護	odbrani
ビクター	viktor
ビクター	victor
長崎市	nagasaki
干渉	miješanja
チョコレート	čokolada
エディション	izdanje
エディション	izdanja
レンジ	domet
レンジ	dometa
野望	ambicija
ワニ	crocodile
年表	hronologija
差し替え	zamjenjuje
リッチ	bogata
リッチ	bogato
リッチ	bogati
リッチ	bogatim
リッチ	bogat
リッチ	ricci
バッファ	tampon
愛する	voljeti
記念碑	spomen
記念碑	memorijal
記念碑	komemoraciji
記念碑	pomen
記念碑	memorijalni
記念碑	spomenika
記念碑	spomenici
記念碑	spomenik
待つ	sačeka
待つ	čekati
待つ	wait
アベニュー	avenue
グルジア	georgia
グルジア	džordžija
グルジア	gruzija
ワード	riječ
難民	izbjeglica
難民	izbjeglica
難民	izbjeglice
予言	predvidio
予言	predviđanje
予言	predviđanja
予言	proročanstva
デバイス	uređaj
デバイス	uređaji
デバイス	uređajima
デバイス	uređaji
神学	teolog
神学	teologije
武藤	muto
ドライ	suha
ドライ	suho
オックスフォード	oxford
ファイア	vatra
進撃	napad
オト	oto
アルゴリズム	algoritmi
アルゴリズム	algoritam
括弧	parentheses
括弧	zagradi
歩き	hod
メンタル	mentalne
メンタル	mentalno
メンタル	duševna
イスラム教	muslim
イスラム教	musliman
イスラム教	muslimani
イスラム教	islam
合金	legura
リンゴ	jabuka
リンゴ	jabuke
フォント	font
バナナ	banana
バナナ	banane
バナナ	bananas
計測	mjera
計測	mjeri
クレア	claire
関節	zajedničke
関節	zglobova
免疫	imunološki
免疫	imuni
免疫	imunitet
混同	konfuzije
カルチャー	kultura
望ましい	poželjno
カタルーニャ	catalunya
メモリー	sjećanje
メモリー	uspomena
メモリー	pamćenje
メモリー	memorija
メモリー	memorije
メモリー	memorijski
天津	tianjin
パニック	panika
ジャングル	džungla
ナウ	sada
ナウ	now
ナウ	sad
プレステージ	prestiž
リーチ	leach
リーチ	dostići
シューティング	strijelac
レフ	lev
稲荷	inari
ドレス	dress
ロビン	robin
セールス	prodaja
グラント	grant
ブレーブス	braves
ドナルド	donald
鉱業	rudarstvo
アルベルト	albert
アルベルト	alberto
氏族	klan
氏族	klana
勢い	zamajac
パブリック	javni
パブリック	javnost
パブリック	javna
パブリック	javno
手順	koraka
手順	koraci
手順	procedura
手順	procedure
手順	postupak
手順	procedura
手順	uputstvu
手順	uputstva
手順	upute
手順	instrukcije
エージェント	agenti
エージェント	agens
エージェント	agent
強盗	pljačkaša
強盗	pljačka
強盗	pljačke
ケンブリッジ	cambridge
最速	najbrže
すき	suki
ミルク	mlijeko
最短	najkraće
パブ	pub
イーグル	orao
キミ	kimi
マルク	marc
マルク	marka
マルク	mark
高麗	goryeo
処女	djevičanstvo
処女	virgin
処女	djevice
処女	djevica
処女	djevojačka
処女	djevice
栄光	veličanstveni
栄光	uzvišeni
晴れ	sunčan
晴れ	sani
司祭	sveštenik
司祭	sveštenika
司祭	sveštenici
ディック	dick
ひまわり	himawari
カプセル	kapsula
カプセル	kapsule
クリーム	krem
クリーム	krema
微分	diferencijacija
微分	derivacija
微分	diferencijalna
ボスニア	bosna
失踪	nestao
革新	inovativni
革新	inovativnih
革新	reforma
革新	inovacija
宇野	uno
ランナー	trkača
担保	zalog
インストール	ustanovama
インストール	instalira
インストール	instalacija
インストール	instalaciju
インストール	instalacija
子爵	vikont
ナイフ	nož
アロー	strela
中国人	kineski
サックス	sax
サックス	saksofon
星座	sazviježđe
星座	sazviježđa
パイオニア	pioneer
パイオニア	pionir
流入	priliv
金星	venera
灰色	gray
灰色	siva
灰色	sive
灰色	sivi
灰色	siva
ウォルター	valter
ウォルター	walter
侯爵	marquis
ネルソン	nelson
コンゴ	kongo
除外	isključenja
除外	isključujući
除外	isključena
除外	isključi
アンソニー	anthony
ハッチ	otvora
カエル	žaba
孤立	izolacija
孤立	izolaciju
孤立	izolacije
孤立	izdvoje
コーラ	coke
コーラ	kolu
コーラ	kora
コーラ	cola
巡査	oficire
巡査	oficir
巡査	oficirom
休暇	odmor
ネズミ	pacova
ネズミ	pacova
紙幣	novčanice
紙幣	novčanica
紙幣	račune
紙幣	novčanice
紙幣	bills
青色	plava
森本	morimoto
現金	novac
暴行	napad
ゴードン	gordon
詐欺	prevaru
詐欺	prevare
詐欺	prevara
詐欺	prijevara
軌跡	lokus
軌跡	locus
シチリア	sicilija
オーク	hrast
金銭	novac
尊敬	poštovanje
カップル	parova
カップル	parovi
カップル	par
カップル	nekoliko
ブロードウェイ	broadwayu
拉致	oteo
知り合い	poznanika
知り合い	poznanicima
ゲオルク	georg
スティーブ	steve
両手	ruke
両手	rukama
ルネサンス	renesansa
三次	kubni
三次	kubna
三次	kubični
センサー	senzor
クラリネット	klarinet
ハンデ	hande
ジェームス	james
勝者	pobjednik
勝者	pobjednici
原稿	rukopis
エチオピア	etiopiji
エチオピア	etiopski
ギャング	gangster
ギャング	banda
ギャング	družina
ギャング	bande
ギャング	bande
アイヌ	ainu
デリー	delhi
デリー	derry
動詞	glagoli
動詞	glagola
レバー	poluga
レバー	jetra
自信	uvjereni
自信	uvjerena
自信	uvjeren
自信	povjerenje
ラッキー	lucky
誘惑	iskušenja
マーチ	mart
グスタフ	gustav
レイアウト	raspored
歓迎	dobrodošli
仮説	hipoteza
孤独	lonely
孤独	usamljeni
孤独	solitude
バラード	balada
ニックネーム	nadimak
ハイウェイ	autoput
等しい	jednaki
等しい	jednakih
等しい	jednake
等しい	jednaka
等しい	jednako
パーフェクト	savršen
パーフェクト	savršena
アイスランド	island
クン	kung
カスタム	običaj
土井	doi
アーチ	arch
アルバート	albert
アンソロジー	antologija
青島	qingdao
コリン	collin
コリン	colin
コリン	kolin
告発	optužbe
屋上	krovu
屋上	krov
屋上	krovu
カウ	krava
墓所	grob
墓所	groblje
キングス	kraljevi
動機	motiv
ラボ	laboratorija
ラボ	laboratoriji
ラボ	lab
フィクション	fikcija
今夜	tonight
今夜	večeras
リアルタイム	realtime
ミラクル	čudo
ミラクル	miracle
バク	tapir
選択肢	izbori
ピート	pete
自伝	autobiografija
ウォーク	hod
アピール	žalbi
悲しみ	žalost
悲しみ	tuge
悲しみ	tuga
悲しみ	tuge
プロセッサ	procesor
ポプラ	poplar
スターリン	staljin
武道	budo
コカ	koka
コカ	coca
十八	osamnaest
遠い	udaljenim
遠い	udaljeni
遠い	udaljene
遠い	daleki
運転手	vozač
運転手	vozača
パレスチナ	palestinu
パレスチナ	palestina
パレスチナ	palestinski
正直	iskreno
正直	iskrenost
正直	honest
レジャー	rekreativnih
スマイル	smile
スマイル	osmijeh
暴動	nemira
暴動	nemiri
ゴシック	gothic
サイレント	tiha
調節	podešavanje
コロン	colón
内装	enterijera
ムスリム	muslim
ムスリム	musliman
ムスリム	muslimani
プラスチック	plastika
血管	vaskularnog
サイモン	simon
コパ	copa
コパ	kup
ベートーヴェン	beethoven
中井	nakai
引数	argumente
引数	argumenti
土壌	tlo
土壌	tlu
間接	indirektni
間接	indirektna
感動	impresionirana
感動	impresioniran
リム	obruč
パラメータ	parameter
パラメータ	parametara
パラメータ	parametri
高地	upland
高地	highland
ピッツバーグ	pittsburgh
ウェイン	wayne
バーチャル	virtualna
バーチャル	virtuelna
バーチャル	virtualni
賠償	odštetu
賠償	kompenzacije
賠償	kompenzaciju
賠償	naknadu
賠償	naknade
テラ	terra
飲食店	restoran
システムズ	sistemi
セクション	odeljak
セクション	sekcija
セクション	sekcije
補償	kompenzacije
補償	kompenzaciju
補償	naknadu
補償	naknade
ティム	tim
パナマ	panama
レッスン	časovi
レッスン	lekcije
レッスン	lekcija
レッスン	časovi
ウラン	uranij
シール	pečat
アルミニウム	aluminij
アルミニウム	aluminijum
アルミニウム	aluminijuma
タラ	tara
タラ	cod
ねこ	mačka
メンテナンス	održavanje
だって	jer
マドンナ	madonna
モーリス	morris
モーリス	maurice
重い	heavy
重い	teški
重い	težak
重い	teška
重い	teške
ミリオン	milion
愛子	aiko
木製	drvena
木製	drveni
木製	drvene
木製	drvenih
木製	drvenim
木製	drva
木製	drvo
ネパール	nepala
ホーク	soko
ホーク	hawk
ホーク	hawke
喫煙	pušenje
タバコ	cigareta
タバコ	duhan
タバコ	duhana
タバコ	cigareta
タバコ	cigarete
主権	suverenitet
主権	suverena
寿司	suši
取り消し	undo
宣教師	misionari
頂上	samit
志賀	shiga
直ちに	odmah
通話	call
通話	poziv
通話	poziva
ベネズエラ	venecuela
ダラス	dallas
ハードウェア	hardversko
差異	razlika
差異	razlike
差異	razlika
レモン	limun
工廠	arsenal
ヒント	savjeta
ヒント	vrh
アラスカ	aljaske
デニス	dennis
入り口	ulaz
ラインナップ	postava
硬貨	novčiće
硬貨	kovanica
硬貨	novčić
硬貨	novčića
時々	ponekad
ワルシャワ	varšava
歩道	trotoar
僧侶	monasi
マイナス	negativan
マイナス	negativne
マイナス	negativni
マイナス	negativno
マイナス	minus
急性	akutni
急性	akutne
ジェーン	jane
乗り換え	transfer
乗り換え	prijenos
コンプレックス	kompleksan
コンプレックス	kompleks
コンプレックス	kompleksna
ホルン	rog
キーワード	keywords
キーワード	keyword
シンセサイザー	synth
フェルナンド	fernando
シンプル	jednostavna
シンプル	jednostavne
シンプル	jednostavan
シンプル	jednostavni
シンプル	jednostavnih
シンプル	jednostavno
シンプル	jednostavnost
サポーター	navijači
サポーター	pristalica
サポーター	pristalice
サポーター	pristalica
サポーター	pomagač
ビー	pčela
アイオワ	iowa
サーカス	cirkus
クマ	medvjed
クライマックス	climax
書道	kaligrafija
報復	osveta
報復	osvete
巡礼	hadždž
セミナー	seminara
セミナー	seminaru
セミナー	seminar
最悪	najgori
最悪	najgore
キューブ	kocka
エリート	elita
エリート	elite
アルフレッド	alfred
オールド	stare
オールド	stara
オールド	staro
オールド	stari
一夫	kazuo
ストライク	štrajk
レポーター	novinar
レポーター	reporter
スティーヴ	steve
クリック	pritisnite
クリック	kliknite
カーン	khan
カーン	kan
積分	integral
有罪	kriv
有罪	krivicu
有罪	krivima
有罪	kriva
有罪	krivim
初心者	beginners
初心者	novice
グレゴリオ	gregorio
トリック	trik
トリック	trikova
物流	logistika
アンケート	anketa
アンケート	ankete
アンケート	istraživanje
アンケート	ispitivanje
アンケート	ispitivanja
アンケート	ankete
玄関	ulaz
紳士	gospodin
随筆	esej
随筆	eseje
許容	tolerancija
許容	tolerancije
許容	toleranciji
ハンマー	čekić
リュウ	ryu
調印	potpisivanje
布告	proglas
布告	proglašenja
布告	dekretom
布告	dekret
布告	deklaracija
布告	proglašenje
アトリエ	atelier
キャンディ	candy
名詞	imenice
フライト	letovi
フライト	leta
フライト	let
エディ	eddie
エディ	edi
ビルマ	burmi
テンポ	tempo
キャサリン	katherine
キャサリン	catherine
キャサリン	katarina
ウド	udo
フック	kuka
ノブ	knob
連発	baražu
置換	zamijenivši
置換	zamjena
置換	zamijeniti
置換	zamijenit
置換	zamjenu
マクドナルド	mcdonald
あえて	dare
実体	entitet
アーキテクチャ	arhitektura
エルサ	elsa
チーズ	sir
チーズ	sireva
同窓会	okupljanje
リフト	lift
リフト	podići
リフト	podigne
窒素	dušik
ホーン	rog
プラチナ	platina
愛情	naklonosti
クロード	claude
アウグスト	august
きみ	kimi
邸宅	stambenih
ゴッド	allah
ゴッド	allaha
ゴッド	allahu
ゴッド	bog
メロディー	melodija
収束	konvergencija
収束	konvergencije
収束	približavanja
バート	burt
バート	bart
バート	bert
スペクトル	spektar
スペクトル	spektra
スペクトル	spektru
代謝	metabolizam
切手	pečat
賃金	plaće
大砲	top
大砲	artiljerija
タール	tar
ライブラリ	biblioteka
スーパーマーケット	supermarketa
スーパーマーケット	supermarket
弾圧	represije
弾圧	potlačeni
弾圧	tiranski
招聘	poziv
ファンクラブ	fanclub
転写	transkripcija
後世	potomstvu
円盤	disc
真夏	ljetne
ウェブ	web
激怒	fury
寸法	dimenzija
寸法	dimenziju
寸法	dimenzije
テナント	tennant
テナント	zvao
申し出	ponuda
リットル	litar
お金	novac
バレンシア	valencia
条項	klauzula
条項	klauzule
条項	odredbom
条項	odredbu
条項	opskrba
食べ物	hrana
寄稿	doprinijela
寄稿	doprinijeli
寄稿	doprinio
寄稿	doprinijelo
ログイン	prijava
習慣	navika
習慣	navike
習慣	habitus
プラント	biljke
サリー	sali
バルト	barth
書物	knjige
書物	knjiga
書物	knjiga
甘い	slatko
メルセデス	mercedes
煙突	odžak
スロベニア	slovenija
サミット	samit
レシピ	recept
決闘	duel
オスカー	oskar
オスカー	oscar
バグ	bag
バグ	buba
バグ	bug
バグ	baje
ロビンソン	robinson
つながり	veze
つながり	veza
分ける	podjele
分ける	podijeli
分ける	splitsko
分ける	split
分ける	splitska
徴収	prikupljanje
商用	komercijalne
商用	komercijalni
商用	reklama
ひかる	hikaru
スケジュール	zakazivanje
スケジュール	raspored
レナ	lena
シンデレラ	cinderella
フレーズ	fraze
集まる	assemble
弱点	slabosti
キリン	žirafa
メガネ	naočale
呼吸	disanje
貸切	povelja
慢性	hronični
慢性	hronična
慢性	hronične
慢性	hroničnih
慢性	hroničnim
愛人	ljubavnica
メリーランド	maryland
インパクト	utjecaj
インパクト	udar
先祖	predak
先祖	preci
収穫	žetve
追認	ratifikaciju
追認	ratifikacije
追認	ratifikacija
トリプル	trostrukog
ヒューマン	čovjek
ナッシュ	nash
オーダー	naređenje
オーダー	naredbu
オーダー	reda
オーダー	red
オーダー	naređenje
オーダー	naređenja
ツリー	drvo
使徒	apostol
使徒	poslanike
使徒	poslanici
小銃	pušaka
小銃	puška
虐待	zlostavljanja
虐待	zlostavljanje
虐待	zloupotrebu
ブース	booth
長老	stariji
貯金	uštedu
プロトコル	protokol
プロトコル	protokoli
家畜	stoka
応答	odgovor
洗礼	krštenje
クリーク	creek
ハーツ	srca
ハーツ	srcima
ウマ	konjima
ウマ	konji
ウマ	konj
スル	sul
固体	čvrsto
固体	čvrste
秀雄	hideo
サント	santo
サント	sainte
パーカー	parker
コンサルタント	konsultant
コンサルタント	konsultanta
コンサルタント	konsultanti
武術	bujutsu
ボビー	bobi
ボビー	bobby
ブルックリン	brooklyn
時折	povremeno
美容	ljepota
カレンダー	kalendar
傭兵	plaćenika
補正	korekcija
補正	nadoknadi
補正	naknade
補正	korekcija
遅い	kasni
遅い	kasno
遅い	spor
テクニック	tehnika
テクニック	tehnike
拒絶	odbijanja
拒絶	odbijanje
拒絶	odbacivanje
拒絶	odbijanje
本州	honshū
マニラ	manila
続行	nastavak
続行	nastavljaju
勝つ	pobjeda
勝つ	pobijedi
勝つ	osvoji
丹後	tango
アドバイス	savjet
水木	mizuki
浸透	osmoza
遺言	will
遺言	će
遺言	ce
ウォーカー	walker
シェイクスピア	shakespeare
メリット	merritt
メリット	zasluge
ハット	hat
ハット	šešir
尊重	poštovanje
エンジニアリング	inženjerstvo
カメラマン	kamerman
カメラマン	fotografa
半導体	poluprovodnik
