the	az
edwards	edwards
aim	célzás
aim	célja
aim	cél
dancing	tánc
dancing	táncolni
dancing	táncol
eagles	eagles
eagles	sasok
tribute	tribute
continuous	folyamatos
continuous	folytonos
encourage	ösztönzése
spider	pók
spider	spider
acted	cselekedett
convinced	meggyőzte
heroes	hősök
rocks	kövek
rocks	sziklák
bed	ágyban
bed	ágyat
bed	ágy
gap	hézag
gap	szakadék
gap	rés
reflect	tükrözze
reflect	tükrözik
mars	marson
mars	mars
participating	részvétel
cooperation	együttműködés
obtain	megszerzése
gothic	gótikus
protest	tiltakozás
protest	tüntetés
hunting	vadászat
hunting	vadászik
hunting	vadászni
hunting	vadász
frequent	gyakori
conversion	konverziós
conversion	átalakítás
stress	stressz
manufacturers	gyártói
manufacturers	gyártók
traditionally	hagyományosan
jose	jose
jose	josé
adventures	kaland
adventures	kalandjai
adventures	kalandok
tiger	tigris
tiger	tiger
totally	teljesen
concentration	koncentrációja
concentration	koncentráció
concentration	összefonódás
concentration	koncentrációt
sing	énekelni
sing	énekelj
sing	énekel
rocket	rakéta
electricity	elektromosság
electricity	villamosenergia
shadow	árnyékok
shadow	árny
shadow	árnyék
boxing	box
boxing	boksz
senators	szenátorok
doc	doki
stanford	stanford
machines	gépekkel
machines	gépek
machines	gép
vegas	vegas
vegas	vegasban
vegas	vegasi
saved	megmentette
saved	mentve
saved	mentett
jury	esküdtek
jury	esküdtszék
jury	esküdt
calendar	naptár
calendar	naptári
noble	nemes
noble	noble
tommy	tommy
guilty	bűnös
leo	leo
affair	viszony
affair	viszonya
handle	kezelni
extinct	kihaltak
extinct	kihalt
responded	reagált
responded	válaszolt
shares	részvények
shares	részvény
shares	részesedés
manufacturer	gyártó
tales	mesék
implementation	végrehajtás
implementation	végrehajtására
implementation	megvalósítás
truck	teherautó
truck	kamion
spelling	helyesírás
item	tárgy
item	tétel
item	elem
load	terhelés
customers	ügyfelek
customers	vásárlók
customers	vendégek
customers	vevők
customers	fogyasztók
adds	növeli
spaces	terek
cap	cap
cap	sapka
ferry	komp
ferry	komppal
push	push
push	nyomja
push	nyomd
lie	hazugság
lie	hazudj
berkeley	berkeley
lebanon	libanon
lebanon	libanoni
madison	madison
throne	trón
throne	trónt
attracted	vonzott
attracted	vonzódik
lion	oroszlán
manor	manor
promoting	előmozdítása
saudi	szaúdi
saudi	szaúd
serial	soros
serial	sorozat
abroad	külföldön
abroad	külföldre
rogers	rogers
lights	lámpák
lights	fények
lights	világítás
grandfather	nagypapa
grandfather	nagyapa
concerts	koncertek
elder	idősebb
renaissance	reneszánsz
uniform	egységes
uniform	egyenruhás
uniform	egyenruha
chase	hajsza
chase	üldözés
chase	chase
aka	alias
computers	számítógép
computers	számítógépek
brisbane	brisbane
susan	susant
susan	susan
raymond	raymond
flower	virág
flower	virágos
col	col
thai	thai
disaster	katasztrófa
survive	túlélni
clothing	ruházata
clothing	ruhák
clothing	ruházat
clothing	ruha
murphy	murphy
sharp	sharp
sharp	éles
explains	megmagyarázza
yugoslavia	jugoszlávia
buddhist	buddhista
publicly	nyilvánosan
meat	húsok
meat	hús
meat	húst
spam	kéretlen
spam	spam
telephone	telefonszám
telephone	telefon
moral	morális
moral	erkölcs
moral	erkölcsös
moral	erkölcsi
sung	sung
partially	részben
partially	részlegesen
lawyers	ügyvédek
interviews	interjúk
interviews	interjú
brunswick	brunswick
radar	radar
spending	költ
spending	költeni
spending	kiadások
grove	grove
tea	tea
tea	teát
elite	elit
bright	fényes
improving	javítása
improving	javul
sierra	sierra
heaven	mennyben
heaven	mennyország
heaven	menny
athlete	atléta
athlete	sportoló
aspect	szempont
answers	válaszokat
answers	válaszok
ted	ted
consumer	fogyasztó
consumer	fogyasztói
consumer	fogyasztók
funded	finanszírozott
exclusive	zártkörű
exclusive	exkluzív
exclusive	kizárólagos
ibn	ibn
manuel	manuel
allies	szövetséges
allies	szövetségesek
reviewer	bíráló
missile	rakéta
mechanism	mechanizmus
helen	helen
withdrawn	kivont
withdrawn	visszavont
withdrawn	visszavonják
intention	szándék
intention	szándéka
mini	mini
casualties	áldozatok
establishing	létrehozásáról
diseases	betegségek
rhythm	ritmus
pat	pat
catch	kapás
catch	elkapni
catch	fogás
poll	felmérés
poll	szavazás
deck	pakli
deck	fedélzeten
deck	fedélzet
newcastle	newcastle
antarctic	antarktiszi
leeds	leeds
ranges	tartományok
ordinary	közönséges
ordinary	hétköznapi
insects	rovarok
suffering	szenvedés
suffering	szenved
flash	villanás
flash	flash
flash	villám
boundaries	korlátok
boundaries	határokat
boundaries	határok
boundaries	határokon
blind	vakon
blind	vak
blind	vakok
pakistani	pakisztáni
pakistani	pakisztán
assuming	feltételezve
interstate	interstate
patterns	minták
patterns	mintákat
arrangement	megállapodás
arrangement	elrendezés
arrangement	elrendezése
arrangement	megegyezés
arrangement	egyezség
globe	globe
honours	kitüntetés
gross	bruttó
gilbert	gilbert
applies	vonatkozik
gradually	fokozatosan
experiment	kísérlet
radical	radikális
legs	lábát
legs	lábak
legs	lábai
legs	láb
legs	lábakat
opponent	ellenfél
opponent	ellenfele
diameter	átmérője
diameter	átmérő
diameter	átmérőjű
supplies	kellékek
supplies	ellátmányt
supplies	ellátás
supplies	készletek
supplies	ellátmány
pitch	szurok
pitch	dobás
utility	közüzemi
opponents	ellenfelek
regime	rezsim
revised	átdolgozott
revised	módosított
revised	felülvizsgált
plenty	rengeteg
genera	nemzetségek
diplomatic	diplomáciai
diplomatic	diplomata
germans	németek
seal	fóka
seal	pecsét
seal	seal
gregory	gregory
gregory	gergely
concepts	fogalmak
concepts	elképzelések
sword	kard
purple	lila
purple	bíbor
pending	függőben
pending	folyamatban
virus	vírussal
virus	vírus
bull	bull
bull	bika
drummer	dobos
presents	ajándék
presents	ajándékok
presents	ajándékot
presents	bemutatja
holland	holland
bias	elfogultság
bias	elfogult
merger	fúzió
merger	egyesülés
merger	összefonódás
remote	távirányító
remote	távoli
sean	sean
messages	üzenetek
messages	üzeneteket
rebellion	felkelés
rebellion	lázadás
premiere	premier
physician	orvos
victim	áldozat
con	átverés
con	con
cloud	felhő
cloud	cloud
angels	angyalok
noise	zaj
heading	irány
duo	duó
beer	sör
beer	sört
palestinian	palesztin
copper	réz
jurisdiction	joghatósága
jurisdiction	hatáskör
jurisdiction	joghatóság
implemented	végrehajtott
implemented	megvalósított
improvements	javítások
improvements	javulás
improvements	fejlesztések
ski	síelés
ski	sí
hms	hms
loop	hurok
drum	dob
dramatic	drámai
saskatchewan	saskatchewan
talks	beszél
earthquake	földrengés
rhode	rhode
hat	kalap
hat	sapka
hat	kalapot
requirement	követelmény
den	den
tanks	tankok
tanks	tartályok
presidents	elnökök
societies	társadalmak
min	min
alcohol	alkoholos
alcohol	alkoholt
alcohol	alkohol
dominated	uralta
sang	sang
sang	énekelt
sang	énekeltem
eat	egyél
graphics	grafika
graphics	grafikus
asp	asp
coffee	kávét
coffee	kávé
batting	ütő
chancellor	kancellár
destroy	elpusztítani
tons	tonnányi
tons	tonna
cruz	cruz
warsaw	varsó
exclusively	kizárólagosan
exclusively	kizárólag
connections	kapcsolatai
connections	kapcsolatok
rush	rush
rush	rohanás
heights	heights
playstation	playstation
outcome	végeredmény
apartment	lakás
apartment	apartman
cardinals	bíborosok
fill	töltsd
recipient	címzett
recipient	átvevő
recipient	kedvezményezett
correctly	helyesen
traditions	hagyományok
traditions	hagyomány
fundamental	alapvető
thin	vékony
thin	sovány
chan	chan
resolved	megoldott
resolved	megoldani
resolved	megoldódott
resolved	megoldva
mario	mario
departments	osztályok
dame	dame
shield	pajzs
shield	shield
fighters	harcosok
fighters	vadászok
ivan	ivan
ivan	iván
writings	írások
bosnia	bosznia
bosnia	boszniai
sentenced	elítélt
violent	erőszakos
harbour	kikötő
harbour	harbour
auckland	auckland
postal	postai
pirates	kalózok
collective	kollektív
diesel	dízel
diesel	diesel
diesel	gázolaj
liberation	felszabadítási
confederate	konföderációs
devil	ördög
activists	aktivisták
sultan	szultán
rider	lovas
amazon	amazon
florence	florence
florence	firenze
marc	marc
arnold	arnold
shah	shah
reduction	csökkentést
reduction	csökkentése
reduction	csökkenés
reduction	csökkentés
contents	tartalma
contents	tartalmát
contents	tartalom
genetic	genetikai
genetic	genetikus
somerset	somerset
locally	helyben
locally	helyileg
milk	tejjel
milk	tej
milk	tejet
romance	románc
romance	romantika
intellectual	intellektuális
intellectual	szellemi
mason	mason
mason	kőműves
pete	pete
advisory	tanácsadó
interface	interfész
hitler	hitlert
hitler	hitler
default	alapértelmezés
default	alapértelmezett
lifetime	élettartam
sheffield	sheffield
departure	indulási
departure	távozás
departure	indulás
hindi	hindi
anglican	anglikán
mistake	tévedés
mistake	hiba
embassy	nagykövetség
embassy	követség
murdered	meggyilkolták
murdered	megölte
murdered	meggyilkolt
sox	sox
sleep	aludni
sleep	aludj
sleep	alvás
suspended	felfüggesztett
sum	összeg
mythology	mitológia
bengal	bengáli
confusion	zavart
confusion	zavartság
confusion	zűrzavar
oscar	oscar
programmes	programok
therapy	kezelés
therapy	terápia
occasion	alkalom
exposed	kitett
possession	birtoklás
defend	megvédeni
graphic	grafikai
graphic	grafikus
warfare	hadviselés
milwaukee	milwaukee
informed	tájékoztatta
informed	tájékoztatott
informed	tájékozott
anonymous	anonim
anonymous	névtelen
reverse	fordítva
reverse	fordított
soap	szappan
soap	szappant
territorial	területi
lisa	lisa
lisa	liza
paulo	paulo
northwestern	northwestern
northwestern	északnyugati
playoffs	rájátszás
boss	főnök
nasa	nasa
quoted	idézett
quoted	jegyzett
byzantine	bizánci
idaho	idaho
poster	plakát
poster	poszter
geographic	földrajzi
congo	kongói
venture	venture
worse	rosszabb
hoax	átverés
restricted	korlátozott
restricted	korlátozottak
advocate	advocate
doors	ajtó
doors	ajtók
doors	ajtókat
situations	helyzetekben
situations	helyzetek
instructions	utasítás
instructions	utasításokat
instructions	utasítások
instructions	útmutató
sullivan	sullivan
tables	táblák
tables	asztal
tables	táblázatok
tables	táblázat
tables	asztalok
leaf	levél
shoot	lőni
shoot	lő
substitute	helyettesítő
substitute	pótlék
restaurants	éttermek
contributor	hozzájáruló
contributor	közreműködő
spoke	beszélt
spoke	beszéltem
errors	hibák
errors	hibákat
enjoyed	élvezte
framework	keretében
framework	keretrendszer
framework	keret
rocky	rocky
rocky	sziklás
shakespeare	shakespeare
quantum	kvantum
immigration	bevándorlási
immigration	bevándorlás
mirror	tükör
certified	hitelesített
certified	minősített
certified	tanúsított
certified	igazolt
assets	eszközök
assets	vagyon
potentially	potenciálisan
presentation	megjelenítés
presentation	bemutatása
presentation	bemutató
cotton	gyapot
cotton	pamut
sitting	ül
sitting	ülve
sitting	ülök
syndrome	szindróma
checked	ellenőrizve
checked	ellenőriztem
checked	ellenőrzött
checked	ellenőrizte
forty	negyven
journalism	újságírás
upload	feltöltés
upload	feltöltése
unsuccessful	sikertelen
towers	tornyok
conductor	kalauz
hospitals	kórházak
hospitals	kórházakban
bone	csontos
bone	csont
essex	essex
wellington	wellington
ideal	ideális
raw	nyersen
raw	nyers
sharing	megosztás
labels	címke
labels	címkéket
labels	címkék
leonard	leonard
watson	watson
posting	közzététel
harvey	harvey
bases	bázisok
hello	helló
hello	hello
rabbi	rabbi
hardware	hardver
ensemble	együttes
monster	szörnyeteg
monster	szörny
pitcher	dobó
pitcher	korsó
emphasis	hangsúly
emphasis	hangsúlyt
recovery	fellendülés
recovery	hasznosítás
recovery	helyreállítási
recovery	gyógyulás
respond	válaszoljon
aaron	aaron
aaron	áron
lesser	kisebb
qualification	végzettség
qualification	minősítés
qualification	minősítési
qualification	képesítés
organic	organikus
organic	szerves
exposure	expozíciós
exposure	kitettség
exposure	expozíció
palestine	palesztin
thoughts	gondolatai
thoughts	gondolat
thoughts	gondolatok
maurice	maurice
immigrants	bevándorlók
variant	változat
legitimate	jogszerű
legitimate	törvényes
legitimate	jogos
autonomous	autonóm
autonomous	önálló
wallace	wallace
succession	öröklési
throw	dob
throw	dobd
throw	dobás
monday	hétfőn
monday	hétfő
reserves	tartalékok
reserves	tartalék
donated	adományozott
increases	növeli
kid	kölyök
kid	gyerek
guidance	iránymutatás
guidance	útmutatást
guidance	útmutató
guidance	útmutatás
delivery	kézbesítés
delivery	szállítás
delivery	teljesítés
delivery	szállítási
joan	joan
joan	jeanne
fifty	ötven
fifty	fifty
slave	szolga
slave	rabszolga
feedback	visszajelzés
columbus	columbus
columbus	kolumbusz
stones	stones
stones	kövek
manage	kezelése
cgi	cgi
initiated	kezdeményezett
favour	szívesség
printing	nyomda
printing	nyomtatás
variable	változtatható
variable	változó
theology	teológia
todd	todd
parameters	paraméterei
parameters	paraméterek
traveled	utazott
canton	canton
han	han
reed	reed
celtic	kelta
characteristic	jellemző
characteristic	jellegzetes
searching	keresés
inappropriate	helytelen
switch	váltás
switch	kapcsoló
switch	kapcsolót
ties	nyakkendő
tube	tubus
tube	cső
otto	otto
debt	tartozás
debt	adósság
debt	tartozások
debt	adóssága
outdoor	szabadtéri
outdoor	kültéri
outdoor	szabadban
navigation	navigációs
navigation	navigáció
eligible	jogosult
eligible	támogatható
experts	szakértők
expensive	drágák
expensive	drága
tier	tier
gospel	evangélium
newton	newton
essays	esszéket
shanghai	shanghai
conventional	hagyományos
campaigns	kampányok
formations	formációk
feelings	érzéseit
feelings	érzések
feelings	érzelmek
bath	fürdő
bath	fürdés
venice	velencei
venice	velence
#aaa	#aaa
cats	macskák
cats	cicák
socks	zoknit
socks	zokni
connecting	kapcsolódás
connecting	csatlakozás
flood	árvíz
documented	dokumentált
custom	egyedi
custom	egyéni
touchdown	touchdown
profession	foglalkozása
profession	szakma
profession	foglalkozás
layout	elrendezés
settlers	telepesek
merging	egyesülő
sony	sony
competitors	versenytársak
competitors	versenytársai
competitors	versenyzők
phillips	phillips
grass	fű
grass	füvet
reservoir	víztározó
artificial	mesterséges
tip	tipp
tip	füles
prague	prága
prague	prágai
abu	abu
faces	arcokat
faces	arcok
guitars	gitár
laura	laura
laura	laurát
internationally	nemzetközileg
attacking	támad
johann	johann
dreams	álmokat
dreams	álmok
dreams	álom
hughes	hughes
suburb	külvárosában
specialized	szakosodott
specialized	szakosított
warned	figyelmeztetett
pearl	pearl
pearl	gyöngy
chorus	kórus
dependent	eltartott
dependent	függő
restrictions	korlátozások
restrictions	korlátozás
restrictions	megszorítások
killer	gyilkos
oakland	oakland
trio	trió
influences	befolyásolja
blocking	blokkoló
mtv	mtv
cattle	marha
cattle	szarvasmarha
cattle	marhák
cattle	szarvasmarhák
gear	felszerelés
gear	gear
gabriel	gabriel
gabriel	gábriel
skating	korcsolyázni
fifteen	tizenöt
fifteen	fifteen
palm	palm
tale	mese
liquid	folyékony
liquid	folyadék
cycling	kerékpár
cycling	kerékpározás
princeton	princeton
voices	hangok
voices	hangokat
friedrich	friedrich
jet	jet
horn	szarva
horn	kürt
horn	horn
burning	égető
burning	égő
worker	dolgozó
worker	munkavállaló
worker	munkás
atmosphere	légkör
atmosphere	atmoszféra
atmosphere	hangulat
syrian	szíria
syrian	szíriai
welfare	jólét
welfare	jóléti
java	java
monitor	monitoron
monitor	monitor
graduating	végzős
columns	oszlop
columns	oszlopok
repair	javítási
repair	javítást
repair	javításra
repair	javítás
bin	bin
bin	kuka
stick	bot
dollars	dollárban
dollars	dollár
organised	szervezett
parameter	paraméter
parameter	paraméterek
truly	valóban
truly	igazán
resolve	megoldani
parade	parádé
parade	felvonulás
awareness	tudatosság
define	meghatározni
spencer	spencer
republicans	republikánusok
conspiracy	összeesküvés
dies	meghal
clarke	clarke
rough	durván
rough	durva
rough	kemény
pine	fenyő
pine	pine
equation	egyenlet
democrat	demokraták
democrat	demokrata
permitted	engedélyezett
permitted	megengedett
cutting	vágó
cutting	vágás
button	gombot
button	gomb
attending	szakorvos
brands	márkák
queens	queens
abraham	ábrahám
abraham	abraham
neck	nyakát
neck	nyaka
neck	nyak
forever	örökre
forever	forever
forever	mindörökké
forever	örökké
est	est
drink	igyál
drink	ital
drink	igy
sheriff	seriff
miguel	miguel
aires	aires
irrelevant	lényegtelen
poorly	rosszul
montgomery	montgomery
vanity	hiúság
gift	ajándék
riders	versenyzők
riders	lovasok
functional	funkcionális
functional	működőképes
crossed	keresztbe
diverse	sokszínű
numbered	számozott
quotes	idézetek
quotes	idéz
slowly	lassan
attitude	magatartás
attitude	hozzáállás
mouse	eger
mouse	egér
justin	justin
protests	tiltakozás
protests	tiltakozások
protests	tüntetések
gods	istenek
amounts	összegek
smart	okos
smart	intelligens
smart	smart
prices	árak
prayer	ima
prayer	imádság
terrorism	terrorizmus
beta	béta
durham	durham
counts	számít
iraqi	iraki
detective	nyomozó
detective	detektív
josh	josh
somebody	valaki
oval	ovális
filming	forgatás
perfectly	tökéletesen
indianapolis	indianapolis
funeral	temetésen
funeral	temetés
funeral	temetése
recovered	felépült
southeastern	délkelet
southeastern	délkeleti
farmer	gazda
farmer	gazdálkodó
farmer	farmer
protestant	protestáns
cameron	cameron
indonesian	indonéz
indonesian	indonézia
mixing	keverés
mumbai	mumbai
nashville	nashville
danger	veszély
rally	rally
rally	gyülekező
rally	gyűlés
narrative	elbeszélés
camps	táborok
surprise	meglepetés
surprise	meglepi
manufactured	gyártottak
manufactured	előállított
manufactured	gyártott
kate	kate
molecular	molekula
molecular	molekuláris
unnecessary	felesleges
unnecessary	szükségtelen
isle	sziget
theorem	tétel
homepage	honlap
colonies	kolóniák
colonies	telepek
cyprus	ciprusi
cyprus	ciprus
cyprus	cipruson
winds	szél
winds	szelek
magnetic	mágneses
conversation	társalgás
conversation	beszélgetés
conversation	beszélgetést
sussex	sussex
gates	kapuk
gates	gates
gates	kapu
ram	kos
ram	ram
plastic	műanyag
electronics	elektronika
electronics	elektronikai
restore	visszaállítani
restore	helyreállítása
restore	visszaállítása
stockholm	stockholm
stockholm	stockholmi
inn	fogadó
inn	inn
inn	szálló
buses	autóbusz
buses	buszok
connect	kapcsolódás
connect	kapcsolatot
guests	vendég
guests	vendégek
radiation	sugárzás
lancashire	lancashire
playoff	rájátszás
cork	dugó
cork	parafa
generals	tábornokok
intermediate	közbenső
intermediate	köztes
verifiable	igazolható
verifiable	ellenőrizhető
filipino	filippínó
reaches	eléri
oriented	orientált
hamburg	hamburg
creates	létrehoz
creates	teremt
orbit	pályára
massacre	mészárlás
massacre	vérfürdő
dialogue	párbeszédre
dialogue	párbeszéd
illness	betegségek
illness	betegség
dress	ruha
codes	kódok
dawn	hajnal
dawn	dawn
dawn	hajnalban
isolated	elkülönített
isolated	elszigetelt
nancy	nancy
violations	jogsértések
perth	perth
ladies	hölgyek
ladies	hölgyeim
autumn	ősz
autumn	őszi
autumn	ősszel
ratings	minősítések
ratings	nézettség
ratings	értékelések
incorrect	helytelen
scout	cserkész
scout	felderítő
difficulty	nehézségek
difficulty	nehézséget
difficulty	nehézség
pupils	tanulók
wealth	gazdagság
wealth	jólét
wealth	vagyon
hart	hart
toured	turnézott
allegations	állítások
allegations	állításokat
regulation	előírás
regulation	rendelet
regulation	szabályozás
watching	nézni
watching	nézem
watching	nézi
lodge	lodge
eggs	tojást
eggs	tojások
eggs	tojás
disputed	vitatta
disputed	vitatott
citizenship	polgárság
citizenship	állampolgárság
specialist	szakember
specialist	specialista
tasks	feladatai
tasks	feladatok
intent	szándék
intent	szándéka
instruction	utasítás
ceased	megszűnt
pride	büszkeség
banner	banner
friendship	barátság
panama	panama
corruption	korrupció
sunk	elsüllyedt
sunk	süllyedt
harm	bántani
ernest	ernest
pilots	pilóták
tape	szalag
tape	kazetta
cancelled	törölve
cancelled	törölt
cancelled	lemondás
revenge	bosszú
revision	felülvizsgálat
dominant	domináns
fee	díj
fee	díjazás
computing	számítástechnikai
examination	vizsgálat
examination	vizsga
chen	chen
matrix	mátrix
das	das
kiss	csók
kiss	puszi
kiss	kiss
nationalist	nacionalista
luck	szerencse
bid	ajánlat
bid	licit
enemies	ellenségek
enemies	ellenségei
enemies	ellenség
mercury	mercury
mercury	higany
interactive	interaktív
math	matek
math	matematikai
math	matematika
preserve	megőrzése
preserve	megőrizni
nobel	nobel
grande	grande
keeps	tartja
structural	szerkezeti
structural	strukturális
marry	feleségül
airports	repülőterek
veterans	veteránok
airline	légitársaság
axis	tengely
execution	kivégzés
execution	végrehajtás
execution	kivitelezés
cult	szekta
reducing	csökkentése
colin	colin
chester	chester
ticket	jegyet
ticket	jegy
belonging	tartozó
judicial	igazságügyi
bombing	robbantás
bombing	bombázás
recognised	felismert
recognised	elismert
applicable	alkalmazandó
applicable	alkalmazható
founders	alapítók
wilhelm	wilhelm
suddenly	hirtelen
parking	parkolóhely
parking	parkolás
parking	parkoló
absolute	abszolút
françois	francois
françois	françois
locomotive	mozdony
preparation	előkészületek
preparation	elkészítése
preparation	előkészítés
preparation	felkészülés
preparation	készítmény
nintendo	nintendo
declaration	nyilatkozat
declaration	nyilatkozata
presumably	feltehetőleg
burial	temetés
jamaica	jamaica
knowing	tudván
knowing	ismerve
knowing	tudva
vladimir	vlagyimir
vladimir	vladimir
beating	verés
beating	ver
methodist	metodista
utf	utf
challenges	kihívások
challenges	kihívás
challenges	kihívásokkal
kenneth	kenneth
evolved	fejlődött
evolved	fejlődtek
celebration	ünnep
celebration	ünneplés
celebration	ünnepség
discipline	fegyelem
bearing	viselő
belonged	tartozott
fauna	fauna
manuscript	kéziratot
manuscript	kézirat
experiments	kísérletek
chiefs	chiefs
chiefs	főnökök
compound	összetett
compound	vegyület
tampa	tampa
arabia	arábia
associations	szövetségek
equally	egyenlően
equally	egyformán
targets	célkitűzések
targets	célpontok
targets	célok
alien	idegen
alien	űrlény
sergeant	őrmester
subsidiary	leányvállalat
subsidiary	leányvállalata
thirteen	tizenhárom
thirteen	thirteen
thick	sűrű
thick	vastag
extend	kiterjesztése
neo	neo
wire	drót
wire	vezeték
phd	doktori
phd	phd
measured	mért
measured	mérték
fat	zsír
fat	zsírok
fat	fat
fat	kövér
visits	látogatás
visits	látogatások
linux	linux
teach	tanítsd
teach	tanítson
teach	tanítani
flights	járatok
verse	vers
bennett	bennett
warm	meleg
warm	melegen
dynamic	dinamikus
shaw	shaw
breaks	eltörik
breaks	megszakad
grandson	unoka
grandson	unokája
monuments	műemlékek
lying	hazugság
lying	hazudik
lords	urak
michel	michel
treat	kezelni
treat	kezeljük
raid	razzia
raid	rajtaütés
congregation	gyülekezet
temperatures	hőmérséklet
testament	testamentum
drinking	iszik
drinking	ivás
drinking	inni
drinking	iszom
companion	társ
companion	társa
manila	manila
punjab	punjab
consideration	megfontolás
consideration	figyelembe
veteran	veterán
doctors	orvosok
doctors	doktorok
ruler	uralkodó
wise	bölcsek
wise	bölcs
shipping	hajózás
shipping	szállítás
shipping	hajózási
worthy	érdemes
worthy	méltó
registration	nyilvántartási
registration	nyilvántartásba
registration	regisztráció
directory	könyvtár
directory	könyvtárban
wyoming	wyoming
manitoba	manitoba
vietnamese	vietnami
ronald	ronald
cuban	kubai
burns	égés
burns	burns
justify	igazolja
justify	indokolja
divine	isteni
sequel	folytatás
fate	végzet
fate	sors
cole	cole
trans	trans
trans	transz
boards	deszka
boards	tanácsok
boards	táblák
span	span
bryan	bryan
santiago	santiago
terrorist	terrorista
terrorist	terroristák
waves	hullám
waves	hullámok
invented	fantázia
landed	leszállt
landed	landolt
sandy	homokos
sandy	sandy
acres	hektár
paint	festés
paint	festék
actively	aktívan
stops	megáll
excellence	kiválóság
integration	integráció
integration	beilleszkedés
thinks	gondolkodik
bibliography	bibliográfia
farming	gazdálkodás
farming	tenyésztés
marathon	maraton
redundant	felesleges
freestyle	freestyle
aerial	légi
aerial	antenna
preservation	megőrzése
altitude	magasság
freely	szabadon
simultaneously	egyszerre
simultaneously	egyidejűleg
psychological	pszichológiai
psychological	pszichés
fernando	fernando
cultures	kultúrák
taxes	adók
taxes	adó
marcus	marcus
dominican	dominikai
franz	franz
coins	érméket
coins	érme
coins	érmék
oxygen	oxigén
oxygen	oxigént
civic	polgári
hardly	aligha
hardly	alig
isaac	isaac
spell	bűbáj
spell	varázsige
spell	varázslat
craft	kézműves
inspiration	ihlet
inspiration	inspiráció
pairs	párok
pairs	párban
vector	vektor
arc	arc
arc	ív
professionals	profik
professionals	szakemberek
vii	vii
contrary	ellentétes
accusations	vádak
approaches	megközelítések
slaves	szolgák
slaves	rabszolgák
mad	őrült
mad	mad
spectrum	spektrum
client	ügyfél
client	kliens
dozen	tucatnyi
dozen	tucat
travels	utazik
symbols	jelek
symbols	jelölések
symbols	szimbólumok
symbols	szimbólum
plaza	plaza
inherited	örökölt
inherited	örökölte
legion	légió
symptoms	tünetei
symptoms	tünetek
mosque	mecset
guys	pasik
guys	srácok
lab	laboratórium
lab	labor
sailing	hajózás
sailing	vitorlázás
sailing	vitorlás
orientation	eligazítás
orientation	orientációs
orientation	irányultság
generic	általános
generic	generikus
reasoning	érvelés
stroke	stroke
stroke	agyvérzés
stroke	löket
unions	szakszervezet
unions	szakszervezetek
efficient	hatékony
efficient	hatékonyan
efficient	eredményes
opens	nyit
opens	nyitható
impression	benyomást
impression	benyomás
discover	felfedezés
discover	felfedezni
discover	felfedezése
relocated	áthelyezték
roosevelt	roosevelt
dancer	táncos
dancer	táncosnő
phenomenon	jelenség
preliminary	előzetes
recognize	felismeri
recognize	felismerni
anchor	horgony
arguing	veszekedés
arguing	vitatkozni
abilities	képességeit
abilities	képességek
procedures	eljárás
procedures	eljárások
emotional	érzelmi
emotional	érzelmes
fisher	fisher
cartoon	rajzfilm
disorder	rendellenesség
disorder	zavar
fled	menekült
fled	elmenekült
demands	követel
demands	követelés
demands	követelések
demands	igények
lithuania	litvániában
lithuania	litvánia
continent	kontinensen
continent	kontinens
fellowship	ösztöndíj
fellowship	ösztöndíjat
lock	zár
lock	zárat
lock	lakat
warrant	végzés
pictured	képzeltem
recurring	visszatérő
recurring	ismétlődő
overview	áttekintése
overview	áttekintés
wealthy	gazdagok
acquisition	beszerzés
acquisition	megszerzése
eve	éva
eve	eve
filter	szűrés
filter	szűrő
addresses	címek
independently	önállóan
independently	függetlenül
slovenia	szlovénia
observation	észrevétel
observation	megfigyelés
threats	fenyegetés
threats	fenyegetések
threats	veszélyek
fallen	bukott
fallen	elesett
protocol	protokoll
protocol	jegyzőkönyv
judgment	ítélet
colours	színek
distinctive	megkülönböztető
distinctive	jellegzetes
landmark	nevezetesség
package	csomag
package	csomagolás
package	csomagot
package	csomagban
controls	ellenőrzések
prisoner	rab
prisoner	fogoly
prisoner	elítélt
signals	jelek
signals	jelzések
signals	jeleket
owen	owen
intervention	beavatkozás
intervention	intervenciós
intervention	intervenció
arriving	érkezem
arriving	érkezik
cylinder	hengeres
cylinder	henger
tenth	tizedik
liu	liu
tested	megvizsgált
tested	vizsgált
tested	tesztelt
renowned	neves
shops	boltok
shops	boltokban
shops	üzletek
dome	búra
philosopher	filozófus
epic	epikus
stem	szár
specified	megadott
specified	meghatározott
specified	megadva
davies	davies
collapse	összeomlás
allan	allan
albanian	albán
canyon	kanyon
canyon	canyon
samples	minták
samples	mintákat
celebrity	híresség
celebrity	celeb
celebrity	hírességek
priests	papok
louise	louise
workshop	műhely
herzegovina	hercegovina
claude	claude
fortune	vagyon
fortune	szerencse
fortune	vagyont
bars	bárok
bars	rácsok
bars	rúd
bars	rács
cornwall	cornwall
palmer	palmer
presidency	elnöksége
presidency	elnökség
tiny	kicsi
tiny	pici
tiny	apró
appeals	fellebbezés
istanbul	isztambul
rookie	újonc
expanding	bővülő
calgary	calgary
shock	sokk
stevens	stevens
employee	alkalmazott
employee	alkalmazottak
employee	munkavállaló
employee	munkatárs
yang	yang
housed	elhelyezett
tomb	sír
innovation	innováció
innovation	innovációs
streams	patakok
unity	egység
lucas	lucas
grows	növekszik
armenia	örményország
