در	door
تای	tai
برآورده	fulfilling
هریک	each
تعطیلات	vacation
تعطیلات	holidays
مخفف	abbreviation
لیبرال	liberal
سلامتی	cheers
سلامتی	health
تصویربرداری	imaging
انتقادی	critical
مالت	maltese
مالت	malt
مالت	malta
فیلادلفیا	philly
فیلادلفیا	philadelphia
طالبان	taliban
خیانت	betrayal
خیانت	treason
کلان	klan
کر	kerr
کر	kor
کر	deaf
کر	kar
لبه	edge
لبه	border
نامشخص	fuzzy
کوسه	shark
آهنی	ferrous
اقلیت	minority
تلخ	bitter
رنو	reno
رنو	renault
سیل	flood
سیل	deluge
سیل	sil
آموخت	taught
بان	ban
تأسیسات	facilities
آزمایشگاهی	laboratory
نگاری	journalism
استکهلم	stockholm
پله	stairs
فریاد	shout
جلوه	seeming
جلوه	effect
سکس	sex
وورتمبرگ	württemberg
پاشا	pasha
نوزاد	infant
ولف	wolf
شفافیت	transparency
انار	pomegranate
انار	anar
سرای	saray
گابریل	gabriel
گابریل	gabrielle
کلر	clare
کلر	claire
امری	emery
مذاهب	religions
مذاهب	denominations
شکوه	glory
رسوم	etiquette
رسوم	traditions
هردو	both
عرفانی	mystical
بز	goat
بز	goats
عایق	insulation
عایق	glazing
سفرهای	journeys
مشاوره	counseling
مشاوره	consulting
مشاوره	consultation
مشاوره	consultancy
مشاوره	consult
منحنی	curve
تئودور	theodore
اولویت	priority
اولویت	precedence
کفش	shoes
کفش	shoe
زاکسن	saxony
استنلی	stanley
بیشینه	max
بیشینه	maximum
قارچ	fungus
قارچ	mushrooms
قارچ	mushroom
زنانه	feminine
متفقین	allied
متفقین	allies
لینکلن	lincoln
ضخامت	thickness
پشته	stack
زخم	scar
زخم	injury
زخم	wound
کیپ	cape
برت	brett
بمبئی	bombay
بمبئی	mumbai
جف	jeff
خم	curved
خم	bend
سلیم	salem
سلیم	selim
سلیم	plover
سلیم	salim
اسارت	captivity
اسارت	bondage
صومعه	monastery
اقتباس	adaptation
پالایشگاه	refinery
جیسون	jason
کمیاب	rare
بلور	crystal
نهنگ	whale
روزها	days
ضرورت	urgency
ضرورت	necessity
بلوغ	maturity
بلوغ	adulthood
بلوغ	mature
بلوغ	adolescence
انگیزه	motive
انگیزه	motivation
یورش	assault
یورش	incursion
بارسلون	barcelona
کانتون	canton
کان	kahn
کان	kan
بگویید	say
گوردون	gordon
هندبال	handball
مختار	mokhtar
مختار	mukhtar
آرسنال	arsenal
انداخت	threw
منحل	disband
منحل	disbanded
سخنگوی	spokesman
سخنگوی	spokesperson
سخنگوی	speaker
یادآوری	reminder
یادآوری	reminders
ژنو	geneva
یوتیوب	youtube
دزدان	thieves
دزدان	bandits
دینامو	dynamo
دینامو	dinamo
فوتسال	futsal
ژوزف	joseph
عضلات	muscles
عضلات	muscle
جسمی	physical
احاطه	surrounding
احاطه	surround
استخر	pool
سیسیل	sicily
سیسیل	cecile
سیلوا	silva
آلپ	alps
آلپ	alpes
آلپ	alp
شکستن	break
شکستن	breaking
یکای	unit
صفی	safi
تحقق	fulfilled
تحقق	realization
سنتر	center
سنتر	centre
لاک	locke
ادیب	scholar
اکس	axe
ممتاز	distinguished
هواشناسی	meteorology
هربرت	herbert
فراگیر	pervasive
فراگیر	overwhelming
فراگیر	surround
اسلم	slam
مورگان	morgan
هواپیماها	planes
فیات	fiat
زوریخ	zürich
زوریخ	zurich
شاتل	shuttle
خوانندگی	singing
مبدأ	origin
مبدأ	source
غلظت	concentrations
غلظت	concentration
غلظت	saturation
ژیمناست	gymnast
تنفس	breath
تنفس	inhale
تنفس	breathing
تنفس	respiration
جهانگیر	jahangir
الهیات	theology
گواتمالا	guatemala
گواتمالا	guatemalan
سامی	sami
سامی	sammy
محتویات	content
محتویات	contents
گوشی	phone
انگور	grape
انگور	grapes
سحر	sahar
سحر	magic
معتبری	valid
دلاویر	delaware
ریک	rick
بودایی	buddhism
بودایی	buddhist
تالاب	pond
تالاب	lagoon
عکاسان	photographers
کمپین	campaign
تعویض	switch
ریور	river
کومونه	comune
شمارش	count
شمارش	counting
بروکلین	brooklyn
شعرهای	poems
دگرگونی	transformation
دگرگونی	alteration
کاندید	nominate
کاندید	candid
کاندید	candidate
جلگه	watershed
گردان	battalion
جانوری	creature
ته	tah
ته	dug
بالگرد	helicopter
بالگرد	chopper
گلدوین	goldwyn
رهایی	redeem
مولوی	rumi
داروها	medicine
تمیز	clean
سالیانه	yearly
سالیانه	annual
زنگ	bell
مبارک	blessed
مبارک	mubarak
مبارک	happy
کامبوج	cambodia
انحصاری	exclusive
شیرینی	sweets
شیرینی	pastry
مبارز	warrior
مبارز	fighter
ارامنه	armenians
کارشناس	expert
دلفین	dolphin
نورث	north
شانگهای	shanghai
استوایی	equatorial
صف	queue
صف	rows
صف	ranks
مارکوس	marcus
دوگانه	dual
باربارا	barbara
انکار	deny
انکار	denial
انکار	rejection
انکار	denying
بس	bess
پایینی	lower
جبل	jabal
یوفا	uefa
ماریو	mario
نارسایی	failure
الماس	diamond
الماس	diamonds
چم	cham
اینچ	inch
اینچ	inches
یکشنبه	sunday
راضی	satisfied
کیفی	qualitative
بید	bid
بید	vid
آمادگی	preparation
خونریزی	bleeding
خونریزی	bloodshed
پهلوان	athlete
پهلوان	hero
پهلوان	champion
فضل	grace
فضل	bounty
تکمیلی	supplementary
تکمیلی	operators
انحراف	deviation
انحراف	deflection
انحراف	offset
امتحان	exam
امتحان	quiz
پیاپی	consecutive
تصنیف	ballad
احیای	regeneration
احیای	revival
صبر	patience
صبر	patient
نما	view
تصفیه	purification
اعتراف	confess
اعتراف	confession
راوی	narrator
راوی	ravi
لار	lar
نارنجی	orange
فرح	farah
ماکو	mako
گنو	gnu
مروارید	pearl
تبعیض	discrimination
سعد	saad
برکنار	oust
پدری	father
استیل	steel
استیل	acetyl
استیل	steele
همبستگی	autocorrelation
همبستگی	unity
همبستگی	solidarity
همبستگی	correlation
میمون	monkey
شناور	floating
شناور	float
شناور	drifting
الکتریک	electric
نانو	nano
رابین	robin
مزمن	chronic
باراک	barack
هارولد	harold
تابعه	subsidiaries
دوتایی	duplex
دوتایی	dual
دوتایی	binary
موتورز	motors
پورتو	puerto
کیف	bag
کیف	purse
کیف	wallet
غلبه	conquer
مرسدس	mercedes
سازگاری	adapting
سازگاری	compatibility
سازگاری	adaptation
لر	lor
هلن	helen
ماست	yogurt
پاره	rip
سیمان	cement
فیلد	field
پیشروی	march
نوشتم	wrote
ظهر	noon
ظهر	midday
ظریف	elegant
ظریف	delicate
بو	boo
چنگ	grip
چنگ	chang
چنگ	cheng
چنگ	harp
ناوشکن	destroyer
کلا	total
کلا	totally
خب	well
صوت	sound
امیل	emile
امیل	emil
امیل	émile
دیفرانسیل	differential
ماهیچه	muscle
ماهیچه	triceps
غزل	ghazal
غزل	ode
زور	force
رایانش	computing
استار	star
استار	starr
گوسفند	sheep
شایع	rumor
شایع	rumored
روباه	foxy
روباه	fox
مزارع	fields
مزارع	farms
کمونیسم	communism
مدخل	entry
بیک	baek
آیدا	aida
آیدا	ida
هرم	pyramid
هرم	pyramids
سایز	sizes
دادستان	prosecutors
دادستان	prosecutor
دقیقی	precise
دقیقی	punctual
الکس	alex
داروسازی	pharmaceutical
داروسازی	pharmacy
داروسازی	pharmaceuticals
اینشتین	einstein
کمر	lumbar
کمر	waist
آهک	limestone
آهک	lime
نیما	nima
عالمان	scholars
عقد	contracting
عقد	marry
میانمار	myanmar
آسانی	ease
سوسیالیسم	socialism
تخته	board
تخته	headboard
طبری	tabari
اسکناس	bills
یهود	jewish
یهود	jews
ویا	villa
مساجد	mosques
مساجد	places
گویان	guiana
گویان	guyana
مارکو	marko
مارکو	marco
اجتناب	avoidance
ویلا	willa
ویلا	vila
ویلا	villa
مبارزات	fights
رصدخانه	observatory
پیوندها	links
منصفانه	fair
ریگان	reagan
پلنگ	tiger
پلنگ	leopard
پلنگ	panther
تعهد	commitment
تعهد	pledge
ترشح	discharge
ترشح	splash
ترشح	secretion
کابلی	cable
حکمرانی	reign
حکمرانی	ruling
کیا	kia
بارداری	pregnancy
بارداری	pregnant
شغلی	profession
بلوری	crystal
تابعی	functional
طلوع	dawn
طلوع	rise
طلوع	rising
طلوع	sunrise
شرکتی	partnership
شرکتی	corporate
یاس	jasmine
یاس	yas
ارث	heritage
ارث	inherit
ارث	inheritance
فرانتس	franz
رادار	radar
هایدلبرگ	heidelberg
اعلامیه	poster
بریستول	bristol
تهویه	ventilation
تضاد	conflicts
منشی	secretary
طوسی	tusi
شنیده	heard
مردانه	masculine
فر	oven
فر	fair
ظاهرا	apparently
اسد	assad
گشتاور	moment
گشتاور	torque
اریکسون	ericson
اریکسون	ericsson
شانزده	sixteen
غارت	plunder
غارت	loot
غارت	looting
غارت	pillage
غارت	looted
سلطه	dominance
سلطه	authority
هائیتی	haiti
جاذبه	attraction
جاذبه	gravity
مرتفع	elevated
تراکتورسازی	tractor
ثروتمند	rich
ثروتمند	wealthy
سنگال	senegal
لرد	lord
ژانیرو	janeiro
گوستاو	gustav
تراز	align
تراز	alignment
تراز	level
لوگوی	resulted
نسب	lineage
بک	beck
بک	bak
پتروشیمی	petrochemical
واسط	interface
زیرمجموعه	subset
دال	dal
دال	indicative
دال	dahl
نرمال	normal
افسردگی	depression
شیوع	outbreak
شیوع	prevalence
تطبیق	match
آلومینیوم	aluminium
آلومینیوم	aluminum
وال	wall
وال	whale
وال	val
بادام	almond
ملاک	criterion
آرنولد	arnold
کارون	karun
نینتندو	nintendo
صندلی	chair
صندلی	seat
صندلی	seats
بنز	benz
آشوری	assyrian
پرت	pratt
پرت	perth
وهاب	wahab
نوادگان	descendants
اردو	urdu
اردو	camp
اردو	camper
اردو	camping
کشاورز	farmers
کشاورز	farmer
مهره	bead
مهره	nut
مهره	pawn
تمایز	distinction
افت	drop
افت	slump
چرب	fatty
جداسازی	isolation
جداسازی	separation
بازنویسی	rewriting
بازنویسی	rewrite
اختراعات	inventions
شیری	milky
رایان	ryan
نیتروژن	nitrogen
اورانیوم	uranium
منشور	prism
منشور	charter
راننده	driver
رول	roll
شوم	unlucky
شوم	sinister
فرضیه	hypothesis
فرضیه	theory
لوپز	lopes
لوپز	lopez
دوی	devi
دوی	dewey
سئول	seoul
هرمان	hermann
هرمان	herman
ایلخانی	patriarch
وستفالن	westphalia
بسط	expand
بسط	expansion
عفونی	septic
لید	lead
منظر	splendor
منظر	perspective
متمایل	inclined
منتقدین	critics
فوری	urgent
فوری	instant
فوری	immediate
ییل	yale
پرس	press
پرس	reps
پرس	query
بینایی	vision
فلسطینی	palestine
فلسطینی	palestinians
فلسطینی	palestinian
عبد	abd
عبد	abid
سایوز	soyuz
هیوندای	hyundai
لوس	luce
لوس	loos
پارامترهای	parameters
تناسلی	genital
تناسلی	reproductive
جعل	forgery
جعل	spoofing
جعل	fake
سیمین	silver
یال	mane
صلیبی	crusades
صلیبی	crusaders
دینامیک	dynamics
دینامیک	dynamic
استراحت	break
استراحت	rest
بدترین	worst
اکتشاف	exploring
اکتشاف	expedition
اکتشاف	discovery
گذرگاه	ferry
گذرگاه	causeway
ترکمن	turkmen
تأثیرات	effects
طاهر	tahir
طاهر	taher
زهره	venus
معترضان	protesters
معترضان	protestors
مسئولین	authorities
آنتن	antenna
گاما	gamma
آملی	amélie
هان	han
فسا	fasa
تماشاگران	spectators
تماشاگران	audiences
خلع	depose
نیکاراگوئه	nicaragua
پیکان	arrow
اندرسون	anderson
مسافرت	travel
مسافرت	journey
مسافرت	traveling
بخشهای	sections
درویش	dervish
درویش	darwish
شاخ	horns
شاخ	shake
میخائیل	mikhail
تصادف	accident
دوام	duration
دوام	durable
ارسطو	aristotle
بیاورد	bring
ریال	rial
ریال	yemeni
قشم	qeshm
هولوکاست	holocaust
ناشناس	anonymous
ناشناس	incognito
حالات	moods
حدوداً	approximately
خوشنویسان	calligraphers
ارتقا	upgrade
ارتقا	promotion
ارتقا	promote
ارتقا	boost
اسرار	secrets
اسرار	mysteries
آش	osh
آش	ash
غروب	evening
غروب	dusk
غروب	sunset
کارتر	carter
ساعات	hours
اپیزود	episode
زیتون	olive
زیتون	olives
لامپ	bulb
لامپ	lamp
ارقام	digits
ارقام	figures
معاهده	treaty
شفیلد	sheffield
ارواح	ghosts
کیسه	bag
کیسه	pouch
کیسه	bags
غیرفعال	passive
غیرفعال	deactivate
غیرفعال	deactivated
غیرفعال	disabled
غیرفعال	inactive
دهندگان	providers
ببر	tiger
آمازون	amazon
نوه	granddaughter
نوه	grandchild
نوه	grandson
یادداشت	note
یادداشت	memo
یادداشت	memorandum
متناوب	alternating
متناوب	alternate
متناوب	periodic
حجاب	hijab
حجاب	veil
حجاب	curtain
مکانیسم	mechanisms
مکانیسم	mechanism
هاکی	hockey
شکاف	slot
شکاف	rift
شکاف	gaps
شکاف	crack
دونالد	donald
کاشت	planting
کاشت	implant
پاکسازی	purge
پاکسازی	clearing
پاکسازی	cleanup
فسفات	phosphate
نیکلاس	niklas
کنوانسیون	convention
خوشه	cluster
خوشه	ear
گنجینه	treasure
جاناتان	jonathan
سیبری	siberian
سیبری	siberia
بنزین	petrol
کلات	kalat
تجویز	prescribe
تجویز	prescription
هارد	hurd
ماسه	sand
ویرجین	virgin
عبارات	terminology
نیلوفر	lotus
خلبانان	pilots
اسکاتلندی	scot
اسکاتلندی	scots
اسکاتلندی	scottish
سیاستمداران	politicians
کرون	krona
کرون	crown
کوری	blindness
کوری	cory
بنگاه	dealership
ناموفق	unsuccessful
استنفورد	stanford
اسطوره	mythology
اسطوره	legend
اسطوره	myth
لاکهید	lockheed
کردهای	kurds
شعبان	shaban
سیا	sia
گرا	oriented
گرا	gera
باختر	west
تقاطع	intersection
تقاطع	crossroads
مسی	messi
کردها	kurds
کاندیدای	candidate
رنه	rené
رنه	renee
رنه	rene
رنه	renée
آخوند	mullah
شهادت	testifying
شهادت	witness
شهادت	testimony
آزادراه	freeway
آزادراه	motorway
صخره	cliff
صخره	rock
آتلانتیک	atlantic
جالبی	interesting
اظهارات	statements
اظهارات	statement
عضلانی	muscular
آبراهام	abraham
پیغام	message
بهانه	excuse
ایرباس	airbus
قوس	arc
لوئیز	luiz
لوئیز	louise
تابلو	tableau
تابلو	panel
یونگ	young
یونگ	jung
دزد	thieves
دزد	thief
استادی	master
پروازی	flying
پروازی	flight
تحریر	tahrir
تحریر	typing
حاد	acute
بورگس	burgess
پشم	wool
تکراری	duplicate
تکراری	repetitive
تکراری	recurring
والنسیا	valencia
سالار	salar
هرودوت	herodotus
پرینستون	princeton
باهاما	bahamas
باهاما	bahama
دعا	praying
دعا	prayer
دعا	prayers
دیوانه	insane
دیوانه	crazy
دیوانه	mad
بصره	basra
قرص	pills
قرص	pill
عادت	habit
گیم	game
ساقه	stalk
ساقه	stem
راهپیمایی	march
نروژی	norwegian
سرگذشت	chronicles
سرگذشت	narrated
ویولن	violin
شجاع	brave
شجاع	courageous
بکر	becker
بکر	bakr
بکر	backer
دیپلمات	diplomat
باربری	freight
سیگار	cigarette
سیگار	cigarettes
شکستگی	fracture
بازماندگان	survivors
توربین	turbine
رهنمود	guidance
منعکس	reflect
منعکس	reflected
رافائل	raphael
رافائل	rafael
قاب	frame
جنوبگان	antarctica
جنوبگان	antarctic
اشعه	rays
نیوکاسل	newcastle
ادگار	edgar
لطفی	favor
راین	ryan
راین	rhine
راین	rayne
سطر	row
حوض	reservoirs
کبیسه	leap
بصری	visual
یار	yar
ترینیداد	trinidad
باورهای	beliefs
ندرت	seldom
ندرت	rarely
تهاجم	invasion
تهاجم	assault
کلن	cologne
کلن	köln
نیسان	nissan
ساواک	savak
مسافت	distance
دشمنی	enemy
دشمنی	animosity
دشمنی	hostile
دشمنی	foe
شوخی	joke
شوخی	kidding
شوخی	humor
شوخی	prank
یورک	york
بازنشستگی	retirement
بازنشستگی	pension
عروق	vascular
نعمت	blessing
نعمت	favour
ورشو	warsaw
مخصوصا	especially
داود	david
زندگینامه	autobiography
زندگینامه	biography
جادویی	magic
جادویی	magical
وینسنت	vincent
فاجعه	disaster
استعمار	colonialism
استعمار	colonization
فقیر	poor
برون	out
افلاطون	plato
گریز	fleeing
گریز	getaway
گریز	evasion
گریز	escape
عمود	perpendicular
مجاری	hungarian
صبا	saba
تعبیه	embedding
گله	flock
گله	cattle
گله	herd
دومینیکن	dominican
تفلیس	tbilisi
موی	hair
موی	mui
ظروف	utensils
ظروف	dishes
هورمون	hormone
اعتیاد	addiction
تاتی	tat
خشن	violent
خشن	harsh
بیرمنگام	birmingham
پستان	nipple
پستان	breast
فیلمهای	films
راهبردی	strategic
پرسنل	personnel
غلام	gholam
غلام	soliciting
غلام	ghulam
مارکس	marquez
مارکس	marx
مارکس	marks
هاینریش	heinrich
افق	horizon
تکواندو	taekwondo
اصالت	originality
اصالت	nobility
آرمسترانگ	armstrong
خاستگاه	origin
برنارد	bernard
آجری	brick
لئو	leo
سکوی	platform
گیل	gill
گیل	gil
گیل	gail
آتلانتا	atlanta
دایر	dyer
کروم	chrome
کروم	chromium
رحم	uterus
رحم	womb
تساوی	equality
سانتیاگو	santiago
وعده	promises
وعده	promise
حزبی	faction
بشکه	barrels
بشکه	barrel
فاکتور	receipts
فاکتور	factor
وگاس	vegas
هندوراس	honduras
مورخان	historians
بوکس	boxing
بیننده	viewers
عبدالعزیز	abdulaziz
باس	bos
باس	bass
باس	bas
نصر	nasr
هوگو	hugo
خودی	friendly
بیماریهای	diseases
شکاری	hound
گشایش	capability
گشایش	ease
تناوب	alternation
اوگاندا	uganda
نوآوری	innovations
نوآوری	innovate
نوآوری	innovation
شر	cher
شر	sher
شر	evil
لنین	lenin
یونانیان	greeks
خالق	creator
نیوتن	newton
گوگنهایم	guggenheim
کنده	conde
کنده	stump
بنجامین	benjamin
همیلتون	hamilton
گرانشی	gravitational
گرانشی	gravity
آنری	henri
آنری	henry
دوش	shower
دوش	showers
قیر	tar
مزیت	advantage
خرگوش	rabbits
خرگوش	rabbit
طالب	desire
طالب	taleb
طالب	desires
فردیناند	ferdinand
صرفه	frugal
تد	ted
لیون	lyon
لیون	leon
رایش	reich
سلولهای	cells
حوضه	basin
اسکان	settlement
اسکان	colonization
ارز	valued
انتگرال	integral
تایپ	type
تایپ	typing
بخارا	bukhara
رخدادهای	aftermath
رخدادهای	occurrences
صلاح	salah
قریه	town
نوشیدنی	drinks
ارتقای	promotion
قانع	convinced
سازندگان	manufacturers
سازندگان	builders
فیبر	fiber
کارناتاکا	karnataka
حیدرآباد	hyderabad
جذاب	cute
جذاب	attractive
جذاب	charming
موضعی	anesthesia
پارتی	party
جولای	july
جولای	weaver
مداخله	intervening
مداخله	intervene
مداخله	interference
مداخله	intervention
صحرا	sahara
صحرا	desert
مولداوی	moldova
کوفه	kufa
واکر	walker
انداختن	dropping
ذخایر	treasures
ذخایر	reserves
کمپ	camp
چندنفره	multiplayer
اقتصاددانان	economists
مول	moll
مول	mol
سوری	surrey
سوری	syrian
سوری	suri
نجومی	astronomical
مجروح	injured
مجروح	wounded
بارندگی	raining
بارندگی	precipitation
سربازی	soldier
جهش	jump
جهش	jumps
جهش	mutation
جهش	leap
زید	zaid
زید	zayd
پایتون	python
پیشرو	progressive
مان	mun
مان	mann
ماشینی	machine
تبریک	congratulate
تبریک	congratulations
تبریک	congrats
بروکسل	brussels
کوزوو	kosovo
رشید	rashid
لب	lips
لب	lip
حج	pilgrimage
حج	hajj
رونالد	ronald
سرخس	bracken
سرخس	fern
تصوف	sufism
تصوف	mysticism
برزیلی	brazilian
ابزارها	tools
کشاورزان	farmers
بتمن	batman
جد	ancestor
جد	jed
متیل	methyl
تعلیق	suspension
تعلیق	suspense
مبادله	swap
مبادله	exchange
غارهای	caves
سواری	riding
سواری	ride
ناوچه	frigate
اوستایی	avestan
ترنس	trance
ترنس	terence
دوشیزه	miss
دوشیزه	virginis
موتوری	motor
بنین	benin
بازیهای	games
دودویی	binary
دیابت	diabetic
دیابت	diabetes
صاحبان	owners
معرفت	cognition
معرفت	knowledge
علنی	public
شانه	shoulder
شانه	comb
تورین	thorin
تورین	turin
عامیانه	slang
نجوم	astronomy
چندگانه	multiple
کریمه	crimea
کریمه	crimean
انها	charging
نصرالله	nasrallah
آرشیو	archives
آرشیو	archive
ممنوعیت	embargo
ممنوعیت	prohibition
علف	hay
علف	grass
علف	weed
ناصری	nazarene
ناپل	naples
بازگشتی	recursively
بازگشتی	recursive
فرناندو	fernando
لشکرکشی	campaign
ترقی	advancement
کاوش	exploring
کاوش	explore
زایمان	delivery
زایمان	childbirth
زایمان	labor
بازده	efficiency
بازده	yield
چاد	chad
اشک	tear
اشک	tears
پیک	spades
شیء	object
تان	tan
یخچال	fridge
یخچال	refrigerator
یخچال	freezer
خشمگین	furious
خشمگین	angry
حسی	sensory
براین	bryan
براین	brian
لوکس	lux
لوکس	luxurious
مواضع	positions
موجودی	creature
موجودی	stock
سوادکوه	iran
اوساکا	osaka
سرانه	intractable
دانمارکی	danish
شاد	rejoice
شاد	shad
شاد	happy
بنایی	masonry
رستوران	restaurant
امیری	amiri
لرزش	tremor
لرزش	vibration
لرزش	flickering
لرزش	shake
مانوئل	manuel
ویمبلدون	wimbledon
سواد	uneducated
سواد	literacy
تنه	torso
تنه	trunk
مداری	orbital
مبهم	ambiguous
مبهم	obscure
مبهم	vague
مبهم	fuzzy
عینی	objective
نگرش	attitude
دیپلماتیک	diplomatic
گردو	walnuts
گردو	walnut
رزم	battle
رزم	tactic
روشنی	brightness
یادآور	reminder
سعادت	bliss
مارگارت	margaret
بهایی	price
کشش	stretch
کشش	tension
نبی	nabi
نگارخانه	gallery
اعتقادات	beliefs
بنفش	purple
بنفش	violet
دریانوردی	maritime
دریانوردی	sailing
اراده	decides
فیشر	fisher
فیشر	fischer
متیو	matthew
پخته	cooked
پخته	baked
اساساً	basically
متخصصان	experts
متخصصان	technicians
الهه	goddess
الهه	muse
شخصاً	personally
حفره	alveolar
حفره	hole
دوچرخه	bicycles
دوچرخه	bike
دوچرخه	bicycle
ایرانیکا	iranica
مادها	heraclius
یگانه	one
استر	ester
استر	esther
مظفر	muzaffar
شل	shell
شل	loose
فیروزه	turquoise
هفده	seventeen
یوری	yuri
ریشتر	richter
ملبورن	melbourne
بوم	boom
بوم	bum
چو	chu
چو	cho
نساجی	weaving
فیلیپس	philips
فیلیپس	phillips
هنرستان	conservatory
ورق	cards
ورق	card
ورق	deck
درشت	large
درشت	macro
برتون	burton
برتون	breton
زنبور	bee
آریایی	aryan
کاسه	bowl
کاسه	bowls
استحکام	strength
دایی	uncle
پیاز	onions
پیاز	onion
کمیت	quantity
رام	ram
رام	rom
رام	tame
دود	smoke
مشرف	musharraf
کبود	blue
ویدیو	video
ویدیو	videos
تخصیص	allocation
دیجیتالی	digital
تصاحب	takeover
رودی	rudy
دمکراتیک	democratic
بلا	bela
بلا	bella
اعتصاب	strike
آبشاری	cascade
تداخل	interference
انتها	timeless
دفاتر	offices
طولی	portrait
طولی	longitudinal
جفری	jeffery
شین	shane
مشورت	counsel
مشورت	consulting
مشورت	consulted
مشورت	consultation
مشورت	consult
یی	yee
نورمن	norman
عادل	adel
عادل	adil
بیدار	awake
بیمارستانی	hospital
نادری	rare
گراهام	graham
تهاجمی	aggressive
تهاجمی	offensive
جلیل	jalil
جهنم	hell
شرطی	conditional
خوشحال	happy
فوران	eruption
رامسر	ramsar
علما	rabbis
سفرنامه	itinerary
سرشار	full
دانستن	knowing
دانستن	dunstan
فیض	faiz
تطابق	match
الیوت	elliot
پرستش	worship
توباگو	tobago
پارلمانی	parliamentary
سنجی	sanjay
حسنی	hosni
دلتا	delta
پروازهای	flights
روبروی	facing
مسطح	flat
مسطح	planar
مملکت	country
ملاحظه	considerate
مامور	agent
تلگراف	telegraph
مختص	exclusively
تکذیب	deny
بدر	badr
اعلان	announcement
اعلان	prompt
اعلان	announcing
اعلان	notification
اعلان	notifications
اعلان	declaration
دویچه	deutsche
رآکتور	reactor
تماشاگر	spectator
بوداپست	budapest
تاجر	merchant
غیررسمی	informal
غیررسمی	unofficial
غیررسمی	unofficially
تیز	sharp
رومن	roman
آبهای	waters
جویی	joey
روبرت	robert
شرعی	canonical
ویژگیهای	features
ویژگیهای	properties
فریم	frames
فریم	frame
بده	give
الکلی	alcoholics
الکلی	alcoholic
خفاش	bat
بازمانده	survivor
اعتراضی	objection
اعتراضی	protest
سازمانهای	organizations
گوتیک	gothic
اجاره	renting
اجاره	rent
اجاره	lease
برمن	bremen
برمن	berman
شفاهی	oral
شفاهی	verbal
کارول	carol
پریش	parish
ژورنال	journal
نلسون	nelson
لئوناردو	leonardo
گئورگ	george
گئورگ	georg
بعید	unlikely
پلان	plan
اتهامات	charges
اتهامات	accusations
ایلات	eilat
آلبرتو	alberto
برپایی	setup
فرآیند	process
موشکی	missile
پولیتزر	pulitzer
میگ	mig
لک	lak
شدیداً	massively
مینی	mini
مینی	minnie
زره	armor
زره	coats
زره	armour
روحانیت	spirituality
روحانیت	clergy
مدارهای	circuits
مدارهای	orbits
نجیب	noble
نجیب	najib
نجیب	decent
موسس	founder
برکه	pond
بوک	buk
بوک	bok
راکت	rocket
خواهرش	sister
الکترومغناطیسی	electromagnetic
تناسب	proportions
تناسب	proportion
تناسب	fit
تورینگ	turing
سایپا	saipa
ملوان	sailors
ملوان	sailor
فولکلور	folklore
سودمند	beneficial
تعجب	wonder
دیواری	wall
رومئو	romeo
مکزیکی	mexicans
مکزیکی	mexican
دستمزد	wages
دستمزد	fee
دستمزد	payment
قاچاق	smuggling
قاچاق	trafficking
قاچاق	smuggle
ریش	clutch
ریش	beard
مسیه	messier
کارلو	carlo
دیک	dick
تکلیف	task
تکلیف	homework
گزینش	selection
ژول	jules
حماسه	saga
حماسه	epic
همیشگی	permanent
همیشگی	usual
فلج	paralysis
فلج	paralyzed
ورمانت	vermont
مینا	mina
مینا	meena
جعلی	fake
عضله	biceps
عضله	muscle
خشت	adobe
خشت	diamonds
کشمیر	kashmir
بت	beth
پنجه	claw
پنجه	claws
پنجه	paw
افتادن	fall
پاراگراف	paragraph
اردک	ducks
اردک	duck
پنیر	cheese
دزدی	robbery
دزدی	theft
دزدی	stealing
داوطلب	volunteers
داوطلب	volunteering
داوطلب	volunteer
خبرنگاران	journalists
خبرنگاران	reporters
کروی	spherical
کلاغ	crow
کلاغ	raven
شرکتهای	companies
تسهیل	facilitating
تسهیل	facilitated
انستیتو	institute
ترمیم	restoration
زیرساخت	infrastructure
برکناری	dismissal
صرفا	merely
شتر	camel
صور	trumpet
صور	horn
نیکل	nickel
نیکل	nicole
مرو	moro
اختیاری	optional
اختیاری	voluntary
گسسته	discrete
غیبت	awol
غیبت	absence
دنا	dana
زیمبابوه	zimbabwe
زیمبابوه	zimbabwean
فرستادن	sending
رن	rennes
رن	ren
تحمیل	impose
تحمیل	imposed
عفو	amnesty
عفو	pardoned
عفو	pardons
عفو	pardon
دستاوردهای	achievements
دستاوردهای	achievement
پلاستیک	plastic
آرد	flour
کیهانی	cosmic
فاتح	conqueror
فاتح	fateh
فاتح	fatih
نوح	noah
کرال	corral
مموریال	memorial
آلات	instruments
ضربات	strokes
وقف	dedicated
صوفی	mystic
صوفی	sufi
ارزان	cheap
پنبه	cotton
جادوگر	wizard
جادوگر	witch
سونگ	sung
ادوار	édouard
لستر	leicester
ور	var
ور	ware
لنگ	lang
لنگ	lame
جادو	magic
سنگینی	heavy
شرف	honor
شرف	sharaf
دکمه	buttons
دکمه	button
کام	kam
کام	seduce
کریستی	christy
سفری	journey
ناراحت	upset
کت	coat
کت	kat
بوتسوانا	botswana
سیکل	cycle
غبار	dust
کرت	kurt
کرت	kart
تیغه	blade
علاءالدین	aladdin
سون	sun
سون	sven
بازرگانان	merchants
بازرگانان	suppliers
انعکاس	reflection
