kategória	類別
anna	安娜
anna	anna
čiastočne	局部
čiastočne	部分
del	del
výsledky	成果
výsledky	結果
takisto	還
takisto	也
všeobecne	一般
konečné	決賽
série	系列
ruskej	俄語
ruskej	俄文
vytvára	生成
vytvára	創建
sever	北方
sever	北
sever	北部
vojenské	軍方
vojenské	軍事
podmienky	用語
podmienky	術語
podmienky	條款
podmienky	條件
podmienky	條件
podmienky	狀況
obraz	照片
obraz	圖片
obraz	影象
obraz	影像
obraz	圖片
obraz	畫畫
obraz	畫
obraz	油畫
obraz	繪畫
hodín	小時
hodín	鐘
hodín	鍾
hodín	時鐘
mesiaca	月球
mesiaca	月亮
mesiaca	月
mesiaca	月
mesiaca	個月
mesiaca	月份
buď	要麼
priestoru	太空
priestoru	空間
jaroslav	jaroslav
staré	老
staré	舊的
staré	舊
staré	老了
skutočnosti	事實
charles	charles
projektu	項目
profesor	教授
palác	皇宮
palác	宮殿
palác	王宮
palác	宮廷
palác	宮
css	css
lietadlo	飛機
lietadlo	平面
lietadlo	飛機
lietadlo	飛機
látky	實質
látky	物質
látky	物質
jednotiek	各單位
jednotiek	單元
jednotiek	單位
európska	歐洲
úspech	成就
úspech	成績
úspech	成功
inak	否則
hranice	邊界
hranice	界線
hranice	界限
hranice	邊疆
hranice	邊界
hranice	邊框
hranice	邊境
hranice	邊界
hranice	邊框
hranice	邊境
málo	小
výroba	製造業
výroba	製造
výroba	生產
výroba	製作
výroba	產量
výroba	生產
výroba	製造業
výroba	製造
brehu	岸上
brehu	岸
brehu	岸邊
brehu	海岸
moc	電力
moc	電源
moc	動力
moc	權力
louis	louis
louis	路易
louis	路易斯
lev	獅
lev	獅子
lev	獅子座
lev	leo
časopis	雜誌
posledné	最近
posledné	近期
posledné	上次
posledné	最後
posledné	最新
politici	政界人士
politici	政客
politici	政治家
juh	南
juh	南方
juh	南部
súčasný	電流
súčasný	現任
súčasný	目前
súčasný	當代
letu	班機
letu	飛行
podobné	類似
podobné	相似
chcel	通緝
forme	形式
forme	表格
misie	任務
sem	sem
sem	這裡
musia	必須
rastlín	植物
rastlín	廠
rastlín	植物
rastlín	工廠
farby	顏色
farby	色彩
farby	色
farby	彩色
farby	顏色
farby	色彩
farby	顏色
farby	色彩
farby	彩色
farby	顏色
farby	色彩
stojí	看台
španielsko	西班牙
spojenie	連結
spojenie	link
niektorí	一些
niektorí	有些
pdf	pdf
povodie	盆地
povodie	海盆
povodie	流域
povodie	盆
druhé	第二
druhé	秒
absolvoval	畢業
cestu	路徑
univerzita	大學
získať	檢索
získať	獲取
získať	獲得
získať	得到
získať	增益
planéty	行星
planéty	星球
planéty	行星
planéty	行星
týždňa	星期
týždňa	周
týždňa	週
vlastné	定制
vlastné	自訂
parku	樸
parku	公園
späť	背
späť	回
západ	西邊
západ	西
západ	西方
západ	西部
kód	密碼
kód	編碼
kód	碼
všetci	每個人
všetci	全部
všetci	所有
všetci	all
všetci	大家
všetci	每個人
obsah	內容
českého	捷克
umení	藝術
pôvod	出處
pôvod	原產地
pôvod	起源
pôvod	起源
lekár	內科醫生
lekár	醫師
lekár	醫生
lekár	博士
more	大海
more	海上
more	海
námestie	正方形
námestie	平方
námestie	方塊
námestie	方形
námestie	廣場
zvolený	當選
okolie	鄰里
vzdialenosti	距離
vzdialenosti	距離
veci	事情
medzinárodné	國際
prírodné	自然
prírodné	天然
príliš	太
anton	安東
anton	anton
biskup	主教
biskup	bishop
ulici	街頭
ulici	街道
ulici	街
vzťah	關係
vzťah	戀愛
vzťah	感情
vzťah	關係
výsledok	成果
výsledok	結果
výsledok	結果
vysoké	高
vysoké	高
vysoké	高大
spravidla	一般
slúži	服務
dňoch	日子
dňoch	天數
vľavo	左側
vľavo	左
vľavo	左翼
vľavo	左邊
firmy	企業
firmy	公司
väčšinu	多數
výskum	研究
uvedené	上市
strán	頁
posledných	最近
posledných	近期
brat	弟弟
brat	哥
brat	師兄
brat	哥哥
brat	兄弟
potoka	溪
umiestnenie	安置
umiestnenie	定位
umiestnenie	所在地
umiestnenie	位置
umiestnenie	地點
otca	父親
otca	神父
otca	父
international	國際
filozofie	哲學
filozofie	理念
mesiacov	月
mesiacov	月份
mesiacov	衛星
veža	tower
veža	塔
veža	塔台
smrť	死亡
smrť	死神
sopky	火山
réžia	主任
réžia	導演
réžia	司長
vydavateľ	出版社
vydavateľ	出版商
vydavateľ	編輯
pole	欄位
dlhé	久
dlhé	長
ruska	俄
ruska	俄國
ruska	俄羅斯
producent	製片人
producent	製片
povrch	表面
povrch	地面
povrch	地表
vydanie	版
vydanie	發放
vydanie	簽發
vydanie	發行
vydanie	核發
vydanie	引渡
zahŕňa	包括
prišiel	抵達
prišiel	到達
cisára	皇帝
cisára	天皇
futbalový	足球
futbalový	足球
futbalový	美式足球
futbalový	橄欖球
sovietsky	蘇維埃
catalina	catalina
vysoká	高
vysoká	高
vysoká	高大
vysoká	學院
vysoká	書院
vysoká	大學
formy	表格
formy	模具
formy	模具
vojakov	士兵
panny	處女座
medzinárodná	國際
niekto	任何人
niekto	某人
niekto	有人
commons	commons
architektúry	結構
architektúry	架構
architektúry	建築
vedy	科學
podporu	支援
air	空中
air	air
air	航空
air	空氣
tých	那些
postavená	建
postavená	內建
objekty	物體
objekty	天體
objekty	物件
obyvatelia	居民
obrázkov	影像
obrázkov	圖片
obrázkov	圖片
obrázkov	像片
obrázkov	圖畫
obrázkov	照片
určené	指定
rodina	家人
rodina	家屬
rodina	家庭
štýl	style
štýl	樣式
štýl	風格
štýl	造型
používať	利用
používať	使用
video	視訊
video	影片
partnerské	伴侶
partnerské	夥伴
partnerské	合伙人
partnerské	搭檔
grécka	希臘文
grécka	希臘
grécka	希臘
malých	小型
malých	小
južná	南方
južná	南部
južná	南
južná	南方
južná	南部
vydavateľstvo	出版社
vydavateľstvo	出版商
vydavateľstvo	出版
vydavateľstvo	發表
yorku	約克
výber	挑選
výber	選取
výber	選擇
výber	甄選
výber	選取
výber	選擇
výber	選擇
house	屋
house	房屋
house	房子
divadla	電影院
divadla	劇場
divadla	戲劇
divadla	劇院
divadla	戲院
divadla	劇場
divadla	戰區
divadla	戲劇
divadla	劇院
divadla	戲院
zámok	鎖定
zámok	鎖
zámok	城堡
zámok	castle
zámok	城
účasť	參與
list	葉
list	葉子
list	信
list	來信
list	字母
list	信函
list	信件
pohoria	山
pohoria	山脈
pohoria	山區
šesť	六
šesť	六個
výroby	製作
výroby	產量
výroby	生產
výroby	製造業
výroby	製造
hodnoty	價值
hodnoty	價值觀
hodnoty	數值
hodnoty	值
organizácia	組織
organizácia	組織
rur	rur
termín	任期
termín	術語
termín	學期
termín	限期
termín	期限
urb	urb
úrad	權威
úrad	辦公
úrad	辦公室
úrad	辦事處
provincie	省
provincie	省省
provincie	省份
provincie	省份
provincie	各省
prístup	存取
vzduchu	空中
vzduchu	air
vzduchu	航空
vzduchu	空氣
teplota	氣溫
teplota	溫度
teplota	體溫
teplota	溫度
obvykle	通常
obvykle	通常
najvyššej	最高
nájsť	找到
nájsť	尋找
blízko	近
blízko	靠近
blízko	附近
čísla	數字
čísla	數字
https	https
únie	聯盟
únie	工會
zúčastnil	出席
veliteľ	首席
veliteľ	科長
veliteľ	指揮官
veliteľ	司令
zariadenia	裝備
zariadenia	設施
zariadenia	裝置
zariadenia	裝置
zariadenia	設施
all	全部
all	所有
all	all
storočie	世紀
dedičstva	遺產
práca	工作
práca	工作
práca	工作
dráhy	跑道
akadémie	學院
turné	游
turné	遊覽
turné	導覽
turné	旅遊
jana	jana
grand	grand
udalosti	事件
udalosti	活動
udalosti	事件
udalosti	活動
najvyššia	最高
najvyššia	最高
marie	marie
sústava	系統
znak	國徽
znak	字元
znak	人物
znak	角色
znak	性格
znak	品格
znak	簽名
znak	簽字
znak	簽
preklad	翻譯
železničná	鐵路
železničná	鐵道
železničná	鐵路
staršie	年長
staršie	老年
champagne	香檳酒
champagne	香檳
mestské	城市
mestské	市
mestské	城
piesní	歌曲
piesní	歌
max	最多
max	max
max	最大
boh	神
hráčov	球員
hráčov	玩家
mark	標記
mark	標示
mark	馬克
mark	mark
pomoc	援助
pomoc	協助
pomoc	援助
pomoc	幫助
pomoc	幫忙
dlhý	久
dlhý	長
skončil	完成
kapely	樂隊
kapely	樂團
kapely	樂隊
metra	地鐵
dediny	鄉村
dediny	村莊
dediny	村
dediny	鄉村
dediny	村莊
dediny	村落
dediny	村子
zmienka	提及
vzdialenosť	距離
systémy	系統
systémy	系統
použiť	適用
použiť	利用
použiť	使用
príbeh	動態
príbeh	故事
stránkach	頁
futbalové	足球
futbalové	足球
futbalové	美式足球
futbalové	橄欖球
politické	政治
maďarsko	匈牙利
pohyb	動議
pohyb	運動
pohyb	動
pohyb	移動
pohyb	運動
kníh	圖書
kníh	書
kníh	書籍
vzťahy	關係
vzťahy	戀愛
vzťahy	感情
vzťahy	關係
vzťahy	關係
prvkov	元素
prvkov	要件
ochrana	保護
ochrana	保護
severná	北方
severná	北
severná	北部
severná	北方
severná	北部
politická	政治
víťazstvo	勝利
veľkosti	大小
veľkosti	體積
veľkosti	尺寸
veľkosti	大小
veľkosti	尺碼
veľkosti	尺寸
jazero	湖泊
jazero	湖
dôležité	重要
nasa	nasa
sovietskeho	蘇維埃
charakter	字元
charakter	人物
charakter	角色
charakter	性格
charakter	品格
charakter	大自然
charakter	自然
charakter	性質
hudobná	音樂
hudobná	音樂
hudobná	音樂劇
spočiatku	最初
komplex	複雜
art	美術
art	art
art	藝術品
art	藝術
geografia	地理學
geografia	地理
geografia	地域
geografia	地理位置
výstavba	施工
výstavba	建設
výstavba	建築
pierre	pierre
motory	馬達
motory	引擎
motory	發動機
typy	類型
svätý	聖人
svätý	聖
svätý	神聖
londýn	倫敦
body	點數
body	積分
starý	老
starý	舊的
starý	舊
starý	老了
krátky	簡短
krátky	短期
krátky	短
krátky	矮
krátky	簡短
otvorená	開
otvorená	營業
otvorená	開啟
otvorená	開放
záujem	興趣
záujem	感興趣
záujem	興趣
záujem	利息
talianska	義大利
talianska	義大利文
talianska	義大利
grécky	希臘文
grécky	希臘
postavenie	狀況
postavenie	狀態
postavenie	現況
postavenie	職位
postavenie	位置
postavenie	立場
colspan	colspan
vytvoriť	創建
vytvoriť	構造
vytvoriť	建構
riešenie	溶液
windows	windows
windows	窗
windows	視窗
televízne	電視機
televízne	電視
televízne	電視台
kláštor	修道院
kláštor	寺院
kláštor	修道院
kláštor	修道院
použité	使用
jazyku	語言
jazyku	語
jazyku	語文
útok	攻擊
útok	襲擊
útok	進攻
útok	攻擊
útok	毆打
útok	突擊
útok	侵
web	網站
web	網頁
web	web
web	網
web	網路
martina	martin
martina	馬丁
rakúska	奧地利
noci	夜晚
noci	夜
krát	時代
krát	times
krát	時報
zmluvy	合約
zmluvy	合同
zmluvy	條約
úrovni	層次
úrovni	級別
úrovni	等級
úrovni	三級
úrovni	關卡
tvorbe	編隊
tvorbe	形成
veda	科學
dlho	久
dlho	長
posádky	船員
pavla	保羅
pavla	paul
kalifornia	加利福尼亞
kalifornia	加州
snp	snp
metal	金屬
menšie	較小
menšie	未成年
patril	屬於
sedem	七七
sedem	七個
sedem	七
sedem	seven
kilometrov	公里
kilometrov	公里
jura	jura
space	太空
space	空間
ocenenia	頒獎
ocenenia	獎勵
ocenenia	獎
ocenenia	獎品
ocenenia	估價
tímy	團隊
tímy	球隊
tímy	隊伍
tvorba	創作
tvorba	創建
tvorba	創造
tvorba	建立
tvorba	編隊
tvorba	形成
názory	意見
republike	共和國
republike	共和
septembri	九月份
septembri	九月
lietadla	飛機
pro	pro
väčšie	較大
väčšie	更大
väčšie	較大
januári	一月
rodine	家人
rodine	家屬
rodine	家庭
eva	eva
dynastie	朝代
dynastie	王朝
majster	主人
majster	大師
majster	師父
majster	師傅
priemer	直徑
priemer	平均
priemer	平均值
dolina	河谷
dolina	谷
dolina	山谷
dolina	谷地
rakety	導彈
rakety	火箭
hora	hora
hora	山
hora	山區
hora	山地
práv	權利
súvisiace	相關
každá	每個
každá	每一個
každá	每個
doliny	山谷
auguste	八月
auguste	八月份
zľava	折扣
zľava	優惠
konkrétne	具體
konkrétne	具體
konkrétne	混凝土
konkrétne	水泥
konkrétne	具體地說
hory	山
hory	山脈
hory	山區
hory	山
hory	山區
hory	山地
nemecká	德文
nemecká	德語
trón	王座
trón	王位
trón	寶座
link	連結
link	link
anglicko	英國
anglicko	英格蘭
londýne	倫敦
ochranu	保護
pôvodný	原文
pôvodný	原件
pôvodný	原創
pôvodný	原始
pôvodný	原
vojsk	部隊
sonda	探測
sonda	探測器
divízie	師團
symbol	象徵
symbol	符號
jazykov	語言
jazykov	語文
svetová	世界
posádka	船員
materiál	物料
materiál	材質
materiál	材料
materiál	物料
materiál	材料
amerike	美洲
amerike	美國
lepšie	更好
rukou	手
rím	羅馬
marci	三月
forma	形式
forma	表格
kariéra	職業
kariéra	職業
severnom	北方
severnom	北部
slovakia	斯洛伐克
texty	歌詞
joseph	約瑟夫
joseph	joseph
joseph	約瑟
dni	日子
dni	天數
sondy	探測
sondy	探測器
sondy	探測器
známi	已知
známi	相識
známi	熟人
choroby	病
choroby	疾病
choroby	病
choroby	疾病
choroby	疾病
choroby	病
choroby	疾病
siete	籃網
siete	漁網
siete	蚊帳
siete	網路
siete	網路
siete	網
pop	pops
pop	pop
pop	流行
pop	pop
jadro	核心
jadro	core
jadro	核
jadro	核心
jadro	核心
zariadenie	裝置
zariadenie	裝備
zariadenie	安裝
zariadenie	設施
okruhu	迴路
okruhu	電路
nezávislosť	獨立
federácia	聯邦
ciest	公路
ciest	道路
prípadoch	案例
decembri	十二月
voľby	選項
voľby	選舉
voľby	選舉
jozefa	約瑟夫
jozefa	joseph
jozefa	約瑟
pol	pol
možnosti	可能性
možnosti	選項
online	上線
online	網上
online	online
man	人
man	男人
man	man
prečo	為何
prečo	為甚麼
prečo	為什麼
medzinárodných	國際
zápis	提醒
zápis	警報
zápis	警示
filmov	影片
obyvateľstvo	人口
riaditeľ	主任
riaditeľ	導演
riaditeľ	司長
riaditeľ	校長
sieť	淨
sieť	net
sieť	網
sieť	電網
sieť	網路
sieť	網
zakladateľ	創辦人
zakladateľ	創始人
rastliny	植物
rastliny	廠
rastliny	植物
rastliny	工廠
line	line
line	線
line	線路
viaceré	多重
viaceré	多種
viaceré	多個
moskva	莫斯科
afriky	非洲
pozície	職位
japonsku	日本
spomína	提及
spomína	mentions
vety	片語
vety	句子
vety	刑期
vety	判刑
vety	句子
vety	刑期
vety	判刑
novembri	十一月
ríme	羅馬
hlasov	選票
olympijské	奧林匹克
olympijské	奧運
firma	事務所
firma	公司
štart	創業
štart	發射
japonsko	日本
time	時光
time	時間
maria	瑪利亞
maria	瑪麗亞
maria	maria
stanici	站
stanici	車站
časopisu	雜誌
socha	雕塑
socha	雕刻
socha	雕像
socha	雕塑
socha	塑像
hudbu	音樂
festival	節
festival	節慶
festival	節日
technické	技術
úsek	延伸
úsek	拉伸
úsek	伸展
úsek	隔間
úsek	車廂
úsek	包廂
severne	北方
severne	北
severne	北部
noviny	報紙
noviny	報
noviny	報章
noviny	報章
noviny	報刊
skoro	幾乎
skoro	提早
skoro	及早
skoro	早期
skoro	提前
objekt	天體
objekt	物件
slnko	太陽
slnko	孫
slnko	珊
slnko	陽光
lodí	船隻
lodí	船舶
mapy	地圖
mapy	地圖
autorov	作者
znova	再次
politika	政策
politika	政治學
politika	政治
špeciálne	特別
učiteľ	老師
učiteľ	教師
zlatá	可愛
zlatá	金
zlatá	金子
zlatá	黃金
zlatá	金色
zlatá	gold
zlatá	golden
zlatá	黃金
zlatá	金色
dôvodov	理由
dôvodov	原因
hlas	語音
hlas	嗓子
hlas	聲音
hodnota	價值
hodnota	數值
hodnota	值
kmeň	株
kmeň	應變
kmeň	莖
kmeň	部族
kmeň	部落
automaticky	自動
automaticky	自動
automaticky	自動
vlastne	實際上
vlastne	其實
herečky	女演員
iso	iso
stretnutia	會議
stretnutia	任用
stretnutia	任命
stretnutia	會議
aktivity	活動
aktivity	動態
aktivity	活動
grécko	希臘
ostrovov	群島
ostrovov	島嶼
zámky	鎖
provincii	省
provincii	省省
provincii	省份
výraz	表達
výraz	表情
španielsky	西班牙文
španielsky	西班牙語
roman	roman
červená	紅
červená	red
červená	紅色
správne	右
svetla	光線
svetla	光
svetla	燈光
svetla	輕
svetla	光明
čierna	黑
čierna	black
čierna	黑色
čierna	黑人
vidieť	見
hore	樓上
hnutie	運動
doslova	字面上
bunky	細胞
bunky	牢房
bunky	細胞
športové	體育
športové	運動
športové	體育
športové	運動
čoskoro	不久
čoskoro	很快
skratka	縮寫
skratka	捷徑
kanada	加拿大
prahy	門檻
prahy	布拉格
posledná	上次
posledná	最後
hrať	玩
hrať	彈
hrať	播放
hrať	玩
hrať	播放
ferdinand	ferdinand
sezóna	季
sezóna	季節
london	倫敦
bitky	戰役
bitky	毆打
one	一
one	one
one	一個
slovan	slovan
používané	使用
motora	引擎
motora	發動機
ríma	羅馬
boj	鬥爭
boj	奮鬥
boj	掙扎
boj	作戰
boj	打架
boj	打
boj	戰鬥
vecí	事情
júni	六月份
júni	六月
pásmo	樂團
pásmo	樂隊
dĺžku	長度
nižšie	下方
nižšie	以下
nižšie	更低
nižšie	較低
nižšie	低
divákov	觀眾
divákov	旁觀者
divákov	觀眾
viedeň	維也納
hádzanej	手球
vzťahu	戀愛
vzťahu	感情
vzťahu	關係
panna	處女座
panna	處女
dvakrát	兩次
dna	dna
pilot	試點
pilot	飛行員
pilot	駕駛員
ffffff	ffffff
provincia	省
provincia	省省
provincia	省份
žena	女人
žena	女
žena	女子
žena	女
žena	女性
žena	妻子
situácia	情況
predpokladá	假定
sila	力氣
sila	強度
sila	實力
sila	力量
sila	體力
sila	武力
dieťa	嬰兒
dieťa	baby
dieťa	寶貝
dieťa	寶寶
dieťa	小孩
dieťa	兒童
dieťa	孩子
ústav	研究所
mierne	輕微
mierne	適度
mierne	輕度
mierne	溫和
mierne	稍微
vedenie	管理
vedenie	領導
vedenie	鉛
vedenie	領先
vedenie	帶頭
arena	舞台
arena	競技場
arena	體育館
stredná	中間
stredná	介質
stredná	中型
stredná	中等
stredná	媒介
stredná	中央
stredná	中等
stredná	適度
stredná	適中
stredná	溫和
skončila	過期
referencie	參考
plochy	地區
plochy	桌面
plochy	桌面
schopnosť	能力
schopnosť	能力
končí	末端
svetlo	光線
svetlo	光
svetlo	燈光
svetlo	輕
svetlo	光明
doba	期間
doba	時光
doba	時間
medzinárodný	國際
relatívne	親戚
relatívne	相對
budov	建築
budov	建築物
vnútri	內在
vnútri	裡面
vnútri	內心
vnútri	內部
