और	in
पूरा	polno
पूरा	polni
पूरा	polna
पूरा	cele
पूरा	cel
पूरा	cela
पूरा	celotno
पूरा	popolna
पूरा	popolno
आवश्यकता	zahteva
प्रकाश	svetlo
प्रकाश	svetloba
प्रकाश	luč
प्रकाश	lahka
प्रकाश	lučke
प्रकाश	luci
प्रकाश	luči
नई	novo
नई	nov
नई	novi
नई	nove
नई	nova
नई	novejše
नई	novejši
चिकित्सा	medicinski
चिकित्सा	medicinsko
चिकित्सा	terapija
चिकित्सा	terapije
चिकित्सा	terapijo
चिकित्सा	zdravljenje
कार्यक्रम	programe
कार्यक्रम	programi
कार्यक्रम	dogodki
कार्यक्रम	prireditve
कार्यक्रम	dogodke
कार्यक्रम	dogodkov
कार्यक्रम	program
कार्यक्रम	dogodek
कार्यक्रम	prireditev
कार्यक्रम	dogodka
कार्यक्रम	program
पुराने	stare
पुराने	star
पुराने	staro
पुराने	stara
पुराने	stari
पुराने	starejša
पुराने	starejši
पुराने	starejše
सदी	stoletje
भगवान	boga
भगवान	bog
भगवान	gospod
लिखा	pisno
लिखा	napisano
लिखा	napisana
लिखा	pisna
लिखा	zapisano
लिखा	napisal
लिखा	pisal
लिखा	napisala
लिखा	zapisal
संस्थान	inštitut
संस्थान	zavod
संस्थान	inštituti
संस्कृति	kulture
संस्कृति	kulturo
संस्कृति	kultura
अंग्रेज़ी	angleško
अंग्रेज़ी	angleščina
अंग्रेज़ी	angleži
अंग्रेज़ी	angleški
पूर्ण	popolna
पूर्ण	popoln
पूर्ण	popolno
पूर्ण	poln
पूर्ण	full
पूर्ण	polno
पूर्ण	polni
पूर्ण	polna
पूर्ण	popolna
पूर्ण	popolno
पूर्ण	končano
पूर्ण	zaključene
पूर्ण	izpolnjeno
पूर्ण	končana
पूर्ण	zaključena
परिवर्तन	pretvorba
परिवर्तन	preusmeritev
परिवर्तन	pretvorbe
परिवर्तन	prehodno
परिवर्तन	prehod
परिवर्तन	spremembe
परिवर्तन	preoblikovanje
परिवर्तन	transformacije
परिवर्तन	preobrazba
परिवर्तन	spremembe
परिवर्तन	spremeni
परिवर्तन	sprememba
टीम	ekip
टीम	ekipe
टीम	moštva
टीम	ekipno
टीम	ekipa
टीम	team
चर्चा	debata
चर्चा	razpravo
चर्चा	razprava
चर्चा	razprave
चर्चा	pogovor
संगठन	organizacijo
संगठन	organizacija
संगठन	organizacijo
संगठन	organizacija
संगठन	organizacije
संगठन	organizacijami
संगठन	organizacij
शैली	stil
शैली	slog
शैली	shelly
तुलना	primerjavo
तुलना	primerjava
स्कूल	šole
स्कूल	šol
स्कूल	šole
स्कूल	šolo
स्कूल	šola
पुस्तक	knjigo
पुस्तक	knjiga
लेखक	pisec
लेखक	pisateljica
लेखक	pisatelj
लेखक	avtorji
लेखक	pisateljev
लेखक	pisatelji
लेखक	avtor
संस्करण	izdaja
संस्करण	različice
संस्करण	različica
संस्करण	različice
संस्करण	izdaje
संस्करण	izdaj
खिलाड़ी	igralci
खिलाड़ी	igralca
खिलाड़ी	igralce
खिलाड़ी	akterji
खिलाड़ी	športnik
खिलाड़ी	igralec
खिलाड़ी	predvajalnik
खिलाड़ी	igralca
ट्रेन	vlak
ट्रेन	vlaki
ट्रेन	vlake
प्रचलित	prevladujoča
प्रचलित	prevladujoče
आकार	oblike
आकार	oblika
आकार	oblike
आकार	forme
आकार	obliko
आकार	velikosti
आकार	velikost
आकार	velikosti
उत्तरी	severna
उत्तरी	severno
उत्तरी	severni
उत्तरी	severne
सीमा	omejitev
सीमा	omeji
सीमा	meja
सीमा	sima
सीमा	meja
सीमा	mejo
सीमा	meje
सीमा	meji
सीमा	razpon
सीमा	oddaljenost
सीमा	omejitve
सीमा	omeji
सीमा	meje
पश्चिमी	zahodna
पश्चिमी	zahodni
पश्चिमी	western
पश्चिमी	zahodno
व्यवस्था	dogovor
व्यवस्था	aranžma
व्यवस्था	ureditev
व्यवस्था	razporeditev
आर्थिक	ekonomski
आर्थिक	gospodarski
आर्थिक	gospodarsko
आर्थिक	ekonomske
आर्थिक	ekonomska
राजधानी	prestolnicah
राजधानी	kapitala
राजधानी	prestolnica
राजधानी	kapital
दर्शन	filozofija
दर्शन	filozofijo
दर्शन	vizija
दर्शन	vida
दर्शन	vidu
दर्शन	vid
दर्शन	vizijo
वहाँ	tam
विधि	metode
विधि	pravo
विधि	zakon
विधि	metoda
विधि	metodo
विधि	način
अवधि	trajanje
अवधि	obdobje
अवधि	dobe
अवधि	obdobja
दृष्टि	vizualno
दृष्टि	vizija
दृष्टि	vida
दृष्टि	vidu
दृष्टि	vid
दृष्टि	vizijo
सिद्धांत	teorija
सिद्धांत	načela
सिद्धांत	načeli
सिद्धांत	dogma
कलाकार	umetniki
कलाकार	umetnik
कलाकार	izvajalec
कलाकार	umetnica
बैंक	banks
बैंक	bankam
बैंक	bankah
बैंक	bankami
बैंक	banke
बैंक	banko
बैंक	breg
बैंक	bančna
बैंक	banka
बैंक	bank
ज्यादा	več
ज्यादा	bolj
अंतिम	zadnji
अंतिम	nazadnje
अंतिम	poslednje
अंतिम	zadnje
अंतिम	zadnja
अंतिम	končna
अंतिम	končni
विशिष्ट	specifično
विशिष्ट	specifični
विशिष्ट	ugleden
विशिष्ट	razlikovati
हिन्दू	hindujski
लाल	rdeči
लाल	rdeča
लाल	rdeči
लाल	rdeč
लाल	rdeče
लाल	red
रहने	ostal
रहने	bivanje
पूर्वी	vzhodni
पूर्वी	vzhod
पूर्वी	vzhodna
पूर्वी	vzhodno
पूर्वी	vzhodni
पूर्वी	vzhodna
पूर्वी	vzhodno
समर्थन	podporo
समर्थन	podpore
समर्थन	podpora
समर्थन	pooblastil
समर्थन	pooblastila
समर्थन	zaznamek
व्यापार	trgovanje
व्यापार	poslovanje
व्यापार	posel
व्यापार	posli
व्यापार	trgovanje
व्यापार	trgovina
व्यापार	menjava
प्रयास	prizadevanja
प्रयास	napora
प्रयास	napor
प्रयास	trud
प्रयास	prizadevanje
महिला	ženska
महिला	žensko
महिला	gospa
महिला	dama
महिला	lady
महिला	ženska
महिला	ženski
महिला	samica
महिला	žensko
परियोजना	projekt
परियोजना	projekta
जीवित	živa
जीवित	živega
जीवित	živ
जीवित	preživi
जीवित	preživeti
नामांकन	vpis
नामांकन	nominacijo
नामांकन	določitev
नामांकन	označba
नामांकन	poimenovanje
अभिनेता	igralci
अभिनेता	akterji
अभिनेता	igralec
क्षमता	zmogljivosti
क्षमता	zmogljivost
क्षमता	kapaciteta
क्षमता	zmožnosti
क्षमता	zmožnost
क्षमता	sposobnost
क्षमता	zmožnosti
क्षमता	zmogljivosti
क्षमता	zmožnost
क्षमता	potencialno
क्षमता	potencial
पाया	najdeno
पाया	najdeni
पाया	najdena
पाया	najden
स्पष्ट	očitno
स्पष्ट	očiten
स्पष्ट	očitna
वो	ona
पृथ्वी	zemeljska
पृथ्वी	zemlja
पृथ्वी	zemlje
पृथ्वी	zemljo
गति	predlog
गति	gibanje
गति	hitrost
गति	hitrosti
गति	hitrost
गति	sejanje
गति	premiki
गति	gibanja
गति	premikanje
गति	gibanje
परिणाम	rezultat
परिणाम	izid
परिणाम	rezultati
परिणाम	izidi
लेने	jemanje
होगा	will
होगा	bo
होगा	volja
भर	napolnjena
भर	napolnjen
भर	napolnjeno
पुत्र	sinko
पुत्र	sine
पुत्र	sin
पुत्र	son
सहित	vključno
शासन	vladavina
शासन	vladavino
शासन	vladanje
शासन	pravilo
शासन	upravljanje
शासन	vodenje
शासन	ureditev
शासन	režim
नियंत्रण	kontrola
नियंत्रण	krmiljenje
नियंत्रण	nadzor
नियंत्रण	obvladovanje
नियंत्रण	kontrole
नियंत्रण	nadzor
प्रभावित	prizadeta
प्रभावित	prizadetih
प्रभावित	prizadete
प्रभावित	prizadeti
प्रभावित	prizadet
प्रभावित	prizadeto
प्रभावित	navdušen
प्रभावित	navdušena
प्रभावित	vtis
वर्णन	opis
वर्णन	poimenovanje
क्रिकेट	kriket
योजना	shema
योजना	načrt
योजना	plan
आरम्भ	začetek
एशिया	azija
सन	sonca
सन	soncem
सन	sonce
सन	soncu
राजनीतिक	politični
राजनीतिक	politično
राजनीतिक	politična
प्राकृतिक	naravnega
प्राकृतिक	naravni
प्राकृतिक	naraven
प्राकृतिक	naravno
प्राकृतिक	naravna
प्राकृतिक	naravne
स्थानीय	krajevna
स्थानीय	krajevni
स्थानीय	lokalni
स्थानीय	krajevno
स्थानीय	lokalno
स्थानीय	domačini
कहानी	zgodba
कहानी	zgodbo
कहानी	pripoved
वृद्धि	stopnjevanje
वृद्धि	dvig
वृद्धि	vzpon
वृद्धि	povečanje
वृद्धि	zvišanje
वृद्धि	povišanje
वृद्धि	rast
वृद्धि	rasti
वृद्धि	povečanje
वृद्धि	povečevanje
