から	no
登録	reģistrā
登録	reģistrēties
登録	reģistrs
登録	reģistrēšana
登録	reģistrēšanās
登録	reģistrācija
佐藤	sato
田中	tanaka
ステージ	posmi
ステージ	stadijas
ステージ	posmiem
ステージ	posmus
ステージ	posms
ステージ	stadija
沖縄	okinavas
ゲスト	viesis
ゲスト	viesu
ゲスト	viesi
ゲスト	viesiem
学生	studenti
学生	skolēni
学生	studentiem
学生	students
学生	studenta
学生	studentu
周辺	apkārtne
周辺	apkārtnes
周辺	apkārtni
周辺	perifērijas
言葉	vārdu
言葉	vārdi
教会	baznīcas
教会	baznīca
教会	baznīcas
教会	baznīcā
内閣	kabinets
内閣	skapis
整備	uzturēšanas
整備	uzturēšana
整備	apkope
主張	apgalvojums
主張	prasība
主張	apgalvojums
ロック	slēgt
ロック	lock
ロック	akmens
ロック	rock
事故	negadījums
事故	avārija
事故	nelaimes
事故	negadījumi
分類	kategoriju
分類	kategorija
分類	kategorijā
分類	klasifikācijas
分類	kategorijās
分類	kategorijām
分類	kategorijas
分類	klasifikācija
状況	apstāklis
状況	situācijas
状況	situācijās
状況	situācija
状況	stāvoklis
状況	apstākļi
中村	nakamura
家族	saime
家族	ģimene
家族	ģimenē
家族	ģimenes
距離	distance
距離	attālums
距離	attālumus
距離	attālumi
表現	pārstāvību
表現	pārstāvniecība
表現	pārstāvība
表現	atveidojums
表現	izteiksme
表現	izpausme
表現	pārstāvniecības
仙台	sendai
新しい	jauna
新しい	jaunums
新しい	jauni
新しい	jauns
新しい	jaunais
新しい	jaunas
ホール	caurumu
ホール	caurums
ホール	zālē
体重	svars
体重	svara
血液	asins
血液	asinīm
血液	asinis
同意	piekrišanas
同意	piekrišana
同意	piekritu
同意	piekrita
これらの	šīs
これらの	šie
由来	izcelsmi
由来	izcelsme
平均	vidējais
平均	vidēji
平均	vidējā
平均	vidējais
事実	fakti
事実	faktus
事実	fakts
店舗	glabātavas
店舗	veikalos
店舗	noliktavas
店舗	veikali
店舗	veikalos
店舗	veikali
店舗	veikals
店舗	glabāt
店舗	uzglabāt
カテゴリ	kategoriju
カテゴリ	kategorija
カテゴリ	kategorijā
カテゴリ	kategorijās
カテゴリ	kategorijām
カテゴリ	kategorijas
メートル	metri
メートル	skaitītāji
メートル	mērītāji
メートル	metru
メートル	metri
メートル	metrus
芸術	māksla
芸術	māksla
芸術	art
複数	vairāku
複数	vairāki
複数	daudzskaitlī
観光	tūrisms
観光	tūrismā
観光	tūristu
観光	tūrisma
観光	ekskursiju
取得	apgalvojums
取得	prasība
王国	karaliste
電話	telefons
電話	tālrunis
刑事	detektīvs
レコード	rekords
レコード	ieraksts
レコード	uzskaite
レコード	ieraksti
レコード	pieraksti
秋田	akita
上記	virs
上記	augstāk
トップ	top
トップ	tops
トップ	augšējā
トップ	augšējais
付近	tuvu
付近	netālu
リン	fosforu
リン	fosfora
リン	fosfors
輸送	transportēšana
輸送	transports
輸送	pārvadāšana
輸送	pārvadājumi
輸送	transports
輸送	transportēšana
輸送	pārvadāšana
岐阜	gifu
飛行	lidojuma
飛行	lidojums
長崎	nagasaki
メイン	galvenais
メイン	galvenās
メイン	galvenā
メイン	primārās
メイン	primāra
メイン	primārie
メイン	primārā
メイン	primārais
ロード	slodze
ロード	slodzes
ロード	krava
ロード	ielādēt
エル	ella
札幌	saporo
ワールド	pasaule
ワールド	pasaulē
美術	māksla
美術	art
息子	dēli
息子	dēls
制度	iestāde
制度	institūcija
ツアー	ekskursija
ツアー	tūre
ツアー	tour
ツアー	ekskursijas
ツアー	braucienos
スタジオ	studijas
スタジオ	studijā
スタジオ	studija
スタジオ	studio
スタジオ	studijas
市民	pilsoņus
市民	pilsoņi
市民	iedzīvotāji
市民	pilsonību
市民	pilsonība
市民	pilsoņa
市民	pilsonis
松本	macumoto
同じく	tāpat
自然	dabīgais
自然	dabas
自然	dabīgs
自然	dabiskā
自然	dabīgi
自然	daba
自然	raksturs
自然	dabu
マイル	jūdzes
マイル	jūdžu
組合	apvienības
組合	biedrības
組合	asociācijas
生徒	studenti
生徒	skolēni
生徒	studentiem
生徒	skolēns
生徒	skolēnu
生徒	students
生徒	studenta
生徒	studentu
ギター	ģitāra
コース	kursa
コース	kursu
コース	kurss
コース	kursā
コース	kursos
コース	kursiem
コース	kursus
コース	kursi
防衛	aizstāvība
防衛	aizsardzība
鹿児島	kagosimas
変化	mainīt
変化	maiņa
変化	izmaiņas
変化	pārmaiņas
アナウンサー	vēderi
タイプ	tips
タイプ	veids
議会	parlaments
パリ	paris
パリ	parīzē
パリ	parīze
パリ	parīzes
南部	nambu
南部	dienvidu
経験	pieredzējuši
経験	pieredzējis
経験	pieredze
経験	pieredzes
延長	paplašināta
延長	paplašinātas
延長	pagarināts
延長	paplašināts
延長	paplašinātā
延長	pagarināt
延長	paplašināt
延長	pagarinājumu
延長	pagarināšana
延長	paplašināšana
延長	paplašinājums
延長	pagarinājums
ランド	zemi
ランド	zeme
ランド	zemes
条件	nosacīts
条件	kritēriji
条件	apstākļi
条件	nosacījumi
条件	stāvokļi
条件	nosacījums
条件	stāvoklis
伝説	apzīmējumi
伝説	leģenda
伝説	leģendāro
ロンドン	londona
ロンドン	londonā
ロンドン	london
本部	mītnes
本部	mītne
フリー	bezmaksas
フリー	brīva
フリー	free
フリー	brīvs
競走	sacensības
競走	rase
競走	skrējiens
競走	sacīkstes
競走	sacīkšu
競走	racing
競走	sacīkstes
デジタル	ciparu
デジタル	digitālā
デジタル	digitālais
台湾	taivāna
台湾	taivānas
ポジション	amats
ポジション	novietojums
ポジション	pozīcija
ポジション	pozīcijas
ポジション	nostājas
インド	indija
インド	indijā
インド	indijas
吉田	jošida
名誉	gods
名誉	goda
名誉	godība
名誉	gods
ソング	dziesmas
ソング	dziesma
ライン	līnija
履歴	vēsture
履歴	vēstures
履歴	vēsturi
履歴	vēsturē
方向	virzieni
方向	virzienos
方向	norādījumi
方向	virziens
方向	orientācijas
方向	orientācija
法律	tieslietas
法律	likums
法律	likumus
法律	likumi
提案	ieteikt
提案	iesaku
提案	ieteikumi
提案	ierosinājumi
提案	priekšlikumi
提案	ieteikums
提案	ierosinājums
提案	priekšlikums
シティ	pilsēta
効果	efekts
効果	ietekme
効果	efekts
効果	efekti
効果	iedarbība
効果	ietekme
ミュージック	mūzika
ミュージック	music
ミュージック	mūzikā
ヶ月	mēnešus
ヶ月	mēnešiem
ヶ月	mēneši
予選	kvalificētu
毎日	ikdienas
毎日	ikdienā
解説	komentārs
解説	paskaidrojums
解説	izskaidrojums
解説	skaidrojums
解説	paskaidrojumi
解説	skaidrojumi
解説	apraksts
レギュラー	regulārā
レギュラー	regulārs
レギュラー	regulāras
レギュラー	regulāri
レギュラー	regulāra
職業	darbs
職業	darbiņš
職業	profesijas
職業	profesijām
職業	profesija
職業	profesijas
職業	profesijās
職業	profesija
職業	nodarbošanās
職業	okupācijas
製品	produkta
製品	izstrādājums
製品	produkts
製品	ražojums
製品	izstrādājumi
製品	produkti
製品	ražojumi
太郎	taro
速度	ātrums
速度	ātrums
速度	ātrumu
速度	apgriezieni
改正	grozījumi
改正	pārskatīšanu
改正	pārskatīšana
近く	tuvu
近く	netālu
電子	elektronu
徒歩	staigāt
徒歩	iet
徒歩	pastaiga
徒歩	staigā
アイドル	elks
更新	atjaunināt
更新	atjauninājums
更新	atjaunot
更新	update
更新	atjaunināšana
更新	atsvaidzināt
更新	atjauninājumus
更新	atjauninājumi
配信	piegāde
配信	piegādes
配信	pārraida
配信	pārraide
配信	raidījums
配信	raidījumu
配信	apraides
配信	apraide
仕事	darbs
仕事	darbiņš
仕事	darbs
連盟	konfederācija
連盟	konfederāciju
政策	politika
政策	politikā
政策	politikas
政治家	politiķiem
政治家	politiķi
政治家	politiķis
メディア	media
メディア	mediji
メディア	mediju
メディア	vidēja
メディア	vidējs
図書館	bibliotēkas
図書館	bibliotēka
図書館	bibliotēkā
図書館	bibliotēku
図書館	bibliotēkas
ただ	tikai
外国	ārvalstu
外国	ārzemju
艦隊	flote
艦隊	flotes
艦隊	flotes
支配	dominēšanu
強い	stiprs
強い	spēcīgs
強い	stipra
強い	spēcīgi
強い	stipri
強い	spēcīga
継承	mantošanas
継承	mantojumā
継承	mantojums
継承	mantojuma
バージョン	redakcija
バージョン	versija
バージョン	versijas
バージョン	redakcijas
ポイント	punkti
ポイント	punktus
ポイント	punkts
ポイント	point
旅客	pasažieru
旅客	pasažiera
旅客	pasažieri
旅客	pasažieris
方針	politika
方針	politikā
方針	politikas
方針	politika
方針	politikas
執筆	rakstīšana
執筆	raksta
執筆	rakstot
タイム	laiks
タイム	laika
基準	standartos
基準	standartus
基準	standarti
基準	standartam
基準	standarta
基準	standarts
基準	kritēriji
化学	ķīmiskais
化学	ķīmiskā
化学	ķīmija
化学	ķīmijas
接続	savienojumi
接続	pieslēgums
接続	savienojums
接続	savienošana
接続	savieno
接続	savieno
接続	pieslēgties
勝ち	win
勝ち	laimē
勝ち	uzvarēt
関東	kanto
メーカー	izgatavotājs
メーカー	ražotājs
障害	invaliditāte
障害	invaliditātes
小林	kobajaši
ブル	vērsis
ブル	bull
ホテル	viesnīcā
ホテル	viesnīca
ホテル	viesnīcas
ホテル	viesnīcās
ホテル	viesnīcu
ホテル	viesnīcām
仕様	specifikācijas
仕様	specifikācija
仕様	specifikācija
仕様	prasībām
将軍	vispārējā
将軍	vispārējais
将軍	vispārīgi
将軍	vispārēji
奈良	nara
ビデオ	video
富山	tojamas
分割	sadalīšana
分割	sadalīšanas
分割	dalījums
分割	sadalīt
商業	komerciāls
商業	komerciālais
商業	komerciālie
商業	komerciālā
商業	komerciāli
殺人	slepkavība
殺人	slepkavības
殺人	slepkavība
殺人	slepkavību
スタイル	stili
スタイル	stils
リング	gredzens
リング	gredzeni
報告	ziņot
報告	ziņojums
報告	ziņojumi
報告	pārskati
報告	ziņojumi
マーク	atzīmēt
マーク	zīme
マーク	marks
宣言	deklarēt
宣言	deklarāciju
宣言	deklarācija
キング	king
キング	karalis
キング	ķēniņš
拡大	paplašināties
拡大	palielināt
拡大	paplašināt
伊藤	ito
ハイ	augstā
ハイ	augstu
ハイ	augsts
ハイ	augsta
ベル	belle
ベル	zvans
提出	iesniedz
提出	iesniegt
提出	iesniegšana
提出	iesniegums
入学	ieeja
入学	uzņemšana
入学	uzņemšanas
支持	atzīmēm
支持	atbalstīt
支持	atbalstu
支持	atbalsts
支持	atbalsta
復活	augšāmcēlies
地震	zemestrīces
地震	zemestrīce
地震	zemestrīces
博物館	muzeji
博物館	muzeju
博物館	muzeja
博物館	muzejā
博物館	muzejs
週間	nedēļa
週間	nedēļā
週間	nedēļu
週間	nedēļas
週間	nedēļām
週間	nedēļās
週間	nedēļas
週間	nedēļā
機構	mehānisms
定義	definēšana
定義	definīcija
定義	definē
定義	definēt
定義	definēšana
定義	definīcijas
天皇	imperators
日本人	japānas
日本人	japāņu
学部	fakultātes
学部	fakultātēs
学部	fakultāte
学部	fakultātes
直接	tieši
緯度	platuma
緯度	platums
カナダ	kanāda
カナダ	kanādas
性格	rakstzīme
性格	raksturu
性格	raksturs
性格	personība
性格	personības
ユニット	mērvienības
ユニット	vienības
ユニット	vienība
ピアノ	klavieres
良い	laba
良い	labas
良い	labi
良い	labs
良い	labais
即時	tūlītēji
即時	tūlītēja
即時	tūlītējas
即時	nekavējoties
近い	tuvāka
近い	tuvāk
レベル	līmeņi
レベル	līmenis
三重	mie
政権	režīms
達成	sasniegti
達成	sasniegta
達成	sasniegts
達成	sasniegšanas
達成	sasniegšanu
達成	sasniegums
達成	sasniegumu
達成	sasniegšana
見る	redz
見る	skatīt
見る	skats
見る	apskatīt
空間	telpa
空間	kosmoss
規定	noteikumi
規定	uzkrājumi
同一	identiskas
同一	identiska
同一	identisks
同一	identiski
ライト	gaismu
ライト	gaišs
ライト	gaismas
ライト	gaisma
ライト	gaiši
ライト	raita
ライト	gaismas
ヒット	hits
ヒット	hit
大分	oita
大分	oitas
ブルー	zilais
ブルー	zils
ブルー	zila
ブルー	zilā
流れ	plūsma
宮城	mijagi
ガス	gāze
ガス	gāzes
作業	darbs
作業	darbs
作業	strādāt
作業	darba
作業	strādājam
作業	strādā
貨物	kravas
貨物	kravai
貨物	krava
貨物	preces
貨物	kravas
貨物	krava
市場	tirgus
市場	tirgū
青森	aomori
経度	garums
徳島	tokusimas
サイズ	izmēri
サイズ	dimensijas
サイズ	izmēri
サイズ	gabarīti
サイズ	izmers
サイズ	lielums
サイズ	izmērs
翻訳	tulkojot
翻訳	tulkošana
翻訳	tulkotājs
翻訳	tulkošana
翻訳	tulkojums
翻訳	tulko
翻訳	iztulkot
翻訳	pārtulkot
翻訳	tulkot
翻訳	tulkojumi
配置	izvietojums
配置	izvietošanu
配置	ievietošana
配置	izvietošana
配置	izvietojums
配置	vienošanās
配置	izkārtojums
配置	saskaņošana
配置	saskaņošanu
配置	izlīdzināšana
配置	izvietošanas
配置	izvēršana
配置	izvietošana
コード	kods
米国	asv
米国	usa
そこ	tur
安全	drošu
安全	drošs
安全	droši
安全	droša
安全	drošībā
安全	drošums
安全	drošība
安全	drošības
番目	otrais
番目	otrs
番目	otrie
番目	otrā
番目	trešā
番目	trešais
被害	bojājums
侵害	pārkāpums
侵害	pārkāpuma
商品	preces
商品	izstrādājumi
商品	produkti
商品	ražojumi
商品	preci
商品	prece
商品	preci
商品	preces
宮崎	mijadzaki
詳細	sīks
詳細	detalizēti
詳細	detalizēta
詳細	sīki
詳細	detalizēts
詳細	detaļas
備考	piezīmes
備考	piezīmes
備考	atzīmē
単位	mērvienības
単位	vienības
単位	vienība
東宝	toho
加藤	kato
機械	mašīna
機械	iekārtas
機械	mehānismi
機械	tehnika
機械	mašīnas
機械	mašīnas
マイ	mai
地元	lokāli
地元	vietēji
地元	vietējie
地元	vietējā
地元	vietējais
地元	lokāla
地元	lokālā
地元	vietējie
東北	tohoku
出版社	izdevējs
これら	šīs
これら	šie
革命	revolūcija
増加	pieaugums
増加	palielināt
増加	palielināšana
増加	palielinājums
増加	pieaug
増加	palielinās
増加	palielināšana
増加	palielinot
軌道	orbītā
農業	lauksaimniecības
農業	lauksaimniecība
農業	audzēšana
農業	lauksaimniecība
北部	ziemeļu
条約	līgumi
条約	līgums
土曜	sestdienas
理論	teorija
理論	teorijas
オーストラリア	austrālijas
オーストラリア	austrālija
欧州	eiropa
欧州	europe
成長	aug
成長	audzēšanas
成長	audzēšana
成長	pieaugums
成長	augšana
成長	izaugsme
賛成	vienoties
賛成	piekrītu
賛成	piekrist
賛成	vienojas
海外	aizjūras
海外	ārvalstīs
海外	ārzemēm
海外	ārvalstīm
海外	ārzemēs
生物	bioloģisko
生物	bioloģiskā
生物	bioloģiskais
生物	bioloģiski
生物	organisms
感じ	jūt
感じ	jūtas
理解	sapratne
理解	izpratni
理解	izpratne
理解	saprašanās
戦士	spēkavīrs
戦士	warriors
戦士	kareivji
ジャンル	žanrs
ジャンル	žanru
実験	eksperimentos
実験	izmēģinājumi
実験	eksperimenti
実験	izmēģinājums
実験	eksperimentu
実験	eksperiments
実験	eksperimentā
実験	eksperimenta
出力	izvades
出力	izlaide
出力	izvadi
出力	produkcija
出力	izvada
出力	iznākumi
師団	divīzija
師団	rajons
師団	dalīšana
主催	uzņem
主催	rīko
主催	uzņēmēja
主催	dators
主催	uzņēma
主催	rīkoja
主催	organizators
茨城	ibaraki
統一	vienotība
料理	pārtika
料理	ēdiens
料理	virtuve
料理	gatavošana
料理	gatavošanas
ブランド	zīmolu
ブランド	zīmols
ブランド	zīmola
首都	kapitāls
首都	galvaspilsēta
報道	žurnālistikas
昇格	eskalāciju
山形	jamagata
破壊	iznīcināt
破壊	lūzums
破壊	iznīcināšana
スタジアム	stadionā
スタジアム	stadions
停止	pietura
停止	apstāties
停止	apturēt
停止	beidz
停止	apstādināt
停止	apturēt
土地	zemēm
土地	zemi
土地	zeme
土地	zemes
解散	izšķīdināta
解散	izšķīdušā
解散	atlaists
解散	noraidīts
解散	noraidīja
捜査	izmeklēšana
捜査	izmeklēšanā
兄弟	brālim
兄弟	brālis
兄弟	brāli
兄弟	brāļi
戦隊	eskadriļā
イメージ	attēli
イメージ	attēlus
イメージ	attēla
イメージ	attēls
イメージ	attēlu
違い	atšķirības
違い	starpība
違い	atšķirība
軍事	militāra
軍事	militārie
軍事	militārā
軍事	militāri
軍事	militāro
創設	dibināšanas
ハン	han
カラー	krāsu
カラー	krāsa
カラー	krāsas
カラー	krāsvielas
カラー	krāsu
