年	イヤー
大臣	大臣
柳	リュウ
人工	人工
守	まもる
移動	ムーブ
移動	移動
陸軍	アーミー
陸軍	軍隊
陸軍	陸軍
法院	法廷
法院	コート
法院	裁判所
法院	裁判所
留	滞在
留	ステイ
電	電力
電	電気
電	エレクトリック
電	電気
運動員	アスリート
運動員	選手
運動員	アスリート
運動員	スポーツマン
夢	ドリーム
夢	dream
羅馬	ローマ
科學	サイエンス
科學	科学
東北	北東
烏克蘭	ウクライナ
啟用	有効
啟用	アクティブ
皇后	皇后
皇后	女帝
皇后	女王
皇后	クイーン
肯	ケン
九龍	九龍
柱	カラム
動物	動物
動物	アニマル
動物	動物
佛教	仏教
佛教	仏教徒
佛教	仏教
精神	スピリチュアル
精神	精神
精神	スピリット
精神	メンタル
企業	ビジネス
企業	営業
企業	事業
企業	ビジネス
企業	エンタープライズ
企業	企業
核心	コア
核心	core
核心	原子核
核心	カーネル
環境	環境
環境	環境
河南	河南省
飛機	航空機
飛機	飛行機
飛機	飛行機
飛機	飛行機
太陽	太陽
太陽	sun
太陽	ソーラー
深圳	深セン
瑞典	スウェーデン
廳	ホール
關	オフ
福建	福建省
選擇	選考
選擇	セレクション
選擇	選択
選擇	選択
選擇	選択
選擇	select
選擇	選択
選擇	チョイス
珠	ビーズ
比較	比較
比較	比較
眼	アイズ
編號	番号
編號	数値
編號	ナンバー
亭	キオスク
思想	思考
思想	考え
思想	思考
思想	想い
破壞	破壊
重建	再建
重建	再建
基督教	クリスチャン
基督教	キリスト教
基督教	キリスト教徒
基督教	キリスト教
南方	サザン
南方	南部
南方	サウス
洋	ひろし
洋	大洋
公民	シビック
公民	市民
公民	市民
燕	飲み込む
燕	ツバメ
改善	改善
改善	改良
改善	改良
改善	向上
改善	改善
改善	改善
鐵道	鉄道
鐵道	鉄道
鐵道	鉄道
製造	製造業
製造	製造
製造	製造業
敏	ミン
敏	min
網路	web
網路	ウェブ
網路	インターネット
網路	ネットワーク
網路	ネットワーク
炮	大砲
炮	ガン
岩	岩石
岩	ロックス
岩	ロック
排	小隊
朋友	友だち
朋友	友達
朋友	友人
朋友	友だち
朋友	フレンド
朋友	友達
離開	離れる
十六	xvi
有人	誰か
生命	生活
生命	生命
生命	人生
生命	ライフ
找到	find
十五	fifteen
十五	十五
油	石油
油	オイル
狀態	近況
狀態	ステータス
調	メロディ
調	チューン
賢	ヒョン
更新	アップデート
更新	更新
更新	アップデート
更新	更新
降	降順
彈	遊ぶ
彈	プレイ
彈	遊び
艦	船舶
主題	テーマ
主題	話題
主題	トピック
主題	テーマ
主題	トピック
主題	主体
主題	件名
球場	スタジアム
返回	return
返回	リターン
宇宙	宇宙
醫院	病院
醫院	病院
平方	正方形
平方	四角
平方	広場
批准	追認
批准	批准
批准	承認
批准	承認
瑞士	スイス
大道	大通り
大道	ブールバール
大道	アベニュー
旅客	乗客
旅客	旅客
旅客	乗客
酒店	ホテル
酒店	ホテル
酒店	hotels
西方	ウエスト
西方	西部
西方	ウェスト
西方	ウェスタン
西方	ウエスタン
現代	モダン
未來	フューチャー
未來	未来
未來	将来
未來	みらい
營	大隊
營	camp
營	キャンプ
鯉	コイ
任務	譲渡
任務	代入
任務	割り当て
任務	タスク
任務	タスク
任務	ミッション
商業	商業
商業	コマース
商業	コマーシャル
商業	商用
商業	商業
商業	営業
商業	事業
商業	ビジネス
基金	ファンド
基金	資金
空間	スペース
空間	スペース
空間	空間
亮	リョウ
零	ゼロ
巨	巨人
巨	ジャイアント
巨	巨大
過去	過去
存	預金
存	デポジット
提高	増加
提高	増額
提高	増やす
嚴重	深刻
嚴重	重度
論	セオリー
論	理論
俊	jun
俊	じゅん
俊	ジュン
背景	背景
背景	生い立ち
母親	おかあさん
母親	母親
訓練	トレーニング
訓練	講習
訓練	修行
訓練	訓練
訓練	研修
葡萄牙	ポルトガル
行為	行動
行為	挙動
行為	行動
行為	挙動
喬	ジョー
朝鮮	朝鮮
朝鮮	韓国
工業	業界
工業	産業
工業	工業
坦克	戦車
坦克	タンク
坦克	戦車
劇場	劇場
劇場	シアター
劇場	演劇
劇場	演劇
劇場	劇場
授予	授与
授予	受賞
授予	表彰
水域	ウォーターズ
茂	mau
茂	moo
參考	リファレンス
參考	参照
參考	参考
韓	ハン
台北市	台北市
台北市	台北
收入	収入
收入	収益
收入	収入
收入	歳入
收入	収益
收入	収入
收入	所得
收入	収益
收入	歳入
珍	ジェーン
成績	実績
成績	事跡
成績	業績
成績	事績
成績	功績
成績	実績
成績	功績
成績	事績
成績	達成
成績	実績
盛	シェン
菜	ディッシュ
菜	料理
古代	古代
灰	灰色
灰	グレイ
灰	グレー
灰	ash
灰	灰色
灰	グレイ
灰	グレー
工具	ツール
工具	工具
工具	道具
工具	ツール
工具	道具
寬	広い
寬	ワイド
提升	エレベーター
提升	リフト
楚	chu
退	退却
退	撤退
十八	十八
十八	eighteen
持續	連続
品牌	ブランド
品牌	ブランディング
品牌	焼印
品牌	ブランド
品牌	銘柄
翻譯	翻訳
翻譯	翻訳
翻譯	翻訳
翻譯	翻訳
目標	ゴール
目標	目的
目標	ゴール
目標	目標
目標	目的
目標	ターゲット
目標	ターゲット
基礎	塩基
基礎	base
基礎	ベース
基礎	基底
自動	自動
自動	オート
自動	自動
自動	オートマチック
群島	諸島
理論	セオリー
理論	理論
理論	教義
理論	ドクトリン
理論	理論
軍隊	アーミー
軍隊	軍隊
軍隊	陸軍
鏡	ミラー
注意	注目
注意	注意
大樓	建物
出口	終了
出口	exit
出口	出口
出口	輸出
出口	エクスポート
出口	輸出
出口	エクスポート
地震	地震
地震	地震
關於	について
海外	海外
海外	オフショア
高速公路	ハイウェイ
高速公路	公道
產品	製品
產品	プロダクト
產品	プロダクト
產品	商品
產品	製品
條約	条約
條約	条約
助理	助手
助理	アシスタント
畫	ペンキ
畫	ペイント
畫	塗料
畫	引き分け
畫	ドロー
畫	絵画
舞	ダンス
舞	ダンス
舞	ダンシング
舞	踊り
舞	踊る
荷蘭	オランダ
獸	野獣
獸	ビースト
汽車	自動車
汽車	クルマ
汽車	カーズ
宏	マクロ
避免	避ける
命令	コマンド
命令	指揮
命令	コマンド
命令	オーダー
命令	注文
命令	命令
命令	オーダー
命令	注文
遠	far
遠	遠く
遠	遠い
結構	構造
結構	アーキテクチャ
結構	建築
結構	構造
結構	構成
埃及	エジプト
字母	アルファベット
字母	手紙
字母	手紙
字母	letter
字母	レター
大陸	コンチネンタル
大陸	本土
大陸	大陸
大陸	大陸
可可	ココ
可可	ココア
海岸	海岸
水平	水平
輝	huy
墨西哥	メキシコ
都市	大都市
都市	メトロポリス
學習	勉強
學習	勉強
學習	学習
學習	ラーニング
學習	学問
學習	学習
學習	学ぶ
動	ムーブ
動	移動
樂團	band
樂團	バンド
樂團	オーケストラ
那些	それら
材料	素材
材料	材料
材料	マテリアル
材料	材料
材料	素材
以後	後で
士兵	兵士
士兵	兵隊
士兵	兵士
容易	イージー
容易	易しい
容易	やさしい
容易	簡単
魔法	magic
魔法	魔法
魔法	マジック
彼得	ペーター
彼得	peter
彼得	ピーター
大阪	大阪
茶	お茶
茶	紅茶
孩子	子供
孩子	児童
代理	エージェント
代理	代理人
代理	演技
組合	組み合わせ
組合	コンビネーション
組合	mix
組合	ミックス
組合	混ぜる
正常	普通
正常	ノーマル
北京市	北京市
北京市	北京
王子	プリンス
模型	モデル
模型	モデル
夜	ナイツ
夜	ナイト
乘客	乗客
乘客	旅客
乘客	乗客
錦標賽	選手権
錦標賽	トーナメント
錦標賽	チャンピオンシップ
錦標賽	選手権
禁止	禁止
禁止	禁酒
禁止	禁止
禁止	禁酒令
重播	リプレイ
重播	再生
宣傳	広報
宣傳	宣伝
宣傳	プロパガンダ
巨大	巨大
同樣	同じく
蛇	ヘビ
蛇	ヘビ
紫	パープル
紫	バイオレット
週	週間
完整	いっぱい
完整	フル
完整	コンプリート
完整	完備
上市	上場
上市	出品
德里	デリー
森林	フォレスト
森林	森林
森林	森林
介紹	プレゼン
介紹	プレゼンテーション
白色	白い
白色	ホワイト
晚上	夕方
晚上	ナイト
國王	king
國王	国王
國王	キング
改變	チェンジ
改變	変更
改變	変化
廣場	正方形
廣場	四角
廣場	広場
廣場	piazza
廣場	プラザ
市民	市民
市民	市民
樹	ツリー
樹	樹木
大西洋	アトランティック
大西洋	大西洋
聯邦	連邦
聯邦	連盟
土耳其	トルコ
土耳其	七面鳥
酸	酸っぱい
酸	すっぱい
酸	サワー
董事	取締役
外交	外交
夫人	マダム
公斤	キログラム
公斤	キログラム
公斤	キロ
效果	エフェクト
效果	効果
效果	エフェクト
效果	効果
說明	説明
說明	解説
資格	資格
連續	連続
晚	遅い
輪	ホイール
輪	車輪
輪	ホイール
輪	車輪
輪	ラウンド
輪	round
輪	丸い
記錄	記録
記錄	レコーディング
記錄	録音
記錄	レコード
記錄	記録
記錄	レコード
作戰	戦闘
寫	書き込み
寫	書く
寫	書き込む
寫	執筆
寫	書き込み
寫	筆記
鹿	シカ
地理	地理
姜	カン
姜	ショウガ
姜	ジンジャー
姜	生姜
最近	最近
最近	最近
最近	最近
咸	塩辛い
網頁	ウェブサイト
秘密	秘密
變	チェンジ
變	変更
變	変化
人大	npc
開放	オープン
開放	開館
開放	開く
主持人	司会
主持人	ホスト
主持人	主催
移民	移民
移民	移住
移民	入国
移民	移民
移民	移行
運輸	輸送
運輸	交通
運輸	輸送
運輸	交通
背	戻る
背	後ろ
背	背中
背	裏側
大小	サイズ
大小	サイズ
演唱會	コンサート
演唱會	コンサート
錫	スズ
習性	習慣
頂	top
頂	上部
頂	トップ
柏林	ベルリン
三個	三人
三個	three
三個	スリー
今天	トゥデイ
今天	今日
符	お守り
親	キス
親	kiss
親	接吻
兒子	息子
加州	カリフォルニア
人口普查	国勢調査
戰役	バトル
戰役	戦闘
戰役	戦い
戰役	合戦
電台	ラジオ
墓	墓所
墓	墓穴
北方	ノース
北方	ノーザン
北方	北方
北方	北部
活躍	アクティブ
星期一	月曜日
星期一	月曜
星期一	月曜日
首播	初演
首播	プレミア
業務	営業
業務	事業
業務	ビジネス
射	シュート
前身	前身
前身	先駆け
前身	前身
啟	kai
啟	カイ
極	きわめて
極	極めて
野	ワイルド
野	野生
投資	投資
投資	投資
投資	投資
海洋	大洋
海洋	大洋
類型	ジャンル
類型	種類
類型	タイプ
類型	種類
機會	チャンス
機會	好機
機會	機会
機會	機会
錯誤	間違い
錯誤	間違い
錯誤	エラー
儀	yee
總部	本社
總部	本部
總部	司令部
健康	ヘルシー
健康	健康
健康	健康
股	単位
股	ユニット
身高	身長
熱	熱い
熱	ホット
熱	暑い
熱	ヒート
空中	空気
空中	航空
空中	エア
輕	軽い
輕	明るい
輕	ライト
輕	ライター
經常	頻繁
經常	レギュラー
經常	頻繁
經常	しばしば
經常	頻繁
臺	テラス
臺	棚田
滿	いっぱい
滿	フル
負	ネガティブ
負	マイナス
負	ネガ
亨利	ヘンリー
交易	取引
交易	トランザクション
交易	取引
交易	ディール
交易	クーポン
交易	取引
交易	トランザクション
黑色	黒い
黑色	ブラック
爆炸	爆発
各種	盛り合わせ
警方	警察官
警方	ポリス
警方	警察
十七	seventeen
尹	ユン
能量	エネルギー
酒	アルコール
酒	ワイン
地面	表面
地面	曲面
地面	地面
地面	グラウンド
太平	太平
普遍	ユニバーサル
然後	それから
十四	fourteen
鬼	お化け
鬼	幽霊
鬼	ゴースト
鼠	ラット
鼠	ネズミ
鼠	ねずみ
鼠	マウス
鼠	マウス
俄	ロシア
山西	山西省
南極洲	南極大陸
南極洲	南極
南極洲	南極
小型	小さな
小型	スモール
小型	小さい
退出	辞める
退出	終了
退出	終了
退出	exit
退出	出口
以色列	イスラエル
兒童	子供
兒童	子供
兒童	児童
一切	すべて
一切	全て
東部	イースト
東部	東部
東部	東部
逐漸	徐々に
博物館	美術館
博物館	博物館
博物館	美術館
博物館	博物館
固定	固定
固定	固定された
固定	停滞
對話	会話
對話	スレッド
對話	台詞
對話	会話
對話	スレッド
琴	ヴァイオリン
琴	バイオリン
階段	フェーズ
階段	位相
階段	舞台
階段	ステージ
階段	舞台
階段	ステージ
江西	江西省
游	泳ぐ
游	水泳
游	泳ぎ
游	ツアー
游	スイミング
游	競泳
游	水泳
病	病気
病	病気
病	疾患
病	病気
病	疾病
病	病気
病	病気
問	ask
問	尋ねる
翡翠	ヒスイ
維持	メンテナンス
維持	整備
格式	フォーマット
格式	整形
格式	フォーマット
格式	書式
格式	フォーマット
格式	書式
事故	アクシデント
事故	事故
事故	事故
臺北	台北市
臺北	台北
互	相互
藝人	芸能人
藝人	芸人
藝人	芸術家
藝人	アーティスト
藝人	芸術家
藝人	アーティスト
藝人	タレント
藝人	興行
藝人	芸能人
天使	エンジェルス
天使	天使
天使	エンジェル
天使	天使
表面	表面
