और	ja
प्रदर्शन	suorituskykyä
प्रदर्शन	suorituskyky
प्रदर्शन	esityksiä
प्रदर्शन	esitykset
प्रदर्शन	näyttö
प्रदर्शन	näytön
प्रदर्शन	altistuksen
प्रदर्शन	altistumista
प्रदर्शन	altistumisen
प्रदर्शन	altistuminen
प्रदर्शन	altistus
ऐसी	tällainen
मार्ग	reittiä
मार्ग	reitin
मार्ग	reitti
मार्ग	tapa
मार्ग	keino
मार्ग	way
पर्यटन	matkailun
पर्यटन	matkailu
ज्ञान	osaaminen
ज्ञान	tieto
ज्ञान	tietämys
ज्ञान	tietoa
लगा	tunsi
लगा	tuntui
लगा	huopa
लगा	tuntenut
लगा	vaikutti
लगा	näytti
दिसम्बर	joulukuu
दिसम्बर	joulukuussa
दिसम्बर	joulukuuta
दिसम्बर	joulukuu
प्रदर्शित	esitelty
प्रदर्शित	esillä
प्रदर्शित	suositeltu
प्रदर्शित	näytetty
प्रदर्शित	näyttö
प्रदर्शित	näytön
अक्सर	usein
अक्सर	usein
सहायता	apua
सहायता	ohje
सहायता	tuen
सहायता	tukea
सहायता	tuki
सहायता	tue
सहायता	tuen
सहायता	tuet
सहायता	tuki
सहायता	apu
सहायता	avustus
सहायता	avustaminen
सहायता	apu
पहला	ensin
पहला	ensimmäinen
पहला	eka
पहला	ensiksi
मृत्यु	kuolemaa
मृत्यु	death
मृत्यु	kuoleman
मृत्यु	kuolema
मृत्यु	kuolleisuus
मृत्यु	kuolleisuuden
स्वयं	itse
स्वयं	omista
स्वयं	oman
स्वयं	oma
स्वयं	omat
विकिपीडिया	wiki
विकिपीडिया	wikipedia
तैयार	valmis
तैयार	valmiina
आवश्यक	edellytetään
आवश्यक	vaadittu
आवश्यक	vaaditaan
आवश्यक	kiireellinen
आवश्यक	kiireellistä
आवश्यक	vaadittavat
देखा	näytti
देखा	näyttivät
देखा	katsoi
देखा	katsonut
देखा	katsottu
देखा	katsellut
देखा	katseli
देखा	nähnyt
देखा	nähty
देखा	nähneet
देखा	näin
देखा	näki
उत्पादन	tuotanto
रोग	tauti
रोग	taudista
रोग	sairaus
रोग	taudit
संबंधित	liittyvä
संबंधित	liittyvät
संबंधित	liittyy
शताब्दी	vuosisadan
शताब्दी	vuosisata
गये	meni
चीन	kiinassa
चीन	kiinan
चीन	kiina
चीन	kiinasta
अभी	nyt
संघ	unioni
संघ	unionin
संघ	ammattiliittojen
संघ	liitot
संघ	federaatio
संघ	liitto
संघ	federaation
संघ	liittovaltio
संघ	association
संघ	yhdistys
यात्रा	matkustaa
यात्रा	matkustaminen
यात्रा	matkat
यात्रा	matkailu
यात्रा	matka
यात्रा	matkaa
यात्रा	matkan
यात्रा	matka
यात्रा	trip
यात्रा	reissu
यात्रा	matkan
यात्रा	matka
मात्रा	summa
मात्रा	määrä
मात्रा	määrä
रचना	luominen
रचना	perustaminen
रचना	luonti
रचना	kokoonpano
रचना	koostumus
जगह	välit
जगह	paikassa
जगह	paikka
जगह	place
जगह	tila
जगह	avaruus
जगह	tilaa
जगह	space
भिन्न	erillisiä
भिन्न	erillinen
भिन्न	erilaiset
भिन्न	erilainen
भिन्न	eri
भिन्न	erilaista
लोक	julkinen
लोक	julkisen
लोक	julkiset
लोक	folk
सब	kaikille
सब	kaikki
पूरा	suoritettu
पूरा	päätökseen
पूरा	päättynyt
पूरा	täyden
पूरा	täys
पूरा	täydet
पूरा	täysi
पूरा	täynnä
पूरा	koko
पूरा	kokonaisena
पूरा	kokonainen
पूरा	kokonaiset
पूरा	täydelliset
पूरा	täydellinen
पूरा	täytetään
आवश्यकता	vaatimus
आवश्यकता	vaadi
आवश्यकता	vaatia
आवश्यकता	edellytä
प्रकाश	kevyt
प्रकाश	valoa
प्रकाश	valo
प्रकाश	light
प्रकाश	prakash
प्रकाश	valot
प्रकाश	valoja
नई	uudet
नई	uusi
नई	uutta
नई	uusia
नई	uudempi
चिकित्सा	lääketieteelliset
चिकित्सा	lääketieteellinen
चिकित्सा	lääketieteen
चिकित्सा	terapiaa
चिकित्सा	hoidon
चिकित्सा	terapia
दूसरी	toisena
दूसरी	toiseksi
दूसरी	toinen
कार्यक्रम	ohjelmia
कार्यक्रम	ohjelmat
कार्यक्रम	tapahtumat
कार्यक्रम	tapahtumien
कार्यक्रम	tapahtumia
कार्यक्रम	ohjelmaa
कार्यक्रम	ohjelmalla
कार्यक्रम	ohjelman
कार्यक्रम	ohjelma
कार्यक्रम	tapahtuman
कार्यक्रम	tapahtuma
कार्यक्रम	tapahtumaan
कार्यक्रम	ohjelman
कार्यक्रम	ohjelma
पुराने	vanhat
पुराने	vanhoja
पुराने	vanha
पुराने	vanhaa
पुराने	vanhempia
पुराने	vanhempi
पुराने	vanhempaa
सदी	vuosisadan
सदी	vuosisata
भगवान	jumala
भगवान	lordin
भगवान	herra
भगवान	lordi
लिखा	kirjoitettu
लिखा	kirjalliset
लिखा	kirjoitti
लिखा	kirjoitin
संस्थान	institute
संस्थान	laitos
संस्थान	instituutti
संस्कृति	kulttuuria
संस्कृति	kulttuuri
अंग्रेज़ी	englanti
अंग्रेज़ी	englantia
अंग्रेज़ी	englanniksi
अंग्रेज़ी	englannin
पूर्ण	täydelliset
पूर्ण	täydellistä
पूर्ण	täydellinen
पूर्ण	täyden
पूर्ण	täys
पूर्ण	täydet
पूर्ण	täysi
पूर्ण	täynnä
पूर्ण	täydelliset
पूर्ण	täydellinen
पूर्ण	täytetään
पूर्ण	suoritettu
पूर्ण	päätökseen
पूर्ण	päättynyt
परिवर्तन	muuntaminen
परिवर्तन	konversio
परिवर्तन	muunnos
परिवर्तन	siirtyminen
परिवर्तन	siirtymä
परिवर्तन	muutokset
परिवर्तन	muutoksia
परिवर्तन	muuntaminen
परिवर्तन	muunnos
परिवर्तन	vaihda
परिवर्तन	muuta
परिवर्तन	muutos
परिवर्तन	muuttaa
टीम	ryhmät
टीम	joukkueet
टीम	tiimi
टीम	ryhmä
टीम	joukkue
टीम	team
चर्चा	keskustelua
चर्चा	keskustelun
चर्चा	keskustelu
संगठन	järjestö
संगठन	organisaatio
संगठन	organisaation
संगठन	järjestö
संगठन	organisaatio
संगठन	organisaatiot
संगठन	järjestöt
संगठन	yhdistykset
संगठन	organisaatioita
संगठन	järjestöjen
अगर	agar
शैली	style
शैली	tyyliä
शैली	tyyli
शैली	shelly
तुलना	vertailua
तुलना	vertailu
स्कूल	koulut
स्कूल	kouluja
स्कूल	koulussa
स्कूल	koulun
स्कूल	koulu
स्कूल	koulua
स्कूल	school
पुस्तक	kirja
पुस्तक	kirjaa
पुस्तक	varaa
लेखक	kirjoittaja
लेखक	kirjailija
लेखक	käsikirjoittaja
लेखक	laatijat
लेखक	tekijät
लेखक	kirjailijoita
लेखक	tekijä
लेखक	kirjailija
लेखक	tekijän
लेखक	esittäjä
लेखक	kirjoittaja
संस्करण	painos
संस्करण	versiot
संस्करण	versioita
संस्करण	versio
संस्करण	version
संस्करण	versiota
संस्करण	painoksia
खिलाड़ी	toimijoiden
खिलाड़ी	pelaajien
खिलाड़ी	pelaajia
खिलाड़ी	pelaajat
खिलाड़ी	urheilija
खिलाड़ी	pelaajan
खिलाड़ी	pelaaja
ट्रेन	juna
ट्रेन	junalla
ट्रेन	junan
ट्रेन	junia
ट्रेन	junien
ट्रेन	junat
प्रचलित	vallitseva
आकार	muotoja
आकार	hahmot
आकार	muodot
आकार	muotoa
आकार	muotoon
आकार	muodon
आकार	muoto
आकार	koot
आकार	koko
आकार	kokoa
उत्तरी	pohjoinen
उत्तरी	pohjois
सीमा	raja
सीमा	rajoitus
सीमा	rajaa
सीमा	rajoita
सीमा	sima
सीमा	raja
सीमा	rajaa
सीमा	rajan
सीमा	etäisyys
सीमा	vaihteluväli
सीमा	rajoitukset
सीमा	rajat
पश्चिमी	western
पश्चिमी	läntinen
पश्चिमी	länsi
व्यवस्था	järjestely
व्यवस्था	järjestelyt
व्यवस्था	järjestelyn
व्यवस्था	järjestelyyn
आर्थिक	taloudelliset
आर्थिक	taloudellinen
राजधानी	pääkaupungeissa
राजधानी	pääkaupunki
राजधानी	pääoman
राजधानी	pääoma
दर्शन	filosofiaa
दर्शन	filosofian
दर्शन	filosofia
दर्शन	näkemys
दर्शन	näkö
दर्शन	näky
दर्शन	vision
दर्शन	visio
वहाँ	tuolla
वहाँ	siellä
विधि	menetelmiä
विधि	menetelmät
विधि	laki
विधि	oikeustieteen
विधि	lainsäädäntö
विधि	lakia
विधि	menetelmä
विधि	menetelmän
विधि	tila
अवधि	voimassaoloaika
अवधि	kesto
अवधि	jakso
अवधि	ajanjakso
अवधि	kuukautiset
अवधि	kaudet
अवधि	jaksot
दृष्टि	visuaalinen
दृष्टि	näkemys
दृष्टि	näkö
दृष्टि	näky
दृष्टि	vision
दृष्टि	visio
सिद्धांत	teoriaa
सिद्धांत	teoria
सिद्धांत	periaatteet
सिद्धांत	periaatteita
सिद्धांत	dogma
कलाकार	taiteilijat
कलाकार	taiteilijoiden
कलाकार	taiteilijoita
कलाकार	taiteilija
कलाकार	taiteilijan
कलाकार	artisti
कलाकार	esittäjä
बैंक	pankit
बैंक	pankkien
बैंक	pankkiin
बैंक	pankki
बैंक	pankin
ज्यादा	lisää
ज्यादा	enemmän
अंतिम	last
अंतिम	viimeisenä
अंतिम	viimeksi
अंतिम	viimeisin
अंतिम	viimeinen
अंतिम	viime
अंतिम	lopullinen
अंतिम	finaali
विशिष्ट	erityiset
विशिष्ट	erityinen
विशिष्ट	erityisiä
विशिष्ट	erityistä
हिन्दू	hindu
लाल	punaiset
लाल	punaiset
लाल	punainen
लाल	punaista
लाल	red
रहने	jäämässä
पूर्वी	itä
पूर्वी	itään
पूर्वी	itäinen
पूर्वी	itä
पूर्वी	itäinen
समर्थन	tuen
समर्थन	tukea
समर्थन	tuki
समर्थन	tue
व्यापार	kaupankäynnin
व्यापार	kaupankäynti
व्यापार	yritys
व्यापार	liiketoiminta
व्यापार	liike
व्यापार	liiketoiminnan
व्यापार	business
व्यापार	kauppa
व्यापार	kauppaa
व्यापार	kaupan
व्यापार	kaupankäynti
प्रयास	ponnisteluja
महिला	nainen
महिला	neito
महिला	lady
महिला	naaras
महिला	nainen
महिला	naisten
परियोजना	projektia
परियोजना	projekti
परियोजना	projektin
परियोजना	hanke
परियोजना	hankkeen
जीवित	hengissä
जीवित	elävä
जीवित	elävänä
जीवित	elossa
जीवित	selvitä
जीवित	selviydy
